Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 
Solving...,TA71, ,[' 1'],[' 11239+'],[' 5623'],"[' 1191.738s (Solving', ' 1036.11s 1st Model', ' 714.22s Unsat', ' 0.00s)']",[' 1185.547s'], ,[' 619580261'],"[' 2896985  (Analyzed', ' 279183)']","[' 4326     (Average', ' 64.54 Last', ' 68559)']",[' 23695.7 '],"[' 5622     (Average Length', ' 2653.85 Splits', ' 0)']","[' 279183   (Deleted', ' 238728)']","[' 797      (Ratio', '   0.29%)']","[' 28838    (Ratio', '  10.33%)']","[' 279183   (Average Length', '   39.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 279183   (Average', ' 1805.00 Max', ' 31079 Sum', ' 503924694)']","[' 277649   (Average', ' 1786.00 Max', ' 31079 Sum', ' 498619647 Ratio', '  98.95%)']","[' 1534     (Average', ' 3458.31 Max', ' 4954 Sum', ' 5305047 Ratio', '   1.05%)']", ,[' 408248  '],[' 41916   '],[' 407744  '],[' 287803  '],"[' 863405   (Atom=Atom', ' 251384 Body=Body', ' 139317 Other', ' 472704)']",[' Yes'],"[' 43412    (Eliminated', '    0 Frozen', ' 43412)']","[' 3922     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 27.2309'],[' 0'], ,[' 460.824'],[' 0'],[' 54.6104'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.29866e+09'],[' 1.24365e+09'],[' 0'],[' 1.15844e+10'],[' 0'],[' 0'],[' 3041 '],[' 5468 '],[' 7597 ']
Solving...,TA72, ,[' 1'],[' 12149+'],[' 6078'],"[' 1618.411s (Solving', ' 1448.26s 1st Model', ' 1267.01s Unsat', ' 0.00s)']",[' 1611.984s'], ,[' 870167707'],"[' 1428004  (Analyzed', ' 513645)']","[' 5297     (Average', ' 96.97 Last', ' 42215)']",[' 20625.8 '],"[' 6078     (Average Length', ' 2839.19 Splits', ' 0)']","[' 513645   (Deleted', ' 430976)']","[' 1013     (Ratio', '   0.20%)']","[' 64217    (Ratio', '  12.50%)']","[' 513645   (Average Length', '   31.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 513645   (Average', ' 1494.36 Max', ' 25449 Sum', ' 767571189)']","[' 511262   (Average', ' 1481.52 Max', ' 25449 Sum', ' 760977779 Ratio', '  99.14%)']","[' 2383     (Average', ' 2766.85 Max', ' 5042 Sum', ' 6593410 Ratio', '   0.86%)']", ,[' 404340  '],[' 41280   '],[' 404889  '],[' 284366  '],"[' 853094   (Atom=Atom', ' 247833 Body=Body', ' 139431 Other', ' 465830)']",[' Yes'],"[' 43829    (Eliminated', '    0 Frozen', ' 43829)']","[' 10603    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 29.0872'],[' 0'], ,[' 534.546'],[' 0'],[' 68.3959'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.00634e+09'],[' 1.90569e+09'],[' 0'],[' 9.11898e+09'],[' 0'],[' 0'],[' 2232 '],[' 4259 '],[' 6291 ']
Solving...,TA73, ,[' 1'],[' 12125+'],[' 6066'],"[' 1615.561s (Solving', ' 1454.80s 1st Model', ' 1170.69s Unsat', ' 0.00s)']",[' 1606.141s'], ,[' 923204584'],"[' 1447013  (Analyzed', ' 641930)']","[' 5099     (Average', ' 125.89 Last', ' 128456)']",[' 20219.0 '],"[' 6066     (Average Length', ' 2843.81 Splits', ' 0)']","[' 641930   (Deleted', ' 550777)']","[' 937      (Ratio', '   0.15%)']","[' 73922    (Ratio', '  11.52%)']","[' 641930   (Average Length', '   33.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 641930   (Average', ' 1286.47 Max', ' 23865 Sum', ' 825824446)']","[' 638764   (Average', ' 1272.47 Max', ' 23865 Sum', ' 816839804 Ratio', '  98.91%)']","[' 3166     (Average', ' 2837.85 Max', ' 5355 Sum', ' 8984642 Ratio', '   1.09%)']", ,[' 407017  '],[' 41598   '],[' 407057  '],[' 282483  '],"[' 847445   (Atom=Atom', ' 246209 Body=Body', ' 139172 Other', ' 462064)']",[' Yes'],"[' 43638    (Eliminated', '    0 Frozen', ' 43638)']","[' 13705    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 28.093'],[' 0'], ,[' 520.875'],[' 0'],[' 65.587'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.18727e+09'],[' 2.06882e+09'],[' 0'],[' 1.02263e+10'],[' 0'],[' 0'],[' 2537 '],[' 4588 '],[' 6954 ']
Solving...,TA74, ,[' 1'],[' 12045+'],[' 6026'],"[' 1615.841s (Solving', ' 1457.80s 1st Model', ' 1167.08s Unsat', ' 0.00s)']",[' 1607.219s'], ,[' 1034020162'],"[' 1725867  (Analyzed', ' 660299)']","[' 5467     (Average', ' 120.78 Last', ' 46908)']",[' 19321.5 '],"[' 6026     (Average Length', ' 2809.60 Splits', ' 0)']","[' 660299   (Deleted', ' 566914)']","[' 985      (Ratio', '   0.15%)']","[' 78566    (Ratio', '  11.90%)']","[' 660299   (Average Length', '   31.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 660299   (Average', ' 1428.46 Max', ' 23624 Sum', ' 943211245)']","[' 657014   (Average', ' 1413.33 Max', ' 23624 Sum', ' 933220235 Ratio', '  98.94%)']","[' 3285     (Average', ' 3041.40 Max', ' 5213 Sum', ' 9991010 Ratio', '   1.06%)']", ,[' 403136  '],[' 41158   '],[' 403193  '],[' 280913  '],"[' 842735   (Atom=Atom', ' 244935 Body=Body', ' 138876 Other', ' 458924)']",[' Yes'],"[' 43215    (Eliminated', '    0 Frozen', ' 43215)']","[' 13830    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 27.7914'],[' 0'], ,[' 528.508'],[' 0'],[' 68.1836'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.45497e+09'],[' 2.33182e+09'],[' 0'],[' 1.3662e+10'],[' 0'],[' 0'],[' 2153 '],[' 4349 '],[' 6387 ']
Solving...,TA75, ,[' 1'],[' 12297+'],[' 6152'],"[' 1613.531s (Solving', ' 1471.14s 1st Model', ' 1294.90s Unsat', ' 0.00s)']",[' 1609.078s'], ,[' 1075352255'],"[' 1467060  (Analyzed', ' 779270)']","[' 5782     (Average', ' 134.78 Last', ' 72270)']",[' 19203.5 '],"[' 6152     (Average Length', ' 2924.90 Splits', ' 0)']","[' 779270   (Deleted', ' 673738)']","[' 919      (Ratio', '   0.12%)']","[' 88524    (Ratio', '  11.36%)']","[' 779270   (Average Length', '   32.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 779270   (Average', ' 1261.46 Max', ' 23787 Sum', ' 983016194)']","[' 776499   (Average', ' 1250.24 Max', ' 23787 Sum', ' 974272855 Ratio', '  99.11%)']","[' 2771     (Average', ' 3155.30 Max', ' 5508 Sum', ' 8743339 Ratio', '   0.89%)']", ,[' 407641  '],[' 41794   '],[' 408277  '],[' 284964  '],"[' 854888   (Atom=Atom', ' 248045 Body=Body', ' 139817 Other', ' 467026)']",[' Yes'],"[' 44430    (Eliminated', '    0 Frozen', ' 44430)']","[' 15660    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 23.9833'],[' 0'], ,[' 522.449'],[' 0'],[' 66.5477'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.7087e+09'],[' 2.57026e+09'],[' 0'],[' 1.19483e+10'],[' 0'],[' 0'],[' 2313 '],[' 4308 '],[' 6644 ']
Solving...,TA76, ,[' 1'],[' 12071+'],[' 6039'],"[' 1616.135s (Solving', ' 1457.18s 1st Model', ' 1013.62s Unsat', ' 0.00s)']",[' 1609.813s'], ,[' 924280693'],"[' 1296269  (Analyzed', ' 655610)']","[' 5062     (Average', ' 129.52 Last', ' 98417)']",[' 20190.5 '],"[' 6039     (Average Length', ' 2846.50 Splits', ' 0)']","[' 655610   (Deleted', ' 567401)']","[' 935      (Ratio', '   0.14%)']","[' 72544    (Ratio', '  11.07%)']","[' 655610   (Average Length', '   34.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 655610   (Average', ' 1263.86 Max', ' 24334 Sum', ' 828600044)']","[' 652232   (Average', ' 1248.81 Max', ' 24334 Sum', ' 818729267 Ratio', '  98.81%)']","[' 3378     (Average', ' 2922.08 Max', ' 5327 Sum', ' 9870777 Ratio', '   1.19%)']", ,[' 405774  '],[' 41541   '],[' 406196  '],[' 283274  '],"[' 849818   (Atom=Atom', ' 246708 Body=Body', ' 139464 Other', ' 463646)']",[' Yes'],"[' 43963    (Eliminated', '    0 Frozen', ' 43963)']","[' 13708    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 26.3622'],[' 0'], ,[' 545.898'],[' 0'],[' 66.3132'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.19583e+09'],[' 2.08117e+09'],[' 0'],[' 1.13331e+10'],[' 0'],[' 0'],[' 2322 '],[' 4508 '],[' 6778 ']
Solving...,TA77, ,[' 1'],[' 13483+'],[' 6745'],"[' 1621.048s (Solving', ' 1445.28s 1st Model', ' 861.29s Unsat', ' 0.00s)']",[' 1613.141s'], ,[' 895386482'],"[' 1534756  (Analyzed', ' 732433)']","[' 5778     (Average', ' 126.76 Last', ' 18959)']",[' 20079.2 '],"[' 6745     (Average Length', ' 3129.21 Splits', ' 0)']","[' 732433   (Deleted', ' 646243)']","[' 854      (Ratio', '   0.12%)']","[' 69282    (Ratio', '   9.46%)']","[' 732433   (Average Length', '   34.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 732433   (Average', ' 1075.55 Max', ' 25061 Sum', ' 787765608)']","[' 730034   (Average', ' 1065.06 Max', ' 25061 Sum', ' 780088277 Ratio', '  99.03%)']","[' 2399     (Average', ' 3200.22 Max', ' 5827 Sum', ' 7677331 Ratio', '   0.97%)']", ,[' 403909  '],[' 41135   '],[' 404759  '],[' 282477  '],"[' 847427   (Atom=Atom', ' 246344 Body=Body', ' 139031 Other', ' 462052)']",[' Yes'],"[' 43985    (Eliminated', '    0 Frozen', ' 43985)']","[' 11413    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 29.6761'],[' 0'], ,[' 537.614'],[' 0'],[' 67.984'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.05748e+09'],[' 1.93999e+09'],[' 0'],[' 9.69824e+09'],[' 0'],[' 0'],[' 2332 '],[' 4456 '],[' 6615 ']
Solving...,TA78, ,[' 1'],[' 8829+'],[' 4418'],"[' 661.687s (Solving', ' 535.38s 1st Model', ' 350.73s Unsat', ' 0.00s)']",[' 658.500s'], ,[' 318544368'],"[' 1964054  (Analyzed', ' 95291)']","[' 3455     (Average', ' 27.58 Last', ' 16669)']",[' 26925.6 '],"[' 4416     (Average Length', ' 2179.59 Splits', ' 0)']","[' 95291    (Deleted', ' 76354)']","[' 46       (Ratio', '   0.05%)']","[' 11629    (Ratio', '  12.20%)']","[' 95291    (Average Length', '   41.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 95291    (Average', ' 2176.30 Max', ' 33093 Sum', ' 207381407)']","[' 95291    (Average', ' 2176.30 Max', ' 33093 Sum', ' 207381407 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 396985  '],[' 41290   '],[' 394230  '],[' 278068  '],"[' 834200   (Atom=Atom', ' 243789 Body=Body', ' 137177 Other', ' 453234)']",[' Yes'],"[' 40535    (Eliminated', '    0 Frozen', ' 40535)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 23.0741'],[' 0'], ,[' 251.478'],[' 0'],[' 25.067'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.59861e+08'],[' 6.28635e+08'],[' 0'],[' 9.70707e+09'],[' 0'],[' 0'],[' 5723 '],[' 14459 '],[' 15482 ']
Solving...,TA79, ,[' 1'],[' 14753+'],[' 7380'],"[' 1623.143s (Solving', ' 1437.26s 1st Model', ' 1076.17s Unsat', ' 0.00s)']",[' 1615.484s'], ,[' 932689089'],"[' 2018148  (Analyzed', ' 557181)']","[' 6086     (Average', ' 91.55 Last', ' 71969)']",[' 20703.2 '],"[' 7380     (Average Length', ' 3416.79 Splits', ' 0)']","[' 557181   (Deleted', ' 476599)']","[' 1123     (Ratio', '   0.20%)']","[' 67485    (Ratio', '  12.11%)']","[' 557181   (Average Length', '   32.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 557181   (Average', ' 1463.23 Max', ' 24289 Sum', ' 815286452)']","[' 553865   (Average', ' 1442.02 Max', ' 24289 Sum', ' 803465002 Ratio', '  98.55%)']","[' 3316     (Average', ' 3564.97 Max', ' 6388 Sum', ' 11821450 Ratio', '   1.45%)']", ,[' 405656  '],[' 41399   '],[' 407129  '],[' 285099  '],"[' 855293   (Atom=Atom', ' 248633 Body=Body', ' 139364 Other', ' 467296)']",[' Yes'],"[' 44872    (Eliminated', '    0 Frozen', ' 44872)']","[' 12511    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 31.0793'],[' 0'], ,[' 530.719'],[' 0'],[' 65.5223'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.1886e+09'],[' 2.07718e+09'],[' 0'],[' 1.0494e+10'],[' 0'],[' 0'],[' 2220 '],[' 4224 '],[' 6389 ']
Solving...,TA80, ,[' 1'],[' 11377+'],[' 5692'],"[' 1613.514s (Solving', ' 1462.75s 1st Model', ' 1154.54s Unsat', ' 0.00s)']",[' 1605.234s'], ,[' 926105463'],"[' 1156711  (Analyzed', ' 609438)']","[' 4782     (Average', ' 127.44 Last', ' 80189)']",[' 19988.9 '],"[' 5692     (Average Length', ' 2694.02 Splits', ' 0)']","[' 609438   (Deleted', ' 520191)']","[' 928      (Ratio', '   0.15%)']","[' 73080    (Ratio', '  11.99%)']","[' 609438   (Average Length', '   33.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 609438   (Average', ' 1371.17 Max', ' 24386 Sum', ' 835645890)']","[' 606294   (Average', ' 1356.94 Max', ' 24386 Sum', ' 826970271 Ratio', '  98.96%)']","[' 3144     (Average', ' 2759.42 Max', ' 5053 Sum', ' 8675619 Ratio', '   1.04%)']", ,[' 405530  '],[' 41624   '],[' 405626  '],[' 283382  '],"[' 850142   (Atom=Atom', ' 246715 Body=Body', ' 139565 Other', ' 463862)']",[' Yes'],"[' 43720    (Eliminated', '    0 Frozen', ' 43720)']","[' 13563    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 26.0046'],[' 0'], ,[' 534.92'],[' 0'],[' 68.0702'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.20069e+09'],[' 2.08653e+09'],[' 0'],[' 9.79709e+09'],[' 0'],[' 0'],[' 2330 '],[' 4475 '],[' 6426 ']
