Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , , ,[' 1'],[' 8195+'],[' 4100'],"[' 608.895s (Solving', ' 570.96s 1st Model', ' 435.68s Unsat', ' 0.00s)']",[' 607.297s'], ,[' 382846524'],"[' 2464482  (Analyzed', ' 1024701)']","[' 5502     (Average', ' 186.24 Last', ' 198484)']",[' 11369.3 '],"[' 4100     (Average Length', ' 2010.10 Splits', ' 0)']","[' 1024701  (Deleted', ' 971248)']","[' 239      (Ratio', '   0.02%)']","[' 46691    (Ratio', '   4.56%)']","[' 1024701  (Average Length', '   24.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1024701  (Average', ' 335.45 Max', ' 12094 Sum', ' 343730866)']","[' 1024123  (Average', ' 334.47 Max', ' 12094 Sum', ' 342730926 Ratio', '  99.71%)']","[' 578      (Average', ' 1730.00 Max', ' 1730 Sum', ' 999940 Ratio', '   0.29%)']", ,[' 169486  '],[' 15827   '],[' 170438  '],[' 92382   '],"[' 311349   (Atom=Atom', ' 85650 Body=Body', ' 55522 Other', ' 170177)']",[' Yes'],"[' 19711    (Eliminated', '    0 Frozen', ' 19711)']","[' 5378     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.36404'],[' 0'], ,[' 178.352'],[' 0'],[' 20.7694'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.61205e+08'],[' 7.71466e+08'],[' 0'],[' 4.79887e+09'],[' 0'],[' 0'],[' 1837 '],[' 3631 '],[' 2 '],[' 0 ']
Solving...,TA62, , , ,[' 1'],[' 6695+'],[' 3350'],"[' 417.917s (Solving', ' 388.76s 1st Model', ' 295.53s Unsat', ' 0.00s)']",[' 416.891s'], ,[' 247219594'],"[' 1155229  (Analyzed', ' 724105)']","[' 4189     (Average', ' 172.86 Last', ' 88445)']",[' 10280.2 '],"[' 3349     (Average Length', ' 1658.96 Splits', ' 0)']","[' 724105   (Deleted', ' 675219)']","[' 130      (Ratio', '   0.02%)']","[' 33058    (Ratio', '   4.57%)']","[' 724105   (Average Length', '   23.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 724105   (Average', ' 302.08 Max', ' 11897 Sum', ' 218740915)']","[' 723526   (Average', ' 300.75 Max', ' 11897 Sum', ' 217771090 Ratio', '  99.56%)']","[' 579      (Average', ' 1675.00 Max', ' 1675 Sum', ' 969825 Ratio', '   0.44%)']", ,[' 170026  '],[' 16025   '],[' 170257  '],[' 92678   '],"[' 312147   (Atom=Atom', ' 85604 Body=Body', ' 56226 Other', ' 170317)']",[' Yes'],"[' 19284    (Eliminated', '    0 Frozen', ' 19284)']","[' 5634     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.69943'],[' 0'], ,[' 110.478'],[' 0'],[' 13.4831'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.49974e+08'],[' 5.85302e+08'],[' 0'],[' 2.46962e+09'],[' 0'],[' 0'],[' 1818 '],[' 6753 '],[' 2 '],[' 0 ']
Solving...,TA63, , , ,[' 1'],[' 8109+'],[' 4057'],"[' 608.948s (Solving', ' 572.91s 1st Model', ' 406.98s Unsat', ' 0.00s)']",[' 607.844s'], ,[' 384577309'],"[' 1885574  (Analyzed', ' 955165)']","[' 5219     (Average', ' 183.02 Last', ' 112383)']",[' 11039.9 '],"[' 4057     (Average Length', ' 1984.42 Splits', ' 0)']","[' 955165   (Deleted', ' 899571)']","[' 217      (Ratio', '   0.02%)']","[' 48312    (Ratio', '   5.06%)']","[' 955165   (Average Length', '   23.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 955165   (Average', ' 364.01 Max', ' 11865 Sum', ' 347692372)']","[' 954633   (Average', ' 362.97 Max', ' 11865 Sum', ' 346698464 Ratio', '  99.71%)']","[' 532      (Average', ' 1868.25 Max', ' 10496 Sum', ' 993908 Ratio', '   0.29%)']", ,[' 169197  '],[' 15791   '],[' 170081  '],[' 92153   '],"[' 310684   (Atom=Atom', ' 85486 Body=Body', ' 55395 Other', ' 169803)']",[' Yes'],"[' 19601    (Eliminated', '    0 Frozen', ' 19601)']","[' 5254     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.06443'],[' 0'], ,[' 172.011'],[' 0'],[' 21.0212'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.02202e+08'],[' 8.14401e+08'],[' 0'],[' 4.07288e+09'],[' 0'],[' 0'],[' 1698 '],[' 3481 '],[' 2 '],[' 0 ']
Solving...,TA64, , , ,[' 1'],[' 9073+'],[' 4539'],"[' 609.939s (Solving', ' 566.82s 1st Model', ' 412.59s Unsat', ' 0.00s)']",[' 608.750s'], ,[' 370408764'],"[' 1984718  (Analyzed', ' 934370)']","[' 5344     (Average', ' 174.84 Last', ' 140089)']",[' 11644.9 '],"[' 4539     (Average Length', ' 2210.90 Splits', ' 0)']","[' 934370   (Deleted', ' 882007)']","[' 245      (Ratio', '   0.03%)']","[' 46874    (Ratio', '   5.02%)']","[' 934370   (Average Length', '   23.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 934370   (Average', ' 350.29 Max', ' 11749 Sum', ' 327297703)']","[' 933781   (Average', ' 349.19 Max', ' 11749 Sum', ' 326271665 Ratio', '  99.69%)']","[' 589      (Average', ' 1742.00 Max', ' 1742 Sum', ' 1026038 Ratio', '   0.31%)']", ,[' 170129  '],[' 15859   '],[' 171433  '],[' 92967   '],"[' 313444   (Atom=Atom', ' 86357 Body=Body', ' 55790 Other', ' 171297)']",[' Yes'],"[' 20115    (Eliminated', '    0 Frozen', ' 20115)']","[' 5559     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.27917'],[' 0'], ,[' 166.319'],[' 0'],[' 20.1883'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.63923e+08'],[' 7.79642e+08'],[' 0'],[' 4.04574e+09'],[' 0'],[' 0'],[' 1778 '],[' 3440 '],[' 2 '],[' 0 ']
Solving...,TA65, , , ,[' 1'],[' 7833+'],[' 3919'],"[' 609.429s (Solving', ' 573.65s 1st Model', ' 413.53s Unsat', ' 0.00s)']",[' 607.891s'], ,[' 389026164'],"[' 1332335  (Analyzed', ' 916862)']","[' 4839     (Average', ' 189.47 Last', ' 91580)']",[' 10518.0 '],"[' 3919     (Average Length', ' 1909.86 Splits', ' 0)']","[' 916862   (Deleted', ' 858947)']","[' 190      (Ratio', '   0.02%)']","[' 50755    (Ratio', '   5.54%)']","[' 916862   (Average Length', '   23.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 916862   (Average', ' 387.89 Max', ' 12176 Sum', ' 355645005)']","[' 916328   (Average', ' 386.86 Max', ' 12176 Sum', ' 354699291 Ratio', '  99.73%)']","[' 534      (Average', ' 1771.00 Max', ' 1771 Sum', ' 945714 Ratio', '   0.27%)']", ,[' 169764  '],[' 15897   '],[' 170492  '],[' 92540   '],"[' 311761   (Atom=Atom', ' 85672 Body=Body', ' 55720 Other', ' 170369)']",[' Yes'],"[' 19588    (Eliminated', '    0 Frozen', ' 19588)']","[' 5388     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.9633'],[' 0'], ,[' 166.649'],[' 0'],[' 21.3534'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.37051e+08'],[' 8.50214e+08'],[' 0'],[' 3.46415e+09'],[' 0'],[' 0'],[' 1707 '],[' 3539 '],[' 2 '],[' 0 ']
Solving...,TA66, , , ,[' 1'],[' 7267+'],[' 3636'],"[' 607.842s (Solving', ' 573.95s 1st Model', ' 468.34s Unsat', ' 0.00s)']",[' 606.500s'], ,[' 388931472'],"[' 1417846  (Analyzed', ' 948259)']","[' 5056     (Average', ' 187.55 Last', ' 193974)']",[' 11222.5 '],"[' 3636     (Average Length', ' 1786.90 Splits', ' 0)']","[' 948259   (Deleted', ' 890488)']","[' 204      (Ratio', '   0.02%)']","[' 50444    (Ratio', '   5.32%)']","[' 948259   (Average Length', '   24.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 948259   (Average', ' 373.94 Max', ' 11951 Sum', ' 354591162)']","[' 947829   (Average', ' 373.28 Max', ' 11951 Sum', ' 353968989 Ratio', '  99.82%)']","[' 430      (Average', ' 1446.91 Max', ' 10848 Sum', ' 622173 Ratio', '   0.18%)']", ,[' 169831  '],[' 15950   '],[' 170322  '],[' 92514   '],"[' 311888   (Atom=Atom', ' 85669 Body=Body', ' 55998 Other', ' 170221)']",[' Yes'],"[' 19425    (Eliminated', '    0 Frozen', ' 19425)']","[' 4802     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.51877'],[' 0'], ,[' 166.369'],[' 0'],[' 21.211'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.37954e+08'],[' 8.50139e+08'],[' 0'],[' 3.4994e+09'],[' 0'],[' 0'],[' 1724 '],[' 3575 '],[' 2 '],[' 0 ']
Solving...,TA67, , , ,[' 1'],[' 9191+'],[' 4598'],"[' 611.226s (Solving', ' 566.64s 1st Model', ' 405.95s Unsat', ' 0.00s)']",[' 609.797s'], ,[' 367440317'],"[' 1902533  (Analyzed', ' 876432)']","[' 5266     (Average', ' 166.43 Last', ' 121946)']",[' 11817.6 '],"[' 4598     (Average Length', ' 2254.59 Splits', ' 0)']","[' 876432   (Deleted', ' 823726)']","[' 229      (Ratio', '   0.03%)']","[' 45580    (Ratio', '   5.20%)']","[' 876432   (Average Length', '   24.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 876432   (Average', ' 368.71 Max', ' 11790 Sum', ' 323147280)']","[' 875887   (Average', ' 367.67 Max', ' 11790 Sum', ' 322236040 Ratio', '  99.72%)']","[' 545      (Average', ' 1672.00 Max', ' 1672 Sum', ' 911240 Ratio', '   0.28%)']", ,[' 169923  '],[' 15821   '],[' 171334  '],[' 92797   '],"[' 312736   (Atom=Atom', ' 86145 Body=Body', ' 55518 Other', ' 171073)']",[' Yes'],"[' 20183    (Eliminated', '    0 Frozen', ' 20183)']","[' 5022     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.42273'],[' 0'], ,[' 164.325'],[' 0'],[' 19.9918'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.5956e+08'],[' 7.7715e+08'],[' 0'],[' 3.96968e+09'],[' 0'],[' 0'],[' 1859 '],[' 3622 '],[' 2 '],[' 0 ']
Solving...,TA68, , , ,[' 1'],[' 7423+'],[' 3714'],"[' 609.316s (Solving', ' 574.39s 1st Model', ' 385.50s Unsat', ' 0.00s)']",[' 607.734s'], ,[' 396260293'],"[' 1263329  (Analyzed', ' 989881)']","[' 4455     (Average', ' 222.20 Last', ' 90990)']",[' 10606.5 '],"[' 3714     (Average Length', ' 1822.78 Splits', ' 0)']","[' 989881   (Deleted', ' 932360)']","[' 227      (Ratio', '   0.02%)']","[' 50599    (Ratio', '   5.11%)']","[' 989881   (Average Length', '   23.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 989881   (Average', ' 367.88 Max', ' 11631 Sum', ' 364155217)']","[' 989278   (Average', ' 366.90 Max', ' 11631 Sum', ' 363190417 Ratio', '  99.74%)']","[' 603      (Average', ' 1600.00 Max', ' 1600 Sum', ' 964800 Ratio', '   0.26%)']", ,[' 169424  '],[' 15877   '],[' 169978  '],[' 92220   '],"[' 310973   (Atom=Atom', ' 85468 Body=Body', ' 55720 Other', ' 169785)']",[' Yes'],"[' 19389    (Eliminated', '    0 Frozen', ' 19389)']","[' 5479     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.60202'],[' 0'], ,[' 170.33'],[' 0'],[' 21.6276'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.47275e+08'],[' 8.58402e+08'],[' 0'],[' 3.56107e+09'],[' 0'],[' 0'],[' 1797 '],[' 3467 '],[' 2 '],[' 0 ']
Solving...,TA69, , , ,[' 1'],[' 7669+'],[' 3837'],"[' 608.872s (Solving', ' 571.72s 1st Model', ' 421.74s Unsat', ' 0.00s)']",[' 606.797s'], ,[' 381775699'],"[' 2238088  (Analyzed', ' 946945)']","[' 5046     (Average', ' 187.66 Last', ' 270297)']",[' 11411.9 '],"[' 3837     (Average Length', ' 1882.42 Splits', ' 0)']","[' 946945   (Deleted', ' 890568)']","[' 259      (Ratio', '   0.03%)']","[' 49919    (Ratio', '   5.27%)']","[' 946945   (Average Length', '   25.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 946945   (Average', ' 363.85 Max', ' 11830 Sum', ' 344547717)']","[' 946355   (Average', ' 362.93 Max', ' 11830 Sum', ' 343672747 Ratio', '  99.75%)']","[' 590      (Average', ' 1483.00 Max', ' 1483 Sum', ' 874970 Ratio', '   0.25%)']", ,[' 170171  '],[' 15974   '],[' 170829  '],[' 92855   '],"[' 312655   (Atom=Atom', ' 85846 Body=Body', ' 55976 Other', ' 170833)']",[' Yes'],"[' 19645    (Eliminated', '    0 Frozen', ' 19645)']","[' 5963     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.04608'],[' 0'], ,[' 175.037'],[' 0'],[' 20.689'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.95956e+08'],[' 8.13207e+08'],[' 0'],[' 4.59439e+09'],[' 0'],[' 0'],[' 1978 '],[' 3780 '],[' 2 '],[' 0 ']
Solving...,TA70, , , ,[' 1'],[' 8603+'],[' 4304'],"[' 609.321s (Solving', ' 569.74s 1st Model', ' 426.29s Unsat', ' 0.00s)']",[' 607.359s'], ,[' 374518543'],"[' 2288967  (Analyzed', ' 922743)']","[' 5296     (Average', ' 174.23 Last', ' 106825)']",[' 11334.7 '],"[' 4304     (Average Length', ' 2101.10 Splits', ' 0)']","[' 922743   (Deleted', ' 865036)']","[' 247      (Ratio', '   0.03%)']","[' 49157    (Ratio', '   5.33%)']","[' 922743   (Average Length', '   25.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 922743   (Average', ' 362.26 Max', ' 12120 Sum', ' 334272114)']","[' 922138   (Average', ' 361.02 Max', ' 12120 Sum', ' 333129874 Ratio', '  99.66%)']","[' 605      (Average', ' 1888.00 Max', ' 1888 Sum', ' 1142240 Ratio', '   0.34%)']", ,[' 170627  '],[' 15970   '],[' 171687  '],[' 93271   '],"[' 313847   (Atom=Atom', ' 86240 Body=Body', ' 55904 Other', ' 171703)']",[' Yes'],"[' 20026    (Eliminated', '    0 Frozen', ' 20026)']","[' 5674     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.70555'],[' 0'], ,[' 173.684'],[' 0'],[' 20.331'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.56834e+08'],[' 7.74445e+08'],[' 0'],[' 4.5211e+09'],[' 0'],[' 0'],[' 1975 '],[' 3836 '],[' 2 '],[' 0 ']
