Optimal Found Or Timeout,Instances,Solving...,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Completion Time for Window 10 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , , ,[' 291'],[' 156'],"[' 288.958s (Solving', ' 287.56s 1st Model', ' 0.29s Unsat', ' 86.38s)']",[' 287.766s'], ,[' 6218803 '],"[' 4160164  (Analyzed', ' 4117955)']","[' 9818     (Average', ' 419.43 Last', ' 45907)']",[' 1136.6  '],"[' 156      (Average Length', ' 72.54 Splits', ' 0)']","[' 4117955  (Deleted', ' 4053775)']","[' 86       (Ratio', '   0.00%)']","[' 1858     (Ratio', '   0.05%)']","[' 4117955  (Average Length', '   11.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4117955  (Average', '  1.43 Max', ' 1691 Sum', ' 5898125)']","[' 4117844  (Average', '  1.43 Max', ' 1691 Sum', ' 5895764 Ratio', '  99.96%)']","[' 111      (Average', ' 21.27 Max', ' 115 Sum', '   2361 Ratio', '   0.04%)']", ,[' 73238   '],[' 2618    '],[' 72633   '],[' 42269   '],"[' 126803   (Atom=Atom', ' 40399 Body=Body', ' 21693 Other', ' 64711)']",[' Yes'],"[' 2763     (Eliminated', '    0 Frozen', ' 2763)']","[' 33       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.315906'],[' 0'], ,[' 250.369'],[' 0'],[' 3.9307'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.97048e+07'],[' 1.02375e+07'],[' 0'],[' 3.62218e+10'],[' 0'],[' 0'],[' 446 '],[' 841 '],[' 1326 '],[' 1606 '],[' 1910 '],[' 2558 '],[' 3008 '],[' 3289 '],[' 3803 '],[' 4269 '],[' 2 '],[' 8 ']
Solving...,TA52, , , ,[' 317'],[' 169'],"[' 243.539s (Solving', ' 241.95s 1st Model', ' 0.74s Unsat', ' 140.28s)']",[' 241.172s'], ,[' 8048960 '],"[' 6136064  (Analyzed', ' 6129693)']","[' 15018    (Average', ' 408.16 Last', ' 10065)']",[' 1228.0  '],"[' 169      (Average Length', ' 78.51 Splits', ' 0)']","[' 6129693  (Deleted', ' 6029844)']","[' 135      (Ratio', '   0.00%)']","[' 2355     (Ratio', '   0.04%)']","[' 6129693  (Average Length', '    9.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6129693  (Average', '  1.26 Max', ' 1626 Sum', ' 7717849)']","[' 6129531  (Average', '  1.26 Max', ' 1626 Sum', ' 7714943 Ratio', '  99.96%)']","[' 162      (Average', ' 17.94 Max', ' 127 Sum', '   2906 Ratio', '   0.04%)']", ,[' 74425   '],[' 2647    '],[' 73832   '],[' 42841   '],"[' 128519   (Atom=Atom', ' 40942 Body=Body', ' 21722 Other', ' 65855)']",[' Yes'],"[' 2804     (Eliminated', '    0 Frozen', ' 2804)']","[' 46       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.373265'],[' 0'], ,[' 193.433'],[' 0'],[' 3.34393'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.48382e+07'],[' 1.1041e+07'],[' 0'],[' 2.52664e+10'],[' 0'],[' 0'],[' 557 '],[' 964 '],[' 1381 '],[' 1748 '],[' 2115 '],[' 2531 '],[' 2979 '],[' 3486 '],[' 3872 '],[' 4256 '],[' 1 '],[' 9 ']
Solving...,TA53, , , ,[' 393'],[' 207'],"[' 207.685s (Solving', ' 206.02s 1st Model', ' 0.57s Unsat', ' 4.49s)']",[' 206.688s'], ,[' 10920819'],"[' 7621954  (Analyzed', ' 7612860)']","[' 15388    (Average', ' 494.73 Last', ' 4875)']",[' 1225.4  '],"[' 207      (Average Length', ' 97.27 Splits', ' 0)']","[' 7612860  (Deleted', ' 7504709)']","[' 76       (Ratio', '   0.00%)']","[' 1510     (Ratio', '   0.02%)']","[' 7612860  (Average Length', '   11.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7612860  (Average', '  1.37 Max', ' 1659 Sum', ' 10459484)']","[' 7612735  (Average', '  1.37 Max', ' 1659 Sum', ' 10456979 Ratio', '  99.98%)']","[' 125      (Average', ' 20.04 Max', ' 136 Sum', '   2505 Ratio', '   0.02%)']", ,[' 72001   '],[' 2578    '],[' 71447   '],[' 41428   '],"[' 124280   (Atom=Atom', ' 39598 Body=Body', ' 21653 Other', ' 63029)']",[' Yes'],"[' 2774     (Eliminated', '    0 Frozen', ' 2774)']","[' 71       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.383412'],[' 0'], ,[' 153.618'],[' 0'],[' 3.08119'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.15335e+07'],[' 1.49198e+07'],[' 0'],[' 2.14089e+10'],[' 0'],[' 0'],[' 423 '],[' 1150 '],[' 1503 '],[' 1827 '],[' 2104 '],[' 2539 '],[' 2903 '],[' 3296 '],[' 3688 '],[' 4065 '],[' 2 '],[' 8 ']
Solving...,TA54, , , ,[' 379'],[' 200'],"[' 242.132s (Solving', ' 240.80s 1st Model', ' 0.42s Unsat', ' 39.87s)']",[' 241.547s'], ,[' 5275812 '],"[' 3507984  (Analyzed', ' 3489331)']","[' 8341     (Average', ' 418.33 Last', ' 7894)']",[' 1042.1  '],"[' 200      (Average Length', ' 94.31 Splits', ' 0)']","[' 3489331  (Deleted', ' 3427555)']","[' 109      (Ratio', '   0.00%)']","[' 1964     (Ratio', '   0.06%)']","[' 3489331  (Average Length', '   10.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3489331  (Average', '  1.43 Max', ' 1650 Sum', ' 4987864)']","[' 3489189  (Average', '  1.43 Max', ' 1650 Sum', ' 4983210 Ratio', '  99.91%)']","[' 142      (Average', ' 32.77 Max', ' 154 Sum', '   4654 Ratio', '   0.09%)']", ,[' 73327   '],[' 2544    '],[' 72764   '],[' 41441   '],"[' 124319   (Atom=Atom', ' 39645 Body=Body', ' 21619 Other', ' 63055)']",[' Yes'],"[' 2731     (Eliminated', '    0 Frozen', ' 2731)']","[' 94       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.315461'],[' 0'], ,[' 211.608'],[' 0'],[' 3.29723'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.70663e+07'],[' 9.0396e+06'],[' 0'],[' 3.4329e+10'],[' 0'],[' 0'],[' 445 '],[' 883 '],[' 1221 '],[' 1596 '],[' 1981 '],[' 2311 '],[' 2641 '],[' 3258 '],[' 3665 '],[' 4079 '],[' 2 '],[' 8 ']
Solving...,TA55, , , ,[' 325'],[' 173'],"[' 426.891s (Solving', ' 425.30s 1st Model', ' 0.50s Unsat', ' 24.18s)']",[' 424.266s'], ,[' 21752850'],"[' 16674582 (Analyzed', ' 16646132)']","[' 33142    (Average', ' 502.27 Last', ' 36196)']",[' 1078.4  '],"[' 173      (Average Length', ' 81.10 Splits', ' 0)']","[' 16646132 (Deleted', ' 16426217)']","[' 70       (Ratio', '   0.00%)']","[' 2041     (Ratio', '   0.01%)']","[' 16646132 (Average Length', '   10.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16646132 (Average', '  1.27 Max', ' 1599 Sum', ' 21143063)']","[' 16645967 (Average', '  1.27 Max', ' 1599 Sum', ' 21132873 Ratio', '  99.95%)']","[' 165      (Average', ' 61.76 Max', ' 122 Sum', '  10190 Ratio', '   0.05%)']", ,[' 73574   '],[' 2623    '],[' 72986   '],[' 42179   '],"[' 126533   (Atom=Atom', ' 40304 Body=Body', ' 21698 Other', ' 64531)']",[' Yes'],"[' 2785     (Eliminated', '    0 Frozen', ' 2785)']","[' 110      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.372467'],[' 0'], ,[' 314.005'],[' 0'],[' 6.37055'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.08886e+07'],[' 2.38485e+07'],[' 0'],[' 4.03142e+10'],[' 0'],[' 0'],[' 643 '],[' 924 '],[' 1409 '],[' 1883 '],[' 2213 '],[' 2654 '],[' 3120 '],[' 3429 '],[' 3985 '],[' 4336 '],[' 4 '],[' 6 ']
Solving...,TA56, , ,[' 1'],[' 347+'],[' 184'],"[' 216.356s (Solving', ' 214.69s 1st Model', ' 0.47s Unsat', ' 13.08s)']",[' 212.078s'], ,[' 5206237 '],"[' 3811506  (Analyzed', ' 3665664)']","[' 8253     (Average', ' 444.16 Last', ' 14287)']",[' 1232.9  '],"[' 184      (Average Length', ' 85.95 Splits', ' 0)']","[' 3665664  (Deleted', ' 3612524)']","[' 102      (Ratio', '   0.00%)']","[' 1409     (Ratio', '   0.04%)']","[' 3665664  (Average Length', '   10.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3665664  (Average', '  1.30 Max', ' 1692 Sum', ' 4771664)']","[' 3665554  (Average', '  1.30 Max', ' 1692 Sum', ' 4770956 Ratio', '  99.99%)']","[' 110      (Average', '  6.44 Max', ' 135 Sum', '    708 Ratio', '   0.01%)']", ,[' 73009   '],[' 2571    '],[' 72432   '],[' 41628   '],"[' 124880   (Atom=Atom', ' 39805 Body=Body', ' 21646 Other', ' 63429)']",[' Yes'],"[' 2744     (Eliminated', '    0 Frozen', ' 2744)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.405186'],[' 0'], ,[' 179.892'],[' 0'],[' 2.78103'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.72148e+07'],[' 8.61379e+06'],[' 0'],[' 2.02234e+10'],[' 0'],[' 0'],[' 586 '],[' 1056 '],[' 1435 '],[' 1820 '],[' 2365 '],[' 2723 '],[' 3011 '],[' 3340 '],[' 3617 '],[' 4147 '],[' 2 '],[' 8 ']
Solving...,TA57, , , ,[' 253'],[' 137'],"[' 210.521s (Solving', ' 209.39s 1st Model', ' 0.27s Unsat', ' 8.01s)']",[' 208.859s'], ,[' 3318186 '],"[' 2304328  (Analyzed', ' 2247747)']","[' 5610     (Average', ' 400.67 Last', ' 35357)']",[' 1197.4  '],"[' 137      (Average Length', ' 62.38 Splits', ' 0)']","[' 2247747  (Deleted', ' 2201746)']","[' 85       (Ratio', '   0.00%)']","[' 1599     (Ratio', '   0.07%)']","[' 2247747  (Average Length', '   10.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2247747  (Average', '  1.36 Max', ' 1631 Sum', ' 3050034)']","[' 2247641  (Average', '  1.36 Max', ' 1631 Sum', ' 3048292 Ratio', '  99.94%)']","[' 106      (Average', ' 16.43 Max', '  86 Sum', '   1742 Ratio', '   0.06%)']", ,[' 72606   '],[' 2545    '],[' 71982   '],[' 41129   '],"[' 123383   (Atom=Atom', ' 39332 Body=Body', ' 21620 Other', ' 62431)']",[' Yes'],"[' 2671     (Eliminated', '    0 Frozen', ' 2671)']","[' 40       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.289388'],[' 0'], ,[' 189.398'],[' 0'],[' 2.75276'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.12786e+07'],[' 6.05702e+06'],[' 0'],[' 3.06086e+10'],[' 0'],[' 0'],[' 445 '],[' 966 '],[' 1249 '],[' 1669 '],[' 1981 '],[' 2398 '],[' 2693 '],[' 3183 '],[' 3611 '],[' 3960 '],[' 2 '],[' 8 ']
Solving...,TA58, , , ,[' 353'],[' 187'],"[' 138.734s (Solving', ' 137.31s 1st Model', ' 0.45s Unsat', ' 35.97s)']",[' 137.906s'], ,[' 3850960 '],"[' 2634968  (Analyzed', ' 2613705)']","[' 6235     (Average', ' 419.20 Last', ' 75619)']",[' 1162.6  '],"[' 187      (Average Length', ' 87.86 Splits', ' 0)']","[' 2613705  (Deleted', ' 2567691)']","[' 98       (Ratio', '   0.00%)']","[' 1481     (Ratio', '   0.06%)']","[' 2613705  (Average Length', '   10.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2613705  (Average', '  1.37 Max', ' 1701 Sum', ' 3579815)']","[' 2613567  (Average', '  1.37 Max', ' 1701 Sum', ' 3575300 Ratio', '  99.87%)']","[' 138      (Average', ' 32.72 Max', ' 134 Sum', '   4515 Ratio', '   0.13%)']", ,[' 73243   '],[' 2619    '],[' 72669   '],[' 41863   '],"[' 125585   (Atom=Atom', ' 39992 Body=Body', ' 21694 Other', ' 63899)']",[' Yes'],"[' 2795     (Eliminated', '    0 Frozen', ' 2795)']","[' 18       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.348769'],[' 0'], ,[' 117.305'],[' 0'],[' 1.88291'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.35533e+07'],[' 7.59932e+06'],[' 0'],[' 1.88931e+10'],[' 0'],[' 0'],[' 555 '],[' 1002 '],[' 1419 '],[' 1697 '],[' 2100 '],[' 2425 '],[' 2894 '],[' 3399 '],[' 3702 '],[' 4109 '],[' 1 '],[' 9 ']
Solving...,TA59, , ,[' 1'],[' 341+'],[' 181'],"[' 406.588s (Solving', ' 405.21s 1st Model', ' 0.38s Unsat', ' 104.48s)']",[' 404.141s'], ,[' 13650520'],"[' 10196001 (Analyzed', ' 10151087)']","[' 21227    (Average', ' 478.22 Last', ' 41208)']",[' 1051.0  '],"[' 181      (Average Length', ' 85.39 Splits', ' 0)']","[' 10151087 (Deleted', ' 10028968)']","[' 99       (Ratio', '   0.00%)']","[' 2264     (Ratio', '   0.02%)']","[' 10151087 (Average Length', '   10.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10151087 (Average', '  1.30 Max', ' 1658 Sum', ' 13224802)']","[' 10150982 (Average', '  1.30 Max', ' 1658 Sum', ' 13224061 Ratio', '  99.99%)']","[' 105      (Average', '  7.06 Max', ' 133 Sum', '    741 Ratio', '   0.01%)']", ,[' 72892   '],[' 2575    '],[' 72312   '],[' 41727   '],"[' 125177   (Atom=Atom', ' 39900 Body=Body', ' 21650 Other', ' 63627)']",[' Yes'],"[' 2745     (Eliminated', '    0 Frozen', ' 2745)']","[' 27       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.335081'],[' 0'], ,[' 323.834'],[' 0'],[' 5.52173'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.89904e+07'],[' 1.61585e+07'],[' 0'],[' 4.38575e+10'],[' 0'],[' 0'],[' 417 '],[' 880 '],[' 1201 '],[' 1508 '],[' 1937 '],[' 2533 '],[' 2820 '],[' 3260 '],[' 3781 '],[' 4227 '],[' 3 '],[' 7 ']
Solving...,TA60, , , ,[' 505'],[' 263'],"[' 32.960s (Solving', ' 31.13s 1st Model', ' 0.49s Unsat', ' 26.07s)']",[' 32.781s'], ,[' 2074452 '],"[' 1450554  (Analyzed', ' 1249907)']","[' 3386     (Average', ' 369.14 Last', ' 930)']",[' 1149.2  '],"[' 263      (Average Length', ' 126.21 Splits', ' 0)']","[' 1249907  (Deleted', ' 1226617)']","[' 105      (Ratio', '   0.01%)']","[' 1321     (Ratio', '   0.11%)']","[' 1249907  (Average Length', '    9.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1249907  (Average', '  1.27 Max', ' 381 Sum', ' 1586798)']","[' 1249802  (Average', '  1.27 Max', ' 381 Sum', ' 1586693 Ratio', '  99.99%)']","[' 105      (Average', '  1.00 Max', '   1 Sum', '    105 Ratio', '   0.01%)']", ,[' 73284   '],[' 2569    '],[' 72786   '],[' 41935   '],"[' 125801   (Atom=Atom', ' 40114 Body=Body', ' 21644 Other', ' 64043)']",[' Yes'],"[' 2821     (Eliminated', '    0 Frozen', ' 2821)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.455493'],[' 0'], ,[' 20.7876'],[' 0'],[' 0.45731'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.09302e+06'],[' 5.92111e+06'],[' 0'],[' 2.09826e+09'],[' 0'],[' 0'],[' 452 '],[' 682 '],[' 1079 '],[' 1466 '],[' 1856 '],[' 2325 '],[' 2600 '],[' 3024 '],[' 3490 '],[' 3825 '],[' 0 '],[' 10 ']
