Optimal Found Or Timeout,Instances,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Optimization,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNSATISFIABLE,la01,[' 104'],[' 105'],"[' 0.162s (Solving', ' 0.11s 1st Model', ' 0.02s Unsat', ' 0.08s)']",[' 0.172s'], ,[' 79423   '],"[' 3076     (Analyzed', ' 3075)']","[' 15       (Average', ' 205.00 Last', ' 45)']",[' 209.8   '],"[' 105      (Average Length', ' 1.00 Splits', ' 0)']","[' 9947     (Deleted', ' 3684)']","[' 26       (Ratio', '   0.26%)']","[' 196      (Ratio', '   1.97%)']","[' 3075     (Average Length', '    7.8 Ratio', '  30.91%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6872     (Average Length', '    7.3 Ratio', '  69.09%) ']","[' 3075     (Average', '  1.92 Max', ' 128 Sum', '   5891)']","[' 3068     (Average', '  1.91 Max', ' 128 Sum', '   5884 Ratio', '  99.88%)']","[' 7        (Average', '  1.00 Max', '   1 Sum', '      7 Ratio', '   0.12%)']", ,[' 1740    '],[' 275     '],[' 1690    '],[' 1306    '],"[' 3464     (Atom=Atom', ' 854 Body=Body', ' 855 Other', ' 1755)']",[' Yes'],"[' 379      (Eliminated', '    0 Frozen', '  275)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 666'],[' 0.0094833'],[' 0'], ,[' 0.0549053'],[' 0'],[' 0.0036578'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 135140'],[' 93954'],[' 0'],[' 3.08066e+06'],[' 0'],[' 0']
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNSATISFIABLE,la02,[' 104'],[' 105'],"[' 0.393s (Solving', ' 0.35s 1st Model', ' 0.06s Unsat', ' 0.29s)']",[' 0.391s'], ,[' 115764  '],"[' 10454    (Analyzed', ' 10453)']","[' 46       (Average', ' 227.24 Last', ' 178)']",[' 208.6   '],"[' 105      (Average Length', ' 1.00 Splits', ' 0)']","[' 28233    (Deleted', ' 17970)']","[' 41       (Ratio', '   0.15%)']","[' 371      (Ratio', '   1.31%)']","[' 10453    (Average Length', '    8.9 Ratio', '  37.02%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17780    (Average Length', '    7.4 Ratio', '  62.98%) ']","[' 10453    (Average', '  1.65 Max', ' 108 Sum', '  17233)']","[' 10442    (Average', '  1.65 Max', ' 108 Sum', '  17222 Ratio', '  99.94%)']","[' 11       (Average', '  1.00 Max', '   1 Sum', '     11 Ratio', '   0.06%)']", ,[' 1740    '],[' 275     '],[' 1690    '],[' 1306    '],"[' 3464     (Atom=Atom', ' 854 Body=Body', ' 855 Other', ' 1755)']",[' Yes'],"[' 379      (Eliminated', '    0 Frozen', '  275)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 655'],[' 0.012328'],[' 0'], ,[' 0.136345'],[' 0'],[' 0.0066895'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 265604'],[' 160871'],[' 0'],[' 8.84183e+06'],[' 0'],[' 0']
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNSATISFIABLE,la03,[' 87'],[' 88'],"[' 0.305s (Solving', ' 0.27s 1st Model', ' 0.15s Unsat', ' 0.11s)']",[' 0.313s'], ,[' 112120  '],"[' 6942     (Analyzed', ' 6941)']","[' 47       (Average', ' 147.68 Last', ' 196)']",[' 200.5   '],"[' 88       (Average Length', ' 1.00 Splits', ' 0)']","[' 18581    (Deleted', ' 7358)']","[' 29       (Ratio', '   0.16%)']","[' 310      (Ratio', '   1.67%)']","[' 6941     (Average Length', '    9.2 Ratio', '  37.36%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11640    (Average Length', '    7.0 Ratio', '  62.64%) ']","[' 6941     (Average', '  1.87 Max', ' 164 Sum', '  13003)']","[' 6930     (Average', '  1.87 Max', ' 164 Sum', '  12992 Ratio', '  99.92%)']","[' 11       (Average', '  1.00 Max', '   1 Sum', '     11 Ratio', '   0.08%)']", ,[' 1723    '],[' 275     '],[' 1673    '],[' 1306    '],"[' 3464     (Atom=Atom', ' 854 Body=Body', ' 855 Other', ' 1755)']",[' Yes'],"[' 362      (Eliminated', '    0 Frozen', '  275)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 597'],[' 0.0105698'],[' 0'], ,[' 0.0999038'],[' 0'],[' 0.0058646'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 235017'],[' 152969'],[' 0'],[' 5.27272e+06'],[' 0'],[' 0']
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNSATISFIABLE,la04,[' 115'],[' 116'],"[' 0.162s (Solving', ' 0.10s 1st Model', ' 0.04s Unsat', ' 0.06s)']",[' 0.172s'], ,[' 76770   '],"[' 2915     (Analyzed', ' 2914)']","[' 17       (Average', ' 171.41 Last', ' 112)']",[' 208.0   '],"[' 116      (Average Length', ' 1.00 Splits', ' 0)']","[' 7392     (Deleted', ' 3189)']","[' 13       (Ratio', '   0.18%)']","[' 199      (Ratio', '   2.69%)']","[' 2914     (Average Length', '    8.8 Ratio', '  39.42%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4478     (Average Length', '    6.1 Ratio', '  60.58%) ']","[' 2914     (Average', '  1.93 Max', ' 134 Sum', '   5623)']","[' 2911     (Average', '  1.93 Max', ' 134 Sum', '   5620 Ratio', '  99.95%)']","[' 3        (Average', '  1.00 Max', '   1 Sum', '      3 Ratio', '   0.05%)']", ,[' 1751    '],[' 275     '],[' 1701    '],[' 1306    '],"[' 3464     (Atom=Atom', ' 854 Body=Body', ' 855 Other', ' 1755)']",[' Yes'],"[' 390      (Eliminated', '    0 Frozen', '  275)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 590'],[' 0.0104557'],[' 0'], ,[' 0.0491516'],[' 0'],[' 0.0034658'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 143213'],[' 101398'],[' 0'],[' 2.37243e+06'],[' 0'],[' 0']
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNSATISFIABLE,la05,[' 74'],[' 75'],"[' 0.546s (Solving', ' 0.52s 1st Model', ' 0.04s Unsat', ' 0.47s)']",[' 0.547s'], ,[' 111887  '],"[' 12807    (Analyzed', ' 12806)']","[' 63       (Average', ' 203.27 Last', ' 43)']",[' 204.3   '],"[' 75       (Average Length', ' 1.00 Splits', ' 0)']","[' 37111    (Deleted', ' 26309)']","[' 49       (Ratio', '   0.13%)']","[' 393      (Ratio', '   1.06%)']","[' 12806    (Average Length', '    8.4 Ratio', '  34.51%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 24305    (Average Length', '    7.7 Ratio', '  65.49%) ']","[' 12806    (Average', '  1.52 Max', ' 101 Sum', '  19432)']","[' 12798    (Average', '  1.52 Max', ' 101 Sum', '  19424 Ratio', '  99.96%)']","[' 8        (Average', '  1.00 Max', '   1 Sum', '      8 Ratio', '   0.04%)']", ,[' 1710    '],[' 275     '],[' 1660    '],[' 1306    '],"[' 3464     (Atom=Atom', ' 854 Body=Body', ' 855 Other', ' 1755)']",[' Yes'],"[' 349      (Eliminated', '    0 Frozen', '  275)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 593'],[' 0.007401'],[' 0'], ,[' 0.181519'],[' 0'],[' 0.0074761'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 260688'],[' 161823'],[' 0'],[' 9.33734e+06'],[' 0'],[' 0']
