Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , , ,[' 1'],[' 691+'],[' 353'],"[' 439.448s (Solving', ' 438.14s 1st Model', ' 0.70s Unsat', ' 7.99s)']",[' 438.219s'], ,[' 45275381'],"[' 28685640 (Analyzed', ' 28672337)']","[' 54975    (Average', ' 521.55 Last', ' 97011)']",[' 1363.2  '],"[' 353      (Average Length', ' 245.83 Splits', ' 0)']","[' 28672337 (Deleted', ' 28310764)']","[' 2        (Ratio', '   0.00%)']","[' 2808     (Ratio', '   0.01%)']","[' 28672337 (Average Length', '   13.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 28672337 (Average', '  1.54 Max', ' 2327 Sum', ' 44095471)']","[' 28671919 (Average', '  1.53 Max', ' 2002 Sum', ' 43983982 Ratio', '  99.75%)']","[' 418      (Average', ' 266.72 Max', ' 334 Sum', ' 111489 Ratio', '   0.25%)']", ,[' 64599   '],[' 2654    '],[' 59372   '],[' 21267   '],"[' 56619    (Atom=Atom', ' 16260 Body=Body', ' 10212 Other', ' 30147)']",[' Yes'],"[' 3531     (Eliminated', '    0 Frozen', ' 3531)']","[' 311      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.21001'],[' 0'], ,[' 278.999'],[' 0'],[' 5.76324'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.16582e+08'],[' 5.0357e+07'],[' 0'],[' 1.99433e+10'],[' 0'],[' 0'],[' 751 '],[' 1251 '],[' 1773 '],[' 2156 '],[' 2653 '],[' 3057 '],[' 3665 '],[' 5 '],[' 2 ']
Solving...,TA52, , , ,[' 1'],[' 713+'],[' 364'],"[' 600.667s (Solving', ' 599.36s 1st Model', ' 0.66s Unsat', ' 0.00s)']",[' 599.563s'], ,[' 62447936'],"[' 38274570 (Analyzed', ' 38262996)']","[' 72432    (Average', ' 528.26 Last', ' 197535)']",[' 1262.6  '],"[' 364      (Average Length', ' 251.24 Splits', ' 0)']","[' 38262996 (Deleted', ' 37858972)']","[' 3        (Ratio', '   0.00%)']","[' 3936     (Ratio', '   0.01%)']","[' 38262996 (Average Length', '   13.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 38262996 (Average', '  1.59 Max', ' 1778 Sum', ' 61026236)']","[' 38262472 (Average', '  1.59 Max', ' 1778 Sum', ' 60867830 Ratio', '  99.74%)']","[' 524      (Average', ' 302.30 Max', ' 370 Sum', ' 158406 Ratio', '   0.26%)']", ,[' 64761   '],[' 2697    '],[' 59597   '],[' 21372   '],"[' 57277    (Atom=Atom', ' 16443 Body=Body', ' 10341 Other', ' 30493)']",[' Yes'],"[' 3587     (Eliminated', '    0 Frozen', ' 3587)']","[' 746      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.209585'],[' 0'], ,[' 392.409'],[' 0'],[' 9.79456'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.53039e+08'],[' 6.36823e+07'],[' 0'],[' 2.9431e+10'],[' 0'],[' 0'],[' 784 '],[' 1512 '],[' 1897 '],[' 2271 '],[' 3041 '],[' 3116 '],[' 3541 '],[' 7 '],[' 0 ']
Solving...,TA53, , , ,[' 1'],[' 971+'],[' 493'],"[' 357.100s (Solving', ' 355.56s 1st Model', ' 0.78s Unsat', ' 10.88s)']",[' 356.578s'], ,[' 26530837'],"[' 17690003 (Analyzed', ' 17657826)']","[' 35599    (Average', ' 496.02 Last', ' 47806)']",[' 1332.7  '],"[' 493      (Average Length', ' 308.16 Splits', ' 0)']","[' 17657826 (Deleted', ' 17443349)']","[' 14       (Ratio', '   0.00%)']","[' 1871     (Ratio', '   0.01%)']","[' 17657826 (Average Length', '   12.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17657826 (Average', '  1.45 Max', ' 2083 Sum', ' 25679004)']","[' 17657370 (Average', '  1.44 Max', ' 1947 Sum', ' 25497818 Ratio', '  99.29%)']","[' 456      (Average', ' 397.34 Max', ' 500 Sum', ' 181186 Ratio', '   0.71%)']", ,[' 64315   '],[' 2591    '],[' 59243   '],[' 21146   '],"[' 56052    (Atom=Atom', ' 16148 Body=Body', ' 10023 Other', ' 29881)']",[' Yes'],"[' 3599     (Eliminated', '    0 Frozen', ' 3599)']","[' 272      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.272057'],[' 0'], ,[' 252.106'],[' 0'],[' 6.15388'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.7097e+07'],[' 2.64241e+07'],[' 0'],[' 1.93226e+10'],[' 0'],[' 0'],[' 596 '],[' 1039 '],[' 1626 '],[' 1941 '],[' 2522 '],[' 3100 '],[' 3326 '],[' 4 '],[' 3 ']
Solving...,TA54, , , , ,[' 941'],[' 478'],"[' 388.458s (Solving', ' 386.87s 1st Model', ' 0.80s Unsat', ' 41.47s)']",[' 388.328s'], ,[' 39446760'],"[' 24769614 (Analyzed', ' 24747929)']","[' 47085    (Average', ' 525.60 Last', ' 191199)']",[' 1381.0  '],"[' 478      (Average Length', ' 292.70 Splits', ' 0)']","[' 24747929 (Deleted', ' 24478659)']","[' 38       (Ratio', '   0.00%)']","[' 2408     (Ratio', '   0.01%)']","[' 24747929 (Average Length', '   13.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 24747929 (Average', '  1.55 Max', ' 2088 Sum', ' 38374274)']","[' 24747459 (Average', '  1.54 Max', ' 1959 Sum', ' 38212128 Ratio', '  99.58%)']","[' 470      (Average', ' 344.99 Max', ' 462 Sum', ' 162146 Ratio', '   0.42%)']", ,[' 64779   '],[' 2623    '],[' 59589   '],[' 21397   '],"[' 56577    (Atom=Atom', ' 16261 Body=Body', ' 10119 Other', ' 30197)']",[' Yes'],"[' 3624     (Eliminated', '    0 Frozen', ' 3624)']","[' 425      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.272153'],[' 0'], ,[' 245.498'],[' 0'],[' 5.54117'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.8433e+07'],[' 4.04418e+07'],[' 0'],[' 1.76809e+10'],[' 0'],[' 0'],[' 587 '],[' 1220 '],[' 1609 '],[' 2166 '],[' 2551 '],[' 2988 '],[' 3229 '],[' 4 '],[' 3 ']
Solving...,TA55, , , ,[' 1'],[' 977+'],[' 496'],"[' 530.680s (Solving', ' 528.96s 1st Model', ' 0.90s Unsat', ' 14.69s)']",[' 529.219s'], ,[' 54728885'],"[' 33549681 (Analyzed', ' 33531922)']","[' 64267    (Average', ' 521.76 Last', ' 184047)']",[' 1430.0  '],"[' 496      (Average Length', ' 318.14 Splits', ' 0)']","[' 33531922 (Deleted', ' 33134757)']","[' 8        (Ratio', '   0.00%)']","[' 3939     (Ratio', '   0.01%)']","[' 33531922 (Average Length', '   13.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 33531922 (Average', '  1.59 Max', ' 1915 Sum', ' 53329493)']","[' 33531459 (Average', '  1.59 Max', ' 1834 Sum', ' 53176750 Ratio', '  99.71%)']","[' 463      (Average', ' 329.90 Max', ' 458 Sum', ' 152743 Ratio', '   0.29%)']", ,[' 64987   '],[' 2671    '],[' 59916   '],[' 21496   '],"[' 57264    (Atom=Atom', ' 16471 Body=Body', ' 10263 Other', ' 30530)']",[' Yes'],"[' 3687     (Eliminated', '    0 Frozen', ' 3687)']","[' 796      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.308978'],[' 0'], ,[' 340.308'],[' 0'],[' 7.66951'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.43054e+08'],[' 6.64654e+07'],[' 0'],[' 2.46989e+10'],[' 0'],[' 0'],[' 646 '],[' 1207 '],[' 1713 '],[' 2132 '],[' 2539 '],[' 2959 '],[' 3366 '],[' 6 '],[' 1 ']
Solving...,TA56, , , ,[' 1'],[' 787+'],[' 401'],"[' 450.148s (Solving', ' 448.74s 1st Model', ' 0.68s Unsat', ' 19.51s)']",[' 449.094s'], ,[' 36823380'],"[' 25213716 (Analyzed', ' 25198586)']","[' 49817    (Average', ' 505.82 Last', ' 165536)']",[' 1258.6  '],"[' 401      (Average Length', ' 264.31 Splits', ' 0)']","[' 25198586 (Deleted', ' 24855437)']","[' 17       (Ratio', '   0.00%)']","[' 2253     (Ratio', '   0.01%)']","[' 25198586 (Average Length', '   12.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 25198586 (Average', '  1.42 Max', ' 1849 Sum', ' 35859168)']","[' 25198052 (Average', '  1.42 Max', ' 1849 Sum', ' 35695088 Ratio', '  99.54%)']","[' 534      (Average', ' 307.27 Max', ' 406 Sum', ' 164080 Ratio', '   0.46%)']", ,[' 64256   '],[' 2605    '],[' 59167   '],[' 21031   '],"[' 56025    (Atom=Atom', ' 16112 Body=Body', ' 10065 Other', ' 29848)']",[' Yes'],"[' 3533     (Eliminated', '    0 Frozen', ' 3533)']","[' 338      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.235335'],[' 0'], ,[' 308.586'],[' 0'],[' 7.4102'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.51022e+07'],[' 3.68782e+07'],[' 0'],[' 2.32925e+10'],[' 0'],[' 0'],[' 695 '],[' 1433 '],[' 1806 '],[' 2348 '],[' 2902 '],[' 3097 '],[' 3398 '],[' 5 '],[' 2 ']
Solving...,TA57, , , ,[' 1'],[' 911+'],[' 463'],"[' 535.623s (Solving', ' 534.03s 1st Model', ' 0.86s Unsat', ' 19.95s)']",[' 534.188s'], ,[' 44619030'],"[' 31405845 (Analyzed', ' 31386361)']","[' 63273    (Average', ' 496.05 Last', ' 55829)']",[' 1381.7  '],"[' 463      (Average Length', ' 297.61 Splits', ' 0)']","[' 31386361 (Deleted', ' 30998009)']","[' 12       (Ratio', '   0.00%)']","[' 2465     (Ratio', '   0.01%)']","[' 31386361 (Average Length', '   12.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 31386361 (Average', '  1.38 Max', ' 2228 Sum', ' 43408206)']","[' 31385885 (Average', '  1.38 Max', ' 1878 Sum', ' 43247079 Ratio', '  99.63%)']","[' 476      (Average', ' 338.50 Max', ' 419 Sum', ' 161127 Ratio', '   0.37%)']", ,[' 63691   '],[' 2578    '],[' 58852   '],[' 20710   '],"[' 55738    (Atom=Atom', ' 16061 Body=Body', ' 9982 Other', ' 29695)']",[' Yes'],"[' 3565     (Eliminated', '    0 Frozen', ' 3565)']","[' 395      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.271267'],[' 0'], ,[' 347.714'],[' 0'],[' 8.23975'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.16095e+08'],[' 4.50415e+07'],[' 0'],[' 2.61339e+10'],[' 0'],[' 0'],[' 685 '],[' 1220 '],[' 1794 '],[' 2360 '],[' 2964 '],[' 3144 '],[' 3482 '],[' 6 '],[' 1 ']
Solving...,TA58, , , ,[' 1'],[' 979+'],[' 497'],"[' 478.706s (Solving', ' 477.04s 1st Model', ' 0.93s Unsat', ' 47.80s)']",[' 477.500s'], ,[' 42107074'],"[' 28793661 (Analyzed', ' 28771166)']","[' 56630    (Average', ' 508.06 Last', ' 153623)']",[' 1409.5  '],"[' 497      (Average Length', ' 311.28 Splits', ' 0)']","[' 28771166 (Deleted', ' 28420176)']","[' 5        (Ratio', '   0.00%)']","[' 2275     (Ratio', '   0.01%)']","[' 28771166 (Average Length', '   12.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 28771166 (Average', '  1.42 Max', ' 1982 Sum', ' 40957614)']","[' 28770717 (Average', '  1.42 Max', ' 1982 Sum', ' 40797063 Ratio', '  99.61%)']","[' 449      (Average', ' 357.57 Max', ' 458 Sum', ' 160551 Ratio', '   0.39%)']", ,[' 64828   '],[' 2658    '],[' 59716   '],[' 21476   '],"[' 57095    (Atom=Atom', ' 16420 Body=Body', ' 10224 Other', ' 30451)']",[' Yes'],"[' 3675     (Eliminated', '    0 Frozen', ' 3675)']","[' 410      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.291467'],[' 0'], ,[' 305.123'],[' 0'],[' 7.43261'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.12576e+08'],[' 4.59238e+07'],[' 0'],[' 2.1895e+10'],[' 0'],[' 0'],[' 636 '],[' 1226 '],[' 1678 '],[' 2311 '],[' 2740 '],[' 3224 '],[' 3568 '],[' 5 '],[' 2 ']
Solving...,TA59, , , ,[' 1'],[' 717+'],[' 366'],"[' 431.505s (Solving', ' 430.07s 1st Model', ' 0.75s Unsat', ' 0.30s)']",[' 430.531s'], ,[' 42778345'],"[' 27325708 (Analyzed', ' 27313691)']","[' 51019    (Average', ' 535.36 Last', ' 60755)']",[' 1465.0  '],"[' 366      (Average Length', ' 254.81 Splits', ' 0)']","[' 27313691 (Deleted', ' 26990714)']","[' 8        (Ratio', '   0.00%)']","[' 2541     (Ratio', '   0.01%)']","[' 27313691 (Average Length', '   13.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 27313691 (Average', '  1.52 Max', ' 1989 Sum', ' 41622371)']","[' 27313302 (Average', '  1.52 Max', ' 1989 Sum', ' 41531627 Ratio', '  99.78%)']","[' 389      (Average', ' 233.28 Max', ' 360 Sum', '  90744 Ratio', '   0.22%)']", ,[' 64262   '],[' 2601    '],[' 59080   '],[' 21055   '],"[' 55851    (Atom=Atom', ' 16061 Body=Body', ' 10053 Other', ' 29737)']",[' Yes'],"[' 3490     (Eliminated', '    0 Frozen', ' 3490)']","[' 399      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.246646'],[' 0'], ,[' 279.491'],[' 0'],[' 7.96528'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.10306e+08'],[' 4.63347e+07'],[' 0'],[' 2.03768e+10'],[' 0'],[' 0'],[' 675 '],[' 1348 '],[' 1571 '],[' 1864 '],[' 2409 '],[' 2766 '],[' 3301 '],[' 5 '],[' 2 ']
Solving...,TA60, , , , ,[' 879'],[' 447'],"[' 347.218s (Solving', ' 345.65s 1st Model', ' 0.87s Unsat', ' 0.75s)']",[' 346.625s'], ,[' 35432426'],"[' 22128446 (Analyzed', ' 22110347)']","[' 41242    (Average', ' 536.11 Last', ' 250711)']",[' 1347.7  '],"[' 447      (Average Length', ' 286.96 Splits', ' 0)']","[' 22110347 (Deleted', ' 21839429)']","[' 7        (Ratio', '   0.00%)']","[' 2377     (Ratio', '   0.01%)']","[' 22110347 (Average Length', '   13.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 22110347 (Average', '  1.56 Max', ' 1995 Sum', ' 34530002)']","[' 22109808 (Average', '  1.55 Max', ' 1896 Sum', ' 34351571 Ratio', '  99.48%)']","[' 539      (Average', ' 331.04 Max', ' 455 Sum', ' 178431 Ratio', '   0.52%)']", ,[' 65052   '],[' 2712    '],[' 59885   '],[' 21603   '],"[' 57811    (Atom=Atom', ' 16586 Body=Body', ' 10386 Other', ' 30839)']",[' Yes'],"[' 3684     (Eliminated', '    0 Frozen', ' 3684)']","[' 516      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.265139'],[' 0'], ,[' 218.269'],[' 0'],[' 4.80438'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.44708e+07'],[' 4.32085e+07'],[' 0'],[' 1.5603e+10'],[' 0'],[' 0'],[' 676 '],[' 1208 '],[' 1619 '],[' 2191 '],[' 2572 '],[' 3019 '],[' 3212 '],[' 4 '],[' 3 ']
