Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, ,[' 1'],[' 4257+'],[' 2138'],"[' 1008.715s (Solving', ' 970.51s 1st Model', ' 33.03s Unsat', ' 0.00s)']",[' 1005.969s'], ,[' 75323156'],"[' 11307646 (Analyzed', ' 11114289)']","[' 22406    (Average', ' 496.04 Last', ' 35018)']",[' 5562.6  '],"[' 2138     (Average Length', ' 1028.11 Splits', ' 0)']","[' 11114289 (Deleted', ' 10959384)']","[' 21       (Ratio', '   0.00%)']","[' 13341    (Ratio', '   0.12%)']","[' 11114289 (Average Length', '   16.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11114289 (Average', '  5.98 Max', ' 7845 Sum', ' 66429666)']","[' 11112526 (Average', '  5.84 Max', ' 7845 Sum', ' 64926920 Ratio', '  97.74%)']","[' 1763     (Average', ' 852.38 Max', ' 1790 Sum', ' 1502746 Ratio', '   2.26%)']", ,[' 366539  '],[' 13272   '],[' 366545  '],[' 211887  '],"[' 635657   (Atom=Atom', ' 200613 Body=Body', ' 114172 Other', ' 320872)']",[' Yes'],"[' 15278    (Eliminated', '    0 Frozen', ' 15278)']","[' 2598     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.18612'],[' 0'], ,[' 846.445'],[' 0'],[' 11.7638'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.44407e+08'],[' 3.04352e+08'],[' 0'],[' 1.14508e+11'],[' 0'],[' 0'],[' 1077 '],[' 2180 '],[' 3220 '],[' 4203 '],[' 5384 '],[' 6128 '],[' 6961 '],[' 7721 '],[' 8341 '],[' 9 '],[' 0 ']
Solving...,TA72, ,[' 1'],[' 3615+'],[' 1817'],"[' 1008.325s (Solving', ' 975.69s 1st Model', ' 26.13s Unsat', ' 0.00s)']",[' 1005.547s'], ,[' 65853761'],"[' 11159969 (Analyzed', ' 10966335)']","[' 22909    (Average', ' 478.69 Last', ' 7415)']",[' 5458.6  '],"[' 1817     (Average Length', ' 866.18 Splits', ' 0)']","[' 10966335 (Deleted', ' 10799811)']","[' 41       (Ratio', '   0.00%)']","[' 10611    (Ratio', '   0.10%)']","[' 10966335 (Average Length', '   15.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10966335 (Average', '  5.35 Max', ' 8054 Sum', ' 58617592)']","[' 10964331 (Average', '  5.18 Max', ' 8054 Sum', ' 56834783 Ratio', '  96.96%)']","[' 2004     (Average', ' 889.63 Max', ' 1482 Sum', ' 1782809 Ratio', '   3.04%)']", ,[' 364531  '],[' 13264   '],[' 364252  '],[' 212596  '],"[' 637784   (Atom=Atom', ' 201330 Body=Body', ' 114164 Other', ' 322290)']",[' Yes'],"[' 14985    (Eliminated', '    0 Frozen', ' 14985)']","[' 2274     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.24447'],[' 0'], ,[' 864.147'],[' 0'],[' 12.3306'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.98594e+08'],[' 2.64455e+08'],[' 0'],[' 1.15618e+11'],[' 0'],[' 0'],[' 964 '],[' 2035 '],[' 2989 '],[' 4284 '],[' 5079 '],[' 6009 '],[' 7191 '],[' 7969 '],[' 8625 '],[' 9 '],[' 0 ']
Solving...,TA73, ,[' 1'],[' 3507+'],[' 1763'],"[' 1008.050s (Solving', ' 975.85s 1st Model', ' 35.28s Unsat', ' 0.00s)']",[' 1004.766s'], ,[' 79026890'],"[' 11247216 (Analyzed', ' 11035369)']","[' 22461    (Average', ' 491.31 Last', ' 28893)']",[' 5402.6  '],"[' 1763     (Average Length', ' 840.19 Splits', ' 0)']","[' 11035369 (Deleted', ' 10880805)']","[' 44       (Ratio', '   0.00%)']","[' 13281    (Ratio', '   0.12%)']","[' 11035369 (Average Length', '   16.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11035369 (Average', '  6.49 Max', ' 8199 Sum', ' 71660692)']","[' 11033815 (Average', '  6.37 Max', ' 8199 Sum', ' 70273245 Ratio', '  98.06%)']","[' 1554     (Average', ' 892.82 Max', ' 1503 Sum', ' 1387447 Ratio', '   1.94%)']", ,[' 366395  '],[' 13133   '],[' 366067  '],[' 214573  '],"[' 643715   (Atom=Atom', ' 203438 Body=Body', ' 114033 Other', ' 326244)']",[' Yes'],"[' 14805    (Eliminated', '    0 Frozen', ' 14805)']","[' 2580     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.07982'],[' 0'], ,[' 845.586'],[' 0'],[' 12.2891'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.25976e+08'],[' 2.87214e+08'],[' 0'],[' 1.04945e+11'],[' 0'],[' 0'],[' 1342 '],[' 2357 '],[' 3237 '],[' 4095 '],[' 4974 '],[' 5781 '],[' 6678 '],[' 7850 '],[' 8508 '],[' 9 '],[' 0 ']
Solving...,TA74, ,[' 1'],[' 4027+'],[' 2023'],"[' 1009.461s (Solving', ' 974.45s 1st Model', ' 28.43s Unsat', ' 0.00s)']",[' 1006.844s'], ,[' 53073867'],"[' 11226641 (Analyzed', ' 11025109)']","[' 23657    (Average', ' 466.04 Last', ' 62399)']",[' 5651.2  '],"[' 2023     (Average Length', ' 956.66 Splits', ' 0)']","[' 11025109 (Deleted', ' 10832965)']","[' 17       (Ratio', '   0.00%)']","[' 6967     (Ratio', '   0.06%)']","[' 11025109 (Average Length', '   13.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11025109 (Average', '  4.01 Max', ' 8615 Sum', ' 44250857)']","[' 11023675 (Average', '  3.90 Max', ' 8615 Sum', ' 42982302 Ratio', '  97.13%)']","[' 1434     (Average', ' 884.63 Max', ' 1709 Sum', ' 1268555 Ratio', '   2.87%)']", ,[' 364410  '],[' 13005   '],[' 364301  '],[' 213117  '],"[' 639347   (Atom=Atom', ' 202110 Body=Body', ' 113905 Other', ' 323332)']",[' Yes'],"[' 14896    (Eliminated', '    0 Frozen', ' 14896)']","[' 1384     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.54851'],[' 0'], ,[' 859.766'],[' 0'],[' 11.105'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.54896e+08'],[' 2.23235e+08'],[' 0'],[' 1.10308e+11'],[' 0'],[' 0'],[' 944 '],[' 1808 '],[' 2542 '],[' 3364 '],[' 4341 '],[' 5216 '],[' 5921 '],[' 6813 '],[' 7491 '],[' 9 '],[' 0 ']
Solving...,TA75, ,[' 1'],[' 4029+'],[' 2024'],"[' 1008.727s (Solving', ' 974.33s 1st Model', ' 28.90s Unsat', ' 0.00s)']",[' 1006.000s'], ,[' 63948981'],"[' 11013719 (Analyzed', ' 10840227)']","[' 22353    (Average', ' 484.96 Last', ' 58700)']",[' 5260.9  '],"[' 2024     (Average Length', ' 961.88 Splits', ' 0)']","[' 10840227 (Deleted', ' 10681305)']","[' 40       (Ratio', '   0.00%)']","[' 10552    (Ratio', '   0.10%)']","[' 10840227 (Average Length', '   16.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10840227 (Average', '  5.21 Max', ' 7908 Sum', ' 56501086)']","[' 10838279 (Average', '  5.04 Max', ' 7908 Sum', ' 54588407 Ratio', '  96.61%)']","[' 1948     (Average', ' 981.87 Max', ' 1713 Sum', ' 1912679 Ratio', '   3.39%)']", ,[' 365864  '],[' 13170   '],[' 365749  '],[' 211977  '],"[' 635927   (Atom=Atom', ' 200805 Body=Body', ' 114070 Other', ' 321052)']",[' Yes'],"[' 15055    (Eliminated', '    0 Frozen', ' 15055)']","[' 2136     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.57116'],[' 0'], ,[' 859.148'],[' 0'],[' 11.5469'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.87621e+08'],[' 2.52034e+08'],[' 0'],[' 1.12262e+11'],[' 0'],[' 0'],[' 1051 '],[' 1966 '],[' 2935 '],[' 3800 '],[' 4826 '],[' 5732 '],[' 6715 '],[' 7570 '],[' 8253 '],[' 9 '],[' 0 ']
Solving...,TA76, ,[' 1'],[' 3771+'],[' 1895'],"[' 1008.592s (Solving', ' 974.95s 1st Model', ' 28.74s Unsat', ' 0.00s)']",[' 1003.953s'], ,[' 56054144'],"[' 11905134 (Analyzed', ' 11744485)']","[' 23858    (Average', ' 492.27 Last', ' 50761)']",[' 5374.1  '],"[' 1895     (Average Length', ' 894.35 Splits', ' 0)']","[' 11744485 (Deleted', ' 11572311)']","[' 21       (Ratio', '   0.00%)']","[' 8425     (Ratio', '   0.07%)']","[' 11744485 (Average Length', '   15.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11744485 (Average', '  4.08 Max', ' 8609 Sum', ' 47897927)']","[' 11743240 (Average', '  4.00 Max', ' 8609 Sum', ' 46929167 Ratio', '  97.98%)']","[' 1245     (Average', ' 778.12 Max', ' 1617 Sum', ' 968760 Ratio', '   2.02%)']", ,[' 364347  '],[' 12928   '],[' 364119  '],[' 212680  '],"[' 638036   (Atom=Atom', ' 201750 Body=Body', ' 113828 Other', ' 322458)']",[' Yes'],"[' 14700    (Eliminated', '    0 Frozen', ' 14700)']","[' 1754     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.19094'],[' 0'], ,[' 861.242'],[' 0'],[' 11.2933'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.49606e+08'],[' 2.14691e+08'],[' 0'],[' 1.0875e+11'],[' 0'],[' 0'],[' 938 '],[' 1860 '],[' 2663 '],[' 3606 '],[' 4481 '],[' 5431 '],[' 6155 '],[' 6921 '],[' 7653 '],[' 9 '],[' 0 ']
Solving...,TA77, ,[' 1'],[' 3629+'],[' 1824'],"[' 1008.320s (Solving', ' 978.05s 1st Model', ' 26.66s Unsat', ' 0.00s)']",[' 1005.703s'], ,[' 65130885'],"[' 12335788 (Analyzed', ' 12043222)']","[' 23832    (Average', ' 505.34 Last', ' 27329)']",[' 5637.5  '],"[' 1824     (Average Length', ' 873.07 Splits', ' 0)']","[' 12043222 (Deleted', ' 11887591)']","[' 13       (Ratio', '   0.00%)']","[' 8434     (Ratio', '   0.07%)']","[' 12043222 (Average Length', '   17.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12043222 (Average', '  4.71 Max', ' 8749 Sum', ' 56693386)']","[' 12041965 (Average', '  4.62 Max', ' 8749 Sum', ' 55628312 Ratio', '  98.12%)']","[' 1257     (Average', ' 847.31 Max', ' 1627 Sum', ' 1065074 Ratio', '   1.88%)']", ,[' 364590  '],[' 12991   '],[' 364309  '],[' 214578  '],"[' 643730   (Atom=Atom', ' 203585 Body=Body', ' 113891 Other', ' 326254)']",[' Yes'],"[' 14710    (Eliminated', '    0 Frozen', ' 14710)']","[' 1608     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.61197'],[' 0'], ,[' 864.976'],[' 0'],[' 11.4419'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.66537e+08'],[' 2.27487e+08'],[' 0'],[' 1.23434e+11'],[' 0'],[' 0'],[' 1345 '],[' 1974 '],[' 2951 '],[' 3982 '],[' 4916 '],[' 5793 '],[' 6534 '],[' 7401 '],[' 8248 '],[' 9 '],[' 0 ']
Solving...,TA78, ,[' 1'],[' 3999+'],[' 2009'],"[' 1008.244s (Solving', ' 975.03s 1st Model', ' 31.80s Unsat', ' 0.00s)']",[' 1005.484s'], ,[' 67068474'],"[' 12113047 (Analyzed', ' 11901324)']","[' 23206    (Average', ' 512.86 Last', ' 69134)']",[' 5537.2  '],"[' 2009     (Average Length', ' 936.76 Splits', ' 0)']","[' 11901324 (Deleted', ' 11746619)']","[' 14       (Ratio', '   0.00%)']","[' 8880     (Ratio', '   0.07%)']","[' 11901324 (Average Length', '   16.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11901324 (Average', '  4.92 Max', ' 8230 Sum', ' 58613329)']","[' 11899671 (Average', '  4.80 Max', ' 8230 Sum', ' 57111907 Ratio', '  97.44%)']","[' 1653     (Average', ' 908.30 Max', ' 1712 Sum', ' 1501422 Ratio', '   2.56%)']", ,[' 362544  '],[' 13030   '],[' 362395  '],[' 211532  '],"[' 634592   (Atom=Atom', ' 200500 Body=Body', ' 113930 Other', ' 320162)']",[' Yes'],"[' 14881    (Eliminated', '    0 Frozen', ' 14881)']","[' 1655     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.11724'],[' 0'], ,[' 864.32'],[' 0'],[' 11.65'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.87628e+08'],[' 2.50837e+08'],[' 0'],[' 1.23961e+11'],[' 0'],[' 0'],[' 1104 '],[' 1910 '],[' 2813 '],[' 3590 '],[' 4456 '],[' 5218 '],[' 6056 '],[' 6975 '],[' 7730 '],[' 9 '],[' 0 ']
Solving...,TA79, ,[' 1'],[' 3755+'],[' 1887'],"[' 1008.842s (Solving', ' 975.78s 1st Model', ' 29.36s Unsat', ' 0.00s)']",[' 1007.672s'], ,[' 65798348'],"[' 12822072 (Analyzed', ' 12550171)']","[' 25189    (Average', ' 498.24 Last', ' 27644)']",[' 6111.1  '],"[' 1887     (Average Length', ' 902.19 Splits', ' 0)']","[' 12550171 (Deleted', ' 12376895)']","[' 24       (Ratio', '   0.00%)']","[' 8977     (Ratio', '   0.07%)']","[' 12550171 (Average Length', '   15.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12550171 (Average', '  4.50 Max', ' 8691 Sum', ' 56477313)']","[' 12548720 (Average', '  4.40 Max', ' 8691 Sum', ' 55199545 Ratio', '  97.74%)']","[' 1451     (Average', ' 880.61 Max', ' 1556 Sum', ' 1277768 Ratio', '   2.26%)']", ,[' 366394  '],[' 13248   '],[' 366182  '],[' 217796  '],"[' 653384   (Atom=Atom', ' 206546 Body=Body', ' 114148 Other', ' 332690)']",[' Yes'],"[' 15036    (Eliminated', '    0 Frozen', ' 15036)']","[' 1613     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.34868'],[' 0'], ,[' 862.493'],[' 0'],[' 11.8125'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.03528e+08'],[' 2.66447e+08'],[' 0'],[' 1.21981e+11'],[' 0'],[' 0'],[' 959 '],[' 1749 '],[' 2651 '],[' 3517 '],[' 4401 '],[' 5305 '],[' 6478 '],[' 7451 '],[' 8188 '],[' 9 '],[' 0 ']
Solving...,TA80, ,[' 1'],[' 4149+'],[' 2084'],"[' 1009.220s (Solving', ' 974.17s 1st Model', ' 29.94s Unsat', ' 0.00s)']",[' 1008.094s'], ,[' 67531132'],"[' 11129446 (Analyzed', ' 10930874)']","[' 23103    (Average', ' 473.14 Last', ' 54316)']",[' 5402.5  '],"[' 2084     (Average Length', ' 982.41 Splits', ' 0)']","[' 10930874 (Deleted', ' 10770537)']","[' 35       (Ratio', '   0.00%)']","[' 11835    (Ratio', '   0.11%)']","[' 10930874 (Average Length', '   15.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10930874 (Average', '  5.36 Max', ' 8396 Sum', ' 58609104)']","[' 10929606 (Average', '  5.27 Max', ' 8396 Sum', ' 57645119 Ratio', '  98.36%)']","[' 1268     (Average', ' 760.24 Max', ' 1795 Sum', ' 963985 Ratio', '   1.64%)']", ,[' 364732  '],[' 13105   '],[' 364665  '],[' 212548  '],"[' 637640   (Atom=Atom', ' 201441 Body=Body', ' 114005 Other', ' 322194)']",[' Yes'],"[' 15038    (Eliminated', '    0 Frozen', ' 15038)']","[' 2192     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.50575'],[' 0'], ,[' 862.631'],[' 0'],[' 11.9351'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.00677e+08'],[' 2.62839e+08'],[' 0'],[' 1.19624e+11'],[' 0'],[' 0'],[' 1092 '],[' 1887 '],[' 2640 '],[' 3506 '],[' 4453 '],[' 5117 '],[' 6027 '],[' 6789 '],[' 7657 '],[' 9 '],[' 0 ']
