Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , ,[' 1'],[' 6769+'],[' 3391'],"[' 1012.809s (Solving', ' 966.76s 1st Model', ' 211.49s Unsat', ' 0.00s)']",[' 1005.906s'], ,[' 327768059'],"[' 11869247 (Analyzed', ' 11140199)']","[' 22991    (Average', ' 484.55 Last', ' 146088)']",[' 7904.3  '],"[' 3391     (Average Length', ' 1756.02 Splits', ' 0)']","[' 11140199 (Deleted', ' 10979909)']","[' 98       (Ratio', '   0.00%)']","[' 50726    (Ratio', '   0.46%)']","[' 11140199 (Average Length', '   19.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11140199 (Average', ' 27.78 Max', ' 10624 Sum', ' 309511185)']","[' 11137676 (Average', ' 27.42 Max', ' 10624 Sum', ' 305461866 Ratio', '  98.69%)']","[' 2523     (Average', ' 1604.96 Max', ' 2326 Sum', ' 4049319 Ratio', '   1.31%)']", ,[' 317081  '],[' 16117   '],[' 287658  '],[' 114164  '],"[' 299672   (Atom=Atom', ' 81539 Body=Body', ' 54120 Other', ' 164013)']",[' Yes'],"[' 20380    (Eliminated', '    0 Frozen', ' 20380)']","[' 9227     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.08236'],[' 0'], ,[' 489.547'],[' 0'],[' 25.9294'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.56277e+08'],[' 5.5811e+08'],[' 0'],[' 2.34148e+10'],[' 0'],[' 0'],[' 1254 '],[' 2224 '],[' 3325 '],[' 4280 '],[' 4970 '],[' 5857 '],[' 6 '],[' 0 ']
Solving...,TA72, , , ,[' 1'],[' 7219+'],[' 3616'],"[' 1012.494s (Solving', ' 966.94s 1st Model', ' 316.40s Unsat', ' 0.00s)']",[' 1007.359s'], ,[' 404575934'],"[' 7377808  (Analyzed', ' 6869258)']","[' 16356    (Average', ' 419.98 Last', ' 148739)']",[' 6883.8  '],"[' 3616     (Average Length', ' 1829.47 Splits', ' 0)']","[' 6869258  (Deleted', ' 6725823)']","[' 155      (Ratio', '   0.00%)']","[' 72720    (Ratio', '   1.06%)']","[' 6869258  (Average Length', '   17.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6869258  (Average', ' 56.63 Max', ' 8765 Sum', ' 389005171)']","[' 6867088  (Average', ' 56.08 Max', ' 8134 Sum', ' 385196450 Ratio', '  99.02%)']","[' 2170     (Average', ' 1755.17 Max', ' 2407 Sum', ' 3808721 Ratio', '   0.98%)']", ,[' 320910  '],[' 15917   '],[' 289844  '],[' 115708  '],"[' 297247   (Atom=Atom', ' 80964 Body=Body', ' 53520 Other', ' 162763)']",[' Yes'],"[' 20378    (Eliminated', '    0 Frozen', ' 20378)']","[' 13567    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.94192'],[' 0'], ,[' 424.535'],[' 0'],[' 28.2451'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.03898e+09'],[' 8.90642e+08'],[' 0'],[' 1.98296e+10'],[' 0'],[' 0'],[' 960 '],[' 1931 '],[' 2859 '],[' 3635 '],[' 4563 '],[' 5464 '],[' 6 '],[' 0 ']
Solving...,TA73, , , ,[' 1'],[' 6269+'],[' 3141'],"[' 1011.032s (Solving', ' 971.40s 1st Model', ' 71.29s Unsat', ' 0.00s)']",[' 1006.172s'], ,[' 305775303'],"[' 15241616 (Analyzed', ' 14492981)']","[' 27887    (Average', ' 519.70 Last', ' 227010)']",[' 8403.7  '],"[' 3141     (Average Length', ' 1634.16 Splits', ' 0)']","[' 14492981 (Deleted', ' 14325962)']","[' 68       (Ratio', '   0.00%)']","[' 35602    (Ratio', '   0.25%)']","[' 14492981 (Average Length', '   19.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14492981 (Average', ' 19.76 Max', ' 10321 Sum', ' 286429586)']","[' 14490663 (Average', ' 19.51 Max', ' 10321 Sum', ' 282829608 Ratio', '  98.74%)']","[' 2318     (Average', ' 1553.05 Max', ' 2139 Sum', ' 3599978 Ratio', '   1.26%)']", ,[' 317562  '],[' 16049   '],[' 287509  '],[' 114140  '],"[' 297844   (Atom=Atom', ' 81017 Body=Body', ' 53916 Other', ' 162911)']",[' Yes'],"[' 20159    (Eliminated', '    0 Frozen', ' 20159)']","[' 6202     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.83992'],[' 0'], ,[' 583.704'],[' 0'],[' 25.2027'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.20552e+08'],[' 4.33154e+08'],[' 0'],[' 3.28725e+10'],[' 0'],[' 0'],[' 1306 '],[' 2304 '],[' 3274 '],[' 4287 '],[' 5147 '],[' 5974 '],[' 6 '],[' 0 ']
Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA75, , , ,[' 1'],[' 8277+'],[' 4145'],"[' 1013.368s (Solving', ' 966.87s 1st Model', ' 242.10s Unsat', ' 0.00s)']",[' 1009.359s'], ,[' 286837878'],"[' 3627561  (Analyzed', ' 2862228)']","[' 8401     (Average', ' 340.70 Last', ' 20425)']",[' 7111.3  '],"[' 4145     (Average Length', ' 2006.78 Splits', ' 0)']","[' 11630090 (Deleted', ' 11340541)']","[' 163      (Ratio', '   0.00%)']","[' 61089    (Ratio', '   0.53%)']","[' 2862228  (Average Length', '   19.8 Ratio', '  24.61%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8767862  (Average Length', '   17.1 Ratio', '  75.39%) ']","[' 2862228  (Average', '  3.35 Max', ' 7677 Sum', ' 9594071)']","[' 2862228  (Average', '  3.35 Max', ' 7677 Sum', ' 9594071 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 321733  '],[' 16189   '],[' 291351  '],[' 116887  '],"[' 302948   (Atom=Atom', ' 82581 Body=Body', ' 54336 Other', ' 166031)']",[' Yes'],"[' 20973    (Eliminated', '    0 Frozen', ' 20973)']","[' 11939    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.22061'],[' 0'], ,[' 475.766'],[' 0'],[' 24.9144'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.12359e+08'],[' 6.03378e+08'],[' 0'],[' 2.81095e+10'],[' 0'],[' 0'],[' 1205 '],[' 2041 '],[' 2936 '],[' 4032 '],[' 4949 '],[' 5815 '],[' 6 '],[' 0 ']
Solving...,TA76, , , ,[' 1'],[' 7237+'],[' 3625'],"[' 890.933s (Solving', ' 850.03s 1st Model', ' 292.39s Unsat', ' 0.00s)']",[' 888.094s'], ,[' 280425040'],"[' 3881998  (Analyzed', ' 3040877)']","[' 8079     (Average', ' 376.39 Last', ' 22814)']",[' 7133.6  '],"[' 3624     (Average Length', ' 1830.14 Splits', ' 0)']","[' 11439795 (Deleted', ' 11202129)']","[' 131      (Ratio', '   0.00%)']","[' 55266    (Ratio', '   0.48%)']","[' 3040877  (Average Length', '   18.3 Ratio', '  26.58%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8398918  (Average Length', '   16.2 Ratio', '  73.42%) ']","[' 3040877  (Average', '  3.34 Max', ' 7716 Sum', ' 10158743)']","[' 3040877  (Average', '  3.34 Max', ' 7716 Sum', ' 10158743 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 319820  '],[' 15950   '],[' 289273  '],[' 115246  '],"[' 297738   (Atom=Atom', ' 81105 Body=Body', ' 53619 Other', ' 163014)']",[' Yes'],"[' 20374    (Eliminated', '    0 Frozen', ' 20374)']","[' 10832    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.28916'],[' 0'], ,[' 387.959'],[' 0'],[' 22.5074'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.36261e+08'],[' 6.22075e+08'],[' 0'],[' 2.13703e+10'],[' 0'],[' 0'],[' 1131 '],[' 2062 '],[' 2917 '],[' 3774 '],[' 4962 '],[' 5754 '],[' 6 '],[' 0 ']
Solving...,TA77, , , ,[' 1'],[' 7019+'],[' 3516'],"[' 1012.056s (Solving', ' 970.62s 1st Model', ' 170.45s Unsat', ' 0.00s)']",[' 1008.781s'], ,[' 279102073'],"[' 4409423  (Analyzed', ' 3574737)']","[' 9493     (Average', ' 376.57 Last', ' 6466)']",[' 7765.8  '],"[' 3516     (Average Length', ' 1795.65 Splits', ' 0)']","[' 13811547 (Deleted', ' 13566266)']","[' 68       (Ratio', '   0.00%)']","[' 53064    (Ratio', '   0.38%)']","[' 3574737  (Average Length', '   20.3 Ratio', '  25.88%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10236810 (Average Length', '   17.9 Ratio', '  74.12%) ']","[' 3574737  (Average', '  2.98 Max', ' 7647 Sum', ' 10665119)']","[' 3574737  (Average', '  2.98 Max', ' 7647 Sum', ' 10665119 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 320195  '],[' 15953   '],[' 289360  '],[' 115404  '],"[' 297448   (Atom=Atom', ' 81008 Body=Body', ' 53628 Other', ' 162812)']",[' Yes'],"[' 20329    (Eliminated', '    0 Frozen', ' 20329)']","[' 8989     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.34095'],[' 0'], ,[' 519.448'],[' 0'],[' 25.3356'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.97208e+08'],[' 5.01061e+08'],[' 0'],[' 2.90749e+10'],[' 0'],[' 0'],[' 1068 '],[' 2029 '],[' 2908 '],[' 3847 '],[' 4901 '],[' 5641 '],[' 6 '],[' 0 ']
Solving...,TA78, , , ,[' 1'],[' 6985+'],[' 3499'],"[' 1011.669s (Solving', ' 971.62s 1st Model', ' 113.88s Unsat', ' 0.00s)']",[' 1009.094s'], ,[' 255322180'],"[' 4851014  (Analyzed', ' 3934348)']","[' 10122    (Average', ' 388.69 Last', ' 21951)']",[' 7847.9  '],"[' 3499     (Average Length', ' 1783.72 Splits', ' 0)']","[' 14613768 (Deleted', ' 14353264)']","[' 87       (Ratio', '   0.00%)']","[' 48957    (Ratio', '   0.34%)']","[' 3934348  (Average Length', '   21.7 Ratio', '  26.92%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10679420 (Average Length', '   19.4 Ratio', '  73.08%) ']","[' 3934348  (Average', '  2.71 Max', ' 8169 Sum', ' 10653326)']","[' 3934348  (Average', '  2.71 Max', ' 8169 Sum', ' 10653326 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 320638  '],[' 16124   '],[' 289676  '],[' 116075  '],"[' 299982   (Atom=Atom', ' 81675 Body=Body', ' 54141 Other', ' 164166)']",[' Yes'],"[' 20433    (Eliminated', '    0 Frozen', ' 20433)']","[' 8785     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.11066'],[' 0'], ,[' 541.155'],[' 0'],[' 23.9901'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.456e+08'],[' 4.55054e+08'],[' 0'],[' 3.39273e+10'],[' 0'],[' 0'],[' 1276 '],[' 2084 '],[' 2934 '],[' 3928 '],[' 4942 '],[' 5750 '],[' 6 '],[' 0 ']
Solving...,TA79, , , ,[' 1'],[' 8159+'],[' 4086'],"[' 1015.112s (Solving', ' 964.94s 1st Model', ' 135.54s Unsat', ' 0.00s)']",[' 1010.000s'], ,[' 272659905'],"[' 4139782  (Analyzed', ' 3570196)']","[' 9379     (Average', ' 380.66 Last', ' 34466)']",[' 7492.5  '],"[' 4086     (Average Length', ' 2009.31 Splits', ' 0)']","[' 13151043 (Deleted', ' 12916487)']","[' 93       (Ratio', '   0.00%)']","[' 56971    (Ratio', '   0.43%)']","[' 3570196  (Average Length', '   20.7 Ratio', '  27.15%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9580847  (Average Length', '   18.4 Ratio', '  72.85%) ']","[' 3570196  (Average', '  3.02 Max', ' 7207 Sum', ' 10778125)']","[' 3570196  (Average', '  3.02 Max', ' 7207 Sum', ' 10778125 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 321342  '],[' 16068   '],[' 290947  '],[' 116309  '],"[' 300955   (Atom=Atom', ' 82038 Body=Body', ' 53973 Other', ' 164944)']",[' Yes'],"[' 20785    (Eliminated', '    0 Frozen', ' 20785)']","[' 9985     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.87077'],[' 0'], ,[' 506.814'],[' 0'],[' 24.7568'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.01058e+08'],[' 5.06008e+08'],[' 0'],[' 3.02796e+10'],[' 0'],[' 0'],[' 1147 '],[' 2003 '],[' 2955 '],[' 3840 '],[' 4700 '],[' 5558 '],[' 6 '],[' 0 ']
Solving...,TA80, , , ,[' 1'],[' 7071+'],[' 3542'],"[' 1011.983s (Solving', ' 970.54s 1st Model', ' 247.52s Unsat', ' 0.00s)']",[' 1008.813s'], ,[' 322086968'],"[' 4022299  (Analyzed', ' 3219061)']","[' 8643     (Average', ' 372.45 Last', ' 16231)']",[' 7560.7  '],"[' 3542     (Average Length', ' 1790.93 Splits', ' 0)']","[' 13083683 (Deleted', ' 12768357)']","[' 98       (Ratio', '   0.00%)']","[' 67459    (Ratio', '   0.52%)']","[' 3219061  (Average Length', '   21.8 Ratio', '  24.60%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9864622  (Average Length', '   19.0 Ratio', '  75.40%) ']","[' 3219061  (Average', '  3.58 Max', ' 7814 Sum', ' 11534011)']","[' 3219061  (Average', '  3.58 Max', ' 7814 Sum', ' 11534011 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 320870  '],[' 16191   '],[' 290315  '],[' 116045  '],"[' 301191   (Atom=Atom', ' 81986 Body=Body', ' 54342 Other', ' 164863)']",[' Yes'],"[' 20550    (Eliminated', '    0 Frozen', ' 20550)']","[' 11460    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.43877'],[' 0'], ,[' 482.869'],[' 0'],[' 26.4909'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.52466e+08'],[' 6.34231e+08'],[' 0'],[' 2.73206e+10'],[' 0'],[' 0'],[' 1136 '],[' 2110 '],[' 3035 '],[' 3812 '],[' 4633 '],[' 5539 '],[' 6 '],[' 0 ']
