Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 
Solving...,TA51, ,[' 1'],[' 993+'],[' 504'],"[' 427.677s (Solving', ' 425.28s 1st Model', ' 1.92s Unsat', ' 0.00s)']",[' 427.297s'], ,[' 24102006'],"[' 14824194 (Analyzed', ' 14805037)']","[' 30980    (Average', ' 477.89 Last', ' 131995)']",[' 1553.4  '],"[' 504      (Average Length', ' 247.02 Splits', ' 0)']","[' 14805037 (Deleted', ' 14580954)']","[' 6        (Ratio', '   0.00%)']","[' 3156     (Ratio', '   0.02%)']","[' 14805037 (Average Length', '   11.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14805037 (Average', '  1.56 Max', ' 2036 Sum', ' 23022381)']","[' 14804787 (Average', '  1.55 Max', ' 2036 Sum', ' 22972315 Ratio', '  99.78%)']","[' 250      (Average', ' 200.26 Max', ' 404 Sum', '  50066 Ratio', '   0.22%)']", ,[' 75959   '],[' 3364    '],[' 75701   '],[' 42502   '],"[' 127502   (Atom=Atom', ' 39886 Body=Body', ' 22439 Other', ' 65177)']",[' Yes'],"[' 3856     (Eliminated', '    0 Frozen', ' 3856)']","[' 423      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.585274'],[' 0'], ,[' 341.24'],[' 0'],[' 5.87033'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.25506e+07'],[' 3.88799e+07'],[' 0'],[' 4.7584e+10'],[' 0'],[' 0'],[' 647 '],[' 1329 '],[' 1808 '],[' 2414 '],[' 2994 '],[' 3455 '],[' 4237 ']
Solving...,TA52, ,[' 1'],[' 763+'],[' 389'],"[' 427.780s (Solving', ' 425.81s 1st Model', ' 0.92s Unsat', ' 0.00s)']",[' 427.438s'], ,[' 24010121'],"[' 15406590 (Analyzed', ' 15387278)']","[' 31791    (Average', ' 484.01 Last', ' 91726)']",[' 1498.3  '],"[' 389      (Average Length', ' 190.03 Splits', ' 0)']","[' 15387278 (Deleted', ' 15174992)']","[' 8        (Ratio', '   0.00%)']","[' 2871     (Ratio', '   0.02%)']","[' 15387278 (Average Length', '   12.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15387278 (Average', '  1.50 Max', ' 2104 Sum', ' 23040559)']","[' 15386989 (Average', '  1.49 Max', ' 2104 Sum', ' 22995648 Ratio', '  99.81%)']","[' 289      (Average', ' 155.40 Max', ' 299 Sum', '  44911 Ratio', '   0.19%)']", ,[' 76665   '],[' 3425    '],[' 76290   '],[' 42728   '],"[' 128180   (Atom=Atom', ' 40051 Body=Body', ' 22500 Other', ' 65629)']",[' Yes'],"[' 3800     (Eliminated', '    0 Frozen', ' 3800)']","[' 479      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.471802'],[' 0'], ,[' 342.991'],[' 0'],[' 5.73024'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.75494e+07'],[' 3.19419e+07'],[' 0'],[' 4.86524e+10'],[' 0'],[' 0'],[' 655 '],[' 1385 '],[' 1927 '],[' 2583 '],[' 3239 '],[' 3777 '],[' 4232 ']
Solving...,TA53, , ,[' 817'],[' 416'],"[' 261.561s (Solving', ' 259.36s 1st Model', ' 1.07s Unsat', ' 13.99s)']",[' 261.125s'], ,[' 11309855'],"[' 7156777  (Analyzed', ' 7135714)']","[' 16420    (Average', ' 434.57 Last', ' 39757)']",[' 1742.1  '],"[' 416      (Average Length', ' 203.63 Splits', ' 0)']","[' 7135714  (Deleted', ' 7015543)']","[' 33       (Ratio', '   0.00%)']","[' 1921     (Ratio', '   0.03%)']","[' 7135714  (Average Length', '   10.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7135714  (Average', '  1.47 Max', ' 2185 Sum', ' 10471338)']","[' 7135550  (Average', '  1.46 Max', ' 2185 Sum', ' 10447454 Ratio', '  99.77%)']","[' 164      (Average', ' 145.63 Max', ' 299 Sum', '  23884 Ratio', '   0.23%)']", ,[' 75584   '],[' 3334    '],[' 75237   '],[' 42814   '],"[' 128438   (Atom=Atom', ' 40228 Body=Body', ' 22409 Other', ' 65801)']",[' Yes'],"[' 3737     (Eliminated', '    0 Frozen', ' 3737)']","[' 165      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.545253'],[' 0'], ,[' 217.094'],[' 0'],[' 3.90118'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.57741e+07'],[' 1.9373e+07'],[' 0'],[' 2.98424e+10'],[' 0'],[' 0'],[' 612 '],[' 1230 '],[' 1664 '],[' 2196 '],[' 2670 '],[' 3283 '],[' 3818 ']
Solving...,TA54, ,[' 1'],[' 947+'],[' 481'],"[' 311.148s (Solving', ' 308.98s 1st Model', ' 1.27s Unsat', ' 4.30s)']",[' 310.688s'], ,[' 11309685'],"[' 6954367  (Analyzed', ' 6929435)']","[' 15786    (Average', ' 438.96 Last', ' 30122)']",[' 1471.5  '],"[' 481      (Average Length', ' 233.80 Splits', ' 0)']","[' 6929435  (Deleted', ' 6813770)']","[' 32       (Ratio', '   0.00%)']","[' 2354     (Ratio', '   0.03%)']","[' 6929435  (Average Length', '   11.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6929435  (Average', '  1.52 Max', ' 2217 Sum', ' 10519126)']","[' 6929270  (Average', '  1.51 Max', ' 2217 Sum', ' 10485818 Ratio', '  99.68%)']","[' 165      (Average', ' 201.87 Max', ' 391 Sum', '  33308 Ratio', '   0.32%)']", ,[' 76642   '],[' 3376    '],[' 76358   '],[' 43155   '],"[' 129461   (Atom=Atom', ' 40527 Body=Body', ' 22451 Other', ' 66483)']",[' Yes'],"[' 3842     (Eliminated', '    0 Frozen', ' 3842)']","[' 211      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.504297'],[' 0'], ,[' 266.671'],[' 0'],[' 4.35588'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.64013e+07'],[' 2.02483e+07'],[' 0'],[' 4.04916e+10'],[' 0'],[' 0'],[' 541 '],[' 1061 '],[' 1597 '],[' 2181 '],[' 2571 '],[' 3475 '],[' 4005 ']
Solving...,TA55, ,[' 1'],[' 875+'],[' 445'],"[' 376.885s (Solving', ' 374.89s 1st Model', ' 1.02s Unsat', ' 9.14s)']",[' 376.500s'], ,[' 20120153'],"[' 12207869 (Analyzed', ' 12182963)']","[' 24709    (Average', ' 493.06 Last', ' 72646)']",[' 1438.9  '],"[' 445      (Average Length', ' 216.47 Splits', ' 0)']","[' 12182963 (Deleted', ' 12007575)']","[' 21       (Ratio', '   0.00%)']","[' 3000     (Ratio', '   0.02%)']","[' 12182963 (Average Length', '   12.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12182963 (Average', '  1.58 Max', ' 1991 Sum', ' 19215599)']","[' 12182645 (Average', '  1.57 Max', ' 1991 Sum', ' 19144093 Ratio', '  99.63%)']","[' 318      (Average', ' 224.86 Max', ' 372 Sum', '  71506 Ratio', '   0.37%)']", ,[' 76192   '],[' 3414    '],[' 75873   '],[' 43075   '],"[' 129221   (Atom=Atom', ' 40409 Body=Body', ' 22489 Other', ' 66323)']",[' Yes'],"[' 3845     (Eliminated', '    0 Frozen', ' 3845)']","[' 372      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.493499'],[' 0'], ,[' 308.814'],[' 0'],[' 5.62287'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.70809e+07'],[' 2.86339e+07'],[' 0'],[' 4.34169e+10'],[' 0'],[' 0'],[' 769 '],[' 1300 '],[' 1958 '],[' 2593 '],[' 3009 '],[' 3561 '],[' 4177 ']
Solving...,TA56, ,[' 1'],[' 787+'],[' 401'],"[' 336.176s (Solving', ' 334.04s 1st Model', ' 0.95s Unsat', ' 28.80s)']",[' 335.375s'], ,[' 18348689'],"[' 11547640 (Analyzed', ' 11522136)']","[' 23788    (Average', ' 484.37 Last', ' 53189)']",[' 1651.7  '],"[' 401      (Average Length', ' 194.97 Splits', ' 0)']","[' 11522136 (Deleted', ' 11354771)']","[' 45       (Ratio', '   0.00%)']","[' 2620     (Ratio', '   0.02%)']","[' 11522136 (Average Length', '   12.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11522136 (Average', '  1.51 Max', ' 2294 Sum', ' 17403022)']","[' 11521944 (Average', '  1.51 Max', ' 2294 Sum', ' 17385898 Ratio', '  99.90%)']","[' 192      (Average', ' 89.19 Max', ' 247 Sum', '  17124 Ratio', '   0.10%)']", ,[' 76459   '],[' 3412    '],[' 76097   '],[' 43441   '],"[' 130319   (Atom=Atom', ' 40777 Body=Body', ' 22487 Other', ' 67055)']",[' Yes'],"[' 3800     (Eliminated', '    0 Frozen', ' 3800)']","[' 247      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.505567'],[' 0'], ,[' 269.804'],[' 0'],[' 4.951'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.31634e+07'],[' 2.65399e+07'],[' 0'],[' 3.68173e+10'],[' 0'],[' 0'],[' 865 '],[' 1411 '],[' 2097 '],[' 2670 '],[' 3134 '],[' 3560 '],[' 4278 ']
Solving...,TA57, , ,[' 771'],[' 393'],"[' 368.389s (Solving', ' 366.09s 1st Model', ' 1.60s Unsat', ' 0.17s)']",[' 366.484s'], ,[' 17837956'],"[' 11449759 (Analyzed', ' 11435890)']","[' 24142    (Average', ' 473.69 Last', ' 17977)']",[' 1572.2  '],"[' 393      (Average Length', ' 190.93 Splits', ' 0)']","[' 11435890 (Deleted', ' 11254435)']","[' 20       (Ratio', '   0.00%)']","[' 2610     (Ratio', '   0.02%)']","[' 11435890 (Average Length', '   11.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11435890 (Average', '  1.48 Max', ' 2050 Sum', ' 16957941)']","[' 11435587 (Average', '  1.48 Max', ' 2050 Sum', ' 16921079 Ratio', '  99.78%)']","[' 303      (Average', ' 121.66 Max', ' 314 Sum', '  36862 Ratio', '   0.22%)']", ,[' 75359   '],[' 3382    '],[' 74985   '],[' 41957   '],"[' 125867   (Atom=Atom', ' 39323 Body=Body', ' 22457 Other', ' 64087)']",[' Yes'],"[' 3758     (Eliminated', '    0 Frozen', ' 3758)']","[' 423      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.57041'],[' 0'], ,[' 292.584'],[' 0'],[' 5.12157'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.35448e+07'],[' 2.74932e+07'],[' 0'],[' 3.7993e+10'],[' 0'],[' 0'],[' 628 '],[' 1404 '],[' 1945 '],[' 2501 '],[' 3200 '],[' 3623 '],[' 4147 ']
Solving...,TA58, , ,[' 947'],[' 481'],"[' 369.370s (Solving', ' 366.86s 1st Model', ' 1.15s Unsat', ' 0.48s)']",[' 368.328s'], ,[' 19112134'],"[' 13465992 (Analyzed', ' 13445144)']","[' 28995    (Average', ' 463.71 Last', ' 13807)']",[' 1494.0  '],"[' 481      (Average Length', ' 233.10 Splits', ' 0)']","[' 13445144 (Deleted', ' 13230766)']","[' 20       (Ratio', '   0.00%)']","[' 2006     (Ratio', '   0.01%)']","[' 13445144 (Average Length', '   10.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13445144 (Average', '  1.35 Max', ' 2122 Sum', ' 18166477)']","[' 13444889 (Average', '  1.35 Max', ' 2122 Sum', ' 18118281 Ratio', '  99.73%)']","[' 255      (Average', ' 189.00 Max', ' 362 Sum', '  48196 Ratio', '   0.27%)']", ,[' 75718   '],[' 3356    '],[' 75433   '],[' 42149   '],"[' 126443   (Atom=Atom', ' 39541 Body=Body', ' 22431 Other', ' 64471)']",[' Yes'],"[' 3821     (Eliminated', '    0 Frozen', ' 3821)']","[' 348      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.581531'],[' 0'], ,[' 281.942'],[' 0'],[' 5.00001'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.65271e+07'],[' 2.61833e+07'],[' 0'],[' 3.61452e+10'],[' 0'],[' 0'],[' 586 '],[' 1143 '],[' 1684 '],[' 2272 '],[' 2916 '],[' 3621 '],[' 4111 ']
Solving...,TA59, ,[' 1'],[' 855+'],[' 435'],"[' 316.217s (Solving', ' 313.89s 1st Model', ' 1.44s Unsat', ' 8.87s)']",[' 315.969s'], ,[' 16594681'],"[' 10257439 (Analyzed', ' 10231799)']","[' 22211    (Average', ' 460.66 Last', ' 8065)']",[' 1546.0  '],"[' 435      (Average Length', ' 211.79 Splits', ' 0)']","[' 10231799 (Deleted', ' 10073345)']","[' 32       (Ratio', '   0.00%)']","[' 2865     (Ratio', '   0.03%)']","[' 10231799 (Average Length', '   11.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10231799 (Average', '  1.54 Max', ' 2157 Sum', ' 15734446)']","[' 10231615 (Average', '  1.53 Max', ' 2157 Sum', ' 15700744 Ratio', '  99.79%)']","[' 184      (Average', ' 183.16 Max', ' 355 Sum', '  33702 Ratio', '   0.21%)']", ,[' 75841   '],[' 3356    '],[' 75515   '],[' 43039   '],"[' 129113   (Atom=Atom', ' 40431 Body=Body', ' 22431 Other', ' 66251)']",[' Yes'],"[' 3780     (Eliminated', '    0 Frozen', ' 3780)']","[' 330      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.49882'],[' 0'], ,[' 253.852'],[' 0'],[' 4.50419'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.02824e+07'],[' 2.71131e+07'],[' 0'],[' 3.70799e+10'],[' 0'],[' 0'],[' 514 '],[' 1026 '],[' 1612 '],[' 2271 '],[' 2761 '],[' 3379 '],[' 4025 ']
