Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, ,[' 1'],[' 10239+'],[' 5123'],"[' 1031.676s (Solving', ' 907.52s 1st Model', ' 435.13s Unsat', ' 0.00s)']",[' 1028.844s'], ,[' 532114080'],"[' 1608267  (Analyzed', ' 1196755)']","[' 5581     (Average', ' 214.43 Last', ' 216724)']",[' 23625.0 '],"[' 5123     (Average Length', ' 2544.98 Splits', ' 0)']","[' 1196755  (Deleted', ' 1120010)']","[' 717      (Ratio', '   0.06%)']","[' 34946    (Ratio', '   2.92%)']","[' 1196755  (Average Length', '   66.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1196755  (Average', ' 357.16 Max', ' 31459 Sum', ' 427431859)']","[' 1195045  (Average', ' 353.87 Max', ' 31459 Sum', ' 423501151 Ratio', '  99.08%)']","[' 1710     (Average', ' 2298.66 Max', ' 2766 Sum', ' 3930708 Ratio', '   0.92%)']", ,[' 419334  '],[' 48818   '],[' 413262  '],[' 289563  '],"[' 868685   (Atom=Atom', ' 251878 Body=Body', ' 140583 Other', ' 476224)']",[' Yes'],"[' 44725    (Eliminated', '    0 Frozen', ' 44725)']","[' 5856     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 20.6914'],[' 0'], ,[' 476.122'],[' 0'],[' 32.9037'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.13087e+09'],[' 1.06743e+09'],[' 0'],[' 2.40303e+10'],[' 0'],[' 0'],[' 2712 '],[' 13644 '],[' 15583 '],[' 3 '],[' 0 ']
Solving...,TA72, ,[' 1'],[' 12001+'],[' 6004'],"[' 1034.270s (Solving', ' 892.83s 1st Model', ' 704.82s Unsat', ' 0.00s)']",[' 1031.813s'], ,[' 696136594'],"[' 1226072  (Analyzed', ' 563576)']","[' 5284     (Average', ' 106.66 Last', ' 42215)']",[' 22787.2 '],"[' 6004     (Average Length', ' 2822.07 Splits', ' 0)']","[' 563576   (Deleted', ' 496661)']","[' 1335     (Ratio', '   0.24%)']","[' 45073    (Ratio', '   8.00%)']","[' 563576   (Average Length', '   44.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 563576   (Average', ' 1037.89 Max', ' 29549 Sum', ' 584927613)']","[' 560377   (Average', ' 1021.02 Max', ' 29549 Sum', ' 575420137 Ratio', '  98.37%)']","[' 3199     (Average', ' 2972.02 Max', ' 5319 Sum', ' 9507476 Ratio', '   1.63%)']", ,[' 422765  '],[' 48161   '],[' 419475  '],[' 295792  '],"[' 887372   (Atom=Atom', ' 256321 Body=Body', ' 142369 Other', ' 488682)']",[' Yes'],"[' 46802    (Eliminated', '    0 Frozen', ' 46802)']","[' 7686     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 24.2365'],[' 0'], ,[' 351.796'],[' 0'],[' 39.7831'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.50392e+09'],[' 1.42064e+09'],[' 0'],[' 9.88081e+09'],[' 0'],[' 0'],[' 2233 '],[' 4419 '],[' 7181 '],[' 3 '],[' 0 ']
Solving...,TA73, ,[' 1'],[' 7973+'],[' 3990'],"[' 1026.515s (Solving', ' 925.76s 1st Model', ' 607.34s Unsat', ' 0.00s)']",[' 1023.406s'], ,[' 516441016'],"[' 1600037  (Analyzed', ' 1332745)']","[' 5012     (Average', ' 265.91 Last', ' 686814)']",[' 23156.1 '],"[' 3990     (Average Length', ' 1993.49 Splits', ' 0)']","[' 1332745  (Deleted', ' 1266799)']","[' 549      (Ratio', '   0.04%)']","[' 37998    (Ratio', '   2.85%)']","[' 1332745  (Average Length', '   76.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1332745  (Average', ' 325.58 Max', ' 31627 Sum', ' 433920535)']","[' 1331445  (Average', ' 323.72 Max', ' 31627 Sum', ' 431438357 Ratio', '  99.43%)']","[' 1300     (Average', ' 1909.37 Max', ' 2056 Sum', ' 2482178 Ratio', '   0.57%)']", ,[' 419663  '],[' 48535   '],[' 412635  '],[' 288768  '],"[' 866300   (Atom=Atom', ' 251245 Body=Body', ' 140421 Other', ' 474634)']",[' Yes'],"[' 43507    (Eliminated', '    0 Frozen', ' 43507)']","[' 6355     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 17.1839'],[' 0'], ,[' 497.535'],[' 0'],[' 33.4474'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.12484e+09'],[' 1.06039e+09'],[' 0'],[' 2.54808e+10'],[' 0'],[' 0'],[' 2539 '],[' 17156 '],[' 19216 '],[' 3 '],[' 0 ']
Solving...,TA74, ,[' 1'],[' 7055+'],[' 3531'],"[' 1027.978s (Solving', ' 913.49s 1st Model', ' 483.57s Unsat', ' 0.00s)']",[' 1015.453s'], ,[' 389625213'],"[' 1511167  (Analyzed', ' 1276545)']","[' 4492     (Average', ' 284.18 Last', ' 41140)']",[' 19828.2 '],"[' 3530     (Average Length', ' 1763.43 Splits', ' 0)']","[' 1276545  (Deleted', ' 1216480)']","[' 258      (Ratio', '   0.02%)']","[' 31397    (Ratio', '   2.46%)']","[' 1276545  (Average Length', '   62.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1276545  (Average', ' 257.24 Max', ' 31673 Sum', ' 328383234)']","[' 1275232  (Average', ' 254.92 Max', ' 31673 Sum', ' 325420911 Ratio', '  99.10%)']","[' 1313     (Average', ' 2256.15 Max', ' 2279 Sum', ' 2962323 Ratio', '   0.90%)']", ,[' 415454  '],[' 48053   '],[' 408109  '],[' 287185  '],"[' 861551   (Atom=Atom', ' 250010 Body=Body', ' 140073 Other', ' 471468)']",[' Yes'],"[' 42699    (Eliminated', '    0 Frozen', ' 42699)']","[' 5320     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 21.0541'],[' 0'], ,[' 493.865'],[' 0'],[' 31.5414'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.74391e+08'],[' 7.23025e+08'],[' 0'],[' 2.29298e+10'],[' 0'],[' 0'],[' 2154 '],[' 15832 '],[' 21536 '],[' 3 '],[' 0 ']
Solving...,TA75, ,[' 1'],[' 8581+'],[' 4294'],"[' 1034.652s (Solving', ' 903.75s 1st Model', ' 475.09s Unsat', ' 0.00s)']",[' 1026.781s'], ,[' 417192475'],"[' 1631342  (Analyzed', ' 1290808)']","[' 5062     (Average', ' 255.00 Last', ' 12893)']",[' 22856.7 '],"[' 4294     (Average Length', ' 2145.63 Splits', ' 0)']","[' 1290808  (Deleted', ' 1242147)']","[' 503      (Ratio', '   0.04%)']","[' 16465    (Ratio', '   1.28%)']","[' 1290808  (Average Length', '   84.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1290808  (Average', ' 256.55 Max', ' 33791 Sum', ' 331152244)']","[' 1289326  (Average', ' 253.82 Max', ' 33791 Sum', ' 327629181 Ratio', '  98.94%)']","[' 1482     (Average', ' 2377.24 Max', ' 2474 Sum', ' 3523063 Ratio', '   1.06%)']", ,[' 419946  '],[' 48760   '],[' 413448  '],[' 291081  '],"[' 873239   (Atom=Atom', ' 253131 Body=Body', ' 140848 Other', ' 479260)']",[' Yes'],"[' 44238    (Eliminated', '    0 Frozen', ' 44238)']","[' 2601     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 22.5746'],[' 0'], ,[' 493.808'],[' 0'],[' 33.934'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.38358e+08'],[' 8.01815e+08'],[' 0'],[' 2.7337e+10'],[' 0'],[' 0'],[' 2352 '],[' 17256 '],[' 19579 '],[' 3 '],[' 0 ']
Solving...,TA76, , ,[' 8917+'],[' 4462'],"[' 1027.825s (Solving', ' 925.38s 1st Model', ' 484.93s Unsat', ' 0.00s)']",[' 1025.969s'], ,[' 542046577'],"[' 1827988  (Analyzed', ' 1508853)']","[' 5516     (Average', ' 273.54 Last', ' 60857)']",[' 22609.3 '],"[' 4463     (Average Length', ' 2221.98 Splits', ' 0)']","[' 1508853  (Deleted', ' 1423408)']","[' 353      (Ratio', '   0.02%)']","[' 37647    (Ratio', '   2.50%)']","[' 1508853  (Average Length', '   61.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1508853  (Average', ' 300.61 Max', ' 31284 Sum', ' 453575484)']","[' 1507443  (Average', ' 298.57 Max', ' 31284 Sum', ' 450502933 Ratio', '  99.32%)']","[' 1410     (Average', ' 2179.11 Max', ' 2453 Sum', ' 3072551 Ratio', '   0.68%)']", ,[' 417207  '],[' 48421   '],[' 410668  '],[' 288247  '],"[' 864737   (Atom=Atom', ' 250820 Body=Body', ' 140325 Other', ' 473592)']",[' Yes'],"[' 43840    (Eliminated', '    0 Frozen', ' 43840)']","[' 6475     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 17.1799'],[' 0'], ,[' 495.299'],[' 0'],[' 32.4011'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.17269e+09'],[' 1.10625e+09'],[' 0'],[' 2.76234e+10'],[' 0'],[' 0'],[' 2323 '],[' 13607 '],[' 16347 '],[' 3 '],[' 0 ']
Solving...,TA77, ,[' 1'],[' 8917+'],[' 4462'],"[' 1029.222s (Solving', ' 929.44s 1st Model', ' 339.73s Unsat', ' 0.00s)']",[' 1027.781s'], ,[' 544607272'],"[' 2114110  (Analyzed', ' 1769801)']","[' 5913     (Average', ' 299.31 Last', ' 18959)']",[' 21719.5 '],"[' 4462     (Average Length', ' 2229.63 Splits', ' 0)']","[' 1769801  (Deleted', ' 1680345)']","[' 368      (Ratio', '   0.02%)']","[' 39400    (Ratio', '   2.23%)']","[' 1769801  (Average Length', '   77.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1769801  (Average', ' 259.95 Max', ' 31308 Sum', ' 460064501)']","[' 1768535  (Average', ' 258.21 Max', ' 31308 Sum', ' 456976281 Ratio', '  99.33%)']","[' 1266     (Average', ' 2439.35 Max', ' 2613 Sum', ' 3088220 Ratio', '   0.67%)']", ,[' 416655  '],[' 48062   '],[' 410505  '],[' 288916  '],"[' 866744   (Atom=Atom', ' 251469 Body=Body', ' 140345 Other', ' 474930)']",[' Yes'],"[' 43903    (Eliminated', '    0 Frozen', ' 43903)']","[' 6497     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 16.2626'],[' 0'], ,[' 505.887'],[' 0'],[' 33.075'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.1715e+09'],[' 1.10081e+09'],[' 0'],[' 2.82855e+10'],[' 0'],[' 0'],[' 2332 '],[' 16697 '],[' 18572 '],[' 3 '],[' 0 ']
Solving...,TA78, ,[' 1'],[' 10939+'],[' 5473'],"[' 1030.771s (Solving', ' 910.63s 1st Model', ' 677.28s Unsat', ' 0.00s)']",[' 1028.516s'], ,[' 696364963'],"[' 1143373  (Analyzed', ' 567377)']","[' 5009     (Average', ' 113.27 Last', ' 95608)']",[' 21501.0 '],"[' 5473     (Average Length', ' 2617.92 Splits', ' 0)']","[' 567377   (Deleted', ' 499078)']","[' 1429     (Ratio', '   0.25%)']","[' 49963    (Ratio', '   8.81%)']","[' 567377   (Average Length', '   38.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 567377   (Average', ' 1055.86 Max', ' 29818 Sum', ' 599073420)']","[' 564961   (Average', ' 1043.89 Max', ' 29818 Sum', ' 592277232 Ratio', '  98.87%)']","[' 2416     (Average', ' 2812.99 Max', ' 4951 Sum', ' 6796188 Ratio', '   1.13%)']", ,[' 423659  '],[' 48184   '],[' 420259  '],[' 295558  '],"[' 886670   (Atom=Atom', ' 255722 Body=Body', ' 142734 Other', ' 488214)']",[' Yes'],"[' 46784    (Eliminated', '    0 Frozen', ' 46784)']","[' 8545     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 20.0845'],[' 0'], ,[' 363.017'],[' 0'],[' 39.6558'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.50963e+09'],[' 1.42533e+09'],[' 0'],[' 1.133e+10'],[' 0'],[' 0'],[' 2267 '],[' 4396 '],[' 7032 '],[' 3 '],[' 0 ']
Solving...,TA79, ,[' 1'],[' 9411+'],[' 4709'],"[' 1029.691s (Solving', ' 923.99s 1st Model', ' 493.67s Unsat', ' 0.00s)']",[' 1027.250s'], ,[' 534611854'],"[' 1819107  (Analyzed', ' 1449161)']","[' 5867     (Average', ' 247.00 Last', ' 71969)']",[' 22232.5 '],"[' 4709     (Average Length', ' 2353.11 Splits', ' 0)']","[' 1449161  (Deleted', ' 1369955)']","[' 415      (Ratio', '   0.03%)']","[' 35963    (Ratio', '   2.48%)']","[' 1449161  (Average Length', '   72.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1449161  (Average', ' 306.28 Max', ' 31706 Sum', ' 443841976)']","[' 1447804  (Average', ' 303.85 Max', ' 31706 Sum', ' 440329378 Ratio', '  99.21%)']","[' 1357     (Average', ' 2588.50 Max', ' 2655 Sum', ' 3512598 Ratio', '   0.79%)']", ,[' 417310  '],[' 48305   '],[' 411430  '],[' 290240  '],"[' 870716   (Atom=Atom', ' 252548 Body=Body', ' 140590 Other', ' 477578)']",[' Yes'],"[' 44395    (Eliminated', '    0 Frozen', ' 44395)']","[' 6258     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 17.6676'],[' 0'], ,[' 504.98'],[' 0'],[' 32.2439'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.14373e+09'],[' 1.07931e+09'],[' 0'],[' 2.89567e+10'],[' 0'],[' 0'],[' 2220 '],[' 17080 '],[' 19068 '],[' 3 '],[' 0 ']
Solving...,TA80, , ,[' 7327+'],[' 3667'],"[' 1025.937s (Solving', ' 933.61s 1st Model', ' 524.75s Unsat', ' 0.00s)']",[' 1021.625s'], ,[' 517997603'],"[' 1764991  (Analyzed', ' 1456145)']","[' 5293     (Average', ' 275.11 Last', ' 80189)']",[' 22156.3 '],"[' 3668     (Average Length', ' 1832.57 Splits', ' 0)']","[' 1456145  (Deleted', ' 1379585)']","[' 469      (Ratio', '   0.03%)']","[' 38931    (Ratio', '   2.67%)']","[' 1456145  (Average Length', '   79.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1456145  (Average', ' 305.88 Max', ' 31656 Sum', ' 445407950)']","[' 1454803  (Average', ' 304.11 Max', ' 31656 Sum', ' 442833458 Ratio', '  99.42%)']","[' 1342     (Average', ' 1918.40 Max', ' 1995 Sum', ' 2574492 Ratio', '   0.58%)']", ,[' 417314  '],[' 48533   '],[' 410243  '],[' 288828  '],"[' 866480   (Atom=Atom', ' 251063 Body=Body', ' 140663 Other', ' 474754)']",[' Yes'],"[' 43425    (Eliminated', '    0 Frozen', ' 43425)']","[' 6622     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.6666'],[' 0'], ,[' 508.387'],[' 0'],[' 34.0218'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.12549e+09'],[' 1.06103e+09'],[' 0'],[' 2.78822e+10'],[' 0'],[' 0'],[' 2330 '],[' 18001 '],[' 19919 '],[' 3 '],[' 0 ']
