Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , , ,[' 1'],[' 1103+'],[' 558'],"[' 502.286s (Solving', ' 500.48s 1st Model', ' 1.54s Unsat', ' 0.08s)']",[' 500.125s'], ,[' 53565793'],"[' 28927723 (Analyzed', ' 28900420)']","[' 56530    (Average', ' 511.24 Last', ' 68958)']",[' 1629.2  '],"[' 558      (Average Length', ' 348.78 Splits', ' 0)']","[' 28900420 (Deleted', ' 28504186)']","[' 8        (Ratio', '   0.00%)']","[' 3294     (Ratio', '   0.01%)']","[' 28900420 (Average Length', '   12.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 28900420 (Average', '  1.80 Max', ' 2786 Sum', ' 52100872)']","[' 28900054 (Average', '  1.80 Max', ' 2356 Sum', ' 51958968 Ratio', '  99.73%)']","[' 366      (Average', ' 387.72 Max', ' 516 Sum', ' 141904 Ratio', '   0.27%)']", ,[' 68085   '],[' 3015    '],[' 62501   '],[' 23535   '],"[' 62759    (Atom=Atom', ' 17749 Body=Body', ' 11245 Other', ' 33765)']",[' Yes'],"[' 4036     (Eliminated', '    0 Frozen', ' 4036)']","[' 496      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.337028'],[' 0'], ,[' 325.451'],[' 0'],[' 7.70043'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.34383e+08'],[' 6.32489e+07'],[' 0'],[' 2.26864e+10'],[' 0'],[' 0'],[' 781 '],[' 1373 '],[' 1831 '],[' 2331 '],[' 2850 '],[' 3617 '],[' 5 '],[' 1 ']
Solving...,TA52, , , ,[' 1'],[' 1095+'],[' 554'],"[' 518.173s (Solving', ' 516.32s 1st Model', ' 1.25s Unsat', ' 15.74s)']",[' 515.641s'], ,[' 62346318'],"[' 33523927 (Analyzed', ' 33484460)']","[' 61236    (Average', ' 546.81 Last', ' 142586)']",[' 1649.6  '],"[' 554      (Average Length', ' 349.17 Splits', ' 0)']","[' 33484460 (Deleted', ' 33143568)']","[' 8        (Ratio', '   0.00%)']","[' 3972     (Ratio', '   0.01%)']","[' 33484460 (Average Length', '   14.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 33484460 (Average', '  1.81 Max', ' 2563 Sum', ' 60730850)']","[' 33483914 (Average', '  1.81 Max', ' 2302 Sum', ' 60520585 Ratio', '  99.65%)']","[' 546      (Average', ' 385.10 Max', ' 503 Sum', ' 210265 Ratio', '   0.35%)']", ,[' 68618   '],[' 3164    '],[' 63028   '],[' 24051   '],"[' 64986    (Atom=Atom', ' 18341 Body=Body', ' 11692 Other', ' 34953)']",[' Yes'],"[' 4188     (Eliminated', '    0 Frozen', ' 4188)']","[' 706      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.353394'],[' 0'], ,[' 326.342'],[' 0'],[' 7.27791'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.52743e+08'],[' 7.34231e+07'],[' 0'],[' 2.38114e+10'],[' 0'],[' 0'],[' 996 '],[' 1512 '],[' 1992 '],[' 2595 '],[' 3001 '],[' 3497 '],[' 5 '],[' 1 ']
Solving...,TA53, , , ,[' 1'],[' 1261+'],[' 637'],"[' 502.831s (Solving', ' 500.77s 1st Model', ' 1.19s Unsat', ' 0.45s)']",[' 500.359s'], ,[' 47291363'],"[' 30269841 (Analyzed', ' 30228431)']","[' 58020    (Average', ' 521.00 Last', ' 9747)']",[' 1587.0  '],"[' 637      (Average Length', ' 387.63 Splits', ' 0)']","[' 30228431 (Deleted', ' 29820956)']","[' 8        (Ratio', '   0.00%)']","[' 2310     (Ratio', '   0.01%)']","[' 30228431 (Average Length', '   12.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 30228431 (Average', '  1.52 Max', ' 2390 Sum', ' 45872276)']","[' 30227939 (Average', '  1.51 Max', ' 2229 Sum', ' 45665421 Ratio', '  99.55%)']","[' 492      (Average', ' 420.44 Max', ' 580 Sum', ' 206855 Ratio', '   0.45%)']", ,[' 67821   '],[' 3002    '],[' 62383   '],[' 23489   '],"[' 62746    (Atom=Atom', ' 17776 Body=Body', ' 11206 Other', ' 33764)']",[' Yes'],"[' 4099     (Eliminated', '    0 Frozen', ' 4099)']","[' 426      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.396424'],[' 0'], ,[' 318.845'],[' 0'],[' 8.40257'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.21552e+08'],[' 5.1366e+07'],[' 0'],[' 2.34976e+10'],[' 0'],[' 0'],[' 712 '],[' 1298 '],[' 1680 '],[' 2164 '],[' 2707 '],[' 3264 '],[' 5 '],[' 1 ']
Solving...,TA54, , , ,[' 1'],[' 1299+'],[' 656'],"[' 415.197s (Solving', ' 412.85s 1st Model', ' 1.51s Unsat', ' 11.09s)']",[' 413.750s'], ,[' 44612885'],"[' 23222691 (Analyzed', ' 23194116)']","[' 44851    (Average', ' 517.14 Last', ' 2714)']",[' 1822.8  '],"[' 656      (Average Length', ' 382.26 Splits', ' 0)']","[' 23194116 (Deleted', ' 22907634)']","[' 8        (Ratio', '   0.00%)']","[' 3399     (Ratio', '   0.01%)']","[' 23194116 (Average Length', '   13.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 23194116 (Average', '  1.86 Max', ' 2250 Sum', ' 43048249)']","[' 23193664 (Average', '  1.85 Max', ' 2250 Sum', ' 42887810 Ratio', '  99.63%)']","[' 452      (Average', ' 354.95 Max', ' 507 Sum', ' 160439 Ratio', '   0.37%)']", ,[' 68491   '],[' 3093    '],[' 63047   '],[' 23884   '],"[' 64249    (Atom=Atom', ' 18159 Body=Body', ' 11479 Other', ' 34611)']",[' Yes'],"[' 4208     (Eliminated', '    0 Frozen', ' 4208)']","[' 556      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.464387'],[' 0'], ,[' 278.17'],[' 0'],[' 7.84872'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.10669e+08'],[' 5.57997e+07'],[' 0'],[' 2.01664e+10'],[' 0'],[' 0'],[' 704 '],[' 1428 '],[' 1958 '],[' 2172 '],[' 2935 '],[' 3322 '],[' 4 '],[' 2 ']
Solving...,TA55, , , ,[' 1'],[' 1133+'],[' 573'],"[' 600.739s (Solving', ' 598.78s 1st Model', ' 1.30s Unsat', ' 0.00s)']",[' 597.531s'], ,[' 60946558'],"[' 37106389 (Analyzed', ' 37076566)']","[' 69495    (Average', ' 533.51 Last', ' 99580)']",[' 1690.3  '],"[' 573      (Average Length', ' 349.78 Splits', ' 0)']","[' 37076566 (Deleted', ' 36676461)']","[' 8        (Ratio', '   0.00%)']","[' 4069     (Ratio', '   0.01%)']","[' 37076566 (Average Length', '   13.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 37076566 (Average', '  1.60 Max', ' 2224 Sum', ' 59185837)']","[' 37076065 (Average', '  1.59 Max', ' 2224 Sum', ' 58992871 Ratio', '  99.67%)']","[' 501      (Average', ' 385.16 Max', ' 486 Sum', ' 192966 Ratio', '   0.33%)']", ,[' 68368   '],[' 3110    '],[' 62762   '],[' 23900   '],"[' 64201    (Atom=Atom', ' 18144 Body=Body', ' 11530 Other', ' 34527)']",[' Yes'],"[' 4154     (Eliminated', '    0 Frozen', ' 4154)']","[' 817      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.384719'],[' 0'], ,[' 390.108'],[' 0'],[' 8.37945'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.54133e+08'],[' 6.74981e+07'],[' 0'],[' 2.78793e+10'],[' 0'],[' 0'],[' 739 '],[' 1268 '],[' 2078 '],[' 2572 '],[' 3150 '],[' 3392 '],[' 6 '],[' 0 ']
Solving...,TA56, , , ,[' 1'],[' 1101+'],[' 557'],"[' 539.922s (Solving', ' 538.04s 1st Model', ' 1.15s Unsat', ' 37.20s)']",[' 537.906s'], ,[' 50963541'],"[' 30882029 (Analyzed', ' 30845828)']","[' 58327    (Average', ' 528.84 Last', ' 183767)']",[' 1645.8  '],"[' 557      (Average Length', ' 341.85 Splits', ' 0)']","[' 30845828 (Deleted', ' 30440966)']","[' 20       (Ratio', '   0.00%)']","[' 2877     (Ratio', '   0.01%)']","[' 30845828 (Average Length', '   12.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 30845828 (Average', '  1.61 Max', ' 2304 Sum', ' 49572011)']","[' 30845312 (Average', '  1.60 Max', ' 2177 Sum', ' 49377394 Ratio', '  99.61%)']","[' 516      (Average', ' 377.16 Max', ' 465 Sum', ' 194617 Ratio', '   0.39%)']", ,[' 67540   '],[' 2967    '],[' 62001   '],[' 23250   '],"[' 62026    (Atom=Atom', ' 17556 Body=Body', ' 11101 Other', ' 33369)']",[' Yes'],"[' 3993     (Eliminated', '    0 Frozen', ' 3993)']","[' 482      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.359455'],[' 0'], ,[' 355.335'],[' 0'],[' 9.55358'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.29601e+08'],[' 5.86919e+07'],[' 0'],[' 2.60934e+10'],[' 0'],[' 0'],[' 777 '],[' 1622 '],[' 2036 '],[' 2457 '],[' 2965 '],[' 3343 '],[' 5 '],[' 1 ']
Solving...,TA57, , , ,[' 1'],[' 1259+'],[' 636'],"[' 600.766s (Solving', ' 598.69s 1st Model', ' 1.29s Unsat', ' 0.00s)']",[' 598.984s'], ,[' 57501542'],"[' 34989055 (Analyzed', ' 34954979)']","[' 66889    (Average', ' 522.58 Last', ' 25738)']",[' 1644.5  '],"[' 636      (Average Length', ' 389.13 Splits', ' 0)']","[' 34954979 (Deleted', ' 34504860)']","[' 7        (Ratio', '   0.00%)']","[' 2785     (Ratio', '   0.01%)']","[' 34954979 (Average Length', '   12.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 34954979 (Average', '  1.60 Max', ' 2526 Sum', ' 55919559)']","[' 34954436 (Average', '  1.59 Max', ' 2155 Sum', ' 55684518 Ratio', '  99.58%)']","[' 543      (Average', ' 432.86 Max', ' 541 Sum', ' 235041 Ratio', '   0.42%)']", ,[' 67708   '],[' 2982    '],[' 62222   '],[' 23416   '],"[' 62457    (Atom=Atom', ' 17695 Body=Body', ' 11146 Other', ' 33616)']",[' Yes'],"[' 4086     (Eliminated', '    0 Frozen', ' 4086)']","[' 432      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.389993'],[' 0'], ,[' 389.984'],[' 0'],[' 9.93519'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.48847e+08'],[' 6.65604e+07'],[' 0'],[' 2.87781e+10'],[' 0'],[' 0'],[' 709 '],[' 1367 '],[' 2035 '],[' 2601 '],[' 3106 '],[' 3451 '],[' 6 '],[' 0 ']
Solving...,TA58, , , ,[' 1'],[' 1125+'],[' 569'],"[' 572.381s (Solving', ' 570.50s 1st Model', ' 1.07s Unsat', ' 70.21s)']",[' 569.375s'], ,[' 50975636'],"[' 33881502 (Analyzed', ' 33836339)']","[' 65422    (Average', ' 517.20 Last', ' 147070)']",[' 1624.3  '],"[' 569      (Average Length', ' 351.20 Splits', ' 0)']","[' 33836339 (Deleted', ' 33418488)']","[' 6        (Ratio', '   0.00%)']","[' 2373     (Ratio', '   0.01%)']","[' 33836339 (Average Length', '   12.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 33836339 (Average', '  1.46 Max', ' 2378 Sum', ' 49470922)']","[' 33835865 (Average', '  1.46 Max', ' 2298 Sum', ' 49285576 Ratio', '  99.63%)']","[' 474      (Average', ' 391.03 Max', ' 527 Sum', ' 185346 Ratio', '   0.37%)']", ,[' 67768   '],[' 3016    '],[' 62297   '],[' 23436   '],"[' 62791    (Atom=Atom', ' 17764 Body=Body', ' 11248 Other', ' 33779)']",[' Yes'],"[' 4056     (Eliminated', '    0 Frozen', ' 4056)']","[' 379      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.350593'],[' 0'], ,[' 372.263'],[' 0'],[' 8.88755'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.32006e+08'],[' 5.31761e+07'],[' 0'],[' 2.68677e+10'],[' 0'],[' 0'],[' 731 '],[' 1354 '],[' 1829 '],[' 2585 '],[' 3163 '],[' 3497 '],[' 5 '],[' 1 ']
Solving...,TA59, , , ,[' 1'],[' 1165+'],[' 589'],"[' 523.179s (Solving', ' 521.10s 1st Model', ' 1.82s Unsat', ' 20.01s)']",[' 520.672s'], ,[' 51714945'],"[' 29425956 (Analyzed', ' 29398074)']","[' 55473    (Average', ' 529.95 Last', ' 99481)']",[' 1756.5  '],"[' 589      (Average Length', ' 369.87 Splits', ' 0)']","[' 29398074 (Deleted', ' 29061448)']","[' 8        (Ratio', '   0.00%)']","[' 3562     (Ratio', '   0.01%)']","[' 29398074 (Average Length', '   13.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 29398074 (Average', '  1.71 Max', ' 2368 Sum', ' 50171842)']","[' 29397638 (Average', '  1.70 Max', ' 2283 Sum', ' 50013197 Ratio', '  99.68%)']","[' 436      (Average', ' 363.86 Max', ' 498 Sum', ' 158645 Ratio', '   0.32%)']", ,[' 68338   '],[' 3075    '],[' 62697   '],[' 23900   '],"[' 63756    (Atom=Atom', ' 18020 Body=Body', ' 11425 Other', ' 34311)']",[' Yes'],"[' 4137     (Eliminated', '    0 Frozen', ' 4137)']","[' 548      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.396346'],[' 0'], ,[' 348.185'],[' 0'],[' 9.29656'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.36476e+08'],[' 6.54057e+07'],[' 0'],[' 2.524e+10'],[' 0'],[' 0'],[' 675 '],[' 1352 '],[' 1833 '],[' 2251 '],[' 2764 '],[' 3359 '],[' 5 '],[' 1 ']
Solving...,TA60, , , ,[' 1'],[' 1343+'],[' 678'],"[' 600.785s (Solving', ' 598.55s 1st Model', ' 1.44s Unsat', ' 0.00s)']",[' 598.531s'], ,[' 64885349'],"[' 32525848 (Analyzed', ' 32501350)']","[' 59091    (Average', ' 550.02 Last', ' 73598)']",[' 1634.8  '],"[' 678      (Average Length', ' 397.08 Splits', ' 0)']","[' 32501350 (Deleted', ' 32191711)']","[' 18       (Ratio', '   0.00%)']","[' 5829     (Ratio', '   0.02%)']","[' 32501350 (Average Length', '   15.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 32501350 (Average', '  1.94 Max', ' 2594 Sum', ' 63190651)']","[' 32500850 (Average', '  1.94 Max', ' 2138 Sum', ' 62960859 Ratio', '  99.64%)']","[' 500      (Average', ' 459.58 Max', ' 584 Sum', ' 229792 Ratio', '   0.36%)']", ,[' 69021   '],[' 3123    '],[' 63397   '],[' 24257   '],"[' 64813    (Atom=Atom', ' 18301 Body=Body', ' 11569 Other', ' 34943)']",[' Yes'],"[' 4264     (Eliminated', '    0 Frozen', ' 4264)']","[' 1017     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.445119'],[' 0'], ,[' 405.878'],[' 0'],[' 10.2921'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.58166e+08'],[' 7.54493e+07'],[' 0'],[' 2.98006e+10'],[' 0'],[' 0'],[' 676 '],[' 1545 '],[' 1746 '],[' 2278 '],[' 3038 '],[' 3429 '],[' 6 '],[' 0 ']
