Optimal Found Or Timeout,Instances,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
UNKNOWN,swv11,[' 1515+'],[' 761'],"[' 1000.207s (Solving', ' 995.67s 1st Model', ' 11.42s Unsat', ' 0.00s)']",[' 997.969s'], ,[' 210179351'],"[' 10419377 (Analyzed', ' 10305102)']","[' 18117    (Average', ' 568.81 Last', ' 286508)']",[' 3088.9  '],"[' 761      (Average Length', ' 373.14 Splits', ' 0)']","[' 10305102 (Deleted', ' 10161167)']","[' 384      (Ratio', '   0.00%)']","[' 66050    (Ratio', '   0.64%)']","[' 10305102 (Average Length', '   25.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10305102 (Average', ' 20.12 Max', ' 3499 Sum', ' 207355268)']","[' 10304589 (Average', ' 20.10 Max', ' 3499 Sum', ' 207164903 Ratio', '  99.91%)']","[' 513      (Average', ' 371.08 Max', ' 469 Sum', ' 190365 Ratio', '   0.09%)']", ,[' 72523   '],[' 7121    '],[' 72767   '],[' 45163   '],"[' 135485   (Atom=Atom', ' 38540 Body=Body', ' 19821 Other', ' 77124)']",[' Yes'],"[' 7865     (Eliminated', '    0 Frozen', ' 7865)']","[' 7975     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.834836'],[' 0'], ,[' 592.49'],[' 0'],[' 18.5747'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.09473e+09'],[' 9.88671e+08'],[' 0'],[' 5.55726e+10'],[' 0'],[' 0'],[' 1806 '],[' 2770 '],[' 4759 '],[' 3 '],[' 0 ']
UNKNOWN,swv12,[' 1621+'],[' 814'],"[' 1001.052s (Solving', ' 996.64s 1st Model', ' 13.56s Unsat', ' 0.00s)']",[' 998.500s'], ,[' 221553076'],"[' 14361674 (Analyzed', ' 14268726)']","[' 24997    (Average', ' 570.82 Last', ' 17922)']",[' 3201.8  '],"[' 814      (Average Length', ' 398.65 Splits', ' 0)']","[' 14268726 (Deleted', ' 14091484)']","[' 351      (Ratio', '   0.00%)']","[' 66319    (Ratio', '   0.46%)']","[' 14268726 (Average Length', '   25.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14268726 (Average', ' 15.31 Max', ' 3538 Sum', ' 218476912)']","[' 14268028 (Average', ' 15.29 Max', ' 3538 Sum', ' 218188981 Ratio', '  99.87%)']","[' 698      (Average', ' 412.51 Max', ' 472 Sum', ' 287931 Ratio', '   0.13%)']", ,[' 72986   '],[' 7136    '],[' 73281   '],[' 45841   '],"[' 137519   (Atom=Atom', ' 39203 Body=Body', ' 19836 Other', ' 78480)']",[' Yes'],"[' 7931     (Eliminated', '    0 Frozen', ' 7931)']","[' 8048     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.895587'],[' 0'], ,[' 550.974'],[' 0'],[' 19.0245'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.19355e+09'],[' 1.08613e+09'],[' 0'],[' 4.78538e+10'],[' 0'],[' 0'],[' 1854 '],[' 3083 '],[' 5050 '],[' 3 '],[' 0 ']
UNKNOWN,swv13,[' 1699+'],[' 853'],"[' 1001.072s (Solving', ' 996.28s 1st Model', ' 13.58s Unsat', ' 0.00s)']",[' 996.875s'], ,[' 234676377'],"[' 12439516 (Analyzed', ' 12286039)']","[' 21369    (Average', ' 574.95 Last', ' 6055)']",[' 3145.1  '],"[' 853      (Average Length', ' 411.35 Splits', ' 0)']","[' 12286039 (Deleted', ' 12124603)']","[' 400      (Ratio', '   0.00%)']","[' 70119    (Ratio', '   0.57%)']","[' 12286039 (Average Length', '   28.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12286039 (Average', ' 18.83 Max', ' 3466 Sum', ' 231368269)']","[' 12285492 (Average', ' 18.82 Max', ' 3466 Sum', ' 231170428 Ratio', '  99.91%)']","[' 547      (Average', ' 361.68 Max', ' 489 Sum', ' 197841 Ratio', '   0.09%)']", ,[' 73233   '],[' 7264    '],[' 73556   '],[' 45830   '],"[' 137486   (Atom=Atom', ' 39064 Body=Body', ' 19964 Other', ' 78458)']",[' Yes'],"[' 8087     (Eliminated', '    0 Frozen', ' 8087)']","[' 8678     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.948699'],[' 0'], ,[' 585.859'],[' 0'],[' 18.9439'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.12305e+09'],[' 1.00821e+09'],[' 0'],[' 5.61447e+10'],[' 0'],[' 0'],[' 2054 '],[' 3128 '],[' 5242 '],[' 3 '],[' 0 ']
UNKNOWN,swv14,[' 1681+'],[' 844'],"[' 1001.149s (Solving', ' 996.30s 1st Model', ' 45.21s Unsat', ' 0.00s)']",[' 996.313s'], ,[' 221412745'],"[' 11128112 (Analyzed', ' 10979477)']","[' 19138    (Average', ' 573.70 Last', ' 44183)']",[' 3060.3  '],"[' 844      (Average Length', ' 410.50 Splits', ' 0)']","[' 10979477 (Deleted', ' 10834237)']","[' 379      (Ratio', '   0.00%)']","[' 70683    (Ratio', '   0.64%)']","[' 10979477 (Average Length', '   29.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10979477 (Average', ' 19.88 Max', ' 3418 Sum', ' 218295666)']","[' 10978957 (Average', ' 19.87 Max', ' 3418 Sum', ' 218111886 Ratio', '  99.92%)']","[' 520      (Average', ' 353.42 Max', ' 489 Sum', ' 183780 Ratio', '   0.08%)']", ,[' 72721   '],[' 7127    '],[' 73035   '],[' 45454   '],"[' 136358   (Atom=Atom', ' 38825 Body=Body', ' 19827 Other', ' 77706)']",[' Yes'],"[' 7941     (Eliminated', '    0 Frozen', ' 7941)']","[' 7749     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.988203'],[' 0'], ,[' 592.066'],[' 0'],[' 18.5745'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.07604e+09'],[' 9.68829e+08'],[' 0'],[' 5.26367e+10'],[' 0'],[' 0'],[' 1939 '],[' 3027 '],[' 4795 '],[' 3 '],[' 0 ']
UNKNOWN,swv15,[' 1781+'],[' 894'],"[' 1001.176s (Solving', ' 996.95s 1st Model', ' 18.39s Unsat', ' 0.00s)']",[' 998.953s'], ,[' 231220664'],"[' 9698417  (Analyzed', ' 9558043)']","[' 17534    (Average', ' 545.11 Last', ' 73083)']",[' 3054.7  '],"[' 894      (Average Length', ' 436.97 Splits', ' 0)']","[' 9558043  (Deleted', ' 9414792)']","[' 398      (Ratio', '   0.00%)']","[' 74111    (Ratio', '   0.78%)']","[' 9558043  (Average Length', '   27.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9558043  (Average', ' 23.86 Max', ' 3271 Sum', ' 228007896)']","[' 9557535  (Average', ' 23.83 Max', ' 3271 Sum', ' 227786475 Ratio', '  99.90%)']","[' 508      (Average', ' 435.87 Max', ' 580 Sum', ' 221421 Ratio', '   0.10%)']", ,[' 72015   '],[' 7050    '],[' 72380   '],[' 44741   '],"[' 134219   (Atom=Atom', ' 38189 Body=Body', ' 19750 Other', ' 76280)']",[' Yes'],"[' 7915     (Eliminated', '    0 Frozen', ' 7915)']","[' 8744     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.878734'],[' 0'], ,[' 567.733'],[' 0'],[' 19.6319'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.23919e+09'],[' 1.12036e+09'],[' 0'],[' 5.46905e+10'],[' 0'],[' 0'],[' 1885 '],[' 2931 '],[' 4724 '],[' 3 '],[' 0 ']
UNKNOWN,swv16,[' 1517+'],[' 762'],"[' 1000.784s (Solving', ' 997.09s 1st Model', ' 4.77s Unsat', ' 0.00s)']",[' 996.391s'], ,[' 160555943'],"[' 24241660 (Analyzed', ' 24000803)']","[' 39587    (Average', ' 606.28 Last', ' 155768)']",[' 2475.4  '],"[' 762      (Average Length', ' 371.67 Splits', ' 0)']","[' 24000803 (Deleted', ' 23810538)']","[' 126      (Ratio', '   0.00%)']","[' 20563    (Ratio', '   0.09%)']","[' 24000803 (Average Length', '   21.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 24000803 (Average', '  6.57 Max', ' 2422 Sum', ' 157591595)']","[' 24000286 (Average', '  6.56 Max', ' 2422 Sum', ' 157441360 Ratio', '  99.90%)']","[' 517      (Average', ' 290.59 Max', ' 439 Sum', ' 150235 Ratio', '   0.10%)']", ,[' 57510   '],[' 4551    '],[' 57730   '],[' 33536   '],"[' 100604   (Atom=Atom', ' 29483 Body=Body', ' 17251 Other', ' 53870)']",[' Yes'],"[' 5271     (Eliminated', '    0 Frozen', ' 5271)']","[' 2747     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.769567'],[' 0'], ,[' 738.134'],[' 0'],[' 17.5165'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.08591e+08'],[' 3.07703e+08'],[' 0'],[' 7.2083e+10'],[' 0'],[' 0'],[' 1591 '],[' 2597 '],[' 3502 '],[' 3 '],[' 0 ']
UNKNOWN,swv17,[' 1447+'],[' 727'],"[' 1000.792s (Solving', ' 997.42s 1st Model', ' 3.23s Unsat', ' 0.00s)']",[' 997.109s'], ,[' 140723858'],"[' 27863072 (Analyzed', ' 27654135)']","[' 45159    (Average', ' 612.37 Last', ' 243286)']",[' 2314.7  '],"[' 727      (Average Length', ' 353.39 Splits', ' 0)']","[' 27654135 (Deleted', ' 27422510)']","[' 78       (Ratio', '   0.00%)']","[' 15603    (Ratio', '   0.06%)']","[' 27654135 (Average Length', '   20.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 27654135 (Average', '  4.99 Max', ' 2314 Sum', ' 137999583)']","[' 27653455 (Average', '  4.98 Max', ' 2314 Sum', ' 137770502 Ratio', '  99.83%)']","[' 680      (Average', ' 336.88 Max', ' 467 Sum', ' 229081 Ratio', '   0.17%)']", ,[' 57498   '],[' 4521    '],[' 57687   '],[' 33187   '],"[' 99557    (Atom=Atom', ' 29164 Body=Body', ' 17221 Other', ' 53172)']",[' Yes'],"[' 5210     (Eliminated', '    0 Frozen', ' 5210)']","[' 1900     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.706059'],[' 0'], ,[' 739.993'],[' 0'],[' 15.5329'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.31947e+08'],[' 2.35219e+08'],[' 0'],[' 7.3352e+10'],[' 0'],[' 0'],[' 1319 '],[' 2320 '],[' 3337 '],[' 3 '],[' 0 ']
UNKNOWN,swv18,[' 1497+'],[' 752'],"[' 1000.933s (Solving', ' 997.21s 1st Model', ' 3.75s Unsat', ' 0.00s)']",[' 998.594s'], ,[' 144277527'],"[' 22021106 (Analyzed', ' 21921748)']","[' 37668    (Average', ' 581.97 Last', ' 42777)']",[' 2201.9  '],"[' 752      (Average Length', ' 369.04 Splits', ' 0)']","[' 21921748 (Deleted', ' 21731223)']","[' 151      (Ratio', '   0.00%)']","[' 24095    (Ratio', '   0.11%)']","[' 21921748 (Average Length', '   20.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 21921748 (Average', '  6.47 Max', ' 2103 Sum', ' 141747172)']","[' 21921182 (Average', '  6.46 Max', ' 2103 Sum', ' 141573340 Ratio', '  99.88%)']","[' 566      (Average', ' 307.12 Max', ' 412 Sum', ' 173832 Ratio', '   0.12%)']", ,[' 57659   '],[' 4601    '],[' 57884   '],[' 33384   '],"[' 100148   (Atom=Atom', ' 29281 Body=Body', ' 17301 Other', ' 53566)']",[' Yes'],"[' 5326     (Eliminated', '    0 Frozen', ' 5326)']","[' 3168     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.778378'],[' 0'], ,[' 737.681'],[' 0'],[' 16.0192'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.14609e+08'],[' 3.14053e+08'],[' 0'],[' 7.17576e+10'],[' 0'],[' 0'],[' 1181 '],[' 2326 '],[' 3339 '],[' 3 '],[' 0 ']
UNKNOWN,swv19,[' 1541+'],[' 774'],"[' 1000.884s (Solving', ' 997.09s 1st Model', ' 5.22s Unsat', ' 0.00s)']",[' 998.828s'], ,[' 164134856'],"[' 24851816 (Analyzed', ' 24623624)']","[' 41700    (Average', ' 590.49 Last', ' 59824)']",[' 2460.7  '],"[' 774      (Average Length', ' 379.42 Splits', ' 0)']","[' 24623624 (Deleted', ' 24419850)']","[' 109      (Ratio', '   0.00%)']","[' 22997    (Ratio', '   0.09%)']","[' 24623624 (Average Length', '   21.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 24623624 (Average', '  6.54 Max', ' 2553 Sum', ' 161130875)']","[' 24623112 (Average', '  6.54 Max', ' 2553 Sum', ' 160952311 Ratio', '  99.89%)']","[' 512      (Average', ' 348.76 Max', ' 491 Sum', ' 178564 Ratio', '   0.11%)']", ,[' 58054   '],[' 4720    '],[' 58299   '],[' 34329   '],"[' 102983   (Atom=Atom', ' 30107 Body=Body', ' 17420 Other', ' 55456)']",[' Yes'],"[' 5465     (Eliminated', '    0 Frozen', ' 5465)']","[' 2824     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.758302'],[' 0'], ,[' 727.786'],[' 0'],[' 17.0135'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.27084e+08'],[' 3.315e+08'],[' 0'],[' 6.82995e+10'],[' 0'],[' 0'],[' 1332 '],[' 2580 '],[' 3723 '],[' 3 '],[' 0 ']
UNKNOWN,swv20,[' 1369+'],[' 688'],"[' 1000.786s (Solving', ' 997.64s 1st Model', ' 3.36s Unsat', ' 0.00s)']",[' 998.188s'], ,[' 110661304'],"[' 21883528 (Analyzed', ' 21800509)']","[' 36927    (Average', ' 590.37 Last', ' 139183)']",[' 2144.7  '],"[' 688      (Average Length', ' 335.49 Splits', ' 0)']","[' 21800509 (Deleted', ' 21619250)']","[' 117      (Ratio', '   0.00%)']","[' 15447    (Ratio', '   0.07%)']","[' 21800509 (Average Length', '   19.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 21800509 (Average', '  4.97 Max', ' 2390 Sum', ' 108421052)']","[' 21799934 (Average', '  4.96 Max', ' 2390 Sum', ' 108213175 Ratio', '  99.81%)']","[' 575      (Average', ' 361.53 Max', ' 445 Sum', ' 207877 Ratio', '   0.19%)']", ,[' 57448   '],[' 4560    '],[' 57612   '],[' 33243   '],"[' 99725    (Atom=Atom', ' 29181 Body=Body', ' 17260 Other', ' 53284)']",[' Yes'],"[' 5224     (Eliminated', '    0 Frozen', ' 5224)']","[' 2693     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.640536'],[' 0'], ,[' 765.508'],[' 0'],[' 14.7437'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.28476e+08'],[' 2.38746e+08'],[' 0'],[' 7.32662e+10'],[' 0'],[' 0'],[' 1171 '],[' 2083 '],[' 3297 '],[' 3 '],[' 0 ']
