Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , , ,[' 1'],[' 2175+'],[' 1093'],"[' 601.409s (Solving', ' 596.73s 1st Model', ' 3.86s Unsat', ' 0.00s)']",[' 599.266s'], ,[' 63511168'],"[' 23948745 (Analyzed', ' 23838059)']","[' 45580    (Average', ' 522.99 Last', ' 55130)']",[' 2775.1  '],"[' 1093     (Average Length', ' 638.73 Splits', ' 0)']","[' 23838059 (Deleted', ' 23591129)']","[' 49       (Ratio', '   0.00%)']","[' 6206     (Ratio', '   0.03%)']","[' 23838059 (Average Length', '   14.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 23838059 (Average', '  2.55 Max', ' 4270 Sum', ' 60782456)']","[' 23837312 (Average', '  2.53 Max', ' 3440 Sum', ' 60271752 Ratio', '  99.16%)']","[' 747      (Average', ' 683.67 Max', ' 848 Sum', ' 510704 Ratio', '   0.84%)']", ,[' 97359   '],[' 4801    '],[' 89383   '],[' 35694   '],"[' 97101    (Atom=Atom', ' 26909 Body=Body', ' 17283 Other', ' 52909)']",[' Yes'],"[' 6390     (Eliminated', '    0 Frozen', ' 6390)']","[' 1158     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.03094'],[' 0'], ,[' 425.811'],[' 0'],[' 11.3364'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.55474e+08'],[' 8.93605e+07'],[' 0'],[' 2.98195e+10'],[' 0'],[' 0'],[' 932 '],[' 1774 '],[' 2393 '],[' 2958 '],[' 3642 '],[' 5 '],[' 0 ']
Solving...,TA62, , , ,[' 1'],[' 3129+'],[' 1570'],"[' 573.715s (Solving', ' 567.40s 1st Model', ' 8.15s Unsat', ' 86.57s)']",[' 570.953s'], ,[' 70017021'],"[' 21130681 (Analyzed', ' 20985441)']","[' 40105    (Average', ' 523.26 Last', ' 30904)']",[' 2925.2  '],"[' 1570     (Average Length', ' 842.61 Splits', ' 0)']","[' 20985441 (Deleted', ' 20746937)']","[' 70       (Ratio', '   0.00%)']","[' 8229     (Ratio', '   0.04%)']","[' 20985441 (Average Length', '   13.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20985441 (Average', '  3.17 Max', ' 3850 Sum', ' 66616487)']","[' 20984745 (Average', '  3.14 Max', ' 3410 Sum', ' 65952355 Ratio', '  99.00%)']","[' 696      (Average', ' 954.21 Max', ' 1172 Sum', ' 664132 Ratio', '   1.00%)']", ,[' 99065   '],[' 4883    '],[' 91163   '],[' 36946   '],"[' 99767    (Atom=Atom', ' 27714 Body=Body', ' 17529 Other', ' 54524)']",[' Yes'],"[' 6870     (Eliminated', '    0 Frozen', ' 6870)']","[' 1348     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.36963'],[' 0'], ,[' 400.267'],[' 0'],[' 11.2985'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.6478e+08'],[' 1.03111e+08'],[' 0'],[' 2.80127e+10'],[' 0'],[' 0'],[' 805 '],[' 1661 '],[' 2316 '],[' 2903 '],[' 3643 '],[' 4 '],[' 1 ']
Solving...,TA63, , , ,[' 1'],[' 2603+'],[' 1307'],"[' 601.616s (Solving', ' 595.94s 1st Model', ' 4.61s Unsat', ' 0.00s)']",[' 598.203s'], ,[' 60220905'],"[' 25381458 (Analyzed', ' 25231153)']","[' 48109    (Average', ' 524.46 Last', ' 214917)']",[' 2933.8  '],"[' 1307     (Average Length', ' 721.53 Splits', ' 0)']","[' 25231153 (Deleted', ' 24923514)']","[' 47       (Ratio', '   0.00%)']","[' 5705     (Ratio', '   0.02%)']","[' 25231153 (Average Length', '   13.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 25231153 (Average', '  2.26 Max', ' 3621 Sum', ' 57044319)']","[' 25230373 (Average', '  2.24 Max', ' 3597 Sum', ' 56451974 Ratio', '  98.96%)']","[' 780      (Average', ' 759.42 Max', ' 921 Sum', ' 592345 Ratio', '   1.04%)']", ,[' 98284   '],[' 4874    '],[' 90295   '],[' 36507   '],"[' 98798    (Atom=Atom', ' 27415 Body=Body', ' 17502 Other', ' 53881)']",[' Yes'],"[' 6653     (Eliminated', '    0 Frozen', ' 6653)']","[' 916      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.2483'],[' 0'], ,[' 418.276'],[' 0'],[' 10.5177'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.43281e+08'],[' 7.82673e+07'],[' 0'],[' 2.95257e+10'],[' 0'],[' 0'],[' 935 '],[' 1558 '],[' 2432 '],[' 2796 '],[' 3363 '],[' 5 '],[' 0 ']
Solving...,TA64, , , ,[' 1'],[' 2459+'],[' 1235'],"[' 601.525s (Solving', ' 596.16s 1st Model', ' 4.63s Unsat', ' 0.00s)']",[' 599.922s'], ,[' 65314208'],"[' 23220974 (Analyzed', ' 23059391)']","[' 43164    (Average', ' 534.23 Last', ' 117015)']",[' 2849.7  '],"[' 1235     (Average Length', ' 703.44 Splits', ' 0)']","[' 23059391 (Deleted', ' 22810072)']","[' 39       (Ratio', '   0.00%)']","[' 6511     (Ratio', '   0.03%)']","[' 23059391 (Average Length', '   14.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 23059391 (Average', '  2.70 Max', ' 3649 Sum', ' 62277014)']","[' 23058649 (Average', '  2.68 Max', ' 3462 Sum', ' 61749395 Ratio', '  99.15%)']","[' 742      (Average', ' 711.08 Max', ' 922 Sum', ' 527619 Ratio', '   0.85%)']", ,[' 97632   '],[' 4810    '],[' 89743   '],[' 35928   '],"[' 97605    (Atom=Atom', ' 27087 Body=Body', ' 17310 Other', ' 53208)']",[' Yes'],"[' 6516     (Eliminated', '    0 Frozen', ' 6516)']","[' 1182     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.14972'],[' 0'], ,[' 426.065'],[' 0'],[' 10.8945'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.6082e+08'],[' 9.57074e+07'],[' 0'],[' 3.01692e+10'],[' 0'],[' 0'],[' 1059 '],[' 1774 '],[' 2249 '],[' 2907 '],[' 3437 '],[' 5 '],[' 0 ']
Solving...,TA65, , , ,[' 1'],[' 2671+'],[' 1341'],"[' 516.276s (Solving', ' 510.74s 1st Model', ' 5.40s Unsat', ' 30.87s)']",[' 513.922s'], ,[' 47638377'],"[' 19418482 (Analyzed', ' 19254130)']","[' 37788    (Average', ' 509.53 Last', ' 13378)']",[' 2954.9  '],"[' 1341     (Average Length', ' 757.74 Splits', ' 0)']","[' 19254130 (Deleted', ' 19043263)']","[' 34       (Ratio', '   0.00%)']","[' 4767     (Ratio', '   0.02%)']","[' 19254130 (Average Length', '   13.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19254130 (Average', '  2.31 Max', ' 4256 Sum', ' 44505171)']","[' 19253470 (Average', '  2.28 Max', ' 3787 Sum', ' 43962241 Ratio', '  98.78%)']","[' 660      (Average', ' 822.62 Max', ' 1092 Sum', ' 542930 Ratio', '   1.22%)']", ,[' 98831   '],[' 4850    '],[' 90658   '],[' 36720   '],"[' 98503    (Atom=Atom', ' 27353 Body=Body', ' 17430 Other', ' 53720)']",[' Yes'],"[' 6674     (Eliminated', '    0 Frozen', ' 6674)']","[' 622      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.18253'],[' 0'], ,[' 371.177'],[' 0'],[' 9.45393'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.12665e+08'],[' 6.3517e+07'],[' 0'],[' 2.61853e+10'],[' 0'],[' 0'],[' 791 '],[' 1536 '],[' 2162 '],[' 2917 '],[' 3544 '],[' 4 '],[' 1 ']
Solving...,TA66, , , ,[' 1'],[' 2851+'],[' 1431'],"[' 601.644s (Solving', ' 595.66s 1st Model', ' 5.77s Unsat', ' 0.00s)']",[' 599.344s'], ,[' 75074506'],"[' 22738398 (Analyzed', ' 22551209)']","[' 41286    (Average', ' 546.22 Last', ' 278911)']",[' 2851.7  '],"[' 1431     (Average Length', ' 785.94 Splits', ' 0)']","[' 22551209 (Deleted', ' 22319547)']","[' 49       (Ratio', '   0.00%)']","[' 8345     (Ratio', '   0.04%)']","[' 22551209 (Average Length', '   14.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 22551209 (Average', '  3.18 Max', ' 3601 Sum', ' 71757868)']","[' 22550542 (Average', '  3.16 Max', ' 3406 Sum', ' 71183256 Ratio', '  99.20%)']","[' 667      (Average', ' 861.49 Max', ' 1070 Sum', ' 574612 Ratio', '   0.80%)']", ,[' 98646   '],[' 4883    '],[' 90731   '],[' 36656   '],"[' 99286    (Atom=Atom', ' 27575 Body=Body', ' 17529 Other', ' 54182)']",[' Yes'],"[' 6756     (Eliminated', '    0 Frozen', ' 6756)']","[' 1533     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.30332'],[' 0'], ,[' 422.118'],[' 0'],[' 11.5152'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.74593e+08'],[' 1.086e+08'],[' 0'],[' 2.87405e+10'],[' 0'],[' 0'],[' 912 '],[' 1555 '],[' 2181 '],[' 2875 '],[' 3531 '],[' 5 '],[' 0 ']
Solving...,TA67, , , ,[' 1'],[' 2813+'],[' 1412'],"[' 601.661s (Solving', ' 595.53s 1st Model', ' 5.27s Unsat', ' 0.00s)']",[' 599.188s'], ,[' 59647540'],"[' 24468972 (Analyzed', ' 24293953)']","[' 46062    (Average', ' 527.42 Last', ' 10953)']",[' 3077.4  '],"[' 1412     (Average Length', ' 766.59 Splits', ' 0)']","[' 24293953 (Deleted', ' 24033092)']","[' 16       (Ratio', '   0.00%)']","[' 4431     (Ratio', '   0.02%)']","[' 24293953 (Average Length', '   13.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 24293953 (Average', '  2.31 Max', ' 4048 Sum', ' 56028976)']","[' 24293204 (Average', '  2.28 Max', ' 3707 Sum', ' 55454554 Ratio', '  98.97%)']","[' 749      (Average', ' 766.92 Max', ' 1002 Sum', ' 574422 Ratio', '   1.03%)']", ,[' 98051   '],[' 4853    '],[' 90235   '],[' 36335   '],"[' 98749    (Atom=Atom', ' 27436 Body=Body', ' 17439 Other', ' 53874)']",[' Yes'],"[' 6689     (Eliminated', '    0 Frozen', ' 6689)']","[' 790      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.32824'],[' 0'], ,[' 421.528'],[' 0'],[' 11.0853'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.46316e+08'],[' 8.25845e+07'],[' 0'],[' 3.02099e+10'],[' 0'],[' 0'],[' 1055 '],[' 1684 '],[' 2381 '],[' 3097 '],[' 3557 '],[' 5 '],[' 0 ']
Solving...,TA68, , , ,[' 1'],[' 2677+'],[' 1344'],"[' 498.076s (Solving', ' 492.05s 1st Model', ' 5.29s Unsat', ' 11.58s)']",[' 495.703s'], ,[' 59559647'],"[' 20688932 (Analyzed', ' 20490469)']","[' 39057    (Average', ' 524.63 Last', ' 282330)']",[' 3248.9  '],"[' 1344     (Average Length', ' 736.06 Splits', ' 0)']","[' 20490469 (Deleted', ' 20243640)']","[' 22       (Ratio', '   0.00%)']","[' 4822     (Ratio', '   0.02%)']","[' 20490469 (Average Length', '   12.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20490469 (Average', '  2.72 Max', ' 4059 Sum', ' 55795240)']","[' 20489838 (Average', '  2.70 Max', ' 3852 Sum', ' 55362381 Ratio', '  99.22%)']","[' 631      (Average', ' 685.99 Max', ' 894 Sum', ' 432859 Ratio', '   0.78%)']", ,[' 97491   '],[' 4751    '],[' 89660   '],[' 35882   '],"[' 97007    (Atom=Atom', ' 26960 Body=Body', ' 17133 Other', ' 52914)']",[' Yes'],"[' 6558     (Eliminated', '    0 Frozen', ' 6558)']","[' 433      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.33939'],[' 0'], ,[' 340.9'],[' 0'],[' 8.88652'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.29204e+08'],[' 7.41873e+07'],[' 0'],[' 2.37591e+10'],[' 0'],[' 0'],[' 960 '],[' 1524 '],[' 2173 '],[' 2736 '],[' 3374 '],[' 4 '],[' 1 ']
Solving...,TA69, , , ,[' 1'],[' 2291+'],[' 1151'],"[' 601.392s (Solving', ' 596.42s 1st Model', ' 4.33s Unsat', ' 0.00s)']",[' 599.328s'], ,[' 66883046'],"[' 23827464 (Analyzed', ' 23683417)']","[' 43385    (Average', ' 545.89 Last', ' 124115)']",[' 2933.6  '],"[' 1151     (Average Length', ' 650.76 Splits', ' 0)']","[' 23683417 (Deleted', ' 23456044)']","[' 25       (Ratio', '   0.00%)']","[' 5681     (Ratio', '   0.02%)']","[' 23683417 (Average Length', '   14.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 23683417 (Average', '  2.70 Max', ' 4130 Sum', ' 63860709)']","[' 23682648 (Average', '  2.67 Max', ' 3662 Sum', ' 63334741 Ratio', '  99.18%)']","[' 769      (Average', ' 683.96 Max', ' 830 Sum', ' 525968 Ratio', '   0.82%)']", ,[' 97404   '],[' 4916    '],[' 89819   '],[' 35909   '],"[' 98899    (Atom=Atom', ' 27427 Body=Body', ' 17628 Other', ' 53844)']",[' Yes'],"[' 6558     (Eliminated', '    0 Frozen', ' 6558)']","[' 1141     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.09377'],[' 0'], ,[' 427.005'],[' 0'],[' 10.8844'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.5778e+08'],[' 9.49054e+07'],[' 0'],[' 2.9104e+10'],[' 0'],[' 0'],[' 1135 '],[' 1828 '],[' 2608 '],[' 2969 '],[' 3713 '],[' 5 '],[' 0 ']
Solving...,TA70, , , , ,[' 2649'],[' 1330'],"[' 498.159s (Solving', ' 492.44s 1st Model', ' 7.65s Unsat', ' 5.43s)']",[' 495.094s'], ,[' 65141711'],"[' 21349799 (Analyzed', ' 21224175)']","[' 39546    (Average', ' 536.70 Last', ' 50534)']",[' 2973.2  '],"[' 1330     (Average Length', ' 736.53 Splits', ' 0)']","[' 21224175 (Deleted', ' 20980560)']","[' 37       (Ratio', '   0.00%)']","[' 6104     (Ratio', '   0.03%)']","[' 21224175 (Average Length', '   14.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 21224175 (Average', '  2.92 Max', ' 4147 Sum', ' 62002001)']","[' 21223421 (Average', '  2.89 Max', ' 3687 Sum', ' 61380891 Ratio', '  99.00%)']","[' 754      (Average', ' 823.75 Max', ' 1002 Sum', ' 621110 Ratio', '   1.00%)']", ,[' 99125   '],[' 4994    '],[' 90940   '],[' 37181   '],"[' 100870   (Atom=Atom', ' 27918 Body=Body', ' 17862 Other', ' 55090)']",[' Yes'],"[' 6830     (Eliminated', '    0 Frozen', ' 6830)']","[' 1200     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.21481'],[' 0'], ,[' 330.75'],[' 0'],[' 9.36286'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.44678e+08'],[' 8.77154e+07'],[' 0'],[' 2.23559e+10'],[' 0'],[' 0'],[' 766 '],[' 1759 '],[' 2496 '],[' 3249 '],[' 3746 '],[' 4 '],[' 1 ']
