Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , ,[' 1785'],[' 899'],"[' 194.195s (Solving', ' 189.10s 1st Model', ' 3.34s Unsat', ' 14.53s)']",[' 193.734s'], ,[' 22407101'],"[' 13111653 (Analyzed', ' 13050030)']","[' 24133    (Average', ' 540.75 Last', ' 1032)']",[' 2035.9  '],"[' 899      (Average Length', ' 429.85 Splits', ' 0)']","[' 13050030 (Deleted', ' 12853613)']","[' 53       (Ratio', '   0.00%)']","[' 1457     (Ratio', '   0.01%)']","[' 13050030 (Average Length', '   11.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13050030 (Average', '  1.58 Max', ' 2581 Sum', ' 20617564)']","[' 13049851 (Average', '  1.58 Max', ' 2581 Sum', ' 20581418 Ratio', '  99.82%)']","[' 179      (Average', ' 201.93 Max', ' 522 Sum', '  36146 Ratio', '   0.18%)']", ,[' 76258   '],[' 3648    '],[' 76361   '],[' 43062   '],"[' 129182   (Atom=Atom', ' 40162 Body=Body', ' 22723 Other', ' 66297)']",[' Yes'],"[' 4501     (Eliminated', '    0 Frozen', ' 4501)']","[' 88       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.14852'],[' 0'], ,[' 102.156'],[' 0'],[' 3.30282'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.77914e+07'],[' 3.7814e+07'],[' 0'],[' 7.68082e+09'],[' 0'],[' 0'],[' 620 '],[' 1088 '],[' 1637 '],[' 2162 '],[' 2653 '],[' 3185 '],[' 1 '],[' 5 ']
Solving...,TA52, , ,[' 1519'],[' 766'],"[' 502.219s (Solving', ' 497.45s 1st Model', ' 2.55s Unsat', ' 159.93s)']",[' 500.516s'], ,[' 26619352'],"[' 14605104 (Analyzed', ' 14556059)']","[' 28674    (Average', ' 507.64 Last', ' 514173)']",[' 1724.2  '],"[' 766      (Average Length', ' 366.24 Splits', ' 0)']","[' 14556059 (Deleted', ' 14334198)']","[' 85       (Ratio', '   0.00%)']","[' 3281     (Ratio', '   0.02%)']","[' 14556059 (Average Length', '   11.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14556059 (Average', '  1.74 Max', ' 2136 Sum', ' 25271089)']","[' 14555633 (Average', '  1.73 Max', ' 2136 Sum', ' 25183943 Ratio', '  99.66%)']","[' 426      (Average', ' 204.57 Max', ' 558 Sum', '  87146 Ratio', '   0.34%)']", ,[' 75462   '],[' 3645    '],[' 75436   '],[' 41518   '],"[' 124550   (Atom=Atom', ' 38621 Body=Body', ' 22720 Other', ' 63209)']",[' Yes'],"[' 4369     (Eliminated', '    0 Frozen', ' 4369)']","[' 503      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.08087'],[' 0'], ,[' 391.794'],[' 0'],[' 6.74328'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.68922e+07'],[' 5.07971e+07'],[' 0'],[' 4.33926e+10'],[' 0'],[' 0'],[' 669 '],[' 1243 '],[' 1770 '],[' 2217 '],[' 2849 '],[' 3460 '],[' 2 '],[' 4 ']
Solving...,TA53, , ,[' 1637'],[' 825'],"[' 189.847s (Solving', ' 184.92s 1st Model', ' 3.12s Unsat', ' 11.51s)']",[' 188.516s'], ,[' 8757474 '],"[' 2520189  (Analyzed', ' 2450285)']","[' 4946     (Average', ' 495.41 Last', ' 108560)']",[' 1998.5  '],"[' 825      (Average Length', ' 395.58 Splits', ' 0)']","[' 2450285  (Deleted', ' 2402705)']","[' 53       (Ratio', '   0.00%)']","[' 1802     (Ratio', '   0.07%)']","[' 2450285  (Average Length', '   12.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2450285  (Average', '  3.01 Max', ' 2516 Sum', ' 7374634)']","[' 2450013  (Average', '  2.98 Max', ' 2516 Sum', ' 7295049 Ratio', '  98.92%)']","[' 272      (Average', ' 292.59 Max', ' 595 Sum', '  79585 Ratio', '   1.08%)']", ,[' 76836   '],[' 3699    '],[' 76865   '],[' 43429   '],"[' 130283   (Atom=Atom', ' 40478 Body=Body', ' 22774 Other', ' 67031)']",[' Yes'],"[' 4478     (Eliminated', '    0 Frozen', ' 4478)']","[' 231      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.15474'],[' 0'], ,[' 160.733'],[' 0'],[' 2.52738'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.33022e+07'],[' 2.61421e+07'],[' 0'],[' 2.07124e+10'],[' 0'],[' 0'],[' 606 '],[' 1114 '],[' 1649 '],[' 2328 '],[' 2851 '],[' 3373 '],[' 1 '],[' 5 ']
Solving...,TA54, , ,[' 1811'],[' 912'],"[' 49.130s (Solving', ' 44.12s 1st Model', ' 3.15s Unsat', ' 35.10s)']",[' 48.828s'], ,[' 7208958 '],"[' 2444456  (Analyzed', ' 2383141)']","[' 5536     (Average', ' 430.48 Last', ' 2078)']",[' 2126.2  '],"[' 912      (Average Length', ' 435.80 Splits', ' 0)']","[' 2383141  (Deleted', ' 2320671)']","[' 67       (Ratio', '   0.00%)']","[' 1292     (Ratio', '   0.05%)']","[' 2383141  (Average Length', '    9.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2383141  (Average', '  2.35 Max', ' 2604 Sum', ' 5597828)']","[' 2382960  (Average', '  2.33 Max', ' 2604 Sum', ' 5559939 Ratio', '  99.32%)']","[' 181      (Average', ' 209.33 Max', ' 658 Sum', '  37889 Ratio', '   0.68%)']", ,[' 76643   '],[' 3648    '],[' 76759   '],[' 43477   '],"[' 130427   (Atom=Atom', ' 40577 Body=Body', ' 22723 Other', ' 67127)']",[' Yes'],"[' 4514     (Eliminated', '    0 Frozen', ' 4514)']","[' 72       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.2801'],[' 0'], ,[' 23.458'],[' 0'],[' 0.835516'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.81161e+07'],[' 2.21055e+07'],[' 0'],[' 1.66748e+09'],[' 0'],[' 0'],[' 697 '],[' 1155 '],[' 1619 '],[' 2102 '],[' 2635 '],[' 3225 '],[' 0 '],[' 6 ']
Solving...,TA55, , ,[' 1897'],[' 955'],"[' 267.945s (Solving', ' 262.87s 1st Model', ' 6.27s Unsat', ' 84.03s)']",[' 267.297s'], ,[' 25734516'],"[' 13777709 (Analyzed', ' 13735075)']","[' 25473    (Average', ' 539.20 Last', ' 83119)']",[' 1882.0  '],"[' 955      (Average Length', ' 451.36 Splits', ' 0)']","[' 13735075 (Deleted', ' 13503189)']","[' 80       (Ratio', '   0.00%)']","[' 2635     (Ratio', '   0.02%)']","[' 13735075 (Average Length', '   11.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13735075 (Average', '  1.75 Max', ' 2314 Sum', ' 24070228)']","[' 13734775 (Average', '  1.75 Max', ' 2314 Sum', ' 23999004 Ratio', '  99.70%)']","[' 300      (Average', ' 237.41 Max', ' 694 Sum', '  71224 Ratio', '   0.30%)']", ,[' 75918   '],[' 3657    '],[' 76065   '],[' 42341   '],"[' 127019   (Atom=Atom', ' 39432 Body=Body', ' 22732 Other', ' 64855)']",[' Yes'],"[' 4554     (Eliminated', '    0 Frozen', ' 4554)']","[' 393      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.28607'],[' 0'], ,[' 165.231'],[' 0'],[' 4.36598'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.31046e+07'],[' 4.8832e+07'],[' 0'],[' 1.52126e+10'],[' 0'],[' 0'],[' 536 '],[' 1053 '],[' 1584 '],[' 2084 '],[' 2557 '],[' 3231 '],[' 1 '],[' 5 ']
Solving...,TA56, , ,[' 1477'],[' 745'],"[' 210.202s (Solving', ' 205.89s 1st Model', ' 2.46s Unsat', ' 198.85s)']",[' 209.016s'], ,[' 10480727'],"[' 5805209  (Analyzed', ' 5751593)']","[' 12682    (Average', ' 453.52 Last', ' 3169)']",[' 1917.3  '],"[' 745      (Average Length', ' 359.53 Splits', ' 0)']","[' 5751593  (Deleted', ' 5640481)']","[' 77       (Ratio', '   0.00%)']","[' 1804     (Ratio', '   0.03%)']","[' 5751593  (Average Length', '    9.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5751593  (Average', '  1.60 Max', ' 2427 Sum', ' 9225113)']","[' 5751277  (Average', '  1.59 Max', ' 2427 Sum', ' 9146752 Ratio', '  99.15%)']","[' 316      (Average', ' 247.98 Max', ' 549 Sum', '  78361 Ratio', '   0.85%)']", ,[' 75958   '],[' 3629    '],[' 75920   '],[' 42535   '],"[' 127601   (Atom=Atom', ' 39654 Body=Body', ' 22704 Other', ' 65243)']",[' Yes'],"[' 4341     (Eliminated', '    0 Frozen', ' 4341)']","[' 153      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.0252'],[' 0'], ,[' 162.762'],[' 0'],[' 2.96277'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.61035e+07'],[' 2.26011e+07'],[' 0'],[' 1.83568e+10'],[' 0'],[' 0'],[' 669 '],[' 1099 '],[' 1701 '],[' 2247 '],[' 2743 '],[' 3334 '],[' 0 '],[' 6 ']
Solving...,TA57, , ,[' 1663'],[' 838'],"[' 271.922s (Solving', ' 267.31s 1st Model', ' 2.73s Unsat', ' 259.70s)']",[' 271.109s'], ,[' 23179710'],"[' 13606561 (Analyzed', ' 13539184)']","[' 25214    (Average', ' 536.97 Last', ' 249436)']",[' 1925.0  '],"[' 838      (Average Length', ' 401.03 Splits', ' 0)']","[' 13539184 (Deleted', ' 13324737)']","[' 85       (Ratio', '   0.00%)']","[' 2019     (Ratio', '   0.01%)']","[' 13539184 (Average Length', '   10.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13539184 (Average', '  1.60 Max', ' 2402 Sum', ' 21653175)']","[' 13538865 (Average', '  1.59 Max', ' 2402 Sum', ' 21563904 Ratio', '  99.59%)']","[' 319      (Average', ' 279.85 Max', ' 652 Sum', '  89271 Ratio', '   0.41%)']", ,[' 76404   '],[' 3649    '],[' 76442   '],[' 42954   '],"[' 128858   (Atom=Atom', ' 40053 Body=Body', ' 22724 Other', ' 66081)']",[' Yes'],"[' 4437     (Eliminated', '    0 Frozen', ' 4437)']","[' 223      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.09309'],[' 0'], ,[' 174.824'],[' 0'],[' 3.99004'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.29214e+07'],[' 4.12387e+07'],[' 0'],[' 1.41028e+10'],[' 0'],[' 0'],[' 751 '],[' 1247 '],[' 1773 '],[' 2325 '],[' 2824 '],[' 3446 '],[' 0 '],[' 6 ']
Solving...,TA58, , ,[' 1555'],[' 784'],"[' 365.524s (Solving', ' 361.13s 1st Model', ' 2.62s Unsat', ' 21.66s)']",[' 364.438s'], ,[' 33920733'],"[' 18429531 (Analyzed', ' 18391411)']","[' 33696    (Average', ' 545.80 Last', ' 524)']",[' 1931.9  '],"[' 784      (Average Length', ' 380.93 Splits', ' 0)']","[' 18391411 (Deleted', ' 18100706)']","[' 59       (Ratio', '   0.00%)']","[' 2449     (Ratio', '   0.01%)']","[' 18391411 (Average Length', '   11.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 18391411 (Average', '  1.76 Max', ' 2329 Sum', ' 32297949)']","[' 18391099 (Average', '  1.75 Max', ' 2329 Sum', ' 32227510 Ratio', '  99.78%)']","[' 312      (Average', ' 225.77 Max', ' 567 Sum', '  70439 Ratio', '   0.22%)']", ,[' 75886   '],[' 3674    '],[' 75894   '],[' 42563   '],"[' 127685   (Atom=Atom', ' 39637 Body=Body', ' 22749 Other', ' 65299)']",[' Yes'],"[' 4432     (Eliminated', '    0 Frozen', ' 4432)']","[' 402      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.0529'],[' 0'], ,[' 240.805'],[' 0'],[' 5.69418'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.07647e+08'],[' 6.36068e+07'],[' 0'],[' 2.01709e+10'],[' 0'],[' 0'],[' 666 '],[' 1237 '],[' 1913 '],[' 2345 '],[' 2883 '],[' 3540 '],[' 2 '],[' 4 ']
Solving...,TA59, , ,[' 1845'],[' 929'],"[' 216.497s (Solving', ' 211.60s 1st Model', ' 2.70s Unsat', ' 38.32s)']",[' 215.922s'], ,[' 12424968'],"[' 6924690  (Analyzed', ' 6883673)']","[' 14516    (Average', ' 474.21 Last', ' 30197)']",[' 1984.1  '],"[' 929      (Average Length', ' 443.17 Splits', ' 0)']","[' 6883673  (Deleted', ' 6773509)']","[' 106      (Ratio', '   0.00%)']","[' 1756     (Ratio', '   0.03%)']","[' 6883673  (Average Length', '   10.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6883673  (Average', '  1.58 Max', ' 2446 Sum', ' 10864588)']","[' 6883354  (Average', '  1.57 Max', ' 2446 Sum', ' 10798789 Ratio', '  99.39%)']","[' 319      (Average', ' 206.27 Max', ' 522 Sum', '  65799 Ratio', '   0.61%)']", ,[' 76010   '],[' 3612    '],[' 76131   '],[' 42440   '],"[' 127316   (Atom=Atom', ' 39576 Body=Body', ' 22687 Other', ' 65053)']",[' Yes'],"[' 4483     (Eliminated', '    0 Frozen', ' 4483)']","[' 129      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.16715'],[' 0'], ,[' 164.951'],[' 0'],[' 2.98285'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.36538e+07'],[' 2.7104e+07'],[' 0'],[' 2.02381e+10'],[' 0'],[' 0'],[' 480 '],[' 969 '],[' 1574 '],[' 2075 '],[' 2582 '],[' 3272 '],[' 1 '],[' 5 ']
Solving...,TA60, , ,[' 1699'],[' 856'],"[' 235.780s (Solving', ' 231.33s 1st Model', ' 3.59s Unsat', ' 56.69s)']",[' 235.172s'], ,[' 24605882'],"[' 13944338 (Analyzed', ' 13902575)']","[' 25202    (Average', ' 551.65 Last', ' 36944)']",[' 1935.0  '],"[' 856      (Average Length', ' 406.39 Splits', ' 0)']","[' 13902575 (Deleted', ' 13690096)']","[' 81       (Ratio', '   0.00%)']","[' 2013     (Ratio', '   0.01%)']","[' 13902575 (Average Length', '   11.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13902575 (Average', '  1.65 Max', ' 2432 Sum', ' 22950178)']","[' 13902317 (Average', '  1.65 Max', ' 2432 Sum', ' 22894438 Ratio', '  99.76%)']","[' 258      (Average', ' 216.05 Max', ' 626 Sum', '  55740 Ratio', '   0.24%)']", ,[' 75910   '],[' 3598    '],[' 75965   '],[' 42503   '],"[' 127505   (Atom=Atom', ' 39653 Body=Body', ' 22673 Other', ' 65179)']",[' Yes'],"[' 4403     (Eliminated', '    0 Frozen', ' 4403)']","[' 210      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.08823'],[' 0'], ,[' 143.051'],[' 0'],[' 3.90429'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.41636e+07'],[' 4.19146e+07'],[' 0'],[' 1.3697e+10'],[' 0'],[' 0'],[' 607 '],[' 1063 '],[' 1505 '],[' 2070 '],[' 2549 '],[' 3069 '],[' 1 '],[' 5 ']
