Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, ,[' 1'],[' 479+'],[' 249'],"[' 306.608s (Solving', ' 305.68s 1st Model', ' 0.30s Unsat', ' 37.80s)']",[' 306.078s'], ,[' 23522153'],"[' 17125445 (Analyzed', ' 17100898)']","[' 35672    (Average', ' 479.39 Last', ' 30154)']",[' 1035.0  '],"[' 249      (Average Length', ' 175.77 Splits', ' 0)']","[' 17100898 (Deleted', ' 16857109)']","[' 12       (Ratio', '   0.00%)']","[' 2290     (Ratio', '   0.01%)']","[' 17100898 (Average Length', '   12.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17100898 (Average', '  1.33 Max', ' 1818 Sum', ' 22826435)']","[' 17100804 (Average', '  1.33 Max', ' 1818 Sum', ' 22810402 Ratio', '  99.93%)']","[' 94       (Average', ' 170.56 Max', ' 296 Sum', '  16033 Ratio', '   0.07%)']", ,[' 61137   '],[' 2105    '],[' 56352   '],[' 18698   '],"[' 47861    (Atom=Atom', ' 14119 Body=Body', ' 8618 Other', ' 25124)']",[' Yes'],"[' 2926     (Eliminated', '    0 Frozen', ' 2926)']","[' 151      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.133287'],[' 0'], ,[' 212.363'],[' 0'],[' 5.15406'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.04249e+07'],[' 2.21858e+07'],[' 0'],[' 1.59378e+10'],[' 0'],[' 0'],[' 609 '],[' 1136 '],[' 1422 '],[' 1900 '],[' 2308 '],[' 2723 '],[' 3130 '],[' 3665 '],[' 4108 '],[' 4 '],[' 5 ']
Solving...,TA52, ,[' 1'],[' 459+'],[' 239'],"[' 367.293s (Solving', ' 366.38s 1st Model', ' 0.29s Unsat', ' 32.25s)']",[' 366.703s'], ,[' 32942596'],"[' 22866461 (Analyzed', ' 22858997)']","[' 45479    (Average', ' 502.63 Last', ' 23606)']",[' 992.6   '],"[' 239      (Average Length', ' 167.31 Splits', ' 0)']","[' 22858997 (Deleted', ' 22594330)']","[' 12       (Ratio', '   0.00%)']","[' 2556     (Ratio', '   0.01%)']","[' 22858997 (Average Length', '   13.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 22858997 (Average', '  1.40 Max', ' 1696 Sum', ' 32104487)']","[' 22858863 (Average', '  1.40 Max', ' 1696 Sum', ' 32076672 Ratio', '  99.91%)']","[' 134      (Average', ' 207.57 Max', ' 271 Sum', '  27815 Ratio', '   0.09%)']", ,[' 61541   '],[' 2138    '],[' 56635   '],[' 18913   '],"[' 48345    (Atom=Atom', ' 14241 Body=Body', ' 8716 Other', ' 25388)']",[' Yes'],"[' 2954     (Eliminated', '    0 Frozen', ' 2954)']","[' 373      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.128276'],[' 0'], ,[' 243.248'],[' 0'],[' 5.78274'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.33444e+07'],[' 3.16657e+07'],[' 0'],[' 1.83065e+10'],[' 0'],[' 0'],[' 520 '],[' 1268 '],[' 1795 '],[' 2256 '],[' 2759 '],[' 3439 '],[' 3733 '],[' 4111 '],[' 4508 '],[' 5 '],[' 4 ']
Solving...,TA53, , ,[' 451'],[' 235'],"[' 71.004s (Solving', ' 70.06s 1st Model', ' 0.21s Unsat', ' 1.33s)']",[' 70.984s'], ,[' 6560994 '],"[' 4070230  (Analyzed', ' 3984875)']","[' 8713     (Average', ' 457.35 Last', ' 31867)']",[' 1061.9  '],"[' 235      (Average Length', ' 172.01 Splits', ' 0)']","[' 3984875  (Deleted', ' 3901923)']","[' 16       (Ratio', '   0.00%)']","[' 840      (Ratio', '   0.02%)']","[' 3984875  (Average Length', '   12.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3984875  (Average', '  1.55 Max', ' 1672 Sum', ' 6175950)']","[' 3984782  (Average', '  1.55 Max', ' 1672 Sum', ' 6167641 Ratio', '  99.87%)']","[' 93       (Average', ' 89.34 Max', ' 268 Sum', '   8309 Ratio', '   0.13%)']", ,[' 60245   '],[' 1991    '],[' 55543   '],[' 18119   '],"[' 46081    (Atom=Atom', ' 13656 Body=Body', ' 8277 Other', ' 24148)']",[' Yes'],"[' 2803     (Eliminated', '    0 Frozen', ' 2803)']","[' 63       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.135557'],[' 0'], ,[' 44.635'],[' 0'],[' 1.12251'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.70214e+07'],[' 8.12379e+06'],[' 0'],[' 3.39895e+09'],[' 0'],[' 0'],[' 596 '],[' 1085 '],[' 1442 '],[' 1821 '],[' 2194 '],[' 2667 '],[' 3243 '],[' 3632 '],[' 4008 '],[' 1 '],[' 8 ']
Solving...,TA54, , ,[' 485'],[' 252'],"[' 217.023s (Solving', ' 216.06s 1st Model', ' 0.27s Unsat', ' 14.54s)']",[' 216.656s'], ,[' 24610923'],"[' 15709294 (Analyzed', ' 15685152)']","[' 31917    (Average', ' 491.44 Last', ' 1831)']",[' 1023.9  '],"[' 252      (Average Length', ' 175.28 Splits', ' 0)']","[' 15685152 (Deleted', ' 15479896)']","[' 42       (Ratio', '   0.00%)']","[' 2030     (Ratio', '   0.01%)']","[' 15685152 (Average Length', '   13.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15685152 (Average', '  1.53 Max', ' 1687 Sum', ' 23952919)']","[' 15684987 (Average', '  1.53 Max', ' 1687 Sum', ' 23928928 Ratio', '  99.90%)']","[' 165      (Average', ' 145.40 Max', ' 282 Sum', '  23991 Ratio', '   0.10%)']", ,[' 60597   '],[' 2042    '],[' 55898   '],[' 18348   '],"[' 46987    (Atom=Atom', ' 13877 Body=Body', ' 8430 Other', ' 24680)']",[' Yes'],"[' 2869     (Eliminated', '    0 Frozen', ' 2869)']","[' 236      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.139116'],[' 0'], ,[' 129.376'],[' 0'],[' 3.15182'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.29657e+07'],[' 2.66611e+07'],[' 0'],[' 9.31078e+09'],[' 0'],[' 0'],[' 533 '],[' 1039 '],[' 1380 '],[' 1773 '],[' 2185 '],[' 2564 '],[' 3267 '],[' 3631 '],[' 3919 '],[' 3 '],[' 6 ']
Solving...,TA55, , ,[' 513'],[' 266'],"[' 272.088s (Solving', ' 271.07s 1st Model', ' 0.28s Unsat', ' 3.49s)']",[' 271.547s'], ,[' 22928258'],"[' 15952122 (Analyzed', ' 15902857)']","[' 32340    (Average', ' 491.74 Last', ' 48519)']",[' 1051.2  '],"[' 266      (Average Length', ' 188.29 Splits', ' 0)']","[' 15902857 (Deleted', ' 15692615)']","[' 42       (Ratio', '   0.00%)']","[' 2060     (Ratio', '   0.01%)']","[' 15902857 (Average Length', '   12.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15902857 (Average', '  1.40 Max', ' 1720 Sum', ' 22236935)']","[' 15902700 (Average', '  1.40 Max', ' 1720 Sum', ' 22211860 Ratio', '  99.89%)']","[' 157      (Average', ' 159.71 Max', ' 302 Sum', '  25075 Ratio', '   0.11%)']", ,[' 60776   '],[' 2049    '],[' 56035   '],[' 18454   '],"[' 47043    (Atom=Atom', ' 13919 Body=Body', ' 8451 Other', ' 24673)']",[' Yes'],"[' 2891     (Eliminated', '    0 Frozen', ' 2891)']","[' 273      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.150972'],[' 0'], ,[' 183.149'],[' 0'],[' 3.84005'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.832e+07'],[' 2.27401e+07'],[' 0'],[' 1.35466e+10'],[' 0'],[' 0'],[' 513 '],[' 961 '],[' 1438 '],[' 2062 '],[' 2395 '],[' 2735 '],[' 3294 '],[' 3774 '],[' 4107 '],[' 4 '],[' 5 ']
Solving...,TA56, , ,[' 375'],[' 197'],"[' 291.060s (Solving', ' 290.20s 1st Model', ' 0.19s Unsat', ' 88.95s)']",[' 290.609s'], ,[' 26831492'],"[' 19271130 (Analyzed', ' 19259407)']","[' 39244    (Average', ' 490.76 Last', ' 62299)']",[' 1007.3  '],"[' 197      (Average Length', ' 158.71 Splits', ' 0)']","[' 19259407 (Deleted', ' 18972690)']","[' 33       (Ratio', '   0.00%)']","[' 1750     (Ratio', '   0.01%)']","[' 19259407 (Average Length', '   11.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19259407 (Average', '  1.36 Max', ' 1570 Sum', ' 26208517)']","[' 19259269 (Average', '  1.36 Max', ' 1570 Sum', ' 26193164 Ratio', '  99.94%)']","[' 138      (Average', ' 111.25 Max', ' 257 Sum', '  15353 Ratio', '   0.06%)']", ,[' 60277   '],[' 1991    '],[' 55492   '],[' 18144   '],"[' 45977    (Atom=Atom', ' 13618 Body=Body', ' 8277 Other', ' 24082)']",[' Yes'],"[' 2766     (Eliminated', '    0 Frozen', ' 2766)']","[' 131      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.114945'],[' 0'], ,[' 181.777'],[' 0'],[' 4.67113'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.13685e+07'],[' 2.83924e+07'],[' 0'],[' 1.30077e+10'],[' 0'],[' 0'],[' 693 '],[' 1313 '],[' 1894 '],[' 2292 '],[' 2752 '],[' 3128 '],[' 3573 '],[' 4087 '],[' 4526 '],[' 3 '],[' 6 ']
Solving...,TA57, , ,[' 591'],[' 305'],"[' 303.842s (Solving', ' 302.78s 1st Model', ' 0.32s Unsat', ' 35.03s)']",[' 303.078s'], ,[' 27219914'],"[' 21046565 (Analyzed', ' 21025005)']","[' 42760    (Average', ' 491.70 Last', ' 33538)']",[' 1057.4  '],"[' 305      (Average Length', ' 208.54 Splits', ' 0)']","[' 21025005 (Deleted', ' 20728291)']","[' 24       (Ratio', '   0.00%)']","[' 1740     (Ratio', '   0.01%)']","[' 21025005 (Average Length', '   12.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 21025005 (Average', '  1.26 Max', ' 1686 Sum', ' 26471080)']","[' 21024893 (Average', '  1.26 Max', ' 1686 Sum', ' 26450411 Ratio', '  99.92%)']","[' 112      (Average', ' 184.54 Max', ' 343 Sum', '  20669 Ratio', '   0.08%)']", ,[' 60439   '],[' 2006    '],[' 55788   '],[' 18250   '],"[' 46541    (Atom=Atom', ' 13786 Body=Body', ' 8322 Other', ' 24433)']",[' Yes'],"[' 2883     (Eliminated', '    0 Frozen', ' 2883)']","[' 240      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.162152'],[' 0'], ,[' 186.142'],[' 0'],[' 3.52456'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.21934e+07'],[' 2.51357e+07'],[' 0'],[' 1.35853e+10'],[' 0'],[' 0'],[' 603 '],[' 1036 '],[' 1501 '],[' 1949 '],[' 2462 '],[' 2945 '],[' 3393 '],[' 3870 '],[' 4306 '],[' 4 '],[' 5 ']
Solving...,TA58, , ,[' 509'],[' 264'],"[' 274.488s (Solving', ' 273.49s 1st Model', ' 0.29s Unsat', ' 71.65s)']",[' 273.953s'], ,[' 29115800'],"[' 19857349 (Analyzed', ' 19843065)']","[' 39600    (Average', ' 501.09 Last', ' 38241)']",[' 1053.5  '],"[' 264      (Average Length', ' 186.42 Splits', ' 0)']","[' 19843065 (Deleted', ' 19600700)']","[' 37       (Ratio', '   0.00%)']","[' 2385     (Ratio', '   0.01%)']","[' 19843065 (Average Length', '   13.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19843065 (Average', '  1.43 Max', ' 1772 Sum', ' 28310701)']","[' 19842955 (Average', '  1.43 Max', ' 1772 Sum', ' 28296975 Ratio', '  99.95%)']","[' 110      (Average', ' 124.78 Max', ' 293 Sum', '  13726 Ratio', '   0.05%)']", ,[' 60797   '],[' 2059    '],[' 56077   '],[' 18479   '],"[' 47226    (Atom=Atom', ' 13957 Body=Body', ' 8481 Other', ' 24788)']",[' Yes'],"[' 2899     (Eliminated', '    0 Frozen', ' 2899)']","[' 286      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.150405'],[' 0'], ,[' 169.696'],[' 0'],[' 4.02546'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.39441e+07'],[' 2.94202e+07'],[' 0'],[' 1.23551e+10'],[' 0'],[' 0'],[' 546 '],[' 1249 '],[' 1691 '],[' 2049 '],[' 2663 '],[' 3035 '],[' 3612 '],[' 4145 '],[' 4462 '],[' 3 '],[' 6 ']
Solving...,TA59, , ,[' 587'],[' 303'],"[' 169.847s (Solving', ' 168.77s 1st Model', ' 0.34s Unsat', ' 33.34s)']",[' 169.813s'], ,[' 15682188'],"[' 11772391 (Analyzed', ' 11765265)']","[' 24174    (Average', ' 486.69 Last', ' 131431)']",[' 1112.9  '],"[' 303      (Average Length', ' 216.52 Splits', ' 0)']","[' 11765265 (Deleted', ' 11584735)']","[' 31       (Ratio', '   0.00%)']","[' 1472     (Ratio', '   0.01%)']","[' 11765265 (Average Length', '   12.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11765265 (Average', '  1.29 Max', ' 1776 Sum', ' 15120360)']","[' 11765170 (Average', '  1.28 Max', ' 1776 Sum', ' 15108617 Ratio', '  99.92%)']","[' 95       (Average', ' 123.61 Max', ' 349 Sum', '  11743 Ratio', '   0.08%)']", ,[' 60454   '],[' 2023    '],[' 55846   '],[' 18290   '],"[' 46781    (Atom=Atom', ' 13852 Body=Body', ' 8373 Other', ' 24556)']",[' Yes'],"[' 2902     (Eliminated', '    0 Frozen', ' 2902)']","[' 142      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.166943'],[' 0'], ,[' 101.723'],[' 0'],[' 2.38621'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.16704e+07'],[' 1.52955e+07'],[' 0'],[' 7.32341e+09'],[' 0'],[' 0'],[' 493 '],[' 1000 '],[' 1307 '],[' 1749 '],[' 2109 '],[' 2613 '],[' 2925 '],[' 3415 '],[' 3927 '],[' 2 '],[' 7 ']
Solving...,TA60, ,[' 1'],[' 585+'],[' 302'],"[' 341.547s (Solving', ' 340.47s 1st Model', ' 0.36s Unsat', ' 72.16s)']",[' 340.984s'], ,[' 30414096'],"[' 21366093 (Analyzed', ' 21355687)']","[' 44250    (Average', ' 482.61 Last', ' 828)']",[' 1051.3  '],"[' 302      (Average Length', ' 206.61 Splits', ' 0)']","[' 21355687 (Deleted', ' 21053143)']","[' 5        (Ratio', '   0.00%)']","[' 2211     (Ratio', '   0.01%)']","[' 21355687 (Average Length', '   12.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 21355687 (Average', '  1.38 Max', ' 1760 Sum', ' 29563198)']","[' 21355578 (Average', '  1.38 Max', ' 1760 Sum', ' 29539696 Ratio', '  99.92%)']","[' 109      (Average', ' 215.61 Max', ' 331 Sum', '  23502 Ratio', '   0.08%)']", ,[' 61030   '],[' 2077    '],[' 56294   '],[' 18633   '],"[' 47571    (Atom=Atom', ' 14067 Body=Body', ' 8535 Other', ' 24969)']",[' Yes'],"[' 2955     (Eliminated', '    0 Frozen', ' 2955)']","[' 222      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.161936'],[' 0'], ,[' 223.322'],[' 0'],[' 5.64251'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.10671e+07'],[' 3.26709e+07'],[' 0'],[' 1.59651e+10'],[' 0'],[' 0'],[' 555 '],[' 918 '],[' 1408 '],[' 1743 '],[' 2198 '],[' 2678 '],[' 3190 '],[' 3805 '],[' 4205 '],[' 4 '],[' 5 ']
