Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , ,[' 1'],[' 5361+'],[' 2684'],"[' 603.866s (Solving', ' 588.31s 1st Model', ' 515.05s Unsat', ' 0.00s)']",[' 602.078s'], ,[' 306365437'],"[' 4469598  (Analyzed', ' 3770907)']","[' 11990    (Average', ' 314.50 Last', ' 180693)']",[' 4893.1  '],"[' 2684     (Average Length', ' 1384.52 Splits', ' 0)']","[' 3770907  (Deleted', ' 3714182)']","[' 277      (Ratio', '   0.01%)']","[' 38027    (Ratio', '   1.01%)']","[' 3770907  (Average Length', '   14.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3770907  (Average', ' 78.71 Max', ' 4612 Sum', ' 296804260)']","[' 3770213  (Average', ' 78.44 Max', ' 4612 Sum', ' 295807874 Ratio', '  99.66%)']","[' 694      (Average', ' 1435.71 Max', ' 1660 Sum', ' 996386 Ratio', '   0.34%)']", ,[' 123517  '],[' 7957    '],[' 115441  '],[' 52320   '],"[' 153930   (Atom=Atom', ' 40195 Body=Body', ' 26580 Other', ' 87155)']",[' Yes'],"[' 10716    (Eliminated', '    0 Frozen', ' 10716)']","[' 5595     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.60907'],[' 0'], ,[' 242.986'],[' 0'],[' 18.9456'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.71282e+08'],[' 8.2457e+08'],[' 0'],[' 1.06344e+10'],[' 0'],[' 0'],[' 1162 '],[' 2265 '],[' 3201 '],[' 3 '],[' 0 ']
Solving...,TA62, , ,[' 1'],[' 5319+'],[' 2663'],"[' 603.748s (Solving', ' 588.80s 1st Model', ' 469.16s Unsat', ' 0.00s)']",[' 602.922s'], ,[' 310515357'],"[' 4567917  (Analyzed', ' 3936412)']","[' 12425    (Average', ' 316.81 Last', ' 326375)']",[' 4903.2  '],"[' 2663     (Average Length', ' 1383.29 Splits', ' 0)']","[' 3936412  (Deleted', ' 3877003)']","[' 329      (Ratio', '   0.01%)']","[' 40126    (Ratio', '   1.02%)']","[' 3936412  (Average Length', '   15.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3936412  (Average', ' 76.46 Max', ' 4782 Sum', ' 300979210)']","[' 3935787  (Average', ' 76.22 Max', ' 4668 Sum', ' 300048894 Ratio', '  99.69%)']","[' 625      (Average', ' 1488.51 Max', ' 2672 Sum', ' 930316 Ratio', '   0.31%)']", ,[' 123518  '],[' 7960    '],[' 115397  '],[' 52346   '],"[' 153923   (Atom=Atom', ' 40186 Body=Body', ' 26589 Other', ' 87148)']",[' Yes'],"[' 10696    (Eliminated', '    0 Frozen', ' 10696)']","[' 5614     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.46386'],[' 0'], ,[' 242.302'],[' 0'],[' 19.1787'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.70704e+08'],[' 8.2709e+08'],[' 0'],[' 1.04886e+10'],[' 0'],[' 0'],[' 1197 '],[' 2357 '],[' 3335 '],[' 3 '],[' 0 ']
Solving...,TA63, , ,[' 1'],[' 5887+'],[' 2947'],"[' 604.152s (Solving', ' 587.25s 1st Model', ' 499.93s Unsat', ' 0.00s)']",[' 602.578s'], ,[' 307385242'],"[' 5261145  (Analyzed', ' 4514188)']","[' 13513    (Average', ' 334.06 Last', ' 317459)']",[' 5059.1  '],"[' 2947     (Average Length', ' 1489.85 Splits', ' 0)']","[' 4514188  (Deleted', ' 4455053)']","[' 312      (Ratio', '   0.01%)']","[' 37553    (Ratio', '   0.83%)']","[' 4514188  (Average Length', '   14.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4514188  (Average', ' 65.73 Max', ' 4754 Sum', ' 296740135)']","[' 4513495  (Average', ' 65.49 Max', ' 4680 Sum', ' 295643971 Ratio', '  99.63%)']","[' 693      (Average', ' 1581.77 Max', ' 1792 Sum', ' 1096164 Ratio', '   0.37%)']", ,[' 123689  '],[' 7945    '],[' 115813  '],[' 52522   '],"[' 154519   (Atom=Atom', ' 40410 Body=Body', ' 26544 Other', ' 87565)']",[' Yes'],"[' 10899    (Eliminated', '    0 Frozen', ' 10899)']","[' 5453     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.89339'],[' 0'], ,[' 247.941'],[' 0'],[' 19.0238'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.09264e+08'],[' 7.632e+08'],[' 0'],[' 1.08416e+10'],[' 0'],[' 0'],[' 1199 '],[' 2203 '],[' 3103 '],[' 3 '],[' 0 ']
Solving...,TA64, , ,[' 1'],[' 5275+'],[' 2641'],"[' 603.757s (Solving', ' 588.75s 1st Model', ' 381.47s Unsat', ' 0.00s)']",[' 601.969s'], ,[' 296000481'],"[' 6265579  (Analyzed', ' 5384029)']","[' 14047    (Average', ' 383.29 Last', ' 198766)']",[' 5026.9  '],"[' 2641     (Average Length', ' 1339.67 Splits', ' 0)']","[' 5384029  (Deleted', ' 5308925)']","[' 328      (Ratio', '   0.01%)']","[' 37817    (Ratio', '   0.70%)']","[' 5384029  (Average Length', '   15.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5384029  (Average', ' 53.05 Max', ' 4693 Sum', ' 285628174)']","[' 5383455  (Average', ' 52.90 Max', ' 4658 Sum', ' 284833430 Ratio', '  99.72%)']","[' 574      (Average', ' 1384.57 Max', ' 1616 Sum', ' 794744 Ratio', '   0.28%)']", ,[' 123327  '],[' 7996    '],[' 115098  '],[' 52399   '],"[' 154353   (Atom=Atom', ' 40308 Body=Body', ' 26697 Other', ' 87348)']",[' Yes'],"[' 10621    (Eliminated', '    0 Frozen', ' 10621)']","[' 4786     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.51845'],[' 0'], ,[' 259.367'],[' 0'],[' 18.56'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.61004e+08'],[' 7.21393e+08'],[' 0'],[' 1.15792e+10'],[' 0'],[' 0'],[' 1311 '],[' 2283 '],[' 3136 '],[' 3 '],[' 0 ']
Solving...,TA65, , ,[' 1'],[' 5087+'],[' 2547'],"[' 603.726s (Solving', ' 589.20s 1st Model', ' 473.76s Unsat', ' 0.00s)']",[' 602.438s'], ,[' 307306478'],"[' 4697870  (Analyzed', ' 4066479)']","[' 13048    (Average', ' 311.66 Last', ' 198250)']",[' 4843.5  '],"[' 2547     (Average Length', ' 1305.34 Splits', ' 0)']","[' 4066479  (Deleted', ' 4000282)']","[' 296      (Ratio', '   0.01%)']","[' 38989    (Ratio', '   0.96%)']","[' 4066479  (Average Length', '   15.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4066479  (Average', ' 73.32 Max', ' 4733 Sum', ' 298143294)']","[' 4065798  (Average', ' 73.08 Max', ' 4698 Sum', ' 297183475 Ratio', '  99.68%)']","[' 681      (Average', ' 1409.43 Max', ' 3027 Sum', ' 959819 Ratio', '   0.32%)']", ,[' 123437  '],[' 7980    '],[' 115221  '],[' 52244   '],"[' 153857   (Atom=Atom', ' 40150 Body=Body', ' 26649 Other', ' 87058)']",[' Yes'],"[' 10588    (Eliminated', '    0 Frozen', ' 10588)']","[' 5695     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.35033'],[' 0'], ,[' 251.618'],[' 0'],[' 19.079'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.46221e+08'],[' 8.03329e+08'],[' 0'],[' 1.148e+10'],[' 0'],[' 0'],[' 1116 '],[' 2178 '],[' 3126 '],[' 3 '],[' 0 ']
Solving...,TA66, , ,[' 1'],[' 5605+'],[' 2806'],"[' 603.853s (Solving', ' 588.17s 1st Model', ' 511.24s Unsat', ' 0.00s)']",[' 602.219s'], ,[' 307189027'],"[' 5101397  (Analyzed', ' 4250017)']","[' 13467    (Average', ' 315.59 Last', ' 270666)']",[' 4981.8  '],"[' 2806     (Average Length', ' 1423.26 Splits', ' 0)']","[' 4250017  (Deleted', ' 4194431)']","[' 310      (Ratio', '   0.01%)']","[' 36705    (Ratio', '   0.86%)']","[' 4250017  (Average Length', '   15.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4250017  (Average', ' 69.83 Max', ' 4778 Sum', ' 296784626)']","[' 4249426  (Average', ' 69.62 Max', ' 4712 Sum', ' 295873955 Ratio', '  99.69%)']","[' 591      (Average', ' 1540.90 Max', ' 1777 Sum', ' 910671 Ratio', '   0.31%)']", ,[' 124052  '],[' 8035    '],[' 115993  '],[' 52786   '],"[' 155452   (Atom=Atom', ' 40629 Body=Body', ' 26814 Other', ' 88009)']",[' Yes'],"[' 10836    (Eliminated', '    0 Frozen', ' 10836)']","[' 4971     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.6998'],[' 0'], ,[' 248.823'],[' 0'],[' 19.1903'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.23192e+08'],[' 7.77415e+08'],[' 0'],[' 1.0863e+10'],[' 0'],[' 0'],[' 1157 '],[' 2134 '],[' 3140 '],[' 3 '],[' 0 ']
Solving...,TA67, , ,[' 1'],[' 5669+'],[' 2838'],"[' 604.046s (Solving', ' 587.51s 1st Model', ' 345.98s Unsat', ' 0.00s)']",[' 602.625s'], ,[' 292535771'],"[' 6222787  (Analyzed', ' 5310900)']","[' 13775    (Average', ' 385.55 Last', ' 197514)']",[' 5164.5  '],"[' 2838     (Average Length', ' 1442.90 Splits', ' 0)']","[' 5310900  (Deleted', ' 5238691)']","[' 330      (Ratio', '   0.01%)']","[' 37338    (Ratio', '   0.70%)']","[' 5310900  (Average Length', '   16.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5310900  (Average', ' 53.02 Max', ' 4926 Sum', ' 281570362)']","[' 5310231  (Average', ' 52.83 Max', ' 4764 Sum', ' 280571302 Ratio', '  99.65%)']","[' 669      (Average', ' 1493.36 Max', ' 1692 Sum', ' 999060 Ratio', '   0.35%)']", ,[' 123772  '],[' 8007    '],[' 115747  '],[' 52700   '],"[' 155152   (Atom=Atom', ' 40549 Body=Body', ' 26730 Other', ' 87873)']",[' Yes'],"[' 10851    (Eliminated', '    0 Frozen', ' 10851)']","[' 5352     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.83209'],[' 0'], ,[' 263.519'],[' 0'],[' 18.6775'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.40582e+08'],[' 7.04932e+08'],[' 0'],[' 1.20068e+10'],[' 0'],[' 0'],[' 1300 '],[' 2401 '],[' 3222 '],[' 3 '],[' 0 ']
Solving...,TA68, , ,[' 1'],[' 5829+'],[' 2918'],"[' 604.154s (Solving', ' 587.64s 1st Model', ' 488.98s Unsat', ' 0.00s)']",[' 603.000s'], ,[' 314012173'],"[' 5372703  (Analyzed', ' 4537942)']","[' 14345    (Average', ' 316.34 Last', ' 393584)']",[' 5096.6  '],"[' 2918     (Average Length', ' 1476.75 Splits', ' 0)']","[' 4537942  (Deleted', ' 4470529)']","[' 299      (Ratio', '   0.01%)']","[' 36186    (Ratio', '   0.80%)']","[' 4537942  (Average Length', '   14.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4537942  (Average', ' 66.78 Max', ' 4759 Sum', ' 303060411)']","[' 4537344  (Average', ' 66.57 Max', ' 4759 Sum', ' 302101705 Ratio', '  99.68%)']","[' 598      (Average', ' 1603.19 Max', ' 1838 Sum', ' 958706 Ratio', '   0.32%)']", ,[' 123682  '],[' 7949    '],[' 115717  '],[' 52516   '],"[' 154478   (Atom=Atom', ' 40397 Body=Body', ' 26556 Other', ' 87525)']",[' Yes'],"[' 10819    (Eliminated', '    0 Frozen', ' 10819)']","[' 4966     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.85374'],[' 0'], ,[' 247.439'],[' 0'],[' 19.4407'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.13429e+08'],[' 7.64705e+08'],[' 0'],[' 1.06784e+10'],[' 0'],[' 0'],[' 1120 '],[' 2141 '],[' 3087 '],[' 3 '],[' 0 ']
Solving...,TA69, , ,[' 1'],[' 5027+'],[' 2517'],"[' 603.627s (Solving', ' 589.18s 1st Model', ' 376.25s Unsat', ' 0.00s)']",[' 602.344s'], ,[' 294994777'],"[' 5142097  (Analyzed', ' 4392657)']","[' 12312    (Average', ' 356.78 Last', ' 369207)']",[' 4903.7  '],"[' 2517     (Average Length', ' 1306.90 Splits', ' 0)']","[' 4392657  (Deleted', ' 4327088)']","[' 329      (Ratio', '   0.01%)']","[' 39455    (Ratio', '   0.90%)']","[' 4392657  (Average Length', '   16.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4392657  (Average', ' 65.02 Max', ' 4776 Sum', ' 285597484)']","[' 4392029  (Average', ' 64.82 Max', ' 4776 Sum', ' 284751133 Ratio', '  99.70%)']","[' 628      (Average', ' 1347.69 Max', ' 1615 Sum', ' 846351 Ratio', '   0.30%)']", ,[' 123631  '],[' 8014    '],[' 115341  '],[' 52402   '],"[' 154253   (Atom=Atom', ' 40256 Body=Body', ' 26751 Other', ' 87246)']",[' Yes'],"[' 10580    (Eliminated', '    0 Frozen', ' 10580)']","[' 5698     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.37301'],[' 0'], ,[' 254.089'],[' 0'],[' 18.7208'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.12459e+08'],[' 7.72016e+08'],[' 0'],[' 1.16598e+10'],[' 0'],[' 0'],[' 1369 '],[' 2455 '],[' 3435 '],[' 3 '],[' 0 ']
Solving...,TA70, , ,[' 1'],[' 5057+'],[' 2532'],"[' 603.558s (Solving', ' 589.34s 1st Model', ' 343.18s Unsat', ' 0.00s)']",[' 602.063s'], ,[' 277321081'],"[' 6124573  (Analyzed', ' 5487137)']","[' 14743    (Average', ' 372.19 Last', ' 536023)']",[' 4836.0  '],"[' 2532     (Average Length', ' 1303.28 Splits', ' 0)']","[' 5487137  (Deleted', ' 5415554)']","[' 383      (Ratio', '   0.01%)']","[' 34779    (Ratio', '   0.63%)']","[' 5487137  (Average Length', '   14.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5487137  (Average', ' 48.89 Max', ' 4900 Sum', ' 268280345)']","[' 5486460  (Average', ' 48.71 Max', ' 4726 Sum', ' 267284501 Ratio', '  99.63%)']","[' 677      (Average', ' 1470.97 Max', ' 1612 Sum', ' 995844 Ratio', '   0.37%)']", ,[' 123382  '],[' 7984    '],[' 115147  '],[' 52317   '],"[' 153862   (Atom=Atom', ' 40151 Body=Body', ' 26661 Other', ' 87050)']",[' Yes'],"[' 10624    (Eliminated', '    0 Frozen', ' 10624)']","[' 5384     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.2889'],[' 0'], ,[' 287.861'],[' 0'],[' 18.4473'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.0252e+08'],[' 6.79451e+08'],[' 0'],[' 1.48172e+10'],[' 0'],[' 0'],[' 1217 '],[' 2512 '],[' 3467 '],[' 3 '],[' 0 ']
