Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Completion Time for Window 10 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, ,[' 1'],[' 3367+'],[' 1694'],"[' 1008.568s (Solving', ' 976.38s 1st Model', ' 33.20s Unsat', ' 0.00s)']",[' 1006.375s'], ,[' 64363378'],"[' 13174694 (Analyzed', ' 13017784)']","[' 26859    (Average', ' 484.67 Last', ' 141161)']",[' 7085.9  '],"[' 1694     (Average Length', ' 808.69 Splits', ' 0)']","[' 13017784 (Deleted', ' 12847082)']","[' 22       (Ratio', '   0.00%)']","[' 7800     (Ratio', '   0.06%)']","[' 13017784 (Average Length', '   14.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13017784 (Average', '  4.13 Max', ' 10125 Sum', ' 53732027)']","[' 13016695 (Average', '  4.08 Max', ' 10125 Sum', ' 53063557 Ratio', '  98.76%)']","[' 1089     (Average', ' 613.84 Max', ' 1280 Sum', ' 668470 Ratio', '   1.24%)']", ,[' 371351  '],[' 14077   '],[' 370962  '],[' 238755  '],"[' 716261   (Atom=Atom', ' 226676 Body=Body', ' 114977 Other', ' 374608)']",[' Yes'],"[' 15688    (Eliminated', '    0 Frozen', ' 15688)']","[' 1501     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.27049'],[' 0'], ,[' 862.103'],[' 0'],[' 13.7111'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.93732e+08'],[' 2.57257e+08'],[' 0'],[' 1.2731e+11'],[' 0'],[' 0'],[' 906 '],[' 1799 '],[' 2606 '],[' 3128 '],[' 3901 '],[' 4814 '],[' 5513 '],[' 6316 '],[' 6988 '],[' 7674 '],[' 10 '],[' 0 ']
Solving...,TA72, ,[' 1'],[' 2643+'],[' 1332'],"[' 1007.106s (Solving', ' 981.28s 1st Model', ' 24.28s Unsat', ' 0.00s)']",[' 1005.281s'], ,[' 56587553'],"[' 13716682 (Analyzed', ' 13606824)']","[' 28524    (Average', ' 477.03 Last', ' 2296)']",[' 6821.8  '],"[' 1332     (Average Length', ' 645.08 Splits', ' 0)']","[' 13606824 (Deleted', ' 13421533)']","[' 9        (Ratio', '   0.00%)']","[' 6831     (Ratio', '   0.05%)']","[' 13606824 (Average Length', '   14.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13606824 (Average', '  3.53 Max', ' 9763 Sum', ' 48061292)']","[' 13605930 (Average', '  3.51 Max', ' 9763 Sum', ' 47697156 Ratio', '  99.24%)']","[' 894      (Average', ' 407.31 Max', ' 1066 Sum', ' 364136 Ratio', '   0.76%)']", ,[' 367189  '],[' 13566   '],[' 366467  '],[' 232222  '],"[' 696662   (Atom=Atom', ' 220654 Body=Body', ' 114466 Other', ' 361542)']",[' Yes'],"[' 14844    (Eliminated', '    0 Frozen', ' 14844)']","[' 1185     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.89177'],[' 0'], ,[' 875.41'],[' 0'],[' 12.6339'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.55021e+08'],[' 2.19656e+08'],[' 0'],[' 1.34265e+11'],[' 0'],[' 0'],[' 690 '],[' 1617 '],[' 2625 '],[' 3659 '],[' 4376 '],[' 5324 '],[' 6065 '],[' 6799 '],[' 7406 '],[' 8223 '],[' 10 '],[' 0 ']
Solving...,TA73, ,[' 1'],[' 3099+'],[' 1560'],"[' 1007.542s (Solving', ' 978.56s 1st Model', ' 27.01s Unsat', ' 0.00s)']",[' 1006.063s'], ,[' 71850667'],"[' 14253532 (Analyzed', ' 14072465)']","[' 28148    (Average', ' 499.95 Last', ' 33219)']",[' 6711.9  '],"[' 1560     (Average Length', ' 743.00 Splits', ' 0)']","[' 14072465 (Deleted', ' 13898090)']","[' 16       (Ratio', '   0.00%)']","[' 8092     (Ratio', '   0.06%)']","[' 14072465 (Average Length', '   17.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14072465 (Average', '  4.44 Max', ' 9246 Sum', ' 62454615)']","[' 14071411 (Average', '  4.39 Max', ' 9246 Sum', ' 61727587 Ratio', '  98.84%)']","[' 1054     (Average', ' 689.78 Max', ' 1162 Sum', ' 727028 Ratio', '   1.16%)']", ,[' 369694  '],[' 13288   '],[' 369170  '],[' 235760  '],"[' 707276   (Atom=Atom', ' 224470 Body=Body', ' 114188 Other', ' 368618)']",[' Yes'],"[' 14764    (Eliminated', '    0 Frozen', ' 14764)']","[' 1401     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.55064'],[' 0'], ,[' 863.38'],[' 0'],[' 13.4678'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.05567e+08'],[' 2.6507e+08'],[' 0'],[' 1.27897e+11'],[' 0'],[' 0'],[' 1054 '],[' 1956 '],[' 2741 '],[' 3324 '],[' 3988 '],[' 5090 '],[' 5939 '],[' 6600 '],[' 7343 '],[' 7918 '],[' 10 '],[' 0 ']
Solving...,TA74, ,[' 1'],[' 3295+'],[' 1658'],"[' 932.512s (Solving', ' 898.95s 1st Model', ' 30.89s Unsat', ' 11.68s)']",[' 931.047s'], ,[' 63357521'],"[' 12792492 (Analyzed', ' 12609436)']","[' 25684    (Average', ' 490.95 Last', ' 80816)']",[' 7275.6  '],"[' 1658     (Average Length', ' 788.97 Splits', ' 0)']","[' 12609436 (Deleted', ' 12431320)']","[' 40       (Ratio', '   0.00%)']","[' 8558     (Ratio', '   0.07%)']","[' 12609436 (Average Length', '   15.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12609436 (Average', '  4.16 Max', ' 9858 Sum', ' 52501130)']","[' 12608249 (Average', '  4.12 Max', ' 9858 Sum', ' 51929455 Ratio', '  98.91%)']","[' 1187     (Average', ' 481.61 Max', ' 1233 Sum', ' 571675 Ratio', '   1.09%)']", ,[' 368168  '],[' 14262   '],[' 367724  '],[' 234214  '],"[' 702638   (Atom=Atom', ' 221950 Body=Body', ' 115162 Other', ' 365526)']",[' Yes'],"[' 15818    (Eliminated', '    0 Frozen', ' 15818)']","[' 1624     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.52186'],[' 0'], ,[' 788.604'],[' 0'],[' 12.7314'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.02925e+08'],[' 2.67942e+08'],[' 0'],[' 1.13815e+11'],[' 0'],[' 0'],[' 885 '],[' 1724 '],[' 2561 '],[' 3275 '],[' 4783 '],[' 5159 '],[' 5704 '],[' 6425 '],[' 7014 '],[' 7715 '],[' 9 '],[' 1 ']
Solving...,TA75, ,[' 1'],[' 2369+'],[' 1195'],"[' 1006.538s (Solving', ' 984.40s 1st Model', ' 21.60s Unsat', ' 0.00s)']",[' 1004.406s'], ,[' 49578392'],"[' 12862830 (Analyzed', ' 12753202)']","[' 25161    (Average', ' 506.86 Last', ' 36546)']",[' 5541.0  '],"[' 1195     (Average Length', ' 583.92 Splits', ' 0)']","[' 12753202 (Deleted', ' 12579907)']","[' 13       (Ratio', '   0.00%)']","[' 7064     (Ratio', '   0.06%)']","[' 12753202 (Average Length', '   15.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12753202 (Average', '  3.41 Max', ' 8477 Sum', ' 43533833)']","[' 12752100 (Average', '  3.37 Max', ' 8477 Sum', ' 43038572 Ratio', '  98.86%)']","[' 1102     (Average', ' 449.42 Max', ' 982 Sum', ' 495261 Ratio', '   1.14%)']", ,[' 363948  '],[' 12600   '],[' 363115  '],[' 219157  '],"[' 657467   (Atom=Atom', ' 208555 Body=Body', ' 113500 Other', ' 335412)']",[' Yes'],"[' 13767    (Eliminated', '    0 Frozen', ' 13767)']","[' 1218     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.76713'],[' 0'], ,[' 888.793'],[' 0'],[' 11.6351'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.14406e+08'],[' 1.80164e+08'],[' 0'],[' 1.39063e+11'],[' 0'],[' 0'],[' 904 '],[' 1624 '],[' 2298 '],[' 3003 '],[' 3685 '],[' 4379 '],[' 5174 '],[' 5998 '],[' 7081 '],[' 8203 '],[' 10 '],[' 0 ']
Solving...,TA76, ,[' 1'],[' 2751+'],[' 1386'],"[' 1007.893s (Solving', ' 981.68s 1st Model', ' 27.15s Unsat', ' 0.00s)']",[' 1005.797s'], ,[' 62608230'],"[' 13442870 (Analyzed', ' 13341616)']","[' 26836    (Average', ' 497.15 Last', ' 50695)']",[' 6749.9  '],"[' 1386     (Average Length', ' 671.61 Splits', ' 0)']","[' 13341616 (Deleted', ' 13159369)']","[' 18       (Ratio', '   0.00%)']","[' 8089     (Ratio', '   0.06%)']","[' 13341616 (Average Length', '   15.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13341616 (Average', '  4.05 Max', ' 9777 Sum', ' 54022305)']","[' 13340680 (Average', '  4.01 Max', ' 9777 Sum', ' 53544069 Ratio', '  99.11%)']","[' 936      (Average', ' 510.94 Max', ' 1131 Sum', ' 478236 Ratio', '   0.89%)']", ,[' 368142  '],[' 13706   '],[' 367479  '],[' 235346  '],"[' 706034   (Atom=Atom', ' 223638 Body=Body', ' 114606 Other', ' 367790)']",[' Yes'],"[' 15043    (Eliminated', '    0 Frozen', ' 15043)']","[' 1442     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.81028'],[' 0'], ,[' 873.913'],[' 0'],[' 13.1109'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.67051e+08'],[' 2.31315e+08'],[' 0'],[' 1.28255e+11'],[' 0'],[' 0'],[' 799 '],[' 1918 '],[' 2834 '],[' 3665 '],[' 4253 '],[' 5142 '],[' 6109 '],[' 6684 '],[' 7356 '],[' 8384 '],[' 10 '],[' 0 ']
Solving...,TA77, ,[' 1'],[' 2749+'],[' 1385'],"[' 1007.486s (Solving', ' 982.41s 1st Model', ' 24.41s Unsat', ' 0.00s)']",[' 1005.156s'], ,[' 54960947'],"[' 13781152 (Analyzed', ' 13657211)']","[' 28414    (Average', ' 480.65 Last', ' 15960)']",[' 6188.6  '],"[' 1385     (Average Length', ' 661.90 Splits', ' 0)']","[' 13657211 (Deleted', ' 13460881)']","[' 18       (Ratio', '   0.00%)']","[' 6659     (Ratio', '   0.05%)']","[' 13657211 (Average Length', '   14.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13657211 (Average', '  3.46 Max', ' 9318 Sum', ' 47310982)']","[' 13656055 (Average', '  3.42 Max', ' 9318 Sum', ' 46647703 Ratio', '  98.60%)']","[' 1156     (Average', ' 573.77 Max', ' 1120 Sum', ' 663279 Ratio', '   1.40%)']", ,[' 367078  '],[' 13495   '],[' 366402  '],[' 234120  '],"[' 702356   (Atom=Atom', ' 222623 Body=Body', ' 114395 Other', ' 365338)']",[' Yes'],"[' 14819    (Eliminated', '    0 Frozen', ' 14819)']","[' 1189     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.61903'],[' 0'], ,[' 874.168'],[' 0'],[' 12.7878'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.35957e+08'],[' 2.0086e+08'],[' 0'],[' 1.20803e+11'],[' 0'],[' 0'],[' 892 '],[' 1791 '],[' 2518 '],[' 3439 '],[' 4055 '],[' 4718 '],[' 5655 '],[' 6348 '],[' 7387 '],[' 8153 '],[' 10 '],[' 0 ']
Solving...,TA78, ,[' 1'],[' 3057+'],[' 1539'],"[' 1008.053s (Solving', ' 979.11s 1st Model', ' 33.07s Unsat', ' 0.00s)']",[' 1006.422s'], ,[' 69154300'],"[' 15806595 (Analyzed', ' 15680377)']","[' 30670    (Average', ' 511.26 Last', ' 40005)']",[' 6583.8  '],"[' 1539     (Average Length', ' 741.41 Splits', ' 0)']","[' 15680377 (Deleted', ' 15462877)']","[' 12       (Ratio', '   0.00%)']","[' 7583     (Ratio', '   0.05%)']","[' 15680377 (Average Length', '   15.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15680377 (Average', '  3.83 Max', ' 9635 Sum', ' 60029678)']","[' 15679511 (Average', '  3.79 Max', ' 9635 Sum', ' 59451830 Ratio', '  99.04%)']","[' 866      (Average', ' 667.26 Max', ' 1272 Sum', ' 577848 Ratio', '   0.96%)']", ,[' 365912  '],[' 13431   '],[' 365370  '],[' 232330  '],"[' 696986   (Atom=Atom', ' 220897 Body=Body', ' 114331 Other', ' 361758)']",[' Yes'],"[' 14889    (Eliminated', '    0 Frozen', ' 14889)']","[' 1350     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.39042'],[' 0'], ,[' 841.276'],[' 0'],[' 13.4326'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.91477e+08'],[' 2.49056e+08'],[' 0'],[' 1.25271e+11'],[' 0'],[' 0'],[' 779 '],[' 1645 '],[' 2297 '],[' 3518 '],[' 4098 '],[' 4738 '],[' 5703 '],[' 6812 '],[' 7312 '],[' 8076 '],[' 10 '],[' 0 ']
Solving...,TA79, ,[' 1'],[' 2601+'],[' 1311'],"[' 1006.733s (Solving', ' 980.71s 1st Model', ' 34.14s Unsat', ' 0.00s)']",[' 1005.094s'], ,[' 53036482'],"[' 13779947 (Analyzed', ' 13625449)']","[' 27442    (Average', ' 496.52 Last', ' 21205)']",[' 6407.8  '],"[' 1311     (Average Length', ' 634.83 Splits', ' 0)']","[' 13625449 (Deleted', ' 13435222)']","[' 23       (Ratio', '   0.00%)']","[' 7457     (Ratio', '   0.05%)']","[' 13625449 (Average Length', '   15.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13625449 (Average', '  3.32 Max', ' 8861 Sum', ' 45286898)']","[' 13624423 (Average', '  3.29 Max', ' 8861 Sum', ' 44773731 Ratio', '  98.87%)']","[' 1026     (Average', ' 500.16 Max', ' 993 Sum', ' 513167 Ratio', '   1.13%)']", ,[' 364337  '],[' 12803   '],[' 363599  '],[' 223850  '],"[' 671546   (Atom=Atom', ' 213045 Body=Body', ' 113703 Other', ' 344798)']",[' Yes'],"[' 14065    (Eliminated', '    0 Frozen', ' 14065)']","[' 1476     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.78336'],[' 0'], ,[' 876.87'],[' 0'],[' 12.2816'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.4718e+08'],[' 2.11502e+08'],[' 0'],[' 1.35934e+11'],[' 0'],[' 0'],[' 797 '],[' 1473 '],[' 2584 '],[' 3419 '],[' 4175 '],[' 4914 '],[' 5539 '],[' 6449 '],[' 7363 '],[' 8106 '],[' 10 '],[' 0 ']
Solving...,TA80, ,[' 1'],[' 2599+'],[' 1310'],"[' 1006.363s (Solving', ' 982.77s 1st Model', ' 17.74s Unsat', ' 0.00s)']",[' 1004.906s'], ,[' 57729569'],"[' 12930836 (Analyzed', ' 12721526)']","[' 25826    (Average', ' 492.59 Last', ' 68239)']",[' 5761.1  '],"[' 1310     (Average Length', ' 625.55 Splits', ' 0)']","[' 12721526 (Deleted', ' 12551292)']","[' 12       (Ratio', '   0.00%)']","[' 8097     (Ratio', '   0.06%)']","[' 12721526 (Average Length', '   16.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12721526 (Average', '  3.99 Max', ' 8783 Sum', ' 50723957)']","[' 12720466 (Average', '  3.95 Max', ' 8783 Sum', ' 50222275 Ratio', '  99.01%)']","[' 1060     (Average', ' 473.28 Max', ' 986 Sum', ' 501682 Ratio', '   0.99%)']", ,[' 363558  '],[' 12716   '],[' 362817  '],[' 224856  '],"[' 674564   (Atom=Atom', ' 214138 Body=Body', ' 113616 Other', ' 346810)']",[' Yes'],"[' 13975    (Eliminated', '    0 Frozen', ' 13975)']","[' 1527     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.14745'],[' 0'], ,[' 881.587'],[' 0'],[' 12.0461'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.36829e+08'],[' 1.99878e+08'],[' 0'],[' 1.32416e+11'],[' 0'],[' 0'],[' 1014 '],[' 1798 '],[' 2537 '],[' 3217 '],[' 3927 '],[' 4687 '],[' 5496 '],[' 6416 '],[' 7330 '],[' 8018 '],[' 10 '],[' 0 ']
