Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solving...,TA51, ,[' 1'],[' 2725+'],[' 1366'],"[' 1001.838s (Solving', ' 993.97s 1st Model', ' 13.31s Unsat', ' 0.00s)']", 1000.172s, ,[' 217447722'],"[' 13680647 (Analyzed', ' 13345312)']","[' 23963    (Average', ' 556.91 Last', ' 6898)']",[' 3302.2  '],"[' 1366     (Average Length', ' 659.50 Splits', ' 0)']","[' 13345312 (Deleted', ' 13199170)']","[' 249      (Ratio', '   0.00%)']","[' 31519    (Ratio', '   0.24%)']","[' 13345312 (Average Length', '   19.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13345312 (Average', ' 15.97 Max', ' 3461 Sum', ' 213059727)']","[' 13344799 (Average', ' 15.94 Max', ' 3461 Sum', ' 212695575 Ratio', '  99.83%)']","[' 513      (Average', ' 709.85 Max', ' 976 Sum', ' 364152 Ratio', '   0.17%)']", ,[' 87048   '],[' 6920    '],[' 87566   '],[' 50888   '],"[' 152660   (Atom=Atom', ' 44716 Body=Body', ' 25995 Other', ' 81949)']",[' Yes'],"[' 8188     (Eliminated', '    0 Frozen', ' 8188)']","[' 5112     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.82831'],[' 0'], ,[' 708.13'],[' 0'],[' 19.048'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.97526e+08'],[' 5.7679e+08'],[' 0'],[' 5.72324e+10'],[' 0'],[' 0'],1325,2410,3832,3,0
Solving...,TA52, ,[' 1'],[' 3279+'],[' 1643'],"[' 998.373s (Solving', ' 985.76s 1st Model', ' 23.37s Unsat', ' 0.00s)']", 989.984s, ,[' 242438085'],"[' 10253478 (Analyzed', ' 9825207)']","[' 17734    (Average', ' 554.03 Last', ' 30270)']",[' 3449.7  '],"[' 1643     (Average Length', ' 790.46 Splits', ' 0)']","[' 9825207  (Deleted', ' 9718934)']","[' 290      (Ratio', '   0.00%)']","[' 39401    (Ratio', '   0.40%)']","[' 9825207  (Average Length', '   20.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9825207  (Average', ' 24.17 Max', ' 3431 Sum', ' 237461527)']","[' 9824639  (Average', ' 24.12 Max', ' 3431 Sum', ' 236966971 Ratio', '  99.79%)']","[' 568      (Average', ' 870.70 Max', ' 1127 Sum', ' 494556 Ratio', '   0.21%)']", ,[' 87782   '],[' 7029    '],[' 88536   '],[' 51806   '],"[' 155414   (Atom=Atom', ' 45525 Body=Body', ' 26104 Other', ' 83785)']",[' Yes'],"[' 8533     (Eliminated', '    0 Frozen', ' 8533)']","[' 6138     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.57217'],[' 0'], ,[' 635.761'],[' 0'],[' 21.1273'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.91708e+08'],[' 7.64324e+08'],[' 0'],[' 5.0679e+10'],[' 0'],[' 0'],1344,2427,3581,3,0
Solving...,TA53, ,[' 1'],[' 3069+'],[' 1538'],"[' 1000.259s (Solving', ' 990.33s 1st Model', ' 48.44s Unsat', ' 0.00s)']", 993.484s, ,[' 197247508'],"[' 13830655 (Analyzed', ' 13527878)']","[' 25318    (Average', ' 534.32 Last', ' 86920)']",[' 3311.7  '],"[' 1538     (Average Length', ' 739.96 Splits', ' 0)']","[' 13527878 (Deleted', ' 13374064)']","[' 223      (Ratio', '   0.00%)']","[' 28579    (Ratio', '   0.21%)']","[' 13527878 (Average Length', '   15.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13527878 (Average', ' 14.25 Max', ' 3261 Sum', ' 192714703)']","[' 13527301 (Average', ' 14.21 Max', ' 3261 Sum', ' 192264331 Ratio', '  99.77%)']","[' 577      (Average', ' 780.54 Max', ' 996 Sum', ' 450372 Ratio', '   0.23%)']", ,[' 86433   '],[' 6759    '],[' 87091   '],[' 50263   '],"[' 150785   (Atom=Atom', ' 44252 Body=Body', ' 25834 Other', ' 80699)']",[' Yes'],"[' 8167     (Eliminated', '    0 Frozen', ' 8167)']","[' 4996     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.56576'],[' 0'], ,[' 705.816'],[' 0'],[' 19.302'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.29472e+08'],[' 5.14856e+08'],[' 0'],[' 5.44444e+10'],[' 0'],[' 0'],1161,2159,3332,3,0
Solving...,TA54, ,[' 1'],[' 2997+'],[' 1502'],"[' 1017.424s (Solving', ' 1007.21s 1st Model', ' 22.40s Unsat', ' 0.00s)']", 1000.219s, ,[' 196071575'],"[' 12502160 (Analyzed', ' 12084916)']","[' 22245    (Average', ' 543.26 Last', ' 8959)']",[' 3507.5  '],"[' 1502     (Average Length', ' 722.30 Splits', ' 0)']","[' 12084916 (Deleted', ' 11962779)']","[' 280      (Ratio', '   0.00%)']","[' 33018    (Ratio', '   0.27%)']","[' 12084916 (Average Length', '   21.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12084916 (Average', ' 15.81 Max', ' 3375 Sum', ' 191120418)']","[' 12084353 (Average', ' 15.78 Max', ' 3375 Sum', ' 190734499 Ratio', '  99.80%)']","[' 563      (Average', ' 685.47 Max', ' 943 Sum', ' 385919 Ratio', '   0.20%)']", ,[' 87472   '],[' 6954    '],[' 88115   '],[' 51372   '],"[' 154112   (Atom=Atom', ' 45166 Body=Body', ' 26029 Other', ' 82917)']",[' Yes'],"[' 8347     (Eliminated', '    0 Frozen', ' 8347)']","[' 5411     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.31377'],[' 0'], ,[' 691.337'],[' 0'],[' 19.2344'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.65611e+08'],[' 5.59081e+08'],[' 0'],[' 5.67104e+10'],[' 0'],[' 0'],1355,2382,3601,3,0
Solving...,TA55, ,[' 1'],[' 3083+'],[' 1545'],"[' 1002.125s (Solving', ' 993.85s 1st Model', ' 13.29s Unsat', ' 0.00s)']", 999.422s, ,[' 230673559'],"[' 11982826 (Analyzed', ' 11693060)']","[' 20888    (Average', ' 559.80 Last', ' 11231)']",[' 3304.8  '],"[' 1545     (Average Length', ' 744.28 Splits', ' 0)']","[' 11693060 (Deleted', ' 11562580)']","[' 308      (Ratio', '   0.00%)']","[' 35449    (Ratio', '   0.30%)']","[' 11693060 (Average Length', '   19.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11693060 (Average', ' 19.34 Max', ' 3441 Sum', ' 226135788)']","[' 11692506 (Average', ' 19.30 Max', ' 3441 Sum', ' 225650676 Ratio', '  99.79%)']","[' 554      (Average', ' 875.65 Max', ' 1843 Sum', ' 485112 Ratio', '   0.21%)']", ,[' 87078   '],[' 6899    '],[' 87749   '],[' 50696   '],"[' 152084   (Atom=Atom', ' 44545 Body=Body', ' 25974 Other', ' 81565)']",[' Yes'],"[' 8320     (Eliminated', '    0 Frozen', ' 8320)']","[' 5007     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.83247'],[' 0'], ,[' 696.303'],[' 0'],[' 18.993'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.31684e+08'],[' 7.10868e+08'],[' 0'],[' 6.01649e+10'],[' 0'],[' 0'],1150,2433,3691,3,0
Solving...,TA56, ,[' 1'],[' 2811+'],[' 1409'],"[' 990.303s (Solving', ' 978.90s 1st Model', ' 15.26s Unsat', ' 0.00s)']", 989.109s, ,[' 173942814'],"[' 16823459 (Analyzed', ' 16363056)']","[' 27174    (Average', ' 602.16 Last', ' 943311)']",[' 3632.2  '],"[' 1409     (Average Length', ' 675.02 Splits', ' 0)']","[' 16363056 (Deleted', ' 16214760)']","[' 231      (Ratio', '   0.00%)']","[' 25723    (Ratio', '   0.16%)']","[' 16363056 (Average Length', '   19.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16363056 (Average', ' 10.31 Max', ' 3699 Sum', ' 168725752)']","[' 16362542 (Average', ' 10.29 Max', ' 3699 Sum', ' 168374607 Ratio', '  99.79%)']","[' 514      (Average', ' 683.16 Max', ' 904 Sum', ' 351145 Ratio', '   0.21%)']", ,[' 86840   '],[' 6835    '],[' 87392   '],[' 50868   '],"[' 152600   (Atom=Atom', ' 44781 Body=Body', ' 25910 Other', ' 81909)']",[' Yes'],"[' 8137     (Eliminated', '    0 Frozen', ' 8137)']","[' 3675     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.31842'],[' 0'], ,[' 747.646'],[' 0'],[' 18.0593'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.76954e+08'],[' 3.85771e+08'],[' 0'],[' 6.5822e+10'],[' 0'],[' 0'],1524,2733,3850,3,0
Solving...,TA57, ,[' 1'],[' 3009+'],[' 1508'],"[' 990.919s (Solving', ' 979.36s 1st Model', ' 17.69s Unsat', ' 0.00s)']", 987.922s, ,[' 211439505'],"[' 13419100 (Analyzed', ' 13057904)']","[' 24578    (Average', ' 531.28 Last', ' 174286)']",[' 3371.8  '],"[' 1508     (Average Length', ' 729.29 Splits', ' 0)']","[' 13057904 (Deleted', ' 12914208)']","[' 283      (Ratio', '   0.00%)']","[' 30301    (Ratio', '   0.23%)']","[' 13057904 (Average Length', '   19.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13057904 (Average', ' 15.83 Max', ' 3145 Sum', ' 206653836)']","[' 13057296 (Average', ' 15.79 Max', ' 3145 Sum', ' 206194478 Ratio', '  99.78%)']","[' 608      (Average', ' 755.52 Max', ' 1005 Sum', ' 459358 Ratio', '   0.22%)']", ,[' 86724   '],[' 6801    '],[' 87386   '],[' 50373   '],"[' 151115   (Atom=Atom', ' 44320 Body=Body', ' 25876 Other', ' 80919)']",[' Yes'],"[' 8213     (Eliminated', '    0 Frozen', ' 8213)']","[' 5282     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.49198'],[' 0'], ,[' 672.478'],[' 0'],[' 18.9172'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.41612e+08'],[' 6.17613e+08'],[' 0'],[' 5.75219e+10'],[' 0'],[' 0'],1312,2404,3651,3,0
Solving...,TA58, ,[' 1'],[' 3589+'],[' 1798'],"[' 995.798s (Solving', ' 983.67s 1st Model', ' 90.12s Unsat', ' 0.00s)']", 984.563s, ,[' 238149788'],"[' 12698911 (Analyzed', ' 12409443)']","[' 23187    (Average', ' 535.19 Last', ' 157599)']",[' 3450.7  '],"[' 1798     (Average Length', ' 850.54 Splits', ' 0)']","[' 12409443 (Deleted', ' 12276050)']","[' 319      (Ratio', '   0.00%)']","[' 35011    (Ratio', '   0.28%)']","[' 12409443 (Average Length', '   19.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12409443 (Average', ' 18.77 Max', ' 3219 Sum', ' 232913380)']","[' 12408861 (Average', ' 18.73 Max', ' 3219 Sum', ' 232413934 Ratio', '  99.79%)']","[' 582      (Average', ' 858.15 Max', ' 1132 Sum', ' 499446 Ratio', '   0.21%)']", ,[' 87567   '],[' 6938    '],[' 88455   '],[' 51336   '],"[' 154004   (Atom=Atom', ' 45146 Body=Body', ' 26013 Other', ' 82845)']",[' Yes'],"[' 8576     (Eliminated', '    0 Frozen', ' 8576)']","[' 5863     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.69673'],[' 0'], ,[' 649.317'],[' 0'],[' 19.8148'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.56174e+08'],[' 7.22229e+08'],[' 0'],[' 5.52784e+10'],[' 0'],[' 0'],1337,2425,3667,3,0
Solving...,TA59, ,[' 1'],[' 2995+'],[' 1501'],"[' 1002.296s (Solving', ' 992.89s 1st Model', ' 13.36s Unsat', ' 0.00s)']", 999.281s, ,[' 218317144'],"[' 14902277 (Analyzed', ' 14571428)']","[' 25704    (Average', ' 566.89 Last', ' 104226)']",[' 3386.5  '],"[' 1501     (Average Length', ' 721.75 Splits', ' 0)']","[' 14571428 (Deleted', ' 14425864)']","[' 293      (Ratio', '   0.00%)']","[' 34498    (Ratio', '   0.24%)']","[' 14571428 (Average Length', '   19.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14571428 (Average', ' 14.66 Max', ' 3227 Sum', ' 213576443)']","[' 14570834 (Average', ' 14.63 Max', ' 3227 Sum', ' 213161729 Ratio', '  99.81%)']","[' 594      (Average', ' 698.17 Max', ' 949 Sum', ' 414714 Ratio', '   0.19%)']", ,[' 86816   '],[' 6842    '],[' 87447   '],[' 50715   '],"[' 152141   (Atom=Atom', ' 44621 Body=Body', ' 25917 Other', ' 81603)']",[' Yes'],"[' 8223     (Eliminated', '    0 Frozen', ' 8223)']","[' 5688     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.09744'],[' 0'], ,[' 701.547'],[' 0'],[' 19.0635'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.20469e+08'],[' 5.98575e+08'],[' 0'],[' 6.36113e+10'],[' 0'],[' 0'],1251,2279,3480,3,0
