Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, ,[' 1'],[' 7395+'],[' 3703'],"[' 1025.573s (Solving', ' 954.52s 1st Model', ' 158.86s Unsat', ' 0.00s)']",[' 1009.906s'], ,[' 369224893'],"[' 5168158  (Analyzed', ' 4125174)']","[' 9573     (Average', ' 430.92 Last', ' 30053)']",[' 8721.4  '],"[' 3703     (Average Length', ' 1678.38 Splits', ' 0)']","[' 4125174  (Deleted', ' 4001638)']","[' 114      (Ratio', '   0.00%)']","[' 62754    (Ratio', '   1.52%)']","[' 4125174  (Average Length', '   27.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4125174  (Average', ' 83.98 Max', ' 11012 Sum', ' 346441027)']","[' 4122473  (Average', ' 82.82 Max', ' 11012 Sum', ' 341632277 Ratio', '  98.61%)']","[' 2701     (Average', ' 1780.36 Max', ' 2672 Sum', ' 4808750 Ratio', '   1.39%)']", ,[' 397603  '],[' 22233   '],[' 398799  '],[' 234899  '],"[' 704693   (Atom=Atom', ' 214664 Body=Body', ' 123133 Other', ' 366896)']",[' Yes'],"[' 25429    (Eliminated', '    0 Frozen', ' 25429)']","[' 11675    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 14.0998'],[' 0'], ,[' 595.85'],[' 0'],[' 25.1658'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.22086e+09'],[' 1.13428e+09'],[' 0'],[' 5.13089e+10'],[' 0'],[' 0'],[' 1871 '],[' 3321 '],[' 4729 '],[' 5959 '],[' 7516 '],[' 5 '],[' 0 ']
Solving...,TA72, ,[' 1'],[' 8071+'],[' 4041'],"[' 1018.007s (Solving', ' 939.39s 1st Model', ' 107.61s Unsat', ' 0.00s)']",[' 1015.109s'], ,[' 313139463'],"[' 4131287  (Analyzed', ' 3157045)']","[' 8237     (Average', ' 383.28 Last', ' 11181)']",[' 9254.3  '],"[' 4041     (Average Length', ' 1838.06 Splits', ' 0)']","[' 3157045  (Deleted', ' 3061766)']","[' 126      (Ratio', '   0.00%)']","[' 48837    (Ratio', '   1.55%)']","[' 3157045  (Average Length', '   24.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3157045  (Average', ' 91.19 Max', ' 12143 Sum', ' 287897758)']","[' 3154075  (Average', ' 89.27 Max', ' 12143 Sum', ' 281827658 Ratio', '  97.89%)']","[' 2970     (Average', ' 2043.80 Max', ' 2822 Sum', ' 6070100 Ratio', '   2.11%)']", ,[' 396027  '],[' 21922   '],[' 397520  '],[' 234796  '],"[' 704384   (Atom=Atom', ' 214872 Body=Body', ' 122822 Other', ' 366690)']",[' Yes'],"[' 25415    (Eliminated', '    0 Frozen', ' 25415)']","[' 9493     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 16.0055'],[' 0'], ,[' 629.39'],[' 0'],[' 22.7825'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.13646e+09'],[' 1.05598e+09'],[' 0'],[' 5.57989e+10'],[' 0'],[' 0'],[' 1415 '],[' 2758 '],[' 4464 '],[' 6051 '],[' 7236 '],[' 5 '],[' 0 ']
Solving...,TA73, ,[' 1'],[' 6945+'],[' 3478'],"[' 1016.492s (Solving', ' 942.94s 1st Model', ' 121.52s Unsat', ' 0.00s)']",[' 1012.172s'], ,[' 339668116'],"[' 7549218  (Analyzed', ' 5686056)']","[' 12581    (Average', ' 451.96 Last', ' 30252)']",[' 9675.3  '],"[' 3478     (Average Length', ' 1593.08 Splits', ' 0)']","[' 5686056  (Deleted', ' 5587106)']","[' 68       (Ratio', '   0.00%)']","[' 42548    (Ratio', '   0.75%)']","[' 5686056  (Average Length', '   27.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5686056  (Average', ' 55.17 Max', ' 12492 Sum', ' 313689201)']","[' 5683140  (Average', ' 54.36 Max', ' 12492 Sum', ' 309096232 Ratio', '  98.54%)']","[' 2916     (Average', ' 1575.09 Max', ' 2550 Sum', ' 4592969 Ratio', '   1.46%)']", ,[' 395952  '],[' 21812   '],[' 396954  '],[' 233357  '],"[' 700067   (Atom=Atom', ' 213543 Body=Body', ' 122712 Other', ' 363812)']",[' Yes'],"[' 24814    (Eliminated', '    0 Frozen', ' 24814)']","[' 8585     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 14.9305'],[' 0'], ,[' 641.15'],[' 0'],[' 25.2601'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.66791e+08'],[' 8.95118e+08'],[' 0'],[' 5.21524e+10'],[' 0'],[' 0'],[' 1958 '],[' 3473 '],[' 4824 '],[' 6153 '],[' 7629 '],[' 5 '],[' 0 ']
Solving...,TA74, ,[' 1'],[' 7877+'],[' 3944'],"[' 1018.354s (Solving', ' 933.64s 1st Model', ' 151.72s Unsat', ' 0.00s)']",[' 1013.719s'], ,[' 326388100'],"[' 3239254  (Analyzed', ' 2379840)']","[' 6787     (Average', ' 350.65 Last', ' 13918)']",[' 9064.3  '],"[' 3944     (Average Length', ' 1814.51 Splits', ' 0)']","[' 2379840  (Deleted', ' 2282401)']","[' 100      (Ratio', '   0.00%)']","[' 53415    (Ratio', '   2.24%)']","[' 2379840  (Average Length', '   22.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2379840  (Average', ' 127.12 Max', ' 11621 Sum', ' 302513774)']","[' 2376953  (Average', ' 124.62 Max', ' 11621 Sum', ' 296577664 Ratio', '  98.04%)']","[' 2887     (Average', ' 2056.15 Max', ' 2797 Sum', ' 5936110 Ratio', '   1.96%)']", ,[' 394906  '],[' 21701   '],[' 396317  '],[' 233676  '],"[' 701024   (Atom=Atom', ' 213973 Body=Body', ' 122601 Other', ' 364450)']",[' Yes'],"[' 25112    (Eliminated', '    0 Frozen', ' 25112)']","[' 10341    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 17.2285'],[' 0'], ,[' 583.697'],[' 0'],[' 24.3763'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.17476e+09'],[' 1.0923e+09'],[' 0'],[' 4.62559e+10'],[' 0'],[' 0'],[' 1441 '],[' 2799 '],[' 4361 '],[' 5853 '],[' 7018 '],[' 5 '],[' 0 ']
Solving...,TA75, ,[' 1'],[' 7627+'],[' 3819'],"[' 1021.262s (Solving', ' 929.37s 1st Model', ' 210.90s Unsat', ' 0.00s)']",[' 1012.313s'], ,[' 262399548'],"[' 5075427  (Analyzed', ' 3673678)']","[' 9017     (Average', ' 407.42 Last', ' 15902)']",[' 9313.0  '],"[' 3819     (Average Length', ' 1743.49 Splits', ' 0)']","[' 3673678  (Deleted', ' 3580238)']","[' 80       (Ratio', '   0.00%)']","[' 42235    (Ratio', '   1.15%)']","[' 3673678  (Average Length', '   27.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3673678  (Average', ' 64.66 Max', ' 12588 Sum', ' 237547149)']","[' 3670750  (Average', ' 63.02 Max', ' 12588 Sum', ' 231521933 Ratio', '  97.46%)']","[' 2928     (Average', ' 2057.79 Max', ' 3533 Sum', ' 6025216 Ratio', '   2.54%)']", ,[' 397251  '],[' 21970   '],[' 398530  '],[' 235778  '],"[' 707330   (Atom=Atom', ' 215806 Body=Body', ' 122870 Other', ' 368654)']",[' Yes'],"[' 25249    (Eliminated', '    0 Frozen', ' 25249)']","[' 7584     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 18.2181'],[' 0'], ,[' 594.751'],[' 0'],[' 26.1551'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.5196e+08'],[' 7.96617e+08'],[' 0'],[' 3.50735e+10'],[' 0'],[' 0'],[' 1680 '],[' 3011 '],[' 4280 '],[' 6023 '],[' 7179 '],[' 5 '],[' 0 ']
Solving...,TA76, ,[' 1'],[' 6901+'],[' 3456'],"[' 1017.585s (Solving', ' 941.44s 1st Model', ' 120.94s Unsat', ' 0.00s)']",[' 1012.594s'], ,[' 286337985'],"[' 4946250  (Analyzed', ' 3531700)']","[' 8628     (Average', ' 409.33 Last', ' 3946)']",[' 9153.9  '],"[' 3456     (Average Length', ' 1586.65 Splits', ' 0)']","[' 3531700  (Deleted', ' 3442749)']","[' 89       (Ratio', '   0.00%)']","[' 43704    (Ratio', '   1.24%)']","[' 3531700  (Average Length', '   23.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3531700  (Average', ' 74.54 Max', ' 11808 Sum', ' 263270135)']","[' 3528671  (Average', ' 73.14 Max', ' 11808 Sum', ' 258308274 Ratio', '  98.12%)']","[' 3029     (Average', ' 1638.12 Max', ' 2536 Sum', ' 4961861 Ratio', '   1.88%)']", ,[' 393958  '],[' 21784   '],[' 394983  '],[' 232095  '],"[' 696281   (Atom=Atom', ' 212309 Body=Body', ' 122684 Other', ' 361288)']",[' Yes'],"[' 24809    (Eliminated', '    0 Frozen', ' 24809)']","[' 8632     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.3898'],[' 0'], ,[' 631.388'],[' 0'],[' 24.024'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.098e+08'],[' 8.45594e+08'],[' 0'],[' 4.76181e+10'],[' 0'],[' 0'],[' 1634 '],[' 3005 '],[' 4547 '],[' 5835 '],[' 7291 '],[' 5 '],[' 0 ']
Solving...,TA77, ,[' 1'],[' 7407+'],[' 3709'],"[' 1016.911s (Solving', ' 938.51s 1st Model', ' 129.77s Unsat', ' 0.00s)']",[' 1014.063s'], ,[' 293085918'],"[' 6362424  (Analyzed', ' 5125617)']","[' 11232    (Average', ' 456.34 Last', ' 48896)']",[' 9936.4  '],"[' 3709     (Average Length', ' 1708.59 Splits', ' 0)']","[' 5125617  (Deleted', ' 5031889)']","[' 66       (Ratio', '   0.00%)']","[' 34085    (Ratio', '   0.66%)']","[' 5125617  (Average Length', '   25.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5125617  (Average', ' 51.92 Max', ' 12756 Sum', ' 266103547)']","[' 5122523  (Average', ' 50.87 Max', ' 12756 Sum', ' 260717772 Ratio', '  97.98%)']","[' 3094     (Average', ' 1740.72 Max', ' 2730 Sum', ' 5385775 Ratio', '   2.02%)']", ,[' 394380  '],[' 21754   '],[' 395617  '],[' 233096  '],"[' 699284   (Atom=Atom', ' 213340 Body=Body', ' 122654 Other', ' 363290)']",[' Yes'],"[' 24991    (Eliminated', '    0 Frozen', ' 24991)']","[' 6765     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 16.3093'],[' 0'], ,[' 665.415'],[' 0'],[' 23.1627'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.6352e+08'],[' 7.98655e+08'],[' 0'],[' 5.20134e+10'],[' 0'],[' 0'],[' 1741 '],[' 3380 '],[' 4691 '],[' 6096 '],[' 7422 '],[' 5 '],[' 0 ']
Solving...,TA78, ,[' 1'],[' 7361+'],[' 3686'],"[' 1018.137s (Solving', ' 942.23s 1st Model', ' 192.63s Unsat', ' 0.00s)']",[' 1009.000s'], ,[' 326268386'],"[' 3606312  (Analyzed', ' 2579795)']","[' 7047     (Average', ' 366.08 Last', ' 133971)']",[' 8467.5  '],"[' 3686     (Average Length', ' 1700.73 Splits', ' 0)']","[' 2579795  (Deleted', ' 2483634)']","[' 110      (Ratio', '   0.00%)']","[' 56356    (Ratio', '   2.18%)']","[' 2579795  (Average Length', '   21.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2579795  (Average', ' 118.62 Max', ' 11336 Sum', ' 306002628)']","[' 2576847  (Average', ' 116.30 Max', ' 11336 Sum', ' 300029271 Ratio', '  98.05%)']","[' 2948     (Average', ' 2026.24 Max', ' 2757 Sum', ' 5973357 Ratio', '   1.95%)']", ,[' 395079  '],[' 21872   '],[' 396321  '],[' 234281  '],"[' 702839   (Atom=Atom', ' 214407 Body=Body', ' 122772 Other', ' 365660)']",[' Yes'],"[' 25114    (Eliminated', '    0 Frozen', ' 25114)']","[' 10855    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.2325'],[' 0'], ,[' 576.824'],[' 0'],[' 25.0436'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.14266e+09'],[' 1.05787e+09'],[' 0'],[' 4.33351e+10'],[' 0'],[' 0'],[' 1458 '],[' 2781 '],[' 3981 '],[' 5629 '],[' 6850 '],[' 5 '],[' 0 ']
Solving...,TA79, ,[' 1'],[' 7325+'],[' 3668'],"[' 1018.018s (Solving', ' 935.41s 1st Model', ' 169.38s Unsat', ' 0.00s)']",[' 1009.031s'], ,[' 327382536'],"[' 3975296  (Analyzed', ' 3139728)']","[' 8383     (Average', ' 374.54 Last', ' 8094)']",[' 9199.6  '],"[' 3668     (Average Length', ' 1693.12 Splits', ' 0)']","[' 3139728  (Deleted', ' 3042705)']","[' 106      (Ratio', '   0.00%)']","[' 52487    (Ratio', '   1.67%)']","[' 3139728  (Average Length', '   20.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3139728  (Average', ' 96.62 Max', ' 11620 Sum', ' 303367126)']","[' 3136900  (Average', ' 95.07 Max', ' 11620 Sum', ' 298499466 Ratio', '  98.40%)']","[' 2828     (Average', ' 1721.24 Max', ' 2822 Sum', ' 4867660 Ratio', '   1.60%)']", ,[' 395403  '],[' 21811   '],[' 396630  '],[' 233412  '],"[' 700232   (Atom=Atom', ' 213599 Body=Body', ' 122711 Other', ' 363922)']",[' Yes'],"[' 25038    (Eliminated', '    0 Frozen', ' 25038)']","[' 9975     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 16.8741'],[' 0'], ,[' 584.661'],[' 0'],[' 25.9524'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.15086e+09'],[' 1.07264e+09'],[' 0'],[' 4.1515e+10'],[' 0'],[' 0'],[' 1395 '],[' 2762 '],[' 4066 '],[' 5584 '],[' 6788 '],[' 5 '],[' 0 ']
Solving...,TA80, ,[' 1'],[' 6875+'],[' 3443'],"[' 1015.795s (Solving', ' 947.23s 1st Model', ' 135.12s Unsat', ' 0.00s)']",[' 1010.672s'], ,[' 313362201'],"[' 5092933  (Analyzed', ' 3804479)']","[' 8795     (Average', ' 432.57 Last', ' 23114)']",[' 9194.7  '],"[' 3443     (Average Length', ' 1580.79 Splits', ' 0)']","[' 3804479  (Deleted', ' 3709061)']","[' 82       (Ratio', '   0.00%)']","[' 49864    (Ratio', '   1.31%)']","[' 3804479  (Average Length', '   27.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3804479  (Average', ' 76.12 Max', ' 12221 Sum', ' 289606087)']","[' 3801910  (Average', ' 74.98 Max', ' 12221 Sum', ' 285253508 Ratio', '  98.50%)']","[' 2569     (Average', ' 1694.27 Max', ' 2551 Sum', ' 4352579 Ratio', '   1.50%)']", ,[' 396329  '],[' 21889   '],[' 397323  '],[' 235259  '],"[' 705773   (Atom=Atom', ' 215368 Body=Body', ' 122789 Other', ' 367616)']",[' Yes'],"[' 24883    (Eliminated', '    0 Frozen', ' 24883)']","[' 9689     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.7383'],[' 0'], ,[' 641.464'],[' 0'],[' 23.3386'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.00612e+09'],[' 9.32467e+08'],[' 0'],[' 5.60005e+10'],[' 0'],[' 0'],[' 1762 '],[' 3026 '],[' 4381 '],[' 5644 '],[' 6960 '],[' 5 '],[' 0 ']
