Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, ,[' 1'],[' 11001+'],[' 5507'],"[' 1034.234s (Solving', ' 920.80s 1st Model', ' 607.86s Unsat', ' 0.00s)']",[' 1026.063s'], ,[' 584441072'],"[' 5018567  (Analyzed', ' 4629808)']","[' 11106    (Average', ' 416.87 Last', ' 13180)']",[' 18984.7 '],"[' 5507     (Average Length', ' 2606.03 Splits', ' 0)']","[' 4629808  (Deleted', ' 4559773)']","[' 2044     (Ratio', '   0.04%)']","[' 32268    (Ratio', '   0.70%)']","[' 4629808  (Average Length', '   30.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4629808  (Average', ' 106.58 Max', ' 38071 Sum', ' 493437541)']","[' 4629808  (Average', ' 106.58 Max', ' 38071 Sum', ' 493437541 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 425420  '],[' 46504   '],[' 428530  '],[' 292203  '],"[' 876605   (Atom=Atom', ' 247697 Body=Body', ' 147404 Other', ' 481504)']",[' Yes'],"[' 51614    (Eliminated', '    0 Frozen', ' 51614)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 18.1655'],[' 0'], ,[' 409.036'],[' 0'],[' 40.1707'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.22632e+09'],[' 1.14042e+09'],[' 0'],[' 1.34155e+10'],[' 0'],[' 0'],[' 1516 '],[' 2675 '],[' 4170 '],[' 12253 '],[' 15898 '],[' 26321 '],[' 6 '],[' 0 ']
Solving...,TA72, ,[' 1'],[' 11373+'],[' 5693'],"[' 1037.213s (Solving', ' 910.60s 1st Model', ' 613.18s Unsat', ' 0.00s)']",[' 1026.484s'], ,[' 528983009'],"[' 6404117  (Analyzed', ' 6023197)']","[' 13091    (Average', ' 460.10 Last', ' 40154)']",[' 19955.2 '],"[' 5693     (Average Length', ' 2692.58 Splits', ' 0)']","[' 6023197  (Deleted', ' 5940188)']","[' 1672     (Ratio', '   0.03%)']","[' 24860    (Ratio', '   0.41%)']","[' 6023197  (Average Length', '   21.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6023197  (Average', ' 71.39 Max', ' 37516 Sum', ' 430002128)']","[' 6023197  (Average', ' 71.39 Max', ' 37516 Sum', ' 430002128 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 422864  '],[' 45881   '],[' 426183  '],[' 289968  '],"[' 869900   (Atom=Atom', ' 246085 Body=Body', ' 146781 Other', ' 477034)']",[' Yes'],"[' 51200    (Eliminated', '    0 Frozen', ' 51200)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 20.1898'],[' 0'], ,[' 417.686'],[' 0'],[' 38.8128'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.08877e+09'],[' 1.01271e+09'],[' 0'],[' 1.30519e+10'],[' 0'],[' 0'],[' 1283 '],[' 2233 '],[' 3530 '],[' 12344 '],[' 22416 '],[' 23909 '],[' 6 '],[' 0 ']
Solving...,TA73, ,[' 1'],[' 12037+'],[' 6024'],"[' 1040.277s (Solving', ' 902.17s 1st Model', ' 592.22s Unsat', ' 0.00s)']",[' 1031.234s'], ,[' 542185495'],"[' 5484417  (Analyzed', ' 5092813)']","[' 11131    (Average', ' 457.53 Last', ' 338291)']",[' 20233.6 '],"[' 6024     (Average Length', ' 2785.60 Splits', ' 0)']","[' 5092813  (Deleted', ' 5021825)']","[' 1867     (Ratio', '   0.04%)']","[' 27236    (Ratio', '   0.53%)']","[' 5092813  (Average Length', '   29.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5092813  (Average', ' 85.67 Max', ' 37692 Sum', ' 436288106)']","[' 5092813  (Average', ' 85.67 Max', ' 37692 Sum', ' 436288106 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 425077  '],[' 46385   '],[' 428497  '],[' 291865  '],"[' 875591   (Atom=Atom', ' 247478 Body=Body', ' 147285 Other', ' 480828)']",[' Yes'],"[' 51805    (Eliminated', '    0 Frozen', ' 51805)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 22.0688'],[' 0'], ,[' 404.511'],[' 0'],[' 40.0131'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.10936e+09'],[' 1.03085e+09'],[' 0'],[' 1.24848e+10'],[' 0'],[' 0'],[' 1570 '],[' 2545 '],[' 3998 '],[' 6594 '],[' 17141 '],[' 26813 '],[' 6 '],[' 0 ']
Solving...,TA74, ,[' 1'],[' 12089+'],[' 6051'],"[' 1041.391s (Solving', ' 914.54s 1st Model', ' 643.42s Unsat', ' 0.00s)']",[' 1032.063s'], ,[' 508775034'],"[' 3405186  (Analyzed', ' 3065258)']","[' 7676     (Average', ' 399.33 Last', ' 17185)']",[' 17342.2 '],"[' 6051     (Average Length', ' 2860.19 Splits', ' 0)']","[' 3065258  (Deleted', ' 3010668)']","[' 1996     (Ratio', '   0.07%)']","[' 30133    (Ratio', '   0.98%)']","[' 3065258  (Average Length', '   23.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3065258  (Average', ' 137.20 Max', ' 37119 Sum', ' 420543804)']","[' 3065258  (Average', ' 137.20 Max', ' 37119 Sum', ' 420543804 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 422684  '],[' 45741   '],[' 426181  '],[' 289806  '],"[' 869414   (Atom=Atom', ' 246063 Body=Body', ' 146641 Other', ' 476710)']",[' Yes'],"[' 51238    (Eliminated', '    0 Frozen', ' 51238)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 19.4436'],[' 0'], ,[' 393.31'],[' 0'],[' 39.4196'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.13139e+09'],[' 1.04811e+09'],[' 0'],[' 1.02234e+10'],[' 0'],[' 0'],[' 1108 '],[' 2251 '],[' 6181 '],[' 9230 '],[' 19717 '],[' 29022 '],[' 6 '],[' 0 ']
Solving...,TA75, ,[' 1'],[' 13079+'],[' 6546'],"[' 1050.604s (Solving', ' 880.97s 1st Model', ' 579.33s Unsat', ' 0.00s)']",[' 1043.922s'], ,[' 483098885'],"[' 6097045  (Analyzed', ' 5702045)']","[' 12198    (Average', ' 467.46 Last', ' 26829)']",[' 22030.4 '],"[' 6546     (Average Length', ' 3085.46 Splits', ' 0)']","[' 5702045  (Deleted', ' 5633746)']","[' 2021     (Ratio', '   0.04%)']","[' 21728    (Ratio', '   0.38%)']","[' 5702045  (Average Length', '   22.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5702045  (Average', ' 62.85 Max', ' 39060 Sum', ' 358376059)']","[' 5702045  (Average', ' 62.85 Max', ' 39060 Sum', ' 358376059 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 425075  '],[' 46059   '],[' 429030  '],[' 292032  '],"[' 876092   (Atom=Atom', ' 247971 Body=Body', ' 146959 Other', ' 481162)']",[' Yes'],"[' 52014    (Eliminated', '    0 Frozen', ' 52014)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 26.414'],[' 0'], ,[' 410.015'],[' 0'],[' 37.5828'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.00489e+09'],[' 9.33484e+08'],[' 0'],[' 1.23008e+10'],[' 0'],[' 0'],[' 1261 '],[' 2360 '],[' 11225 '],[' 13620 '],[' 15686 '],[' 20196 '],[' 6 '],[' 0 ']
Solving...,TA76, ,[' 1'],[' 11325+'],[' 5668'],"[' 1035.170s (Solving', ' 924.79s 1st Model', ' 640.41s Unsat', ' 0.00s)']",[' 1024.078s'], ,[' 536258014'],"[' 5174693  (Analyzed', ' 4843789)']","[' 10690    (Average', ' 453.11 Last', ' 102247)']",[' 16863.8 '],"[' 5668     (Average Length', ' 2676.66 Splits', ' 0)']","[' 4843789  (Deleted', ' 4777667)']","[' 2100     (Ratio', '   0.04%)']","[' 27526    (Ratio', '   0.57%)']","[' 4843789  (Average Length', '   22.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4843789  (Average', ' 93.96 Max', ' 37329 Sum', ' 455126235)']","[' 4843789  (Average', ' 93.96 Max', ' 37329 Sum', ' 455126235 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 423363  '],[' 46019   '],[' 426534  '],[' 290250  '],"[' 870746   (Atom=Atom', ' 246229 Body=Body', ' 146919 Other', ' 477598)']",[' Yes'],"[' 51190    (Eliminated', '    0 Frozen', ' 51190)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 17.2841'],[' 0'], ,[' 419.985'],[' 0'],[' 41.071'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.10481e+09'],[' 1.02877e+09'],[' 0'],[' 1.19927e+10'],[' 0'],[' 0'],[' 1287 '],[' 2345 '],[' 3532 '],[' 10560 '],[' 19218 '],[' 29082 '],[' 6 '],[' 0 ']
Solving...,TA77, , ,[' 12835+'],[' 6424'],"[' 1045.660s (Solving', ' 900.84s 1st Model', ' 599.19s Unsat', ' 0.00s)']",[' 1034.000s'], ,[' 487517199'],"[' 5328255  (Analyzed', ' 4919178)']","[' 10984    (Average', ' 447.85 Last', ' 233158)']",[' 19114.6 '],"[' 6425     (Average Length', ' 3017.96 Splits', ' 0)']","[' 4919178  (Deleted', ' 4860185)']","[' 1986     (Ratio', '   0.04%)']","[' 18454    (Ratio', '   0.38%)']","[' 4919178  (Average Length', '   24.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4919178  (Average', ' 77.94 Max', ' 37580 Sum', ' 383386142)']","[' 4919178  (Average', ' 77.94 Max', ' 37580 Sum', ' 383386142 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 423489  '],[' 45900   '],[' 427233  '],[' 290666  '],"[' 871994   (Atom=Atom', ' 246764 Body=Body', ' 146800 Other', ' 478430)']",[' Yes'],"[' 51644    (Eliminated', '    0 Frozen', ' 51644)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 22.3733'],[' 0'], ,[' 417.595'],[' 0'],[' 40.7972'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.43463e+08'],[' 8.80253e+08'],[' 0'],[' 1.17952e+10'],[' 0'],[' 0'],[' 1332 '],[' 2492 '],[' 9054 '],[' 9218 '],[' 18735 '],[' 28456 '],[' 6 '],[' 0 ']
Solving...,TA78, ,[' 1'],[' 14237+'],[' 7123'],"[' 1044.814s (Solving', ' 894.51s 1st Model', ' 602.99s Unsat', ' 0.00s)']",[' 1033.469s'], ,[' 523723544'],"[' 7144478  (Analyzed', ' 6587423)']","[' 14766    (Average', ' 446.12 Last', ' 11278)']",[' 19828.3 '],"[' 7123     (Average Length', ' 3280.82 Splits', ' 0)']","[' 6587423  (Deleted', ' 6506682)']","[' 1435     (Ratio', '   0.02%)']","[' 23439    (Ratio', '   0.36%)']","[' 6587423  (Average Length', '   20.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6587423  (Average', ' 61.47 Max', ' 38675 Sum', ' 404927587)']","[' 6587423  (Average', ' 61.47 Max', ' 38675 Sum', ' 404927587 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 424515  '],[' 46133   '],[' 428779  '],[' 291959  '],"[' 875873   (Atom=Atom', ' 247824 Body=Body', ' 147033 Other', ' 481016)']",[' Yes'],"[' 52397    (Eliminated', '    0 Frozen', ' 52397)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 23.9179'],[' 0'], ,[' 411.311'],[' 0'],[' 38.8187'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.03969e+09'],[' 9.68005e+08'],[' 0'],[' 1.28849e+10'],[' 0'],[' 0'],[' 1324 '],[' 2338 '],[' 3869 '],[' 6214 '],[' 19714 '],[' 30664 '],[' 6 '],[' 0 ']
Solving...,TA79, ,[' 1'],[' 13417+'],[' 6715'],"[' 1049.372s (Solving', ' 882.81s 1st Model', ' 559.83s Unsat', ' 0.00s)']",[' 1039.422s'], ,[' 477222169'],"[' 3666227  (Analyzed', ' 3147735)']","[' 8058     (Average', ' 390.63 Last', ' 7067)']",[' 20599.6 '],"[' 6715     (Average Length', ' 3160.48 Splits', ' 0)']","[' 3147735  (Deleted', ' 3069197)']","[' 1862     (Ratio', '   0.06%)']","[' 32067    (Ratio', '   1.02%)']","[' 3147735  (Average Length', '   22.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3147735  (Average', ' 114.15 Max', ' 37262 Sum', ' 359300768)']","[' 3147734  (Average', ' 114.15 Max', ' 37262 Sum', ' 359300728 Ratio', ' 100.00%)']","[' 1        (Average', ' 40.00 Max', '  40 Sum', '     40 Ratio', '   0.00%)']", ,[' 424663  '],[' 45999   '],[' 428848  '],[' 291666  '],"[' 874994   (Atom=Atom', ' 247665 Body=Body', ' 146899 Other', ' 480430)']",[' Yes'],"[' 52184    (Eliminated', '    0 Frozen', ' 52184)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 26.3235'],[' 0'], ,[' 377.34'],[' 0'],[' 36.1626'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.14691e+09'],[' 1.06136e+09'],[' 0'],[' 9.87348e+09'],[' 0'],[' 0'],[' 1089 '],[' 2273 '],[' 11295 '],[' 9796 '],[' 17901 '],[' 26117 '],[' 6 '],[' 0 ']
Solving...,TA80, ,[' 1'],[' 12415+'],[' 6213'],"[' 1043.619s (Solving', ' 883.95s 1st Model', ' 458.38s Unsat', ' 0.00s)']",[' 1031.031s'], ,[' 444346219'],"[' 4306646  (Analyzed', ' 3981656)']","[' 9172     (Average', ' 434.11 Last', ' 54231)']",[' 23654.1 '],"[' 6213     (Average Length', ' 3038.61 Splits', ' 0)']","[' 3981656  (Deleted', ' 3922809)']","[' 2009     (Ratio', '   0.05%)']","[' 25538    (Ratio', '   0.64%)']","[' 3981656  (Average Length', '   50.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3981656  (Average', ' 79.21 Max', ' 39535 Sum', ' 315390225)']","[' 3981656  (Average', ' 79.21 Max', ' 39535 Sum', ' 315390225 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 424242  '],[' 46040   '],[' 428112  '],[' 291470  '],"[' 874406   (Atom=Atom', ' 247428 Body=Body', ' 146940 Other', ' 480038)']",[' Yes'],"[' 51910    (Eliminated', '    0 Frozen', ' 51910)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 26.011'],[' 0'], ,[' 453.767'],[' 0'],[' 33.5293'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.43433e+08'],[' 8.72538e+08'],[' 0'],[' 1.67064e+10'],[' 0'],[' 0'],[' 1440 '],[' 2389 '],[' 15092 '],[' 16460 '],[' 19050 '],[' 18115 '],[' 6 '],[' 0 ']
