Optimal Found Or Timeout,Instances,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Optimization,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward
UNSATISFIABLE,la36,[' 619'],[' 620'],"[' 145.021s (Solving', ' 144.13s 1st Model', ' 38.12s Unsat', ' 105.74s)']",[' 144.922s'], ,[' 18963868'],"[' 1698068  (Analyzed', ' 1698067)']","[' 4319     (Average', ' 393.16 Last', ' 6447)']",[' 1485.0  '],"[' 620      (Average Length', ' 1.00 Splits', ' 0)']","[' 4159641  (Deleted', ' 4075502)']","[' 430      (Ratio', '   0.01%)']","[' 4967     (Ratio', '   0.12%)']","[' 1698067  (Average Length', '   15.0 Ratio', '  40.82%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2461574  (Average Length', '   10.0 Ratio', '  59.18%) ']","[' 1698067  (Average', '  1.69 Max', ' 1077 Sum', ' 2877173)']","[' 1698055  (Average', '  1.69 Max', ' 1077 Sum', ' 2877161 Ratio', ' 100.00%)']","[' 12       (Average', '  1.00 Max', '   1 Sum', '     12 Ratio', '   0.00%)']", ,[' 10775   '],[' 1800    '],[' 10550   '],[' 8746    '],"[' 23084    (Atom=Atom', ' 5594 Body=Body', ' 5595 Other', ' 11895)']",[' Yes'],"[' 2419     (Eliminated', '    0 Frozen', ' 1800)']","[' 1        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1268'],[' 0.219553'],[' 0'], ,[' 66.7487'],[' 0'],[' 2.02151'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.07394e+07'],[' 6.58194e+07'],[' 0'],[' 5.89584e+09'],[' 0'],[' 0']
UNSATISFIABLE,la37,[' 641'],[' 642'],"[' 1248.780s (Solving', ' 1247.83s 1st Model', ' 134.88s Unsat', ' 1112.83s)']",[' 1246.984s'], ,[' 109537945'],"[' 12774460 (Analyzed', ' 12774459)']","[' 22884    (Average', ' 558.23 Last', ' 26835)']",[' 1468.6  '],"[' 642      (Average Length', ' 1.00 Splits', ' 0)']","[' 38956247 (Deleted', ' 38329836)']","[' 382      (Ratio', '   0.00%)']","[' 5853     (Ratio', '   0.02%)']","[' 12774459 (Average Length', '   13.9 Ratio', '  32.79%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 26181788 (Average Length', '   10.9 Ratio', '  67.21%) ']","[' 12774459 (Average', '  1.46 Max', ' 1358 Sum', ' 18655498)']","[' 12774452 (Average', '  1.46 Max', ' 1358 Sum', ' 18655491 Ratio', ' 100.00%)']","[' 7        (Average', '  1.00 Max', '   1 Sum', '      7 Ratio', '   0.00%)']", ,[' 10797   '],[' 1800    '],[' 10572   '],[' 8746    '],"[' 23084    (Atom=Atom', ' 5594 Body=Body', ' 5595 Other', ' 11895)']",[' Yes'],"[' 2441     (Eliminated', '    0 Frozen', ' 1800)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1397'],[' 0.218693'],[' 0'], ,[' 619.61'],[' 0'],[' 16.187'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.00287e+08'],[' 3.53497e+08'],[' 0'],[' 5.91142e+10'],[' 0'],[' 0']
UNSATISFIABLE,la38,[' 646'],[' 647'],"[' 938.735s (Solving', ' 937.80s 1st Model', ' 25.11s Unsat', ' 912.55s)']",[' 937.422s'], ,[' 46496283'],"[' 6779652  (Analyzed', ' 6779651)']","[' 12134    (Average', ' 558.73 Last', ' 549)']",[' 1461.8  '],"[' 647      (Average Length', ' 1.00 Splits', ' 0)']","[' 12935125 (Deleted', ' 12686734)']","[' 605      (Ratio', '   0.00%)']","[' 7272     (Ratio', '   0.06%)']","[' 6779651  (Average Length', '   17.8 Ratio', '  52.41%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6155474  (Average Length', '    9.5 Ratio', '  47.59%) ']","[' 6779651  (Average', '  1.60 Max', ' 1524 Sum', ' 10840600)']","[' 6779638  (Average', '  1.60 Max', ' 1524 Sum', ' 10840587 Ratio', ' 100.00%)']","[' 13       (Average', '  1.00 Max', '   1 Sum', '     13 Ratio', '   0.00%)']", ,[' 10802   '],[' 1800    '],[' 10577   '],[' 8746    '],"[' 23084    (Atom=Atom', ' 5594 Body=Body', ' 5595 Other', ' 11895)']",[' Yes'],"[' 2446     (Eliminated', '    0 Frozen', ' 1800)']","[' 5        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1196'],[' 0.213556'],[' 0'], ,[' 244.243'],[' 0'],[' 6.31196'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.5407e+08'],[' 2.63615e+08'],[' 0'],[' 1.82481e+10'],[' 0'],[' 0']
UNSATISFIABLE,la39,[' 734'],[' 735'],"[' 151.860s (Solving', ' 150.76s 1st Model', ' 13.27s Unsat', ' 137.33s)']",[' 151.688s'], ,[' 20689199'],"[' 1521899  (Analyzed', ' 1521898)']","[' 3427     (Average', ' 444.09 Last', ' 844)']",[' 1451.7  '],"[' 735      (Average Length', ' 1.00 Splits', ' 0)']","[' 3933058  (Deleted', ' 3830888)']","[' 416      (Ratio', '   0.01%)']","[' 4860     (Ratio', '   0.12%)']","[' 1521898  (Average Length', '   16.4 Ratio', '  38.70%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2411160  (Average Length', '   10.1 Ratio', '  61.30%) ']","[' 1521898  (Average', '  1.82 Max', ' 1377 Sum', ' 2773439)']","[' 1521890  (Average', '  1.82 Max', ' 1377 Sum', ' 2773431 Ratio', ' 100.00%)']","[' 8        (Average', '  1.00 Max', '   1 Sum', '      8 Ratio', '   0.00%)']", ,[' 10890   '],[' 1800    '],[' 10665   '],[' 8746    '],"[' 23084    (Atom=Atom', ' 5594 Body=Body', ' 5595 Other', ' 11895)']",[' Yes'],"[' 2534     (Eliminated', '    0 Frozen', ' 1800)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1233'],[' 0.242602'],[' 0'], ,[' 70.8699'],[' 0'],[' 2.14733'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.75749e+07'],[' 7.13512e+07'],[' 0'],[' 6.31439e+09'],[' 0'],[' 0']
UNSATISFIABLE,la40,[' 595'],[' 596'],"[' 1562.507s (Solving', ' 1561.68s 1st Model', ' 89.45s Unsat', ' 1472.01s)']",[' 1560.625s'], ,[' 87909122'],"[' 10271546 (Analyzed', ' 10271545)']","[' 18390    (Average', ' 558.54 Last', ' 63741)']",[' 1448.2  '],"[' 596      (Average Length', ' 1.00 Splits', ' 0)']","[' 22861731 (Deleted', ' 22569754)']","[' 887      (Ratio', '   0.00%)']","[' 10266    (Ratio', '   0.04%)']","[' 10271545 (Average Length', '   16.7 Ratio', '  44.93%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12590186 (Average Length', '   10.6 Ratio', '  55.07%) ']","[' 10271545 (Average', '  1.65 Max', ' 1108 Sum', ' 16965526)']","[' 10271528 (Average', '  1.65 Max', ' 1108 Sum', ' 16965509 Ratio', ' 100.00%)']","[' 17       (Average', '  1.00 Max', '   1 Sum', '     17 Ratio', '   0.00%)']", ,[' 10751   '],[' 1800    '],[' 10526   '],[' 8746    '],"[' 23084    (Atom=Atom', ' 5594 Body=Body', ' 5595 Other', ' 11895)']",[' Yes'],"[' 2395     (Eliminated', '    0 Frozen', ' 1800)']","[' 13       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1222'],[' 0.195822'],[' 0'], ,[' 426.301'],[' 0'],[' 11.6953'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.76885e+08'],[' 4.26322e+08'],[' 0'],[' 3.24832e+10'],[' 0'],[' 0']
UNSATISFIABLE,TA01,[' 692'],[' 693'],"[' 74.055s (Solving', ' 73.09s 1st Model', ' 56.85s Unsat', ' 16.02s)']",[' 73.984s'], ,[' 14585557'],"[' 657625   (Analyzed', ' 657624)']","[' 1707     (Average', ' 385.25 Last', ' 39399)']",[' 1486.4  '],"[' 693      (Average Length', ' 1.00 Splits', ' 0)']","[' 2066506  (Deleted', ' 2020541)']","[' 397      (Ratio', '   0.02%)']","[' 4086     (Ratio', '   0.20%)']","[' 657624   (Average Length', '   15.4 Ratio', '  31.82%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1408882  (Average Length', '    9.8 Ratio', '  68.18%) ']","[' 657624   (Average', '  2.02 Max', ' 1341 Sum', ' 1330905)']","[' 657615   (Average', '  2.02 Max', ' 1341 Sum', ' 1330896 Ratio', ' 100.00%)']","[' 9        (Average', '  1.00 Max', '   1 Sum', '      9 Ratio', '   0.00%)']", ,[' 10848   '],[' 1800    '],[' 10623   '],[' 8746    '],"[' 23084    (Atom=Atom', ' 5594 Body=Body', ' 5595 Other', ' 11895)']",[' Yes'],"[' 2492     (Eliminated', '    0 Frozen', ' 1800)']","[' 11       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1231'],[' 0.228596'],[' 0'], ,[' 38.0616'],[' 0'],[' 1.30611'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.6276e+07'],[' 4.03591e+07'],[' 0'],[' 3.24166e+09'],[' 0'],[' 0']
UNSATISFIABLE,TA02,[' 654'],[' 655'],"[' 797.616s (Solving', ' 796.67s 1st Model', ' 9.65s Unsat', ' 786.84s)']",[' 796.641s'], ,[' 77855548'],"[' 6029527  (Analyzed', ' 6029526)']","[' 11074    (Average', ' 544.48 Last', ' 572)']",[' 1470.9  '],"[' 655      (Average Length', ' 1.00 Splits', ' 0)']","[' 16290793 (Deleted', ' 16065458)']","[' 675      (Ratio', '   0.00%)']","[' 7599     (Ratio', '   0.05%)']","[' 6029526  (Average Length', '   16.4 Ratio', '  37.01%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10261267 (Average Length', '   10.7 Ratio', '  62.99%) ']","[' 6029526  (Average', '  1.77 Max', ' 1198 Sum', ' 10685445)']","[' 6029517  (Average', '  1.77 Max', ' 1198 Sum', ' 10685436 Ratio', ' 100.00%)']","[' 9        (Average', '  1.00 Max', '   1 Sum', '      9 Ratio', '   0.00%)']", ,[' 10810   '],[' 1800    '],[' 10585   '],[' 8746    '],"[' 23084    (Atom=Atom', ' 5594 Body=Body', ' 5595 Other', ' 11895)']",[' Yes'],"[' 2454     (Eliminated', '    0 Frozen', ' 1800)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1244'],[' 0.222553'],[' 0'], ,[' 307.339'],[' 0'],[' 9.45931'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.37693e+08'],[' 3.21622e+08'],[' 0'],[' 2.52497e+10'],[' 0'],[' 0']
UNSATISFIABLE,TA03,[' 704'],[' 705'],"[' 224.857s (Solving', ' 223.93s 1st Model', ' 139.42s Unsat', ' 84.29s)']",[' 224.563s'], ,[' 25503719'],"[' 2145833  (Analyzed', ' 2145832)']","[' 5223     (Average', ' 410.84 Last', ' 9359)']",[' 1456.9  '],"[' 705      (Average Length', ' 1.00 Splits', ' 0)']","[' 4957533  (Deleted', ' 4857452)']","[' 542      (Ratio', '   0.01%)']","[' 5726     (Ratio', '   0.12%)']","[' 2145832  (Average Length', '   17.1 Ratio', '  43.28%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2811701  (Average Length', '    9.7 Ratio', '  56.72%) ']","[' 2145832  (Average', '  1.73 Max', ' 1236 Sum', ' 3702815)']","[' 2145822  (Average', '  1.73 Max', ' 1236 Sum', ' 3702805 Ratio', ' 100.00%)']","[' 10       (Average', '  1.00 Max', '   1 Sum', '     10 Ratio', '   0.00%)']", ,[' 10860   '],[' 1800    '],[' 10635   '],[' 8746    '],"[' 23084    (Atom=Atom', ' 5594 Body=Body', ' 5595 Other', ' 11895)']",[' Yes'],"[' 2504     (Eliminated', '    0 Frozen', ' 1800)']","[' 2        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1218'],[' 0.231609'],[' 0'], ,[' 91.6963'],[' 0'],[' 2.75074'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.37372e+08'],[' 1.0119e+08'],[' 0'],[' 7.60754e+09'],[' 0'],[' 0']
UNSATISFIABLE,TA04,[' 658'],[' 659'],"[' 81.761s (Solving', ' 81.03s 1st Model', ' 56.28s Unsat', ' 24.50s)']",[' 81.672s'], ,[' 12682807'],"[' 790161   (Analyzed', ' 790160)']","[' 2163     (Average', ' 365.31 Last', ' 4021)']",[' 1476.7  '],"[' 659      (Average Length', ' 1.00 Splits', ' 0)']","[' 2079212  (Deleted', ' 2009166)']","[' 498      (Ratio', '   0.02%)']","[' 5204     (Ratio', '   0.25%)']","[' 790160   (Average Length', '   14.4 Ratio', '  38.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1289052  (Average Length', '    9.0 Ratio', '  62.00%) ']","[' 790160   (Average', '  1.82 Max', ' 881 Sum', ' 1441243)']","[' 790141   (Average', '  1.82 Max', ' 881 Sum', ' 1441224 Ratio', ' 100.00%)']","[' 19       (Average', '  1.00 Max', '   1 Sum', '     19 Ratio', '   0.00%)']", ,[' 10814   '],[' 1800    '],[' 10589   '],[' 8746    '],"[' 23084    (Atom=Atom', ' 5594 Body=Body', ' 5595 Other', ' 11895)']",[' Yes'],"[' 2458     (Eliminated', '    0 Frozen', ' 1800)']","[' 18       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1175'],[' 0.213634'],[' 0'], ,[' 36.4909'],[' 0'],[' 1.24244'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.47213e+07'],[' 3.98871e+07'],[' 0'],[' 3.02739e+09'],[' 0'],[' 0']
UNKNOWN,TA05,[' 676+'],[' 677'],"[' 1800.013s (Solving', ' 1799.18s 1st Model', ' 187.49s Unsat', ' 0.00s)']",[' 1797.766s'], ,[' 97891928'],"[' 11733834 (Analyzed', ' 11733834)']","[' 20018    (Average', ' 586.16 Last', ' 259157)']",[' 1449.0  '],"[' 677      (Average Length', ' 1.00 Splits', ' 0)']","[' 25635841 (Deleted', ' 25363121)']","[' 688      (Ratio', '   0.00%)']","[' 8963     (Ratio', '   0.03%)']","[' 11733834 (Average Length', '   21.2 Ratio', '  45.77%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13902007 (Average Length', '   10.8 Ratio', '  54.23%) ']","[' 11733834 (Average', '  1.68 Max', ' 1393 Sum', ' 19721866)']","[' 11733834 (Average', '  1.68 Max', ' 1393 Sum', ' 19721866 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 10832   '],[' 1800    '],[' 10607   '],[' 8746    '],"[' 23084    (Atom=Atom', ' 5594 Body=Body', ' 5595 Other', ' 11895)']",[' Yes'],"[' 2476     (Eliminated', '    0 Frozen', ' 1800)']","[' 2        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1224'],[' 0.229085'],[' 0'], ,[' 507.243'],[' 0'],[' 13.5288'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.04185e+08'],[' 6.17611e+08'],[' 0'],[' 3.78444e+10'],[' 0'],[' 0']
