Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, ,[' 1'],[' 4711+'],[' 2363'],"[' 1011.302s (Solving', ' 964.08s 1st Model', ' 49.26s Unsat', ' 0.00s)']",[' 1009.078s'], ,[' 127465575'],"[' 9342173  (Analyzed', ' 8997250)']","[' 17723    (Average', ' 507.66 Last', ' 516743)']",[' 7816.5  '],"[' 2363     (Average Length', ' 1130.99 Splits', ' 0)']","[' 8997250  (Deleted', ' 8875501)']","[' 21       (Ratio', '   0.00%)']","[' 17042    (Ratio', '   0.19%)']","[' 8997250  (Average Length', '   22.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8997250  (Average', ' 12.51 Max', ' 10361 Sum', ' 112571206)']","[' 8995096  (Average', ' 12.31 Max', ' 10361 Sum', ' 110754209 Ratio', '  98.39%)']","[' 2154     (Average', ' 843.55 Max', ' 2292 Sum', ' 1816997 Ratio', '   1.61%)']", ,[' 377189  '],[' 16275   '],[' 377400  '],[' 218947  '],"[' 656837   (Atom=Atom', ' 204670 Body=Body', ' 117175 Other', ' 334992)']",[' Yes'],"[' 18486    (Eliminated', '    0 Frozen', ' 18486)']","[' 3366     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.0013'],[' 0'], ,[' 820.04'],[' 0'],[' 14.2848'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.8064e+08'],[' 4.36622e+08'],[' 0'],[' 1.07157e+11'],[' 0'],[' 0'],[' 1148 '],[' 2355 '],[' 3437 '],[' 4693 '],[' 5934 '],[' 6946 '],[' 7945 '],[' 7 '],[' 0 ']
Solving...,TA72, ,[' 1'],[' 4651+'],[' 2333'],"[' 1010.754s (Solving', ' 965.69s 1st Model', ' 49.48s Unsat', ' 0.00s)']",[' 1008.734s'], ,[' 130333059'],"[' 13466865 (Analyzed', ' 12983959)']","[' 26071    (Average', ' 498.02 Last', ' 31506)']",[' 7763.5  '],"[' 2333     (Average Length', ' 1107.12 Splits', ' 0)']","[' 12983959 (Deleted', ' 12818313)']","[' 26       (Ratio', '   0.00%)']","[' 13204    (Ratio', '   0.10%)']","[' 12983959 (Average Length', '   17.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12983959 (Average', '  8.92 Max', ' 10297 Sum', ' 115874337)']","[' 12981786 (Average', '  8.76 Max', ' 10297 Sum', ' 113678062 Ratio', '  98.10%)']","[' 2173     (Average', ' 1010.71 Max', ' 9905 Sum', ' 2196275 Ratio', '   1.90%)']", ,[' 375732  '],[' 16073   '],[' 375921  '],[' 220325  '],"[' 660971   (Atom=Atom', ' 206250 Body=Body', ' 116973 Other', ' 337748)']",[' Yes'],"[' 18262    (Eliminated', '    0 Frozen', ' 18262)']","[' 2502     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.62269'],[' 0'], ,[' 814.975'],[' 0'],[' 14.1845'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.97004e+08'],[' 4.49454e+08'],[' 0'],[' 9.58563e+10'],[' 0'],[' 0'],[' 957 '],[' 1972 '],[' 3036 '],[' 4066 '],[' 5476 '],[' 6382 '],[' 7380 '],[' 7 '],[' 0 ']
Solving...,TA73, ,[' 1'],[' 4655+'],[' 2335'],"[' 1009.717s (Solving', ' 966.05s 1st Model', ' 48.38s Unsat', ' 0.00s)']",[' 1008.328s'], ,[' 126871999'],"[' 11274752 (Analyzed', ' 10778072)']","[' 21511    (Average', ' 501.05 Last', ' 50759)']",[' 7666.9  '],"[' 2335     (Average Length', ' 1100.82 Splits', ' 0)']","[' 10778072 (Deleted', ' 10636640)']","[' 22       (Ratio', '   0.00%)']","[' 12802    (Ratio', '   0.12%)']","[' 10778072 (Average Length', '   21.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10778072 (Average', ' 10.43 Max', ' 10437 Sum', ' 112379521)']","[' 10775823 (Average', ' 10.24 Max', ' 10437 Sum', ' 110414100 Ratio', '  98.25%)']","[' 2249     (Average', ' 873.91 Max', ' 1668 Sum', ' 1965421 Ratio', '   1.75%)']", ,[' 376209  '],[' 16162   '],[' 376387  '],[' 217890  '],"[' 653666   (Atom=Atom', ' 203726 Body=Body', ' 117062 Other', ' 332878)']",[' Yes'],"[' 18340    (Eliminated', '    0 Frozen', ' 18340)']","[' 2189     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.5823'],[' 0'], ,[' 832.013'],[' 0'],[' 13.8025'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.40138e+08'],[' 3.95372e+08'],[' 0'],[' 1.08161e+11'],[' 0'],[' 0'],[' 1319 '],[' 2476 '],[' 3761 '],[' 4600 '],[' 5647 '],[' 6826 '],[' 7865 '],[' 7 '],[' 0 ']
Solving...,TA74, ,[' 1'],[' 4715+'],[' 2365'],"[' 1010.963s (Solving', ' 967.87s 1st Model', ' 47.68s Unsat', ' 0.00s)']",[' 1008.969s'], ,[' 106926262'],"[' 11703420 (Analyzed', ' 11205471)']","[' 22364    (Average', ' 501.05 Last', ' 26721)']",[' 7608.1  '],"[' 2365     (Average Length', ' 1108.47 Splits', ' 0)']","[' 11205471 (Deleted', ' 11051400)']","[' 22       (Ratio', '   0.00%)']","[' 10355    (Ratio', '   0.09%)']","[' 11205471 (Average Length', '   17.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11205471 (Average', '  8.27 Max', ' 10447 Sum', ' 92639545)']","[' 11203197 (Average', '  8.08 Max', ' 10447 Sum', ' 90512424 Ratio', '  97.70%)']","[' 2274     (Average', ' 935.41 Max', ' 1773 Sum', ' 2127121 Ratio', '   2.30%)']", ,[' 373017  '],[' 16070   '],[' 373217  '],[' 217934  '],"[' 653798   (Atom=Atom', ' 203862 Body=Body', ' 116970 Other', ' 332966)']",[' Yes'],"[' 18270    (Eliminated', '    0 Frozen', ' 18270)']","[' 1982     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.21707'],[' 0'], ,[' 836.685'],[' 0'],[' 13.2062'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.10645e+08'],[' 3.70536e+08'],[' 0'],[' 1.07486e+11'],[' 0'],[' 0'],[' 997 '],[' 2072 '],[' 3022 '],[' 4056 '],[' 5007 '],[' 6039 '],[' 7105 '],[' 7 '],[' 0 ']
Solving...,TA75, ,[' 1'],[' 4457+'],[' 2236'],"[' 1010.319s (Solving', ' 969.03s 1st Model', ' 40.53s Unsat', ' 0.00s)']",[' 1008.438s'], ,[' 121193422'],"[' 12440464 (Analyzed', ' 11924228)']","[' 23048    (Average', ' 517.36 Last', ' 26066)']",[' 7185.6  '],"[' 2236     (Average Length', ' 1055.42 Splits', ' 0)']","[' 11924228 (Deleted', ' 11782966)']","[' 27       (Ratio', '   0.00%)']","[' 11837    (Ratio', '   0.10%)']","[' 11924228 (Average Length', '   20.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11924228 (Average', '  9.12 Max', ' 10453 Sum', ' 108690434)']","[' 11921749 (Average', '  8.92 Max', ' 10453 Sum', ' 106327335 Ratio', '  97.83%)']","[' 2479     (Average', ' 953.25 Max', ' 1714 Sum', ' 2363099 Ratio', '   2.17%)']", ,[' 376238  '],[' 16330   '],[' 376339  '],[' 218147  '],"[' 654437   (Atom=Atom', ' 203815 Body=Body', ' 117230 Other', ' 333392)']",[' Yes'],"[' 18431    (Eliminated', '    0 Frozen', ' 18431)']","[' 2170     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.34105'],[' 0'], ,[' 833.834'],[' 0'],[' 13.7167'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.30262e+08'],[' 3.84994e+08'],[' 0'],[' 1.05672e+11'],[' 0'],[' 0'],[' 1175 '],[' 2060 '],[' 3472 '],[' 4530 '],[' 5714 '],[' 6850 '],[' 7922 '],[' 7 '],[' 0 ']
Solving...,TA76, ,[' 1'],[' 4895+'],[' 2455'],"[' 1010.998s (Solving', ' 964.51s 1st Model', ' 55.16s Unsat', ' 0.00s)']",[' 1009.219s'], ,[' 117064408'],"[' 10620184 (Analyzed', ' 10205533)']","[' 20850    (Average', ' 489.47 Last', ' 9727)']",[' 7700.4  '],"[' 2455     (Average Length', ' 1157.25 Splits', ' 0)']","[' 10205533 (Deleted', ' 10072349)']","[' 19       (Ratio', '   0.00%)']","[' 11752    (Ratio', '   0.12%)']","[' 10205533 (Average Length', '   19.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10205533 (Average', ' 10.01 Max', ' 10593 Sum', ' 102116351)']","[' 10203252 (Average', '  9.80 Max', ' 10593 Sum', ' 100051089 Ratio', '  97.98%)']","[' 2281     (Average', ' 905.42 Max', ' 1742 Sum', ' 2065262 Ratio', '   2.02%)']", ,[' 374088  '],[' 16137   '],[' 374370  '],[' 217597  '],"[' 652787   (Atom=Atom', ' 203458 Body=Body', ' 117037 Other', ' 332292)']",[' Yes'],"[' 18419    (Eliminated', '    0 Frozen', ' 18419)']","[' 1984     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.93901'],[' 0'], ,[' 833.682'],[' 0'],[' 13.9879'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.38077e+08'],[' 3.97365e+08'],[' 0'],[' 1.08111e+11'],[' 0'],[' 0'],[' 1151 '],[' 2451 '],[' 3463 '],[' 4396 '],[' 5467 '],[' 6479 '],[' 7413 '],[' 7 '],[' 0 ']
Solving...,TA77, ,[' 1'],[' 4637+'],[' 2326'],"[' 1010.619s (Solving', ' 968.03s 1st Model', ' 47.33s Unsat', ' 0.00s)']",[' 1008.203s'], ,[' 115596856'],"[' 11820877 (Analyzed', ' 11268766)']","[' 21734    (Average', ' 518.49 Last', ' 100345)']",[' 7933.9  '],"[' 2326     (Average Length', ' 1085.63 Splits', ' 0)']","[' 11268766 (Deleted', ' 11143343)']","[' 17       (Ratio', '   0.00%)']","[' 11215    (Ratio', '   0.10%)']","[' 11268766 (Average Length', '   19.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11268766 (Average', '  8.88 Max', ' 11110 Sum', ' 100089520)']","[' 11266985 (Average', '  8.74 Max', ' 11110 Sum', ' 98533991 Ratio', '  98.45%)']","[' 1781     (Average', ' 873.40 Max', ' 1696 Sum', ' 1555529 Ratio', '   1.55%)']", ,[' 374251  '],[' 16050   '],[' 374395  '],[' 220063  '],"[' 660185   (Atom=Atom', ' 206011 Body=Body', ' 116950 Other', ' 337224)']",[' Yes'],"[' 18194    (Eliminated', '    0 Frozen', ' 18194)']","[' 1810     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.18481'],[' 0'], ,[' 835.93'],[' 0'],[' 13.7569'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.13683e+08'],[' 3.71684e+08'],[' 0'],[' 1.08719e+11'],[' 0'],[' 0'],[' 1227 '],[' 2325 '],[' 3467 '],[' 4403 '],[' 5413 '],[' 6463 '],[' 7480 '],[' 7 '],[' 0 ']
Solving...,TA78, ,[' 1'],[' 4501+'],[' 2258'],"[' 1010.862s (Solving', ' 966.84s 1st Model', ' 48.96s Unsat', ' 0.00s)']",[' 1008.359s'], ,[' 110237689'],"[' 12180709 (Analyzed', ' 11719448)']","[' 23432    (Average', ' 500.15 Last', ' 79646)']",[' 7927.8  '],"[' 2258     (Average Length', ' 1084.93 Splits', ' 0)']","[' 11719448 (Deleted', ' 11560649)']","[' 33       (Ratio', '   0.00%)']","[' 12815    (Ratio', '   0.11%)']","[' 11719448 (Average Length', '   16.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11719448 (Average', '  8.17 Max', ' 10618 Sum', ' 95767190)']","[' 11717176 (Average', '  8.00 Max', ' 10618 Sum', ' 93792092 Ratio', '  97.94%)']","[' 2272     (Average', ' 869.32 Max', ' 1691 Sum', ' 1975098 Ratio', '   2.06%)']", ,[' 373865  '],[' 16129   '],[' 374010  '],[' 218204  '],"[' 654608   (Atom=Atom', ' 204073 Body=Body', ' 117029 Other', ' 333506)']",[' Yes'],"[' 18274    (Eliminated', '    0 Frozen', ' 18274)']","[' 2058     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.34233'],[' 0'], ,[' 833.703'],[' 0'],[' 13.4874'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.36464e+08'],[' 3.95447e+08'],[' 0'],[' 1.06832e+11'],[' 0'],[' 0'],[' 1110 '],[' 2167 '],[' 3113 '],[' 4334 '],[' 5178 '],[' 6254 '],[' 7175 '],[' 7 '],[' 0 ']
Solving...,TA79, ,[' 1'],[' 4715+'],[' 2365'],"[' 1010.074s (Solving', ' 968.16s 1st Model', ' 42.54s Unsat', ' 0.00s)']",[' 1007.953s'], ,[' 105182103'],"[' 12992805 (Analyzed', ' 12587656)']","[' 24195    (Average', ' 520.26 Last', ' 3517)']",[' 7452.2  '],"[' 2365     (Average Length', ' 1120.19 Splits', ' 0)']","[' 12587656 (Deleted', ' 12427219)']","[' 26       (Ratio', '   0.00%)']","[' 11631    (Ratio', '   0.09%)']","[' 12587656 (Average Length', '   17.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12587656 (Average', '  7.22 Max', ' 10891 Sum', ' 90884230)']","[' 12585843 (Average', '  7.09 Max', ' 10891 Sum', ' 89208001 Ratio', '  98.16%)']","[' 1813     (Average', ' 924.56 Max', ' 1771 Sum', ' 1676229 Ratio', '   1.84%)']", ,[' 374036  '],[' 15892   '],[' 374257  '],[' 217998  '],"[' 653990   (Atom=Atom', ' 204104 Body=Body', ' 116792 Other', ' 333094)']",[' Yes'],"[' 18113    (Eliminated', '    0 Frozen', ' 18113)']","[' 2168     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.97014'],[' 0'], ,[' 833.299'],[' 0'],[' 12.9374'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.02168e+08'],[' 3.58756e+08'],[' 0'],[' 1.0514e+11'],[' 0'],[' 0'],[' 976 '],[' 1967 '],[' 3008 '],[' 4034 '],[' 5008 '],[' 6193 '],[' 7265 '],[' 7 '],[' 0 ']
Solving...,TA80, ,[' 1'],[' 4729+'],[' 2372'],"[' 1010.581s (Solving', ' 965.75s 1st Model', ' 60.76s Unsat', ' 0.00s)']",[' 1008.672s'], ,[' 135778703'],"[' 11231240 (Analyzed', ' 10716576)']","[' 21218    (Average', ' 505.07 Last', ' 18794)']",[' 8042.6  '],"[' 2372     (Average Length', ' 1108.23 Splits', ' 0)']","[' 10716576 (Deleted', ' 10589304)']","[' 19       (Ratio', '   0.00%)']","[' 13878    (Ratio', '   0.13%)']","[' 10716576 (Average Length', '   21.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10716576 (Average', ' 11.22 Max', ' 10830 Sum', ' 120201068)']","[' 10714570 (Average', ' 11.03 Max', ' 10830 Sum', ' 118203452 Ratio', '  98.34%)']","[' 2006     (Average', ' 995.82 Max', ' 1733 Sum', ' 1997616 Ratio', '   1.66%)']", ,[' 375906  '],[' 16105   '],[' 376079  '],[' 221596  '],"[' 664784   (Atom=Atom', ' 207489 Body=Body', ' 117005 Other', ' 340290)']",[' Yes'],"[' 18278    (Eliminated', '    0 Frozen', ' 18278)']","[' 2528     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.58533'],[' 0'], ,[' 824.13'],[' 0'],[' 14.3545'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.71922e+08'],[' 4.24765e+08'],[' 0'],[' 1.07282e+11'],[' 0'],[' 0'],[' 1264 '],[' 2232 '],[' 3482 '],[' 4415 '],[' 5373 '],[' 6242 '],[' 7144 '],[' 7 '],[' 0 ']
