Optimal Found Or Timeout,Instances,Solving...,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,swv11, , , ,[' 367'],[' 193'],"[' 828.170s (Solving', ' 826.90s 1st Model', ' 0.80s Unsat', ' 48.88s)']",[' 826.516s'], ,[' 53617364'],"[' 38444267 (Analyzed', ' 38432641)']","[' 71448    (Average', ' 537.91 Last', ' 455251)']",[' 1269.3  '],"[' 193      (Average Length', ' 91.09 Splits', ' 0)']","[' 38432641 (Deleted', ' 37971949)']","[' 42       (Ratio', '   0.00%)']","[' 3713     (Ratio', '   0.01%)']","[' 38432641 (Average Length', '   12.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 38432641 (Average', '  1.36 Max', ' 1703 Sum', ' 52227152)']","[' 38432391 (Average', '  1.36 Max', ' 1703 Sum', ' 52211552 Ratio', '  99.97%)']","[' 250      (Average', ' 62.40 Max', ' 156 Sum', '  15600 Ratio', '   0.03%)']", ,[' 67865   '],[' 2726    '],[' 67548   '],[' 36604   '],"[' 109808   (Atom=Atom', ' 34376 Body=Body', ' 15426 Other', ' 60006)']",[' Yes'],"[' 2909     (Eliminated', '    0 Frozen', ' 2909)']","[' 511      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.326389'],[' 0'], ,[' 584.093'],[' 0'],[' 9.32434'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.40611e+08'],[' 5.45433e+07'],[' 0'],[' 8.70139e+10'],[' 0'],[' 0'],[' 896 '],[' 1377 '],[' 1907 '],[' 2389 '],[' 2813 '],[' 3312 '],[' 3951 '],[' 4639 '],[' 5315 '],[' 7 '],[' 2 ']
Solving...,swv12, , ,[' 1'],[' 259+'],[' 139'],"[' 889.476s (Solving', ' 888.28s 1st Model', ' 0.49s Unsat', ' 0.01s)']",[' 887.797s'], ,[' 50402122'],"[' 35186873 (Analyzed', ' 35175849)']","[' 67231    (Average', ' 523.21 Last', ' 106736)']",[' 1325.7  '],"[' 139      (Average Length', ' 63.85 Splits', ' 0)']","[' 35175849 (Deleted', ' 34744486)']","[' 12       (Ratio', '   0.00%)']","[' 3702     (Ratio', '   0.01%)']","[' 35175849 (Average Length', '   12.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 35175849 (Average', '  1.40 Max', ' 1804 Sum', ' 49093635)']","[' 35175684 (Average', '  1.40 Max', ' 1804 Sum', ' 49087272 Ratio', '  99.99%)']","[' 165      (Average', ' 38.56 Max', '  90 Sum', '   6363 Ratio', '   0.01%)']", ,[' 67959   '],[' 2737    '],[' 67588   '],[' 36771   '],"[' 110309   (Atom=Atom', ' 34532 Body=Body', ' 15437 Other', ' 60340)']",[' Yes'],"[' 2866     (Eliminated', '    0 Frozen', ' 2866)']","[' 248      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.279864'],[' 0'], ,[' 662.457'],[' 0'],[' 10.6395'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.34811e+08'],[' 5.60187e+07'],[' 0'],[' 1.02163e+11'],[' 0'],[' 0'],[' 711 '],[' 1303 '],[' 2012 '],[' 2880 '],[' 3154 '],[' 3493 '],[' 4258 '],[' 5000 '],[' 5567 '],[' 8 '],[' 1 ']
Solving...,swv13, , ,[' 1'],[' 249+'],[' 134'],"[' 889.650s (Solving', ' 888.58s 1st Model', ' 0.32s Unsat', ' 0.03s)']",[' 888.484s'], ,[' 70349334'],"[' 46067751 (Analyzed', ' 46061705)']","[' 85561    (Average', ' 538.35 Last', ' 29958)']",[' 1125.3  '],"[' 134      (Average Length', ' 62.13 Splits', ' 0)']","[' 46061705 (Deleted', ' 45540213)']","[' 18       (Ratio', '   0.00%)']","[' 4271     (Ratio', '   0.01%)']","[' 46061705 (Average Length', '   13.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 46061705 (Average', '  1.49 Max', ' 1647 Sum', ' 68652929)']","[' 46061478 (Average', '  1.49 Max', ' 1647 Sum', ' 68642113 Ratio', '  99.98%)']","[' 227      (Average', ' 47.65 Max', ' 109 Sum', '  10816 Ratio', '   0.02%)']", ,[' 67734   '],[' 2744    '],[' 67358   '],[' 36289   '],"[' 108863   (Atom=Atom', ' 34043 Body=Body', ' 15444 Other', ' 59376)']",[' Yes'],"[' 2868     (Eliminated', '    0 Frozen', ' 2868)']","[' 471      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.258029'],[' 0'], ,[' 606.987'],[' 0'],[' 10.2689'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.97696e+08'],[' 9.04002e+07'],[' 0'],[' 8.35792e+10'],[' 0'],[' 0'],[' 592 '],[' 1315 '],[' 2054 '],[' 2654 '],[' 3028 '],[' 3457 '],[' 4207 '],[' 5073 '],[' 5914 '],[' 8 '],[' 1 ']
Solving...,swv14, , ,[' 1'],[' 311+'],[' 165'],"[' 889.608s (Solving', ' 888.40s 1st Model', ' 0.55s Unsat', ' 0.00s)']",[' 887.750s'], ,[' 52148539'],"[' 34854427 (Analyzed', ' 34840772)']","[' 65734    (Average', ' 530.03 Last', ' 282752)']",[' 1193.1  '],"[' 165      (Average Length', ' 77.59 Splits', ' 0)']","[' 34840772 (Deleted', ' 34412308)']","[' 7        (Ratio', '   0.00%)']","[' 3904     (Ratio', '   0.01%)']","[' 34840772 (Average Length', '   12.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 34840772 (Average', '  1.46 Max', ' 1708 Sum', ' 50827133)']","[' 34840613 (Average', '  1.46 Max', ' 1708 Sum', ' 50817043 Ratio', '  99.98%)']","[' 159      (Average', ' 63.46 Max', ' 124 Sum', '  10090 Ratio', '   0.02%)']", ,[' 67728   '],[' 2711    '],[' 67383   '],[' 36569   '],"[' 109703   (Atom=Atom', ' 34356 Body=Body', ' 15411 Other', ' 59936)']",[' Yes'],"[' 2866     (Eliminated', '    0 Frozen', ' 2866)']","[' 406      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.285614'],[' 0'], ,[' 666.342'],[' 0'],[' 10.541'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.38557e+08'],[' 5.82121e+07'],[' 0'],[' 1.01786e+11'],[' 0'],[' 0'],[' 671 '],[' 1327 '],[' 1946 '],[' 2699 '],[' 2847 '],[' 3346 '],[' 4038 '],[' 4603 '],[' 5374 '],[' 8 '],[' 1 ']
Solving...,swv15, , ,[' 1'],[' 245+'],[' 132'],"[' 781.418s (Solving', ' 780.21s 1st Model', ' 0.49s Unsat', ' 2.65s)']",[' 780.141s'], ,[' 48725447'],"[' 28974617 (Analyzed', ' 28965521)']","[' 51365    (Average', ' 563.92 Last', ' 176899)']",[' 1428.0  '],"[' 132      (Average Length', ' 59.70 Splits', ' 0)']","[' 28965521 (Deleted', ' 28643651)']","[' 27       (Ratio', '   0.00%)']","[' 5595     (Ratio', '   0.02%)']","[' 28965521 (Average Length', '   15.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 28965521 (Average', '  1.64 Max', ' 1756 Sum', ' 47443847)']","[' 28965281 (Average', '  1.64 Max', ' 1756 Sum', ' 47437470 Ratio', '  99.99%)']","[' 240      (Average', ' 26.57 Max', '  73 Sum', '   6377 Ratio', '   0.01%)']", ,[' 68938   '],[' 2877    '],[' 68560   '],[' 37728   '],"[' 113180   (Atom=Atom', ' 35349 Body=Body', ' 15577 Other', ' 62254)']",[' Yes'],"[' 2999     (Eliminated', '    0 Frozen', ' 2999)']","[' 602      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.287809'],[' 0'], ,[' 603.979'],[' 0'],[' 9.97676'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.35007e+08'],[' 6.75003e+07'],[' 0'],[' 9.96206e+10'],[' 0'],[' 0'],[' 938 '],[' 1496 '],[' 2146 '],[' 3018 '],[' 3246 '],[' 3617 '],[' 4248 '],[' 4830 '],[' 5564 '],[' 7 '],[' 2 ']
Solving...,swv16, , , ,[' 199'],[' 109'],"[' 126.572s (Solving', ' 125.77s 1st Model', ' 0.14s Unsat', ' 125.10s)']",[' 126.500s'], ,[' 7515211 '],"[' 6085500  (Analyzed', ' 6081116)']","[' 14317    (Average', ' 424.75 Last', ' 103700)']",[' 1004.7  '],"[' 109      (Average Length', ' 48.28 Splits', ' 0)']","[' 6081116  (Deleted', ' 5986427)']","[' 115      (Ratio', '   0.00%)']","[' 1632     (Ratio', '   0.03%)']","[' 6081116  (Average Length', '    9.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6081116  (Average', '  1.20 Max', ' 1069 Sum', ' 7287716)']","[' 6080981  (Average', '  1.20 Max', ' 1069 Sum', ' 7287147 Ratio', '  99.99%)']","[' 135      (Average', '  4.21 Max', '  50 Sum', '    569 Ratio', '   0.01%)']", ,[' 49235   '],[' 1863    '],[' 48832   '],[' 28675   '],"[' 86021    (Atom=Atom', ' 27310 Body=Body', ' 14563 Other', ' 44148)']",[' Yes'],"[' 1960     (Eliminated', '    0 Frozen', ' 1960)']","[' 38       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.181301'],[' 0'], ,[' 87.6886'],[' 0'],[' 2.13822'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.14426e+07'],[' 7.92199e+06'],[' 0'],[' 1.16286e+10'],[' 0'],[' 0'],[' 627 '],[' 941 '],[' 1591 '],[' 1823 '],[' 2276 '],[' 2660 '],[' 3010 '],[' 3262 '],[' 3612 '],[' 0 '],[' 9 ']
Solving...,swv17, , , ,[' 155'],[' 87'],"[' 315.467s (Solving', ' 314.81s 1st Model', ' 0.14s Unsat', ' 92.07s)']",[' 314.953s'], ,[' 17967172'],"[' 13558110 (Analyzed', ' 13555459)']","[' 28578    (Average', ' 474.33 Last', ' 107588)']",[' 855.4   '],"[' 87       (Average Length', ' 38.14 Splits', ' 0)']","[' 13555459 (Deleted', ' 13372296)']","[' 90       (Ratio', '   0.00%)']","[' 1614     (Ratio', '   0.01%)']","[' 13555459 (Average Length', '   10.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13555459 (Average', '  1.30 Max', ' 1189 Sum', ' 17566871)']","[' 13555311 (Average', '  1.30 Max', ' 1189 Sum', ' 17565221 Ratio', '  99.99%)']","[' 148      (Average', ' 11.15 Max', '  50 Sum', '   1650 Ratio', '   0.01%)']", ,[' 49063   '],[' 1861    '],[' 48640   '],[' 28087   '],"[' 84257    (Atom=Atom', ' 26724 Body=Body', ' 14561 Other', ' 42972)']",[' Yes'],"[' 1938     (Eliminated', '    0 Frozen', ' 1938)']","[' 187      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.147544'],[' 0'], ,[' 223.986'],[' 0'],[' 4.30959'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.78996e+07'],[' 1.72794e+07'],[' 0'],[' 3.23366e+10'],[' 0'],[' 0'],[' 478 '],[' 827 '],[' 1325 '],[' 1658 '],[' 2020 '],[' 2524 '],[' 2823 '],[' 3298 '],[' 3596 '],[' 2 '],[' 7 ']
Solving...,swv18, , , ,[' 231'],[' 125'],"[' 374.123s (Solving', ' 373.36s 1st Model', ' 0.25s Unsat', ' 39.53s)']",[' 373.281s'], ,[' 17843036'],"[' 13361911 (Analyzed', ' 13359147)']","[' 28178    (Average', ' 474.10 Last', ' 8515)']",[' 842.1   '],"[' 125      (Average Length', ' 56.87 Splits', ' 0)']","[' 13359147 (Deleted', ' 13169916)']","[' 76       (Ratio', '   0.00%)']","[' 2133     (Ratio', '   0.02%)']","[' 13359147 (Average Length', '   11.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13359147 (Average', '  1.30 Max', ' 1143 Sum', ' 17342171)']","[' 13359017 (Average', '  1.30 Max', ' 1143 Sum', ' 17339656 Ratio', '  99.99%)']","[' 130      (Average', ' 19.35 Max', '  93 Sum', '   2515 Ratio', '   0.01%)']", ,[' 50101   '],[' 1918    '],[' 49715   '],[' 28586   '],"[' 85754    (Atom=Atom', ' 27166 Body=Body', ' 14618 Other', ' 43970)']",[' Yes'],"[' 2032     (Eliminated', '    0 Frozen', ' 2032)']","[' 98       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.178189'],[' 0'], ,[' 288.286'],[' 0'],[' 5.96244'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.84052e+07'],[' 1.85146e+07'],[' 0'],[' 4.11106e+10'],[' 0'],[' 0'],[' 497 '],[' 962 '],[' 1310 '],[' 1941 '],[' 2165 '],[' 2666 '],[' 3005 '],[' 3318 '],[' 3720 '],[' 3 '],[' 6 ']
Solving...,swv19, , , ,[' 177'],[' 98'],"[' 598.814s (Solving', ' 598.11s 1st Model', ' 0.17s Unsat', ' 42.41s)']",[' 596.938s'], ,[' 31623114'],"[' 24608418 (Analyzed', ' 24606031)']","[' 48269    (Average', ' 509.77 Last', ' 80439)']",[' 930.5   '],"[' 98       (Average Length', ' 43.31 Splits', ' 0)']","[' 24606031 (Deleted', ' 24278264)']","[' 51       (Ratio', '   0.00%)']","[' 1986     (Ratio', '   0.01%)']","[' 24606031 (Average Length', '   11.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 24606031 (Average', '  1.26 Max', ' 1220 Sum', ' 30908473)']","[' 24605948 (Average', '  1.26 Max', ' 1220 Sum', ' 30907182 Ratio', ' 100.00%)']","[' 83       (Average', ' 15.55 Max', '  65 Sum', '   1291 Ratio', '   0.00%)']", ,[' 50011   '],[' 1864    '],[' 49599   '],[' 28267   '],"[' 84797    (Atom=Atom', ' 26901 Body=Body', ' 14564 Other', ' 43332)']",[' Yes'],"[' 1952     (Eliminated', '    0 Frozen', ' 1952)']","[' 69       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.170519'],[' 0'], ,[' 439.406'],[' 0'],[' 8.5965'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.43458e+07'],[' 2.97327e+07'],[' 0'],[' 6.69168e+10'],[' 0'],[' 0'],[' 719 '],[' 1058 '],[' 1376 '],[' 1900 '],[' 2472 '],[' 2749 '],[' 3352 '],[' 3766 '],[' 4215 '],[' 5 '],[' 4 ']
Solving...,swv20, , , ,[' 197'],[' 108'],"[' 130.594s (Solving', ' 129.84s 1st Model', ' 0.16s Unsat', ' 18.20s)']",[' 130.391s'], ,[' 4395973 '],"[' 3370110  (Analyzed', ' 3367947)']","[' 7767     (Average', ' 433.62 Last', ' 62054)']",[' 877.3   '],"[' 108      (Average Length', ' 48.66 Splits', ' 0)']","[' 3367947  (Deleted', ' 3307383)']","[' 86       (Ratio', '   0.00%)']","[' 1372     (Ratio', '   0.04%)']","[' 3367947  (Average Length', '   10.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3367947  (Average', '  1.25 Max', ' 1176 Sum', ' 4217881)']","[' 3367831  (Average', '  1.25 Max', ' 1176 Sum', ' 4216687 Ratio', '  99.97%)']","[' 116      (Average', ' 10.29 Max', '  68 Sum', '   1194 Ratio', '   0.03%)']", ,[' 48916   '],[' 1848    '],[' 48514   '],[' 28229   '],"[' 84683    (Atom=Atom', ' 26879 Body=Body', ' 14548 Other', ' 43256)']",[' Yes'],"[' 1946     (Eliminated', '    0 Frozen', ' 1946)']","[' 65       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.158931'],[' 0'], ,[' 109.516'],[' 0'],[' 1.61849'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.26842e+07'],[' 5.21112e+06'],[' 0'],[' 1.99468e+10'],[' 0'],[' 0'],[' 500 '],[' 909 '],[' 1194 '],[' 1467 '],[' 1844 '],[' 2101 '],[' 2462 '],[' 3011 '],[' 3312 '],[' 1 '],[' 8 ']
