Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, ,[' 1'],[' 613+'],[' 315'],"[' 600.663s (Solving', ' 599.42s 1st Model', ' 0.50s Unsat', ' 0.00s)']",[' 599.359s'], ,[' 48991833'],"[' 34256246 (Analyzed', ' 34244027)']","[' 67697    (Average', ' 505.84 Last', ' 234527)']",[' 1192.2  '],"[' 315      (Average Length', ' 220.95 Splits', ' 0)']","[' 34244027 (Deleted', ' 33788776)']","[' 6        (Ratio', '   0.00%)']","[' 3031     (Ratio', '   0.01%)']","[' 34244027 (Average Length', '   12.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 34244027 (Average', '  1.40 Max', ' 1749 Sum', ' 47795350)']","[' 34243762 (Average', '  1.39 Max', ' 1749 Sum', ' 47730339 Ratio', '  99.86%)']","[' 265      (Average', ' 245.32 Max', ' 326 Sum', '  65011 Ratio', '   0.14%)']", ,[' 63037   '],[' 2333    '],[' 57910   '],[' 20060   '],"[' 51498    (Atom=Atom', ' 15007 Body=Body', ' 9266 Other', ' 27225)']",[' Yes'],"[' 3198     (Eliminated', '    0 Frozen', ' 3198)']","[' 468      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.200486'],[' 0'], ,[' 388.152'],[' 0'],[' 9.69954'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.29378e+08'],[' 5.22362e+07'],[' 0'],[' 2.49728e+10'],[' 0'],[' 0'],[' 693 '],[' 1226 '],[' 1796 '],[' 2442 '],[' 2960 '],[' 3357 '],[' 3824 '],[' 4482 '],[' 8 '],[' 0 ']
Solving...,TA52, ,[' 1'],[' 653+'],[' 335'],"[' 321.920s (Solving', ' 320.64s 1st Model', ' 0.47s Unsat', ' 19.07s)']",[' 321.484s'], ,[' 27002050'],"[' 18234163 (Analyzed', ' 18221411)']","[' 36542    (Average', ' 498.64 Last', ' 247751)']",[' 1212.2  '],"[' 335      (Average Length', ' 225.90 Splits', ' 0)']","[' 18221411 (Deleted', ' 17993908)']","[' 30       (Ratio', '   0.00%)']","[' 2363     (Ratio', '   0.01%)']","[' 18221411 (Average Length', '   12.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 18221411 (Average', '  1.44 Max', ' 1826 Sum', ' 26202870)']","[' 18221157 (Average', '  1.43 Max', ' 1826 Sum', ' 26144586 Ratio', '  99.78%)']","[' 254      (Average', ' 229.46 Max', ' 333 Sum', '  58284 Ratio', '   0.22%)']", ,[' 63025   '],[' 2296    '],[' 57824   '],[' 19996   '],"[' 50958    (Atom=Atom', ' 14873 Body=Body', ' 9153 Other', ' 26932)']",[' Yes'],"[' 3185     (Eliminated', '    0 Frozen', ' 3185)']","[' 264      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.208375'],[' 0'], ,[' 210.911'],[' 0'],[' 5.16262'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.80665e+07'],[' 2.63264e+07'],[' 0'],[' 1.41346e+10'],[' 0'],[' 0'],[' 543 '],[' 1229 '],[' 1761 '],[' 2370 '],[' 2768 '],[' 3315 '],[' 3773 '],[' 4182 '],[' 4 '],[' 4 ']
Solving...,TA53, , ,[' 775'],[' 396'],"[' 161.364s (Solving', ' 160.03s 1st Model', ' 0.52s Unsat', ' 7.35s)']",[' 160.938s'], ,[' 11540974'],"[' 8520657  (Analyzed', ' 8478727)']","[' 18320    (Average', ' 462.81 Last', ' 5564)']",[' 1252.8  '],"[' 396      (Average Length', ' 256.63 Splits', ' 0)']","[' 8478727  (Deleted', ' 8338288)']","[' 26       (Ratio', '   0.00%)']","[' 1165     (Ratio', '   0.01%)']","[' 8478727  (Average Length', '   12.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8478727  (Average', '  1.29 Max', ' 2006 Sum', ' 10914772)']","[' 8478624  (Average', '  1.29 Max', ' 2006 Sum', ' 10898672 Ratio', '  99.85%)']","[' 103      (Average', ' 156.31 Max', ' 400 Sum', '  16100 Ratio', '   0.15%)']", ,[' 62154   '],[' 2212    '],[' 57213   '],[' 19528   '],"[' 49851    (Atom=Atom', ' 14604 Body=Body', ' 8903 Other', ' 26344)']",[' Yes'],"[' 3154     (Eliminated', '    0 Frozen', ' 3154)']","[' 81       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.2332'],[' 0'], ,[' 102.026'],[' 0'],[' 1.94453'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.07996e+07'],[' 1.14193e+07'],[' 0'],[' 6.60445e+09'],[' 0'],[' 0'],[' 596 '],[' 1046 '],[' 1494 '],[' 1874 '],[' 2316 '],[' 2899 '],[' 3463 '],[' 3839 '],[' 2 '],[' 6 ']
Solving...,TA54, ,[' 1'],[' 601+'],[' 309'],"[' 328.691s (Solving', ' 327.35s 1st Model', ' 0.46s Unsat', ' 26.28s)']",[' 328.031s'], ,[' 23854327'],"[' 17448654 (Analyzed', ' 17444948)']","[' 35687    (Average', ' 488.83 Last', ' 57491)']",[' 1129.2  '],"[' 309      (Average Length', ' 201.48 Splits', ' 0)']","[' 17444948 (Deleted', ' 17210591)']","[' 13       (Ratio', '   0.00%)']","[' 1846     (Ratio', '   0.01%)']","[' 17444948 (Average Length', '   12.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17444948 (Average', '  1.33 Max', ' 1915 Sum', ' 23130146)']","[' 17444789 (Average', '  1.32 Max', ' 1915 Sum', ' 23099576 Ratio', '  99.87%)']","[' 159      (Average', ' 192.26 Max', ' 337 Sum', '  30570 Ratio', '   0.13%)']", ,[' 62622   '],[' 2269    '],[' 57497   '],[' 19767   '],"[' 50551    (Atom=Atom', ' 14745 Body=Body', ' 9074 Other', ' 26732)']",[' Yes'],"[' 3130     (Eliminated', '    0 Frozen', ' 3130)']","[' 214      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.221217'],[' 0'], ,[' 211.918'],[' 0'],[' 5.4465'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.25821e+07'],[' 2.28616e+07'],[' 0'],[' 1.30771e+10'],[' 0'],[' 0'],[' 566 '],[' 1166 '],[' 1674 '],[' 2220 '],[' 2695 '],[' 3217 '],[' 3623 '],[' 3998 '],[' 4 '],[' 4 ']
Solving...,TA55, , ,[' 663'],[' 340'],"[' 271.048s (Solving', ' 269.76s 1st Model', ' 0.48s Unsat', ' 42.66s)']",[' 270.656s'], ,[' 22104962'],"[' 14440788 (Analyzed', ' 14408955)']","[' 29701    (Average', ' 485.13 Last', ' 29539)']",[' 1211.5  '],"[' 340      (Average Length', ' 227.56 Splits', ' 0)']","[' 14408955 (Deleted', ' 14233847)']","[' 35       (Ratio', '   0.00%)']","[' 2378     (Ratio', '   0.02%)']","[' 14408955 (Average Length', '   13.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14408955 (Average', '  1.48 Max', ' 1905 Sum', ' 21335464)']","[' 14408786 (Average', '  1.48 Max', ' 1905 Sum', ' 21297917 Ratio', '  99.82%)']","[' 169      (Average', ' 222.17 Max', ' 361 Sum', '  37547 Ratio', '   0.18%)']", ,[' 62726   '],[' 2287    '],[' 57669   '],[' 19828   '],"[' 50807    (Atom=Atom', ' 14848 Body=Body', ' 9128 Other', ' 26831)']",[' Yes'],"[' 3179     (Eliminated', '    0 Frozen', ' 3179)']","[' 327      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.210367'],[' 0'], ,[' 184.787'],[' 0'],[' 3.79079'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.57802e+07'],[' 2.27296e+07'],[' 0'],[' 1.21789e+10'],[' 0'],[' 0'],[' 583 '],[' 950 '],[' 1558 '],[' 2076 '],[' 2380 '],[' 2969 '],[' 3560 '],[' 3935 '],[' 3 '],[' 5 ']
Solving...,TA56, , ,[' 487'],[' 252'],"[' 412.113s (Solving', ' 411.05s 1st Model', ' 0.34s Unsat', ' 35.34s)']",[' 411.453s'], ,[' 36134010'],"[' 24219621 (Analyzed', ' 24213249)']","[' 48146    (Average', ' 502.91 Last', ' 21892)']",[' 1073.6  '],"[' 252      (Average Length', ' 178.68 Splits', ' 0)']","[' 24213249 (Deleted', ' 23910834)']","[' 27       (Ratio', '   0.00%)']","[' 2760     (Ratio', '   0.01%)']","[' 24213249 (Average Length', '   13.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 24213249 (Average', '  1.45 Max', ' 1844 Sum', ' 35229605)']","[' 24213034 (Average', '  1.45 Max', ' 1844 Sum', ' 35188426 Ratio', '  99.88%)']","[' 215      (Average', ' 191.53 Max', ' 292 Sum', '  41179 Ratio', '   0.12%)']", ,[' 62683   '],[' 2304    '],[' 57539   '],[' 19819   '],"[' 50822    (Atom=Atom', ' 14828 Body=Body', ' 9179 Other', ' 26815)']",[' Yes'],"[' 3111     (Eliminated', '    0 Frozen', ' 3111)']","[' 459      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.154334'],[' 0'], ,[' 271.01'],[' 0'],[' 5.84894'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.07275e+07'],[' 3.5933e+07'],[' 0'],[' 1.7461e+10'],[' 0'],[' 0'],[' 693 '],[' 1456 '],[' 1941 '],[' 2385 '],[' 2972 '],[' 3462 '],[' 4110 '],[' 4496 '],[' 5 '],[' 3 ']
Solving...,TA57, ,[' 1'],[' 647+'],[' 332'],"[' 354.588s (Solving', ' 353.26s 1st Model', ' 0.50s Unsat', ' 51.30s)']",[' 353.875s'], ,[' 28504447'],"[' 20462124 (Analyzed', ' 20441566)']","[' 41416    (Average', ' 493.57 Last', ' 1417)']",[' 1195.5  '],"[' 332      (Average Length', ' 227.64 Splits', ' 0)']","[' 20441566 (Deleted', ' 20169215)']","[' 12       (Ratio', '   0.00%)']","[' 2048     (Ratio', '   0.01%)']","[' 20441566 (Average Length', '   12.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20441566 (Average', '  1.35 Max', ' 1957 Sum', ' 27631664)']","[' 20441440 (Average', '  1.35 Max', ' 1957 Sum', ' 27605586 Ratio', '  99.91%)']","[' 126      (Average', ' 206.97 Max', ' 366 Sum', '  26078 Ratio', '   0.09%)']", ,[' 62453   '],[' 2245    '],[' 57387   '],[' 19645   '],"[' 50166    (Atom=Atom', ' 14672 Body=Body', ' 9002 Other', ' 26492)']",[' Yes'],"[' 3131     (Eliminated', '    0 Frozen', ' 3131)']","[' 205      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.212659'],[' 0'], ,[' 229.267'],[' 0'],[' 6.05224'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.28762e+07'],[' 2.75897e+07'],[' 0'],[' 1.52687e+10'],[' 0'],[' 0'],[' 603 '],[' 1119 '],[' 1911 '],[' 2412 '],[' 2841 '],[' 3319 '],[' 3833 '],[' 4368 '],[' 4 '],[' 4 ']
Solving...,TA58, ,[' 1'],[' 677+'],[' 347'],"[' 378.316s (Solving', ' 377.00s 1st Model', ' 0.49s Unsat', ' 1.13s)']",[' 377.750s'], ,[' 27152491'],"[' 19156037 (Analyzed', ' 19143065)']","[' 39490    (Average', ' 484.76 Last', ' 80079)']",[' 1251.1  '],"[' 347      (Average Length', ' 226.79 Splits', ' 0)']","[' 19143065 (Deleted', ' 18881740)']","[' 9        (Ratio', '   0.00%)']","[' 1837     (Ratio', '   0.01%)']","[' 19143065 (Average Length', '   12.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19143065 (Average', '  1.37 Max', ' 2020 Sum', ' 26291040)']","[' 19142933 (Average', '  1.37 Max', ' 2020 Sum', ' 26262948 Ratio', '  99.89%)']","[' 132      (Average', ' 212.82 Max', ' 356 Sum', '  28092 Ratio', '   0.11%)']", ,[' 62911   '],[' 2309    '],[' 57835   '],[' 19980   '],"[' 51182    (Atom=Atom', ' 14943 Body=Body', ' 9194 Other', ' 27045)']",[' Yes'],"[' 3209     (Eliminated', '    0 Frozen', ' 3209)']","[' 256      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.220965'],[' 0'], ,[' 255.702'],[' 0'],[' 6.72918'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.93027e+07'],[' 2.64769e+07'],[' 0'],[' 1.70298e+10'],[' 0'],[' 0'],[' 579 '],[' 1189 '],[' 1794 '],[' 2290 '],[' 2717 '],[' 3388 '],[' 3954 '],[' 4353 '],[' 5 '],[' 3 ']
Solving...,TA59, ,[' 1'],[' 591+'],[' 304'],"[' 312.132s (Solving', ' 310.89s 1st Model', ' 0.51s Unsat', ' 83.26s)']",[' 311.859s'], ,[' 25692756'],"[' 18338386 (Analyzed', ' 18328712)']","[' 37150    (Average', ' 493.37 Last', ' 30758)']",[' 1267.1  '],"[' 304      (Average Length', ' 222.83 Splits', ' 0)']","[' 18328712 (Deleted', ' 18062337)']","[' 5        (Ratio', '   0.00%)']","[' 1980     (Ratio', '   0.01%)']","[' 18328712 (Average Length', '   12.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 18328712 (Average', '  1.36 Max', ' 1897 Sum', ' 24885683)']","[' 18328592 (Average', '  1.36 Max', ' 1897 Sum', ' 24869371 Ratio', '  99.93%)']","[' 120      (Average', ' 135.93 Max', ' 289 Sum', '  16312 Ratio', '   0.07%)']", ,[' 62206   '],[' 2238    '],[' 57188   '],[' 19532   '],"[' 49989    (Atom=Atom', ' 14616 Body=Body', ' 8981 Other', ' 26392)']",[' Yes'],"[' 3095     (Eliminated', '    0 Frozen', ' 3095)']","[' 192      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.197175'],[' 0'], ,[' 195.548'],[' 0'],[' 5.78719'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.96228e+07'],[' 2.76755e+07'],[' 0'],[' 1.23864e+10'],[' 0'],[' 0'],[' 617 '],[' 1231 '],[' 1677 '],[' 2203 '],[' 2612 '],[' 3030 '],[' 3455 '],[' 4167 '],[' 3 '],[' 5 ']
Solving...,TA60, , ,[' 621'],[' 319'],"[' 527.502s (Solving', ' 526.36s 1st Model', ' 0.43s Unsat', ' 1.32s)']",[' 526.734s'], ,[' 45729114'],"[' 32710041 (Analyzed', ' 32697418)']","[' 65073    (Average', ' 502.47 Last', ' 2785)']",[' 1036.3  '],"[' 319      (Average Length', ' 215.03 Splits', ' 0)']","[' 32697418 (Deleted', ' 32299468)']","[' 15       (Ratio', '   0.00%)']","[' 2964     (Ratio', '   0.01%)']","[' 32697418 (Average Length', '   13.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 32697418 (Average', '  1.36 Max', ' 1745 Sum', ' 44578799)']","[' 32697202 (Average', '  1.36 Max', ' 1745 Sum', ' 44522700 Ratio', '  99.87%)']","[' 216      (Average', ' 259.72 Max', ' 349 Sum', '  56099 Ratio', '   0.13%)']", ,[' 63002   '],[' 2316    '],[' 57843   '],[' 20014   '],"[' 51228    (Atom=Atom', ' 14943 Body=Body', ' 9215 Other', ' 27070)']",[' Yes'],"[' 3188     (Eliminated', '    0 Frozen', ' 3188)']","[' 523      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.174785'],[' 0'], ,[' 330.521'],[' 0'],[' 7.92751'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.22515e+08'],[' 4.73407e+07'],[' 0'],[' 2.08526e+10'],[' 0'],[' 0'],[' 555 '],[' 1035 '],[' 1548 '],[' 2277 '],[' 2855 '],[' 3524 '],[' 3960 '],[' 4391 '],[' 7 '],[' 1 ']
