Optimal Found Or Timeout,Instances,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
UNKNOWN,swv11,[' 993+'],[' 502'],"[' 1000.545s (Solving', ' 998.36s 1st Model', ' 3.08s Unsat', ' 0.00s)']",[' 998.422s'], ,[' 110489527'],"[' 33143048 (Analyzed', ' 33074570)']","[' 55071    (Average', ' 600.58 Last', ' 92856)']",[' 2046.7  '],"[' 502      (Average Length', ' 246.13 Splits', ' 0)']","[' 33074570 (Deleted', ' 32775233)']","[' 38       (Ratio', '   0.00%)']","[' 13909    (Ratio', '   0.04%)']","[' 33074570 (Average Length', '   20.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 33074570 (Average', '  3.27 Max', ' 2540 Sum', ' 108032451)']","[' 33073844 (Average', '  3.26 Max', ' 2540 Sum', ' 107908012 Ratio', '  99.88%)']","[' 726      (Average', ' 171.40 Max', ' 315 Sum', ' 124439 Ratio', '   0.12%)']", ,[' 70246   '],[' 4546    '],[' 70239   '],[' 38481   '],"[' 115439   (Atom=Atom', ' 34433 Body=Body', ' 17246 Other', ' 63760)']",[' Yes'],"[' 5039     (Eliminated', '    0 Frozen', ' 5039)']","[' 1868     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.518682'],[' 0'], ,[' 810.445'],[' 0'],[' 13.097'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.66512e+08'],[' 1.72754e+08'],[' 0'],[' 1.32786e+11'],[' 0'],[' 0'],[' 1259 '],[' 2145 '],[' 3014 '],[' 3969 '],[' 5161 '],[' 5 '],[' 0 ']
UNKNOWN,swv12,[' 975+'],[' 493'],"[' 1000.516s (Solving', ' 998.26s 1st Model', ' 2.92s Unsat', ' 0.00s)']",[' 999.141s'], ,[' 115048914'],"[' 29454503 (Analyzed', ' 29398115)']","[' 50253    (Average', ' 585.00 Last', ' 65176)']",[' 1870.6  '],"[' 493      (Average Length', ' 241.45 Splits', ' 0)']","[' 29398115 (Deleted', ' 29147575)']","[' 60       (Ratio', '   0.00%)']","[' 17856    (Ratio', '   0.06%)']","[' 29398115 (Average Length', '   21.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 29398115 (Average', '  3.84 Max', ' 2384 Sum', ' 112816612)']","[' 29397345 (Average', '  3.83 Max', ' 2384 Sum', ' 112662800 Ratio', '  99.86%)']","[' 770      (Average', ' 199.76 Max', ' 542 Sum', ' 153812 Ratio', '   0.14%)']", ,[' 70666   '],[' 4603    '],[' 70647   '],[' 38485   '],"[' 115451   (Atom=Atom', ' 34380 Body=Body', ' 17303 Other', ' 63768)']",[' Yes'],"[' 5084     (Eliminated', '    0 Frozen', ' 5084)']","[' 2432     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.493124'],[' 0'], ,[' 812.219'],[' 0'],[' 13.5822'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.00246e+08'],[' 2.10585e+08'],[' 0'],[' 1.32148e+11'],[' 0'],[' 0'],[' 1175 '],[' 2533 '],[' 3053 '],[' 4204 '],[' 5208 '],[' 5 '],[' 0 ']
UNKNOWN,swv13,[' 845+'],[' 428'],"[' 1000.413s (Solving', ' 998.54s 1st Model', ' 2.50s Unsat', ' 0.00s)']",[' 999.797s'], ,[' 128433791'],"[' 30199645 (Analyzed', ' 30162573)']","[' 51833    (Average', ' 581.92 Last', ' 50997)']",[' 1985.8  '],"[' 428      (Average Length', ' 211.15 Splits', ' 0)']","[' 30162573 (Deleted', ' 29912280)']","[' 28       (Ratio', '   0.00%)']","[' 16470    (Ratio', '   0.05%)']","[' 30162573 (Average Length', '   23.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 30162573 (Average', '  4.18 Max', ' 2607 Sum', ' 126035465)']","[' 30161823 (Average', '  4.17 Max', ' 2607 Sum', ' 125918008 Ratio', '  99.91%)']","[' 750      (Average', ' 156.61 Max', ' 287 Sum', ' 117457 Ratio', '   0.09%)']", ,[' 70593   '],[' 4648    '],[' 70515   '],[' 38817   '],"[' 116447   (Atom=Atom', ' 34667 Body=Body', ' 17348 Other', ' 64432)']",[' Yes'],"[' 5070     (Eliminated', '    0 Frozen', ' 5070)']","[' 2182     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.450918'],[' 0'], ,[' 808.99'],[' 0'],[' 14.0248'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.15562e+08'],[' 2.22836e+08'],[' 0'],[' 1.33645e+11'],[' 0'],[' 0'],[' 1281 '],[' 2646 '],[' 3405 '],[' 4548 '],[' 6174 '],[' 5 '],[' 0 ']
UNKNOWN,swv14,[' 829+'],[' 420'],"[' 1000.589s (Solving', ' 998.55s 1st Model', ' 1.97s Unsat', ' 0.00s)']",[' 999.328s'], ,[' 139867234'],"[' 36836593 (Analyzed', ' 36807151)']","[' 61514    (Average', ' 598.35 Last', ' 112714)']",[' 2063.1  '],"[' 420      (Average Length', ' 207.15 Splits', ' 0)']","[' 36807151 (Deleted', ' 36495699)']","[' 18       (Ratio', '   0.00%)']","[' 14498    (Ratio', '   0.04%)']","[' 36807151 (Average Length', '   22.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 36807151 (Average', '  3.73 Max', ' 2626 Sum', ' 137210426)']","[' 36806550 (Average', '  3.73 Max', ' 2626 Sum', ' 137123352 Ratio', '  99.94%)']","[' 601      (Average', ' 144.88 Max', ' 265 Sum', '  87074 Ratio', '   0.06%)']", ,[' 70199   '],[' 4613    '],[' 70113   '],[' 38756   '],"[' 116264   (Atom=Atom', ' 34641 Body=Body', ' 17313 Other', ' 64310)']",[' Yes'],"[' 5027     (Eliminated', '    0 Frozen', ' 5027)']","[' 1635     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.452226'],[' 0'], ,[' 785.577'],[' 0'],[' 14.5541'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.26221e+08'],[' 2.20778e+08'],[' 0'],[' 1.27878e+11'],[' 0'],[' 0'],[' 1261 '],[' 2484 '],[' 3210 '],[' 4430 '],[' 5635 '],[' 5 '],[' 0 ']
UNKNOWN,swv15,[' 837+'],[' 424'],"[' 1000.557s (Solving', ' 998.62s 1st Model', ' 2.36s Unsat', ' 0.00s)']",[' 999.172s'], ,[' 129913841'],"[' 31912815 (Analyzed', ' 31878462)']","[' 54773    (Average', ' 582.01 Last', ' 96576)']",[' 1859.8  '],"[' 424      (Average Length', ' 209.40 Splits', ' 0)']","[' 31878462 (Deleted', ' 31593481)']","[' 31       (Ratio', '   0.00%)']","[' 17810    (Ratio', '   0.06%)']","[' 31878462 (Average Length', '   22.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 31878462 (Average', '  4.00 Max', ' 2547 Sum', ' 127515651)']","[' 31877883 (Average', '  4.00 Max', ' 2547 Sum', ' 127402956 Ratio', '  99.91%)']","[' 579      (Average', ' 194.64 Max', ' 297 Sum', ' 112695 Ratio', '   0.09%)']", ,[' 71585   '],[' 4715    '],[' 71503   '],[' 40060   '],"[' 120176   (Atom=Atom', ' 35843 Body=Body', ' 17415 Other', ' 66918)']",[' Yes'],"[' 5133     (Eliminated', '    0 Frozen', ' 5133)']","[' 2860     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.422247'],[' 0'], ,[' 795.824'],[' 0'],[' 14.2407'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.79221e+08'],[' 2.80746e+08'],[' 0'],[' 1.23572e+11'],[' 0'],[' 0'],[' 1407 '],[' 2631 '],[' 3243 '],[' 4526 '],[' 5813 '],[' 5 '],[' 0 ']
Solving...,swv16, ,[' 741'],[' 376'],"[' 958.260s (Solving', ' 956.78s 1st Model', ' 1.02s Unsat', ' 156.25s)']",[' 957.172s'], ,[' 67029282'],"[' 47020944 (Analyzed', ' 47000827)']","[' 85106    (Average', ' 552.26 Last', ' 104428)']",[' 1554.4  '],"[' 376      (Average Length', ' 182.52 Splits', ' 0)']","[' 47000827 (Deleted', ' 46413160)']","[' 13       (Ratio', '   0.00%)']","[' 2090     (Ratio', '   0.00%)']","[' 47000827 (Average Length', '   12.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 47000827 (Average', '  1.39 Max', ' 1834 Sum', ' 65211159)']","[' 47000494 (Average', '  1.39 Max', ' 1834 Sum', ' 65168968 Ratio', '  99.94%)']","[' 333      (Average', ' 126.70 Max', ' 247 Sum', '  42191 Ratio', '   0.06%)']", ,[' 51861   '],[' 2874    '],[' 51725   '],[' 29067   '],"[' 87197    (Atom=Atom', ' 26691 Body=Body', ' 15574 Other', ' 44932)']",[' Yes'],"[' 3238     (Eliminated', '    0 Frozen', ' 3238)']","[' 322      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.328879'],[' 0'], ,[' 703.928'],[' 0'],[' 12.3963'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.73277e+08'],[' 6.63217e+07'],[' 0'],[' 9.93792e+10'],[' 0'],[' 0'],[' 896 '],[' 1591 '],[' 2216 '],[' 2765 '],[' 3319 '],[' 4 '],[' 1 ']
UNKNOWN,swv17,[' 701+'],[' 356'],"[' 811.772s (Solving', ' 810.44s 1st Model', ' 1.19s Unsat', ' 10.78s)']",[' 810.813s'], ,[' 55729658'],"[' 34038140 (Analyzed', ' 34012064)']","[' 64331    (Average', ' 528.70 Last', ' 40706)']",[' 1468.5  '],"[' 356      (Average Length', ' 175.27 Splits', ' 0)']","[' 34012064 (Deleted', ' 33581112)']","[' 16       (Ratio', '   0.00%)']","[' 2655     (Ratio', '   0.01%)']","[' 34012064 (Average Length', '   12.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 34012064 (Average', '  1.59 Max', ' 1940 Sum', ' 54154224)']","[' 34011863 (Average', '  1.59 Max', ' 1940 Sum', ' 54127694 Ratio', '  99.95%)']","[' 201      (Average', ' 131.99 Max', ' 257 Sum', '  26530 Ratio', '   0.05%)']", ,[' 52126   '],[' 2864    '],[' 51976   '],[' 29343   '],"[' 88025    (Atom=Atom', ' 26977 Body=Body', ' 15564 Other', ' 45484)']",[' Yes'],"[' 3214     (Eliminated', '    0 Frozen', ' 3214)']","[' 349      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.307333'],[' 0'], ,[' 627.617'],[' 0'],[' 11.4053'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.46901e+08'],[' 6.9096e+07'],[' 0'],[' 9.05088e+10'],[' 0'],[' 0'],[' 777 '],[' 1472 '],[' 2014 '],[' 2686 '],[' 3423 '],[' 4 '],[' 1 ']
UNKNOWN,swv18,[' 705+'],[' 358'],"[' 1000.488s (Solving', ' 999.11s 1st Model', ' 0.86s Unsat', ' 0.00s)']",[' 999.172s'], ,[' 77047831'],"[' 39621300 (Analyzed', ' 39602799)']","[' 69982    (Average', ' 565.90 Last', ' 37690)']",[' 1431.1  '],"[' 358      (Average Length', ' 174.74 Splits', ' 0)']","[' 39602799 (Deleted', ' 39184024)']","[' 6        (Ratio', '   0.00%)']","[' 4359     (Ratio', '   0.01%)']","[' 39602799 (Average Length', '   14.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 39602799 (Average', '  1.90 Max', ' 1783 Sum', ' 75187236)']","[' 39602450 (Average', '  1.90 Max', ' 1783 Sum', ' 75141422 Ratio', '  99.94%)']","[' 349      (Average', ' 131.27 Max', ' 1014 Sum', '  45814 Ratio', '   0.06%)']", ,[' 52798   '],[' 3027    '],[' 52644   '],[' 29904   '],"[' 89708    (Atom=Atom', ' 27375 Body=Body', ' 15727 Other', ' 46606)']",[' Yes'],"[' 3373     (Eliminated', '    0 Frozen', ' 3373)']","[' 742      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.318037'],[' 0'], ,[' 783.255'],[' 0'],[' 14.0407'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.93298e+08'],[' 9.59678e+07'],[' 0'],[' 1.11135e+11'],[' 0'],[' 0'],[' 837 '],[' 1574 '],[' 2205 '],[' 2896 '],[' 3526 '],[' 5 '],[' 0 ']
UNKNOWN,swv19,[' 617+'],[' 314'],"[' 1000.456s (Solving', ' 999.03s 1st Model', ' 1.65s Unsat', ' 0.00s)']",[' 997.297s'], ,[' 71548944'],"[' 40113986 (Analyzed', ' 40083701)']","[' 69969    (Average', ' 572.88 Last', ' 9098)']",[' 1422.4  '],"[' 314      (Average Length', ' 153.97 Splits', ' 0)']","[' 40083701 (Deleted', ' 39691857)']","[' 9        (Ratio', '   0.00%)']","[' 4518     (Ratio', '   0.01%)']","[' 40083701 (Average Length', '   15.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 40083701 (Average', '  1.74 Max', ' 1813 Sum', ' 69615296)']","[' 40083447 (Average', '  1.74 Max', ' 1813 Sum', ' 69584872 Ratio', '  99.96%)']","[' 254      (Average', ' 119.78 Max', ' 242 Sum', '  30424 Ratio', '   0.04%)']", ,[' 52731   '],[' 2977    '],[' 52537   '],[' 29880   '],"[' 89636    (Atom=Atom', ' 27401 Body=Body', ' 15677 Other', ' 46558)']",[' Yes'],"[' 3283     (Eliminated', '    0 Frozen', ' 3283)']","[' 725      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.335641'],[' 0'], ,[' 754.165'],[' 0'],[' 13.9436'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.7612e+08'],[' 8.12395e+07'],[' 0'],[' 9.07425e+10'],[' 0'],[' 0'],[' 1058 '],[' 1716 '],[' 2566 '],[' 3110 '],[' 3991 '],[' 5 '],[' 0 ']
UNKNOWN,swv20,[' 693+'],[' 352'],"[' 1000.514s (Solving', ' 998.96s 1st Model', ' 0.95s Unsat', ' 0.00s)']",[' 997.172s'], ,[' 72259152'],"[' 42447252 (Analyzed', ' 42424272)']","[' 74367    (Average', ' 570.47 Last', ' 185426)']",[' 1356.3  '],"[' 352      (Average Length', ' 170.06 Splits', ' 0)']","[' 42424272 (Deleted', ' 41941904)']","[' 3        (Ratio', '   0.00%)']","[' 3182     (Ratio', '   0.01%)']","[' 42424272 (Average Length', '   13.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 42424272 (Average', '  1.66 Max', ' 1849 Sum', ' 70492401)']","[' 42423986 (Average', '  1.66 Max', ' 1849 Sum', ' 70451427 Ratio', '  99.94%)']","[' 286      (Average', ' 143.27 Max', ' 266 Sum', '  40974 Ratio', '   0.06%)']", ,[' 52223   '],[' 2915    '],[' 52064   '],[' 29370   '],"[' 88106    (Atom=Atom', ' 26953 Body=Body', ' 15615 Other', ' 45538)']",[' Yes'],"[' 3256     (Eliminated', '    0 Frozen', ' 3256)']","[' 543      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.330832'],[' 0'], ,[' 719.3'],[' 0'],[' 12.6915'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.80479e+08'],[' 8.10728e+07'],[' 0'],[' 8.53843e+10'],[' 0'],[' 0'],[' 841 '],[' 1430 '],[' 2068 '],[' 2710 '],[' 3603 '],[' 5 '],[' 0 ']
