Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 
Solving...,TA31, ,[' 1'],[' 4129+'],[' 2066'],"[' 937.481s (Solving', ' 928.53s 1st Model', ' 878.79s Unsat', ' 0.00s)']",[' 935.672s'], ,[' 450986113'],"[' 3429080  (Analyzed', ' 3221602)']","[' 9907     (Average', ' 325.18 Last', ' 435158)']",[' 7180.0  '],"[' 2066     (Average Length', ' 1032.50 Splits', ' 0)']","[' 3221602  (Deleted', ' 3173723)']","[' 582      (Ratio', '   0.02%)']","[' 40874    (Ratio', '   1.27%)']","[' 3221602  (Average Length', '   25.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3221602  (Average', ' 135.83 Max', ' 6460 Sum', ' 437594479)']","[' 3221602  (Average', ' 135.83 Max', ' 6460 Sum', ' 437594479 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 40090   '],[' 6975    '],[' 41704   '],[' 29035   '],"[' 87101    (Atom=Atom', ' 22508 Body=Body', ' 13920 Other', ' 50673)']",[' Yes'],"[' 9039     (Eliminated', '    0 Frozen', ' 9039)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.88608'],[' 0'], ,[' 287.49'],[' 0'],[' 28.2726'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.17851e+09'],[' 1.99187e+09'],[' 0'],[' 9.81882e+09'],[' 0'],[' 0'],[' 2107 ']
Solving...,TA32, ,[' 1'],[' 3855+'],[' 1929'],"[' 937.196s (Solving', ' 929.10s 1st Model', ' 840.79s Unsat', ' 0.00s)']",[' 935.031s'], ,[' 463889554'],"[' 3341017  (Analyzed', ' 3108584)']","[' 9987     (Average', ' 311.26 Last', ' 165773)']",[' 7041.0  '],"[' 1929     (Average Length', ' 964.00 Splits', ' 0)']","[' 3108584  (Deleted', ' 3059266)']","[' 633      (Ratio', '   0.02%)']","[' 42554    (Ratio', '   1.37%)']","[' 3108584  (Average Length', '   26.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3108584  (Average', ' 145.23 Max', ' 6469 Sum', ' 451447806)']","[' 3108584  (Average', ' 145.23 Max', ' 6469 Sum', ' 451447806 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 39953   '],[' 6975    '],[' 41430   '],[' 28898   '],"[' 86690    (Atom=Atom', ' 22371 Body=Body', ' 13920 Other', ' 50399)']",[' Yes'],"[' 8902     (Eliminated', '    0 Frozen', ' 8902)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.73703'],[' 0'], ,[' 288.261'],[' 0'],[' 28.8483'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.20775e+09'],[' 2.01404e+09'],[' 0'],[' 9.79089e+09'],[' 0'],[' 0'],[' 2199 ']
Solving...,TA33, ,[' 1'],[' 3871+'],[' 1937'],"[' 937.045s (Solving', ' 929.50s 1st Model', ' 831.43s Unsat', ' 0.00s)']",[' 935.656s'], ,[' 449219045'],"[' 3449965  (Analyzed', ' 3257288)']","[' 9448     (Average', ' 344.76 Last', ' 455376)']",[' 7130.6  '],"[' 1937     (Average Length', ' 968.00 Splits', ' 0)']","[' 3257288  (Deleted', ' 3206591)']","[' 683      (Ratio', '   0.02%)']","[' 41631    (Ratio', '   1.28%)']","[' 3257288  (Average Length', '   25.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3257288  (Average', ' 134.05 Max', ' 6464 Sum', ' 436638652)']","[' 3257287  (Average', ' 134.05 Max', ' 6464 Sum', ' 436638459 Ratio', ' 100.00%)']","[' 1        (Average', ' 193.00 Max', ' 193 Sum', '    193 Ratio', '   0.00%)']", ,[' 39961   '],[' 6975    '],[' 41446   '],[' 28906   '],"[' 86714    (Atom=Atom', ' 22379 Body=Body', ' 13920 Other', ' 50415)']",[' Yes'],"[' 8910     (Eliminated', '    0 Frozen', ' 8910)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.74864'],[' 0'], ,[' 289.499'],[' 0'],[' 28.2961'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.18068e+09'],[' 1.99415e+09'],[' 0'],[' 9.9797e+09'],[' 0'],[' 0'],[' 2225 ']
Solving...,TA34, ,[' 1'],[' 3023+'],[' 1513'],"[' 936.725s (Solving', ' 930.05s 1st Model', ' 845.86s Unsat', ' 0.00s)']",[' 935.328s'], ,[' 436993314'],"[' 3322749  (Analyzed', ' 3134046)']","[' 8765     (Average', ' 357.56 Last', ' 474934)']",[' 6971.3  '],"[' 1513     (Average Length', ' 756.00 Splits', ' 0)']","[' 3134046  (Deleted', ' 3081014)']","[' 661      (Ratio', '   0.02%)']","[' 42901    (Ratio', '   1.37%)']","[' 3134046  (Average Length', '   25.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3134046  (Average', ' 136.24 Max', ' 6457 Sum', ' 426978102)']","[' 3134046  (Average', ' 136.24 Max', ' 6457 Sum', ' 426978102 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 39537   '],[' 6975    '],[' 40598   '],[' 28482   '],"[' 85442    (Atom=Atom', ' 21955 Body=Body', ' 13920 Other', ' 49567)']",[' Yes'],"[' 8486     (Eliminated', '    0 Frozen', ' 8486)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.36955'],[' 0'], ,[' 304.809'],[' 0'],[' 27.3991'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.17639e+09'],[' 1.99825e+09'],[' 0'],[' 9.637e+09'],[' 0'],[' 0'],[' 2218 ']
Solving...,TA35, ,[' 1'],[' 3847+'],[' 1925'],"[' 937.228s (Solving', ' 928.43s 1st Model', ' 915.50s Unsat', ' 0.00s)']",[' 935.281s'], ,[' 444755167'],"[' 3320315  (Analyzed', ' 3144137)']","[' 9421     (Average', ' 333.74 Last', ' 316295)']",[' 7123.5  '],"[' 1925     (Average Length', ' 962.00 Splits', ' 0)']","[' 3144137  (Deleted', ' 3089135)']","[' 818      (Ratio', '   0.03%)']","[' 46923    (Ratio', '   1.49%)']","[' 3144137  (Average Length', '   25.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3144137  (Average', ' 137.49 Max', ' 6472 Sum', ' 432285607)']","[' 3144137  (Average', ' 137.49 Max', ' 6472 Sum', ' 432285607 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 39949   '],[' 6975    '],[' 41422   '],[' 28894   '],"[' 86678    (Atom=Atom', ' 22367 Body=Body', ' 13920 Other', ' 50391)']",[' Yes'],"[' 8898     (Eliminated', '    0 Frozen', ' 8898)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.77694'],[' 0'], ,[' 287.632'],[' 0'],[' 27.9736'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.17909e+09'],[' 2.00406e+09'],[' 0'],[' 9.85523e+09'],[' 0'],[' 0'],[' 2207 ']
Solving...,TA36, ,[' 1'],[' 3407+'],[' 1705'],"[' 936.921s (Solving', ' 929.30s 1st Model', ' 878.49s Unsat', ' 0.00s)']",[' 935.359s'], ,[' 450905633'],"[' 3519113  (Analyzed', ' 3284419)']","[' 9886     (Average', ' 332.23 Last', ' 398396)']",[' 7013.5  '],"[' 1705     (Average Length', ' 852.00 Splits', ' 0)']","[' 3284419  (Deleted', ' 3234512)']","[' 640      (Ratio', '   0.02%)']","[' 41811    (Ratio', '   1.27%)']","[' 3284419  (Average Length', '   25.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3284419  (Average', ' 133.87 Max', ' 6471 Sum', ' 439693355)']","[' 3284419  (Average', ' 133.87 Max', ' 6471 Sum', ' 439693355 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 39729   '],[' 6975    '],[' 40982   '],[' 28674   '],"[' 86018    (Atom=Atom', ' 22147 Body=Body', ' 13920 Other', ' 49951)']",[' Yes'],"[' 8678     (Eliminated', '    0 Frozen', ' 8678)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.55274'],[' 0'], ,[' 292.168'],[' 0'],[' 28.4822'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.18599e+09'],[' 1.99711e+09'],[' 0'],[' 1.00733e+10'],[' 0'],[' 0'],[' 2194 ']
Solving...,TA37, ,[' 1'],[' 3303+'],[' 1653'],"[' 936.312s (Solving', ' 930.07s 1st Model', ' 912.19s Unsat', ' 0.00s)']",[' 934.688s'], ,[' 461068239'],"[' 3617660  (Analyzed', ' 3437736)']","[' 10058    (Average', ' 341.79 Last', ' 321799)']",[' 6938.9  '],"[' 1653     (Average Length', ' 826.00 Splits', ' 0)']","[' 3437736  (Deleted', ' 3392078)']","[' 587      (Ratio', '   0.02%)']","[' 38364    (Ratio', '   1.12%)']","[' 3437736  (Average Length', '   23.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3437736  (Average', ' 130.99 Max', ' 6472 Sum', ' 450310472)']","[' 3437736  (Average', ' 130.99 Max', ' 6472 Sum', ' 450310472 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 39677   '],[' 6975    '],[' 40878   '],[' 28622   '],"[' 85862    (Atom=Atom', ' 22095 Body=Body', ' 13920 Other', ' 49847)']",[' Yes'],"[' 8626     (Eliminated', '    0 Frozen', ' 8626)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.49782'],[' 0'], ,[' 299.03'],[' 0'],[' 29.1829'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.21993e+09'],[' 2.026e+09'],[' 0'],[' 1.01742e+10'],[' 0'],[' 0'],[' 2117 ']
Solving...,TA38, ,[' 1'],[' 3353+'],[' 1678'],"[' 936.511s (Solving', ' 929.31s 1st Model', ' 900.53s Unsat', ' 0.00s)']",[' 935.094s'], ,[' 456238623'],"[' 3388261  (Analyzed', ' 3201876)']","[' 9828     (Average', ' 325.79 Last', ' 306101)']",[' 6996.1  '],"[' 1678     (Average Length', ' 838.50 Splits', ' 0)']","[' 3201876  (Deleted', ' 3151702)']","[' 607      (Ratio', '   0.02%)']","[' 40284    (Ratio', '   1.26%)']","[' 3201876  (Average Length', '   24.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3201876  (Average', ' 139.05 Max', ' 6470 Sum', ' 445234775)']","[' 3201876  (Average', ' 139.05 Max', ' 6470 Sum', ' 445234775 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 39702   '],[' 6975    '],[' 40928   '],[' 28647   '],"[' 85937    (Atom=Atom', ' 22120 Body=Body', ' 13920 Other', ' 49897)']",[' Yes'],"[' 8651     (Eliminated', '    0 Frozen', ' 8651)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.53909'],[' 0'], ,[' 292.59'],[' 0'],[' 28.8972'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.25695e+09'],[' 2.07032e+09'],[' 0'],[' 9.68893e+09'],[' 0'],[' 0'],[' 2022 ']
Solving...,TA39, ,[' 1'],[' 3545+'],[' 1774'],"[' 936.471s (Solving', ' 929.08s 1st Model', ' 886.51s Unsat', ' 0.00s)']",[' 935.078s'], ,[' 449205053'],"[' 3491664  (Analyzed', ' 3321350)']","[' 10001    (Average', ' 332.10 Last', ' 312960)']",[' 7043.4  '],"[' 1774     (Average Length', ' 886.50 Splits', ' 0)']","[' 3321350  (Deleted', ' 3267722)']","[' 722      (Ratio', '   0.02%)']","[' 44304    (Ratio', '   1.33%)']","[' 3321350  (Average Length', '   25.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3321350  (Average', ' 131.77 Max', ' 6479 Sum', ' 437643709)']","[' 3321349  (Average', ' 131.77 Max', ' 6479 Sum', ' 437643629 Ratio', ' 100.00%)']","[' 1        (Average', ' 80.00 Max', '  80 Sum', '     80 Ratio', '   0.00%)']", ,[' 39798   '],[' 6975    '],[' 41120   '],[' 28743   '],"[' 86225    (Atom=Atom', ' 22216 Body=Body', ' 13920 Other', ' 50089)']",[' Yes'],"[' 8747     (Eliminated', '    0 Frozen', ' 8747)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.61334'],[' 0'], ,[' 288.675'],[' 0'],[' 28.3089'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.14415e+09'],[' 1.96587e+09'],[' 0'],[' 1.00786e+10'],[' 0'],[' 0'],[' 2121 ']
Solving...,TA40, ,[' 1'],[' 3773+'],[' 1888'],"[' 936.949s (Solving', ' 929.20s 1st Model', ' 817.37s Unsat', ' 0.00s)']",[' 935.578s'], ,[' 452402532'],"[' 3508482  (Analyzed', ' 3312858)']","[' 9768     (Average', ' 339.15 Last', ' 235876)']",[' 7111.8  '],"[' 1888     (Average Length', ' 943.50 Splits', ' 0)']","[' 3312858  (Deleted', ' 3264761)']","[' 592      (Ratio', '   0.02%)']","[' 40275    (Ratio', '   1.22%)']","[' 3312858  (Average Length', '   24.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3312858  (Average', ' 132.84 Max', ' 6333 Sum', ' 440087567)']","[' 3312858  (Average', ' 132.84 Max', ' 6333 Sum', ' 440087567 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 39912   '],[' 6975    '],[' 41348   '],[' 28857   '],"[' 86567    (Atom=Atom', ' 22330 Body=Body', ' 13920 Other', ' 50317)']",[' Yes'],"[' 8861     (Eliminated', '    0 Frozen', ' 8861)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.6886'],[' 0'], ,[' 293.9'],[' 0'],[' 28.6337'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.22682e+09'],[' 2.04039e+09'],[' 0'],[' 9.96565e+09'],[' 0'],[' 0'],[' 2042 ']
