Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , ,[' 1811'],[' 914'],"[' 14.702s (Solving', ' 9.63s 1st Model', ' 2.62s Unsat', ' 0.34s)']",[' 14.563s'], ,[' 2641125 '],"[' 49152    (Analyzed', ' 13343)']","[' 217      (Average', ' 61.49 Last', ' 812)']",[' 1936.1  '],"[' 914      (Average Length', ' 434.69 Splits', ' 0)']","[' 13343    (Deleted', ' 0)']","[' 71       (Ratio', '   0.53%)']","[' 601      (Ratio', '   4.50%)']","[' 13343    (Average Length', '    6.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13343    (Average', ' 96.06 Max', ' 2596 Sum', ' 1281769)']","[' 13197    (Average', ' 93.28 Max', ' 2596 Sum', ' 1244617 Ratio', '  97.10%)']","[' 146      (Average', ' 254.47 Max', ' 747 Sum', '  37152 Ratio', '   2.90%)']", ,[' 97745   '],[' 3782    '],[' 97598   '],[' 54848   '],"[' 164540   (Atom=Atom', ' 52064 Body=Body', ' 29232 Other', ' 83244)']",[' Yes'],"[' 4635     (Eliminated', '    0 Frozen', ' 4635)']","[' 17       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.28338'],[' 0'], ,[' 3.31012'],[' 0'],[' 0.160997'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.96542e+07'],[' 1.87479e+07'],[' 0'],[' 1.32725e+08'],[' 0'],[' 0'],[' 542 '],[' 986 '],[' 1416 '],[' 1951 '],[' 2410 '],[' 2785 '],[' 3174 '],[' 3477 '],[' 0 '],[' 8 ']
Solving...,TA62, , ,[' 2067'],[' 1042'],"[' 18.368s (Solving', ' 12.26s 1st Model', ' 3.59s Unsat', ' 1.24s)']",[' 18.125s'], ,[' 3100557 '],"[' 97388    (Analyzed', ' 42728)']","[' 309      (Average', ' 138.28 Last', ' 1432)']",[' 2004.8  '],"[' 1042     (Average Length', ' 493.78 Splits', ' 0)']","[' 42728    (Deleted', ' 24195)']","[' 92       (Ratio', '   0.22%)']","[' 833      (Ratio', '   1.95%)']","[' 42728    (Average Length', '    7.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 42728    (Average', ' 35.03 Max', ' 2653 Sum', ' 1496758)']","[' 42615    (Average', ' 34.68 Max', ' 2653 Sum', ' 1481959 Ratio', '  99.01%)']","[' 113      (Average', ' 130.96 Max', ' 609 Sum', '  14799 Ratio', '   0.99%)']", ,[' 98150   '],[' 3810    '],[' 98108   '],[' 55656   '],"[' 166964   (Atom=Atom', ' 52844 Body=Body', ' 29260 Other', ' 84860)']",[' Yes'],"[' 4768     (Eliminated', '    0 Frozen', ' 4768)']","[' 2        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.41402'],[' 0'], ,[' 5.09369'],[' 0'],[' 0.207812'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.19596e+07'],[' 2.08424e+07'],[' 0'],[' 3.39778e+08'],[' 0'],[' 0'],[' 628 '],[' 1029 '],[' 1582 '],[' 1954 '],[' 2358 '],[' 2774 '],[' 3200 '],[' 3535 '],[' 0 '],[' 8 ']
Solving...,TA63, , ,[' 1989'],[' 1003'],"[' 141.082s (Solving', ' 135.77s 1st Model', ' 2.78s Unsat', ' 125.78s)']",[' 140.859s'], ,[' 7391983 '],"[' 3010109  (Analyzed', ' 2917120)']","[' 6082     (Average', ' 479.63 Last', ' 972)']",[' 1857.1  '],"[' 1003     (Average Length', ' 466.39 Splits', ' 0)']","[' 2917120  (Deleted', ' 2868357)']","[' 78       (Ratio', '   0.00%)']","[' 1208     (Ratio', '   0.04%)']","[' 2917120  (Average Length', '   11.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2917120  (Average', '  2.02 Max', ' 2628 Sum', ' 5895448)']","[' 2916957  (Average', '  2.01 Max', ' 2628 Sum', ' 5854325 Ratio', '  99.30%)']","[' 163      (Average', ' 252.29 Max', ' 838 Sum', '  41123 Ratio', '   0.70%)']", ,[' 98166   '],[' 3852    '],[' 98083   '],[' 55365   '],"[' 166091   (Atom=Atom', ' 52511 Body=Body', ' 29302 Other', ' 84278)']",[' Yes'],"[' 4769     (Eliminated', '    0 Frozen', ' 4769)']","[' 75       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.31525'],[' 0'], ,[' 106.997'],[' 0'],[' 2.06135'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.364e+07'],[' 2.47062e+07'],[' 0'],[' 1.15533e+10'],[' 0'],[' 0'],[' 652 '],[' 1031 '],[' 1469 '],[' 1821 '],[' 2195 '],[' 2588 '],[' 3024 '],[' 3318 '],[' 0 '],[' 8 ']
Solving...,TA64, , ,[' 1833'],[' 925'],"[' 27.928s (Solving', ' 22.52s 1st Model', ' 3.20s Unsat', ' 12.66s)']",[' 27.563s'], ,[' 3537565 '],"[' 542258   (Analyzed', ' 502184)']","[' 1348     (Average', ' 372.54 Last', ' 463)']",[' 1945.7  '],"[' 925      (Average Length', ' 434.24 Splits', ' 0)']","[' 502184   (Deleted', ' 478860)']","[' 68       (Ratio', '   0.01%)']","[' 944      (Ratio', '   0.19%)']","[' 502184   (Average Length', '    9.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 502184   (Average', '  4.23 Max', ' 2588 Sum', ' 2126482)']","[' 502033   (Average', '  4.18 Max', ' 2588 Sum', ' 2100161 Ratio', '  98.76%)']","[' 151      (Average', ' 174.31 Max', ' 757 Sum', '  26321 Ratio', '   1.24%)']", ,[' 98010   '],[' 3854    '],[' 97855   '],[' 55351   '],"[' 166049   (Atom=Atom', ' 52495 Body=Body', ' 29304 Other', ' 84250)']",[' Yes'],"[' 4699     (Eliminated', '    0 Frozen', ' 4699)']","[' 62       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.32539'],[' 0'], ,[' 13.0892'],[' 0'],[' 0.375512'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.22964e+07'],[' 2.0284e+07'],[' 0'],[' 9.93399e+08'],[' 0'],[' 0'],[' 656 '],[' 1171 '],[' 1580 '],[' 1929 '],[' 2354 '],[' 2745 '],[' 3100 '],[' 3374 '],[' 0 '],[' 8 ']
Solving...,TA65, , ,[' 1895'],[' 956'],"[' 123.421s (Solving', ' 117.96s 1st Model', ' 2.90s Unsat', ' 108.64s)']",[' 123.031s'], ,[' 4566217 '],"[' 1272524  (Analyzed', ' 1240153)']","[' 3144     (Average', ' 394.45 Last', ' 699)']",[' 1933.8  '],"[' 956      (Average Length', ' 447.94 Splits', ' 0)']","[' 1240153  (Deleted', ' 1208510)']","[' 80       (Ratio', '   0.01%)']","[' 1360     (Ratio', '   0.11%)']","[' 1240153  (Average Length', '   10.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1240153  (Average', '  2.51 Max', ' 2633 Sum', ' 3111614)']","[' 1240030  (Average', '  2.50 Max', ' 2633 Sum', ' 3097724 Ratio', '  99.55%)']","[' 123      (Average', ' 112.93 Max', ' 560 Sum', '  13890 Ratio', '   0.45%)']", ,[' 98365   '],[' 3846    '],[' 98244   '],[' 55564   '],"[' 166688   (Atom=Atom', ' 52716 Body=Body', ' 29296 Other', ' 84676)']",[' Yes'],"[' 4725     (Eliminated', '    0 Frozen', ' 4725)']","[' 25       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.28447'],[' 0'], ,[' 101.61'],[' 0'],[' 1.61467'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.55601e+07'],[' 2.1687e+07'],[' 0'],[' 1.54251e+10'],[' 0'],[' 0'],[' 506 '],[' 1024 '],[' 1451 '],[' 1929 '],[' 2391 '],[' 2971 '],[' 3396 '],[' 3680 '],[' 0 '],[' 8 ']
Solving...,TA66, , ,[' 2213'],[' 1115'],"[' 17.249s (Solving', ' 11.15s 1st Model', ' 3.35s Unsat', ' 0.39s)']",[' 16.969s'], ,[' 3099172 '],"[' 59357    (Analyzed', ' 20878)']","[' 260      (Average', ' 80.30 Last', ' 2140)']",[' 1910.9  '],"[' 1115     (Average Length', ' 514.26 Splits', ' 0)']","[' 20878    (Deleted', ' 9339)']","[' 70       (Ratio', '   0.34%)']","[' 704      (Ratio', '   3.37%)']","[' 20878    (Average Length', '    7.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20878    (Average', ' 74.38 Max', ' 2608 Sum', ' 1552867)']","[' 20697    (Average', ' 72.49 Max', ' 2608 Sum', ' 1513435 Ratio', '  97.46%)']","[' 181      (Average', ' 217.86 Max', ' 571 Sum', '  39432 Ratio', '   2.54%)']", ,[' 98116   '],[' 3827    '],[' 98127   '],[' 55012   '],"[' 165032   (Atom=Atom', ' 52183 Body=Body', ' 29277 Other', ' 83572)']",[' Yes'],"[' 4838     (Eliminated', '    0 Frozen', ' 4838)']","[' 39       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.46954'],[' 0'], ,[' 4.049'],[' 0'],[' 0.192144'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.1932e+07'],[' 2.08575e+07'],[' 0'],[' 1.836e+08'],[' 0'],[' 0'],[' 600 '],[' 1016 '],[' 1450 '],[' 1896 '],[' 2313 '],[' 2753 '],[' 3254 '],[' 3557 '],[' 0 '],[' 8 ']
Solving...,TA67, , ,[' 2105'],[' 1061'],"[' 27.460s (Solving', ' 21.51s 1st Model', ' 2.99s Unsat', ' 0.42s)']",[' 26.938s'], ,[' 3190664 '],"[' 856904   (Analyzed', ' 16962)']","[' 763      (Average', ' 22.23 Last', ' 181)']",[' 1989.3  '],"[' 1061     (Average Length', ' 481.95 Splits', ' 0)']","[' 16962    (Deleted', ' 13842)']","[' 92       (Ratio', '   0.54%)']","[' 767      (Ratio', '   4.52%)']","[' 16962    (Average Length', '    7.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16962    (Average', ' 45.93 Max', ' 2711 Sum', ' 779022)']","[' 16853    (Average', ' 44.94 Max', ' 2711 Sum', ' 762287 Ratio', '  97.85%)']","[' 109      (Average', ' 153.53 Max', ' 736 Sum', '  16735 Ratio', '   2.15%)']", ,[' 98989   '],[' 3851    '],[' 98941   '],[' 56224   '],"[' 168668   (Atom=Atom', ' 53371 Body=Body', ' 29301 Other', ' 85996)']",[' Yes'],"[' 4803     (Eliminated', '    0 Frozen', ' 4803)']","[' 4        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.47698'],[' 0'], ,[' 13.4325'],[' 0'],[' 0.242306'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.28197e+07'],[' 2.10056e+07'],[' 0'],[' 1.18552e+09'],[' 0'],[' 0'],[' 622 '],[' 1086 '],[' 1498 '],[' 2053 '],[' 2445 '],[' 2820 '],[' 3161 '],[' 3470 '],[' 0 '],[' 8 ']
Solving...,TA68, , ,[' 1901'],[' 959'],"[' 16.562s (Solving', ' 11.10s 1st Model', ' 3.14s Unsat', ' 0.76s)']",[' 16.375s'], ,[' 3017002 '],"[' 36297    (Analyzed', ' 22669)']","[' 154      (Average', ' 147.20 Last', ' 447)']",[' 2022.7  '],"[' 959      (Average Length', ' 454.92 Splits', ' 0)']","[' 22669    (Deleted', ' 15028)']","[' 64       (Ratio', '   0.28%)']","[' 666      (Ratio', '   2.94%)']","[' 22669    (Average Length', '    7.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 22669    (Average', ' 66.75 Max', ' 2701 Sum', ' 1513191)']","[' 22599    (Average', ' 66.68 Max', ' 2701 Sum', ' 1511619 Ratio', '  99.90%)']","[' 70       (Average', ' 22.46 Max', ' 229 Sum', '   1572 Ratio', '   0.10%)']", ,[' 98129   '],[' 3820    '],[' 98025   '],[' 55773   '],"[' 167315   (Atom=Atom', ' 52951 Body=Body', ' 29270 Other', ' 85094)']",[' Yes'],"[' 4716     (Eliminated', '    0 Frozen', ' 4716)']","[' 1        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.41235'],[' 0'], ,[' 4.13665'],[' 0'],[' 0.206885'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.14697e+07'],[' 2.05404e+07'],[' 0'],[' 1.97116e+08'],[' 0'],[' 0'],[' 519 '],[' 977 '],[' 1451 '],[' 1920 '],[' 2311 '],[' 2669 '],[' 3099 '],[' 3440 '],[' 0 '],[' 8 ']
Solving...,TA69, ,[' 1'],[' 2183+'],[' 1100'],"[' 145.382s (Solving', ' 139.17s 1st Model', ' 3.27s Unsat', ' 7.15s)']",[' 144.500s'], ,[' 4696785 '],"[' 1284384  (Analyzed', ' 1214544)']","[' 3334     (Average', ' 364.29 Last', ' 6878)']",[' 1971.6  '],"[' 1100     (Average Length', ' 507.84 Splits', ' 0)']","[' 1214544  (Deleted', ' 1187465)']","[' 86       (Ratio', '   0.01%)']","[' 1350     (Ratio', '   0.11%)']","[' 1214544  (Average Length', '   10.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1214544  (Average', '  2.52 Max', ' 2622 Sum', ' 3054883)']","[' 1214380  (Average', '  2.47 Max', ' 2622 Sum', ' 2998568 Ratio', '  98.16%)']","[' 164      (Average', ' 343.38 Max', ' 872 Sum', '  56315 Ratio', '   1.84%)']", ,[' 99072   '],[' 3876    '],[' 99064   '],[' 56262   '],"[' 168782   (Atom=Atom', ' 53384 Body=Body', ' 29326 Other', ' 86072)']",[' Yes'],"[' 4868     (Eliminated', '    0 Frozen', ' 4868)']","[' 17       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.43578'],[' 0'], ,[' 122.92'],[' 0'],[' 1.65795'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.68431e+07'],[' 2.30714e+07'],[' 0'],[' 2.06335e+10'],[' 0'],[' 0'],[' 696 '],[' 1144 '],[' 1644 '],[' 2115 '],[' 2677 '],[' 3135 '],[' 3500 '],[' 3844 '],[' 1 '],[' 7 ']
Solving...,TA70, , ,[' 1983'],[' 1000'],"[' 20.280s (Solving', ' 15.10s 1st Model', ' 3.02s Unsat', ' 5.50s)']",[' 20.078s'], ,[' 3068621 '],"[' 215490   (Analyzed', ' 149021)']","[' 730      (Average', ' 204.14 Last', ' 4033)']",[' 1967.6  '],"[' 1000     (Average Length', ' 479.78 Splits', ' 0)']","[' 149021   (Deleted', ' 138655)']","[' 81       (Ratio', '   0.05%)']","[' 1065     (Ratio', '   0.71%)']","[' 149021   (Average Length', '    9.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 149021   (Average', ' 10.25 Max', ' 2689 Sum', ' 1527066)']","[' 148922   (Average', ' 10.21 Max', ' 2689 Sum', ' 1521320 Ratio', '  99.62%)']","[' 99       (Average', ' 58.04 Max', ' 850 Sum', '   5746 Ratio', '   0.38%)']", ,[' 98807   '],[' 3873    '],[' 98748   '],[' 56249   '],"[' 168743   (Atom=Atom', ' 53374 Body=Body', ' 29323 Other', ' 86046)']",[' Yes'],"[' 4814     (Eliminated', '    0 Frozen', ' 4814)']","[' 4        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.27953'],[' 0'], ,[' 7.78401'],[' 0'],[' 0.245161'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.05294e+07'],[' 1.92401e+07'],[' 0'],[' 7.18944e+08'],[' 0'],[' 0'],[' 700 '],[' 1089 '],[' 1665 '],[' 2338 '],[' 2784 '],[' 3294 '],[' 3828 '],[' 4139 '],[' 0 '],[' 8 ']
