Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 
Solving...,TA71, ,[' 1'],[' 12493+'],[' 6250'],"[' 1225.245s (Solving', ' 1073.68s 1st Model', ' 751.80s Unsat', ' 0.00s)']",[' 1221.547s'], ,[' 861330854'],"[' 1328914  (Analyzed', ' 371474)']","[' 5039     (Average', ' 73.72 Last', ' 25273)']",[' 23043.1 '],"[' 6250     (Average Length', ' 2939.05 Splits', ' 0)']","[' 371474   (Deleted', ' 312079)']","[' 1706     (Ratio', '   0.46%)']","[' 45971    (Ratio', '  12.38%)']","[' 371474   (Average Length', '   38.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 371474   (Average', ' 2006.78 Max', ' 29805 Sum', ' 745467710)']","[' 367906   (Average', ' 1977.64 Max', ' 29805 Sum', ' 734641102 Ratio', '  98.55%)']","[' 3568     (Average', ' 3034.36 Max', ' 5520 Sum', ' 10826608 Ratio', '   1.45%)']", ,[' 421857  '],[' 46496   '],[' 420074  '],[' 294457  '],"[' 883367   (Atom=Atom', ' 255261 Body=Body', ' 142094 Other', ' 486012)']",[' Yes'],"[' 46713    (Eliminated', '    0 Frozen', ' 46713)']","[' 6449     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 25.875'],[' 0'], ,[' 440.394'],[' 0'],[' 53.203'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.85386e+09'],[' 1.77289e+09'],[' 0'],[' 1.15787e+10'],[' 0'],[' 0'],[' 2712 '],[' 5031 '],[' 6897 ']
Solving...,TA72, ,[' 1'],[' 12683+'],[' 6345'],"[' 1849.498s (Solving', ' 1626.99s 1st Model', ' 1227.40s Unsat', ' 0.00s)']",[' 1836.203s'], ,[' 1002518350'],"[' 1516006  (Analyzed', ' 638923)']","[' 5914     (Average', ' 108.04 Last', ' 42215)']",[' 21464.2 '],"[' 6345     (Average Length', ' 2976.90 Splits', ' 0)']","[' 638923   (Deleted', ' 551258)']","[' 1661     (Ratio', '   0.26%)']","[' 70783    (Ratio', '  11.08%)']","[' 638923   (Average Length', '   34.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 638923   (Average', ' 1398.50 Max', ' 27973 Sum', ' 893530699)']","[' 636016   (Average', ' 1383.79 Max', ' 27973 Sum', ' 884134841 Ratio', '  98.95%)']","[' 2907     (Average', ' 3232.15 Max', ' 5510 Sum', ' 9395858 Ratio', '   1.05%)']", ,[' 418928  '],[' 45940   '],[' 417588  '],[' 294070  '],"[' 882206   (Atom=Atom', ' 255020 Body=Body', ' 141948 Other', ' 485238)']",[' Yes'],"[' 46600    (Eliminated', '    0 Frozen', ' 46600)']","[' 11637    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 42.0227'],[' 0'], ,[' 626.661'],[' 0'],[' 73.6052'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.3697e+09'],[' 2.25147e+09'],[' 0'],[' 1.31323e+10'],[' 0'],[' 0'],[' 2232 '],[' 4292 '],[' 6325 ']
Solving...,TA73, ,[' 1'],[' 12647+'],[' 6327'],"[' 1264.203s (Solving', ' 1114.63s 1st Model', ' 797.99s Unsat', ' 0.00s)']",[' 1262.625s'], ,[' 906613357'],"[' 1116591  (Analyzed', ' 408656)']","[' 4795     (Average', ' 85.23 Last', ' 41295)']",[' 22774.9 '],"[' 6327     (Average Length', ' 2921.63 Splits', ' 0)']","[' 408656   (Deleted', ' 345480)']","[' 1915     (Ratio', '   0.47%)']","[' 50320    (Ratio', '  12.31%)']","[' 408656   (Average Length', '   37.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 408656   (Average', ' 1935.08 Max', ' 28645 Sum', ' 790782450)']","[' 405077   (Average', ' 1909.16 Max', ' 28645 Sum', ' 780191101 Ratio', '  98.66%)']","[' 3579     (Average', ' 2959.30 Max', ' 5443 Sum', ' 10591349 Ratio', '   1.34%)']", ,[' 422294  '],[' 46274   '],[' 420334  '],[' 293183  '],"[' 879545   (Atom=Atom', ' 254332 Body=Body', ' 141749 Other', ' 483464)']",[' Yes'],"[' 46291    (Eliminated', '    0 Frozen', ' 46291)']","[' 7406     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 25.7253'],[' 0'], ,[' 445.035'],[' 0'],[' 54.5635'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.96547e+09'],[' 1.87678e+09'],[' 0'],[' 1.15607e+10'],[' 0'],[' 0'],[' 2542 '],[' 4636 '],[' 6837 ']
Solving...,TA74, ,[' 1'],[' 12693+'],[' 6350'],"[' 1154.718s (Solving', ' 1018.40s 1st Model', ' 714.10s Unsat', ' 0.00s)']",[' 1152.891s'], ,[' 873651618'],"[' 1250644  (Analyzed', ' 393872)']","[' 4994     (Average', ' 78.87 Last', ' 36525)']",[' 22087.0 '],"[' 6350     (Average Length', ' 2952.67 Splits', ' 0)']","[' 393872   (Deleted', ' 334833)']","[' 2112     (Ratio', '   0.54%)']","[' 45571    (Ratio', '  11.57%)']","[' 393872   (Average Length', '   36.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 393872   (Average', ' 1935.85 Max', ' 28170 Sum', ' 762475823)']","[' 390154   (Average', ' 1907.15 Max', ' 28170 Sum', ' 751173670 Ratio', '  98.52%)']","[' 3718     (Average', ' 3039.85 Max', ' 5456 Sum', ' 11302153 Ratio', '   1.48%)']", ,[' 418544  '],[' 45855   '],[' 416915  '],[' 291413  '],"[' 874235   (Atom=Atom', ' 252665 Body=Body', ' 141646 Other', ' 479924)']",[' Yes'],"[' 46226    (Eliminated', '    0 Frozen', ' 46226)']","[' 7157     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 23.3997'],[' 0'], ,[' 409.16'],[' 0'],[' 49.1868'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.84331e+09'],[' 1.75893e+09'],[' 0'],[' 1.13627e+10'],[' 0'],[' 0'],[' 2182 '],[' 4337 '],[' 6474 ']
Solving...,TA75, ,[' 1'],[' 10177+'],[' 5092'],"[' 738.753s (Solving', ' 643.59s 1st Model', ' 378.72s Unsat', ' 0.00s)']",[' 750.734s'], ,[' 542724149'],"[' 1208137  (Analyzed', ' 532433)']","[' 4762     (Average', ' 111.81 Last', ' 18026)']",[' 19998.8 '],"[' 5092     (Average Length', ' 2442.88 Splits', ' 0)']","[' 532433   (Deleted', ' 481295)']","[' 1449     (Ratio', '   0.27%)']","[' 34311    (Ratio', '   6.44%)']","[' 532433   (Average Length', '   45.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 532433   (Average', ' 871.62 Max', ' 29130 Sum', ' 464080364)']","[' 528738   (Average', ' 849.76 Max', ' 29130 Sum', ' 452442401 Ratio', '  97.49%)']","[' 3695     (Average', ' 3149.65 Max', ' 4686 Sum', ' 11637963 Ratio', '   2.51%)']", ,[' 421003  '],[' 46482   '],[' 418399  '],[' 294075  '],"[' 882221   (Atom=Atom', ' 254885 Body=Body', ' 142088 Other', ' 485248)']",[' Yes'],"[' 45873    (Eliminated', '    0 Frozen', ' 45873)']","[' 6726     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 16.0945'],[' 0'], ,[' 293.075'],[' 0'],[' 28.2972'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.02826e+09'],[' 9.69249e+08'],[' 0'],[' 1.32149e+10'],[' 0'],[' 0'],[' 2340 '],[' 4461 '],[' 10017 ']
Solving...,TA76, ,[' 1'],[' 9363+'],[' 4685'],"[' 849.948s (Solving', ' 749.02s 1st Model', ' 481.55s Unsat', ' 0.00s)']",[' 848.516s'], ,[' 628643869'],"[' 935075   (Analyzed', ' 595766)']","[' 3903     (Average', ' 152.64 Last', ' 60857)']",[' 22599.4 '],"[' 4685     (Average Length', ' 2323.36 Splits', ' 0)']","[' 595766   (Deleted', ' 541273)']","[' 255      (Ratio', '   0.04%)']","[' 42118    (Ratio', '   7.07%)']","[' 595766   (Average Length', '   50.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 595766   (Average', ' 900.38 Max', ' 30546 Sum', ' 536418262)']","[' 594288   (Average', ' 894.97 Max', ' 30546 Sum', ' 533193475 Ratio', '  99.40%)']","[' 1478     (Average', ' 2181.86 Max', ' 2538 Sum', ' 3224787 Ratio', '   0.60%)']", ,[' 412311  '],[' 46237   '],[' 407357  '],[' 285570  '],"[' 856706   (Atom=Atom', ' 248862 Body=Body', ' 139606 Other', ' 468238)']",[' Yes'],"[' 43260    (Eliminated', '    0 Frozen', ' 43260)']","[' 6771     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 17.7461'],[' 0'], ,[' 301.821'],[' 0'],[' 34.4419'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.38493e+09'],[' 1.31425e+09'],[' 0'],[' 1.02395e+10'],[' 0'],[' 0'],[' 2323 '],[' 12489 '],[' 13845 ']
Solving...,TA77, ,[' 1'],[' 12347+'],[' 6177'],"[' 1048.867s (Solving', ' 898.86s 1st Model', ' 573.53s Unsat', ' 0.00s)']",[' 1043.953s'], ,[' 592121618'],"[' 1464259  (Analyzed', ' 381484)']","[' 4979     (Average', ' 76.62 Last', ' 18959)']",[' 21589.6 '],"[' 6177     (Average Length', ' 2922.85 Splits', ' 0)']","[' 381484   (Deleted', ' 327470)']","[' 1418     (Ratio', '   0.37%)']","[' 35758    (Ratio', '   9.37%)']","[' 381484   (Average Length', '   39.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 381484   (Average', ' 1275.28 Max', ' 28875 Sum', ' 486498952)']","[' 378243   (Average', ' 1246.86 Max', ' 28875 Sum', ' 475656674 Ratio', '  97.77%)']","[' 3241     (Average', ' 3345.35 Max', ' 5482 Sum', ' 10842278 Ratio', '   2.23%)']", ,[' 418571  '],[' 45816   '],[' 417001  '],[' 292722  '],"[' 878162   (Atom=Atom', ' 253958 Body=Body', ' 141662 Other', ' 482542)']",[' Yes'],"[' 46243    (Eliminated', '    0 Frozen', ' 46243)']","[' 6675     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 25.4106'],[' 0'], ,[' 386.902'],[' 0'],[' 41.5762'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.18313e+09'],[' 1.11899e+09'],[' 0'],[' 1.14472e+10'],[' 0'],[' 0'],[' 2332 '],[' 4461 '],[' 7983 ']
Solving...,TA78, ,[' 1'],[' 12219+'],[' 6113'],"[' 2359.632s (Solving', ' 2167.55s 1st Model', ' 1804.69s Unsat', ' 0.00s)']",[' 2348.719s'], ,[' 1239068804'],"[' 1733746  (Analyzed', ' 908185)']","[' 6806     (Average', ' 133.44 Last', ' 36105)']",[' 25847.3 '],"[' 6113     (Average Length', ' 3052.90 Splits', ' 0)']","[' 908185   (Deleted', ' 824417)']","[' 707      (Ratio', '   0.08%)']","[' 69717    (Ratio', '   7.68%)']","[' 908185   (Average Length', '   46.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 908185   (Average', ' 1213.61 Max', ' 31424 Sum', ' 1102180857)']","[' 906555   (Average', ' 1209.70 Max', ' 31424 Sum', ' 1098633677 Ratio', '  99.68%)']","[' 1630     (Average', ' 2176.18 Max', ' 5709 Sum', ' 3547180 Ratio', '   0.32%)']", ,[' 411138  '],[' 46050   '],[' 407588  '],[' 285454  '],"[' 856358   (Atom=Atom', ' 249022 Body=Body', ' 139330 Other', ' 468006)']",[' Yes'],"[' 44489    (Eliminated', '    0 Frozen', ' 44489)']","[' 4035     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 32.9799'],[' 0'], ,[' 951.719'],[' 0'],[' 103.373'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.04739e+09'],[' 2.90935e+09'],[' 0'],[' 2.94199e+10'],[' 0'],[' 0'],[' 2291 '],[' 17524 '],[' 14972 ']
Solving...,TA79, ,[' 1'],[' 14769+'],[' 7388'],"[' 1536.893s (Solving', ' 1339.02s 1st Model', ' 981.05s Unsat', ' 0.00s)']",[' 1529.516s'], ,[' 895839328'],"[' 1116804  (Analyzed', ' 377933)']","[' 5365     (Average', ' 70.44 Last', ' 22080)']",[' 22824.8 '],"[' 7388     (Average Length', ' 3417.16 Splits', ' 0)']","[' 377933   (Deleted', ' 317578)']","[' 1733     (Ratio', '   0.46%)']","[' 47431    (Ratio', '  12.55%)']","[' 377933   (Average Length', '   35.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 377933   (Average', ' 2022.26 Max', ' 28223 Sum', ' 764278219)']","[' 374327   (Average', ' 1988.72 Max', ' 28223 Sum', ' 751604128 Ratio', '  98.34%)']","[' 3606     (Average', ' 3514.72 Max', ' 6331 Sum', ' 12674091 Ratio', '   1.66%)']", ,[' 419432  '],[' 46122   '],[' 418551  '],[' 293837  '],"[' 881507   (Atom=Atom', ' 254927 Body=Body', ' 141808 Other', ' 484772)']",[' Yes'],"[' 47238    (Eliminated', '    0 Frozen', ' 47238)']","[' 7588     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 33.1621'],[' 0'], ,[' 529.758'],[' 0'],[' 67.466'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.90033e+09'],[' 1.81107e+09'],[' 0'],[' 1.022e+10'],[' 0'],[' 0'],[' 2238 '],[' 4286 '],[' 6430 ']
Solving...,TA80, ,[' 1'],[' 10401+'],[' 5204'],"[' 1567.577s (Solving', ' 1411.12s 1st Model', ' 1087.26s Unsat', ' 0.00s)']",[' 1560.313s'], ,[' 886013841'],"[' 1118988  (Analyzed', ' 613878)']","[' 4736     (Average', ' 129.62 Last', ' 34406)']",[' 25453.3 '],"[' 5204     (Average Length', ' 2564.88 Splits', ' 0)']","[' 613878   (Deleted', ' 553313)']","[' 1134     (Ratio', '   0.18%)']","[' 45098    (Ratio', '   7.35%)']","[' 613878   (Average Length', '   42.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 613878   (Average', ' 1254.29 Max', ' 32248 Sum', ' 769982622)']","[' 611946   (Average', ' 1248.23 Max', ' 32248 Sum', ' 766261813 Ratio', '  99.52%)']","[' 1932     (Average', ' 1925.88 Max', ' 27075 Sum', ' 3720809 Ratio', '   0.48%)']", ,[' 412557  '],[' 46261   '],[' 408190  '],[' 286034  '],"[' 858098   (Atom=Atom', ' 249157 Body=Body', ' 139775 Other', ' 469166)']",[' Yes'],"[' 43892    (Eliminated', '    0 Frozen', ' 43892)']","[' 3059     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 26.7836'],[' 0'], ,[' 641.224'],[' 0'],[' 71.0785'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.9489e+09'],[' 1.8653e+09'],[' 0'],[' 1.97273e+10'],[' 0'],[' 0'],[' 2341 '],[' 13306 '],[' 10585 ']
