Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Completion Time for Window 10 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , ,[' 1'],[' 3333+'],[' 1677'],"[' 607.649s (Solving', ' 589.19s 1st Model', ' 16.05s Unsat', ' 0.00s)']",[' 603.391s'], ,[' 87458601'],"[' 14332488 (Analyzed', ' 14189351)']","[' 29842    (Average', ' 475.48 Last', ' 72619)']",[' 5887.9  '],"[' 1677     (Average Length', ' 960.12 Splits', ' 0)']","[' 14189351 (Deleted', ' 14016855)']","[' 226      (Ratio', '   0.00%)']","[' 12316    (Ratio', '   0.09%)']","[' 14189351 (Average Length', '   18.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14189351 (Average', '  5.66 Max', ' 8471 Sum', ' 80321349)']","[' 14187150 (Average', '  5.52 Max', ' 8471 Sum', ' 78337443 Ratio', '  97.53%)']","[' 2201     (Average', ' 901.37 Max', ' 1401 Sum', ' 1983906 Ratio', '   2.47%)']", ,[' 282173  '],[' 12004   '],[' 260319  '],[' 96631   '],"[' 233288   (Atom=Atom', ' 65977 Body=Body', ' 43975 Other', ' 123336)']",[' Yes'],"[' 15126    (Eliminated', '    0 Frozen', ' 15126)']","[' 2188     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.47926'],[' 0'], ,[' 406.417'],[' 0'],[' 10.8219'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.56668e+08'],[' 1.13956e+08'],[' 0'],[' 2.49042e+10'],[' 0'],[' 0'],[' 949 '],[' 1871 '],[' 2559 '],[' 3084 '],[' 3811 '],[' 4482 '],[' 4900 '],[' 5311 '],[' 5996 '],[' 6360 '],[' 10 '],[' 0 ']
Solving...,TA72, , , ,[' 1'],[' 4169+'],[' 2095'],"[' 607.517s (Solving', ' 584.22s 1st Model', ' 19.71s Unsat', ' 0.00s)']",[' 602.422s'], ,[' 66898669'],"[' 13427449 (Analyzed', ' 13180108)']","[' 28569    (Average', ' 461.34 Last', ' 51186)']",[' 5849.5  '],"[' 2095     (Average Length', ' 1141.32 Splits', ' 0)']","[' 13180108 (Deleted', ' 13001020)']","[' 179      (Ratio', '   0.00%)']","[' 9045     (Ratio', '   0.07%)']","[' 13180108 (Average Length', '   16.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13180108 (Average', '  4.43 Max', ' 9677 Sum', ' 58421091)']","[' 13178064 (Average', '  4.27 Max', ' 9030 Sum', ' 56222539 Ratio', '  96.24%)']","[' 2044     (Average', ' 1075.61 Max', ' 1806 Sum', ' 2198552 Ratio', '   3.76%)']", ,[' 278985  '],[' 11501   '],[' 257466  '],[' 94118   '],"[' 229373   (Atom=Atom', ' 65082 Body=Body', ' 42950 Other', ' 121341)']",[' Yes'],"[' 15073    (Eliminated', '    0 Frozen', ' 15073)']","[' 1466     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.49209'],[' 0'], ,[' 387.639'],[' 0'],[' 9.90482'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.21531e+08'],[' 8.35186e+07'],[' 0'],[' 2.06914e+10'],[' 0'],[' 0'],[' 886 '],[' 1473 '],[' 2306 '],[' 2528 '],[' 3340 '],[' 3803 '],[' 4454 '],[' 4825 '],[' 5533 '],[' 6126 '],[' 10 '],[' 0 ']
Solving...,TA73, , , ,[' 1'],[' 3111+'],[' 1566'],"[' 605.491s (Solving', ' 589.65s 1st Model', ' 15.02s Unsat', ' 0.00s)']",[' 602.531s'], ,[' 67865793'],"[' 14822180 (Analyzed', ' 14687149)']","[' 29872    (Average', ' 491.67 Last', ' 15901)']",[' 5486.7  '],"[' 1566     (Average Length', ' 916.74 Splits', ' 0)']","[' 14687149 (Deleted', ' 14508982)']","[' 135      (Ratio', '   0.00%)']","[' 9698     (Ratio', '   0.07%)']","[' 14687149 (Average Length', '   17.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14687149 (Average', '  4.22 Max', ' 8738 Sum', ' 61929445)']","[' 14684976 (Average', '  4.08 Max', ' 8738 Sum', ' 59930817 Ratio', '  96.77%)']","[' 2173     (Average', ' 919.76 Max', ' 1439 Sum', ' 1998628 Ratio', '   3.23%)']", ,[' 280112  '],[' 11915   '],[' 258825  '],[' 95147   '],"[' 232384   (Atom=Atom', ' 65766 Body=Body', ' 43918 Other', ' 122700)']",[' Yes'],"[' 14977    (Eliminated', '    0 Frozen', ' 14977)']","[' 1692     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.03946'],[' 0'], ,[' 417.51'],[' 0'],[' 9.47415'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.22967e+08'],[' 8.1293e+07'],[' 0'],[' 2.35962e+10'],[' 0'],[' 0'],[' 1247 '],[' 1958 '],[' 2485 '],[' 3042 '],[' 3576 '],[' 4264 '],[' 4792 '],[' 5254 '],[' 5956 '],[' 6443 '],[' 10 '],[' 0 ']
Solving...,TA74, , , ,[' 1'],[' 2891+'],[' 1456'],"[' 605.174s (Solving', ' 589.44s 1st Model', ' 15.09s Unsat', ' 0.00s)']",[' 602.797s'], ,[' 70381420'],"[' 14400763 (Analyzed', ' 14283471)']","[' 29898    (Average', ' 477.74 Last', ' 152985)']",[' 5567.5  '],"[' 1456     (Average Length', ' 858.94 Splits', ' 0)']","[' 14283471 (Deleted', ' 14110838)']","[' 179      (Ratio', '   0.00%)']","[' 10129    (Ratio', '   0.07%)']","[' 14283471 (Average Length', '   17.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14283471 (Average', '  4.52 Max', ' 8469 Sum', ' 64569548)']","[' 14281361 (Average', '  4.39 Max', ' 8469 Sum', ' 62761447 Ratio', '  97.20%)']","[' 2110     (Average', ' 856.92 Max', ' 1309 Sum', ' 1808101 Ratio', '   2.80%)']", ,[' 280485  '],[' 11688   '],[' 258119  '],[' 94969   '],"[' 228054   (Atom=Atom', ' 64554 Body=Body', ' 43049 Other', ' 120451)']",[' Yes'],"[' 14645    (Eliminated', '    0 Frozen', ' 14645)']","[' 1609     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.95902'],[' 0'], ,[' 417.86'],[' 0'],[' 10.6031'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.2893e+08'],[' 8.87252e+07'],[' 0'],[' 2.41648e+10'],[' 0'],[' 0'],[' 934 '],[' 1716 '],[' 2107 '],[' 2755 '],[' 3602 '],[' 4137 '],[' 4654 '],[' 5168 '],[' 5654 '],[' 5975 '],[' 10 '],[' 0 ']
Solving...,TA75, , , ,[' 1'],[' 3419+'],[' 1720'],"[' 606.430s (Solving', ' 587.64s 1st Model', ' 17.46s Unsat', ' 0.00s)']",[' 598.813s'], ,[' 74340373'],"[' 12331352 (Analyzed', ' 12179957)']","[' 25573    (Average', ' 476.28 Last', ' 51739)']",[' 5655.8  '],"[' 1720     (Average Length', ' 976.98 Splits', ' 0)']","[' 12179957 (Deleted', ' 12018736)']","[' 180      (Ratio', '   0.00%)']","[' 13402    (Ratio', '   0.11%)']","[' 12179957 (Average Length', '   17.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12179957 (Average', '  5.53 Max', ' 9363 Sum', ' 67391624)']","[' 12178043 (Average', '  5.38 Max', ' 9363 Sum', ' 65576020 Ratio', '  97.31%)']","[' 1914     (Average', ' 948.59 Max', ' 1481 Sum', ' 1815604 Ratio', '   2.69%)']", ,[' 282484  '],[' 11929   '],[' 260294  '],[' 96565   '],"[' 233994   (Atom=Atom', ' 66205 Body=Body', ' 44103 Other', ' 123686)']",[' Yes'],"[' 15211    (Eliminated', '    0 Frozen', ' 15211)']","[' 2248     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.52426'],[' 0'], ,[' 400.456'],[' 0'],[' 9.96879'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.3718e+08'],[' 1.0037e+08'],[' 0'],[' 2.11925e+10'],[' 0'],[' 0'],[' 911 '],[' 1680 '],[' 2400 '],[' 2801 '],[' 3564 '],[' 3899 '],[' 4503 '],[' 5287 '],[' 6075 '],[' 6539 '],[' 10 '],[' 0 ']
Solving...,TA76, , , ,[' 1'],[' 3583+'],[' 1802'],"[' 606.079s (Solving', ' 587.65s 1st Model', ' 16.54s Unsat', ' 0.00s)']",[' 604.406s'], ,[' 73600443'],"[' 15988497 (Analyzed', ' 15858545)']","[' 33065    (Average', ' 479.62 Last', ' 53640)']",[' 5932.3  '],"[' 1802     (Average Length', ' 1016.38 Splits', ' 0)']","[' 15858545 (Deleted', ' 15663157)']","[' 213      (Ratio', '   0.00%)']","[' 9423     (Ratio', '   0.06%)']","[' 15858545 (Average Length', '   16.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15858545 (Average', '  4.15 Max', ' 8938 Sum', ' 65878506)']","[' 15856486 (Average', '  4.03 Max', ' 8938 Sum', ' 63926112 Ratio', '  97.04%)']","[' 2059     (Average', ' 948.22 Max', ' 1486 Sum', ' 1952394 Ratio', '   2.96%)']", ,[' 280121  '],[' 11594   '],[' 258143  '],[' 94859   '],"[' 229126   (Atom=Atom', ' 64918 Body=Body', ' 43081 Other', ' 121127)']",[' Yes'],"[' 14932    (Eliminated', '    0 Frozen', ' 14932)']","[' 1572     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.49774'],[' 0'], ,[' 406.639'],[' 0'],[' 9.14674'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.31314e+08'],[' 8.81504e+07'],[' 0'],[' 2.4902e+10'],[' 0'],[' 0'],[' 912 '],[' 1634 '],[' 2526 '],[' 2653 '],[' 3340 '],[' 3987 '],[' 4588 '],[' 5028 '],[' 5443 '],[' 6124 '],[' 10 '],[' 0 ']
Solving...,TA77, , , ,[' 1'],[' 3199+'],[' 1610'],"[' 605.301s (Solving', ' 589.97s 1st Model', ' 14.88s Unsat', ' 0.00s)']",[' 603.891s'], ,[' 80943642'],"[' 17535953 (Analyzed', ' 17411153)']","[' 35413    (Average', ' 491.66 Last', ' 234201)']",[' 5736.2  '],"[' 1610     (Average Length', ' 936.89 Splits', ' 0)']","[' 17411153 (Deleted', ' 17207982)']","[' 185      (Ratio', '   0.00%)']","[' 9565     (Ratio', '   0.05%)']","[' 17411153 (Average Length', '   16.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17411153 (Average', '  4.27 Max', ' 9881 Sum', ' 74290823)']","[' 17408980 (Average', '  4.15 Max', ' 8662 Sum', ' 72336063 Ratio', '  97.37%)']","[' 2173     (Average', ' 899.57 Max', ' 1459 Sum', ' 1954760 Ratio', '   2.63%)']", ,[' 279842  '],[' 11811   '],[' 258426  '],[' 94640   '],"[' 231557   (Atom=Atom', ' 65530 Body=Body', ' 43687 Other', ' 122340)']",[' Yes'],"[' 14965    (Eliminated', '    0 Frozen', ' 14965)']","[' 1713     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.01575'],[' 0'], ,[' 413.047'],[' 0'],[' 8.42596'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.46797e+08'],[' 9.58943e+07'],[' 0'],[' 2.52858e+10'],[' 0'],[' 0'],[' 1221 '],[' 1741 '],[' 2202 '],[' 3021 '],[' 3450 '],[' 3974 '],[' 4654 '],[' 5106 '],[' 5687 '],[' 6192 '],[' 10 '],[' 0 ']
Solving...,TA78, , , ,[' 1'],[' 3501+'],[' 1761'],"[' 605.689s (Solving', ' 589.96s 1st Model', ' 14.32s Unsat', ' 0.00s)']",[' 604.141s'], ,[' 71125373'],"[' 15636211 (Analyzed', ' 15477418)']","[' 32454    (Average', ' 476.90 Last', ' 56971)']",[' 5344.0  '],"[' 1761     (Average Length', ' 992.65 Splits', ' 0)']","[' 15477418 (Deleted', ' 15288539)']","[' 182      (Ratio', '   0.00%)']","[' 9783     (Ratio', '   0.06%)']","[' 15477418 (Average Length', '   16.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15477418 (Average', '  4.19 Max', ' 8494 Sum', ' 64828043)']","[' 15475304 (Average', '  4.05 Max', ' 8494 Sum', ' 62637591 Ratio', '  96.62%)']","[' 2114     (Average', ' 1036.16 Max', ' 1612 Sum', ' 2190452 Ratio', '   3.38%)']", ,[' 280014  '],[' 11665   '],[' 258105  '],[' 94797   '],"[' 229184   (Atom=Atom', ' 64926 Body=Body', ' 43091 Other', ' 121167)']",[' Yes'],"[' 14929    (Eliminated', '    0 Frozen', ' 14929)']","[' 1722     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.02886'],[' 0'], ,[' 419.696'],[' 0'],[' 10.0227'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.31037e+08'],[' 8.72795e+07'],[' 0'],[' 2.54992e+10'],[' 0'],[' 0'],[' 938 '],[' 1471 '],[' 2236 '],[' 2787 '],[' 3297 '],[' 3980 '],[' 4571 '],[' 5205 '],[' 5929 '],[' 6403 '],[' 10 '],[' 0 ']
Solving...,TA79, , , ,[' 1'],[' 3891+'],[' 1956'],"[' 606.039s (Solving', ' 587.03s 1st Model', ' 17.27s Unsat', ' 0.00s)']",[' 604.375s'], ,[' 71276453'],"[' 15079226 (Analyzed', ' 14928252)']","[' 31488    (Average', ' 474.09 Last', ' 34573)']",[' 6134.6  '],"[' 1956     (Average Length', ' 1079.19 Splits', ' 0)']","[' 14928252 (Deleted', ' 14747812)']","[' 170      (Ratio', '   0.00%)']","[' 9197     (Ratio', '   0.06%)']","[' 14928252 (Average Length', '   16.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14928252 (Average', '  4.19 Max', ' 8926 Sum', ' 62584974)']","[' 14926374 (Average', '  4.06 Max', ' 8926 Sum', ' 60622748 Ratio', '  96.86%)']","[' 1878     (Average', ' 1044.85 Max', ' 1622 Sum', ' 1962226 Ratio', '   3.14%)']", ,[' 281681  '],[' 11678   '],[' 259416  '],[' 95746   '],"[' 230496   (Atom=Atom', ' 65314 Body=Body', ' 43256 Other', ' 121926)']",[' Yes'],"[' 15121    (Eliminated', '    0 Frozen', ' 15121)']","[' 1540     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.72043'],[' 0'], ,[' 409.367'],[' 0'],[' 10.4403'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.28732e+08'],[' 8.73565e+07'],[' 0'],[' 2.48993e+10'],[' 0'],[' 0'],[' 808 '],[' 1588 '],[' 2155 '],[' 2669 '],[' 3217 '],[' 3719 '],[' 4226 '],[' 4854 '],[' 5526 '],[' 6016 '],[' 10 '],[' 0 ']
Solving...,TA80, , , ,[' 1'],[' 3707+'],[' 1864'],"[' 606.720s (Solving', ' 586.51s 1st Model', ' 17.79s Unsat', ' 0.00s)']",[' 605.594s'], ,[' 74126527'],"[' 15958622 (Analyzed', ' 15816115)']","[' 32736    (Average', ' 483.14 Last', ' 94776)']",[' 6336.0  '],"[' 1864     (Average Length', ' 1023.50 Splits', ' 0)']","[' 15816115 (Deleted', ' 15625052)']","[' 209      (Ratio', '   0.00%)']","[' 9417     (Ratio', '   0.06%)']","[' 15816115 (Average Length', '   16.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15816115 (Average', '  4.12 Max', ' 9166 Sum', ' 65217675)']","[' 15813983 (Average', '  4.01 Max', ' 8662 Sum', ' 63431794 Ratio', '  97.26%)']","[' 2132     (Average', ' 837.66 Max', ' 1444 Sum', ' 1785881 Ratio', '   2.74%)']", ,[' 280440  '],[' 11743   '],[' 258758  '],[' 95239   '],"[' 231750   (Atom=Atom', ' 65634 Body=Body', ' 43603 Other', ' 122513)']",[' Yes'],"[' 15099    (Eliminated', '    0 Frozen', ' 15099)']","[' 1544     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.94239'],[' 0'], ,[' 404.171'],[' 0'],[' 9.29761'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.34359e+08'],[' 8.95835e+07'],[' 0'],[' 2.43134e+10'],[' 0'],[' 0'],[' 1084 '],[' 1767 '],[' 2270 '],[' 2834 '],[' 3318 '],[' 3743 '],[' 4329 '],[' 4942 '],[' 5401 '],[' 5838 '],[' 10 '],[' 0 ']
