Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,swv11, ,[' 1'],[' 1293+'],[' 648'],"[' 1001.313s (Solving', ' 996.44s 1st Model', ' 14.40s Unsat', ' 0.00s)']",[' 1001.047s'], ,[' 551952538'],"[' 939384   (Analyzed', ' 857121)']","[' 1986     (Average', ' 431.58 Last', ' 2033)']",[' 12371.5 '],"[' 648      (Average Length', ' 323.50 Splits', ' 0)']","[' 857121   (Deleted', ' 753921)']","[' 278      (Ratio', '   0.03%)']","[' 97387    (Ratio', '  11.36%)']","[' 857121   (Average Length', '   56.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 857121   (Average', ' 634.57 Max', ' 12124 Sum', ' 543902162)']","[' 857121   (Average', ' 634.57 Max', ' 12124 Sum', ' 543902162 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 67867   '],[' 12750   '],[' 68013   '],[' 50597   '],"[' 151787   (Atom=Atom', ' 38345 Body=Body', ' 25450 Other', ' 87992)']",[' Yes'],"[' 13396    (Eliminated', '    0 Frozen', ' 13396)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.841821'],[' 0'], ,[' 250.247'],[' 0'],[' 31.3775'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.11319e+09'],[' 2.00569e+09'],[' 0'],[' 4.67348e+09'],[' 0'],[' 0'],[' 4250 '],[' 1 '],[' 0 ']
Solving...,swv12, ,[' 1'],[' 1343+'],[' 673'],"[' 1001.505s (Solving', ' 996.29s 1st Model', ' 976.29s Unsat', ' 0.00s)']",[' 1000.172s'], ,[' 604124562'],"[' 876488   (Analyzed', ' 781185)']","[' 2512     (Average', ' 310.98 Last', ' 198289)']",[' 12016.6 '],"[' 673      (Average Length', ' 336.00 Splits', ' 0)']","[' 781185   (Deleted', ' 681875)']","[' 204      (Ratio', '   0.03%)']","[' 94902    (Ratio', '  12.15%)']","[' 781185   (Average Length', '   63.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 781185   (Average', ' 762.86 Max', ' 12149 Sum', ' 595932751)']","[' 781185   (Average', ' 762.86 Max', ' 12149 Sum', ' 595932751 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 67892   '],[' 12750   '],[' 68063   '],[' 50622   '],"[' 151862   (Atom=Atom', ' 38370 Body=Body', ' 25450 Other', ' 88042)']",[' Yes'],"[' 13421    (Eliminated', '    0 Frozen', ' 13421)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.900952'],[' 0'], ,[' 245.243'],[' 0'],[' 33.5338'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.09583e+09'],[' 1.99751e+09'],[' 0'],[' 4.41722e+09'],[' 0'],[' 0'],[' 4625 '],[' 1 '],[' 0 ']
Solving...,swv13, ,[' 1'],[' 1677+'],[' 840'],"[' 1001.806s (Solving', ' 995.46s 1st Model', ' 909.52s Unsat', ' 0.00s)']",[' 1000.266s'], ,[' 594913523'],"[' 990075   (Analyzed', ' 839486)']","[' 2947     (Average', ' 284.86 Last', ' 113102)']",[' 11349.8 '],"[' 840      (Average Length', ' 419.50 Splits', ' 0)']","[' 839486   (Deleted', ' 736188)']","[' 272      (Ratio', '   0.03%)']","[' 98058    (Ratio', '  11.68%)']","[' 839486   (Average Length', '   63.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 839486   (Average', ' 697.25 Max', ' 12148 Sum', ' 585330962)']","[' 839486   (Average', ' 697.25 Max', ' 12148 Sum', ' 585330962 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 68059   '],[' 12750   '],[' 68397   '],[' 50789   '],"[' 152363   (Atom=Atom', ' 38537 Body=Body', ' 25450 Other', ' 88376)']",[' Yes'],"[' 13588    (Eliminated', '    0 Frozen', ' 13588)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.07591'],[' 0'], ,[' 248.581'],[' 0'],[' 32.7258'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.09731e+09'],[' 1.98783e+09'],[' 0'],[' 4.88202e+09'],[' 0'],[' 0'],[' 4699 '],[' 1 '],[' 0 ']
Solving...,swv14, ,[' 1'],[' 1427+'],[' 715'],"[' 1001.486s (Solving', ' 995.78s 1st Model', ' 16.45s Unsat', ' 0.00s)']",[' 998.469s'], ,[' 557878669'],"[' 988188   (Analyzed', ' 887009)']","[' 2303     (Average', ' 385.15 Last', ' 3553)']",[' 12386.7 '],"[' 715      (Average Length', ' 357.00 Splits', ' 0)']","[' 887009   (Deleted', ' 782026)']","[' 252      (Ratio', '   0.03%)']","[' 97614    (Ratio', '  11.00%)']","[' 887009   (Average Length', '   55.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 887009   (Average', ' 618.93 Max', ' 12144 Sum', ' 548997478)']","[' 887009   (Average', ' 618.93 Max', ' 12144 Sum', ' 548997478 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 67934   '],[' 12750   '],[' 68147   '],[' 50664   '],"[' 151988   (Atom=Atom', ' 38412 Body=Body', ' 25450 Other', ' 88126)']",[' Yes'],"[' 13463    (Eliminated', '    0 Frozen', ' 13463)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.922215'],[' 0'], ,[' 249.545'],[' 0'],[' 31.7383'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.11623e+09'],[' 2.0051e+09'],[' 0'],[' 4.81435e+09'],[' 0'],[' 0'],[' 4148 '],[' 1 '],[' 0 ']
Solving...,swv15, ,[' 1'],[' 1479+'],[' 741'],"[' 1001.736s (Solving', ' 995.95s 1st Model', ' 747.93s Unsat', ' 0.00s)']",[' 999.672s'], ,[' 610408749'],"[' 913093   (Analyzed', ' 807225)']","[' 2683     (Average', ' 300.87 Last', ' 178442)']",[' 11329.9 '],"[' 741      (Average Length', ' 370.00 Splits', ' 0)']","[' 807225   (Deleted', ' 705656)']","[' 306      (Ratio', '   0.04%)']","[' 95630    (Ratio', '  11.85%)']","[' 807225   (Average Length', '   64.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 807225   (Average', ' 745.67 Max', ' 12154 Sum', ' 601924637)']","[' 807225   (Average', ' 745.67 Max', ' 12154 Sum', ' 601924637 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 67960   '],[' 12750   '],[' 68199   '],[' 50690   '],"[' 152066   (Atom=Atom', ' 38438 Body=Body', ' 25450 Other', ' 88178)']",[' Yes'],"[' 13489    (Eliminated', '    0 Frozen', ' 13489)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.955446'],[' 0'], ,[' 247.01'],[' 0'],[' 33.4687'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.105e+09'],[' 2.00235e+09'],[' 0'],[' 4.63713e+09'],[' 0'],[' 0'],[' 4591 '],[' 1 '],[' 0 ']
Solving...,swv16, ,[' 1'],[' 4631+'],[' 2317'],"[' 1006.283s (Solving', ' 987.39s 1st Model', ' 834.75s Unsat', ' 0.00s)']",[' 1003.938s'], ,[' 587525390'],"[' 1363477  (Analyzed', ' 1020321)']","[' 4482     (Average', ' 227.65 Last', ' 105640)']",[' 12700.7 '],"[' 2317     (Average Length', ' 1158.00 Splits', ' 0)']","[' 1020321  (Deleted', ' 932076)']","[' 260      (Ratio', '   0.03%)']","[' 84770    (Ratio', '   8.31%)']","[' 1020321  (Average Length', '   40.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1020321  (Average', ' 549.03 Max', ' 12164 Sum', ' 560181902)']","[' 1020321  (Average', ' 549.03 Max', ' 12164 Sum', ' 560181902 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 69536   '],[' 12750   '],[' 71351   '],[' 52266   '],"[' 156794   (Atom=Atom', ' 40014 Body=Body', ' 25450 Other', ' 91330)']",[' Yes'],"[' 15065    (Eliminated', '    0 Frozen', ' 15065)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.86045'],[' 0'], ,[' 260.974'],[' 0'],[' 33.1039'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.09564e+09'],[' 1.97821e+09'],[' 0'],[' 5.01139e+09'],[' 0'],[' 0'],[' 3048 '],[' 1 '],[' 0 ']
Solving...,swv17, ,[' 1'],[' 4261+'],[' 2132'],"[' 1004.781s (Solving', ' 988.15s 1st Model', ' 765.46s Unsat', ' 0.00s)']",[' 1002.469s'], ,[' 569600253'],"[' 1442024  (Analyzed', ' 1042698)']","[' 4157     (Average', ' 250.83 Last', ' 202101)']",[' 12726.4 '],"[' 2132     (Average Length', ' 1065.50 Splits', ' 0)']","[' 1042698  (Deleted', ' 951245)']","[' 289      (Ratio', '   0.03%)']","[' 86647    (Ratio', '   8.31%)']","[' 1042698  (Average Length', '   40.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1042698  (Average', ' 521.83 Max', ' 12160 Sum', ' 544108288)']","[' 1042697  (Average', ' 521.83 Max', ' 12160 Sum', ' 544108177 Ratio', ' 100.00%)']","[' 1        (Average', ' 111.00 Max', ' 111 Sum', '    111 Ratio', '   0.00%)']", ,[' 69351   '],[' 12750   '],[' 70981   '],[' 52081   '],"[' 156239   (Atom=Atom', ' 39829 Body=Body', ' 25450 Other', ' 90960)']",[' Yes'],"[' 14880    (Eliminated', '    0 Frozen', ' 14880)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.62721'],[' 0'], ,[' 259.626'],[' 0'],[' 32.6318'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.10147e+09'],[' 1.98267e+09'],[' 0'],[' 5.17671e+09'],[' 0'],[' 0'],[' 2991 '],[' 1 '],[' 0 ']
Solving...,swv18, ,[' 1'],[' 3441+'],[' 1722'],"[' 1003.388s (Solving', ' 990.60s 1st Model', ' 885.86s Unsat', ' 0.00s)']",[' 1001.031s'], ,[' 571149333'],"[' 1289617  (Analyzed', ' 1004579)']","[' 4045     (Average', ' 248.35 Last', ' 200528)']",[' 12595.0 '],"[' 1722     (Average Length', ' 860.50 Splits', ' 0)']","[' 1004579  (Deleted', ' 915498)']","[' 243      (Ratio', '   0.02%)']","[' 85737    (Ratio', '   8.53%)']","[' 1004579  (Average Length', '   40.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1004579  (Average', ' 547.90 Max', ' 12171 Sum', ' 550412744)']","[' 1004579  (Average', ' 547.90 Max', ' 12171 Sum', ' 550412744 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 68941   '],[' 12750   '],[' 70161   '],[' 51671   '],"[' 155009   (Atom=Atom', ' 39419 Body=Body', ' 25450 Other', ' 90140)']",[' Yes'],"[' 14470    (Eliminated', '    0 Frozen', ' 14470)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.15158'],[' 0'], ,[' 255.646'],[' 0'],[' 32.5168'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.12848e+09'],[' 2.0138e+09'],[' 0'],[' 4.89616e+09'],[' 0'],[' 0'],[' 2954 '],[' 1 '],[' 0 ']
Solving...,swv19, ,[' 1'],[' 3807+'],[' 1905'],"[' 1004.041s (Solving', ' 989.51s 1st Model', ' 946.55s Unsat', ' 0.00s)']",[' 1002.688s'], ,[' 573981176'],"[' 1406353  (Analyzed', ' 1114573)']","[' 4122     (Average', ' 270.40 Last', ' 245131)']",[' 12694.3 '],"[' 1905     (Average Length', ' 952.00 Splits', ' 0)']","[' 1114573  (Deleted', ' 1024173)']","[' 272      (Ratio', '   0.02%)']","[' 86230    (Ratio', '   7.74%)']","[' 1114573  (Average Length', '   41.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1114573  (Average', ' 494.44 Max', ' 12166 Sum', ' 551086535)']","[' 1114573  (Average', ' 494.44 Max', ' 12166 Sum', ' 551086535 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 69124   '],[' 12750   '],[' 70527   '],[' 51854   '],"[' 155558   (Atom=Atom', ' 39602 Body=Body', ' 25450 Other', ' 90506)']",[' Yes'],"[' 14653    (Eliminated', '    0 Frozen', ' 14653)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.40643'],[' 0'], ,[' 260.99'],[' 0'],[' 32.6522'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.10856e+09'],[' 1.98565e+09'],[' 0'],[' 5.3774e+09'],[' 0'],[' 0'],[' 3181 '],[' 1 '],[' 0 ']
Solving...,swv20, ,[' 1'],[' 3565+'],[' 1784'],"[' 1003.365s (Solving', ' 990.01s 1st Model', ' 971.12s Unsat', ' 0.00s)']",[' 1001.719s'], ,[' 576180902'],"[' 1381611  (Analyzed', ' 1029502)']","[' 4041     (Average', ' 254.76 Last', ' 349363)']",[' 12656.4 '],"[' 1784     (Average Length', ' 891.50 Splits', ' 0)']","[' 1029502  (Deleted', ' 938842)']","[' 269      (Ratio', '   0.03%)']","[' 85725    (Ratio', '   8.33%)']","[' 1029502  (Average Length', '   40.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1029502  (Average', ' 538.71 Max', ' 12164 Sum', ' 554602039)']","[' 1029502  (Average', ' 538.71 Max', ' 12164 Sum', ' 554602039 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 69003   '],[' 12750   '],[' 70285   '],[' 51733   '],"[' 155195   (Atom=Atom', ' 39481 Body=Body', ' 25450 Other', ' 90264)']",[' Yes'],"[' 14532    (Eliminated', '    0 Frozen', ' 14532)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.22068'],[' 0'], ,[' 260.409'],[' 0'],[' 32.5273'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.12144e+09'],[' 2.00673e+09'],[' 0'],[' 5.01104e+09'],[' 0'],[' 0'],[' 3003 '],[' 1 '],[' 0 ']
