Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , ,[' 1289'],[' 653'],"[' 141.582s (Solving', ' 138.44s 1st Model', ' 1.56s Unsat', ' 7.56s)']",[' 140.984s'], ,[' 7339864 '],"[' 4184684  (Analyzed', ' 4085059)']","[' 8504     (Average', ' 480.37 Last', ' 1151)']",[' 1447.8  '],"[' 653      (Average Length', ' 316.25 Splits', ' 0)']","[' 4085059  (Deleted', ' 4033815)']","[' 82       (Ratio', '   0.00%)']","[' 1364     (Ratio', '   0.03%)']","[' 4085059  (Average Length', '   12.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4085059  (Average', '  1.57 Max', ' 1939 Sum', ' 6414462)']","[' 4084927  (Average', '  1.57 Max', ' 1939 Sum', ' 6401336 Ratio', '  99.80%)']","[' 132      (Average', ' 99.44 Max', ' 561 Sum', '  13126 Ratio', '   0.20%)']", ,[' 73584   '],[' 2887    '],[' 73455   '],[' 41557   '],"[' 124667   (Atom=Atom', ' 39418 Body=Body', ' 21962 Other', ' 63287)']",[' Yes'],"[' 3508     (Eliminated', '    0 Frozen', ' 3508)']","[' 83       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.818466'],[' 0'], ,[' 108.738'],[' 0'],[' 2.15725'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.78575e+07'],[' 1.77463e+07'],[' 0'],[' 1.32064e+10'],[' 0'],[' 0'],[' 609 '],[' 1079 '],[' 1657 '],[' 2102 '],[' 2574 '],[' 3012 '],[' 3403 '],[' 3677 '],[' 1 '],[' 7 ']
Solving...,TA52, , ,[' 1377'],[' 697'],"[' 143.402s (Solving', ' 139.53s 1st Model', ' 1.72s Unsat', ' 10.03s)']",[' 143.141s'], ,[' 9877841 '],"[' 4196442  (Analyzed', ' 4168676)']","[' 8568     (Average', ' 486.54 Last', ' 53211)']",[' 1420.5  '],"[' 697      (Average Length', ' 331.89 Splits', ' 0)']","[' 4168676  (Deleted', ' 4103016)']","[' 85       (Ratio', '   0.00%)']","[' 1734     (Ratio', '   0.04%)']","[' 4168676  (Average Length', '   12.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4168676  (Average', '  2.16 Max', ' 1928 Sum', ' 8993526)']","[' 4168522  (Average', '  2.15 Max', ' 1928 Sum', ' 8972306 Ratio', '  99.76%)']","[' 154      (Average', ' 137.79 Max', ' 331 Sum', '  21220 Ratio', '   0.24%)']", ,[' 74035   '],[' 2923    '],[' 73946   '],[' 41811   '],"[' 125429   (Atom=Atom', ' 39636 Body=Body', ' 21998 Other', ' 63795)']",[' Yes'],"[' 3584     (Eliminated', '    0 Frozen', ' 3584)']","[' 193      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.818545'],[' 0'], ,[' 110.431'],[' 0'],[' 2.17377'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.39724e+07'],[' 2.35792e+07'],[' 0'],[' 1.40622e+10'],[' 0'],[' 0'],[' 595 '],[' 1019 '],[' 1486 '],[' 2147 '],[' 2570 '],[' 3025 '],[' 3415 '],[' 3681 '],[' 1 '],[' 7 ']
Solving...,TA53, , ,[' 1419'],[' 718'],"[' 66.818s (Solving', ' 63.17s 1st Model', ' 1.67s Unsat', ' 57.60s)']",[' 66.734s'], ,[' 8253297 '],"[' 4820705  (Analyzed', ' 4798214)']","[' 8956     (Average', ' 535.75 Last', ' 943)']",[' 1462.6  '],"[' 718      (Average Length', ' 339.94 Splits', ' 0)']","[' 4798214  (Deleted', ' 4728101)']","[' 85       (Ratio', '   0.00%)']","[' 1290     (Ratio', '   0.03%)']","[' 4798214  (Average Length', '   11.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4798214  (Average', '  1.53 Max', ' 1918 Sum', ' 7344625)']","[' 4798064  (Average', '  1.53 Max', ' 1918 Sum', ' 7334135 Ratio', '  99.86%)']","[' 150      (Average', ' 69.93 Max', ' 228 Sum', '  10490 Ratio', '   0.14%)']", ,[' 73560   '],[' 2878    '],[' 73483   '],[' 41263   '],"[' 123785   (Atom=Atom', ' 39133 Body=Body', ' 21953 Other', ' 62699)']",[' Yes'],"[' 3551     (Eliminated', '    0 Frozen', ' 3551)']","[' 62       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.906061'],[' 0'], ,[' 31.1839'],[' 0'],[' 0.962433'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.01154e+07'],[' 1.88383e+07'],[' 0'],[' 2.47973e+09'],[' 0'],[' 0'],[' 523 '],[' 1050 '],[' 1428 '],[' 1828 '],[' 2251 '],[' 2629 '],[' 3021 '],[' 3311 '],[' 0 '],[' 8 ']
Solving...,TA54, , ,[' 1425'],[' 721'],"[' 10.803s (Solving', ' 7.22s 1st Model', ' 1.49s Unsat', ' 1.25s)']",[' 10.656s'], ,[' 1686118 '],"[' 211490   (Analyzed', ' 33887)']","[' 554      (Average', ' 61.17 Last', ' 98)']",[' 1490.9  '],"[' 721      (Average Length', ' 345.24 Splits', ' 0)']","[' 33887    (Deleted', ' 26868)']","[' 75       (Ratio', '   0.22%)']","[' 673      (Ratio', '   1.99%)']","[' 33887    (Average Length', '    8.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 33887    (Average', ' 20.62 Max', ' 2022 Sum', ' 698596)']","[' 33795    (Average', ' 20.35 Max', ' 2022 Sum', ' 689568 Ratio', '  98.71%)']","[' 92       (Average', ' 98.13 Max', ' 618 Sum', '   9028 Ratio', '   1.29%)']", ,[' 74325   '],[' 2883    '],[' 74255   '],[' 41999   '],"[' 125993   (Atom=Atom', ' 39864 Body=Body', ' 21958 Other', ' 64171)']",[' Yes'],"[' 3563     (Eliminated', '    0 Frozen', ' 3563)']","[' 4        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.856731'],[' 0'], ,[' 3.67335'],[' 0'],[' 0.106392'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.18024e+07'],[' 1.10477e+07'],[' 0'],[' 3.14857e+08'],[' 0'],[' 0'],[' 656 '],[' 1074 '],[' 1545 '],[' 1988 '],[' 2361 '],[' 2867 '],[' 3231 '],[' 3481 '],[' 0 '],[' 8 ']
Solving...,TA55, , ,[' 1481'],[' 749'],"[' 12.165s (Solving', ' 8.29s 1st Model', ' 1.71s Unsat', ' 1.35s)']",[' 11.969s'], ,[' 1745586 '],"[' 284456   (Analyzed', ' 71113)']","[' 740      (Average', ' 96.10 Last', ' 733)']",[' 1421.1  '],"[' 749      (Average Length', ' 352.55 Splits', ' 0)']","[' 71113    (Deleted', ' 64166)']","[' 98       (Ratio', '   0.14%)']","[' 913      (Ratio', '   1.28%)']","[' 71113    (Average Length', '    8.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 71113    (Average', ' 10.49 Max', ' 1973 Sum', ' 745701)']","[' 71002    (Average', ' 10.38 Max', ' 1973 Sum', ' 738004 Ratio', '  98.97%)']","[' 111      (Average', ' 69.34 Max', ' 387 Sum', '   7697 Ratio', '   1.03%)']", ,[' 73558   '],[' 2858    '],[' 73510   '],[' 41674   '],"[' 125018   (Atom=Atom', ' 39564 Body=Body', ' 21933 Other', ' 63521)']",[' Yes'],"[' 3560     (Eliminated', '    0 Frozen', ' 3560)']","[' 2        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.920038'],[' 0'], ,[' 4.06728'],[' 0'],[' 0.125511'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.13953e+07'],[' 1.05016e+07'],[' 0'],[' 3.0052e+08'],[' 0'],[' 0'],[' 491 '],[' 929 '],[' 1308 '],[' 1697 '],[' 2208 '],[' 2660 '],[' 3041 '],[' 3283 '],[' 0 '],[' 8 ']
Solving...,TA56, , ,[' 1121'],[' 569'],"[' 8.618s (Solving', ' 5.67s 1st Model', ' 1.25s Unsat', ' 1.47s)']",[' 8.578s'], ,[' 1399121 '],"[' 139789   (Analyzed', ' 112787)']","[' 488      (Average', ' 231.12 Last', ' 616)']",[' 1391.9  '],"[' 569      (Average Length', ' 272.51 Splits', ' 0)']","[' 112787   (Deleted', ' 98773)']","[' 78       (Ratio', '   0.07%)']","[' 683      (Ratio', '   0.61%)']","[' 112787   (Average Length', '    9.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 112787   (Average', '  6.61 Max', ' 1954 Sum', ' 745116)']","[' 112696   (Average', '  6.57 Max', ' 1954 Sum', ' 740562 Ratio', '  99.39%)']","[' 91       (Average', ' 50.04 Max', ' 420 Sum', '   4554 Ratio', '   0.61%)']", ,[' 73445   '],[' 2854    '],[' 73230   '],[' 41550   '],"[' 124646   (Atom=Atom', ' 39444 Body=Body', ' 21929 Other', ' 63273)']",[' Yes'],"[' 3389     (Eliminated', '    0 Frozen', ' 3389)']","[' 6        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.709465'],[' 0'], ,[' 2.36819'],[' 0'],[' 0.0911776'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.30576e+06'],[' 8.63477e+06'],[' 0'],[' 1.26961e+08'],[' 0'],[' 0'],[' 636 '],[' 1001 '],[' 1560 '],[' 2059 '],[' 2500 '],[' 2885 '],[' 3278 '],[' 3599 '],[' 0 '],[' 8 ']
Solving...,TA57, , ,[' 1313'],[' 665'],"[' 97.814s (Solving', ' 94.48s 1st Model', ' 1.62s Unsat', ' 88.85s)']",[' 97.359s'], ,[' 4375963 '],"[' 2168524  (Analyzed', ' 2093462)']","[' 4815     (Average', ' 434.78 Last', ' 473)']",[' 1508.3  '],"[' 665      (Average Length', ' 313.86 Splits', ' 0)']","[' 2093462  (Deleted', ' 2049501)']","[' 81       (Ratio', '   0.00%)']","[' 1038     (Ratio', '   0.05%)']","[' 2093462  (Average Length', '    9.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2093462  (Average', '  1.66 Max', ' 1974 Sum', ' 3483885)']","[' 2093349  (Average', '  1.66 Max', ' 1974 Sum', ' 3472216 Ratio', '  99.67%)']","[' 113      (Average', ' 103.27 Max', ' 540 Sum', '  11669 Ratio', '   0.33%)']", ,[' 73768   '],[' 2876    '],[' 73641   '],[' 41688   '],"[' 125060   (Atom=Atom', ' 39560 Body=Body', ' 21951 Other', ' 63549)']",[' Yes'],"[' 3499     (Eliminated', '    0 Frozen', ' 3499)']","[' 16       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.862239'],[' 0'], ,[' 76.81'],[' 0'],[' 1.37602'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.97909e+07'],[' 1.43792e+07'],[' 0'],[' 1.0387e+10'],[' 0'],[' 0'],[' 648 '],[' 1082 '],[' 1521 '],[' 2172 '],[' 2682 '],[' 3086 '],[' 3449 '],[' 3720 '],[' 0 '],[' 8 ']
Solving...,TA58, , ,[' 1325'],[' 671'],"[' 14.678s (Solving', ' 10.67s 1st Model', ' 1.44s Unsat', ' 5.67s)']",[' 14.656s'], ,[' 2130117 '],"[' 494448   (Analyzed', ' 461263)']","[' 1329     (Average', ' 347.08 Last', ' 205)']",[' 1462.4  '],"[' 671      (Average Length', ' 323.48 Splits', ' 0)']","[' 461263   (Deleted', ' 447894)']","[' 88       (Ratio', '   0.02%)']","[' 837      (Ratio', '   0.18%)']","[' 461263   (Average Length', '    9.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 461263   (Average', '  2.90 Max', ' 1979 Sum', ' 1336946)']","[' 461164   (Average', '  2.89 Max', ' 1979 Sum', ' 1331995 Ratio', '  99.63%)']","[' 99       (Average', ' 50.01 Max', ' 323 Sum', '   4951 Ratio', '   0.37%)']", ,[' 73924   '],[' 2890    '],[' 73807   '],[' 41872   '],"[' 125612   (Atom=Atom', ' 39730 Body=Body', ' 21965 Other', ' 63917)']",[' Yes'],"[' 3523     (Eliminated', '    0 Frozen', ' 3523)']","[' 4        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.835028'],[' 0'], ,[' 4.93117'],[' 0'],[' 0.167537'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.24798e+07'],[' 1.09362e+07'],[' 0'],[' 3.38584e+08'],[' 0'],[' 0'],[' 544 '],[' 933 '],[' 1450 '],[' 1930 '],[' 2393 '],[' 2750 '],[' 3128 '],[' 3457 '],[' 0 '],[' 8 ']
Solving...,TA59, , ,[' 1483'],[' 750'],"[' 10.624s (Solving', ' 6.59s 1st Model', ' 1.88s Unsat', ' 0.23s)']",[' 10.594s'], ,[' 1659145 '],"[' 50374    (Analyzed', ' 16500)']","[' 208      (Average', ' 79.33 Last', ' 632)']",[' 1528.4  '],"[' 750      (Average Length', ' 357.20 Splits', ' 0)']","[' 16500    (Deleted', ' 4439)']","[' 103      (Ratio', '   0.62%)']","[' 637      (Ratio', '   3.86%)']","[' 16500    (Average Length', '    7.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16500    (Average', ' 46.43 Max', ' 1974 Sum', ' 766066)']","[' 16356    (Average', ' 45.81 Max', ' 1974 Sum', ' 755919 Ratio', '  98.68%)']","[' 144      (Average', ' 70.47 Max', ' 504 Sum', '  10147 Ratio', '   1.32%)']", ,[' 73280   '],[' 2843    '],[' 73238   '],[' 41250   '],"[' 123746   (Atom=Atom', ' 39155 Body=Body', ' 21918 Other', ' 62673)']",[' Yes'],"[' 3551     (Eliminated', '    0 Frozen', ' 3551)']","[' 10       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.0259'],[' 0'], ,[' 2.44339'],[' 0'],[' 0.103481'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.25635e+07'],[' 1.19616e+07'],[' 0'],[' 9.76298e+07'],[' 0'],[' 0'],[' 516 '],[' 866 '],[' 1297 '],[' 1685 '],[' 2143 '],[' 2570 '],[' 2974 '],[' 3290 '],[' 0 '],[' 8 ']
Solving...,TA60, , ,[' 1297'],[' 657'],"[' 141.668s (Solving', ' 138.51s 1st Model', ' 2.06s Unsat', ' 8.36s)']",[' 141.219s'], ,[' 8769496 '],"[' 4422718  (Analyzed', ' 4302348)']","[' 9227     (Average', ' 466.28 Last', ' 9530)']",[' 1368.5  '],"[' 657      (Average Length', ' 318.57 Splits', ' 0)']","[' 4302348  (Deleted', ' 4237568)']","[' 80       (Ratio', '   0.00%)']","[' 1827     (Ratio', '   0.04%)']","[' 4302348  (Average Length', '   12.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4302348  (Average', '  1.82 Max', ' 1899 Sum', ' 7844304)']","[' 4302187  (Average', '  1.82 Max', ' 1899 Sum', ' 7826678 Ratio', '  99.78%)']","[' 161      (Average', ' 109.48 Max', ' 508 Sum', '  17626 Ratio', '   0.22%)']", ,[' 74353   '],[' 2920    '],[' 74221   '],[' 41708   '],"[' 125120   (Atom=Atom', ' 39536 Body=Body', ' 21995 Other', ' 63589)']",[' Yes'],"[' 3538     (Eliminated', '    0 Frozen', ' 3538)']","[' 145      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.771425'],[' 0'], ,[' 109'],[' 0'],[' 2.12018'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.09789e+07'],[' 2.00224e+07'],[' 0'],[' 1.19274e+10'],[' 0'],[' 0'],[' 535 '],[' 1038 '],[' 1707 '],[' 2152 '],[' 2675 '],[' 3104 '],[' 3472 '],[' 3744 '],[' 1 '],[' 7 ']
