Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, ,[' 1'],[' 3561+'],[' 1789'],"[' 1008.375s (Solving', ' 972.85s 1st Model', ' 37.11s Unsat', ' 0.00s)']",[' 1005.984s'], ,[' 115195173'],"[' 14584656 (Analyzed', ' 14372821)']","[' 27706    (Average', ' 518.76 Last', ' 83695)']",[' 7204.7  '],"[' 1789     (Average Length', ' 869.43 Splits', ' 0)']","[' 14372821 (Deleted', ' 14200666)']","[' 26       (Ratio', '   0.00%)']","[' 10442    (Ratio', '   0.07%)']","[' 14372821 (Average Length', '   19.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14372821 (Average', '  7.24 Max', ' 9847 Sum', ' 104022439)']","[' 14371137 (Average', '  7.16 Max', ' 9847 Sum', ' 102941456 Ratio', '  98.96%)']","[' 1684     (Average', ' 641.91 Max', ' 1354 Sum', ' 1080983 Ratio', '   1.04%)']", ,[' 371395  '],[' 14653   '],[' 371120  '],[' 218594  '],"[' 655778   (Atom=Atom', ' 205939 Body=Body', ' 115553 Other', ' 334286)']",[' Yes'],"[' 16378    (Eliminated', '    0 Frozen', ' 16378)']","[' 1648     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.59191'],[' 0'], ,[' 836.407'],[' 0'],[' 13.6764'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.18521e+08'],[' 3.70407e+08'],[' 0'],[' 1.17091e+11'],[' 0'],[' 0'],[' 1067 '],[' 2405 '],[' 3368 '],[' 4156 '],[' 5581 '],[' 6602 '],[' 7547 '],[' 8422 '],[' 8 '],[' 0 ']
Solving...,TA72, ,[' 1'],[' 3655+'],[' 1836'],"[' 1008.508s (Solving', ' 974.76s 1st Model', ' 33.87s Unsat', ' 0.00s)']",[' 1005.703s'], ,[' 85484414'],"[' 13043167 (Analyzed', ' 12739765)']","[' 25329    (Average', ' 502.97 Last', ' 23892)']",[' 6781.4  '],"[' 1836     (Average Length', ' 891.36 Splits', ' 0)']","[' 12739765 (Deleted', ' 12588717)']","[' 16       (Ratio', '   0.00%)']","[' 8607     (Ratio', '   0.07%)']","[' 12739765 (Average Length', '   16.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12739765 (Average', '  5.91 Max', ' 9472 Sum', ' 75347360)']","[' 12737863 (Average', '  5.79 Max', ' 9472 Sum', ' 73799199 Ratio', '  97.95%)']","[' 1902     (Average', ' 813.96 Max', ' 1451 Sum', ' 1548161 Ratio', '   2.05%)']", ,[' 368807  '],[' 14383   '],[' 368560  '],[' 215487  '],"[' 646457   (Atom=Atom', ' 203102 Body=Body', ' 115283 Other', ' 328072)']",[' Yes'],"[' 16136    (Eliminated', '    0 Frozen', ' 16136)']","[' 1518     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.32938'],[' 0'], ,[' 856.195'],[' 0'],[' 12.4199'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.3766e+08'],[' 2.97624e+08'],[' 0'],[' 1.19646e+11'],[' 0'],[' 0'],[' 883 '],[' 1928 '],[' 2937 '],[' 3747 '],[' 4806 '],[' 5529 '],[' 6397 '],[' 7337 '],[' 8 '],[' 0 ']
Solving...,TA73, ,[' 1'],[' 3877+'],[' 1947'],"[' 1009.464s (Solving', ' 974.22s 1st Model', ' 37.07s Unsat', ' 0.00s)']",[' 1007.563s'], ,[' 98705150'],"[' 13393493 (Analyzed', ' 13043013)']","[' 26103    (Average', ' 499.67 Last', ' 45153)']",[' 6954.6  '],"[' 1947     (Average Length', ' 923.72 Splits', ' 0)']","[' 13043013 (Deleted', ' 12882946)']","[' 20       (Ratio', '   0.00%)']","[' 9525     (Ratio', '   0.07%)']","[' 13043013 (Average Length', '   18.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13043013 (Average', '  6.68 Max', ' 9844 Sum', ' 87153890)']","[' 13041588 (Average', '  6.59 Max', ' 9844 Sum', ' 85952074 Ratio', '  98.62%)']","[' 1425     (Average', ' 843.38 Max', ' 1497 Sum', ' 1201816 Ratio', '   1.38%)']", ,[' 372242  '],[' 14435   '],[' 372079  '],[' 219268  '],"[' 657800   (Atom=Atom', ' 206831 Body=Body', ' 115335 Other', ' 335634)']",[' Yes'],"[' 16272    (Eliminated', '    0 Frozen', ' 16272)']","[' 1639     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.66882'],[' 0'], ,[' 847.652'],[' 0'],[' 13.594'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.86493e+08'],[' 3.44886e+08'],[' 0'],[' 1.13851e+11'],[' 0'],[' 0'],[' 1084 '],[' 2242 '],[' 3095 '],[' 3994 '],[' 4916 '],[' 5764 '],[' 6755 '],[' 7662 '],[' 8 '],[' 0 ']
Solving...,TA74, ,[' 1'],[' 3393+'],[' 1705'],"[' 1008.254s (Solving', ' 975.54s 1st Model', ' 27.62s Unsat', ' 0.00s)']",[' 1006.047s'], ,[' 88786350'],"[' 13969503 (Analyzed', ' 13719791)']","[' 26700    (Average', ' 513.85 Last', ' 89311)']",[' 6972.1  '],"[' 1705     (Average Length', ' 832.71 Splits', ' 0)']","[' 13719791 (Deleted', ' 13552307)']","[' 24       (Ratio', '   0.00%)']","[' 9685     (Ratio', '   0.07%)']","[' 13719791 (Average Length', '   17.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13719791 (Average', '  5.74 Max', ' 9615 Sum', ' 78688086)']","[' 13718025 (Average', '  5.65 Max', ' 9615 Sum', ' 77471225 Ratio', '  98.45%)']","[' 1766     (Average', ' 689.05 Max', ' 1285 Sum', ' 1216861 Ratio', '   1.55%)']", ,[' 368093  '],[' 14397   '],[' 367733  '],[' 215872  '],"[' 647612   (Atom=Atom', ' 203473 Body=Body', ' 115297 Other', ' 328842)']",[' Yes'],"[' 16037    (Eliminated', '    0 Frozen', ' 16037)']","[' 1738     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.17451'],[' 0'], ,[' 850.792'],[' 0'],[' 13.1061'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.67698e+08'],[' 3.26225e+08'],[' 0'],[' 1.1016e+11'],[' 0'],[' 0'],[' 957 '],[' 1981 '],[' 3014 '],[' 4055 '],[' 4994 '],[' 5952 '],[' 6918 '],[' 7814 '],[' 8 '],[' 0 ']
Solving...,TA75, ,[' 1'],[' 3523+'],[' 1770'],"[' 1009.118s (Solving', ' 972.63s 1st Model', ' 54.99s Unsat', ' 0.00s)']",[' 1005.984s'], ,[' 118313915'],"[' 16697566 (Analyzed', ' 16408742)']","[' 30937    (Average', ' 530.39 Last', ' 13590)']",[' 7182.0  '],"[' 1770     (Average Length', ' 851.53 Splits', ' 0)']","[' 16408742 (Deleted', ' 16220433)']","[' 23       (Ratio', '   0.00%)']","[' 11455    (Ratio', '   0.07%)']","[' 16408742 (Average Length', '   19.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16408742 (Average', '  6.54 Max', ' 9895 Sum', ' 107270389)']","[' 16406982 (Average', '  6.46 Max', ' 9895 Sum', ' 106015980 Ratio', '  98.83%)']","[' 1760     (Average', ' 712.73 Max', ' 1235 Sum', ' 1254409 Ratio', '   1.17%)']", ,[' 371801  '],[' 14814   '],[' 371486  '],[' 220388  '],"[' 661160   (Atom=Atom', ' 207572 Body=Body', ' 115714 Other', ' 337874)']",[' Yes'],"[' 16499    (Eliminated', '    0 Frozen', ' 16499)']","[' 1890     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.96313'],[' 0'], ,[' 813.641'],[' 0'],[' 13.4935'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.37031e+08'],[' 3.84436e+08'],[' 0'],[' 9.66661e+10'],[' 0'],[' 0'],[' 1175 '],[' 2100 '],[' 3233 '],[' 4331 '],[' 5320 '],[' 6277 '],[' 7582 '],[' 8271 '],[' 8 '],[' 0 ']
Solving...,TA76, ,[' 1'],[' 3345+'],[' 1681'],"[' 1007.809s (Solving', ' 976.46s 1st Model', ' 31.17s Unsat', ' 0.00s)']",[' 1005.875s'], ,[' 82188039'],"[' 11365999 (Analyzed', ' 11144748)']","[' 22165    (Average', ' 502.81 Last', ' 38612)']",[' 6886.9  '],"[' 1681     (Average Length', ' 813.80 Splits', ' 0)']","[' 11144748 (Deleted', ' 10999008)']","[' 21       (Ratio', '   0.00%)']","[' 9448     (Ratio', '   0.08%)']","[' 11144748 (Average Length', '   18.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11144748 (Average', '  6.51 Max', ' 9727 Sum', ' 72501648)']","[' 11142930 (Average', '  6.39 Max', ' 9727 Sum', ' 71215777 Ratio', '  98.23%)']","[' 1818     (Average', ' 707.30 Max', ' 1378 Sum', ' 1285871 Ratio', '   1.77%)']", ,[' 368487  '],[' 14495   '],[' 368093  '],[' 217086  '],"[' 651254   (Atom=Atom', ' 204589 Body=Body', ' 115395 Other', ' 331270)']",[' Yes'],"[' 16101    (Eliminated', '    0 Frozen', ' 16101)']","[' 1945     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.94696'],[' 0'], ,[' 867.405'],[' 0'],[' 12.9613'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.20163e+08'],[' 2.83379e+08'],[' 0'],[' 1.21452e+11'],[' 0'],[' 0'],[' 1151 '],[' 2166 '],[' 3172 '],[' 4174 '],[' 5030 '],[' 5868 '],[' 6785 '],[' 7861 '],[' 8 '],[' 0 ']
Solving...,TA77, ,[' 1'],[' 3771+'],[' 1894'],"[' 1008.533s (Solving', ' 976.72s 1st Model', ' 31.30s Unsat', ' 0.00s)']",[' 1005.984s'], ,[' 74751850'],"[' 12566545 (Analyzed', ' 12198626)']","[' 23962    (Average', ' 509.08 Last', ' 8771)']",[' 6633.2  '],"[' 1894     (Average Length', ' 904.58 Splits', ' 0)']","[' 12198626 (Deleted', ' 12037223)']","[' 11       (Ratio', '   0.00%)']","[' 8155     (Ratio', '   0.07%)']","[' 12198626 (Average Length', '   16.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12198626 (Average', '  5.24 Max', ' 10140 Sum', ' 63884895)']","[' 12197472 (Average', '  5.16 Max', ' 10140 Sum', ' 63000615 Ratio', '  98.62%)']","[' 1154     (Average', ' 766.27 Max', ' 1532 Sum', ' 884280 Ratio', '   1.38%)']", ,[' 368322  '],[' 14275   '],[' 368120  '],[' 218115  '],"[' 654341   (Atom=Atom', ' 205838 Body=Body', ' 115175 Other', ' 333328)']",[' Yes'],"[' 16073    (Eliminated', '    0 Frozen', ' 16073)']","[' 1528     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.93695'],[' 0'], ,[' 865.066'],[' 0'],[' 12.144'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.04361e+08'],[' 2.66504e+08'],[' 0'],[' 1.20885e+11'],[' 0'],[' 0'],[' 1116 '],[' 1898 '],[' 2756 '],[' 3631 '],[' 4482 '],[' 5536 '],[' 6387 '],[' 7578 '],[' 8 '],[' 0 ']
Solving...,TA78, ,[' 1'],[' 3623+'],[' 1820'],"[' 1008.491s (Solving', ' 974.66s 1st Model', ' 27.54s Unsat', ' 0.00s)']",[' 1006.250s'], ,[' 70801020'],"[' 12408925 (Analyzed', ' 12128111)']","[' 24637    (Average', ' 492.27 Last', ' 33795)']",[' 6579.6  '],"[' 1820     (Average Length', ' 879.84 Splits', ' 0)']","[' 12128111 (Deleted', ' 11976935)']","[' 14       (Ratio', '   0.00%)']","[' 7077     (Ratio', '   0.06%)']","[' 12128111 (Average Length', '   17.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12128111 (Average', '  5.04 Max', ' 9352 Sum', ' 61115888)']","[' 12126067 (Average', '  4.91 Max', ' 9352 Sum', ' 59590885 Ratio', '  97.50%)']","[' 2044     (Average', ' 746.09 Max', ' 1435 Sum', ' 1525003 Ratio', '   2.50%)']", ,[' 366027  '],[' 14240   '],[' 365777  '],[' 212402  '],"[' 637202   (Atom=Atom', ' 200160 Body=Body', ' 115140 Other', ' 321902)']",[' Yes'],"[' 15990    (Eliminated', '    0 Frozen', ' 15990)']","[' 1329     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.27273'],[' 0'], ,[' 867.048'],[' 0'],[' 11.9406'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.88203e+08'],[' 2.49994e+08'],[' 0'],[' 1.24031e+11'],[' 0'],[' 0'],[' 1090 '],[' 1966 '],[' 2808 '],[' 3718 '],[' 4535 '],[' 5475 '],[' 6410 '],[' 7341 '],[' 8 '],[' 0 ']
Solving...,TA79, ,[' 1'],[' 3927+'],[' 1972'],"[' 1008.788s (Solving', ' 973.23s 1st Model', ' 34.28s Unsat', ' 0.00s)']",[' 1006.891s'], ,[' 79749358'],"[' 12183946 (Analyzed', ' 11847880)']","[' 23008    (Average', ' 514.95 Last', ' 190751)']",[' 6632.7  '],"[' 1972     (Average Length', ' 939.93 Splits', ' 0)']","[' 11847880 (Deleted', ' 11693419)']","[' 19       (Ratio', '   0.00%)']","[' 9276     (Ratio', '   0.08%)']","[' 11847880 (Average Length', '   16.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11847880 (Average', '  5.82 Max', ' 9573 Sum', ' 68906285)']","[' 11846261 (Average', '  5.71 Max', ' 9573 Sum', ' 67680768 Ratio', '  98.22%)']","[' 1619     (Average', ' 756.96 Max', ' 1470 Sum', ' 1225517 Ratio', '   1.78%)']", ,[' 367538  '],[' 14353   '],[' 367403  '],[' 214667  '],"[' 643997   (Atom=Atom', ' 202312 Body=Body', ' 115253 Other', ' 326432)']",[' Yes'],"[' 16218    (Eliminated', '    0 Frozen', ' 16218)']","[' 1711     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.73793'],[' 0'], ,[' 857.947'],[' 0'],[' 12.2945'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.26958e+08'],[' 2.86385e+08'],[' 0'],[' 1.18697e+11'],[' 0'],[' 0'],[' 906 '],[' 1799 '],[' 2589 '],[' 3392 '],[' 4405 '],[' 5410 '],[' 6317 '],[' 7118 '],[' 8 '],[' 0 ']
Solving...,TA80, ,[' 1'],[' 3637+'],[' 1827'],"[' 1008.753s (Solving', ' 972.24s 1st Model', ' 36.50s Unsat', ' 0.00s)']",[' 1007.125s'], ,[' 94306548'],"[' 11628799 (Analyzed', ' 11340411)']","[' 22271    (Average', ' 509.20 Last', ' 45519)']",[' 7308.9  '],"[' 1827     (Average Length', ' 870.20 Splits', ' 0)']","[' 11340411 (Deleted', ' 11199209)']","[' 25       (Ratio', '   0.00%)']","[' 11393    (Ratio', '   0.10%)']","[' 11340411 (Average Length', '   19.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11340411 (Average', '  7.31 Max', ' 9715 Sum', ' 82918506)']","[' 11338643 (Average', '  7.20 Max', ' 9715 Sum', ' 81677090 Ratio', '  98.50%)']","[' 1768     (Average', ' 702.16 Max', ' 1271 Sum', ' 1241416 Ratio', '   1.50%)']", ,[' 370513  '],[' 14545   '],[' 370243  '],[' 218456  '],"[' 655364   (Atom=Atom', ' 205909 Body=Body', ' 115445 Other', ' 334010)']",[' Yes'],"[' 16275    (Eliminated', '    0 Frozen', ' 16275)']","[' 1804     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.10625'],[' 0'], ,[' 852.892'],[' 0'],[' 13.2511'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.84897e+08'],[' 3.45241e+08'],[' 0'],[' 1.18654e+11'],[' 0'],[' 0'],[' 1189 '],[' 2015 '],[' 2971 '],[' 3811 '],[' 4812 '],[' 5635 '],[' 6576 '],[' 7416 '],[' 8 '],[' 0 ']
