Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , ,[' 1'],[' 7351+'],[' 3683'],"[' 612.399s (Solving', ' 567.42s 1st Model', ' 96.06s Unsat', ' 0.00s)']",[' 610.047s'], ,[' 220394177'],"[' 8011839  (Analyzed', ' 7396909)']","[' 16242    (Average', ' 455.42 Last', ' 62275)']",[' 8146.8  '],"[' 3683     (Average Length', ' 1872.74 Splits', ' 0)']","[' 7396909  (Deleted', ' 7277161)']","[' 302      (Ratio', '   0.00%)']","[' 38646    (Ratio', '   0.52%)']","[' 7396909  (Average Length', '   19.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7396909  (Average', ' 27.15 Max', ' 9561 Sum', ' 200804445)']","[' 7393976  (Average', ' 26.53 Max', ' 9561 Sum', ' 196208843 Ratio', '  97.71%)']","[' 2933     (Average', ' 1566.86 Max', ' 2610 Sum', ' 4595602 Ratio', '   2.29%)']", ,[' 322255  '],[' 16154   '],[' 294652  '],[' 123402  '],"[' 308157   (Atom=Atom', ' 85126 Body=Body', ' 57390 Other', ' 165641)']",[' Yes'],"[' 20780    (Eliminated', '    0 Frozen', ' 20780)']","[' 6950     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.64735'],[' 0'], ,[' 244.822'],[' 0'],[' 14.8055'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.85258e+08'],[' 3.28064e+08'],[' 0'],[' 1.24197e+10'],[' 0'],[' 0'],[' 1093 '],[' 2060 '],[' 3127 '],[' 3556 '],[' 4344 '],[' 5103 '],[' 5845 '],[' 7 '],[' 0 ']
Solving...,TA72, , ,[' 1'],[' 7413+'],[' 3714'],"[' 612.373s (Solving', ' 567.67s 1st Model', ' 85.56s Unsat', ' 0.00s)']",[' 610.234s'], ,[' 207140698'],"[' 8059932  (Analyzed', ' 7451172)']","[' 16994    (Average', ' 438.46 Last', ' 28723)']",[' 7892.1  '],"[' 3714     (Average Length', ' 1891.37 Splits', ' 0)']","[' 7451172  (Deleted', ' 7317700)']","[' 279      (Ratio', '   0.00%)']","[' 37004    (Ratio', '   0.50%)']","[' 7451172  (Average Length', '   16.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7451172  (Average', ' 25.24 Max', ' 9489 Sum', ' 188064017)']","[' 7448561  (Average', ' 24.67 Max', ' 9489 Sum', ' 183823383 Ratio', '  97.75%)']","[' 2611     (Average', ' 1624.14 Max', ' 2649 Sum', ' 4240634 Ratio', '   2.25%)']", ,[' 323907  '],[' 15965   '],[' 295164  '],[' 124131  '],"[' 305544   (Atom=Atom', ' 84472 Body=Body', ' 56821 Other', ' 164251)']",[' Yes'],"[' 20711    (Eliminated', '    0 Frozen', ' 20711)']","[' 7097     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.72694'],[' 0'], ,[' 247.246'],[' 0'],[' 14.3865'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.9403e+08'],[' 3.34021e+08'],[' 0'],[' 1.25199e+10'],[' 0'],[' 0'],[' 918 '],[' 1617 '],[' 2478 '],[' 3229 '],[' 4007 '],[' 4873 '],[' 5568 '],[' 7 '],[' 0 ']
Solving...,TA73, , ,[' 1'],[' 7797+'],[' 3906'],"[' 613.465s (Solving', ' 566.83s 1st Model', ' 112.87s Unsat', ' 0.00s)']",[' 612.516s'], ,[' 216731993'],"[' 8121348  (Analyzed', ' 7415840)']","[' 16217    (Average', ' 457.29 Last', ' 50159)']",[' 8109.3  '],"[' 3906     (Average Length', ' 1957.23 Splits', ' 0)']","[' 7415840  (Deleted', ' 7293555)']","[' 321      (Ratio', '   0.00%)']","[' 35251    (Ratio', '   0.48%)']","[' 7415840  (Average Length', '   19.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7415840  (Average', ' 26.50 Max', ' 10352 Sum', ' 196494055)']","[' 7412918  (Average', ' 25.83 Max', ' 10352 Sum', ' 191555994 Ratio', '  97.49%)']","[' 2922     (Average', ' 1689.96 Max', ' 2756 Sum', ' 4938061 Ratio', '   2.51%)']", ,[' 323944  '],[' 16152   '],[' 296014  '],[' 124623  '],"[' 308319   (Atom=Atom', ' 85218 Body=Body', ' 57289 Other', ' 165812)']",[' Yes'],"[' 20896    (Eliminated', '    0 Frozen', ' 20896)']","[' 6515     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.87167'],[' 0'], ,[' 248.347'],[' 0'],[' 14.5928'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.75169e+08'],[' 3.17507e+08'],[' 0'],[' 1.31746e+10'],[' 0'],[' 0'],[' 1192 '],[' 2017 '],[' 2704 '],[' 3531 '],[' 4403 '],[' 5149 '],[' 5819 '],[' 7 '],[' 0 ']
Solving...,TA74, , ,[' 1'],[' 7989+'],[' 4002'],"[' 613.344s (Solving', ' 566.41s 1st Model', ' 122.58s Unsat', ' 0.00s)']",[' 612.453s'], ,[' 217426608'],"[' 8285460  (Analyzed', ' 7737485)']","[' 17113    (Average', ' 452.14 Last', ' 56499)']",[' 7758.3  '],"[' 4002     (Average Length', ' 1986.49 Splits', ' 0)']","[' 7737485  (Deleted', ' 7604379)']","[' 296      (Ratio', '   0.00%)']","[' 40758    (Ratio', '   0.53%)']","[' 7737485  (Average Length', '   15.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7737485  (Average', ' 25.55 Max', ' 9901 Sum', ' 197711024)']","[' 7734872  (Average', ' 24.98 Max', ' 9901 Sum', ' 193283755 Ratio', '  97.76%)']","[' 2613     (Average', ' 1694.32 Max', ' 2785 Sum', ' 4427269 Ratio', '   2.24%)']", ,[' 325306  '],[' 16025   '],[' 296524  '],[' 125081  '],"[' 307082   (Atom=Atom', ' 84914 Body=Body', ' 56987 Other', ' 165181)']",[' Yes'],"[' 20874    (Eliminated', '    0 Frozen', ' 20874)']","[' 7755     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.19064'],[' 0'], ,[' 230.778'],[' 0'],[' 14.3804'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.10904e+08'],[' 3.48258e+08'],[' 0'],[' 1.16362e+10'],[' 0'],[' 0'],[' 1052 '],[' 1756 '],[' 2505 '],[' 3264 '],[' 4118 '],[' 4806 '],[' 5591 '],[' 7 '],[' 0 ']
Solving...,TA75, , , ,[' 8723+'],[' 4369'],"[' 616.998s (Solving', ' 562.35s 1st Model', ' 196.58s Unsat', ' 0.00s)']",[' 615.203s'], ,[' 240454680'],"[' 5715505  (Analyzed', ' 5432229)']","[' 13083    (Average', ' 415.21 Last', ' 238536)']",[' 7458.3  '],"[' 4370     (Average Length', ' 2131.81 Splits', ' 0)']","[' 5432229  (Deleted', ' 5312996)']","[' 379      (Ratio', '   0.01%)']","[' 53198    (Ratio', '   0.98%)']","[' 5432229  (Average Length', '   18.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5432229  (Average', ' 40.65 Max', ' 8919 Sum', ' 220831887)']","[' 5429748  (Average', ' 39.85 Max', ' 8919 Sum', ' 216499196 Ratio', '  98.04%)']","[' 2481     (Average', ' 1746.35 Max', ' 3049 Sum', ' 4332691 Ratio', '   1.96%)']", ,[' 324295  '],[' 16117   '],[' 296324  '],[' 124855  '],"[' 309817   (Atom=Atom', ' 85700 Body=Body', ' 57298 Other', ' 166819)']",[' Yes'],"[' 21261    (Eliminated', '    0 Frozen', ' 21261)']","[' 9870     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.2436'],[' 0'], ,[' 194.819'],[' 0'],[' 14.7099'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.97629e+08'],[' 4.22667e+08'],[' 0'],[' 8.7412e+09'],[' 0'],[' 0'],[' 1123 '],[' 1767 '],[' 2563 '],[' 3364 '],[' 4181 '],[' 4944 '],[' 5718 '],[' 7 '],[' 0 ']
Solving...,TA76, , ,[' 1'],[' 8011+'],[' 4013'],"[' 613.348s (Solving', ' 564.25s 1st Model', ' 132.64s Unsat', ' 0.00s)']",[' 611.828s'], ,[' 242233517'],"[' 7962172  (Analyzed', ' 7491262)']","[' 16386    (Average', ' 457.17 Last', ' 148879)']",[' 7799.2  '],"[' 4013     (Average Length', ' 2020.25 Splits', ' 0)']","[' 7491262  (Deleted', ' 7359421)']","[' 303      (Ratio', '   0.00%)']","[' 45288    (Ratio', '   0.60%)']","[' 7491262  (Average Length', '   16.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7491262  (Average', ' 29.69 Max', ' 9448 Sum', ' 222394282)']","[' 7488675  (Average', ' 29.12 Max', ' 9448 Sum', ' 218128987 Ratio', '  98.08%)']","[' 2587     (Average', ' 1648.74 Max', ' 2873 Sum', ' 4265295 Ratio', '   1.92%)']", ,[' 324057  '],[' 15998   '],[' 295723  '],[' 124336  '],"[' 306897   (Atom=Atom', ' 84896 Body=Body', ' 56939 Other', ' 165062)']",[' Yes'],"[' 20892    (Eliminated', '    0 Frozen', ' 20892)']","[' 8258     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.40415'],[' 0'], ,[' 213.237'],[' 0'],[' 15.0645'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.65398e+08'],[' 3.94718e+08'],[' 0'],[' 1.04146e+10'],[' 0'],[' 0'],[' 1030 '],[' 1742 '],[' 2558 '],[' 3280 '],[' 4043 '],[' 4793 '],[' 5563 '],[' 7 '],[' 0 ']
Solving...,TA77, , ,[' 1'],[' 7779+'],[' 3897'],"[' 613.358s (Solving', ' 566.95s 1st Model', ' 146.53s Unsat', ' 0.00s)']",[' 612.203s'], ,[' 210687467'],"[' 8664433  (Analyzed', ' 8279591)']","[' 18224    (Average', ' 454.32 Last', ' 166221)']",[' 8912.9  '],"[' 3897     (Average Length', ' 1940.28 Splits', ' 0)']","[' 8279591  (Deleted', ' 8157863)']","[' 212      (Ratio', '   0.00%)']","[' 31118    (Ratio', '   0.38%)']","[' 8279591  (Average Length', '   17.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8279591  (Average', ' 22.54 Max', ' 10407 Sum', ' 186637205)']","[' 8277202  (Average', ' 22.07 Max', ' 10407 Sum', ' 182695055 Ratio', '  97.89%)']","[' 2389     (Average', ' 1650.13 Max', ' 2691 Sum', ' 3942150 Ratio', '   2.11%)']", ,[' 324551  '],[' 15965   '],[' 295644  '],[' 124482  '],"[' 306453   (Atom=Atom', ' 84730 Body=Body', ' 56917 Other', ' 164806)']",[' Yes'],"[' 20748    (Eliminated', '    0 Frozen', ' 20748)']","[' 5750     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.08694'],[' 0'], ,[' 248.586'],[' 0'],[' 14.3937'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.54165e+08'],[' 2.99089e+08'],[' 0'],[' 1.31295e+10'],[' 0'],[' 0'],[' 963 '],[' 1794 '],[' 2600 '],[' 3300 '],[' 4127 '],[' 4918 '],[' 5653 '],[' 7 '],[' 0 ']
Solving...,TA78, , ,[' 1'],[' 7007+'],[' 3511'],"[' 612.593s (Solving', ' 570.19s 1st Model', ' 81.85s Unsat', ' 0.00s)']",[' 611.156s'], ,[' 195481897'],"[' 9083117  (Analyzed', ' 8578678)']","[' 19071    (Average', ' 449.83 Last', ' 32977)']",[' 8258.7  '],"[' 3511     (Average Length', ' 1819.70 Splits', ' 0)']","[' 8578678  (Deleted', ' 8454085)']","[' 329      (Ratio', '   0.00%)']","[' 32304    (Ratio', '   0.38%)']","[' 8578678  (Average Length', '   19.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8578678  (Average', ' 20.53 Max', ' 10208 Sum', ' 176149911)']","[' 8575814  (Average', ' 20.03 Max', ' 10208 Sum', ' 171808038 Ratio', '  97.54%)']","[' 2864     (Average', ' 1516.02 Max', ' 5182 Sum', ' 4341873 Ratio', '   2.46%)']", ,[' 325197  '],[' 16162   '],[' 296356  '],[' 125201  '],"[' 306407   (Atom=Atom', ' 84621 Body=Body', ' 57169 Other', ' 164617)']",[' Yes'],"[' 20621    (Eliminated', '    0 Frozen', ' 20621)']","[' 5560     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.24747'],[' 0'], ,[' 273.52'],[' 0'],[' 13.5989'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.42697e+08'],[' 2.86388e+08'],[' 0'],[' 1.58114e+10'],[' 0'],[' 0'],[' 1157 '],[' 1797 '],[' 2696 '],[' 3294 '],[' 4225 '],[' 4996 '],[' 5721 '],[' 7 '],[' 0 ']
Solving...,TA79, , ,[' 1'],[' 7867+'],[' 3941'],"[' 613.165s (Solving', ' 566.37s 1st Model', ' 155.66s Unsat', ' 0.00s)']",[' 611.594s'], ,[' 234000627'],"[' 6334428  (Analyzed', ' 5913236)']","[' 13856    (Average', ' 426.76 Last', ' 68731)']",[' 7414.1  '],"[' 3941     (Average Length', ' 1964.01 Splits', ' 0)']","[' 5913236  (Deleted', ' 5797172)']","[' 258      (Ratio', '   0.00%)']","[' 48907    (Ratio', '   0.83%)']","[' 5913236  (Average Length', '   17.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5913236  (Average', ' 36.55 Max', ' 8945 Sum', ' 216142589)']","[' 5910684  (Average', ' 35.80 Max', ' 8945 Sum', ' 211667550 Ratio', '  97.93%)']","[' 2552     (Average', ' 1753.54 Max', ' 2708 Sum', ' 4475039 Ratio', '   2.07%)']", ,[' 325542  '],[' 16199   '],[' 297043  '],[' 125367  '],"[' 309840   (Atom=Atom', ' 85623 Body=Body', ' 57573 Other', ' 166644)']",[' Yes'],"[' 21092    (Eliminated', '    0 Frozen', ' 21092)']","[' 9457     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.04263'],[' 0'], ,[' 218.456'],[' 0'],[' 14.9404'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.95899e+08'],[' 4.19651e+08'],[' 0'],[' 1.02996e+10'],[' 0'],[' 0'],[' 1022 '],[' 1788 '],[' 2482 '],[' 3203 '],[' 3984 '],[' 4813 '],[' 5528 '],[' 7 '],[' 0 ']
Solving...,TA80, , ,[' 1'],[' 7283+'],[' 3649'],"[' 611.451s (Solving', ' 569.74s 1st Model', ' 104.70s Unsat', ' 0.00s)']",[' 610.016s'], ,[' 201172109'],"[' 8072921  (Analyzed', ' 7647584)']","[' 17057    (Average', ' 448.35 Last', ' 66526)']",[' 7970.4  '],"[' 3649     (Average Length', ' 1852.31 Splits', ' 0)']","[' 7647584  (Deleted', ' 7523621)']","[' 263      (Ratio', '   0.00%)']","[' 36362    (Ratio', '   0.48%)']","[' 7647584  (Average Length', '   19.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7647584  (Average', ' 23.83 Max', ' 10000 Sum', ' 182223955)']","[' 7644978  (Average', ' 23.27 Max', ' 10000 Sum', ' 177936835 Ratio', '  97.65%)']","[' 2606     (Average', ' 1645.10 Max', ' 2609 Sum', ' 4287120 Ratio', '   2.35%)']", ,[' 325018  '],[' 16196   '],[' 296014  '],[' 125059  '],"[' 309336   (Atom=Atom', ' 85432 Body=Body', ' 57668 Other', ' 166236)']",[' Yes'],"[' 20786    (Eliminated', '    0 Frozen', ' 20786)']","[' 6658     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.19121'],[' 0'], ,[' 264.42'],[' 0'],[' 13.9905'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.72928e+08'],[' 3.12974e+08'],[' 0'],[' 1.44544e+10'],[' 0'],[' 0'],[' 1055 '],[' 1832 '],[' 2581 '],[' 3253 '],[' 4349 '],[' 4870 '],[' 5631 '],[' 7 '],[' 0 ']
