Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 
Solving...,TA71, ,[' 1'],[' 11829+'],[' 5918'],"[' 1328.268s (Solving', ' 1167.93s 1st Model', ' 825.03s Unsat', ' 0.00s)']",[' 1321.141s'], ,[' 748212759'],"[' 1759475  (Analyzed', ' 352791)']","[' 4762     (Average', ' 74.08 Last', ' 25273)']",[' 21552.7 '],"[' 5918     (Average Length', ' 2794.81 Splits', ' 0)']","[' 352791   (Deleted', ' 292592)']","[' 1064     (Ratio', '   0.30%)']","[' 46657    (Ratio', '  13.23%)']","[' 352791   (Average Length', '   36.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 352791   (Average', ' 1832.10 Max', ' 26872 Sum', ' 646349800)']","[' 349077   (Average', ' 1801.91 Max', ' 26872 Sum', ' 635698227 Ratio', '  98.35%)']","[' 3714     (Average', ' 2867.95 Max', ' 5308 Sum', ' 10651573 Ratio', '   1.65%)']", ,[' 407128  '],[' 41877   '],[' 407205  '],[' 284256  '],"[' 852764   (Atom=Atom', ' 247609 Body=Body', ' 139545 Other', ' 465610)']",[' Yes'],"[' 43952    (Eliminated', '    0 Frozen', ' 43952)']","[' 7211     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 27.1797'],[' 0'], ,[' 486.337'],[' 0'],[' 60.2187'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.59952e+09'],[' 1.52486e+09'],[' 0'],[' 1.10145e+10'],[' 0'],[' 0'],[' 2712 '],[' 5133 '],[' 7129 ']
Solving...,TA72, ,[' 1'],[' 12649+'],[' 6328'],"[' 1587.529s (Solving', ' 1406.91s 1st Model', ' 1002.02s Unsat', ' 0.00s)']",[' 1578.125s'], ,[' 855892483'],"[' 3203550  (Analyzed', ' 454880)']","[' 5477     (Average', ' 83.05 Last', ' 31991)']",[' 21334.1 '],"[' 6328     (Average Length', ' 2970.19 Splits', ' 0)']","[' 454880   (Deleted', ' 380864)']","[' 931      (Ratio', '   0.20%)']","[' 58682    (Ratio', '  12.90%)']","[' 454880   (Average Length', '   31.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 454880   (Average', ' 1640.39 Max', ' 25232 Sum', ' 746181362)']","[' 451406   (Average', ' 1619.16 Max', ' 25232 Sum', ' 736523788 Ratio', '  98.71%)']","[' 3474     (Average', ' 2779.96 Max', ' 5570 Sum', ' 9657574 Ratio', '   1.29%)']", ,[' 404806  '],[' 41348   '],[' 405751  '],[' 284119  '],"[' 852353   (Atom=Atom', ' 247393 Body=Body', ' 139624 Other', ' 465336)']",[' Yes'],"[' 44293    (Eliminated', '    0 Frozen', ' 44293)']","[' 10904    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 30.8911'],[' 0'], ,[' 571.08'],[' 0'],[' 66.8667'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.89812e+09'],[' 1.80322e+09'],[' 0'],[' 1.38879e+10'],[' 0'],[' 0'],[' 2235 '],[' 4189 '],[' 6130 ']
Solving...,TA73, ,[' 1'],[' 10309+'],[' 5158'],"[' 1367.724s (Solving', ' 1213.85s 1st Model', ' 944.08s Unsat', ' 0.00s)']",[' 1357.984s'], ,[' 763308310'],"[' 1002179  (Analyzed', ' 482845)']","[' 4147     (Average', ' 116.43 Last', ' 18747)']",[' 26237.9 '],"[' 5157     (Average Length', ' 2501.89 Splits', ' 0)']","[' 482845   (Deleted', ' 421869)']","[' 490      (Ratio', '   0.10%)']","[' 49229    (Ratio', '  10.20%)']","[' 482845   (Average Length', '   31.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 482845   (Average', ' 1333.27 Max', ' 30648 Sum', ' 643760986)']","[' 481731   (Average', ' 1325.96 Max', ' 28236 Sum', ' 640233949 Ratio', '  99.45%)']","[' 1114     (Average', ' 3166.10 Max', ' 4757 Sum', ' 3527037 Ratio', '   0.55%)']", ,[' 401996  '],[' 41552   '],[' 400186  '],[' 280003  '],"[' 840005   (Atom=Atom', ' 245015 Body=Body', ' 137886 Other', ' 457104)']",[' Yes'],"[' 41742    (Eliminated', '    0 Frozen', ' 41742)']","[' 7706     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 28.4975'],[' 0'], ,[' 467.042'],[' 0'],[' 56.9355'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.63946e+09'],[' 1.54772e+09'],[' 0'],[' 9.7707e+09'],[' 0'],[' 0'],[' 12989 '],[' 12452 '],[' 14707 ']
Solving...,TA74, ,[' 1'],[' 12215+'],[' 6111'],"[' 1386.828s (Solving', ' 1221.87s 1st Model', ' 888.62s Unsat', ' 0.00s)']",[' 1376.766s'], ,[' 787186331'],"[' 1183017  (Analyzed', ' 351207)']","[' 4610     (Average', ' 76.18 Last', ' 17494)']",[' 21037.7 '],"[' 6111     (Average Length', ' 2864.23 Splits', ' 0)']","[' 351207   (Deleted', ' 291191)']","[' 1004     (Ratio', '   0.29%)']","[' 45209    (Ratio', '  12.87%)']","[' 351207   (Average Length', '   32.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 351207   (Average', ' 1956.11 Max', ' 26056 Sum', ' 686999336)']","[' 347031   (Average', ' 1922.54 Max', ' 26056 Sum', ' 675208881 Ratio', '  98.28%)']","[' 4176     (Average', ' 2823.38 Max', ' 5390 Sum', ' 11790455 Ratio', '   1.72%)']", ,[' 403503  '],[' 41147   '],[' 403992  '],[' 280609  '],"[' 841823   (Atom=Atom', ' 244360 Body=Body', ' 139147 Other', ' 458316)']",[' Yes'],"[' 43636    (Eliminated', '    0 Frozen', ' 43636)']","[' 7295     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 27.8936'],[' 0'], ,[' 502.564'],[' 0'],[' 62.6555'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.63396e+09'],[' 1.55862e+09'],[' 0'],[' 1.06516e+10'],[' 0'],[' 0'],[' 2182 '],[' 4276 '],[' 6397 ']
Solving...,TA75, ,[' 1'],[' 11817+'],[' 5912'],"[' 1241.923s (Solving', ' 1094.74s 1st Model', ' 774.76s Unsat', ' 0.00s)']",[' 1235.563s'], ,[' 734165407'],"[' 1602569  (Analyzed', ' 443354)']","[' 4948     (Average', ' 89.60 Last', ' 94910)']",[' 20395.4 '],"[' 5912     (Average Length', ' 2807.06 Splits', ' 0)']","[' 443354   (Deleted', ' 385017)']","[' 1027     (Ratio', '   0.23%)']","[' 43007    (Ratio', '   9.70%)']","[' 443354   (Average Length', '   44.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 443354   (Average', ' 1446.64 Max', ' 26486 Sum', ' 641371957)']","[' 439388   (Average', ' 1418.43 Max', ' 26486 Sum', ' 628864466 Ratio', '  98.05%)']","[' 3966     (Average', ' 3153.68 Max', ' 5322 Sum', ' 12507491 Ratio', '   1.95%)']", ,[' 406611  '],[' 41725   '],[' 406910  '],[' 283830  '],"[' 851486   (Atom=Atom', ' 247125 Body=Body', ' 139603 Other', ' 464758)']",[' Yes'],"[' 44024    (Eliminated', '    0 Frozen', ' 44024)']","[' 7388     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 24.476'],[' 0'], ,[' 459.503'],[' 0'],[' 55.0791'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.50644e+09'],[' 1.43643e+09'],[' 0'],[' 1.12233e+10'],[' 0'],[' 0'],[' 2340 '],[' 4433 '],[' 6786 ']
Solving...,TA76, ,[' 1'],[' 12183+'],[' 6095'],"[' 1206.715s (Solving', ' 1052.86s 1st Model', ' 735.20s Unsat', ' 0.00s)']",[' 1199.344s'], ,[' 729243306'],"[' 1022069  (Analyzed', ' 365226)']","[' 4603     (Average', ' 79.35 Last', ' 26355)']",[' 20683.7 '],"[' 6095     (Average Length', ' 2869.85 Splits', ' 0)']","[' 365226   (Deleted', ' 305667)']","[' 928      (Ratio', '   0.25%)']","[' 47756    (Ratio', '  13.08%)']","[' 365226   (Average Length', '   32.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 365226   (Average', ' 1728.69 Max', ' 25614 Sum', ' 631364146)']","[' 361477   (Average', ' 1697.35 Max', ' 25614 Sum', ' 619917353 Ratio', '  98.19%)']","[' 3749     (Average', ' 3053.29 Max', ' 5368 Sum', ' 11446793 Ratio', '   1.81%)']", ,[' 405381  '],[' 41527   '],[' 405699  '],[' 282978  '],"[' 848930   (Atom=Atom', ' 246498 Body=Body', ' 139378 Other', ' 463054)']",[' Yes'],"[' 43845    (Eliminated', '    0 Frozen', ' 43845)']","[' 9238     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 25.915'],[' 0'], ,[' 407.382'],[' 0'],[' 52.7561'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.53493e+09'],[' 1.45816e+09'],[' 0'],[' 7.75693e+09'],[' 0'],[' 0'],[' 2361 '],[' 4471 '],[' 6731 ']
Solving...,TA77, ,[' 1'],[' 14547+'],[' 7277'],"[' 1276.863s (Solving', ' 1101.86s 1st Model', ' 741.49s Unsat', ' 0.00s)']",[' 1270.063s'], ,[' 816334094'],"[' 2357619  (Analyzed', ' 374289)']","[' 5679     (Average', ' 65.91 Last', ' 38661)']",[' 21644.3 '],"[' 7277     (Average Length', ' 3371.00 Splits', ' 0)']","[' 374289   (Deleted', ' 314067)']","[' 907      (Ratio', '   0.24%)']","[' 46950    (Ratio', '  12.54%)']","[' 374289   (Average Length', '   33.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 374289   (Average', ' 1853.93 Max', ' 26398 Sum', ' 693904415)']","[' 370657   (Average', ' 1819.94 Max', ' 26398 Sum', ' 681184731 Ratio', '  98.17%)']","[' 3632     (Average', ' 3502.12 Max', ' 6164 Sum', ' 12719684 Ratio', '   1.83%)']", ,[' 404730  '],[' 41066   '],[' 406114  '],[' 283359  '],"[' 850073   (Atom=Atom', ' 247106 Body=Body', ' 139151 Other', ' 463816)']",[' Yes'],"[' 44450    (Eliminated', '    0 Frozen', ' 44450)']","[' 7526     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 29.374'],[' 0'], ,[' 446.113'],[' 0'],[' 52.2186'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.74874e+09'],[' 1.66781e+09'],[' 0'],[' 1.20619e+10'],[' 0'],[' 0'],[' 2332 '],[' 4448 '],[' 6610 ']
Solving...,TA78, ,[' 1'],[' 12289+'],[' 6148'],"[' 1411.276s (Solving', ' 1279.88s 1st Model', ' 981.35s Unsat', ' 0.00s)']",[' 1407.984s'], ,[' 1032754478'],"[' 1384027  (Analyzed', ' 583534)']","[' 5570     (Average', ' 104.76 Last', ' 39304)']",[' 20522.6 '],"[' 6148     (Average Length', ' 2868.73 Splits', ' 0)']","[' 583534   (Deleted', ' 495176)']","[' 1245     (Ratio', '   0.21%)']","[' 72149    (Ratio', '  12.36%)']","[' 583534   (Average Length', '   32.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 583534   (Average', ' 1600.19 Max', ' 25493 Sum', ' 933763513)']","[' 579982   (Average', ' 1582.15 Max', ' 25493 Sum', ' 923236823 Ratio', '  98.87%)']","[' 3552     (Average', ' 2963.60 Max', ' 5319 Sum', ' 10526690 Ratio', '   1.13%)']", ,[' 403627  '],[' 41343   '],[' 403992  '],[' 281930  '],"[' 845786   (Atom=Atom', ' 245563 Body=Body', ' 139265 Other', ' 460958)']",[' Yes'],"[' 43708    (Eliminated', '    0 Frozen', ' 43708)']","[' 9318     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 22.1263'],[' 0'], ,[' 520.469'],[' 0'],[' 59.3066'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.35421e+09'],[' 2.2426e+09'],[' 0'],[' 1.76821e+10'],[' 0'],[' 0'],[' 2291 '],[' 4452 '],[' 6613 ']
Solving...,TA79, ,[' 1'],[' 13245+'],[' 6626'],"[' 1126.127s (Solving', ' 985.89s 1st Model', ' 677.16s Unsat', ' 0.00s)']",[' 1123.016s'], ,[' 855196058'],"[' 1405402  (Analyzed', ' 428560)']","[' 5160     (Average', ' 83.05 Last', ' 43202)']",[' 20522.3 '],"[' 6626     (Average Length', ' 3092.12 Splits', ' 0)']","[' 428560   (Deleted', ' 360637)']","[' 1042     (Ratio', '   0.24%)']","[' 55815    (Ratio', '  13.02%)']","[' 428560   (Average Length', '   31.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 428560   (Average', ' 1752.81 Max', ' 25464 Sum', ' 751185424)']","[' 424797   (Average', ' 1723.47 Max', ' 25464 Sum', ' 738609547 Ratio', '  98.33%)']","[' 3763     (Average', ' 3341.98 Max', ' 5735 Sum', ' 12575877 Ratio', '   1.67%)']", ,[' 404215  '],[' 41417   '],[' 405080  '],[' 283139  '],"[' 849413   (Atom=Atom', ' 246647 Body=Body', ' 139390 Other', ' 463376)']",[' Yes'],"[' 44282    (Eliminated', '    0 Frozen', ' 44282)']","[' 9546     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 23.6709'],[' 0'], ,[' 379.047'],[' 0'],[' 46.9641'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.83007e+09'],[' 1.74042e+09'],[' 0'],[' 1.03867e+10'],[' 0'],[' 0'],[' 2237 '],[' 4252 '],[' 6339 ']
Solving...,TA80, ,[' 1'],[' 11453+'],[' 5730'],"[' 918.002s (Solving', ' 790.46s 1st Model', ' 494.83s Unsat', ' 0.00s)']",[' 915.422s'], ,[' 564923900'],"[' 1461128  (Analyzed', ' 588925)']","[' 5082     (Average', ' 115.88 Last', ' 100599)']",[' 20901.4 '],"[' 5730     (Average Length', ' 2708.21 Splits', ' 0)']","[' 588925   (Deleted', ' 534833)']","[' 939      (Ratio', '   0.16%)']","[' 36207    (Ratio', '   6.15%)']","[' 588925   (Average Length', '   44.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 588925   (Average', ' 799.23 Max', ' 26404 Sum', ' 470686513)']","[' 584995   (Average', ' 780.54 Max', ' 26404 Sum', ' 459680888 Ratio', '  97.66%)']","[' 3930     (Average', ' 2800.41 Max', ' 4951 Sum', ' 11005625 Ratio', '   2.34%)']", ,[' 404347  '],[' 41550   '],[' 404345  '],[' 282132  '],"[' 846392   (Atom=Atom', ' 245695 Body=Body', ' 139335 Other', ' 461362)']",[' Yes'],"[' 43548    (Eliminated', '    0 Frozen', ' 43548)']","[' 7409     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 21.5506'],[' 0'], ,[' 395.087'],[' 0'],[' 31.4819'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.13096e+09'],[' 1.0691e+09'],[' 0'],[' 2.17122e+10'],[' 0'],[' 0'],[' 2341 '],[' 4499 '],[' 7263 ']
