Optimal Found Or Timeout,Instances,Solving...,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA54_Clus(1), , , , ,[' 1'],[' 4517+'],[' 2262'],"[' 602.550s (Solving', ' 592.22s 1st Model', ' 363.24s Unsat', ' 0.00s)']",[' 598.047s'], ,[' 173583564'],"[' 10086198 (Analyzed', ' 9412446)']","[' 22189    (Average', ' 424.19 Last', ' 933491)']",[' 4028.4  '],"[' 2262     (Average Length', ' 1164.59 Splits', ' 0)']","[' 9412446  (Deleted', ' 9346172)']","[' 693      (Ratio', '   0.01%)']","[' 18462    (Ratio', '   0.20%)']","[' 9412446  (Average Length', '   13.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9412446  (Average', ' 17.68 Max', ' 4018 Sum', ' 166390107)']","[' 9412042  (Average', ' 17.63 Max', ' 4018 Sum', ' 165956584 Ratio', '  99.74%)']","[' 404      (Average', ' 1073.08 Max', ' 1430 Sum', ' 433523 Ratio', '   0.26%)']", ,[' 92636   '],[' 5962    '],[' 87062   '],[' 39325   '],"[' 115824   (Atom=Atom', ' 30320 Body=Body', ' 19883 Other', ' 65621)']",[' Yes'],"[' 8276     (Eliminated', '    0 Frozen', ' 8276)']","[' 2583     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.06827'],[' 0'], ,[' 334.428'],[' 0'],[' 15.397'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.84273e+08'],[' 4.78791e+08'],[' 0'],[' 1.70656e+10'],[' 0'],[' 0'],[' 1229 '],[' 2277 '],[' 3414 '],[' 3 '],[' 0 ']
Solving...,TA54_Clus(10), , , , ,[' 1'],[' 4077+'],[' 2042'],"[' 602.516s (Solving', ' 592.32s 1st Model', ' 381.64s Unsat', ' 0.00s)']",[' 597.266s'], ,[' 193828109'],"[' 9650885  (Analyzed', ' 9209597)']","[' 21704    (Average', ' 424.33 Last', ' 1038689)']",[' 3912.7  '],"[' 2042     (Average Length', ' 1046.72 Splits', ' 0)']","[' 9209597  (Deleted', ' 9143346)']","[' 614      (Ratio', '   0.01%)']","[' 21619    (Ratio', '   0.23%)']","[' 9209597  (Average Length', '   13.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9209597  (Average', ' 20.35 Max', ' 3914 Sum', ' 187370458)']","[' 9209216  (Average', ' 20.31 Max', ' 3914 Sum', ' 187004245 Ratio', '  99.80%)']","[' 381      (Average', ' 961.19 Max', ' 1204 Sum', ' 366213 Ratio', '   0.20%)']", ,[' 92718   '],[' 5965    '],[' 86781   '],[' 39228   '],"[' 115430   (Atom=Atom', ' 30154 Body=Body', ' 19920 Other', ' 65356)']",[' Yes'],"[' 8100     (Eliminated', '    0 Frozen', ' 8100)']","[' 3185     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.01394'],[' 0'], ,[' 325.375'],[' 0'],[' 16.2729'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.39555e+08'],[' 5.2321e+08'],[' 0'],[' 1.66881e+10'],[' 0'],[' 0'],[' 1106 '],[' 2250 '],[' 3386 '],[' 3 '],[' 0 ']
Solving...,TA54_Clus(11), , , , ,[' 1'],[' 4267+'],[' 2137'],"[' 602.873s (Solving', ' 593.39s 1st Model', ' 314.73s Unsat', ' 0.00s)']",[' 600.797s'], ,[' 205205571'],"[' 9825550  (Analyzed', ' 9243011)']","[' 22239    (Average', ' 415.62 Last', ' 720898)']",[' 3880.0  '],"[' 2137     (Average Length', ' 1108.16 Splits', ' 0)']","[' 9243011  (Deleted', ' 9178968)']","[' 645      (Ratio', '   0.01%)']","[' 20599    (Ratio', '   0.22%)']","[' 9243011  (Average Length', '   13.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9243011  (Average', ' 21.49 Max', ' 3929 Sum', ' 198632387)']","[' 9242584  (Average', ' 21.44 Max', ' 3929 Sum', ' 198159476 Ratio', '  99.76%)']","[' 427      (Average', ' 1107.52 Max', ' 1413 Sum', ' 472911 Ratio', '   0.24%)']", ,[' 92884   '],[' 5954    '],[' 86952   '],[' 39327   '],"[' 115674   (Atom=Atom', ' 30219 Body=Body', ' 19893 Other', ' 65562)']",[' Yes'],"[' 8160     (Eliminated', '    0 Frozen', ' 8160)']","[' 3018     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.9418'],[' 0'], ,[' 320.983'],[' 0'],[' 16.2891'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.13285e+08'],[' 5.8549e+08'],[' 0'],[' 1.59555e+10'],[' 0'],[' 0'],[' 1076 '],[' 2205 '],[' 3352 '],[' 3 '],[' 0 ']
Solving...,TA54_Clus(12), , , , ,[' 1'],[' 3829+'],[' 1918'],"[' 430.392s (Solving', ' 420.80s 1st Model', ' 245.42s Unsat', ' 4.37s)']",[' 428.109s'], ,[' 156383640'],"[' 5822052  (Analyzed', ' 5342453)']","[' 14624    (Average', ' 365.32 Last', ' 454588)']",[' 3772.8  '],"[' 1918     (Average Length', ' 997.45 Splits', ' 0)']","[' 5342453  (Deleted', ' 5291058)']","[' 450      (Ratio', '   0.01%)']","[' 21079    (Ratio', '   0.39%)']","[' 5342453  (Average Length', '   13.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5342453  (Average', ' 28.20 Max', ' 4022 Sum', ' 150644035)']","[' 5341999  (Average', ' 28.11 Max', ' 4022 Sum', ' 150200255 Ratio', '  99.71%)']","[' 454      (Average', ' 977.49 Max', ' 1462 Sum', ' 443780 Ratio', '   0.29%)']", ,[' 92369   '],[' 5972    '],[' 86462   '],[' 39040   '],"[' 114817   (Atom=Atom', ' 30023 Body=Body', ' 19926 Other', ' 64868)']",[' Yes'],"[' 7986     (Eliminated', '    0 Frozen', ' 7986)']","[' 2759     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.906'],[' 0'], ,[' 210.822'],[' 0'],[' 12.2369'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.15307e+08'],[' 4.29101e+08'],[' 0'],[' 9.9738e+09'],[' 0'],[' 0'],[' 1204 '],[' 2292 '],[' 3270 '],[' 2 '],[' 1 ']
Solving...,TA54_Clus(13), , , , ,[' 1'],[' 4123+'],[' 2065'],"[' 602.746s (Solving', ' 593.25s 1st Model', ' 284.03s Unsat', ' 0.00s)']",[' 599.969s'], ,[' 203047003'],"[' 8886267  (Analyzed', ' 8347187)']","[' 20159    (Average', ' 414.07 Last', ' 621230)']",[' 3815.5  '],"[' 2065     (Average Length', ' 1076.64 Splits', ' 0)']","[' 8347187  (Deleted', ' 8277636)']","[' 521      (Ratio', '   0.01%)']","[' 26219    (Ratio', '   0.31%)']","[' 8347187  (Average Length', '   14.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8347187  (Average', ' 23.58 Max', ' 3640 Sum', ' 196853069)']","[' 8346729  (Average', ' 23.52 Max', ' 3640 Sum', ' 196366120 Ratio', '  99.75%)']","[' 458      (Average', ' 1063.21 Max', ' 1659 Sum', ' 486949 Ratio', '   0.25%)']", ,[' 92976   '],[' 6011    '],[' 87061   '],[' 39437   '],"[' 116138   (Atom=Atom', ' 30354 Body=Body', ' 20055 Other', ' 65729)']",[' Yes'],"[' 8148     (Eliminated', '    0 Frozen', ' 8148)']","[' 3857     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.97615'],[' 0'], ,[' 311.355'],[' 0'],[' 16.0776'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.11382e+08'],[' 5.913e+08'],[' 0'],[' 1.59532e+10'],[' 0'],[' 0'],[' 1151 '],[' 2221 '],[' 3236 '],[' 3 '],[' 0 ']
Solving...,TA54_Clus(14), , , , ,[' 1'],[' 4329+'],[' 2168'],"[' 451.596s (Solving', ' 440.87s 1st Model', ' 339.60s Unsat', ' 8.10s)']",[' 449.859s'], ,[' 164345842'],"[' 6295987  (Analyzed', ' 5757424)']","[' 16099    (Average', ' 357.63 Last', ' 480471)']",[' 3967.1  '],"[' 2168     (Average Length', ' 1116.93 Splits', ' 0)']","[' 5757424  (Deleted', ' 5704786)']","[' 515      (Ratio', '   0.01%)']","[' 22750    (Ratio', '   0.40%)']","[' 5757424  (Average Length', '   13.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5757424  (Average', ' 27.38 Max', ' 4153 Sum', ' 157652489)']","[' 5756998  (Average', ' 27.31 Max', ' 4153 Sum', ' 157227340 Ratio', '  99.73%)']","[' 426      (Average', ' 998.00 Max', ' 1726 Sum', ' 425149 Ratio', '   0.27%)']", ,[' 92755   '],[' 6017    '],[' 87152   '],[' 39448   '],"[' 116058   (Atom=Atom', ' 30432 Body=Body', ' 20052 Other', ' 65574)']",[' Yes'],"[' 8261     (Eliminated', '    0 Frozen', ' 8261)']","[' 2741     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.14876'],[' 0'], ,[' 221.077'],[' 0'],[' 12.4921'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.42206e+08'],[' 4.5057e+08'],[' 0'],[' 1.05066e+10'],[' 0'],[' 0'],[' 1161 '],[' 2201 '],[' 3232 '],[' 2 '],[' 1 ']
Solving...,TA54_Clus(15), , , , ,[' 1'],[' 4189+'],[' 2098'],"[' 602.118s (Solving', ' 592.09s 1st Model', ' 374.56s Unsat', ' 0.00s)']",[' 599.844s'], ,[' 199700246'],"[' 9073085  (Analyzed', ' 8501530)']","[' 20938    (Average', ' 406.03 Last', ' 965382)']",[' 3944.8  '],"[' 2098     (Average Length', ' 1091.47 Splits', ' 0)']","[' 8501530  (Deleted', ' 8433804)']","[' 530      (Ratio', '   0.01%)']","[' 22365    (Ratio', '   0.26%)']","[' 8501530  (Average Length', '   14.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8501530  (Average', ' 22.70 Max', ' 3824 Sum', ' 192981267)']","[' 8501113  (Average', ' 22.65 Max', ' 3824 Sum', ' 192561199 Ratio', '  99.78%)']","[' 417      (Average', ' 1007.36 Max', ' 1314 Sum', ' 420068 Ratio', '   0.22%)']", ,[' 92778   '],[' 5963    '],[' 86885   '],[' 39280   '],"[' 115558   (Atom=Atom', ' 30202 Body=Body', ' 19914 Other', ' 65442)']",[' Yes'],"[' 8144     (Eliminated', '    0 Frozen', ' 8144)']","[' 3240     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.03738'],[' 0'], ,[' 317.01'],[' 0'],[' 16.4932'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.57707e+08'],[' 5.40356e+08'],[' 0'],[' 1.55108e+10'],[' 0'],[' 0'],[' 1120 '],[' 2209 '],[' 3289 '],[' 3 '],[' 0 ']
Solving...,TA54_Clus(2), , , , ,[' 1'],[' 3997+'],[' 2002'],"[' 601.741s (Solving', ' 593.32s 1st Model', ' 305.70s Unsat', ' 0.00s)']",[' 598.719s'], ,[' 187414303'],"[' 10494316 (Analyzed', ' 9851217)']","[' 21575    (Average', ' 456.60 Last', ' 2090711)']",[' 3957.0  '],"[' 2002     (Average Length', ' 1052.39 Splits', ' 0)']","[' 9851217  (Deleted', ' 9787313)']","[' 762      (Ratio', '   0.01%)']","[' 18667    (Ratio', '   0.19%)']","[' 9851217  (Average Length', '   12.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9851217  (Average', ' 18.36 Max', ' 4236 Sum', ' 180909234)']","[' 9850820  (Average', ' 18.32 Max', ' 4236 Sum', ' 180497332 Ratio', '  99.77%)']","[' 397      (Average', ' 1037.54 Max', ' 1591 Sum', ' 411902 Ratio', '   0.23%)']", ,[' 92279   '],[' 5967    '],[' 86609   '],[' 39018   '],"[' 115001   (Atom=Atom', ' 30059 Body=Body', ' 19883 Other', ' 65059)']",[' Yes'],"[' 8087     (Eliminated', '    0 Frozen', ' 8087)']","[' 2345     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.84665'],[' 0'], ,[' 334.519'],[' 0'],[' 15.9074'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.23301e+08'],[' 5.08496e+08'],[' 0'],[' 1.5971e+10'],[' 0'],[' 0'],[' 1198 '],[' 2234 '],[' 3425 '],[' 3 '],[' 0 ']
Solving...,TA54_Clus(3), , , , ,[' 1'],[' 4569+'],[' 2288'],"[' 493.816s (Solving', ' 483.32s 1st Model', ' 335.25s Unsat', ' 45.10s)']",[' 491.781s'], ,[' 133607089'],"[' 8728337  (Analyzed', ' 8022221)']","[' 20814    (Average', ' 385.42 Last', ' 926235)']",[' 4142.8  '],"[' 2288     (Average Length', ' 1175.31 Splits', ' 0)']","[' 8022221  (Deleted', ' 7964525)']","[' 848      (Ratio', '   0.01%)']","[' 15323    (Ratio', '   0.19%)']","[' 8022221  (Average Length', '   12.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8022221  (Average', ' 15.71 Max', ' 4538 Sum', ' 126033287)']","[' 8021794  (Average', ' 15.67 Max', ' 4538 Sum', ' 125719849 Ratio', '  99.75%)']","[' 427      (Average', ' 734.05 Max', ' 1450 Sum', ' 313438 Ratio', '   0.25%)']", ,[' 92413   '],[' 5937    '],[' 87104   '],[' 39082   '],"[' 115594   (Atom=Atom', ' 30204 Body=Body', ' 19756 Other', ' 65634)']",[' Yes'],"[' 8297     (Eliminated', '    0 Frozen', ' 8297)']","[' 1792     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.07957'],[' 0'], ,[' 283.751'],[' 0'],[' 12.3841'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.40274e+08'],[' 3.50579e+08'],[' 0'],[' 1.40864e+10'],[' 0'],[' 0'],[' 1174 '],[' 2286 '],[' 3425 '],[' 2 '],[' 1 ']
Solving...,TA54_Clus(4), , , , ,[' 1'],[' 4127+'],[' 2067'],"[' 602.343s (Solving', ' 593.21s 1st Model', ' 341.11s Unsat', ' 0.00s)']",[' 598.656s'], ,[' 173854998'],"[' 9520478  (Analyzed', ' 9004577)']","[' 21304    (Average', ' 422.67 Last', ' 1520575)']",[' 3780.3  '],"[' 2067     (Average Length', ' 1073.04 Splits', ' 0)']","[' 9004577  (Deleted', ' 8924938)']","[' 807      (Ratio', '   0.01%)']","[' 20861    (Ratio', '   0.23%)']","[' 9004577  (Average Length', '   12.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9004577  (Average', ' 18.63 Max', ' 3950 Sum', ' 167754795)']","[' 9004167  (Average', ' 18.58 Max', ' 3950 Sum', ' 167291660 Ratio', '  99.72%)']","[' 410      (Average', ' 1129.60 Max', ' 1609 Sum', ' 463135 Ratio', '   0.28%)']", ,[' 92547   '],[' 5979    '],[' 86822   '],[' 39204   '],"[' 115499   (Atom=Atom', ' 30193 Body=Body', ' 19934 Other', ' 65372)']",[' Yes'],"[' 8145     (Eliminated', '    0 Frozen', ' 8145)']","[' 2914     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.86635'],[' 0'], ,[' 332.691'],[' 0'],[' 15.9348'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.31098e+08'],[' 5.20963e+08'],[' 0'],[' 1.61754e+10'],[' 0'],[' 0'],[' 1298 '],[' 2308 '],[' 3503 '],[' 3 '],[' 0 ']
