Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , ,[' 1'],[' 8049+'],[' 4031'],"[' 515.495s (Solving', ' 460.19s 1st Model', ' 111.13s Unsat', ' 0.00s)']",[' 512.938s'], ,[' 161715561'],"[' 2223603  (Analyzed', ' 1110949)']","[' 4160     (Average', ' 267.06 Last', ' 40125)']",[' 10035.7 '],"[' 4031     (Average Length', ' 2073.22 Splits', ' 0)']","[' 4338374  (Deleted', ' 4195685)']","[' 383      (Ratio', '   0.01%)']","[' 25088    (Ratio', '   0.58%)']","[' 1110949  (Average Length', '   22.6 Ratio', '  25.61%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3227425  (Average Length', '   20.4 Ratio', '  74.39%) ']","[' 1110949  (Average', '  3.55 Max', ' 10476 Sum', ' 3938583)']","[' 1110949  (Average', '  3.55 Max', ' 10476 Sum', ' 3938583 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 348119  '],[' 18852   '],[' 316918  '],[' 140221  '],"[' 353233   (Atom=Atom', ' 96300 Body=Body', ' 65851 Other', ' 191082)']",[' Yes'],"[' 23808    (Eliminated', '    0 Frozen', ' 23808)']","[' 5022     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.6396'],[' 0'], ,[' 162.267'],[' 0'],[' 12.1995'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.66233e+08'],[' 2.30985e+08'],[' 0'],[' 7.66359e+09'],[' 0'],[' 0'],[' 1254 '],[' 2251 '],[' 3312 '],[' 4162 '],[' 5080 '],[' 6930 '],[' 6 '],[' 0 ']
Solving...,TA72, , , , ,[' 9261+'],[' 4637'],"[' 519.740s (Solving', ' 457.20s 1st Model', ' 163.63s Unsat', ' 0.00s)']",[' 516.547s'], ,[' 195099240'],"[' 1333448  (Analyzed', ' 480094)']","[' 2958     (Average', ' 162.30 Last', ' 5644)']",[' 8898.4  '],"[' 4638     (Average Length', ' 2284.27 Splits', ' 0)']","[' 2033582  (Deleted', ' 1870341)']","[' 244      (Ratio', '   0.01%)']","[' 39949    (Ratio', '   1.96%)']","[' 480094   (Average Length', '   20.1 Ratio', '  23.61%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1553488  (Average Length', '   17.5 Ratio', '  76.39%) ']","[' 480094   (Average', '  8.50 Max', ' 9953 Sum', ' 4080074)']","[' 480094   (Average', '  8.50 Max', ' 9953 Sum', ' 4080074 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 348405  '],[' 18670   '],[' 316911  '],[' 140358  '],"[' 352360   (Atom=Atom', ' 96240 Body=Body', ' 65310 Other', ' 190810)']",[' Yes'],"[' 23979    (Eliminated', '    0 Frozen', ' 23979)']","[' 7341     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.3205'],[' 0'], ,[' 118.069'],[' 0'],[' 13.2725'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.76555e+08'],[' 3.29952e+08'],[' 0'],[' 3.89337e+09'],[' 0'],[' 0'],[' 960 '],[' 1935 '],[' 2839 '],[' 3656 '],[' 4634 '],[' 5918 '],[' 6 '],[' 0 ']
Solving...,TA73, , , , ,[' 8487+'],[' 4250'],"[' 518.549s (Solving', ' 459.99s 1st Model', ' 126.11s Unsat', ' 0.00s)']",[' 514.938s'], ,[' 174862327'],"[' 1796976  (Analyzed', ' 881566)']","[' 3473     (Average', ' 253.83 Last', ' 8678)']",[' 9699.2  '],"[' 4251     (Average Length', ' 2131.13 Splits', ' 0)']","[' 3552111  (Deleted', ' 3401466)']","[' 281      (Ratio', '   0.01%)']","[' 31165    (Ratio', '   0.88%)']","[' 881566   (Average Length', '   24.0 Ratio', '  24.82%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2670545  (Average Length', '   21.3 Ratio', '  75.18%) ']","[' 881566   (Average', '  4.43 Max', ' 11067 Sum', ' 3907922)']","[' 881566   (Average', '  4.43 Max', ' 11067 Sum', ' 3907922 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 348247  '],[' 18912   '],[' 317424  '],[' 140779  '],"[' 353289   (Atom=Atom', ' 96371 Body=Body', ' 65770 Other', ' 191148)']",[' Yes'],"[' 23810    (Eliminated', '    0 Frozen', ' 23810)']","[' 5318     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.6348'],[' 0'], ,[' 150.957'],[' 0'],[' 12.7075'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.95104e+08'],[' 2.57349e+08'],[' 0'],[' 6.49977e+09'],[' 0'],[' 0'],[' 1306 '],[' 2304 '],[' 3274 '],[' 4105 '],[' 5067 '],[' 6062 '],[' 6 '],[' 0 ']
Solving...,TA74, , , ,[' 1'],[' 9329+'],[' 4671'],"[' 516.949s (Solving', ' 457.34s 1st Model', ' 129.90s Unsat', ' 0.00s)']",[' 513.375s'], ,[' 179135186'],"[' 1481468  (Analyzed', ' 756592)']","[' 3592     (Average', ' 210.63 Last', ' 4348)']",[' 9298.1  '],"[' 4671     (Average Length', ' 2280.87 Splits', ' 0)']","[' 2913083  (Deleted', ' 2766208)']","[' 348      (Ratio', '   0.01%)']","[' 31500    (Ratio', '   1.08%)']","[' 756592   (Average Length', '   22.9 Ratio', '  25.97%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2156491  (Average Length', '   19.9 Ratio', '  74.03%) ']","[' 756592   (Average', '  5.15 Max', ' 11499 Sum', ' 3892986)']","[' 756592   (Average', '  5.15 Max', ' 11499 Sum', ' 3892986 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 348727  '],[' 18698   '],[' 317207  '],[' 140573  '],"[' 352952   (Atom=Atom', ' 96392 Body=Body', ' 65433 Other', ' 191127)']",[' Yes'],"[' 23967    (Eliminated', '    0 Frozen', ' 23967)']","[' 6056     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.4297'],[' 0'], ,[' 134.405'],[' 0'],[' 12.6754'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.16692e+08'],[' 2.76456e+08'],[' 0'],[' 5.48694e+09'],[' 0'],[' 0'],[' 1152 '],[' 1966 '],[' 2871 '],[' 3843 '],[' 4768 '],[' 5879 '],[' 6 '],[' 0 ']
Solving...,TA75, , , , ,[' 9089+'],[' 4551'],"[' 519.892s (Solving', ' 457.11s 1st Model', ' 147.03s Unsat', ' 0.00s)']",[' 515.906s'], ,[' 183103313'],"[' 1010524  (Analyzed', ' 520306)']","[' 2920     (Average', ' 178.19 Last', ' 7533)']",[' 8910.7  '],"[' 4552     (Average Length', ' 2267.98 Splits', ' 0)']","[' 2393400  (Deleted', ' 2226083)']","[' 362      (Ratio', '   0.02%)']","[' 35948    (Ratio', '   1.50%)']","[' 520306   (Average Length', '   22.3 Ratio', '  21.74%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1873094  (Average Length', '   19.3 Ratio', '  78.26%) ']","[' 520306   (Average', '  6.50 Max', ' 9850 Sum', ' 3381993)']","[' 520306   (Average', '  6.50 Max', ' 9850 Sum', ' 3381993 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 349777  '],[' 18992   '],[' 318788  '],[' 141773  '],"[' 355113   (Atom=Atom', ' 96907 Body=Body', ' 65932 Other', ' 192274)']",[' Yes'],"[' 24169    (Eliminated', '    0 Frozen', ' 24169)']","[' 7316     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.1053'],[' 0'], ,[' 122.258'],[' 0'],[' 12.9609'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.4417e+08'],[' 3.01697e+08'],[' 0'],[' 4.33819e+09'],[' 0'],[' 0'],[' 1205 '],[' 2041 '],[' 3001 '],[' 4028 '],[' 5039 '],[' 6178 '],[' 6 '],[' 0 ']
Solving...,TA76, , , , ,[' 9443+'],[' 4728'],"[' 520.566s (Solving', ' 455.17s 1st Model', ' 156.07s Unsat', ' 0.00s)']",[' 516.188s'], ,[' 178617260'],"[' 1811769  (Analyzed', ' 748902)']","[' 3396     (Average', ' 220.52 Last', ' 6440)']",[' 9311.5  '],"[' 4729     (Average Length', ' 2347.93 Splits', ' 0)']","[' 2821664  (Deleted', ' 2607707)']","[' 346      (Ratio', '   0.01%)']","[' 31323    (Ratio', '   1.11%)']","[' 748902   (Average Length', '   18.2 Ratio', '  26.54%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2072762  (Average Length', '   16.3 Ratio', '  73.46%) ']","[' 748902   (Average', '  5.05 Max', ' 10021 Sum', ' 3779732)']","[' 748902   (Average', '  5.05 Max', ' 10021 Sum', ' 3779732 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 348577  '],[' 18714   '],[' 317348  '],[' 140578  '],"[' 352864   (Atom=Atom', ' 96413 Body=Body', ' 65315 Other', ' 191136)']",[' Yes'],"[' 24070    (Eliminated', '    0 Frozen', ' 24070)']","[' 6259     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.8803'],[' 0'], ,[' 119.95'],[' 0'],[' 12.4496'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.20083e+08'],[' 2.79836e+08'],[' 0'],[' 4.18898e+09'],[' 0'],[' 0'],[' 1131 '],[' 2062 '],[' 2944 '],[' 3845 '],[' 4733 '],[' 6450 '],[' 6 '],[' 0 ']
Solving...,TA77, , , , , , , , , , , , ,[' 7497+'],[' 3754'],"[' 390.634s (Solving', ' 345.07s 1st Model', ' 74.20s Unsat', ' 0.00s)']",[' 388.000s'], ,[' 114411654'],"[' 1988872  (Analyzed', ' 774706)']","[' 3273     (Average', ' 236.70 Last', ' 4540)']",[' 8811.0  '],"[' 3754     (Average Length', ' 2026.31 Splits', ' 0)']","[' 3115468  (Deleted', ' 3010709)']","[' 314      (Ratio', '   0.01%)']","[' 17988    (Ratio', '   0.58%)']","[' 774706   (Average Length', '   19.6 Ratio', '  24.87%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2340762  (Average Length', '   17.6 Ratio', '  75.13%) ']","[' 774706   (Average', '  3.69 Max', ' 10121 Sum', ' 2862392)']","[' 774706   (Average', '  3.69 Max', ' 10121 Sum', ' 2862392 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 308343  '],[' 15433   '],[' 279318  '],[' 119459  '],"[' 292739   (Atom=Atom', ' 79026 Body=Body', ' 53910 Other', ' 159803)']",[' Yes'],"[' 20160    (Eliminated', '    0 Frozen', ' 20160)']","[' 3532     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.09725'],[' 0'], ,[' 112.693'],[' 0'],[' 8.70767'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.8703e+08'],[' 1.59525e+08'],[' 0'],[' 4.99394e+09'],[' 0'],[' 0']
Solving...,TA78, , , , , , , , , , , , ,[' 6799+'],[' 3405'],"[' 431.835s (Solving', ' 387.20s 1st Model', ' 130.49s Unsat', ' 0.00s)']",[' 428.984s'], ,[' 142583556'],"[' 1692125  (Analyzed', ' 814257)']","[' 3152     (Average', ' 258.33 Last', ' 14430)']",[' 8571.4  '],"[' 3406     (Average Length', ' 1856.86 Splits', ' 0)']","[' 3050671  (Deleted', ' 2910694)']","[' 294      (Ratio', '   0.01%)']","[' 29410    (Ratio', '   0.96%)']","[' 814257   (Average Length', '   25.2 Ratio', '  26.69%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2236414  (Average Length', '   22.3 Ratio', '  73.31%) ']","[' 814257   (Average', '  4.19 Max', ' 9047 Sum', ' 3412484)']","[' 814257   (Average', '  4.19 Max', ' 9047 Sum', ' 3412484 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 309502  '],[' 15654   '],[' 280447  '],[' 120318  '],"[' 294558   (Atom=Atom', ' 79450 Body=Body', ' 54463 Other', ' 160645)']",[' Yes'],"[' 20057    (Eliminated', '    0 Frozen', ' 20057)']","[' 4720     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.94093'],[' 0'], ,[' 119.557'],[' 0'],[' 10.7089'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.69958e+08'],[' 2.33224e+08'],[' 0'],[' 5.05051e+09'],[' 0'],[' 0']
Solving...,TA79, , , , , , , , , , , , ,[' 2797+'],[' 1402'],"[' 255.970s (Solving', ' 245.23s 1st Model', ' 28.56s Unsat', ' 0.00s)']",[' 254.531s'], ,[' 75473821'],"[' 1007260  (Analyzed', ' 459787)']","[' 1927     (Average', ' 238.60 Last', ' 14370)']",[' 4545.6  '],"[' 1403     (Average Length', ' 878.71 Splits', ' 0)']","[' 1945614  (Deleted', ' 1853303)']","[' 170      (Ratio', '   0.01%)']","[' 22692    (Ratio', '   1.17%)']","[' 459787   (Average Length', '   23.8 Ratio', '  23.63%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1485827  (Average Length', '   21.0 Ratio', '  76.37%) ']","[' 459787   (Average', '  4.73 Max', ' 3385 Sum', ' 2174724)']","[' 459787   (Average', '  4.73 Max', ' 3385 Sum', ' 2174724 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 219005  '],[' 9212    '],[' 204674  '],[' 66659   '],"[' 173971   (Atom=Atom', ' 45054 Body=Body', ' 31812 Other', ' 97105)']",[' Yes'],"[' 11224    (Eliminated', '    0 Frozen', ' 11224)']","[' 4539     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.58096'],[' 0'], ,[' 61.9384'],[' 0'],[' 5.20668'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.5158e+08'],[' 1.27353e+08'],[' 0'],[' 2.78169e+09'],[' 0'],[' 0']
Solving...,TA80, , , , ,[' 7377+'],[' 3695'],"[' 448.078s (Solving', ' 397.92s 1st Model', ' 99.39s Unsat', ' 0.00s)']",[' 444.813s'], ,[' 146722160'],"[' 1504214  (Analyzed', ' 765886)']","[' 3158     (Average', ' 242.52 Last', ' 9234)']",[' 8825.0  '],"[' 3695     (Average Length', ' 1937.33 Splits', ' 0)']","[' 3170143  (Deleted', ' 2993682)']","[' 321      (Ratio', '   0.01%)']","[' 29252    (Ratio', '   0.92%)']","[' 765886   (Average Length', '   22.8 Ratio', '  24.16%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2404257  (Average Length', '   20.3 Ratio', '  75.84%) ']","[' 765886   (Average', '  4.46 Max', ' 9661 Sum', ' 3415315)']","[' 765886   (Average', '  4.46 Max', ' 9661 Sum', ' 3415315 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 348673  '],[' 18969   '],[' 316989  '],[' 140485  '],"[' 353835   (Atom=Atom', ' 96414 Body=Body', ' 66183 Other', ' 191238)']",[' Yes'],"[' 23678    (Eliminated', '    0 Frozen', ' 23678)']","[' 5673     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.82097'],[' 0'], ,[' 130.946'],[' 0'],[' 10.9182'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.53496e+08'],[' 2.1854e+08'],[' 0'],[' 5.78402e+09'],[' 0'],[' 0'],[' 1136 '],[' 2110 '],[' 2942 '],[' 3979 '],[' 7846 '],[' 6562 '],[' 6 '],[' 0 ']
