Optimal Found Or Timeout,Instances,Solving...,Solving...,Solving...,Solving...,Solving...,Solving...,Solving...,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,Dmu32_Clus(1), , , , , , , , , , ,[' 1'],[' 3405+'],[' 1706'],"[' 602.483s (Solving', ' 593.64s 1st Model', ' 447.85s Unsat', ' 0.00s)']",[' 597.094s'], ,[' 183353737'],"[' 6865313  (Analyzed', ' 6581783)']","[' 17597    (Average', ' 374.03 Last', ' 401704)']",[' 3302.9  '],"[' 1706     (Average Length', ' 926.01 Splits', ' 0)']","[' 6581783  (Deleted', ' 6517213)']","[' 1484     (Ratio', '   0.02%)']","[' 34698    (Ratio', '   0.53%)']","[' 6581783  (Average Length', '   17.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6581783  (Average', ' 27.20 Max', ' 3383 Sum', ' 179017355)']","[' 6581233  (Average', ' 27.12 Max', ' 3383 Sum', ' 178496151 Ratio', '  99.71%)']","[' 550      (Average', ' 947.64 Max', ' 1135 Sum', ' 521204 Ratio', '   0.29%)']", ,[' 92773   '],[' 6030    '],[' 86619   '],[' 39144   '],"[' 115289   (Atom=Atom', ' 30071 Body=Body', ' 20112 Other', ' 65106)']",[' Yes'],"[' 7923     (Eliminated', '    0 Frozen', ' 7923)']","[' 3655     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.75322'],[' 0'], ,[' 302.51'],[' 0'],[' 15.4179'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.63916e+08'],[' 6.60496e+08'],[' 0'],[' 1.50982e+10'],[' 0'],[' 0'],[' 3354 '],[' 5961 '],[' 8325 '],[' 3 '],[' 0 ']
Solving...,Dmu32_Clus(10), , , , , , , , , , ,[' 1'],[' 3945+'],[' 1976'],"[' 602.645s (Solving', ' 592.72s 1st Model', ' 468.77s Unsat', ' 0.00s)']",[' 597.219s'], ,[' 182496359'],"[' 7919744  (Analyzed', ' 7490299)']","[' 20655    (Average', ' 362.64 Last', ' 578015)']",[' 3687.3  '],"[' 1976     (Average Length', ' 1055.23 Splits', ' 0)']","[' 7490299  (Deleted', ' 7429240)']","[' 1421     (Ratio', '   0.02%)']","[' 32202    (Ratio', '   0.43%)']","[' 7490299  (Average Length', '   16.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7490299  (Average', ' 23.60 Max', ' 3610 Sum', ' 176762043)']","[' 7489842  (Average', ' 23.53 Max', ' 3610 Sum', ' 176258785 Ratio', '  99.72%)']","[' 457      (Average', ' 1101.22 Max', ' 1326 Sum', ' 503258 Ratio', '   0.28%)']", ,[' 94725   '],[' 6274    '],[' 88765   '],[' 40474   '],"[' 119667   (Atom=Atom', ' 31317 Body=Body', ' 20844 Other', ' 67506)']",[' Yes'],"[' 8403     (Eliminated', '    0 Frozen', ' 8403)']","[' 4016     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.97894'],[' 0'], ,[' 310.211'],[' 0'],[' 15.1537'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.38669e+08'],[' 6.31442e+08'],[' 0'],[' 1.5753e+10'],[' 0'],[' 0'],[' 3147 '],[' 5768 '],[' 8383 '],[' 3 '],[' 0 ']
Solving...,Dmu32_Clus(11), , , , , , , , , , ,[' 1'],[' 3541+'],[' 1774'],"[' 602.337s (Solving', ' 593.66s 1st Model', ' 455.96s Unsat', ' 0.00s)']",[' 598.922s'], ,[' 189427498'],"[' 7393123  (Analyzed', ' 6990005)']","[' 19411    (Average', ' 360.11 Last', ' 662401)']",[' 3598.0  '],"[' 1774     (Average Length', ' 958.55 Splits', ' 0)']","[' 6990005  (Deleted', ' 6924337)']","[' 1349     (Ratio', '   0.02%)']","[' 35601    (Ratio', '   0.51%)']","[' 6990005  (Average Length', '   16.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6990005  (Average', ' 26.35 Max', ' 3606 Sum', ' 184197033)']","[' 6989557  (Average', ' 26.29 Max', ' 3606 Sum', ' 183755928 Ratio', '  99.76%)']","[' 448      (Average', ' 984.61 Max', ' 1206 Sum', ' 441105 Ratio', '   0.24%)']", ,[' 94988   '],[' 6347    '],[' 88824   '],[' 40564   '],"[' 120129   (Atom=Atom', ' 31407 Body=Body', ' 21063 Other', ' 67659)']",[' Yes'],"[' 8272     (Eliminated', '    0 Frozen', ' 8272)']","[' 4419     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.74702'],[' 0'], ,[' 301.486'],[' 0'],[' 15.7814'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.48122e+08'],[' 6.39904e+08'],[' 0'],[' 1.41327e+10'],[' 0'],[' 0'],[' 3038 '],[' 5699 '],[' 8124 '],[' 3 '],[' 0 ']
Solving...,Dmu32_Clus(12), , , , , , , , , , ,[' 1'],[' 3577+'],[' 1792'],"[' 601.856s (Solving', ' 593.42s 1st Model', ' 550.13s Unsat', ' 0.00s)']",[' 600.594s'], ,[' 171114519'],"[' 8636051  (Analyzed', ' 8275956)']","[' 21950    (Average', ' 377.04 Last', ' 934559)']",[' 3526.6  '],"[' 1792     (Average Length', ' 966.61 Splits', ' 0)']","[' 8275956  (Deleted', ' 8213888)']","[' 1419     (Ratio', '   0.02%)']","[' 28497    (Ratio', '   0.34%)']","[' 8275956  (Average Length', '   15.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8275956  (Average', ' 20.06 Max', ' 3576 Sum', ' 166010475)']","[' 8275535  (Average', ' 20.01 Max', ' 3576 Sum', ' 165580119 Ratio', '  99.74%)']","[' 421      (Average', ' 1022.22 Max', ' 1218 Sum', ' 430356 Ratio', '   0.26%)']", ,[' 93888   '],[' 6179    '],[' 87796   '],[' 39882   '],"[' 117731   (Atom=Atom', ' 30753 Body=Body', ' 20559 Other', ' 66419)']",[' Yes'],"[' 8162     (Eliminated', '    0 Frozen', ' 8162)']","[' 3955     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.70195'],[' 0'], ,[' 327.953'],[' 0'],[' 15.204'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.93005e+08'],[' 5.87971e+08'],[' 0'],[' 1.7019e+10'],[' 0'],[' 0'],[' 2986 '],[' 5569 '],[' 8343 '],[' 3 '],[' 0 ']
Solving...,Dmu32_Clus(13), , , , , , , , , , ,[' 1'],[' 3659+'],[' 1833'],"[' 602.469s (Solving', ' 593.45s 1st Model', ' 510.46s Unsat', ' 0.00s)']",[' 599.359s'], ,[' 195606541'],"[' 6923345  (Analyzed', ' 6529216)']","[' 19072    (Average', ' 342.35 Last', ' 484630)']",[' 3607.0  '],"[' 1833     (Average Length', ' 991.69 Splits', ' 0)']","[' 6529216  (Deleted', ' 6466096)']","[' 1296     (Ratio', '   0.02%)']","[' 34836    (Ratio', '   0.53%)']","[' 6529216  (Average Length', '   16.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6529216  (Average', ' 29.15 Max', ' 3667 Sum', ' 190358852)']","[' 6528742  (Average', ' 29.08 Max', ' 3560 Sum', ' 189838034 Ratio', '  99.73%)']","[' 474      (Average', ' 1098.77 Max', ' 1277 Sum', ' 520818 Ratio', '   0.27%)']", ,[' 95343   '],[' 6333    '],[' 89029   '],[' 40699   '],"[' 120674   (Atom=Atom', ' 31466 Body=Body', ' 21045 Other', ' 68163)']",[' Yes'],"[' 8342     (Eliminated', '    0 Frozen', ' 8342)']","[' 4647     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.7825'],[' 0'], ,[' 301.168'],[' 0'],[' 15.9333'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.77947e+08'],[' 6.70009e+08'],[' 0'],[' 1.42603e+10'],[' 0'],[' 0'],[' 2965 '],[' 5714 '],[' 7937 '],[' 3 '],[' 0 ']
Solving...,Dmu32_Clus(14), , , , , , , , , , ,[' 1'],[' 3705+'],[' 1856'],"[' 602.779s (Solving', ' 592.58s 1st Model', ' 470.53s Unsat', ' 0.00s)']",[' 598.906s'], ,[' 172304637'],"[' 6371654  (Analyzed', ' 5969343)']","[' 17377    (Average', ' 343.52 Last', ' 522913)']",[' 3621.0  '],"[' 1856     (Average Length', ' 1007.36 Splits', ' 0)']","[' 5969343  (Deleted', ' 5912076)']","[' 1326     (Ratio', '   0.02%)']","[' 31856    (Ratio', '   0.53%)']","[' 5969343  (Average Length', '   17.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5969343  (Average', ' 27.98 Max', ' 3573 Sum', ' 167003362)']","[' 5968895  (Average', ' 27.90 Max', ' 3573 Sum', ' 166527638 Ratio', '  99.72%)']","[' 448      (Average', ' 1061.88 Max', ' 1252 Sum', ' 475724 Ratio', '   0.28%)']", ,[' 94455   '],[' 6152    '],[' 88068   '],[' 40102   '],"[' 118294   (Atom=Atom', ' 30786 Body=Body', ' 20511 Other', ' 66997)']",[' Yes'],"[' 8203     (Eliminated', '    0 Frozen', ' 8203)']","[' 4033     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.07073'],[' 0'], ,[' 300.507'],[' 0'],[' 15.7262'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.83768e+08'],[' 5.87304e+08'],[' 0'],[' 1.28537e+10'],[' 0'],[' 0'],[' 3031 '],[' 5989 '],[' 8210 '],[' 3 '],[' 0 ']
Solving...,Dmu32_Clus(15), , , , , , , , , , ,[' 1'],[' 4041+'],[' 2024'],"[' 603.249s (Solving', ' 591.87s 1st Model', ' 539.37s Unsat', ' 0.00s)']",[' 593.078s'], ,[' 155588538'],"[' 7198368  (Analyzed', ' 6608151)']","[' 18061    (Average', ' 365.88 Last', ' 1098079)']",[' 3823.9  '],"[' 2024     (Average Length', ' 1077.50 Splits', ' 0)']","[' 6608151  (Deleted', ' 6547026)']","[' 1291     (Ratio', '   0.02%)']","[' 28388    (Ratio', '   0.43%)']","[' 6608151  (Average Length', '   15.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6608151  (Average', ' 22.61 Max', ' 3805 Sum', ' 149420072)']","[' 6607748  (Average', ' 22.54 Max', ' 3660 Sum', ' 148939605 Ratio', '  99.68%)']","[' 403      (Average', ' 1192.23 Max', ' 1379 Sum', ' 480467 Ratio', '   0.32%)']", ,[' 95436   '],[' 6272    '],[' 89165   '],[' 40764   '],"[' 120621   (Atom=Atom', ' 31441 Body=Body', ' 20874 Other', ' 68306)']",[' Yes'],"[' 8467     (Eliminated', '    0 Frozen', ' 8467)']","[' 3806     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.29246'],[' 0'], ,[' 318.298'],[' 0'],[' 15.2673'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.87404e+08'],[' 4.98979e+08'],[' 0'],[' 1.35499e+10'],[' 0'],[' 0'],[' 2921 '],[' 5557 '],[' 8150 '],[' 3 '],[' 0 ']
Solving...,Dmu32_Clus(2), , , , , , , , , , ,[' 1'],[' 3455+'],[' 1731'],"[' 602.231s (Solving', ' 593.84s 1st Model', ' 503.41s Unsat', ' 0.00s)']",[' 600.406s'], ,[' 177251905'],"[' 6891456  (Analyzed', ' 6616476)']","[' 18340    (Average', ' 360.77 Last', ' 455043)']",[' 3330.9  '],"[' 1731     (Average Length', ' 935.23 Splits', ' 0)']","[' 6616476  (Deleted', ' 6555651)']","[' 1464     (Ratio', '   0.02%)']","[' 32241    (Ratio', '   0.49%)']","[' 6616476  (Average Length', '   17.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6616476  (Average', ' 26.10 Max', ' 3317 Sum', ' 172710825)']","[' 6616027  (Average', ' 26.04 Max', ' 3250 Sum', ' 172277691 Ratio', '  99.75%)']","[' 449      (Average', ' 964.66 Max', ' 1153 Sum', ' 433134 Ratio', '   0.25%)']", ,[' 93040   '],[' 6066    '],[' 86906   '],[' 39317   '],"[' 115884   (Atom=Atom', ' 30240 Body=Body', ' 20220 Other', ' 65424)']",[' Yes'],"[' 7981     (Eliminated', '    0 Frozen', ' 7981)']","[' 4355     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.70508'],[' 0'], ,[' 311.639'],[' 0'],[' 15.4143'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.36725e+08'],[' 6.35426e+08'],[' 0'],[' 1.49653e+10'],[' 0'],[' 0'],[' 3244 '],[' 5709 '],[' 8298 '],[' 3 '],[' 0 ']
Solving...,Dmu32_Clus(3), , , , , , , , , , ,[' 1'],[' 2989+'],[' 1498'],"[' 601.945s (Solving', ' 594.88s 1st Model', ' 281.33s Unsat', ' 0.00s)']",[' 598.344s'], ,[' 190324601'],"[' 6666502  (Analyzed', ' 6442825)']","[' 15807    (Average', ' 407.59 Last', ' 443470)']",[' 3199.9  '],"[' 1498     (Average Length', ' 827.79 Splits', ' 0)']","[' 6442825  (Deleted', ' 6376632)']","[' 1383     (Ratio', '   0.02%)']","[' 34950    (Ratio', '   0.54%)']","[' 6442825  (Average Length', '   18.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6442825  (Average', ' 28.92 Max', ' 3460 Sum', ' 186351488)']","[' 6442453  (Average', ' 28.88 Max', ' 3460 Sum', ' 186046106 Ratio', '  99.84%)']","[' 372      (Average', ' 820.92 Max', ' 1005 Sum', ' 305382 Ratio', '   0.16%)']", ,[' 91634   '],[' 5990    '],[' 85645   '],[' 38522   '],"[' 113329   (Atom=Atom', ' 29626 Body=Body', ' 19959 Other', ' 63744)']",[' Yes'],"[' 7690     (Eliminated', '    0 Frozen', ' 7690)']","[' 4349     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.4314'],[' 0'], ,[' 295.335'],[' 0'],[' 15.5831'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.96432e+08'],[' 6.90149e+08'],[' 0'],[' 1.32705e+10'],[' 0'],[' 0'],[' 3245 '],[' 5930 '],[' 8401 '],[' 3 '],[' 0 ']
Solving...,Dmu32_Clus(4), , , , , , , , , , ,[' 1'],[' 3777+'],[' 1892'],"[' 602.966s (Solving', ' 592.41s 1st Model', ' 516.99s Unsat', ' 0.00s)']",[' 595.500s'], ,[' 136445130'],"[' 6175320  (Analyzed', ' 5832088)']","[' 15885    (Average', ' 367.14 Last', ' 1095262)']",[' 3586.1  '],"[' 1892     (Average Length', ' 1007.63 Splits', ' 0)']","[' 5832088  (Deleted', ' 5776722)']","[' 1325     (Ratio', '   0.02%)']","[' 27121    (Ratio', '   0.47%)']","[' 5832088  (Average Length', '   16.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5832088  (Average', ' 22.49 Max', ' 3563 Sum', ' 131151822)']","[' 5831696  (Average', ' 22.42 Max', ' 3563 Sum', ' 130753954 Ratio', '  99.70%)']","[' 392      (Average', ' 1014.97 Max', ' 1214 Sum', ' 397868 Ratio', '   0.30%)']", ,[' 93010   '],[' 6028    '],[' 87010   '],[' 39376   '],"[' 115835   (Atom=Atom', ' 30249 Body=Body', ' 20106 Other', ' 65480)']",[' Yes'],"[' 8102     (Eliminated', '    0 Frozen', ' 8102)']","[' 3796     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.20306'],[' 0'], ,[' 317.811'],[' 0'],[' 14.6949'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.5727e+08'],[' 4.79325e+08'],[' 0'],[' 1.28926e+10'],[' 0'],[' 0'],[' 3237 '],[' 5814 '],[' 8589 '],[' 3 '],[' 0 ']
