Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , ,[' 1'],[' 4657+'],[' 2333'],"[' 603.801s (Solving', ' 590.05s 1st Model', ' 334.24s Unsat', ' 0.00s)']",[' 600.891s'], ,[' 204627196'],"[' 10301313 (Analyzed', ' 10112893)']","[' 22618    (Average', ' 447.12 Last', ' 262360)']",[' 3711.7  '],"[' 2333     (Average Length', ' 1243.75 Splits', ' 0)']","[' 10112893 (Deleted', ' 9990645)']","[' 470      (Ratio', '   0.00%)']","[' 34779    (Ratio', '   0.34%)']","[' 10112893 (Average Length', '   14.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10112893 (Average', ' 19.64 Max', ' 3410 Sum', ' 198626259)']","[' 10112310 (Average', ' 19.59 Max', ' 3410 Sum', ' 198071791 Ratio', '  99.72%)']","[' 583      (Average', ' 951.06 Max', ' 1530 Sum', ' 554468 Ratio', '   0.28%)']", ,[' 99328   '],[' 6513    '],[' 93798   '],[' 49019   '],"[' 129656   (Atom=Atom', ' 35335 Body=Body', ' 24318 Other', ' 70003)']",[' Yes'],"[' 9039     (Eliminated', '    0 Frozen', ' 9039)']","[' 4707     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.77644'],[' 0'], ,[' 267.607'],[' 0'],[' 16.1179'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.61608e+08'],[' 5.4323e+08'],[' 0'],[' 1.07962e+10'],[' 0'],[' 0'],[' 830 '],[' 1488 '],[' 2273 '],[' 2883 '],[' 4 '],[' 0 ']
Solving...,TA52, , ,[' 1'],[' 3669+'],[' 1839'],"[' 602.802s (Solving', ' 593.01s 1st Model', ' 227.61s Unsat', ' 0.00s)']",[' 601.484s'], ,[' 196816668'],"[' 12776275 (Analyzed', ' 12637460)']","[' 27263    (Average', ' 463.54 Last', ' 214688)']",[' 3560.3  '],"[' 1839     (Average Length', ' 1021.89 Splits', ' 0)']","[' 12637460 (Deleted', ' 12474360)']","[' 390      (Ratio', '   0.00%)']","[' 35211    (Ratio', '   0.28%)']","[' 12637460 (Average Length', '   13.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12637460 (Average', ' 15.18 Max', ' 3540 Sum', ' 191841914)']","[' 12636899 (Average', ' 15.14 Max', ' 3540 Sum', ' 191344961 Ratio', '  99.74%)']","[' 561      (Average', ' 885.83 Max', ' 1265 Sum', ' 496953 Ratio', '   0.26%)']", ,[' 99365   '],[' 6584    '],[' 93406   '],[' 49093   '],"[' 128814   (Atom=Atom', ' 34996 Body=Body', ' 24481 Other', ' 69337)']",[' Yes'],"[' 8652     (Eliminated', '    0 Frozen', ' 8652)']","[' 4588     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.96586'],[' 0'], ,[' 286.836'],[' 0'],[' 16.0018'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.52512e+08'],[' 5.39762e+08'],[' 0'],[' 1.25926e+10'],[' 0'],[' 0'],[' 892 '],[' 1580 '],[' 2327 '],[' 2957 '],[' 4 '],[' 0 ']
Solving...,TA53, , ,[' 1'],[' 4335+'],[' 2172'],"[' 602.704s (Solving', ' 591.68s 1st Model', ' 164.00s Unsat', ' 0.00s)']",[' 596.828s'], ,[' 185577260'],"[' 12726015 (Analyzed', ' 12466333)']","[' 26885    (Average', ' 463.69 Last', ' 198874)']",[' 3816.3  '],"[' 2172     (Average Length', ' 1180.87 Splits', ' 0)']","[' 12466333 (Deleted', ' 12273615)']","[' 356      (Ratio', '   0.00%)']","[' 31382    (Ratio', '   0.25%)']","[' 12466333 (Average Length', '   12.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12466333 (Average', ' 14.41 Max', ' 3583 Sum', ' 179696790)']","[' 12465649 (Average', ' 14.36 Max', ' 3583 Sum', ' 179011229 Ratio', '  99.62%)']","[' 684      (Average', ' 1002.28 Max', ' 1535 Sum', ' 685561 Ratio', '   0.38%)']", ,[' 100032  '],[' 6632    '],[' 94319   '],[' 49641   '],"[' 130161   (Atom=Atom', ' 35415 Body=Body', ' 24529 Other', ' 70217)']",[' Yes'],"[' 8943     (Eliminated', '    0 Frozen', ' 8943)']","[' 4125     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.22316'],[' 0'], ,[' 289.736'],[' 0'],[' 15.8433'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.89379e+08'],[' 4.82438e+08'],[' 0'],[' 1.19988e+10'],[' 0'],[' 0'],[' 873 '],[' 1507 '],[' 2193 '],[' 2878 '],[' 4 '],[' 0 ']
Solving...,TA54, , ,[' 1'],[' 3671+'],[' 1840'],"[' 604.258s (Solving', ' 582.70s 1st Model', ' 179.01s Unsat', ' 0.00s)']",[' 589.656s'], ,[' 99070524'],"[' 4660989  (Analyzed', ' 4528862)']","[' 10529    (Average', ' 430.13 Last', ' 71423)']",[' 3632.3  '],"[' 1840     (Average Length', ' 1003.46 Splits', ' 0)']","[' 4528862  (Deleted', ' 4444877)']","[' 294      (Ratio', '   0.01%)']","[' 27473    (Ratio', '   0.61%)']","[' 4528862  (Average Length', '   14.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4528862  (Average', ' 20.84 Max', ' 3708 Sum', ' 94384918)']","[' 4528197  (Average', ' 20.72 Max', ' 3708 Sum', ' 93844264 Ratio', '  99.43%)']","[' 665      (Average', ' 813.01 Max', ' 1228 Sum', ' 540654 Ratio', '   0.57%)']", ,[' 99622   '],[' 6620    '],[' 93650   '],[' 49242   '],"[' 129328   (Atom=Atom', ' 35134 Body=Body', ' 24595 Other', ' 69599)']",[' Yes'],"[' 8661     (Eliminated', '    0 Frozen', ' 8661)']","[' 3539     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.98824'],[' 0'], ,[' 256.999'],[' 0'],[' 17.1056'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.62297e+08'],[' 2.15854e+08'],[' 0'],[' 4.69628e+09'],[' 0'],[' 0'],[' 948 '],[' 1558 '],[' 2207 '],[' 2862 '],[' 4 '],[' 0 ']
Solving...,TA55, , ,[' 1'],[' 4041+'],[' 2025'],"[' 603.099s (Solving', ' 593.42s 1st Model', ' 275.23s Unsat', ' 0.00s)']",[' 601.781s'], ,[' 211791890'],"[' 13826652 (Analyzed', ' 13554700)']","[' 28936    (Average', ' 468.44 Last', ' 330886)']",[' 3917.3  '],"[' 2025     (Average Length', ' 1111.11 Splits', ' 0)']","[' 13554700 (Deleted', ' 13419943)']","[' 509      (Ratio', '   0.00%)']","[' 32743    (Ratio', '   0.24%)']","[' 13554700 (Average Length', '   15.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13554700 (Average', ' 15.16 Max', ' 3687 Sum', ' 205550210)']","[' 13554191 (Average', ' 15.13 Max', ' 3687 Sum', ' 205107716 Ratio', '  99.78%)']","[' 509      (Average', ' 869.34 Max', ' 1383 Sum', ' 442494 Ratio', '   0.22%)']", ,[' 98977   '],[' 6532    '],[' 93191   '],[' 48700   '],"[' 129496   (Atom=Atom', ' 35223 Body=Body', ' 24494 Other', ' 69779)']",[' Yes'],"[' 8811     (Eliminated', '    0 Frozen', ' 8811)']","[' 4040     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.02362'],[' 0'], ,[' 298.866'],[' 0'],[' 16.322'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.85959e+08'],[' 5.62825e+08'],[' 0'],[' 1.47933e+10'],[' 0'],[' 0'],[' 956 '],[' 1522 '],[' 2255 '],[' 2927 '],[' 4 '],[' 0 ']
Solving...,TA56, , ,[' 1'],[' 3711+'],[' 1860'],"[' 602.722s (Solving', ' 592.36s 1st Model', ' 144.75s Unsat', ' 0.00s)']",[' 601.031s'], ,[' 198124663'],"[' 17276081 (Analyzed', ' 17084289)']","[' 30339    (Average', ' 563.11 Last', ' 663342)']",[' 3879.0  '],"[' 1860     (Average Length', ' 1031.97 Splits', ' 0)']","[' 17084289 (Deleted', ' 16907043)']","[' 356      (Ratio', '   0.00%)']","[' 31176    (Ratio', '   0.18%)']","[' 17084289 (Average Length', '   16.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17084289 (Average', ' 11.26 Max', ' 3801 Sum', ' 192420085)']","[' 17083600 (Average', ' 11.23 Max', ' 3801 Sum', ' 191853472 Ratio', '  99.71%)']","[' 689      (Average', ' 822.37 Max', ' 1223 Sum', ' 566613 Ratio', '   0.29%)']", ,[' 99293   '],[' 6630    '],[' 93502   '],[' 49059   '],"[' 129828   (Atom=Atom', ' 35273 Body=Body', ' 24672 Other', ' 69883)']",[' Yes'],"[' 8728     (Eliminated', '    0 Frozen', ' 8728)']","[' 4359     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.90602'],[' 0'], ,[' 323.376'],[' 0'],[' 15.2771'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.49341e+08'],[' 4.41031e+08'],[' 0'],[' 1.76957e+10'],[' 0'],[' 0'],[' 1029 '],[' 1683 '],[' 2442 '],[' 3066 '],[' 4 '],[' 0 ']
Solving...,TA57, , ,[' 1'],[' 4319+'],[' 2164'],"[' 602.731s (Solving', ' 591.69s 1st Model', ' 144.96s Unsat', ' 0.00s)']",[' 601.078s'], ,[' 204537167'],"[' 15894716 (Analyzed', ' 15647409)']","[' 29439    (Average', ' 531.52 Last', ' 239024)']",[' 3797.4  '],"[' 2164     (Average Length', ' 1179.91 Splits', ' 0)']","[' 15647409 (Deleted', ' 15486352)']","[' 479      (Ratio', '   0.00%)']","[' 33947    (Ratio', '   0.22%)']","[' 15647409 (Average Length', '   15.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15647409 (Average', ' 12.69 Max', ' 3663 Sum', ' 198494925)']","[' 15646778 (Average', ' 12.65 Max', ' 3663 Sum', ' 197884052 Ratio', '  99.69%)']","[' 631      (Average', ' 968.10 Max', ' 1538 Sum', ' 610873 Ratio', '   0.31%)']", ,[' 99552   '],[' 6576    '],[' 93938   '],[' 49220   '],"[' 129821   (Atom=Atom', ' 35310 Body=Body', ' 24490 Other', ' 70021)']",[' Yes'],"[' 8941     (Eliminated', '    0 Frozen', ' 8941)']","[' 4698     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.13202'],[' 0'], ,[' 298.542'],[' 0'],[' 15.505'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.35819e+08'],[' 5.13145e+08'],[' 0'],[' 1.55913e+10'],[' 0'],[' 0'],[' 1081 '],[' 1782 '],[' 2457 '],[' 3122 '],[' 4 '],[' 0 ']
Solving...,TA58, , ,[' 1'],[' 4511+'],[' 2260'],"[' 602.815s (Solving', ' 591.73s 1st Model', ' 173.00s Unsat', ' 0.00s)']",[' 601.547s'], ,[' 224143980'],"[' 13827437 (Analyzed', ' 13603511)']","[' 28017    (Average', ' 485.54 Last', ' 448359)']",[' 3696.2  '],"[' 2260     (Average Length', ' 1213.12 Splits', ' 0)']","[' 13603511 (Deleted', ' 13434571)']","[' 392      (Ratio', '   0.00%)']","[' 35660    (Ratio', '   0.26%)']","[' 13603511 (Average Length', '   14.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13603511 (Average', ' 16.04 Max', ' 3428 Sum', ' 218198716)']","[' 13602949 (Average', ' 16.00 Max', ' 3428 Sum', ' 217589713 Ratio', '  99.72%)']","[' 562      (Average', ' 1083.64 Max', ' 1587 Sum', ' 609003 Ratio', '   0.28%)']", ,[' 99927   '],[' 6590    '],[' 94286   '],[' 49541   '],"[' 130236   (Atom=Atom', ' 35468 Body=Body', ' 24480 Other', ' 70288)']",[' Yes'],"[' 8998     (Eliminated', '    0 Frozen', ' 8998)']","[' 4968     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.20962'],[' 0'], ,[' 280.685'],[' 0'],[' 16.1084'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.35911e+08'],[' 6.07302e+08'],[' 0'],[' 1.38032e+10'],[' 0'],[' 0'],[' 882 '],[' 1586 '],[' 2312 '],[' 3020 '],[' 4 '],[' 0 ']
Solving...,TA59, , ,[' 1'],[' 3907+'],[' 1958'],"[' 602.606s (Solving', ' 592.89s 1st Model', ' 253.27s Unsat', ' 0.00s)']",[' 601.406s'], ,[' 210627402'],"[' 13844242 (Analyzed', ' 13719995)']","[' 29026    (Average', ' 472.68 Last', ' 189660)']",[' 3640.4  '],"[' 1958     (Average Length', ' 1081.69 Splits', ' 0)']","[' 13719995 (Deleted', ' 13544922)']","[' 408      (Ratio', '   0.00%)']","[' 33297    (Ratio', '   0.24%)']","[' 13719995 (Average Length', '   13.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13719995 (Average', ' 14.97 Max', ' 3412 Sum', ' 205347922)']","[' 13719384 (Average', ' 14.93 Max', ' 3412 Sum', ' 204806623 Ratio', '  99.74%)']","[' 611      (Average', ' 885.92 Max', ' 1326 Sum', ' 541299 Ratio', '   0.26%)']", ,[' 98638   '],[' 6482    '],[' 92845   '],[' 48377   '],"[' 128415   (Atom=Atom', ' 34918 Body=Body', ' 24329 Other', ' 69168)']",[' Yes'],"[' 8726     (Eliminated', '    0 Frozen', ' 8726)']","[' 4823     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.93041'],[' 0'], ,[' 296.39'],[' 0'],[' 15.9541'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.00653e+08'],[' 5.73375e+08'],[' 0'],[' 1.45839e+10'],[' 0'],[' 0'],[' 782 '],[' 1393 '],[' 2145 '],[' 2849 '],[' 4 '],[' 0 ']
Solving...,TA60, , ,[' 1'],[' 4019+'],[' 2014'],"[' 602.653s (Solving', ' 592.71s 1st Model', ' 320.01s Unsat', ' 0.00s)']",[' 601.406s'], ,[' 233813248'],"[' 11496870 (Analyzed', ' 11265515)']","[' 24471    (Average', ' 460.36 Last', ' 534200)']",[' 3549.6  '],"[' 2014     (Average Length', ' 1095.14 Splits', ' 0)']","[' 11265515 (Deleted', ' 11137691)']","[' 422      (Ratio', '   0.00%)']","[' 36304    (Ratio', '   0.32%)']","[' 11265515 (Average Length', '   13.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11265515 (Average', ' 20.28 Max', ' 3396 Sum', ' 228471206)']","[' 11264938 (Average', ' 20.23 Max', ' 3396 Sum', ' 227925640 Ratio', '  99.76%)']","[' 577      (Average', ' 945.52 Max', ' 1378 Sum', ' 545566 Ratio', '   0.24%)']", ,[' 98689   '],[' 6499    '],[' 92925   '],[' 48413   '],"[' 129101   (Atom=Atom', ' 35096 Body=Body', ' 24457 Other', ' 69548)']",[' Yes'],"[' 8770     (Eliminated', '    0 Frozen', ' 8770)']","[' 5214     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.94627'],[' 0'], ,[' 278.727'],[' 0'],[' 16.4418'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.88574e+08'],[' 6.45982e+08'],[' 0'],[' 1.29315e+10'],[' 0'],[' 0'],[' 774 '],[' 1491 '],[' 2222 '],[' 2867 '],[' 4 '],[' 0 ']
