Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 
Solving...,TA31, ,[' 1'],[' 1423+'],[' 715'],"[' 201.477s (Solving', ' 197.37s 1st Model', ' 4.29s Unsat', ' 0.00s)']",[' 192.109s'], ,[' 8966638 '],"[' 2693769  (Analyzed', ' 2600711)']","[' 6268     (Average', ' 414.92 Last', ' 12633)']",[' 1494.7  '],"[' 715      (Average Length', ' 346.21 Splits', ' 0)']","[' 2600711  (Deleted', ' 2553692)']","[' 38       (Ratio', '   0.00%)']","[' 3313     (Ratio', '   0.13%)']","[' 2600711  (Average Length', '   12.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2600711  (Average', '  3.09 Max', ' 1558 Sum', ' 8036051)']","[' 2600479  (Average', '  3.06 Max', ' 1558 Sum', ' 7957140 Ratio', '  99.02%)']","[' 232      (Average', ' 340.13 Max', ' 1016 Sum', '  78911 Ratio', '   0.98%)']", ,[' 33590   '],[' 2611    '],[' 33815   '],[' 18566   '],"[' 55694    (Atom=Atom', ' 16403 Body=Body', ' 9556 Other', ' 29735)']",[' Yes'],"[' 3286     (Eliminated', '    0 Frozen', ' 3286)']","[' 607      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.19382'],[' 0'], ,[' 144.171'],[' 0'],[' 3.15893'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.59167e+07'],[' 1.75114e+07'],[' 0'],[' 4.80758e+09'],[' 0'],[' 0'],[' 791 '],[' 1614 '],[' 2295 ']
Solving...,TA32, ,[' 1'],[' 1403+'],[' 705'],"[' 201.594s (Solving', ' 197.41s 1st Model', ' 4.34s Unsat', ' 0.00s)']",[' 191.375s'], ,[' 11228546'],"[' 2859495  (Analyzed', ' 2729656)']","[' 6324     (Average', ' 431.63 Last', ' 53639)']",[' 1579.2  '],"[' 705      (Average Length', ' 340.85 Splits', ' 0)']","[' 2729656  (Deleted', ' 2673689)']","[' 55       (Ratio', '   0.00%)']","[' 4234     (Ratio', '   0.16%)']","[' 2729656  (Average Length', '   12.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2729656  (Average', '  3.74 Max', ' 1642 Sum', ' 10217219)']","[' 2729353  (Average', '  3.71 Max', ' 1642 Sum', ' 10121524 Ratio', '  99.06%)']","[' 303      (Average', ' 315.83 Max', ' 435 Sum', '  95695 Ratio', '   0.94%)']", ,[' 34073   '],[' 2698    '],[' 34288   '],[' 18973   '],"[' 56915    (Atom=Atom', ' 16723 Body=Body', ' 9643 Other', ' 30549)']",[' Yes'],"[' 3363     (Eliminated', '    0 Frozen', ' 3363)']","[' 440      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.2238'],[' 0'], ,[' 142.252'],[' 0'],[' 3.50015'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.90318e+07'],[' 1.97075e+07'],[' 0'],[' 4.87533e+09'],[' 0'],[' 0'],[' 952 '],[' 1615 '],[' 2489 ']
Solving...,TA33, ,[' 1'],[' 1573+'],[' 790'],"[' 201.352s (Solving', ' 198.45s 1st Model', ' 3.17s Unsat', ' 0.00s)']",[' 196.797s'], ,[' 11921741'],"[' 3623634  (Analyzed', ' 3503549)']","[' 7933     (Average', ' 441.64 Last', ' 674)']",[' 1538.9  '],"[' 790      (Average Length', ' 382.33 Splits', ' 0)']","[' 3503549  (Deleted', ' 3432893)']","[' 51       (Ratio', '   0.00%)']","[' 3914     (Ratio', '   0.11%)']","[' 3503549  (Average Length', '   11.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3503549  (Average', '  3.10 Max', ' 1532 Sum', ' 10863189)']","[' 3503298  (Average', '  3.07 Max', ' 1532 Sum', ' 10769962 Ratio', '  99.14%)']","[' 251      (Average', ' 371.42 Max', ' 492 Sum', '  93227 Ratio', '   0.86%)']", ,[' 33686   '],[' 2623    '],[' 33971   '],[' 18719   '],"[' 56153    (Atom=Atom', ' 16544 Body=Body', ' 9568 Other', ' 30041)']",[' Yes'],"[' 3358     (Eliminated', '    0 Frozen', ' 3358)']","[' 628      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.909387'],[' 0'], ,[' 145.022'],[' 0'],[' 3.35345'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.19595e+07'],[' 2.11126e+07'],[' 0'],[' 1.02512e+10'],[' 0'],[' 0'],[' 798 '],[' 1575 '],[' 2333 ']
Solving...,TA34, ,[' 1'],[' 1303+'],[' 655'],"[' 201.346s (Solving', ' 200.06s 1st Model', ' 1.33s Unsat', ' 0.00s)']",[' 201.078s'], ,[' 22396529'],"[' 8338080  (Analyzed', ' 8258286)']","[' 15631    (Average', ' 528.33 Last', ' 333728)']",[' 1452.1  '],"[' 655      (Average Length', ' 319.27 Splits', ' 0)']","[' 8258286  (Deleted', ' 8133456)']","[' 77       (Ratio', '   0.00%)']","[' 4223     (Ratio', '   0.05%)']","[' 8258286  (Average Length', '   12.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8258286  (Average', '  2.59 Max', ' 1494 Sum', ' 21392177)']","[' 8257997  (Average', '  2.58 Max', ' 1494 Sum', ' 21305535 Ratio', '  99.59%)']","[' 289      (Average', ' 299.80 Max', ' 390 Sum', '  86642 Ratio', '   0.41%)']", ,[' 33583   '],[' 2617    '],[' 33758   '],[' 18420   '],"[' 55256    (Atom=Atom', ' 16251 Body=Body', ' 9562 Other', ' 29443)']",[' Yes'],"[' 3242     (Eliminated', '    0 Frozen', ' 3242)']","[' 709      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.37913'],[' 0'], ,[' 149.314'],[' 0'],[' 3.03146'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.39392e+07'],[' 3.95236e+07'],[' 0'],[' 1.58085e+10'],[' 0'],[' 0'],[' 872 '],[' 1612 '],[' 2530 ']
Solving...,TA35, ,[' 1'],[' 1387+'],[' 697'],"[' 201.252s (Solving', ' 199.69s 1st Model', ' 1.37s Unsat', ' 0.00s)']",[' 200.875s'], ,[' 29474583'],"[' 9481814  (Analyzed', ' 9366596)']","[' 18426    (Average', ' 508.34 Last', ' 277533)']",[' 1457.2  '],"[' 697      (Average Length', ' 340.39 Splits', ' 0)']","[' 9366596  (Deleted', ' 9229167)']","[' 113      (Ratio', '   0.00%)']","[' 6255     (Ratio', '   0.07%)']","[' 9366596  (Average Length', '   13.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9366596  (Average', '  3.03 Max', ' 1535 Sum', ' 28346759)']","[' 9366362  (Average', '  3.02 Max', ' 1535 Sum', ' 28260936 Ratio', '  99.70%)']","[' 234      (Average', ' 366.76 Max', ' 497 Sum', '  85823 Ratio', '   0.30%)']", ,[' 34040   '],[' 2683    '],[' 34254   '],[' 18880   '],"[' 56636    (Atom=Atom', ' 16645 Body=Body', ' 9628 Other', ' 30363)']",[' Yes'],"[' 3347     (Eliminated', '    0 Frozen', ' 3347)']","[' 819      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.365703'],[' 0'], ,[' 140.939'],[' 0'],[' 3.20246'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.24971e+07'],[' 5.4874e+07'],[' 0'],[' 1.47615e+10'],[' 0'],[' 0'],[' 934 '],[' 1649 '],[' 2579 ']
Solving...,TA36, , ,[' 1663'],[' 835'],"[' 154.933s (Solving', ' 153.17s 1st Model', ' 1.72s Unsat', ' 17.65s)']",[' 154.813s'], ,[' 19912047'],"[' 8471125  (Analyzed', ' 8346853)']","[' 15814    (Average', ' 527.81 Last', ' 3260)']",[' 1563.7  '],"[' 835      (Average Length', ' 405.92 Splits', ' 0)']","[' 8346853  (Deleted', ' 8213205)']","[' 62       (Ratio', '   0.00%)']","[' 3287     (Ratio', '   0.04%)']","[' 8346853  (Average Length', '   11.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8346853  (Average', '  2.24 Max', ' 1572 Sum', ' 18694050)']","[' 8346566  (Average', '  2.23 Max', ' 1572 Sum', ' 18588431 Ratio', '  99.44%)']","[' 287      (Average', ' 368.01 Max', ' 535 Sum', ' 105619 Ratio', '   0.56%)']", ,[' 33831   '],[' 2644    '],[' 34165   '],[' 18827   '],"[' 56477    (Atom=Atom', ' 16631 Body=Body', ' 9589 Other', ' 30257)']",[' Yes'],"[' 3428     (Eliminated', '    0 Frozen', ' 3428)']","[' 621      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.443261'],[' 0'], ,[' 103.422'],[' 0'],[' 2.37723'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.67299e+07'],[' 3.28593e+07'],[' 0'],[' 9.28847e+09'],[' 0'],[' 0'],[' 882 '],[' 1578 '],[' 2310 ']
Solving...,TA37, ,[' 1'],[' 1575+'],[' 791'],"[' 201.468s (Solving', ' 199.59s 1st Model', ' 1.90s Unsat', ' 0.00s)']",[' 201.250s'], ,[' 19844266'],"[' 8194003  (Analyzed', ' 8064631)']","[' 16930    (Average', ' 476.35 Last', ' 38720)']",[' 1511.0  '],"[' 791      (Average Length', ' 384.88 Splits', ' 0)']","[' 8064631  (Deleted', ' 7914524)']","[' 52       (Ratio', '   0.00%)']","[' 4544     (Ratio', '   0.06%)']","[' 8064631  (Average Length', '   11.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8064631  (Average', '  2.32 Max', ' 1452 Sum', ' 18691647)']","[' 8064343  (Average', '  2.30 Max', ' 1452 Sum', ' 18587183 Ratio', '  99.44%)']","[' 288      (Average', ' 362.72 Max', ' 501 Sum', ' 104464 Ratio', '   0.56%)']", ,[' 33495   '],[' 2607    '],[' 33801   '],[' 18588   '],"[' 55760    (Atom=Atom', ' 16429 Body=Body', ' 9552 Other', ' 29779)']",[' Yes'],"[' 3363     (Eliminated', '    0 Frozen', ' 3363)']","[' 657      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.42835'],[' 0'], ,[' 148.227'],[' 0'],[' 3.11124'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.60757e+07'],[' 3.37342e+07'],[' 0'],[' 1.55489e+10'],[' 0'],[' 0'],[' 709 '],[' 1483 '],[' 2333 ']
Solving...,TA38, ,[' 1'],[' 1591+'],[' 799'],"[' 201.297s (Solving', ' 199.53s 1st Model', ' 2.11s Unsat', ' 0.00s)']",[' 201.094s'], ,[' 24702360'],"[' 7978784  (Analyzed', ' 7881694)']","[' 15774    (Average', ' 499.66 Last', ' 20938)']",[' 1458.7  '],"[' 799      (Average Length', ' 380.77 Splits', ' 0)']","[' 7881694  (Deleted', ' 7752760)']","[' 83       (Ratio', '   0.00%)']","[' 4969     (Ratio', '   0.06%)']","[' 7881694  (Average Length', '   12.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7881694  (Average', '  2.99 Max', ' 1441 Sum', ' 23579924)']","[' 7881453  (Average', '  2.98 Max', ' 1441 Sum', ' 23487868 Ratio', '  99.61%)']","[' 241      (Average', ' 381.98 Max', ' 506 Sum', '  92056 Ratio', '   0.39%)']", ,[' 33664   '],[' 2614    '],[' 33948   '],[' 18679   '],"[' 56033    (Atom=Atom', ' 16513 Body=Body', ' 9559 Other', ' 29961)']",[' Yes'],"[' 3348     (Eliminated', '    0 Frozen', ' 3348)']","[' 804      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.421672'],[' 0'], ,[' 149.697'],[' 0'],[' 3.30946'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.95223e+07'],[' 4.46183e+07'],[' 0'],[' 1.53987e+10'],[' 0'],[' 0'],[' 884 '],[' 1566 '],[' 2358 ']
Solving...,TA39, ,[' 1'],[' 1185+'],[' 596'],"[' 201.124s (Solving', ' 199.95s 1st Model', ' 1.39s Unsat', ' 0.00s)']",[' 200.938s'], ,[' 24871025'],"[' 10008487 (Analyzed', ' 9926870)']","[' 19207    (Average', ' 516.84 Last', ' 5261)']",[' 1486.6  '],"[' 596      (Average Length', ' 289.99 Splits', ' 0)']","[' 9926870  (Deleted', ' 9793069)']","[' 23       (Ratio', '   0.00%)']","[' 3668     (Ratio', '   0.04%)']","[' 9926870  (Average Length', '   13.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9926870  (Average', '  2.40 Max', ' 1590 Sum', ' 23812342)']","[' 9926577  (Average', '  2.39 Max', ' 1590 Sum', ' 23738054 Ratio', '  99.69%)']","[' 293      (Average', ' 253.54 Max', ' 364 Sum', '  74288 Ratio', '   0.31%)']", ,[' 33716   '],[' 2675    '],[' 33828   '],[' 18659   '],"[' 55973    (Atom=Atom', ' 16432 Body=Body', ' 9620 Other', ' 29921)']",[' Yes'],"[' 3237     (Eliminated', '    0 Frozen', ' 3237)']","[' 517      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.34798'],[' 0'], ,[' 142.996'],[' 0'],[' 2.85808'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.54383e+07'],[' 3.70342e+07'],[' 0'],[' 1.38505e+10'],[' 0'],[' 0'],[' 997 '],[' 1919 '],[' 2506 ']
Solving...,TA40, ,[' 1'],[' 1565+'],[' 786'],"[' 137.030s (Solving', ' 135.30s 1st Model', ' 1.97s Unsat', ' 0.61s)']",[' 136.828s'], ,[' 20305928'],"[' 6012977  (Analyzed', ' 5913076)']","[' 11433    (Average', ' 517.19 Last', ' 5367)']",[' 1530.9  '],"[' 786      (Average Length', ' 379.87 Splits', ' 0)']","[' 5913076  (Deleted', ' 5821557)']","[' 74       (Ratio', '   0.00%)']","[' 3456     (Ratio', '   0.06%)']","[' 5913076  (Average Length', '   11.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5913076  (Average', '  3.24 Max', ' 1655 Sum', ' 19152467)']","[' 5912950  (Average', '  3.23 Max', ' 1655 Sum', ' 19121849 Ratio', '  99.84%)']","[' 126      (Average', ' 243.00 Max', ' 253 Sum', '  30618 Ratio', '   0.16%)']", ,[' 33452   '],[' 2547    '],[' 33741   '],[' 18307   '],"[' 54917    (Atom=Atom', ' 16208 Body=Body', ' 9492 Other', ' 29217)']",[' Yes'],"[' 3286     (Eliminated', '    0 Frozen', ' 3286)']","[' 434      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.424767'],[' 0'], ,[' 94.4191'],[' 0'],[' 2.29261'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.9858e+07'],[' 3.81522e+07'],[' 0'],[' 1.03443e+10'],[' 0'],[' 0'],[' 719 '],[' 1342 '],[' 2076 ']
