Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , ,[' 1'],[' 9229+'],[' 4621'],"[' 623.882s (Solving', ' 554.06s 1st Model', ' 169.40s Unsat', ' 0.00s)']",[' 612.563s'], ,[' 241629618'],"[' 4473532  (Analyzed', ' 3831017)']","[' 9486     (Average', ' 403.86 Last', ' 67706)']",[' 10892.3 '],"[' 4621     (Average Length', ' 2387.16 Splits', ' 0)']","[' 3831017  (Deleted', ' 3743677)']","[' 628      (Ratio', '   0.02%)']","[' 33794    (Ratio', '   0.88%)']","[' 3831017  (Average Length', '   20.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3831017  (Average', ' 54.24 Max', ' 14123 Sum', ' 207794478)']","[' 3827682  (Average', ' 52.57 Max', ' 14123 Sum', ' 201411620 Ratio', '  96.93%)']","[' 3335     (Average', ' 1913.90 Max', ' 3363 Sum', ' 6382858 Ratio', '   3.07%)']", ,[' 376496  '],[' 21961   '],[' 344020  '],[' 165823  '],"[' 407476   (Atom=Atom', ' 111286 Body=Body', ' 77791 Other', ' 218399)']",[' Yes'],"[' 27184    (Eliminated', '    0 Frozen', ' 27184)']","[' 6531     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.386'],[' 0'], ,[' 159.438'],[' 0'],[' 14.8638'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.09138e+08'],[' 3.62175e+08'],[' 0'],[' 5.44127e+09'],[' 0'],[' 0'],[' 1254 '],[' 2194 '],[' 3281 '],[' 4201 '],[' 5140 '],[' 8033 '],[' 6 '],[' 0 ']
Solving...,TA72, , , ,[' 9557+'],[' 4784'],"[' 627.005s (Solving', ' 545.97s 1st Model', ' 209.85s Unsat', ' 0.00s)']",[' 621.672s'], ,[' 229826163'],"[' 1844099  (Analyzed', ' 1420153)']","[' 4836     (Average', ' 293.66 Last', ' 75568)']",[' 10565.2 '],"[' 4785     (Average Length', ' 2461.26 Splits', ' 0)']","[' 1420153  (Deleted', ' 1338437)']","[' 365      (Ratio', '   0.03%)']","[' 36272    (Ratio', '   2.55%)']","[' 1420153  (Average Length', '   18.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1420153  (Average', ' 136.94 Max', ' 14901 Sum', ' 194471861)']","[' 1418074  (Average', ' 134.09 Max', ' 14901 Sum', ' 190429271 Ratio', '  97.92%)']","[' 2079     (Average', ' 1944.49 Max', ' 3598 Sum', ' 4042590 Ratio', '   2.08%)']", ,[' 373313  '],[' 21519   '],[' 340960  '],[' 163070  '],"[' 404662   (Atom=Atom', ' 110599 Body=Body', ' 77143 Other', ' 216920)']",[' Yes'],"[' 27067    (Eliminated', '    0 Frozen', ' 27067)']","[' 6193     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.4656'],[' 0'], ,[' 122.987'],[' 0'],[' 14.9165'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.35089e+08'],[' 3.85802e+08'],[' 0'],[' 2.56818e+09'],[' 0'],[' 0'],[' 960 '],[' 1953 '],[' 2883 '],[' 3747 '],[' 4760 '],[' 6186 '],[' 6 '],[' 0 ']
Solving...,TA73, , ,[' 1'],[' 8929+'],[' 4471'],"[' 621.079s (Solving', ' 545.04s 1st Model', ' 159.47s Unsat', ' 0.00s)']",[' 613.000s'], ,[' 203578870'],"[' 3234742  (Analyzed', ' 2541377)']","[' 6990     (Average', ' 363.57 Last', ' 18934)']",[' 11295.4 '],"[' 4471     (Average Length', ' 2335.15 Splits', ' 0)']","[' 2541377  (Deleted', ' 2465064)']","[' 557      (Ratio', '   0.02%)']","[' 27881    (Ratio', '   1.10%)']","[' 2541377  (Average Length', '   22.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2541377  (Average', ' 66.62 Max', ' 14874 Sum', ' 169298017)']","[' 2538096  (Average', ' 63.98 Max', ' 14874 Sum', ' 162608505 Ratio', '  96.05%)']","[' 3281     (Average', ' 2038.86 Max', ' 3363 Sum', ' 6689512 Ratio', '   3.95%)']", ,[' 374496  '],[' 21831   '],[' 342254  '],[' 164318  '],"[' 405147   (Atom=Atom', ' 110624 Body=Body', ' 77456 Other', ' 217067)']",[' Yes'],"[' 26920    (Eliminated', '    0 Frozen', ' 26920)']","[' 5096     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.7223'],[' 0'], ,[' 148.594'],[' 0'],[' 14.7287'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.29807e+08'],[' 2.92242e+08'],[' 0'],[' 3.98346e+09'],[' 0'],[' 0'],[' 1306 '],[' 2304 '],[' 3274 '],[' 4255 '],[' 5237 '],[' 6498 '],[' 6 '],[' 0 ']
Solving...,TA74, , ,[' 1'],[' 9275+'],[' 4643'],"[' 588.147s (Solving', ' 515.74s 1st Model', ' 167.56s Unsat', ' 0.00s)']",[' 584.156s'], ,[' 216356216'],"[' 2130115  (Analyzed', ' 1683884)']","[' 5182     (Average', ' 324.95 Last', ' 38848)']",[' 10082.8 '],"[' 4642     (Average Length', ' 2398.11 Splits', ' 0)']","[' 1683884  (Deleted', ' 1608939)']","[' 427      (Ratio', '   0.03%)']","[' 35714    (Ratio', '   2.12%)']","[' 1683884  (Average Length', '   21.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1683884  (Average', ' 109.54 Max', ' 14669 Sum', ' 184448740)']","[' 1681579  (Average', ' 106.92 Max', ' 14669 Sum', ' 180034610 Ratio', '  97.61%)']","[' 2305     (Average', ' 1915.02 Max', ' 3636 Sum', ' 4414130 Ratio', '   2.39%)']", ,[' 374347  '],[' 21519   '],[' 341489  '],[' 163465  '],"[' 403574   (Atom=Atom', ' 110261 Body=Body', ' 76989 Other', ' 216324)']",[' Yes'],"[' 26943    (Eliminated', '    0 Frozen', ' 26943)']","[' 6351     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.5486'],[' 0'], ,[' 122.519'],[' 0'],[' 14.0362'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.97028e+08'],[' 3.50571e+08'],[' 0'],[' 2.87251e+09'],[' 0'],[' 0'],[' 1152 '],[' 1962 '],[' 2904 '],[' 3856 '],[' 4931 '],[' 8403 '],[' 6 '],[' 0 ']
Solving...,TA75, , ,[' 1'],[' 9355+'],[' 4683'],"[' 624.229s (Solving', ' 546.39s 1st Model', ' 213.55s Unsat', ' 0.00s)']",[' 617.453s'], ,[' 218117284'],"[' 1560553  (Analyzed', ' 1306899)']","[' 4548     (Average', ' 287.36 Last', ' 39625)']",[' 10062.5 '],"[' 4683     (Average Length', ' 2378.95 Splits', ' 0)']","[' 1306899  (Deleted', ' 1232688)']","[' 491      (Ratio', '   0.04%)']","[' 37085    (Ratio', '   2.84%)']","[' 1306899  (Average Length', '   20.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1306899  (Average', ' 144.07 Max', ' 14145 Sum', ' 188286388)']","[' 1303924  (Average', ' 139.07 Max', ' 14145 Sum', ' 181756564 Ratio', '  96.53%)']","[' 2975     (Average', ' 2194.90 Max', ' 3459 Sum', ' 6529824 Ratio', '   3.47%)']", ,[' 373496  '],[' 21634   '],[' 341130  '],[' 163076  '],"[' 406368   (Atom=Atom', ' 110992 Body=Body', ' 77515 Other', ' 217861)']",[' Yes'],"[' 27112    (Eliminated', '    0 Frozen', ' 27112)']","[' 7419     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.3845'],[' 0'], ,[' 124.541'],[' 0'],[' 15.0146'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.12175e+08'],[' 3.65852e+08'],[' 0'],[' 2.26973e+09'],[' 0'],[' 0'],[' 1205 '],[' 2042 '],[' 2996 '],[' 4069 '],[' 5165 '],[' 6631 '],[' 6 '],[' 0 ']
Solving...,TA76, , , ,[' 9119+'],[' 4564'],"[' 631.045s (Solving', ' 544.68s 1st Model', ' 201.17s Unsat', ' 0.00s)']",[' 626.750s'], ,[' 201069661'],"[' 2709136  (Analyzed', ' 2122564)']","[' 6518     (Average', ' 325.65 Last', ' 34824)']",[' 10761.5 '],"[' 4565     (Average Length', ' 2389.15 Splits', ' 0)']","[' 2122564  (Deleted', ' 2046207)']","[' 390      (Ratio', '   0.02%)']","[' 29916    (Ratio', '   1.41%)']","[' 2122564  (Average Length', '   16.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2122564  (Average', ' 78.64 Max', ' 15036 Sum', ' 166911339)']","[' 2120105  (Average', ' 76.34 Max', ' 15036 Sum', ' 162046542 Ratio', '  97.09%)']","[' 2459     (Average', ' 1978.36 Max', ' 3517 Sum', ' 4864797 Ratio', '   2.91%)']", ,[' 372766  '],[' 21552   '],[' 340647  '],[' 162721  '],"[' 404316   (Atom=Atom', ' 110472 Body=Body', ' 77197 Other', ' 216647)']",[' Yes'],"[' 27012    (Eliminated', '    0 Frozen', ' 27012)']","[' 5342     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.8509'],[' 0'], ,[' 131.933'],[' 0'],[' 14.2887'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.55423e+08'],[' 3.14817e+08'],[' 0'],[' 2.91665e+09'],[' 0'],[' 0'],[' 1131 '],[' 2071 '],[' 3005 '],[' 4047 '],[' 5947 '],[' 7283 '],[' 6 '],[' 0 ']
Solving...,TA77, , ,[' 1'],[' 8883+'],[' 4447'],"[' 625.365s (Solving', ' 545.30s 1st Model', ' 175.63s Unsat', ' 0.00s)']",[' 620.922s'], ,[' 198783297'],"[' 3233951  (Analyzed', ' 2781923)']","[' 6975     (Average', ' 398.84 Last', ' 148649)']",[' 10958.1 '],"[' 4447     (Average Length', ' 2307.90 Splits', ' 0)']","[' 2781923  (Deleted', ' 2704503)']","[' 580      (Ratio', '   0.02%)']","[' 26056    (Ratio', '   0.94%)']","[' 2781923  (Average Length', '   18.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2781923  (Average', ' 59.10 Max', ' 15138 Sum', ' 164410924)']","[' 2779178  (Average', ' 57.41 Max', ' 15138 Sum', ' 159702471 Ratio', '  97.14%)']","[' 2745     (Average', ' 1715.28 Max', ' 3346 Sum', ' 4708453 Ratio', '   2.86%)']", ,[' 373474  '],[' 21484   '],[' 340657  '],[' 162955  '],"[' 403240   (Atom=Atom', ' 110137 Body=Body', ' 77069 Other', ' 216034)']",[' Yes'],"[' 26843    (Eliminated', '    0 Frozen', ' 26843)']","[' 4976     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.6343'],[' 0'], ,[' 148.14'],[' 0'],[' 14.4996'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.20534e+08'],[' 2.83994e+08'],[' 0'],[' 3.74713e+09'],[' 0'],[' 0'],[' 1068 '],[' 2042 '],[' 2944 '],[' 3912 '],[' 5295 '],[' 7042 '],[' 6 '],[' 0 ']
Solving...,TA78, , , ,[' 9403+'],[' 4708'],"[' 628.652s (Solving', ' 542.72s 1st Model', ' 176.02s Unsat', ' 0.00s)']",[' 623.953s'], ,[' 206583570'],"[' 2614198  (Analyzed', ' 2110625)']","[' 6033     (Average', ' 349.85 Last', ' 37056)']",[' 10810.3 '],"[' 4709     (Average Length', ' 2412.18 Splits', ' 0)']","[' 2110625  (Deleted', ' 2034543)']","[' 587      (Ratio', '   0.03%)']","[' 28282    (Ratio', '   1.34%)']","[' 2110625  (Average Length', '   24.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2110625  (Average', ' 82.03 Max', ' 14601 Sum', ' 173125431)']","[' 2107351  (Average', ' 78.80 Max', ' 14601 Sum', ' 166322891 Ratio', '  96.07%)']","[' 3274     (Average', ' 2077.75 Max', ' 3489 Sum', ' 6802540 Ratio', '   3.93%)']", ,[' 375190  '],[' 21715   '],[' 342563  '],[' 164419  '],"[' 406083   (Atom=Atom', ' 110930 Body=Body', ' 77461 Other', ' 217692)']",[' Yes'],"[' 27120    (Eliminated', '    0 Frozen', ' 27120)']","[' 5268     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 14.2904'],[' 0'], ,[' 132.09'],[' 0'],[' 14.4861'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.41129e+08'],[' 3.03086e+08'],[' 0'],[' 3.20341e+09'],[' 0'],[' 0'],[' 1276 '],[' 2027 '],[' 2959 '],[' 3902 '],[' 4907 '],[' 7753 '],[' 6 '],[' 0 ']
Solving...,TA79, , , ,[' 8859+'],[' 4435'],"[' 627.905s (Solving', ' 546.08s 1st Model', ' 179.18s Unsat', ' 0.00s)']",[' 623.000s'], ,[' 210286808'],"[' 1789450  (Analyzed', ' 1290315)']","[' 4454     (Average', ' 289.70 Last', ' 33407)']",[' 10385.0 '],"[' 4436     (Average Length', ' 2308.24 Splits', ' 0)']","[' 1290315  (Deleted', ' 1223761)']","[' 460      (Ratio', '   0.04%)']","[' 34085    (Ratio', '   2.64%)']","[' 1290315  (Average Length', '   21.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1290315  (Average', ' 138.11 Max', ' 14845 Sum', ' 178206753)']","[' 1287837  (Average', ' 134.66 Max', ' 14845 Sum', ' 173749067 Ratio', '  97.50%)']","[' 2478     (Average', ' 1798.90 Max', ' 3388 Sum', ' 4457686 Ratio', '   2.50%)']", ,[' 375128  '],[' 21681   '],[' 342203  '],[' 164242  '],"[' 405108   (Atom=Atom', ' 110599 Body=Body', ' 77441 Other', ' 217068)']",[' Yes'],"[' 26908    (Eliminated', '    0 Frozen', ' 26908)']","[' 6353     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.717'],[' 0'], ,[' 124.098'],[' 0'],[' 14.9597'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.84164e+08'],[' 3.40761e+08'],[' 0'],[' 2.36537e+09'],[' 0'],[' 0'],[' 1147 '],[' 2024 '],[' 2898 '],[' 3936 '],[' 5086 '],[' 7396 '],[' 6 '],[' 0 ']
Solving...,TA80, , , ,[' 9191+'],[' 4602'],"[' 625.867s (Solving', ' 542.30s 1st Model', ' 169.06s Unsat', ' 0.00s)']",[' 619.547s'], ,[' 194532381'],"[' 2320092  (Analyzed', ' 1681310)']","[' 5402     (Average', ' 311.24 Last', ' 12500)']",[' 11032.7 '],"[' 4603     (Average Length', ' 2380.74 Splits', ' 0)']","[' 1681310  (Deleted', ' 1608681)']","[' 446      (Ratio', '   0.03%)']","[' 29019    (Ratio', '   1.73%)']","[' 1681310  (Average Length', '   20.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1681310  (Average', ' 94.60 Max', ' 15223 Sum', ' 159052422)']","[' 1678718  (Average', ' 91.50 Max', ' 15223 Sum', ' 153834295 Ratio', '  96.72%)']","[' 2592     (Average', ' 2013.17 Max', ' 3435 Sum', ' 5218127 Ratio', '   3.28%)']", ,[' 374628  '],[' 21787   '],[' 342175  '],[' 164030  '],"[' 407796   (Atom=Atom', ' 111347 Body=Body', ' 77906 Other', ' 218543)']",[' Yes'],"[' 27179    (Eliminated', '    0 Frozen', ' 27179)']","[' 5270     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 14.4749'],[' 0'], ,[' 127.1'],[' 0'],[' 14.0972'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.38053e+08'],[' 2.98681e+08'],[' 0'],[' 2.7409e+09'],[' 0'],[' 0'],[' 1136 '],[' 2119 '],[' 2994 '],[' 3944 '],[' 5759 '],[' 6613 '],[' 6 '],[' 0 ']
