Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , ,[' 1'],[' 7687+'],[' 3852'],"[' 615.753s (Solving', ' 562.86s 1st Model', ' 79.85s Unsat', ' 0.00s)']",[' 612.641s'], ,[' 208496683'],"[' 5762254  (Analyzed', ' 5462109)']","[' 12408    (Average', ' 440.21 Last', ' 42587)']",[' 9955.0  '],"[' 3852     (Average Length', ' 2022.17 Splits', ' 0)']","[' 5462109  (Deleted', ' 5362129)']","[' 693      (Ratio', '   0.01%)']","[' 27751    (Ratio', '   0.51%)']","[' 5462109  (Average Length', '   23.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5462109  (Average', ' 33.38 Max', ' 13464 Sum', ' 182344495)']","[' 5459029  (Average', ' 32.46 Max', ' 13464 Sum', ' 177299226 Ratio', '  97.23%)']","[' 3080     (Average', ' 1638.07 Max', ' 2975 Sum', ' 5045269 Ratio', '   2.77%)']", ,[' 360241  '],[' 20372   '],[' 331854  '],[' 160923  '],"[' 369674   (Atom=Atom', ' 102733 Body=Body', ' 72102 Other', ' 194839)']",[' Yes'],"[' 24280    (Eliminated', '    0 Frozen', ' 24280)']","[' 4788     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.20481'],[' 0'], ,[' 234.829'],[' 0'],[' 14.7279'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.3055e+08'],[' 2.91027e+08'],[' 0'],[' 1.06144e+10'],[' 0'],[' 0'],[' 1360 '],[' 2292 '],[' 2923 '],[' 3650 '],[' 4593 '],[' 5029 '],[' 5745 '],[' 6253 '],[' 8 '],[' 0 ']
Solving...,TA72, , , ,[' 1'],[' 8103+'],[' 4060'],"[' 613.512s (Solving', ' 564.26s 1st Model', ' 73.04s Unsat', ' 0.00s)']",[' 612.344s'], ,[' 192215325'],"[' 8418002  (Analyzed', ' 8175806)']","[' 18072    (Average', ' 452.40 Last', ' 4112)']",[' 9516.6  '],"[' 4060     (Average Length', ' 2054.99 Splits', ' 0)']","[' 8175806  (Deleted', ' 8050618)']","[' 888      (Ratio', '   0.01%)']","[' 22858    (Ratio', '   0.28%)']","[' 8175806  (Average Length', '   20.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8175806  (Average', ' 20.47 Max', ' 13257 Sum', ' 167380946)']","[' 8172178  (Average', ' 19.72 Max', ' 13257 Sum', ' 161195460 Ratio', '  96.30%)']","[' 3628     (Average', ' 1704.93 Max', ' 3068 Sum', ' 6185486 Ratio', '   3.70%)']", ,[' 351814  '],[' 19302   '],[' 323849  '],[' 153700  '],"[' 365959   (Atom=Atom', ' 101927 Body=Body', ' 71247 Other', ' 192785)']",[' Yes'],"[' 24100    (Eliminated', '    0 Frozen', ' 24100)']","[' 4067     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.80979'],[' 0'], ,[' 262.177'],[' 0'],[' 14.0642'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.99856e+08'],[' 2.56365e+08'],[' 0'],[' 1.46036e+10'],[' 0'],[' 0'],[' 996 '],[' 1934 '],[' 2543 '],[' 3413 '],[' 4098 '],[' 4740 '],[' 5335 '],[' 5967 '],[' 8 '],[' 0 ']
Solving...,TA73, , , ,[' 1'],[' 7781+'],[' 3899'],"[' 561.787s (Solving', ' 511.30s 1st Model', ' 68.05s Unsat', ' 0.00s)']",[' 559.344s'], ,[' 181174311'],"[' 8462441  (Analyzed', ' 8149813)']","[' 17717    (Average', ' 460.00 Last', ' 890)']",[' 10020.9 '],"[' 3898     (Average Length', ' 2021.53 Splits', ' 0)']","[' 8149813  (Deleted', ' 8034548)']","[' 766      (Ratio', '   0.01%)']","[' 17884    (Ratio', '   0.22%)']","[' 8149813  (Average Length', '   22.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8149813  (Average', ' 19.02 Max', ' 14038 Sum', ' 155048585)']","[' 8146415  (Average', ' 18.31 Max', ' 14038 Sum', ' 149193622 Ratio', '  96.22%)']","[' 3398     (Average', ' 1723.06 Max', ' 3015 Sum', ' 5854963 Ratio', '   3.78%)']", ,[' 355128  '],[' 19768   '],[' 327061  '],[' 156590  '],"[' 366069   (Atom=Atom', ' 101899 Body=Body', ' 71377 Other', ' 192793)']",[' Yes'],"[' 24075    (Eliminated', '    0 Frozen', ' 24075)']","[' 3022     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.87563'],[' 0'], ,[' 222.186'],[' 0'],[' 12.6355'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.70366e+08'],[' 2.29471e+08'],[' 0'],[' 1.25205e+10'],[' 0'],[' 0'],[' 1408 '],[' 2247 '],[' 2962 '],[' 3443 '],[' 4282 '],[' 6926 '],[' 5661 '],[' 6408 '],[' 8 '],[' 0 ']
Solving...,TA74, , , ,[' 1'],[' 8257+'],[' 4137'],"[' 615.178s (Solving', ' 563.55s 1st Model', ' 77.62s Unsat', ' 0.00s)']",[' 613.734s'], ,[' 193305701'],"[' 8800815  (Analyzed', ' 8544394)']","[' 18883    (Average', ' 452.49 Last', ' 76707)']",[' 9585.3  '],"[' 4137     (Average Length', ' 2112.37 Splits', ' 0)']","[' 8544394  (Deleted', ' 8406624)']","[' 899      (Ratio', '   0.01%)']","[' 22087    (Ratio', '   0.26%)']","[' 8544394  (Average Length', '   17.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8544394  (Average', ' 19.62 Max', ' 13019 Sum', ' 167672980)']","[' 8540845  (Average', ' 18.92 Max', ' 13019 Sum', ' 161695091 Ratio', '  96.43%)']","[' 3549     (Average', ' 1684.39 Max', ' 3109 Sum', ' 5977889 Ratio', '   3.57%)']", ,[' 351891  '],[' 19291   '],[' 324082  '],[' 153511  '],"[' 365562   (Atom=Atom', ' 101821 Body=Body', ' 71044 Other', ' 192697)']",[' Yes'],"[' 24161    (Eliminated', '    0 Frozen', ' 24161)']","[' 4295     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.36779'],[' 0'], ,[' 257.778'],[' 0'],[' 14.1969'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.98797e+08'],[' 2.5607e+08'],[' 0'],[' 1.41717e+10'],[' 0'],[' 0'],[' 1107 '],[' 1776 '],[' 2531 '],[' 3457 '],[' 4107 '],[' 4858 '],[' 5461 '],[' 5985 '],[' 8 '],[' 0 ']
Solving...,TA75, , , , ,[' 7951+'],[' 3984'],"[' 616.653s (Solving', ' 562.92s 1st Model', ' 66.64s Unsat', ' 0.00s)']",[' 615.219s'], ,[' 194549656'],"[' 8545741  (Analyzed', ' 8324232)']","[' 18211    (Average', ' 457.10 Last', ' 44361)']",[' 9760.4  '],"[' 3985     (Average Length', ' 2061.32 Splits', ' 0)']","[' 8324232  (Deleted', ' 8205587)']","[' 860      (Ratio', '   0.01%)']","[' 22152    (Ratio', '   0.27%)']","[' 8324232  (Average Length', '   21.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8324232  (Average', ' 20.36 Max', ' 13286 Sum', ' 169478641)']","[' 8320544  (Average', ' 19.60 Max', ' 13286 Sum', ' 163166066 Ratio', '  96.28%)']","[' 3688     (Average', ' 1711.65 Max', ' 2970 Sum', ' 6312575 Ratio', '   3.72%)']", ,[' 355338  '],[' 19741   '],[' 327227  '],[' 156436  '],"[' 369620   (Atom=Atom', ' 102815 Body=Body', ' 72008 Other', ' 194797)']",[' Yes'],"[' 24405    (Eliminated', '    0 Frozen', ' 24405)']","[' 3988     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.01091'],[' 0'], ,[' 258.429'],[' 0'],[' 14.0611'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.11871e+08'],[' 2.65792e+08'],[' 0'],[' 1.49793e+10'],[' 0'],[' 0'],[' 1125 '],[' 2101 '],[' 2637 '],[' 3560 '],[' 4200 '],[' 4940 '],[' 6002 '],[' 6352 '],[' 8 '],[' 0 ']
Solving...,TA76, , , , ,[' 9027+'],[' 4522'],"[' 618.467s (Solving', ' 559.07s 1st Model', ' 77.87s Unsat', ' 0.00s)']",[' 616.688s'], ,[' 193212878'],"[' 8124849  (Analyzed', ' 7769420)']","[' 17516    (Average', ' 443.56 Last', ' 33756)']",[' 9593.9  '],"[' 4523     (Average Length', ' 2218.56 Splits', ' 0)']","[' 7769420  (Deleted', ' 7640682)']","[' 826      (Ratio', '   0.01%)']","[' 27074    (Ratio', '   0.35%)']","[' 7769420  (Average Length', '   18.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7769420  (Average', ' 21.29 Max', ' 12717 Sum', ' 165384588)']","[' 7766018  (Average', ' 20.48 Max', ' 12717 Sum', ' 159082728 Ratio', '  96.19%)']","[' 3402     (Average', ' 1852.40 Max', ' 3201 Sum', ' 6301860 Ratio', '   3.81%)']", ,[' 352050  '],[' 19105   '],[' 323909  '],[' 153543  '],"[' 365256   (Atom=Atom', ' 101770 Body=Body', ' 70734 Other', ' 192752)']",[' Yes'],"[' 24322    (Eliminated', '    0 Frozen', ' 24322)']","[' 4884     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.3177'],[' 0'], ,[' 230.634'],[' 0'],[' 13.4476'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.30851e+08'],[' 2.84301e+08'],[' 0'],[' 1.22395e+10'],[' 0'],[' 0'],[' 983 '],[' 1814 '],[' 2490 '],[' 3332 '],[' 4043 '],[' 4773 '],[' 5233 '],[' 6472 '],[' 8 '],[' 0 ']
Solving...,TA77, , , ,[' 1'],[' 9053+'],[' 4535'],"[' 616.701s (Solving', ' 559.01s 1st Model', ' 74.13s Unsat', ' 0.00s)']",[' 614.656s'], ,[' 193063938'],"[' 8243731  (Analyzed', ' 7805012)']","[' 17338    (Average', ' 450.17 Last', ' 41726)']",[' 10230.7 '],"[' 4535     (Average Length', ' 2276.75 Splits', ' 0)']","[' 7805012  (Deleted', ' 7703620)']","[' 808      (Ratio', '   0.01%)']","[' 20351    (Ratio', '   0.26%)']","[' 7805012  (Average Length', '   21.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7805012  (Average', ' 20.79 Max', ' 13695 Sum', ' 162261480)']","[' 7801643  (Average', ' 20.00 Max', ' 13695 Sum', ' 156086506 Ratio', '  96.19%)']","[' 3369     (Average', ' 1832.88 Max', ' 3489 Sum', ' 6174974 Ratio', '   3.81%)']", ,[' 353831  '],[' 19479   '],[' 326368  '],[' 155402  '],"[' 365205   (Atom=Atom', ' 101759 Body=Body', ' 70750 Other', ' 192696)']",[' Yes'],"[' 24330    (Eliminated', '    0 Frozen', ' 24330)']","[' 3620     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.3201'],[' 0'], ,[' 237.196'],[' 0'],[' 13.3568'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.97261e+08'],[' 2.53377e+08'],[' 0'],[' 1.29851e+10'],[' 0'],[' 0'],[' 1424 '],[' 2052 '],[' 2692 '],[' 3275 '],[' 4109 '],[' 4895 '],[' 5580 '],[' 6269 '],[' 8 '],[' 0 ']
Solving...,TA78, , , ,[' 1'],[' 7813+'],[' 3915'],"[' 614.861s (Solving', ' 563.41s 1st Model', ' 73.49s Unsat', ' 0.00s)']",[' 613.063s'], ,[' 213052846'],"[' 9075761  (Analyzed', ' 8782819)']","[' 19080    (Average', ' 460.32 Last', ' 7680)']",[' 9907.5  '],"[' 3915     (Average Length', ' 2012.51 Splits', ' 0)']","[' 8782819  (Deleted', ' 8653480)']","[' 852      (Ratio', '   0.01%)']","[' 22417    (Ratio', '   0.26%)']","[' 8782819  (Average Length', '   20.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8782819  (Average', ' 21.26 Max', ' 13379 Sum', ' 186731982)']","[' 8779411  (Average', ' 20.65 Max', ' 13379 Sum', ' 181345206 Ratio', '  97.12%)']","[' 3408     (Average', ' 1580.63 Max', ' 2901 Sum', ' 5386776 Ratio', '   2.88%)']", ,[' 353415  '],[' 19510   '],[' 325374  '],[' 155060  '],"[' 363616   (Atom=Atom', ' 101242 Body=Body', ' 70784 Other', ' 191590)']",[' Yes'],"[' 23904    (Eliminated', '    0 Frozen', ' 23904)']","[' 3991     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.99114'],[' 0'], ,[' 252.254'],[' 0'],[' 14.4881'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.24486e+08'],[' 2.78224e+08'],[' 0'],[' 1.37345e+10'],[' 0'],[' 0'],[' 1104 '],[' 1914 '],[' 2772 '],[' 3363 '],[' 4140 '],[' 4880 '],[' 5813 '],[' 6053 '],[' 8 '],[' 0 ']
Solving...,TA79, , , ,[' 1'],[' 9265+'],[' 4641'],"[' 616.959s (Solving', ' 557.74s 1st Model', ' 92.13s Unsat', ' 0.00s)']",[' 615.641s'], ,[' 196981784'],"[' 7809636  (Analyzed', ' 7415645)']","[' 16920    (Average', ' 438.28 Last', ' 36563)']",[' 9963.7  '],"[' 4641     (Average Length', ' 2308.87 Splits', ' 0)']","[' 7415645  (Deleted', ' 7291058)']","[' 887      (Ratio', '   0.01%)']","[' 25857    (Ratio', '   0.35%)']","[' 7415645  (Average Length', '   17.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7415645  (Average', ' 22.49 Max', ' 13233 Sum', ' 166797510)']","[' 7412316  (Average', ' 21.67 Max', ' 13233 Sum', ' 160683123 Ratio', '  96.33%)']","[' 3329     (Average', ' 1836.70 Max', ' 3487 Sum', ' 6114387 Ratio', '   3.67%)']", ,[' 351155  '],[' 19021   '],[' 323356  '],[' 152772  '],"[' 366977   (Atom=Atom', ' 102307 Body=Body', ' 71106 Other', ' 193564)']",[' Yes'],"[' 24484    (Eliminated', '    0 Frozen', ' 24484)']","[' 4669     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.657'],[' 0'], ,[' 221.835'],[' 0'],[' 13.5793'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.37851e+08'],[' 2.89878e+08'],[' 0'],[' 1.12915e+10'],[' 0'],[' 0'],[' 959 '],[' 1637 '],[' 2486 '],[' 3158 '],[' 3812 '],[' 4811 '],[' 5255 '],[' 5876 '],[' 8 '],[' 0 ']
Solving...,TA80, , , ,[' 1'],[' 9053+'],[' 4535'],"[' 616.461s (Solving', ' 557.88s 1st Model', ' 82.77s Unsat', ' 0.00s)']",[' 615.344s'], ,[' 208702738'],"[' 6965788  (Analyzed', ' 6539399)']","[' 14649    (Average', ' 446.41 Last', ' 5668)']",[' 9836.4  '],"[' 4535     (Average Length', ' 2257.23 Splits', ' 0)']","[' 6539399  (Deleted', ' 6426688)']","[' 884      (Ratio', '   0.01%)']","[' 30932    (Ratio', '   0.47%)']","[' 6539399  (Average Length', '   21.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6539399  (Average', ' 27.43 Max', ' 12841 Sum', ' 179353921)']","[' 6536050  (Average', ' 26.53 Max', ' 12841 Sum', ' 173506713 Ratio', '  96.74%)']","[' 3349     (Average', ' 1745.96 Max', ' 3286 Sum', ' 5847208 Ratio', '   3.26%)']", ,[' 354284  '],[' 19596   '],[' 326725  '],[' 155740  '],"[' 370469   (Atom=Atom', ' 103203 Body=Body', ' 71907 Other', ' 195359)']",[' Yes'],"[' 24574    (Eliminated', '    0 Frozen', ' 24574)']","[' 5199     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.6614'],[' 0'], ,[' 215.269'],[' 0'],[' 13.7808'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.57629e+08'],[' 3.0817e+08'],[' 0'],[' 1.09903e+10'],[' 0'],[' 0'],[' 1201 '],[' 2078 '],[' 2612 '],[' 3151 '],[' 3894 '],[' 4591 '],[' 5449 '],[' 5867 '],[' 8 '],[' 0 ']
