Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, ,[' 1'],[' 6285+'],[' 3150'],"[' 1018.401s (Solving', ' 951.27s 1st Model', ' 223.51s Unsat', ' 0.00s)']",[' 1013.234s'], ,[' 183076554'],"[' 8314876  (Analyzed', ' 7854309)']","[' 16418    (Average', ' 478.40 Last', ' 41648)']",[' 6399.4  '],"[' 3150     (Average Length', ' 1446.48 Splits', ' 0)']","[' 7854309  (Deleted', ' 7716387)']","[' 107      (Ratio', '   0.00%)']","[' 39584    (Ratio', '   0.50%)']","[' 7854309  (Average Length', '   17.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7854309  (Average', ' 21.53 Max', ' 7809 Sum', ' 169138225)']","[' 7852418  (Average', ' 21.21 Max', ' 7809 Sum', ' 166556986 Ratio', '  98.47%)']","[' 1891     (Average', ' 1365.01 Max', ' 2356 Sum', ' 2581239 Ratio', '   1.53%)']", ,[' 373293  '],[' 15835   '],[' 374102  '],[' 217346  '],"[' 652034   (Atom=Atom', ' 203509 Body=Body', ' 116735 Other', ' 331790)']",[' Yes'],"[' 18644    (Eliminated', '    0 Frozen', ' 18644)']","[' 7672     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.5345'],[' 0'], ,[' 731.154'],[' 0'],[' 17.483'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.16402e+08'],[' 6.53524e+08'],[' 0'],[' 7.53825e+10'],[' 0'],[' 0'],[' 1187 '],[' 2376 '],[' 3367 '],[' 4595 '],[' 5405 '],[' 6226 '],[' 6890 '],[' 7 '],[' 0 ']
Solving...,TA72, ,[' 1'],[' 6027+'],[' 3021'],"[' 1014.013s (Solving', ' 955.29s 1st Model', ' 228.29s Unsat', ' 0.00s)']",[' 1011.328s'], ,[' 183182379'],"[' 8658110  (Analyzed', ' 8259223)']","[' 18532    (Average', ' 445.67 Last', ' 18261)']",[' 5983.4  '],"[' 3021     (Average Length', ' 1358.91 Splits', ' 0)']","[' 8259223  (Deleted', ' 8111895)']","[' 85       (Ratio', '   0.00%)']","[' 39297    (Ratio', '   0.48%)']","[' 8259223  (Average Length', '   15.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8259223  (Average', ' 20.73 Max', ' 7413 Sum', ' 171197861)']","[' 8257130  (Average', ' 20.38 Max', ' 7413 Sum', ' 168319323 Ratio', '  98.32%)']","[' 2093     (Average', ' 1375.32 Max', ' 2278 Sum', ' 2878538 Ratio', '   1.68%)']", ,[' 370658  '],[' 15622   '],[' 371272  '],[' 215102  '],"[' 645302   (Atom=Atom', ' 201478 Body=Body', ' 116522 Other', ' 327302)']",[' Yes'],"[' 18236    (Eliminated', '    0 Frozen', ' 18236)']","[' 7117     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.5385'],[' 0'], ,[' 731.174'],[' 0'],[' 17.3178'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.37858e+08'],[' 6.68706e+08'],[' 0'],[' 7.64479e+10'],[' 0'],[' 0'],[' 1006 '],[' 1804 '],[' 2749 '],[' 3525 '],[' 4374 '],[' 5145 '],[' 5813 '],[' 7 '],[' 0 ']
Solving...,TA73, ,[' 1'],[' 6621+'],[' 3318'],"[' 1014.708s (Solving', ' 950.62s 1st Model', ' 453.02s Unsat', ' 0.00s)']",[' 1012.078s'], ,[' 209924248'],"[' 7517792  (Analyzed', ' 6971988)']","[' 15721    (Average', ' 443.48 Last', ' 89139)']",[' 6111.1  '],"[' 3318     (Average Length', ' 1473.51 Splits', ' 0)']","[' 6971988  (Deleted', ' 6843675)']","[' 103      (Ratio', '   0.00%)']","[' 46252    (Ratio', '   0.66%)']","[' 6971988  (Average Length', '   17.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6971988  (Average', ' 28.14 Max', ' 7166 Sum', ' 196174782)']","[' 6970086  (Average', ' 27.74 Max', ' 7166 Sum', ' 193426997 Ratio', '  98.60%)']","[' 1902     (Average', ' 1444.68 Max', ' 5077 Sum', ' 2747785 Ratio', '   1.40%)']", ,[' 372859  '],[' 15754   '],[' 373662  '],[' 216951  '],"[' 650849   (Atom=Atom', ' 203195 Body=Body', ' 116654 Other', ' 331000)']",[' Yes'],"[' 18557    (Eliminated', '    0 Frozen', ' 18557)']","[' 8940     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.6805'],[' 0'], ,[' 707.328'],[' 0'],[' 19.1492'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.14572e+08'],[' 7.3789e+08'],[' 0'],[' 7.15985e+10'],[' 0'],[' 0'],[' 1246 '],[' 2289 '],[' 3187 '],[' 3985 '],[' 4814 '],[' 5621 '],[' 6316 '],[' 7 '],[' 0 ']
Solving...,TA74, ,[' 1'],[' 5943+'],[' 2979'],"[' 1013.595s (Solving', ' 957.56s 1st Model', ' 116.31s Unsat', ' 0.00s)']",[' 1010.984s'], ,[' 149601413'],"[' 8549500  (Analyzed', ' 8166588)']","[' 16346    (Average', ' 499.61 Last', ' 399737)']",[' 5899.9  '],"[' 2979     (Average Length', ' 1351.50 Splits', ' 0)']","[' 8166588  (Deleted', ' 8030828)']","[' 81       (Ratio', '   0.00%)']","[' 29868    (Ratio', '   0.37%)']","[' 8166588  (Average Length', '   14.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8166588  (Average', ' 16.91 Max', ' 8130 Sum', ' 138118170)']","[' 8164514  (Average', ' 16.56 Max', ' 8130 Sum', ' 135230424 Ratio', '  97.91%)']","[' 2074     (Average', ' 1392.36 Max', ' 2251 Sum', ' 2887746 Ratio', '   2.09%)']", ,[' 370258  '],[' 15594   '],[' 370880  '],[' 214858  '],"[' 644570   (Atom=Atom', ' 201262 Body=Body', ' 116494 Other', ' 326814)']",[' Yes'],"[' 18216    (Eliminated', '    0 Frozen', ' 18216)']","[' 6226     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.9818'],[' 0'], ,[' 767.934'],[' 0'],[' 15.9285'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.10303e+08'],[' 5.50685e+08'],[' 0'],[' 8.44989e+10'],[' 0'],[' 0'],[' 1107 '],[' 1904 '],[' 2729 '],[' 3563 '],[' 4490 '],[' 5398 '],[' 6089 '],[' 7 '],[' 0 ']
Solving...,TA75, ,[' 1'],[' 7285+'],[' 3650'],"[' 1015.575s (Solving', ' 945.68s 1st Model', ' 300.15s Unsat', ' 0.00s)']",[' 1012.688s'], ,[' 207598855'],"[' 6430348  (Analyzed', ' 6048725)']","[' 14880    (Average', ' 406.50 Last', ' 130688)']",[' 6010.5  '],"[' 3650     (Average Length', ' 1634.85 Splits', ' 0)']","[' 6048725  (Deleted', ' 5923479)']","[' 144      (Ratio', '   0.00%)']","[' 44592    (Ratio', '   0.74%)']","[' 6048725  (Average Length', '   17.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6048725  (Average', ' 32.13 Max', ' 7348 Sum', ' 194371078)']","[' 6046617  (Average', ' 31.54 Max', ' 7348 Sum', ' 190791590 Ratio', '  98.16%)']","[' 2108     (Average', ' 1698.05 Max', ' 2717 Sum', ' 3579488 Ratio', '   1.84%)']", ,[' 372482  '],[' 15750   '],[' 373561  '],[' 216407  '],"[' 649217   (Atom=Atom', ' 202655 Body=Body', ' 116650 Other', ' 329912)']",[' Yes'],"[' 18829    (Eliminated', '    0 Frozen', ' 18829)']","[' 8506     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 14.9945'],[' 0'], ,[' 694.025'],[' 0'],[' 18.2575'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.70216e+08'],[' 7.87187e+08'],[' 0'],[' 7.38163e+10'],[' 0'],[' 0'],[' 1157 '],[' 2078 '],[' 2967 '],[' 3912 '],[' 4770 '],[' 5617 '],[' 6257 '],[' 7 '],[' 0 ']
Solving...,TA76, ,[' 1'],[' 6659+'],[' 3337'],"[' 1014.627s (Solving', ' 952.51s 1st Model', ' 414.61s Unsat', ' 0.00s)']",[' 1010.547s'], ,[' 206856612'],"[' 7447997  (Analyzed', ' 7019168)']","[' 16002    (Average', ' 438.64 Last', ' 121499)']",[' 5818.8  '],"[' 3337     (Average Length', ' 1469.96 Splits', ' 0)']","[' 7019168  (Deleted', ' 6885231)']","[' 97       (Ratio', '   0.00%)']","[' 44055    (Ratio', '   0.63%)']","[' 7019168  (Average Length', '   15.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7019168  (Average', ' 27.67 Max', ' 7387 Sum', ' 194250541)']","[' 7017329  (Average', ' 27.27 Max', ' 7387 Sum', ' 191425376 Ratio', '  98.55%)']","[' 1839     (Average', ' 1536.25 Max', ' 2481 Sum', ' 2825165 Ratio', '   1.45%)']", ,[' 370979  '],[' 15563   '],[' 371806  '],[' 215723  '],"[' 647165   (Atom=Atom', ' 202158 Body=Body', ' 116463 Other', ' 328544)']",[' Yes'],"[' 18390    (Eliminated', '    0 Frozen', ' 18390)']","[' 8022     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.2469'],[' 0'], ,[' 712.636'],[' 0'],[' 18.7325'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.10292e+08'],[' 7.27989e+08'],[' 0'],[' 7.41437e+10'],[' 0'],[' 0'],[' 1032 '],[' 1919 '],[' 2726 '],[' 3682 '],[' 4435 '],[' 5269 '],[' 5981 '],[' 7 '],[' 0 ']
Solving...,TA77, ,[' 1'],[' 6721+'],[' 3368'],"[' 1015.925s (Solving', ' 952.03s 1st Model', ' 227.03s Unsat', ' 0.00s)']",[' 1012.938s'], ,[' 174541719'],"[' 9225710  (Analyzed', ' 8321870)']","[' 17769    (Average', ' 468.34 Last', ' 89529)']",[' 6430.0  '],"[' 3368     (Average Length', ' 1492.05 Splits', ' 0)']","[' 8321870  (Deleted', ' 8181320)']","[' 61       (Ratio', '   0.00%)']","[' 32984    (Ratio', '   0.40%)']","[' 8321870  (Average Length', '   16.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8321870  (Average', ' 19.20 Max', ' 7912 Sum', ' 159797463)']","[' 8319718  (Average', ' 18.81 Max', ' 7912 Sum', ' 156571447 Ratio', '  97.98%)']","[' 2152     (Average', ' 1499.08 Max', ' 2500 Sum', ' 3226016 Ratio', '   2.02%)']", ,[' 369678  '],[' 15591   '],[' 370524  '],[' 213850  '],"[' 641546   (Atom=Atom', ' 200257 Body=Body', ' 116491 Other', ' 324798)']",[' Yes'],"[' 18437    (Eliminated', '    0 Frozen', ' 18437)']","[' 5859     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.3814'],[' 0'], ,[' 749.251'],[' 0'],[' 17.1831'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.68086e+08'],[' 6.07141e+08'],[' 0'],[' 7.93652e+10'],[' 0'],[' 0'],[' 1216 '],[' 2054 '],[' 2999 '],[' 3929 '],[' 4730 '],[' 5565 '],[' 6211 '],[' 7 '],[' 0 ']
Solving...,TA78, ,[' 1'],[' 5959+'],[' 2987'],"[' 1014.126s (Solving', ' 956.34s 1st Model', ' 103.61s Unsat', ' 0.00s)']",[' 1010.594s'], ,[' 138548494'],"[' 8111520  (Analyzed', ' 7585437)']","[' 16520    (Average', ' 459.17 Last', ' 49843)']",[' 6351.1  '],"[' 2987     (Average Length', ' 1358.63 Splits', ' 0)']","[' 7585437  (Deleted', ' 7458724)']","[' 95       (Ratio', '   0.00%)']","[' 26488    (Ratio', '   0.35%)']","[' 7585437  (Average Length', '   17.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7585437  (Average', ' 16.54 Max', ' 8820 Sum', ' 125458419)']","[' 7583322  (Average', ' 16.17 Max', ' 8820 Sum', ' 122645122 Ratio', '  97.76%)']","[' 2115     (Average', ' 1330.16 Max', ' 2329 Sum', ' 2813297 Ratio', '   2.24%)']", ,[' 371368  '],[' 15768   '],[' 371984  '],[' 215670  '],"[' 647006   (Atom=Atom', ' 201900 Body=Body', ' 116668 Other', ' 328438)']",[' Yes'],"[' 18384    (Eliminated', '    0 Frozen', ' 18384)']","[' 5330     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.3544'],[' 0'], ,[' 785.833'],[' 0'],[' 14.9135'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.57988e+08'],[' 5.07613e+08'],[' 0'],[' 8.84617e+10'],[' 0'],[' 0'],[' 1194 '],[' 2092 '],[' 2960 '],[' 4156 '],[' 4989 '],[' 5909 '],[' 6583 '],[' 7 '],[' 0 ']
Solving...,TA79, ,[' 1'],[' 6509+'],[' 3262'],"[' 1015.200s (Solving', ' 947.49s 1st Model', ' 317.00s Unsat', ' 0.00s)']",[' 1011.984s'], ,[' 208434271'],"[' 6518409  (Analyzed', ' 6202700)']","[' 14116    (Average', ' 439.41 Last', ' 113994)']",[' 5945.9  '],"[' 3262     (Average Length', ' 1458.11 Splits', ' 0)']","[' 6202700  (Deleted', ' 6078645)']","[' 97       (Ratio', '   0.00%)']","[' 47174    (Ratio', '   0.76%)']","[' 6202700  (Average Length', '   16.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6202700  (Average', ' 31.58 Max', ' 7028 Sum', ' 195887538)']","[' 6200653  (Average', ' 31.13 Max', ' 7028 Sum', ' 193080200 Ratio', '  98.57%)']","[' 2047     (Average', ' 1371.44 Max', ' 2391 Sum', ' 2807338 Ratio', '   1.43%)']", ,[' 371978  '],[' 15722   '],[' 372785  '],[' 215305  '],"[' 645911   (Atom=Atom', ' 201581 Body=Body', ' 116622 Other', ' 327708)']",[' Yes'],"[' 18529    (Eliminated', '    0 Frozen', ' 18529)']","[' 8848     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 14.5548'],[' 0'], ,[' 705.709'],[' 0'],[' 18.6135'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.55116e+08'],[' 7.76056e+08'],[' 0'],[' 7.22428e+10'],[' 0'],[' 0'],[' 1051 '],[' 1870 '],[' 2719 '],[' 3691 '],[' 4524 '],[' 5427 '],[' 6082 '],[' 7 '],[' 0 ']
Solving...,TA80, ,[' 1'],[' 6093+'],[' 3054'],"[' 1014.994s (Solving', ' 952.25s 1st Model', ' 203.98s Unsat', ' 0.00s)']",[' 1010.188s'], ,[' 175533918'],"[' 7582676  (Analyzed', ' 7172770)']","[' 15905    (Average', ' 450.98 Last', ' 39397)']",[' 5775.7  '],"[' 3054     (Average Length', ' 1338.23 Splits', ' 0)']","[' 7172770  (Deleted', ' 7036224)']","[' 87       (Ratio', '   0.00%)']","[' 38590    (Ratio', '   0.54%)']","[' 7172770  (Average Length', '   15.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7172770  (Average', ' 22.86 Max', ' 7555 Sum', ' 163963901)']","[' 7170744  (Average', ' 22.46 Max', ' 7555 Sum', ' 161082828 Ratio', '  98.24%)']","[' 2026     (Average', ' 1422.05 Max', ' 2207 Sum', ' 2881073 Ratio', '   1.76%)']", ,[' 372403  '],[' 15756   '],[' 372969  '],[' 215953  '],"[' 647855   (Atom=Atom', ' 202195 Body=Body', ' 116656 Other', ' 329004)']",[' Yes'],"[' 18322    (Eliminated', '    0 Frozen', ' 18322)']","[' 7536     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.2998'],[' 0'], ,[' 733.141'],[' 0'],[' 17.6896'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.00302e+08'],[' 6.34598e+08'],[' 0'],[' 7.1947e+10'],[' 0'],[' 0'],[' 1047 '],[' 1995 '],[' 2782 '],[' 3519 '],[' 4304 '],[' 5234 '],[' 5842 '],[' 7 '],[' 0 ']
