Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , ,[' 1'],[' 8853+'],[' 4434'],"[' 617.241s (Solving', ' 557.74s 1st Model', ' 142.96s Unsat', ' 0.00s)']",[' 614.703s'], ,[' 221477626'],"[' 6042605  (Analyzed', ' 5462829)']","[' 12645    (Average', ' 432.01 Last', ' 166074)']",[' 9437.6  '],"[' 4434     (Average Length', ' 2236.26 Splits', ' 0)']","[' 5462829  (Deleted', ' 5347197)']","[' 558      (Ratio', '   0.01%)']","[' 36079    (Ratio', '   0.66%)']","[' 5462829  (Average Length', '   19.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5462829  (Average', ' 35.51 Max', ' 11622 Sum', ' 194012267)']","[' 5459807  (Average', ' 34.53 Max', ' 11622 Sum', ' 188619023 Ratio', '  97.22%)']","[' 3022     (Average', ' 1784.66 Max', ' 3180 Sum', ' 5393244 Ratio', '   2.78%)']", ,[' 349066  '],[' 18831   '],[' 319707  '],[' 146962  '],"[' 358049   (Atom=Atom', ' 98965 Body=Body', ' 68213 Other', ' 190871)']",[' Yes'],"[' 24026    (Eliminated', '    0 Frozen', ' 24026)']","[' 6994     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.0428'],[' 0'], ,[' 188.485'],[' 0'],[' 14.3262'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.97803e+08'],[' 3.46778e+08'],[' 0'],[' 7.97207e+09'],[' 0'],[' 0'],[' 1093 '],[' 1839 '],[' 3021 '],[' 3552 '],[' 4324 '],[' 5081 '],[' 6009 '],[' 7 '],[' 0 ']
Solving...,TA72, , , ,[' 9237+'],[' 4626'],"[' 619.764s (Solving', ' 556.80s 1st Model', ' 150.03s Unsat', ' 0.00s)']",[' 617.891s'], ,[' 238928620'],"[' 6034368  (Analyzed', ' 5558306)']","[' 13041    (Average', ' 426.22 Last', ' 38250)']",[' 9153.9  '],"[' 4627     (Average Length', ' 2314.05 Splits', ' 0)']","[' 5558306  (Deleted', ' 5438316)']","[' 598      (Ratio', '   0.01%)']","[' 41004    (Ratio', '   0.74%)']","[' 5558306  (Average Length', '   16.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5558306  (Average', ' 38.15 Max', ' 11015 Sum', ' 212071923)']","[' 5555360  (Average', ' 37.15 Max', ' 11015 Sum', ' 206489420 Ratio', '  97.37%)']","[' 2946     (Average', ' 1894.94 Max', ' 3319 Sum', ' 5582503 Ratio', '   2.63%)']", ,[' 347621  '],[' 18485   '],[' 318009  '],[' 145569  '],"[' 355704   (Atom=Atom', ' 98416 Body=Body', ' 67634 Other', ' 189654)']",[' Yes'],"[' 24024    (Eliminated', '    0 Frozen', ' 24024)']","[' 8059     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.1439'],[' 0'], ,[' 174.983'],[' 0'],[' 14.8117'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.5418e+08'],[' 3.9497e+08'],[' 0'],[' 6.92973e+09'],[' 0'],[' 0'],[' 918 '],[' 1617 '],[' 2486 '],[' 3190 '],[' 3936 '],[' 4785 '],[' 5720 '],[' 7 '],[' 0 ']
Solving...,TA73, , , ,[' 9289+'],[' 4651'],"[' 622.793s (Solving', ' 554.20s 1st Model', ' 105.60s Unsat', ' 0.00s)']",[' 620.938s'], ,[' 212029502'],"[' 6241038  (Analyzed', ' 5846240)']","[' 12626    (Average', ' 463.03 Last', ' 55509)']",[' 9719.9  '],"[' 4652     (Average Length', ' 2349.44 Splits', ' 0)']","[' 5846240  (Deleted', ' 5728411)']","[' 562      (Ratio', '   0.01%)']","[' 32934    (Ratio', '   0.56%)']","[' 5846240  (Average Length', '   20.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5846240  (Average', ' 31.07 Max', ' 12078 Sum', ' 181662188)']","[' 5843462  (Average', ' 30.28 Max', ' 12078 Sum', ' 177018288 Ratio', '  97.44%)']","[' 2778     (Average', ' 1671.67 Max', ' 3359 Sum', ' 4643900 Ratio', '   2.56%)']", ,[' 350356  '],[' 18903   '],[' 320988  '],[' 148131  '],"[' 357585   (Atom=Atom', ' 98896 Body=Body', ' 67979 Other', ' 190710)']",[' Yes'],"[' 24130    (Eliminated', '    0 Frozen', ' 24130)']","[' 5893     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.691'],[' 0'], ,[' 192.914'],[' 0'],[' 13.7109'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.69576e+08'],[' 3.19076e+08'],[' 0'],[' 8.68338e+09'],[' 0'],[' 0'],[' 1192 '],[' 2017 '],[' 2727 '],[' 3548 '],[' 4420 '],[' 5206 '],[' 6092 '],[' 7 '],[' 0 ']
Solving...,TA74, , ,[' 1'],[' 9525+'],[' 4770'],"[' 616.912s (Solving', ' 556.04s 1st Model', ' 131.63s Unsat', ' 0.00s)']",[' 615.734s'], ,[' 226660881'],"[' 6089845  (Analyzed', ' 5742578)']","[' 13440    (Average', ' 427.28 Last', ' 32776)']",[' 8878.1  '],"[' 4770     (Average Length', ' 2324.54 Splits', ' 0)']","[' 5742578  (Deleted', ' 5618387)']","[' 563      (Ratio', '   0.01%)']","[' 40580    (Ratio', '   0.71%)']","[' 5742578  (Average Length', '   15.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5742578  (Average', ' 34.89 Max', ' 10879 Sum', ' 200333322)']","[' 5739641  (Average', ' 33.91 Max', ' 10879 Sum', ' 194712037 Ratio', '  97.19%)']","[' 2937     (Average', ' 1913.95 Max', ' 3348 Sum', ' 5621285 Ratio', '   2.81%)']", ,[' 347451  '],[' 18500   '],[' 318053  '],[' 145397  '],"[' 356269   (Atom=Atom', ' 98570 Body=Body', ' 67677 Other', ' 190022)']",[' Yes'],"[' 24026    (Eliminated', '    0 Frozen', ' 24026)']","[' 7806     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.615'],[' 0'], ,[' 170.278'],[' 0'],[' 14.0473'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.32719e+08'],[' 3.7418e+08'],[' 0'],[' 6.88085e+09'],[' 0'],[' 0'],[' 1052 '],[' 1756 '],[' 2523 '],[' 3265 '],[' 4072 '],[' 4798 '],[' 5812 '],[' 7 '],[' 0 ']
Solving...,TA75, , ,[' 1'],[' 10449+'],[' 5232'],"[' 617.751s (Solving', ' 551.99s 1st Model', ' 181.81s Unsat', ' 0.00s)']",[' 616.063s'], ,[' 230610293'],"[' 4152912  (Analyzed', ' 3846383)']","[' 9571     (Average', ' 401.88 Last', ' 37306)']",[' 8944.1  '],"[' 5232     (Average Length', ' 2549.07 Splits', ' 0)']","[' 3846383  (Deleted', ' 3741846)']","[' 551      (Ratio', '   0.01%)']","[' 44005    (Ratio', '   1.14%)']","[' 3846383  (Average Length', '   19.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3846383  (Average', ' 52.64 Max', ' 11173 Sum', ' 202465303)']","[' 3843662  (Average', ' 51.10 Max', ' 11173 Sum', ' 196560648 Ratio', '  97.08%)']","[' 2721     (Average', ' 2170.03 Max', ' 3761 Sum', ' 5904655 Ratio', '   2.92%)']", ,[' 348930  '],[' 18675   '],[' 319936  '],[' 146845  '],"[' 359187   (Atom=Atom', ' 99422 Body=Body', ' 67961 Other', ' 191804)']",[' Yes'],"[' 24428    (Eliminated', '    0 Frozen', ' 24428)']","[' 7997     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.4121'],[' 0'], ,[' 146.925'],[' 0'],[' 13.8712'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.55933e+08'],[' 3.95396e+08'],[' 0'],[' 5.11638e+09'],[' 0'],[' 0'],[' 1123 '],[' 1767 '],[' 2585 '],[' 3340 '],[' 4195 '],[' 4993 '],[' 5782 '],[' 7 '],[' 0 ']
Solving...,TA76, , , ,[' 9885+'],[' 4950'],"[' 621.543s (Solving', ' 552.67s 1st Model', ' 154.72s Unsat', ' 0.00s)']",[' 620.031s'], ,[' 228027837'],"[' 6022167  (Analyzed', ' 5576384)']","[' 12829    (Average', ' 434.67 Last', ' 37739)']",[' 9205.3  '],"[' 4951     (Average Length', ' 2447.51 Splits', ' 0)']","[' 5576384  (Deleted', ' 5462464)']","[' 539      (Ratio', '   0.01%)']","[' 40740    (Ratio', '   0.73%)']","[' 5576384  (Average Length', '   16.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5576384  (Average', ' 35.71 Max', ' 11541 Sum', ' 199155398)']","[' 5573553  (Average', ' 34.75 Max', ' 11541 Sum', ' 193795968 Ratio', '  97.31%)']","[' 2831     (Average', ' 1893.12 Max', ' 3544 Sum', ' 5359430 Ratio', '   2.69%)']", ,[' 348570  '],[' 18553   '],[' 319299  '],[' 146311  '],"[' 356433   (Atom=Atom', ' 98660 Body=Body', ' 67611 Other', ' 190162)']",[' Yes'],"[' 24271    (Eliminated', '    0 Frozen', ' 24271)']","[' 7928     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.4552'],[' 0'], ,[' 160.229'],[' 0'],[' 13.869'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.45726e+08'],[' 3.83359e+08'],[' 0'],[' 6.13134e+09'],[' 0'],[' 0'],[' 1030 '],[' 1742 '],[' 2520 '],[' 3264 '],[' 4040 '],[' 4828 '],[' 6271 '],[' 7 '],[' 0 ']
Solving...,TA77, , ,[' 1'],[' 9275+'],[' 4645'],"[' 616.917s (Solving', ' 555.58s 1st Model', ' 157.58s Unsat', ' 0.00s)']",[' 615.453s'], ,[' 234990126'],"[' 6460339  (Analyzed', ' 6113927)']","[' 14093    (Average', ' 433.83 Last', ' 68814)']",[' 9493.5  '],"[' 4645     (Average Length', ' 2313.13 Splits', ' 0)']","[' 6113927  (Deleted', ' 6003430)']","[' 448      (Ratio', '   0.01%)']","[' 36519    (Ratio', '   0.60%)']","[' 6113927  (Average Length', '   17.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6113927  (Average', ' 33.78 Max', ' 12427 Sum', ' 206531895)']","[' 6110970  (Average', ' 32.87 Max', ' 12427 Sum', ' 200949680 Ratio', '  97.30%)']","[' 2957     (Average', ' 1887.80 Max', ' 3286 Sum', ' 5582215 Ratio', '   2.70%)']", ,[' 347755  '],[' 18514   '],[' 318154  '],[' 145707  '],"[' 355017   (Atom=Atom', ' 98211 Body=Body', ' 67450 Other', ' 189356)']",[' Yes'],"[' 23940    (Eliminated', '    0 Frozen', ' 23940)']","[' 6997     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.367'],[' 0'], ,[' 190.027'],[' 0'],[' 14.9023'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.0101e+08'],[' 3.45589e+08'],[' 0'],[' 8.12204e+09'],[' 0'],[' 0'],[' 963 '],[' 1794 '],[' 2600 '],[' 3381 '],[' 4156 '],[' 4989 '],[' 5873 '],[' 7 '],[' 0 ']
Solving...,TA78, , ,[' 1'],[' 8971+'],[' 4493'],"[' 615.778s (Solving', ' 558.24s 1st Model', ' 100.15s Unsat', ' 0.00s)']",[' 614.141s'], ,[' 230119819'],"[' 5803979  (Analyzed', ' 5310783)']","[' 12414    (Average', ' 427.81 Last', ' 39936)']",[' 9254.8  '],"[' 4493     (Average Length', ' 2263.05 Splits', ' 0)']","[' 5310783  (Deleted', ' 5201419)']","[' 566      (Ratio', '   0.01%)']","[' 38567    (Ratio', '   0.73%)']","[' 5310783  (Average Length', '   21.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5310783  (Average', ' 38.38 Max', ' 11429 Sum', ' 203808955)']","[' 5307692  (Average', ' 37.25 Max', ' 11429 Sum', ' 197811645 Ratio', '  97.06%)']","[' 3091     (Average', ' 1940.25 Max', ' 3226 Sum', ' 5997310 Ratio', '   2.94%)']", ,[' 348887  '],[' 18735   '],[' 319232  '],[' 146777  '],"[' 356482   (Atom=Atom', ' 98556 Body=Body', ' 67909 Other', ' 190017)']",[' Yes'],"[' 23882    (Eliminated', '    0 Frozen', ' 23882)']","[' 7010     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.819'],[' 0'], ,[' 195.37'],[' 0'],[' 14.6416'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.08693e+08'],[' 3.54714e+08'],[' 0'],[' 9.01614e+09'],[' 0'],[' 0'],[' 1157 '],[' 1797 '],[' 2696 '],[' 3349 '],[' 4230 '],[' 4970 '],[' 5695 '],[' 7 '],[' 0 ']
Solving...,TA79, , ,[' 1'],[' 9323+'],[' 4669'],"[' 616.773s (Solving', ' 556.20s 1st Model', ' 160.49s Unsat', ' 0.00s)']",[' 614.906s'], ,[' 237792633'],"[' 5012744  (Analyzed', ' 4721109)']","[' 10940    (Average', ' 431.55 Last', ' 61395)']",[' 8914.1  '],"[' 4669     (Average Length', ' 2307.49 Splits', ' 0)']","[' 4721109  (Deleted', ' 4608002)']","[' 465      (Ratio', '   0.01%)']","[' 43459    (Ratio', '   0.92%)']","[' 4721109  (Average Length', '   18.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4721109  (Average', ' 44.80 Max', ' 11205 Sum', ' 211488391)']","[' 4718418  (Average', ' 43.70 Max', ' 11205 Sum', ' 206331323 Ratio', '  97.56%)']","[' 2691     (Average', ' 1916.41 Max', ' 3387 Sum', ' 5157068 Ratio', '   2.44%)']", ,[' 349140  '],[' 18741   '],[' 319746  '],[' 146670  '],"[' 358584   (Atom=Atom', ' 99139 Body=Body', ' 68195 Other', ' 191250)']",[' Yes'],"[' 24135    (Eliminated', '    0 Frozen', ' 24135)']","[' 7705     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.3749'],[' 0'], ,[' 175.688'],[' 0'],[' 14.7351'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.47087e+08'],[' 3.88831e+08'],[' 0'],[' 6.93135e+09'],[' 0'],[' 0'],[' 1022 '],[' 1783 '],[' 2535 '],[' 3251 '],[' 3990 '],[' 4809 '],[' 5561 '],[' 7 '],[' 0 ']
Solving...,TA80, , , ,[' 8651+'],[' 4333'],"[' 618.758s (Solving', ' 559.66s 1st Model', ' 145.47s Unsat', ' 0.00s)']",[' 616.875s'], ,[' 236455393'],"[' 5464727  (Analyzed', ' 5080349)']","[' 12070    (Average', ' 420.91 Last', ' 55740)']",[' 8861.9  '],"[' 4334     (Average Length', ' 2191.46 Splits', ' 0)']","[' 5080349  (Deleted', ' 4969775)']","[' 499      (Ratio', '   0.01%)']","[' 44695    (Ratio', '   0.88%)']","[' 5080349  (Average Length', '   19.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5080349  (Average', ' 41.73 Max', ' 11059 Sum', ' 211990138)']","[' 5077507  (Average', ' 40.70 Max', ' 11059 Sum', ' 206783414 Ratio', '  97.54%)']","[' 2842     (Average', ' 1832.06 Max', ' 3076 Sum', ' 5206724 Ratio', '   2.46%)']", ,[' 348302  '],[' 18757   '],[' 318838  '],[' 146173  '],"[' 357424   (Atom=Atom', ' 98758 Body=Body', ' 68180 Other', ' 190486)']",[' Yes'],"[' 23917    (Eliminated', '    0 Frozen', ' 23917)']","[' 8473     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.491'],[' 0'], ,[' 192.605'],[' 0'],[' 14.8413'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.52878e+08'],[' 3.92895e+08'],[' 0'],[' 8.00388e+09'],[' 0'],[' 0'],[' 1055 '],[' 1832 '],[' 2581 '],[' 3279 '],[' 4352 '],[' 4879 '],[' 5667 '],[' 7 '],[' 0 ']
