Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , ,[' 1'],[' 8913+'],[' 4460'],"[' 1022.817s (Solving', ' 945.22s 1st Model', ' 332.80s Unsat', ' 0.00s)']",[' 1017.922s'], ,[' 500701644'],"[' 4259076  (Analyzed', ' 1473797)']","[' 5420     (Average', ' 271.92 Last', ' 26782)']",[' 13242.9 '],"[' 4460     (Average Length', ' 2293.21 Splits', ' 0)']","[' 1473797  (Deleted', ' 1390177)']","[' 75       (Ratio', '   0.01%)']","[' 62998    (Ratio', '   4.27%)']","[' 1473797  (Average Length', '   34.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1473797  (Average', ' 308.41 Max', ' 16516 Sum', ' 454533379)']","[' 1471272  (Average', ' 304.46 Max', ' 16516 Sum', ' 448711177 Ratio', '  98.72%)']","[' 2525     (Average', ' 2305.82 Max', ' 2796 Sum', ' 5822202 Ratio', '   1.28%)']", ,[' 395975  '],[' 25173   '],[' 358777  '],[' 162871  '],"[' 449669   (Atom=Atom', ' 117666 Body=Body', ' 81079 Other', ' 250924)']",[' Yes'],"[' 30129    (Eliminated', '    0 Frozen', ' 30129)']","[' 9174     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.3563'],[' 0'], ,[' 306.145'],[' 0'],[' 31.8409'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.13488e+08'],[' 8.32779e+08'],[' 0'],[' 1.01246e+10'],[' 0'],[' 0'],[' 1977 '],[' 3447 '],[' 5629 '],[' 6903 '],[' 4 '],[' 0 ']
Solving...,TA72, , , ,[' 1'],[' 8811+'],[' 4410'],"[' 1020.986s (Solving', ' 945.35s 1st Model', ' 322.96s Unsat', ' 0.00s)']",[' 1015.406s'], ,[' 495322619'],"[' 3392657  (Analyzed', ' 1734357)']","[' 6008     (Average', ' 288.67 Last', ' 76644)']",[' 12670.9 '],"[' 4410     (Average Length', ' 2237.82 Splits', ' 0)']","[' 1734357  (Deleted', ' 1646358)']","[' 91       (Ratio', '   0.01%)']","[' 61619    (Ratio', '   3.55%)']","[' 1734357  (Average Length', '   30.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1734357  (Average', ' 262.54 Max', ' 15260 Sum', ' 455339599)']","[' 1730939  (Average', ' 257.94 Max', ' 15260 Sum', ' 447358434 Ratio', '  98.25%)']","[' 3418     (Average', ' 2335.04 Max', ' 2692 Sum', ' 7981165 Ratio', '   1.75%)']", ,[' 393051  '],[' 24611   '],[' 355611  '],[' 160507  '],"[' 441082   (Atom=Atom', ' 115367 Body=Body', ' 79393 Other', ' 246322)']",[' Yes'],"[' 29375    (Eliminated', '    0 Frozen', ' 29375)']","[' 11227    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.2846'],[' 0'], ,[' 316.632'],[' 0'],[' 32.2424'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.50943e+08'],[' 8.69528e+08'],[' 0'],[' 1.07186e+10'],[' 0'],[' 0'],[' 1631 '],[' 3417 '],[' 5052 '],[' 6187 '],[' 4 '],[' 0 ']
Solving...,TA73, , , ,[' 1'],[' 9429+'],[' 4719'],"[' 1021.431s (Solving', ' 943.32s 1st Model', ' 405.29s Unsat', ' 0.00s)']",[' 1015.250s'], ,[' 546940967'],"[' 4763576  (Analyzed', ' 1867849)']","[' 6454     (Average', ' 289.41 Last', ' 110562)']",[' 13000.2 '],"[' 4719     (Average Length', ' 2381.31 Splits', ' 0)']","[' 1867849  (Deleted', ' 1778104)']","[' 82       (Ratio', '   0.00%)']","[' 67652    (Ratio', '   3.62%)']","[' 1867849  (Average Length', '   31.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1867849  (Average', ' 267.88 Max', ' 15041 Sum', ' 500365857)']","[' 1864924  (Average', ' 264.06 Max', ' 15041 Sum', ' 493221490 Ratio', '  98.57%)']","[' 2925     (Average', ' 2442.52 Max', ' 3963 Sum', ' 7144367 Ratio', '   1.43%)']", ,[' 394444  '],[' 24875   '],[' 357587  '],[' 161587  '],"[' 446173   (Atom=Atom', ' 116732 Body=Body', ' 80185 Other', ' 249256)']",[' Yes'],"[' 29892    (Eliminated', '    0 Frozen', ' 29892)']","[' 12372    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.9004'],[' 0'], ,[' 295.235'],[' 0'],[' 33.5847'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.67782e+08'],[' 8.7492e+08'],[' 0'],[' 9.13605e+09'],[' 0'],[' 0'],[' 2099 '],[' 3450 '],[' 4743 '],[' 6393 '],[' 4 '],[' 0 ']
Solving...,TA74, , , ,[' 1'],[' 8881+'],[' 4445'],"[' 1020.635s (Solving', ' 946.50s 1st Model', ' 428.04s Unsat', ' 0.00s)']",[' 1015.047s'], ,[' 528305348'],"[' 3052488  (Analyzed', ' 1051034)']","[' 5089     (Average', ' 206.53 Last', ' 93525)']",[' 12248.5 '],"[' 4445     (Average Length', ' 2331.61 Splits', ' 0)']","[' 1051034  (Deleted', ' 958656)']","[' 87       (Ratio', '   0.01%)']","[' 71365    (Ratio', '   6.79%)']","[' 1051034  (Average Length', '   27.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1051034  (Average', ' 465.74 Max', ' 16320 Sum', ' 489508471)']","[' 1048037  (Average', ' 458.55 Max', ' 14549 Sum', ' 481948417 Ratio', '  98.46%)']","[' 2997     (Average', ' 2522.54 Max', ' 3058 Sum', ' 7560054 Ratio', '   1.54%)']", ,[' 394396  '],[' 24672   '],[' 356424  '],[' 161444  '],"[' 442258   (Atom=Atom', ' 115646 Body=Body', ' 79576 Other', ' 247036)']",[' Yes'],"[' 29544    (Eliminated', '    0 Frozen', ' 29544)']","[' 12572    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.2613'],[' 0'], ,[' 283.782'],[' 0'],[' 32.9285'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.05991e+09'],[' 9.71772e+08'],[' 0'],[' 8.06574e+09'],[' 0'],[' 0'],[' 1642 '],[' 3280 '],[' 4952 '],[' 6287 '],[' 4 '],[' 0 ']
Solving...,TA75, , , ,[' 1'],[' 9275+'],[' 4642'],"[' 1020.775s (Solving', ' 946.15s 1st Model', ' 217.89s Unsat', ' 0.00s)']",[' 1013.422s'], ,[' 534023778'],"[' 3831188  (Analyzed', ' 1737291)']","[' 5943     (Average', ' 292.33 Last', ' 26236)']",[' 12555.2 '],"[' 4642     (Average Length', ' 2356.38 Splits', ' 0)']","[' 1737291  (Deleted', ' 1646688)']","[' 141      (Ratio', '   0.01%)']","[' 66645    (Ratio', '   3.84%)']","[' 1737291  (Average Length', '   29.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1737291  (Average', ' 282.96 Max', ' 15414 Sum', ' 491580611)']","[' 1734369  (Average', ' 278.63 Max', ' 15414 Sum', ' 484067174 Ratio', '  98.47%)']","[' 2922     (Average', ' 2571.33 Max', ' 3036 Sum', ' 7513437 Ratio', '   1.53%)']", ,[' 395853  '],[' 24926   '],[' 358124  '],[' 162618  '],"[' 446793   (Atom=Atom', ' 116859 Body=Body', ' 80338 Other', ' 249596)']",[' Yes'],"[' 29869    (Eliminated', '    0 Frozen', ' 29869)']","[' 11531    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.3068'],[' 0'], ,[' 304.047'],[' 0'],[' 33.8321'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.70938e+08'],[' 8.85496e+08'],[' 0'],[' 9.70715e+09'],[' 0'],[' 0'],[' 1824 '],[' 3516 '],[' 4926 '],[' 6479 '],[' 4 '],[' 0 ']
Solving...,TA76, , , ,[' 1'],[' 9601+'],[' 4805'],"[' 1021.414s (Solving', ' 942.60s 1st Model', ' 366.21s Unsat', ' 0.00s)']",[' 1017.141s'], ,[' 539843370'],"[' 3436337  (Analyzed', ' 1113372)']","[' 5247     (Average', ' 212.19 Last', ' 59838)']",[' 12429.5 '],"[' 4805     (Average Length', ' 2438.51 Splits', ' 0)']","[' 1113372  (Deleted', ' 1016190)']","[' 79       (Ratio', '   0.01%)']","[' 73267    (Ratio', '   6.58%)']","[' 1113372  (Average Length', '   25.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1113372  (Average', ' 445.82 Max', ' 16811 Sum', ' 496367935)']","[' 1110455  (Average', ' 439.33 Max', ' 14415 Sum', ' 489140179 Ratio', '  98.54%)']","[' 2917     (Average', ' 2477.80 Max', ' 3070 Sum', ' 7227756 Ratio', '   1.46%)']", ,[' 394325  '],[' 24610   '],[' 356942  '],[' 161275  '],"[' 442200   (Atom=Atom', ' 115758 Body=Body', ' 79390 Other', ' 247052)']",[' Yes'],"[' 29680    (Eliminated', '    0 Frozen', ' 29680)']","[' 13853    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 14.1424'],[' 0'], ,[' 270.475'],[' 0'],[' 32.7287'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.08091e+09'],[' 9.83719e+08'],[' 0'],[' 7.64565e+09'],[' 0'],[' 0'],[' 1762 '],[' 3142 '],[' 4717 '],[' 6250 '],[' 4 '],[' 0 ']
Solving...,TA77, , , ,[' 1'],[' 9611+'],[' 4810'],"[' 1022.464s (Solving', ' 938.02s 1st Model', ' 314.16s Unsat', ' 0.00s)']",[' 1010.766s'], ,[' 539162473'],"[' 4157522  (Analyzed', ' 1519175)']","[' 5815     (Average', ' 261.25 Last', ' 16619)']",[' 12745.3 '],"[' 4810     (Average Length', ' 2440.31 Splits', ' 0)']","[' 1519175  (Deleted', ' 1425250)']","[' 101      (Ratio', '   0.01%)']","[' 70151    (Ratio', '   4.62%)']","[' 1519175  (Average Length', '   26.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1519175  (Average', ' 324.33 Max', ' 16562 Sum', ' 492706545)']","[' 1516482  (Average', ' 320.12 Max', ' 14098 Sum', ' 486319539 Ratio', '  98.70%)']","[' 2693     (Average', ' 2371.71 Max', ' 3011 Sum', ' 6387006 Ratio', '   1.30%)']", ,[' 394100  '],[' 24630   '],[' 356835  '],[' 161253  '],"[' 442582   (Atom=Atom', ' 115843 Body=Body', ' 79450 Other', ' 247289)']",[' Yes'],"[' 29795    (Eliminated', '    0 Frozen', ' 29795)']","[' 13628    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.1335'],[' 0'], ,[' 271.592'],[' 0'],[' 32.3602'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.04232e+09'],[' 9.42324e+08'],[' 0'],[' 7.98052e+09'],[' 0'],[' 0'],[' 1711 '],[' 3253 '],[' 4581 '],[' 6187 '],[' 4 '],[' 0 ']
Solving...,TA78, , , ,[' 1'],[' 9663+'],[' 4836'],"[' 1022.453s (Solving', ' 938.90s 1st Model', ' 247.45s Unsat', ' 0.00s)']",[' 1009.922s'], ,[' 487047142'],"[' 4113030  (Analyzed', ' 1416785)']","[' 5508     (Average', ' 257.22 Last', ' 30865)']",[' 12787.2 '],"[' 4836     (Average Length', ' 2454.93 Splits', ' 0)']","[' 1416785  (Deleted', ' 1329331)']","[' 100      (Ratio', '   0.01%)']","[' 64094    (Ratio', '   4.52%)']","[' 1416785  (Average Length', '   26.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1416785  (Average', ' 311.70 Max', ' 14895 Sum', ' 441605062)']","[' 1413686  (Average', ' 306.21 Max', ' 14895 Sum', ' 433832676 Ratio', '  98.24%)']","[' 3099     (Average', ' 2508.03 Max', ' 3114 Sum', ' 7772386 Ratio', '   1.76%)']", ,[' 395289  '],[' 24796   '],[' 357581  '],[' 162463  '],"[' 445198   (Atom=Atom', ' 116533 Body=Body', ' 79948 Other', ' 248717)']",[' Yes'],"[' 29939    (Eliminated', '    0 Frozen', ' 29939)']","[' 12393    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.1148'],[' 0'], ,[' 296.842'],[' 0'],[' 31.6993'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.92062e+08'],[' 8.07084e+08'],[' 0'],[' 9.52155e+09'],[' 0'],[' 0'],[' 1801 '],[' 3268 '],[' 4684 '],[' 6300 '],[' 4 '],[' 0 ']
Solving...,TA79, , , ,[' 1'],[' 9229+'],[' 4619'],"[' 1020.223s (Solving', ' 946.52s 1st Model', ' 263.38s Unsat', ' 0.00s)']",[' 1015.125s'], ,[' 528896102'],"[' 3935150  (Analyzed', ' 1031279)']","[' 4896     (Average', ' 210.64 Last', ' 42567)']",[' 12286.9 '],"[' 4619     (Average Length', ' 2387.81 Splits', ' 0)']","[' 1031279  (Deleted', ' 938034)']","[' 78       (Ratio', '   0.01%)']","[' 70353    (Ratio', '   6.82%)']","[' 1031279  (Average Length', '   26.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1031279  (Average', ' 472.94 Max', ' 15672 Sum', ' 487732086)']","[' 1028286  (Average', ' 465.36 Max', ' 14629 Sum', ' 479915094 Ratio', '  98.40%)']","[' 2993     (Average', ' 2611.76 Max', ' 3173 Sum', ' 7816992 Ratio', '   1.60%)']", ,[' 394557  '],[' 24761   '],[' 357121  '],[' 161568  '],"[' 444111   (Atom=Atom', ' 116176 Body=Body', ' 79843 Other', ' 248092)']",[' Yes'],"[' 29710    (Eliminated', '    0 Frozen', ' 29710)']","[' 12624    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.2389'],[' 0'], ,[' 284.25'],[' 0'],[' 33.1959'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.02183e+09'],[' 9.32255e+08'],[' 0'],[' 8.60487e+09'],[' 0'],[' 0'],[' 1730 '],[' 3151 '],[' 4654 '],[' 6032 '],[' 4 '],[' 0 ']
Solving...,TA80, , , ,[' 1'],[' 8679+'],[' 4344'],"[' 1020.202s (Solving', ' 946.33s 1st Model', ' 336.97s Unsat', ' 0.00s)']",[' 1014.922s'], ,[' 529541601'],"[' 4059573  (Analyzed', ' 1430922)']","[' 5563     (Average', ' 257.22 Last', ' 55855)']",[' 12663.7 '],"[' 4344     (Average Length', ' 2249.64 Splits', ' 0)']","[' 1430922  (Deleted', ' 1339275)']","[' 97       (Ratio', '   0.01%)']","[' 71432    (Ratio', '   4.99%)']","[' 1430922  (Average Length', '   28.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1430922  (Average', ' 340.75 Max', ' 16881 Sum', ' 487589461)']","[' 1428126  (Average', ' 336.41 Max', ' 15032 Sum', ' 481373570 Ratio', '  98.73%)']","[' 2796     (Average', ' 2223.14 Max', ' 2740 Sum', ' 6215891 Ratio', '   1.27%)']", ,[' 395595  '],[' 24988   '],[' 358016  '],[' 162318  '],"[' 446612   (Atom=Atom', ' 116809 Body=Body', ' 80524 Other', ' 249279)']",[' Yes'],"[' 29788    (Eliminated', '    0 Frozen', ' 29788)']","[' 13181    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.1074'],[' 0'], ,[' 295.839'],[' 0'],[' 33.2994'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.03289e+09'],[' 9.38617e+08'],[' 0'],[' 9.08347e+09'],[' 0'],[' 0'],[' 1800 '],[' 3140 '],[' 4750 '],[' 6101 '],[' 4 '],[' 0 ']
