Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , ,[' 2543'],[' 1278'],"[' 715.259s (Solving', ' 706.14s 1st Model', ' 6.25s Unsat', ' 36.85s)']",[' 710.969s'], ,[' 22203114'],"[' 10199136 (Analyzed', ' 10074768)']","[' 21619    (Average', ' 466.01 Last', ' 48198)']",[' 2417.2  '],"[' 1278     (Average Length', ' 603.92 Splits', ' 0)']","[' 10074768 (Deleted', ' 9889250)']","[' 42       (Ratio', '   0.00%)']","[' 2913     (Ratio', '   0.03%)']","[' 10074768 (Average Length', '   11.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10074768 (Average', '  1.97 Max', ' 2872 Sum', ' 19864914)']","[' 10074098 (Average', '  1.94 Max', ' 2872 Sum', ' 19508753 Ratio', '  98.21%)']","[' 670      (Average', ' 531.58 Max', ' 965 Sum', ' 356161 Ratio', '   1.79%)']", ,[' 101076  '],[' 4861    '],[' 101248  '],[' 55951   '],"[' 167849   (Atom=Atom', ' 52088 Body=Body', ' 30311 Other', ' 85450)']",[' Yes'],"[' 6033     (Eliminated', '    0 Frozen', ' 6033)']","[' 501      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.16786'],[' 0'], ,[' 598.763'],[' 0'],[' 9.06553'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.02214e+07'],[' 5.44363e+07'],[' 0'],[' 6.32747e+10'],[' 0'],[' 0'],[' 676 '],[' 1180 '],[' 1835 '],[' 2392 '],[' 2985 '],[' 3455 '],[' 4 '],[' 2 ']
Solving...,TA62, , ,[' 2575'],[' 1294'],"[' 534.256s (Solving', ' 525.08s 1st Model', ' 9.13s Unsat', ' 18.15s)']",[' 512.453s'], ,[' 18587638'],"[' 5862060  (Analyzed', ' 5741744)']","[' 12578    (Average', ' 456.49 Last', ' 2191)']",[' 2546.4  '],"[' 1294     (Average Length', ' 604.63 Splits', ' 0)']","[' 5741744  (Deleted', ' 5637564)']","[' 55       (Ratio', '   0.00%)']","[' 4038     (Ratio', '   0.07%)']","[' 5741744  (Average Length', '   11.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5741744  (Average', '  2.79 Max', ' 2985 Sum', ' 16045686)']","[' 5741264  (Average', '  2.75 Max', ' 2985 Sum', ' 15797913 Ratio', '  98.46%)']","[' 480      (Average', ' 516.19 Max', ' 923 Sum', ' 247773 Ratio', '   1.54%)']", ,[' 102300  '],[' 4925    '],[' 102482  '],[' 57533   '],"[' 172595   (Atom=Atom', ' 53606 Body=Body', ' 30375 Other', ' 88614)']",[' Yes'],"[' 6107     (Eliminated', '    0 Frozen', ' 6107)']","[' 647      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.15497'],[' 0'], ,[' 450.061'],[' 0'],[' 6.80284'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.14322e+07'],[' 5.44087e+07'],[' 0'],[' 3.97955e+10'],[' 0'],[' 0'],[' 641 '],[' 1280 '],[' 1848 '],[' 2474 '],[' 2984 '],[' 3534 '],[' 3 '],[' 3 ']
Solving...,TA63, , ,[' 2841'],[' 1427'],"[' 91.186s (Solving', ' 80.31s 1st Model', ' 9.25s Unsat', ' 56.57s)']",[' 90.406s'], ,[' 12696225'],"[' 3245730  (Analyzed', ' 3096955)']","[' 6756     (Average', ' 458.40 Last', ' 12161)']",[' 2695.7  '],"[' 1427     (Average Length', ' 662.09 Splits', ' 0)']","[' 3096955  (Deleted', ' 3022530)']","[' 93       (Ratio', '   0.00%)']","[' 1939     (Ratio', '   0.06%)']","[' 3096955  (Average Length', '   10.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3096955  (Average', '  3.13 Max', ' 3339 Sum', ' 9706942)']","[' 3096614  (Average', '  3.09 Max', ' 3339 Sum', ' 9584376 Ratio', '  98.74%)']","[' 341      (Average', ' 359.43 Max', ' 1043 Sum', ' 122566 Ratio', '   1.26%)']", ,[' 102020  '],[' 4841    '],[' 102303  '],[' 57388   '],"[' 172160   (Atom=Atom', ' 53545 Body=Body', ' 30291 Other', ' 88324)']",[' Yes'],"[' 6124     (Eliminated', '    0 Frozen', ' 6124)']","[' 162      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.58849'],[' 0'], ,[' 41.6431'],[' 0'],[' 1.60131'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.17588e+07'],[' 4.26312e+07'],[' 0'],[' 2.1232e+09'],[' 0'],[' 0'],[' 680 '],[' 1182 '],[' 1710 '],[' 2204 '],[' 2700 '],[' 3192 '],[' 0 '],[' 6 ']
Solving...,TA64, , ,[' 2699'],[' 1356'],"[' 252.953s (Solving', ' 243.84s 1st Model', ' 8.15s Unsat', ' 61.90s)']",[' 251.922s'], ,[' 12610924'],"[' 3790083  (Analyzed', ' 3656670)']","[' 8459     (Average', ' 432.28 Last', ' 3501)']",[' 2735.4  '],"[' 1356     (Average Length', ' 624.01 Splits', ' 0)']","[' 3656670  (Deleted', ' 3582566)']","[' 76       (Ratio', '   0.00%)']","[' 2555     (Ratio', '   0.07%)']","[' 3656670  (Average Length', '   10.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3656670  (Average', '  2.65 Max', ' 3254 Sum', ' 9686443)']","[' 3656318  (Average', '  2.60 Max', ' 3254 Sum', ' 9519406 Ratio', '  98.28%)']","[' 352      (Average', ' 474.54 Max', ' 961 Sum', ' 167037 Ratio', '   1.72%)']", ,[' 102307  '],[' 4895    '],[' 102524  '],[' 57987   '],"[' 173957   (Atom=Atom', ' 54090 Body=Body', ' 30345 Other', ' 89522)']",[' Yes'],"[' 6112     (Eliminated', '    0 Frozen', ' 6112)']","[' 297      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.23087'],[' 0'], ,[' 200.623'],[' 0'],[' 3.10822'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.32096e+07'],[' 4.24736e+07'],[' 0'],[' 2.60076e+10'],[' 0'],[' 0'],[' 686 '],[' 1246 '],[' 1709 '],[' 2196 '],[' 2771 '],[' 3225 '],[' 1 '],[' 5 ']
Solving...,TA65, , ,[' 2703'],[' 1358'],"[' 211.763s (Solving', ' 202.78s 1st Model', ' 8.13s Unsat', ' 19.61s)']",[' 210.828s'], ,[' 10423891'],"[' 2756567  (Analyzed', ' 2610899)']","[' 6423     (Average', ' 406.49 Last', ' 38086)']",[' 2551.3  '],"[' 1358     (Average Length', ' 632.27 Splits', ' 0)']","[' 2610899  (Deleted', ' 2549744)']","[' 74       (Ratio', '   0.00%)']","[' 2527     (Ratio', '   0.10%)']","[' 2610899  (Average Length', '   10.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2610899  (Average', '  3.00 Max', ' 3098 Sum', ' 7834695)']","[' 2610420  (Average', '  2.91 Max', ' 3098 Sum', ' 7604754 Ratio', '  97.07%)']","[' 479      (Average', ' 480.04 Max', ' 1006 Sum', ' 229941 Ratio', '   2.93%)']", ,[' 101708  '],[' 4857    '],[' 101933  '],[' 56899   '],"[' 170693   (Atom=Atom', ' 53040 Body=Body', ' 30307 Other', ' 87346)']",[' Yes'],"[' 6082     (Eliminated', '    0 Frozen', ' 6082)']","[' 362      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.15979'],[' 0'], ,[' 168.149'],[' 0'],[' 2.60502'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.54467e+07'],[' 3.7289e+07'],[' 0'],[' 1.98525e+10'],[' 0'],[' 0'],[' 608 '],[' 1089 '],[' 1596 '],[' 2170 '],[' 2673 '],[' 3174 '],[' 1 '],[' 5 ']
Solving...,TA66, , ,[' 2831'],[' 1422'],"[' 206.686s (Solving', ' 197.64s 1st Model', ' 8.69s Unsat', ' 9.95s)']",[' 205.625s'], ,[' 25260707'],"[' 10477606 (Analyzed', ' 10337725)']","[' 18479    (Average', ' 559.43 Last', ' 16784)']",[' 2653.1  '],"[' 1422     (Average Length', ' 656.27 Splits', ' 0)']","[' 10337725 (Deleted', ' 10195164)']","[' 55       (Ratio', '   0.00%)']","[' 2758     (Ratio', '   0.03%)']","[' 10337725 (Average Length', '   12.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10337725 (Average', '  2.14 Max', ' 3249 Sum', ' 22132436)']","[' 10337369 (Average', '  2.13 Max', ' 3249 Sum', ' 21995162 Ratio', '  99.38%)']","[' 356      (Average', ' 385.60 Max', ' 863 Sum', ' 137274 Ratio', '   0.62%)']", ,[' 102764  '],[' 4941    '],[' 103031  '],[' 57865   '],"[' 173591   (Atom=Atom', ' 53922 Body=Body', ' 30391 Other', ' 89278)']",[' Yes'],"[' 6208     (Eliminated', '    0 Frozen', ' 6208)']","[' 380      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.25961'],[' 0'], ,[' 109.041'],[' 0'],[' 3.45808'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.58731e+07'],[' 5.90866e+07'],[' 0'],[' 6.55248e+09'],[' 0'],[' 0'],[' 740 '],[' 1255 '],[' 1815 '],[' 2387 '],[' 2960 '],[' 3457 '],[' 1 '],[' 5 ']
Solving...,TA67, , ,[' 2689'],[' 1351'],"[' 225.611s (Solving', ' 217.10s 1st Model', ' 7.51s Unsat', ' 32.90s)']",[' 224.406s'], ,[' 22594536'],"[' 10941046 (Analyzed', ' 10817808)']","[' 19280    (Average', ' 561.09 Last', ' 2431)']",[' 2536.3  '],"[' 1351     (Average Length', ' 635.14 Splits', ' 0)']","[' 10817808 (Deleted', ' 10647394)']","[' 72       (Ratio', '   0.00%)']","[' 2503     (Ratio', '   0.02%)']","[' 10817808 (Average Length', '   10.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10817808 (Average', '  1.83 Max', ' 3302 Sum', ' 19784634)']","[' 10817440 (Average', '  1.82 Max', ' 3302 Sum', ' 19646630 Ratio', '  99.30%)']","[' 368      (Average', ' 375.01 Max', ' 1046 Sum', ' 138004 Ratio', '   0.70%)']", ,[' 102370  '],[' 4928    '],[' 102598  '],[' 57575   '],"[' 172721   (Atom=Atom', ' 53645 Body=Body', ' 30378 Other', ' 88698)']",[' Yes'],"[' 6156     (Eliminated', '    0 Frozen', ' 6156)']","[' 275      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.05391'],[' 0'], ,[' 126.561'],[' 0'],[' 3.81215'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.49087e+07'],[' 4.91233e+07'],[' 0'],[' 9.76945e+09'],[' 0'],[' 0'],[' 712 '],[' 1219 '],[' 1789 '],[' 2407 '],[' 2962 '],[' 3447 '],[' 1 '],[' 5 ']
Solving...,TA68, , ,[' 2565'],[' 1289'],"[' 372.393s (Solving', ' 364.00s 1st Model', ' 7.86s Unsat', ' 18.26s)']",[' 369.438s'], ,[' 23481930'],"[' 11098085 (Analyzed', ' 10978180)']","[' 20988    (Average', ' 523.07 Last', ' 93739)']",[' 2592.4  '],"[' 1289     (Average Length', ' 598.30 Splits', ' 0)']","[' 10978180 (Deleted', ' 10832289)']","[' 80       (Ratio', '   0.00%)']","[' 2593     (Ratio', '   0.02%)']","[' 10978180 (Average Length', '   11.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10978180 (Average', '  1.88 Max', ' 3211 Sum', ' 20667357)']","[' 10977824 (Average', '  1.87 Max', ' 3211 Sum', ' 20532833 Ratio', '  99.35%)']","[' 356      (Average', ' 377.88 Max', ' 960 Sum', ' 134524 Ratio', '   0.65%)']", ,[' 101655  '],[' 4831    '],[' 101827  '],[' 57046   '],"[' 171134   (Atom=Atom', ' 53213 Body=Body', ' 30281 Other', ' 87640)']",[' Yes'],"[' 6003     (Eliminated', '    0 Frozen', ' 6003)']","[' 354      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.04047'],[' 0'], ,[' 261.831'],[' 0'],[' 5.68952'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.98512e+07'],[' 5.26022e+07'],[' 0'],[' 2.47203e+10'],[' 0'],[' 0'],[' 601 '],[' 1132 '],[' 1746 '],[' 2236 '],[' 2763 '],[' 3251 '],[' 2 '],[' 4 ']
Solving...,TA69, , ,[' 3085'],[' 1549'],"[' 282.209s (Solving', ' 272.37s 1st Model', ' 15.51s Unsat', ' 77.93s)']",[' 280.906s'], ,[' 30346666'],"[' 11950286 (Analyzed', ' 11830875)']","[' 20742    (Average', ' 570.38 Last', ' 921653)']",[' 2615.7  '],"[' 1549     (Average Length', ' 707.45 Splits', ' 0)']","[' 11830875 (Deleted', ' 11658839)']","[' 76       (Ratio', '   0.00%)']","[' 3694     (Ratio', '   0.03%)']","[' 11830875 (Average Length', '   12.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11830875 (Average', '  2.29 Max', ' 3085 Sum', ' 27134202)']","[' 11830449 (Average', '  2.28 Max', ' 3085 Sum', ' 26950356 Ratio', '  99.32%)']","[' 426      (Average', ' 431.56 Max', ' 1105 Sum', ' 183846 Ratio', '   0.68%)']", ,[' 102204  '],[' 4897    '],[' 102580  '],[' 57312   '],"[' 171932   (Atom=Atom', ' 53413 Body=Body', ' 30347 Other', ' 88172)']",[' Yes'],"[' 6273     (Eliminated', '    0 Frozen', ' 6273)']","[' 559      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.39712'],[' 0'], ,[' 177.613'],[' 0'],[' 4.8746'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.96335e+07'],[' 6.51703e+07'],[' 0'],[' 1.24655e+10'],[' 0'],[' 0'],[' 915 '],[' 1402 '],[' 1981 '],[' 2471 '],[' 3013 '],[' 3565 '],[' 1 '],[' 5 ']
Solving...,TA70, , ,[' 2855'],[' 1434'],"[' 359.272s (Solving', ' 350.48s 1st Model', ' 7.08s Unsat', ' 2.28s)']",[' 358.094s'], ,[' 35483366'],"[' 13633683 (Analyzed', ' 13515561)']","[' 25107    (Average', ' 538.32 Last', ' 138368)']",[' 2470.4  '],"[' 1434     (Average Length', ' 658.74 Splits', ' 0)']","[' 13515561 (Deleted', ' 13314453)']","[' 100      (Ratio', '   0.00%)']","[' 3810     (Ratio', '   0.03%)']","[' 13515561 (Average Length', '   11.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13515561 (Average', '  2.41 Max', ' 3226 Sum', ' 32569594)']","[' 13515207 (Average', '  2.40 Max', ' 3086 Sum', ' 32413013 Ratio', '  99.52%)']","[' 354      (Average', ' 442.32 Max', ' 1065 Sum', ' 156581 Ratio', '   0.48%)']", ,[' 102242  '],[' 4911    '],[' 102524  '],[' 57281   '],"[' 171839   (Atom=Atom', ' 53368 Body=Body', ' 30361 Other', ' 88110)']",[' Yes'],"[' 6193     (Eliminated', '    0 Frozen', ' 6193)']","[' 674      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.05692'],[' 0'], ,[' 244.666'],[' 0'],[' 5.90404'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.14006e+08'],[' 7.65267e+07'],[' 0'],[' 1.77709e+10'],[' 0'],[' 0'],[' 774 '],[' 1429 '],[' 2111 '],[' 2737 '],[' 3281 '],[' 3848 '],[' 2 '],[' 4 ']
