Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 
Solving...,TA41, ,[' 1'],[' 5629+'],[' 2816'],"[' 926.273s (Solving', ' 909.04s 1st Model', ' 877.23s Unsat', ' 0.00s)']",[' 924.672s'], ,[' 539759847'],"[' 2889575  (Analyzed', ' 2549516)']","[' 8681     (Average', ' 293.69 Last', ' 225512)']",[' 9723.7  '],"[' 2816     (Average Length', ' 1407.50 Splits', ' 0)']","[' 2549516  (Deleted', ' 2505017)']","[' 555      (Ratio', '   0.02%)']","[' 39504    (Ratio', '   1.55%)']","[' 2549516  (Average Length', '   26.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2549516  (Average', ' 202.23 Max', ' 8650 Sum', ' 515587023)']","[' 2549516  (Average', ' 202.23 Max', ' 8650 Sum', ' 515587023 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 53525   '],[' 9300    '],[' 55739   '],[' 38785   '],"[' 116351   (Atom=Atom', ' 30083 Body=Body', ' 18570 Other', ' 67698)']",[' Yes'],"[' 12114    (Eliminated', '    0 Frozen', ' 12114)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.43977'],[' 0'], ,[' 299.712'],[' 0'],[' 32.0555'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.97878e+09'],[' 1.79359e+09'],[' 0'],[' 9.68982e+09'],[' 0'],[' 0'],[' 2531 ']
Solving...,TA42, ,[' 1'],[' 4733+'],[' 2368'],"[' 925.270s (Solving', ' 911.10s 1st Model', ' 823.07s Unsat', ' 0.00s)']",[' 923.438s'], ,[' 543383099'],"[' 2913840  (Analyzed', ' 2558955)']","[' 8969     (Average', ' 285.31 Last', ' 194032)']",[' 9519.1  '],"[' 2368     (Average Length', ' 1183.50 Splits', ' 0)']","[' 2558955  (Deleted', ' 2512668)']","[' 581      (Ratio', '   0.02%)']","[' 39490    (Ratio', '   1.54%)']","[' 2558955  (Average Length', '   24.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2558955  (Average', ' 204.33 Max', ' 8645 Sum', ' 522869940)']","[' 2558955  (Average', ' 204.33 Max', ' 8645 Sum', ' 522869940 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 53077   '],[' 9300    '],[' 54843   '],[' 38337   '],"[' 115007   (Atom=Atom', ' 29635 Body=Body', ' 18570 Other', ' 66802)']",[' Yes'],"[' 11666    (Eliminated', '    0 Frozen', ' 11666)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.8888'],[' 0'], ,[' 302.659'],[' 0'],[' 33.0016'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.00825e+09'],[' 1.8306e+09'],[' 0'],[' 9.52804e+09'],[' 0'],[' 0'],[' 2423 ']
Solving...,TA43, ,[' 1'],[' 5707+'],[' 2855'],"[' 926.333s (Solving', ' 909.02s 1st Model', ' 865.83s Unsat', ' 0.00s)']",[' 924.328s'], ,[' 538829527'],"[' 2904053  (Analyzed', ' 2592926)']","[' 9024     (Average', ' 287.34 Last', ' 199568)']",[' 9709.9  '],"[' 2855     (Average Length', ' 1427.00 Splits', ' 0)']","[' 2592926  (Deleted', ' 2546431)']","[' 532      (Ratio', '   0.02%)']","[' 37454    (Ratio', '   1.44%)']","[' 2592926  (Average Length', '   25.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2592926  (Average', ' 198.40 Max', ' 8614 Sum', ' 514440409)']","[' 2592926  (Average', ' 198.40 Max', ' 8614 Sum', ' 514440409 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 53564   '],[' 9300    '],[' 55817   '],[' 38824   '],"[' 116468   (Atom=Atom', ' 30122 Body=Body', ' 18570 Other', ' 67776)']",[' Yes'],"[' 12153    (Eliminated', '    0 Frozen', ' 12153)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.49657'],[' 0'], ,[' 301.253'],[' 0'],[' 32.5033'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.99766e+09'],[' 1.81279e+09'],[' 0'],[' 9.60613e+09'],[' 0'],[' 0'],[' 2338 ']
Solving...,TA44, ,[' 1'],[' 4575+'],[' 2289'],"[' 925.397s (Solving', ' 911.81s 1st Model', ' 855.36s Unsat', ' 0.00s)']",[' 923.719s'], ,[' 537350591'],"[' 2949396  (Analyzed', ' 2534527)']","[' 8394     (Average', ' 301.95 Last', ' 334145)']",[' 9430.5  '],"[' 2289     (Average Length', ' 1144.00 Splits', ' 0)']","[' 2534527  (Deleted', ' 2485607)']","[' 625      (Ratio', '   0.02%)']","[' 41127    (Ratio', '   1.62%)']","[' 2534527  (Average Length', '   26.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2534527  (Average', ' 204.21 Max', ' 8630 Sum', ' 517568139)']","[' 2534526  (Average', ' 204.21 Max', ' 8630 Sum', ' 517567810 Ratio', ' 100.00%)']","[' 1        (Average', ' 329.00 Max', ' 329 Sum', '    329 Ratio', '   0.00%)']", ,[' 52998   '],[' 9300    '],[' 54685   '],[' 38258   '],"[' 114770   (Atom=Atom', ' 29556 Body=Body', ' 18570 Other', ' 66644)']",[' Yes'],"[' 11587    (Eliminated', '    0 Frozen', ' 11587)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.76783'],[' 0'], ,[' 301.282'],[' 0'],[' 32.4316'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.0319e+09'],[' 1.85353e+09'],[' 0'],[' 9.74085e+09'],[' 0'],[' 0'],[' 2516 ']
Solving...,TA45, ,[' 1'],[' 4997+'],[' 2500'],"[' 925.368s (Solving', ' 910.98s 1st Model', ' 862.24s Unsat', ' 0.00s)']",[' 923.875s'], ,[' 535681621'],"[' 2904025  (Analyzed', ' 2569649)']","[' 8584     (Average', ' 299.35 Last', ' 215447)']",[' 9624.7  '],"[' 2500     (Average Length', ' 1249.50 Splits', ' 0)']","[' 2569649  (Deleted', ' 2526080)']","[' 533      (Ratio', '   0.02%)']","[' 38098    (Ratio', '   1.48%)']","[' 2569649  (Average Length', '   26.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2569649  (Average', ' 200.03 Max', ' 8648 Sum', ' 513996183)']","[' 2569649  (Average', ' 200.03 Max', ' 8648 Sum', ' 513996183 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 53209   '],[' 9300    '],[' 55107   '],[' 38469   '],"[' 115403   (Atom=Atom', ' 29767 Body=Body', ' 18570 Other', ' 67066)']",[' Yes'],"[' 11798    (Eliminated', '    0 Frozen', ' 11798)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.03841'],[' 0'], ,[' 300.81'],[' 0'],[' 32.2905'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.03303e+09'],[' 1.84734e+09'],[' 0'],[' 9.61388e+09'],[' 0'],[' 0'],[' 2469 ']
Solving...,TA46, ,[' 1'],[' 4407+'],[' 2205'],"[' 924.344s (Solving', ' 911.97s 1st Model', ' 841.60s Unsat', ' 0.00s)']",[' 922.734s'], ,[' 534925642'],"[' 2815656  (Analyzed', ' 2570086)']","[' 8262     (Average', ' 311.07 Last', ' 208549)']",[' 9458.2  '],"[' 2205     (Average Length', ' 1102.00 Splits', ' 0)']","[' 2570086  (Deleted', ' 2522594)']","[' 614      (Ratio', '   0.02%)']","[' 41959    (Ratio', '   1.63%)']","[' 2570086  (Average Length', '   27.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2570086  (Average', ' 200.71 Max', ' 8639 Sum', ' 515842227)']","[' 2570085  (Average', ' 200.71 Max', ' 8639 Sum', ' 515841896 Ratio', ' 100.00%)']","[' 1        (Average', ' 331.00 Max', ' 331 Sum', '    331 Ratio', '   0.00%)']", ,[' 52914   '],[' 9300    '],[' 54517   '],[' 38174   '],"[' 114518   (Atom=Atom', ' 29472 Body=Body', ' 18570 Other', ' 66476)']",[' Yes'],"[' 11503    (Eliminated', '    0 Frozen', ' 11503)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.65731'],[' 0'], ,[' 300.391'],[' 0'],[' 32.1939'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.03356e+09'],[' 1.85419e+09'],[' 0'],[' 9.75569e+09'],[' 0'],[' 0'],[' 2507 ']
Solving...,TA47, ,[' 1'],[' 5267+'],[' 2635'],"[' 925.548s (Solving', ' 909.57s 1st Model', ' 851.30s Unsat', ' 0.00s)']",[' 921.594s'], ,[' 497332321'],"[' 2599270  (Analyzed', ' 2310453)']","[' 8127     (Average', ' 284.29 Last', ' 200886)']",[' 9662.3  '],"[' 2635     (Average Length', ' 1317.00 Splits', ' 0)']","[' 2310453  (Deleted', ' 2267758)']","[' 464      (Ratio', '   0.02%)']","[' 35553    (Ratio', '   1.54%)']","[' 2310453  (Average Length', '   24.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2310453  (Average', ' 205.45 Max', ' 8640 Sum', ' 474671052)']","[' 2310453  (Average', ' 205.45 Max', ' 8640 Sum', ' 474671052 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 53344   '],[' 9300    '],[' 55377   '],[' 38604   '],"[' 115808   (Atom=Atom', ' 29902 Body=Body', ' 18570 Other', ' 67336)']",[' Yes'],"[' 11933    (Eliminated', '    0 Frozen', ' 11933)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.1817'],[' 0'], ,[' 302.841'],[' 0'],[' 31.3969'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.73617e+09'],[' 1.57181e+09'],[' 0'],[' 8.45274e+09'],[' 0'],[' 0'],[' 2369 ']
Solving...,TA48, ,[' 1'],[' 4509+'],[' 2256'],"[' 925.096s (Solving', ' 910.06s 1st Model', ' 830.79s Unsat', ' 0.00s)']",[' 921.641s'], ,[' 460857006'],"[' 2283762  (Analyzed', ' 2031087)']","[' 7135     (Average', ' 284.67 Last', ' 96240)']",[' 9509.3  '],"[' 2256     (Average Length', ' 1127.50 Splits', ' 0)']","[' 2031087  (Deleted', ' 1987915)']","[' 500      (Ratio', '   0.02%)']","[' 38533    (Ratio', '   1.90%)']","[' 2031087  (Average Length', '   26.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2031087  (Average', ' 217.30 Max', ' 8610 Sum', ' 441347179)']","[' 2031087  (Average', ' 217.30 Max', ' 8610 Sum', ' 441347179 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 52965   '],[' 9300    '],[' 54619   '],[' 38225   '],"[' 114671   (Atom=Atom', ' 29523 Body=Body', ' 18570 Other', ' 66578)']",[' Yes'],"[' 11554    (Eliminated', '    0 Frozen', ' 11554)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.10783'],[' 0'], ,[' 298.016'],[' 0'],[' 30.7608'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.62383e+09'],[' 1.47703e+09'],[' 0'],[' 7.60151e+09'],[' 0'],[' 0'],[' 2452 ']
Solving...,TA49, ,[' 1'],[' 4907+'],[' 2455'],"[' 925.536s (Solving', ' 908.88s 1st Model', ' 869.92s Unsat', ' 0.00s)']",[' 922.063s'], ,[' 446800379'],"[' 2256438  (Analyzed', ' 1993707)']","[' 6844     (Average', ' 291.31 Last', ' 209238)']",[' 9624.2  '],"[' 2455     (Average Length', ' 1227.00 Splits', ' 0)']","[' 1993707  (Deleted', ' 1947086)']","[' 534      (Ratio', '   0.03%)']","[' 40264    (Ratio', '   2.02%)']","[' 1993707  (Average Length', '   27.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1993707  (Average', ' 213.47 Max', ' 8651 Sum', ' 425592109)']","[' 1993707  (Average', ' 213.47 Max', ' 8651 Sum', ' 425592109 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 53164   '],[' 9300    '],[' 55017   '],[' 38424   '],"[' 115268   (Atom=Atom', ' 29722 Body=Body', ' 18570 Other', ' 66976)']",[' Yes'],"[' 11753    (Eliminated', '    0 Frozen', ' 11753)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.38646'],[' 0'], ,[' 294.947'],[' 0'],[' 29.9762'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.62197e+09'],[' 1.47994e+09'],[' 0'],[' 7.53759e+09'],[' 0'],[' 0'],[' 2525 ']
Solving...,TA50, ,[' 1'],[' 5563+'],[' 2783'],"[' 926.213s (Solving', ' 907.01s 1st Model', ' 870.53s Unsat', ' 0.00s)']",[' 922.625s'], ,[' 469613164'],"[' 2503917  (Analyzed', ' 2104831)']","[' 7950     (Average', ' 264.76 Last', ' 158415)']",[' 9729.8  '],"[' 2783     (Average Length', ' 1391.00 Splits', ' 0)']","[' 2104831  (Deleted', ' 2063073)']","[' 489      (Ratio', '   0.02%)']","[' 36861    (Ratio', '   1.75%)']","[' 2104831  (Average Length', '   25.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2104831  (Average', ' 211.73 Max', ' 8647 Sum', ' 445651270)']","[' 2104831  (Average', ' 211.73 Max', ' 8647 Sum', ' 445651270 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 53492   '],[' 9300    '],[' 55673   '],[' 38752   '],"[' 116252   (Atom=Atom', ' 30050 Body=Body', ' 18570 Other', ' 67632)']",[' Yes'],"[' 12081    (Eliminated', '    0 Frozen', ' 12081)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.84315'],[' 0'], ,[' 302.615'],[' 0'],[' 30.8318'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.59515e+09'],[' 1.44556e+09'],[' 0'],[' 7.85817e+09'],[' 0'],[' 0'],[' 2437 ']
