Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , ,[' 2573'],[' 1293'],"[' 469.673s (Solving', ' 460.95s 1st Model', ' 6.39s Unsat', ' 277.84s)']",[' 467.484s'], ,[' 29384287'],"[' 14252453 (Analyzed', ' 14158982)']","[' 25661    (Average', ' 551.77 Last', ' 280872)']",[' 2351.1  '],"[' 1293     (Average Length', ' 608.33 Splits', ' 0)']","[' 14158982 (Deleted', ' 13911881)']","[' 92       (Ratio', '   0.00%)']","[' 3787     (Ratio', '   0.03%)']","[' 14158982 (Average Length', '   11.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14158982 (Average', '  1.91 Max', ' 2957 Sum', ' 26984068)']","[' 14158466 (Average', '  1.89 Max', ' 2957 Sum', ' 26740373 Ratio', '  99.10%)']","[' 516      (Average', ' 472.28 Max', ' 1006 Sum', ' 243695 Ratio', '   0.90%)']", ,[' 101420  '],[' 4832    '],[' 101595  '],[' 56207   '],"[' 168617   (Atom=Atom', ' 52373 Body=Body', ' 30282 Other', ' 85962)']",[' Yes'],"[' 6007     (Eliminated', '    0 Frozen', ' 6007)']","[' 530      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.11645'],[' 0'], ,[' 336.257'],[' 0'],[' 6.99062'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.82944e+07'],[' 6.16353e+07'],[' 0'],[' 3.0489e+10'],[' 0'],[' 0'],[' 682 '],[' 1246 '],[' 1995 '],[' 2631 '],[' 3113 '],[' 3530 '],[' 1 '],[' 5 ']
Solving...,TA62, , ,[' 2613'],[' 1313'],"[' 582.598s (Solving', ' 574.34s 1st Model', ' 9.18s Unsat', ' 64.95s)']",[' 579.219s'], ,[' 24254689'],"[' 8152977  (Analyzed', ' 8044310)']","[' 16368    (Average', ' 491.47 Last', ' 208936)']",[' 2400.6  '],"[' 1313     (Average Length', ' 612.35 Splits', ' 0)']","[' 8044310  (Deleted', ' 7918203)']","[' 52       (Ratio', '   0.00%)']","[' 4406     (Ratio', '   0.05%)']","[' 8044310  (Average Length', '   12.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8044310  (Average', '  2.72 Max', ' 2900 Sum', ' 21863296)']","[' 8043835  (Average', '  2.68 Max', ' 2900 Sum', ' 21562389 Ratio', '  98.62%)']","[' 475      (Average', ' 633.49 Max', ' 998 Sum', ' 300907 Ratio', '   1.38%)']", ,[' 101686  '],[' 4873    '],[' 101880  '],[' 56990   '],"[' 170966   (Atom=Atom', ' 53115 Body=Body', ' 30323 Other', ' 87528)']",[' Yes'],"[' 6067     (Eliminated', '    0 Frozen', ' 6067)']","[' 709      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.01311'],[' 0'], ,[' 490.65'],[' 0'],[' 7.48736'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.34928e+07'],[' 6.00625e+07'],[' 0'],[' 5.34182e+10'],[' 0'],[' 0'],[' 683 '],[' 1299 '],[' 2021 '],[' 2503 '],[' 3084 '],[' 3532 '],[' 3 '],[' 3 ']
Solving...,TA63, , ,[' 2871'],[' 1442'],"[' 130.686s (Solving', ' 120.31s 1st Model', ' 8.03s Unsat', ' 98.17s)']",[' 129.734s'], ,[' 8023461 '],"[' 829975   (Analyzed', ' 709954)']","[' 2419     (Average', ' 293.49 Last', ' 16475)']",[' 2689.9  '],"[' 1442     (Average Length', ' 664.93 Splits', ' 0)']","[' 709954   (Deleted', ' 685083)']","[' 72       (Ratio', '   0.01%)']","[' 2180     (Ratio', '   0.31%)']","[' 709954   (Average Length', '    9.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 709954   (Average', '  7.22 Max', ' 3382 Sum', ' 5127495)']","[' 709669   (Average', '  7.00 Max', ' 3382 Sum', ' 4972319 Ratio', '  96.97%)']","[' 285      (Average', ' 544.48 Max', ' 1062 Sum', ' 155176 Ratio', '   3.03%)']", ,[' 102206  '],[' 4868    '],[' 102479  '],[' 57992   '],"[' 173972   (Atom=Atom', ' 54122 Body=Body', ' 30318 Other', ' 89532)']",[' Yes'],"[' 6141     (Eliminated', '    0 Frozen', ' 6141)']","[' 167      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.49882'],[' 0'], ,[' 98.746'],[' 0'],[' 1.59482'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.85802e+07'],[' 3.49642e+07'],[' 0'],[' 1.28972e+10'],[' 0'],[' 0'],[' 687 '],[' 1302 '],[' 1790 '],[' 2315 '],[' 2872 '],[' 3269 '],[' 0 '],[' 6 ']
Solving...,TA64, , ,[' 2549'],[' 1281'],"[' 525.559s (Solving', ' 516.72s 1st Model', ' 8.11s Unsat', ' 3.23s)']",[' 522.672s'], ,[' 35333634'],"[' 15499665 (Analyzed', ' 15418414)']","[' 28159    (Average', ' 547.55 Last', ' 268583)']",[' 2521.4  '],"[' 1281     (Average Length', ' 584.49 Splits', ' 0)']","[' 15418414 (Deleted', ' 15173906)']","[' 53       (Ratio', '   0.00%)']","[' 3570     (Ratio', '   0.02%)']","[' 15418414 (Average Length', '   11.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15418414 (Average', '  2.11 Max', ' 2994 Sum', ' 32567044)']","[' 15417967 (Average', '  2.10 Max', ' 2994 Sum', ' 32371220 Ratio', '  99.40%)']","[' 447      (Average', ' 438.09 Max', ' 937 Sum', ' 195824 Ratio', '   0.60%)']", ,[' 101749  '],[' 4858    '],[' 101864  '],[' 56775   '],"[' 170321   (Atom=Atom', ' 52915 Body=Body', ' 30308 Other', ' 87098)']",[' Yes'],"[' 5973     (Eliminated', '    0 Frozen', ' 5973)']","[' 633      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.25605'],[' 0'], ,[' 381.474'],[' 0'],[' 7.81595'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.15742e+08'],[' 7.46672e+07'],[' 0'],[' 3.14109e+10'],[' 0'],[' 0'],[' 918 '],[' 1676 '],[' 2153 '],[' 2636 '],[' 3144 '],[' 3501 '],[' 3 '],[' 3 ']
Solving...,TA65, , ,[' 2661'],[' 1337'],"[' 291.291s (Solving', ' 282.24s 1st Model', ' 25.60s Unsat', ' 245.15s)']",[' 289.516s'], ,[' 21844856'],"[' 7877524  (Analyzed', ' 7781389)']","[' 15691    (Average', ' 495.91 Last', ' 151362)']",[' 2357.7  '],"[' 1337     (Average Length', ' 613.36 Splits', ' 0)']","[' 7781389  (Deleted', ' 7630143)']","[' 132      (Ratio', '   0.00%)']","[' 4474     (Ratio', '   0.06%)']","[' 7781389  (Average Length', '   11.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7781389  (Average', '  2.50 Max', ' 2955 Sum', ' 19435756)']","[' 7780903  (Average', '  2.47 Max', ' 2955 Sum', ' 19223035 Ratio', '  98.91%)']","[' 486      (Average', ' 437.70 Max', ' 1000 Sum', ' 212721 Ratio', '   1.09%)']", ,[' 101605  '],[' 4868    '],[' 101802  '],[' 56537   '],"[' 169607   (Atom=Atom', ' 52667 Body=Body', ' 30318 Other', ' 86622)']",[' Yes'],"[' 6065     (Eliminated', '    0 Frozen', ' 6065)']","[' 656      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.10749'],[' 0'], ,[' 198.803'],[' 0'],[' 3.8974'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.35872e+07'],[' 5.9031e+07'],[' 0'],[' 1.91219e+10'],[' 0'],[' 0'],[' 686 '],[' 1209 '],[' 1834 '],[' 2332 '],[' 2868 '],[' 3292 '],[' 0 '],[' 6 ']
Solving...,TA66, , ,[' 2997'],[' 1505'],"[' 53.863s (Solving', ' 44.36s 1st Model', ' 19.88s Unsat', ' 10.60s)']",[' 53.141s'], ,[' 8870064 '],"[' 435154   (Analyzed', ' 263663)']","[' 1436     (Average', ' 183.61 Last', ' 31110)']",[' 2675.5  '],"[' 1505     (Average Length', ' 689.45 Splits', ' 0)']","[' 263663   (Deleted', ' 242481)']","[' 101      (Ratio', '   0.04%)']","[' 3258     (Ratio', '   1.24%)']","[' 263663   (Average Length', '    8.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 263663   (Average', ' 22.27 Max', ' 3244 Sum', ' 5872664)']","[' 263355   (Average', ' 21.63 Max', ' 3244 Sum', ' 5703699 Ratio', '  97.12%)']","[' 308      (Average', ' 548.59 Max', ' 1110 Sum', ' 168965 Ratio', '   2.88%)']", ,[' 102728  '],[' 4860    '],[' 103045  '],[' 58257   '],"[' 174767   (Atom=Atom', ' 54395 Body=Body', ' 30310 Other', ' 90062)']",[' Yes'],"[' 6177     (Eliminated', '    0 Frozen', ' 6177)']","[' 260      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.39051'],[' 0'], ,[' 26.8254'],[' 0'],[' 0.827715'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.13166e+07'],[' 3.77277e+07'],[' 0'],[' 2.42655e+09'],[' 0'],[' 0'],[' 719 '],[' 1263 '],[' 1720 '],[' 2189 '],[' 2766 '],[' 3196 '],[' 0 '],[' 6 ']
Solving...,TA67, , ,[' 2745'],[' 1379'],"[' 38.103s (Solving', ' 29.18s 1st Model', ' 8.66s Unsat', ' 8.13s)']",[' 37.531s'], ,[' 7211464 '],"[' 536048   (Analyzed', ' 370145)']","[' 1544     (Average', ' 239.73 Last', ' 22738)']",[' 2743.9  '],"[' 1379     (Average Length', ' 633.03 Splits', ' 0)']","[' 370145   (Deleted', ' 353502)']","[' 99       (Ratio', '   0.03%)']","[' 2024     (Ratio', '   0.55%)']","[' 370145   (Average Length', '    9.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 370145   (Average', ' 11.45 Max', ' 3511 Sum', ' 4239106)']","[' 369926   (Average', ' 11.17 Max', ' 3511 Sum', ' 4135071 Ratio', '  97.55%)']","[' 219      (Average', ' 475.05 Max', ' 1006 Sum', ' 104035 Ratio', '   2.45%)']", ,[' 102862  '],[' 4872    '],[' 103083  '],[' 58785   '],"[' 176351   (Atom=Atom', ' 54911 Body=Body', ' 30322 Other', ' 91118)']",[' Yes'],"[' 6093     (Eliminated', '    0 Frozen', ' 6093)']","[' 54       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.24967'],[' 0'], ,[' 14.1728'],[' 0'],[' 0.599858'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.55477e+07'],[' 3.2819e+07'],[' 0'],[' 9.13268e+08'],[' 0'],[' 0'],[' 754 '],[' 1331 '],[' 2017 '],[' 2483 '],[' 2922 '],[' 3337 '],[' 0 '],[' 6 ']
Solving...,TA68, , ,[' 2667'],[' 1340'],"[' 248.557s (Solving', ' 239.54s 1st Model', ' 8.63s Unsat', ' 59.32s)']",[' 246.938s'], ,[' 10748605'],"[' 2019472  (Analyzed', ' 1891063)']","[' 5039     (Average', ' 375.29 Last', ' 3863)']",[' 2550.6  '],"[' 1340     (Average Length', ' 619.18 Splits', ' 0)']","[' 1891063  (Deleted', ' 1839449)']","[' 75       (Ratio', '   0.00%)']","[' 2696     (Ratio', '   0.14%)']","[' 1891063  (Average Length', '   10.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1891063  (Average', '  4.31 Max', ' 3205 Sum', ' 8157939)']","[' 1890718  (Average', '  4.22 Max', ' 3205 Sum', ' 7983996 Ratio', '  97.87%)']","[' 345      (Average', ' 504.18 Max', ' 1022 Sum', ' 173943 Ratio', '   2.13%)']", ,[' 101826  '],[' 4825    '],[' 102025  '],[' 57211   '],"[' 171629   (Atom=Atom', ' 53384 Body=Body', ' 30275 Other', ' 87970)']",[' Yes'],"[' 6024     (Eliminated', '    0 Frozen', ' 6024)']","[' 267      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.16927'],[' 0'], ,[' 206.782'],[' 0'],[' 3.05788'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.64869e+07'],[' 3.98875e+07'],[' 0'],[' 2.66497e+10'],[' 0'],[' 0'],[' 668 '],[' 1156 '],[' 1777 '],[' 2306 '],[' 2799 '],[' 3251 '],[' 1 '],[' 5 ']
Solving...,TA69, , ,[' 2761'],[' 1387'],"[' 382.239s (Solving', ' 373.79s 1st Model', ' 7.33s Unsat', ' 24.79s)']",[' 380.047s'], ,[' 33810846'],"[' 14262865 (Analyzed', ' 14108328)']","[' 25149    (Average', ' 560.99 Last', ' 453441)']",[' 2387.9  '],"[' 1387     (Average Length', ' 639.49 Splits', ' 0)']","[' 14108328 (Deleted', ' 13920168)']","[' 64       (Ratio', '   0.00%)']","[' 4218     (Ratio', '   0.03%)']","[' 14108328 (Average Length', '   12.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14108328 (Average', '  2.20 Max', ' 3064 Sum', ' 31033111)']","[' 14107956 (Average', '  2.19 Max', ' 3064 Sum', ' 30868098 Ratio', '  99.47%)']","[' 372      (Average', ' 443.58 Max', ' 2051 Sum', ' 165013 Ratio', '   0.53%)']", ,[' 102157  '],[' 4890    '],[' 102389  '],[' 56967   '],"[' 170897   (Atom=Atom', ' 53075 Body=Body', ' 30340 Other', ' 87482)']",[' Yes'],"[' 6122     (Eliminated', '    0 Frozen', ' 6122)']","[' 612      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.05629'],[' 0'], ,[' 253.211'],[' 0'],[' 5.62425'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.13809e+08'],[' 7.43373e+07'],[' 0'],[' 1.95929e+10'],[' 0'],[' 0'],[' 908 '],[' 1475 '],[' 2085 '],[' 2653 '],[' 3199 '],[' 3652 '],[' 2 '],[' 4 ']
Solving...,TA70, , ,[' 3037'],[' 1525'],"[' 297.014s (Solving', ' 287.38s 1st Model', ' 9.95s Unsat', ' 99.51s)']",[' 295.500s'], ,[' 15229882'],"[' 4451877  (Analyzed', ' 4269386)']","[' 9625     (Average', ' 443.57 Last', ' 9449)']",[' 2648.4  '],"[' 1525     (Average Length', ' 712.73 Splits', ' 0)']","[' 4269386  (Deleted', ' 4185483)']","[' 121      (Ratio', '   0.00%)']","[' 3562     (Ratio', '   0.08%)']","[' 4269386  (Average Length', '   11.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4269386  (Average', '  2.84 Max', ' 3167 Sum', ' 12146354)']","[' 4268969  (Average', '  2.80 Max', ' 3167 Sum', ' 11972839 Ratio', '  98.57%)']","[' 417      (Average', ' 416.10 Max', ' 1172 Sum', ' 173515 Ratio', '   1.43%)']", ,[' 102320  '],[' 4886    '],[' 102697  '],[' 57587   '],"[' 172757   (Atom=Atom', ' 53699 Body=Body', ' 30336 Other', ' 88722)']",[' Yes'],"[' 6263     (Eliminated', '    0 Frozen', ' 6263)']","[' 347      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.33418'],[' 0'], ,[' 238.969'],[' 0'],[' 3.80272'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.17811e+07'],[' 4.84594e+07'],[' 0'],[' 2.66509e+10'],[' 0'],[' 0'],[' 738 '],[' 1288 '],[' 2164 '],[' 2689 '],[' 3275 '],[' 3706 '],[' 1 '],[' 5 ']
