Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , , ,[' 1'],[' 6461+'],[' 3233'],"[' 607.287s (Solving', ' 577.72s 1st Model', ' 366.65s Unsat', ' 0.00s)']",[' 603.141s'], ,[' 263157980'],"[' 4403593  (Analyzed', ' 753061)']","[' 4445     (Average', ' 169.42 Last', ' 89365)']",[' 8763.9  '],"[' 3233     (Average Length', ' 1582.56 Splits', ' 0)']","[' 753061   (Deleted', ' 704406)']","[' 168      (Ratio', '   0.02%)']","[' 40589    (Ratio', '   5.39%)']","[' 753061   (Average Length', '   22.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 753061   (Average', ' 314.77 Max', ' 9048 Sum', ' 237043007)']","[' 752496   (Average', ' 313.48 Max', ' 8375 Sum', ' 236067817 Ratio', '  99.59%)']","[' 565      (Average', ' 1726.00 Max', ' 1726 Sum', ' 975190 Ratio', '   0.41%)']", ,[' 147727  '],[' 12156   '],[' 144707  '],[' 67031   '],"[' 241417   (Atom=Atom', ' 68716 Body=Body', ' 39008 Other', ' 133693)']",[' Yes'],"[' 15213    (Eliminated', '    0 Frozen', ' 15213)']","[' 4439     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.33306'],[' 0'], ,[' 218.507'],[' 0'],[' 18.9887'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.69239e+08'],[' 5.04316e+08'],[' 0'],[' 7.25304e+09'],[' 0'],[' 0'],[' 1842 '],[' 3481 '],[' 2 '],[' 0 ']
Solving...,TA62, , , ,[' 1'],[' 6999+'],[' 3502'],"[' 608.597s (Solving', ' 572.93s 1st Model', ' 387.34s Unsat', ' 0.00s)']",[' 604.922s'], ,[' 264734472'],"[' 4432359  (Analyzed', ' 631648)']","[' 4610     (Average', ' 137.02 Last', ' 74460)']",[' 9164.5  '],"[' 3502     (Average Length', ' 1705.79 Splits', ' 0)']","[' 631648   (Deleted', ' 583850)']","[' 121      (Ratio', '   0.02%)']","[' 39465    (Ratio', '   6.25%)']","[' 631648   (Average Length', '   23.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 631648   (Average', ' 372.99 Max', ' 10461 Sum', ' 235600773)']","[' 630966   (Average', ' 371.20 Max', ' 9513 Sum', ' 234468653 Ratio', '  99.52%)']","[' 682      (Average', ' 1660.00 Max', ' 1660 Sum', ' 1132120 Ratio', '   0.48%)']", ,[' 148958  '],[' 12304   '],[' 146046  '],[' 68040   '],"[' 244296   (Atom=Atom', ' 69429 Body=Body', ' 39452 Other', ' 135415)']",[' Yes'],"[' 15543    (Eliminated', '    0 Frozen', ' 15543)']","[' 4696     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.63588'],[' 0'], ,[' 205.022'],[' 0'],[' 18.7657'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.73639e+08'],[' 5.13831e+08'],[' 0'],[' 6.98193e+09'],[' 0'],[' 0'],[' 1834 '],[' 3620 '],[' 2 '],[' 0 ']
Solving...,TA63, , , ,[' 1'],[' 6745+'],[' 3375'],"[' 607.732s (Solving', ' 576.90s 1st Model', ' 388.07s Unsat', ' 0.00s)']",[' 605.656s'], ,[' 276701639'],"[' 4035612  (Analyzed', ' 798809)']","[' 4603     (Average', ' 173.54 Last', ' 112383)']",[' 8796.2  '],"[' 3375     (Average Length', ' 1648.74 Splits', ' 0)']","[' 798809   (Deleted', ' 751453)']","[' 161      (Ratio', '   0.02%)']","[' 42039    (Ratio', '   5.26%)']","[' 798809   (Average Length', '   21.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 798809   (Average', ' 312.39 Max', ' 9939 Sum', ' 249543374)']","[' 798526   (Average', ' 311.74 Max', ' 8376 Sum', ' 249019029 Ratio', '  99.79%)']","[' 283      (Average', ' 1852.81 Max', ' 2645 Sum', ' 524345 Ratio', '   0.21%)']", ,[' 147479  '],[' 12096   '],[' 144586  '],[' 66873   '],"[' 241003   (Atom=Atom', ' 68678 Body=Body', ' 38828 Other', ' 133497)']",[' Yes'],"[' 15250    (Eliminated', '    0 Frozen', ' 15250)']","[' 2570     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.58559'],[' 0'], ,[' 209.875'],[' 0'],[' 19.0946'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.35385e+08'],[' 5.65967e+08'],[' 0'],[' 7.02997e+09'],[' 0'],[' 0'],[' 1700 '],[' 3335 '],[' 2 '],[' 0 ']
Solving...,TA64, , , ,[' 1'],[' 6545+'],[' 3275'],"[' 607.225s (Solving', ' 577.40s 1st Model', ' 363.28s Unsat', ' 0.00s)']",[' 602.969s'], ,[' 262280249'],"[' 3980595  (Analyzed', ' 729596)']","[' 4450     (Average', ' 163.95 Last', ' 93307)']",[' 8876.6  '],"[' 3275     (Average Length', ' 1598.40 Splits', ' 0)']","[' 729596   (Deleted', ' 679804)']","[' 194      (Ratio', '   0.03%)']","[' 40522    (Ratio', '   5.55%)']","[' 729596   (Average Length', '   22.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 729596   (Average', ' 323.59 Max', ' 9770 Sum', ' 236088684)']","[' 728860   (Average', ' 321.84 Max', ' 9023 Sum', ' 234810252 Ratio', '  99.46%)']","[' 736      (Average', ' 1737.00 Max', ' 1737 Sum', ' 1278432 Ratio', '   0.54%)']", ,[' 148016  '],[' 12194   '],[' 144983  '],[' 67263   '],"[' 242075   (Atom=Atom', ' 68872 Body=Body', ' 39122 Other', ' 134081)']",[' Yes'],"[' 15257    (Eliminated', '    0 Frozen', ' 15257)']","[' 5194     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.42213'],[' 0'], ,[' 213.445'],[' 0'],[' 19.1547'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.78081e+08'],[' 5.15048e+08'],[' 0'],[' 6.7207e+09'],[' 0'],[' 0'],[' 1783 '],[' 3319 '],[' 2 '],[' 0 ']
Solving...,TA65, , , ,[' 1'],[' 6727+'],[' 3366'],"[' 608.159s (Solving', ' 574.94s 1st Model', ' 389.54s Unsat', ' 0.00s)']",[' 604.281s'], ,[' 264556406'],"[' 3965968  (Analyzed', ' 678549)']","[' 4364     (Average', ' 155.49 Last', ' 89641)']",[' 8961.7  '],"[' 3366     (Average Length', ' 1642.98 Splits', ' 0)']","[' 678549   (Deleted', ' 628652)']","[' 146      (Ratio', '   0.02%)']","[' 40817    (Ratio', '   6.02%)']","[' 678549   (Average Length', '   22.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 678549   (Average', ' 349.94 Max', ' 10081 Sum', ' 237453942)']","[' 677854   (Average', ' 348.15 Max', ' 8330 Sum', ' 236236997 Ratio', '  99.49%)']","[' 695      (Average', ' 1751.00 Max', ' 1751 Sum', ' 1216945 Ratio', '   0.51%)']", ,[' 148406  '],[' 12240   '],[' 145463  '],[' 67584   '],"[' 242992   (Atom=Atom', ' 69101 Body=Body', ' 39260 Other', ' 134631)']",[' Yes'],"[' 15416    (Eliminated', '    0 Frozen', ' 15416)']","[' 5053     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.04533'],[' 0'], ,[' 210.402'],[' 0'],[' 18.9605'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.8059e+08'],[' 5.20166e+08'],[' 0'],[' 6.56603e+09'],[' 0'],[' 0'],[' 1729 '],[' 3461 '],[' 2 '],[' 0 ']
Solving...,TA66, , , ,[' 1'],[' 5933+'],[' 2969'],"[' 607.505s (Solving', ' 577.19s 1st Model', ' 403.58s Unsat', ' 0.00s)']",[' 603.000s'], ,[' 261457356'],"[' 4124809  (Analyzed', ' 695905)']","[' 4290     (Average', ' 162.22 Last', ' 82606)']",[' 8915.3  '],"[' 2969     (Average Length', ' 1460.08 Splits', ' 0)']","[' 695905   (Deleted', ' 645707)']","[' 146      (Ratio', '   0.02%)']","[' 41798    (Ratio', '   6.01%)']","[' 695905   (Average Length', '   22.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 695905   (Average', ' 339.85 Max', ' 9456 Sum', ' 236503573)']","[' 695184   (Average', ' 338.38 Max', ' 8308 Sum', ' 235479753 Ratio', '  99.57%)']","[' 721      (Average', ' 1420.00 Max', ' 1420 Sum', ' 1023820 Ratio', '   0.43%)']", ,[' 148464  '],[' 12310   '],[' 145148  '],[' 67537   '],"[' 242781   (Atom=Atom', ' 68914 Body=Body', ' 39470 Other', ' 134397)']",[' Yes'],"[' 15148    (Eliminated', '    0 Frozen', ' 15148)']","[' 5453     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.26891'],[' 0'], ,[' 211.413'],[' 0'],[' 18.8742'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.94772e+08'],[' 5.32276e+08'],[' 0'],[' 6.74242e+09'],[' 0'],[' 0'],[' 1731 '],[' 3576 '],[' 2 '],[' 0 ']
Solving...,TA67, , , ,[' 1'],[' 6805+'],[' 3405'],"[' 608.400s (Solving', ' 573.60s 1st Model', ' 352.28s Unsat', ' 0.00s)']",[' 604.219s'], ,[' 251500682'],"[' 4829854  (Analyzed', ' 634469)']","[' 4300     (Average', ' 147.55 Last', ' 77061)']",[' 8989.7  '],"[' 3405     (Average Length', ' 1665.44 Splits', ' 0)']","[' 634469   (Deleted', ' 587254)']","[' 179      (Ratio', '   0.03%)']","[' 38524    (Ratio', '   6.07%)']","[' 634469   (Average Length', '   23.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 634469   (Average', ' 351.74 Max', ' 9845 Sum', ' 223166628)']","[' 633800   (Average', ' 349.98 Max', ' 8386 Sum', ' 222052743 Ratio', '  99.50%)']","[' 669      (Average', ' 1665.00 Max', ' 1665 Sum', ' 1113885 Ratio', '   0.50%)']", ,[' 147912  '],[' 12158   '],[' 145024  '],[' 67213   '],"[' 241961   (Atom=Atom', ' 68894 Body=Body', ' 39014 Other', ' 134053)']",[' Yes'],"[' 15348    (Eliminated', '    0 Frozen', ' 15348)']","[' 5363     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.27471'],[' 0'], ,[' 219.76'],[' 0'],[' 17.7069'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.49889e+08'],[' 4.90793e+08'],[' 0'],[' 7.60684e+09'],[' 0'],[' 0'],[' 1866 '],[' 3577 '],[' 2 '],[' 0 ']
Solving...,TA68, , , ,[' 1'],[' 6277+'],[' 3141'],"[' 607.480s (Solving', ' 577.59s 1st Model', ' 390.32s Unsat', ' 0.00s)']",[' 603.750s'], ,[' 269590438'],"[' 4127741  (Analyzed', ' 707134)']","[' 4413     (Average', ' 160.24 Last', ' 90990)']",[' 8861.3  '],"[' 3141     (Average Length', ' 1540.15 Splits', ' 0)']","[' 707134   (Deleted', ' 656727)']","[' 146      (Ratio', '   0.02%)']","[' 40518    (Ratio', '   5.73%)']","[' 707134   (Average Length', '   22.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 707134   (Average', ' 344.90 Max', ' 9256 Sum', ' 243887589)']","[' 706448   (Average', ' 343.34 Max', ' 8103 Sum', ' 242790675 Ratio', '  99.55%)']","[' 686      (Average', ' 1599.00 Max', ' 1599 Sum', ' 1096914 Ratio', '   0.45%)']", ,[' 148077  '],[' 12224   '],[' 144919  '],[' 67279   '],"[' 242093   (Atom=Atom', ' 68828 Body=Body', ' 39212 Other', ' 134053)']",[' Yes'],"[' 15177    (Eliminated', '    0 Frozen', ' 15177)']","[' 5076     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.35473'],[' 0'], ,[' 212.373'],[' 0'],[' 19.2544'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.91052e+08'],[' 5.28765e+08'],[' 0'],[' 6.99047e+09'],[' 0'],[' 0'],[' 1798 '],[' 3429 '],[' 2 '],[' 0 ']
Solving...,TA69, , , ,[' 1'],[' 5901+'],[' 2953'],"[' 606.707s (Solving', ' 578.88s 1st Model', ' 389.90s Unsat', ' 0.00s)']",[' 603.094s'], ,[' 278884374'],"[' 3685899  (Analyzed', ' 799186)']","[' 4231     (Average', ' 188.89 Last', ' 185097)']",[' 8758.0  '],"[' 2953     (Average Length', ' 1445.82 Splits', ' 0)']","[' 799186   (Deleted', ' 746179)']","[' 214      (Ratio', '   0.03%)']","[' 44972    (Ratio', '   5.63%)']","[' 799186   (Average Length', '   23.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 799186   (Average', ' 319.23 Max', ' 9420 Sum', ' 255126473)']","[' 798441   (Average', ' 317.85 Max', ' 8693 Sum', ' 254023873 Ratio', '  99.57%)']","[' 745      (Average', ' 1480.00 Max', ' 1480 Sum', ' 1102600 Ratio', '   0.43%)']", ,[' 148266  '],[' 12282   '],[' 144940  '],[' 67381   '],"[' 242341   (Atom=Atom', ' 68814 Body=Body', ' 39386 Other', ' 134141)']",[' Yes'],"[' 15096    (Eliminated', '    0 Frozen', ' 15096)']","[' 5745     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.0062'],[' 0'], ,[' 213.668'],[' 0'],[' 19.4536'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.39002e+08'],[' 5.73019e+08'],[' 0'],[' 6.67743e+09'],[' 0'],[' 0'],[' 1981 '],[' 3717 '],[' 2 '],[' 0 ']
Solving...,TA70, , , ,[' 1'],[' 7167+'],[' 3586'],"[' 608.257s (Solving', ' 574.83s 1st Model', ' 391.31s Unsat', ' 0.00s)']",[' 605.563s'], ,[' 277053515'],"[' 4222714  (Analyzed', ' 814364)']","[' 4768     (Average', ' 170.80 Last', ' 106825)']",[' 8962.1  '],"[' 3586     (Average Length', ' 1745.25 Splits', ' 0)']","[' 814364   (Deleted', ' 760538)']","[' 197      (Ratio', '   0.02%)']","[' 45020    (Ratio', '   5.53%)']","[' 814364   (Average Length', '   23.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 814364   (Average', ' 304.99 Max', ' 9856 Sum', ' 248374922)']","[' 813898   (Average', ' 303.91 Max', ' 8732 Sum', ' 247493092 Ratio', '  99.64%)']","[' 466      (Average', ' 1892.34 Max', ' 5770 Sum', ' 881830 Ratio', '   0.36%)']", ,[' 149276  '],[' 12340   '],[' 146463  '],[' 68304   '],"[' 245052   (Atom=Atom', ' 69621 Body=Body', ' 39560 Other', ' 135871)']",[' Yes'],"[' 15696    (Eliminated', '    0 Frozen', ' 15696)']","[' 3647     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.09718'],[' 0'], ,[' 206.843'],[' 0'],[' 18.7109'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.26135e+08'],[' 5.58393e+08'],[' 0'],[' 7.18787e+09'],[' 0'],[' 0'],[' 1979 '],[' 3662 '],[' 2 '],[' 0 ']
