Optimal Found Or Timeout,Instances,Solving...,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Completion Time for Window 10 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , , ,[' 807'],[' 414'],"[' 254.501s (Solving', ' 250.56s 1st Model', ' 1.50s Unsat', ' 46.27s)']",[' 253.031s'], ,[' 4981228 '],"[' 2893726  (Analyzed', ' 2878947)']","[' 7426     (Average', ' 387.68 Last', ' 29061)']",[' 1528.2  '],"[' 414      (Average Length', ' 200.71 Splits', ' 0)']","[' 2878947  (Deleted', ' 2819757)']","[' 93       (Ratio', '   0.00%)']","[' 1746     (Ratio', '   0.06%)']","[' 2878947  (Average Length', '    9.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2878947  (Average', '  1.52 Max', ' 2122 Sum', ' 4364936)']","[' 2878807  (Average', '  1.51 Max', ' 2122 Sum', ' 4353686 Ratio', '  99.74%)']","[' 140      (Average', ' 80.36 Max', ' 343 Sum', '  11250 Ratio', '   0.26%)']", ,[' 97103   '],[' 3379    '],[' 96503   '],[' 55177   '],"[' 165527   (Atom=Atom', ' 52796 Body=Body', ' 28829 Other', ' 83902)']",[' Yes'],"[' 3779     (Eliminated', '    0 Frozen', ' 3779)']","[' 162      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.02311'],[' 0'], ,[' 218.512'],[' 0'],[' 3.30388'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.11665e+07'],[' 1.43081e+07'],[' 0'],[' 2.64953e+10'],[' 0'],[' 0'],[' 525 '],[' 995 '],[' 1407 '],[' 1855 '],[' 2265 '],[' 2604 '],[' 3184 '],[' 3372 '],[' 3949 '],[' 4463 '],[' 2 '],[' 8 ']
Solving...,TA62, , , ,[' 909'],[' 465'],"[' 328.509s (Solving', ' 325.05s 1st Model', ' 1.82s Unsat', ' 22.06s)']",[' 326.922s'], ,[' 11136237'],"[' 5482175  (Analyzed', ' 5426887)']","[' 11918    (Average', ' 455.35 Last', ' 62668)']",[' 1626.7  '],"[' 465      (Average Length', ' 225.85 Splits', ' 0)']","[' 5426887  (Deleted', ' 5334079)']","[' 85       (Ratio', '   0.00%)']","[' 2518     (Ratio', '   0.05%)']","[' 5426887  (Average Length', '   12.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5426887  (Average', '  1.90 Max', ' 2202 Sum', ' 10304501)']","[' 5426722  (Average', '  1.90 Max', ' 2202 Sum', ' 10287939 Ratio', '  99.84%)']","[' 165      (Average', ' 100.38 Max', ' 354 Sum', '  16562 Ratio', '   0.16%)']", ,[' 98976   '],[' 3498    '],[' 98427   '],[' 56653   '],"[' 169955   (Atom=Atom', ' 54153 Body=Body', ' 28948 Other', ' 86854)']",[' Yes'],"[' 3949     (Eliminated', '    0 Frozen', ' 3949)']","[' 267      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.847733'],[' 0'], ,[' 278.583'],[' 0'],[' 4.55114'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.9659e+07'],[' 2.67694e+07'],[' 0'],[' 4.10315e+10'],[' 0'],[' 0'],[' 526 '],[' 947 '],[' 1481 '],[' 1957 '],[' 2252 '],[' 2705 '],[' 3091 '],[' 3545 '],[' 4024 '],[' 4445 '],[' 3 '],[' 7 ']
Solving...,TA63, , , ,[' 763'],[' 392'],"[' 313.415s (Solving', ' 310.54s 1st Model', ' 1.09s Unsat', ' 7.70s)']",[' 311.359s'], ,[' 5600588 '],"[' 3330111  (Analyzed', ' 3280449)']","[' 8124     (Average', ' 403.80 Last', ' 55885)']",[' 1576.6  '],"[' 392      (Average Length', ' 189.52 Splits', ' 0)']","[' 3280449  (Deleted', ' 3219889)']","[' 80       (Ratio', '   0.00%)']","[' 1759     (Ratio', '   0.05%)']","[' 3280449  (Average Length', '   10.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3280449  (Average', '  1.51 Max', ' 2233 Sum', ' 4945683)']","[' 3280280  (Average', '  1.50 Max', ' 2233 Sum', ' 4923131 Ratio', '  99.54%)']","[' 169      (Average', ' 133.44 Max', ' 354 Sum', '  22552 Ratio', '   0.46%)']", ,[' 97569   '],[' 3486    '],[' 96948   '],[' 56130   '],"[' 168386   (Atom=Atom', ' 53642 Body=Body', ' 28936 Other', ' 85808)']",[' Yes'],"[' 3865     (Eliminated', '    0 Frozen', ' 3865)']","[' 198      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.700184'],[' 0'], ,[' 280.481'],[' 0'],[' 4.36594'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.22372e+07'],[' 1.44322e+07'],[' 0'],[' 4.56563e+10'],[' 0'],[' 0'],[' 574 '],[' 913 '],[' 1445 '],[' 1890 '],[' 2158 '],[' 2590 '],[' 3040 '],[' 3686 '],[' 4330 '],[' 4717 '],[' 3 '],[' 7 ']
Solving...,TA64, , , ,[' 891'],[' 456'],"[' 258.717s (Solving', ' 255.44s 1st Model', ' 1.35s Unsat', ' 51.55s)']",[' 257.469s'], ,[' 6865045 '],"[' 4349136  (Analyzed', ' 4322385)']","[' 10451    (Average', ' 413.59 Last', ' 19854)']",[' 1660.4  '],"[' 456      (Average Length', ' 219.91 Splits', ' 0)']","[' 4322385  (Deleted', ' 4246999)']","[' 87       (Ratio', '   0.00%)']","[' 1748     (Ratio', '   0.04%)']","[' 4322385  (Average Length', '   10.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4322385  (Average', '  1.41 Max', ' 2127 Sum', ' 6108039)']","[' 4322221  (Average', '  1.41 Max', ' 2127 Sum', ' 6091169 Ratio', '  99.72%)']","[' 164      (Average', ' 102.87 Max', ' 350 Sum', '  16870 Ratio', '   0.28%)']", ,[' 97716   '],[' 3412    '],[' 97153   '],[' 55848   '],"[' 167540   (Atom=Atom', ' 53434 Body=Body', ' 28862 Other', ' 85244)']",[' Yes'],"[' 3849     (Eliminated', '    0 Frozen', ' 3849)']","[' 138      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.854435'],[' 0'], ,[' 218.15'],[' 0'],[' 3.53754'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.79203e+07'],[' 1.77678e+07'],[' 0'],[' 3.16731e+10'],[' 0'],[' 0'],[' 556 '],[' 942 '],[' 1364 '],[' 1752 '],[' 2185 '],[' 2641 '],[' 2911 '],[' 3400 '],[' 3762 '],[' 4111 '],[' 2 '],[' 8 ']
Solving...,TA65, , , ,[' 717'],[' 369'],"[' 81.903s (Solving', ' 79.32s 1st Model', ' 0.86s Unsat', ' 74.59s)']",[' 81.625s'], ,[' 2309611 '],"[' 1176042  (Analyzed', ' 1048085)']","[' 3243     (Average', ' 323.18 Last', ' 2365)']",[' 1489.8  '],"[' 369      (Average Length', ' 176.87 Splits', ' 0)']","[' 1048085  (Deleted', ' 1022941)']","[' 121      (Ratio', '   0.01%)']","[' 1630     (Ratio', '   0.16%)']","[' 1048085  (Average Length', '    9.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1048085  (Average', '  1.62 Max', ' 2186 Sum', ' 1694268)']","[' 1047940  (Average', '  1.61 Max', ' 2186 Sum', ' 1687768 Ratio', '  99.62%)']","[' 145      (Average', ' 44.83 Max', ' 303 Sum', '   6500 Ratio', '   0.38%)']", ,[' 96383   '],[' 3384    '],[' 95737   '],[' 55071   '],"[' 165209   (Atom=Atom', ' 52685 Body=Body', ' 28834 Other', ' 83690)']",[' Yes'],"[' 3738     (Eliminated', '    0 Frozen', ' 3738)']","[' 18       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.635262'],[' 0'], ,[' 68.217'],[' 0'],[' 1.10091'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.2506e+07'],[' 9.69308e+06'],[' 0'],[' 1.07683e+10'],[' 0'],[' 0'],[' 467 '],[' 935 '],[' 1367 '],[' 1677 '],[' 2180 '],[' 2630 '],[' 3005 '],[' 3512 '],[' 4023 '],[' 4406 '],[' 0 '],[' 10 ']
Solving...,TA66, , , ,[' 935'],[' 478'],"[' 249.917s (Solving', ' 246.62s 1st Model', ' 1.33s Unsat', ' 42.44s)']",[' 249.297s'], ,[' 6551557 '],"[' 4160199  (Analyzed', ' 4070738)']","[' 9480     (Average', ' 429.40 Last', ' 17293)']",[' 1564.0  '],"[' 478      (Average Length', ' 231.69 Splits', ' 0)']","[' 4070738  (Deleted', ' 3995683)']","[' 76       (Ratio', '   0.00%)']","[' 1509     (Ratio', '   0.04%)']","[' 4070738  (Average Length', '   10.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4070738  (Average', '  1.41 Max', ' 2183 Sum', ' 5760003)']","[' 4070580  (Average', '  1.41 Max', ' 2183 Sum', ' 5737945 Ratio', '  99.62%)']","[' 158      (Average', ' 139.61 Max', ' 398 Sum', '  22058 Ratio', '   0.38%)']", ,[' 98135   '],[' 3439    '],[' 97596   '],[' 55529   '],"[' 166583   (Atom=Atom', ' 53088 Body=Body', ' 28889 Other', ' 84606)']",[' Yes'],"[' 3900     (Eliminated', '    0 Frozen', ' 3900)']","[' 114      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.824185'],[' 0'], ,[' 210.928'],[' 0'],[' 3.92705'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.62408e+07'],[' 1.6487e+07'],[' 0'],[' 3.01554e+10'],[' 0'],[' 0'],[' 454 '],[' 893 '],[' 1173 '],[' 1680 '],[' 2024 '],[' 2484 '],[' 2892 '],[' 3253 '],[' 3708 '],[' 4210 '],[' 2 '],[' 8 ']
Solving...,TA67, , , ,[' 873'],[' 447'],"[' 286.556s (Solving', ' 283.37s 1st Model', ' 1.26s Unsat', ' 78.92s)']",[' 285.547s'], ,[' 16558171'],"[' 11711136 (Analyzed', ' 11697346)']","[' 23756    (Average', ' 492.40 Last', ' 16689)']",[' 1619.0  '],"[' 447      (Average Length', ' 216.55 Splits', ' 0)']","[' 11697346 (Deleted', ' 11543352)']","[' 91       (Ratio', '   0.00%)']","[' 1864     (Ratio', '   0.02%)']","[' 11697346 (Average Length', '   11.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11697346 (Average', '  1.33 Max', ' 2250 Sum', ' 15582594)']","[' 11697202 (Average', '  1.33 Max', ' 2250 Sum', ' 15574504 Ratio', '  99.95%)']","[' 144      (Average', ' 56.18 Max', ' 345 Sum', '   8090 Ratio', '   0.05%)']", ,[' 98354   '],[' 3468    '],[' 97787   '],[' 56367   '],"[' 169097   (Atom=Atom', ' 53897 Body=Body', ' 28918 Other', ' 86282)']",[' Yes'],"[' 3901     (Eliminated', '    0 Frozen', ' 3901)']","[' 69       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.800588'],[' 0'], ,[' 206.821'],[' 0'],[' 4.50459'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.12784e+07'],[' 2.45386e+07'],[' 0'],[' 2.52511e+10'],[' 0'],[' 0'],[' 683 '],[' 1014 '],[' 1448 '],[' 1797 '],[' 2183 '],[' 2700 '],[' 3204 '],[' 3660 '],[' 3912 '],[' 4387 '],[' 2 '],[' 8 ']
Solving...,TA68, , , ,[' 809'],[' 415'],"[' 210.978s (Solving', ' 208.10s 1st Model', ' 1.17s Unsat', ' 4.65s)']",[' 210.609s'], ,[' 7337958 '],"[' 4741588  (Analyzed', ' 4713235)']","[' 10613    (Average', ' 444.10 Last', ' 3450)']",[' 1576.8  '],"[' 415      (Average Length', ' 198.79 Splits', ' 0)']","[' 4713235  (Deleted', ' 4630558)']","[' 110      (Ratio', '   0.00%)']","[' 1437     (Ratio', '   0.03%)']","[' 4713235  (Average Length', '   10.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4713235  (Average', '  1.41 Max', ' 2175 Sum', ' 6655868)']","[' 4713057  (Average', '  1.41 Max', ' 2175 Sum', ' 6638428 Ratio', '  99.74%)']","[' 178      (Average', ' 97.98 Max', ' 333 Sum', '  17440 Ratio', '   0.26%)']", ,[' 96614   '],[' 3371    '],[' 96013   '],[' 54816   '],"[' 164444   (Atom=Atom', ' 52443 Body=Body', ' 28821 Other', ' 83180)']",[' Yes'],"[' 3770     (Eliminated', '    0 Frozen', ' 3770)']","[' 108      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.773404'],[' 0'], ,[' 171.995'],[' 0'],[' 2.3162'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.7995e+07'],[' 1.71268e+07'],[' 0'],[' 2.36389e+10'],[' 0'],[' 0'],[' 412 '],[' 838 '],[' 1235 '],[' 1617 '],[' 2105 '],[' 2492 '],[' 2879 '],[' 3337 '],[' 3637 '],[' 4063 '],[' 2 '],[' 8 ']
Solving...,TA69, , , ,[' 689'],[' 355'],"[' 111.451s (Solving', ' 108.84s 1st Model', ' 0.88s Unsat', ' 5.04s)']",[' 111.078s'], ,[' 2794989 '],"[' 1473584  (Analyzed', ' 1432102)']","[' 3570     (Average', ' 401.15 Last', ' 36002)']",[' 1554.1  '],"[' 355      (Average Length', ' 170.43 Splits', ' 0)']","[' 1432102  (Deleted', ' 1398662)']","[' 87       (Ratio', '   0.01%)']","[' 1131     (Ratio', '   0.08%)']","[' 1432102  (Average Length', '   10.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1432102  (Average', '  1.57 Max', ' 2198 Sum', ' 2246246)']","[' 1431957  (Average', '  1.56 Max', ' 2198 Sum', ' 2236067 Ratio', '  99.55%)']","[' 145      (Average', ' 70.20 Max', ' 249 Sum', '  10179 Ratio', '   0.45%)']", ,[' 96503   '],[' 3384    '],[' 95844   '],[' 54623   '],"[' 163865   (Atom=Atom', ' 52237 Body=Body', ' 28834 Other', ' 82794)']",[' Yes'],"[' 3725     (Eliminated', '    0 Frozen', ' 3725)']","[' 77       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.685726'],[' 0'], ,[' 95.1143'],[' 0'],[' 1.62661'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.42121e+07'],[' 1.05867e+07'],[' 0'],[' 1.43459e+10'],[' 0'],[' 0'],[' 548 '],[' 976 '],[' 1408 '],[' 1774 '],[' 2202 '],[' 2772 '],[' 3165 '],[' 3536 '],[' 4071 '],[' 4518 '],[' 1 '],[' 9 ']
Solving...,TA70, , ,[' 1'],[' 665+'],[' 343'],"[' 366.259s (Solving', ' 364.06s 1st Model', ' 0.98s Unsat', ' 62.88s)']",[' 365.266s'], ,[' 12318740'],"[' 8072937  (Analyzed', ' 8049452)']","[' 16730    (Average', ' 481.14 Last', ' 5997)']",[' 1431.7  '],"[' 343      (Average Length', ' 165.52 Splits', ' 0)']","[' 8049452  (Deleted', ' 7940119)']","[' 69       (Ratio', '   0.00%)']","[' 2164     (Ratio', '   0.03%)']","[' 8049452  (Average Length', '   12.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8049452  (Average', '  1.45 Max', ' 2261 Sum', ' 11634784)']","[' 8049325  (Average', '  1.44 Max', ' 2261 Sum', ' 11624767 Ratio', '  99.91%)']","[' 127      (Average', ' 78.87 Max', ' 260 Sum', '  10017 Ratio', '   0.09%)']", ,[' 97653   '],[' 3531    '],[' 96981   '],[' 56106   '],"[' 168314   (Atom=Atom', ' 53573 Body=Body', ' 28981 Other', ' 85760)']",[' Yes'],"[' 3859     (Eliminated', '    0 Frozen', ' 3859)']","[' 191      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.542352'],[' 0'], ,[' 310.643'],[' 0'],[' 5.44812'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.83244e+07'],[' 1.99272e+07'],[' 0'],[' 4.70722e+10'],[' 0'],[' 0'],[' 499 '],[' 1018 '],[' 1398 '],[' 1816 '],[' 2373 '],[' 2852 '],[' 3191 '],[' 3708 '],[' 4026 '],[' 4651 '],[' 3 '],[' 7 ']
