Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , ,[' 1'],[' 7109+'],[' 3563'],"[' 610.899s (Solving', ' 572.98s 1st Model', ' 60.47s Unsat', ' 0.00s)']",[' 608.125s'], ,[' 151927944'],"[' 10628642 (Analyzed', ' 10227566)']","[' 22024    (Average', ' 464.38 Last', ' 50096)']",[' 7081.6  '],"[' 3563     (Average Length', ' 1752.87 Splits', ' 0)']","[' 10227566 (Deleted', ' 10084011)']","[' 243      (Ratio', '   0.00%)']","[' 26255    (Ratio', '   0.26%)']","[' 10227566 (Average Length', '   16.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10227566 (Average', ' 13.30 Max', ' 8732 Sum', ' 135993238)']","[' 10225074 (Average', ' 12.91 Max', ' 8732 Sum', ' 132038107 Ratio', '  97.09%)']","[' 2492     (Average', ' 1587.13 Max', ' 2612 Sum', ' 3955131 Ratio', '   2.91%)']", ,[' 304583  '],[' 14218   '],[' 279929  '],[' 111836  '],"[' 276798   (Atom=Atom', ' 77331 Body=Body', ' 51378 Other', ' 148089)']",[' Yes'],"[' 18731    (Eliminated', '    0 Frozen', ' 18731)']","[' 5271     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.54276'],[' 0'], ,[' 311.548'],[' 0'],[' 12.8281'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.67721e+08'],[' 2.16329e+08'],[' 0'],[' 1.89029e+10'],[' 0'],[' 0'],[' 1187 '],[' 1915 '],[' 2685 '],[' 3344 '],[' 4004 '],[' 4582 '],[' 5281 '],[' 5856 '],[' 8 '],[' 0 ']
Solving...,TA72, , ,[' 1'],[' 6597+'],[' 3307'],"[' 610.791s (Solving', ' 576.21s 1st Model', ' 61.91s Unsat', ' 0.00s)']",[' 608.547s'], ,[' 155809796'],"[' 10937424 (Analyzed', ' 10608834)']","[' 23126    (Average', ' 458.74 Last', ' 31062)']",[' 6990.8  '],"[' 3307     (Average Length', ' 1635.21 Splits', ' 0)']","[' 10608834 (Deleted', ' 10442429)']","[' 224      (Ratio', '   0.00%)']","[' 25899    (Ratio', '   0.24%)']","[' 10608834 (Average Length', '   14.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10608834 (Average', ' 13.23 Max', ' 10015 Sum', ' 140304520)']","[' 10606820 (Average', ' 12.94 Max', ' 10015 Sum', ' 137295828 Ratio', '  97.86%)']","[' 2014     (Average', ' 1493.89 Max', ' 2402 Sum', ' 3008692 Ratio', '   2.14%)']", ,[' 304383  '],[' 13966   '],[' 278606  '],[' 111281  '],"[' 272647   (Atom=Atom', ' 76208 Body=Body', ' 50716 Other', ' 145723)']",[' Yes'],"[' 18342    (Eliminated', '    0 Frozen', ' 18342)']","[' 5042     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.76622'],[' 0'], ,[' 316.199'],[' 0'],[' 13.3002'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.82884e+08'],[' 2.28908e+08'],[' 0'],[' 1.87129e+10'],[' 0'],[' 0'],[' 944 '],[' 1579 '],[' 2248 '],[' 2910 '],[' 3481 '],[' 4177 '],[' 4875 '],[' 5409 '],[' 8 '],[' 0 ']
Solving...,TA73, , ,[' 1'],[' 6561+'],[' 3289'],"[' 610.469s (Solving', ' 575.78s 1st Model', ' 90.32s Unsat', ' 0.00s)']",[' 607.266s'], ,[' 159355189'],"[' 11306821 (Analyzed', ' 10811626)']","[' 23848    (Average', ' 453.36 Last', ' 68555)']",[' 7189.8  '],"[' 3289     (Average Length', ' 1656.79 Splits', ' 0)']","[' 10811626 (Deleted', ' 10670393)']","[' 272      (Ratio', '   0.00%)']","[' 24524    (Ratio', '   0.23%)']","[' 10811626 (Average Length', '   15.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10811626 (Average', ' 13.28 Max', ' 10188 Sum', ' 143624105)']","[' 10809282 (Average', ' 12.96 Max', ' 10188 Sum', ' 140105581 Ratio', '  97.55%)']","[' 2344     (Average', ' 1501.08 Max', ' 4858 Sum', ' 3518524 Ratio', '   2.45%)']", ,[' 305048  '],[' 14127   '],[' 279452  '],[' 111902  '],"[' 274756   (Atom=Atom', ' 76758 Body=Body', ' 51174 Other', ' 146824)']",[' Yes'],"[' 18468    (Eliminated', '    0 Frozen', ' 18468)']","[' 4628     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.76524'],[' 0'], ,[' 313.852'],[' 0'],[' 12.8802'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.81183e+08'],[' 2.26015e+08'],[' 0'],[' 1.84994e+10'],[' 0'],[' 0'],[' 1126 '],[' 1817 '],[' 2611 '],[' 3180 '],[' 3881 '],[' 4588 '],[' 5201 '],[' 5788 '],[' 8 '],[' 0 ']
Solving...,TA74, , ,[' 1'],[' 6203+'],[' 3110'],"[' 610.550s (Solving', ' 576.82s 1st Model', ' 44.43s Unsat', ' 0.00s)']",[' 608.719s'], ,[' 125006479'],"[' 12715629 (Analyzed', ' 12353455)']","[' 26846    (Average', ' 460.16 Last', ' 27726)']",[' 7238.0  '],"[' 3110     (Average Length', ' 1586.16 Splits', ' 0)']","[' 12353455 (Deleted', ' 12183315)']","[' 256      (Ratio', '   0.00%)']","[' 17576    (Ratio', '   0.14%)']","[' 12353455 (Average Length', '   14.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12353455 (Average', '  8.91 Max', ' 10745 Sum', ' 110058768)']","[' 12350890 (Average', '  8.62 Max', ' 10745 Sum', ' 106544651 Ratio', '  96.81%)']","[' 2565     (Average', ' 1370.03 Max', ' 2362 Sum', ' 3514117 Ratio', '   3.19%)']", ,[' 305299  '],[' 14038   '],[' 279180  '],[' 111786  '],"[' 273106   (Atom=Atom', ' 76283 Body=Body', ' 50920 Other', ' 145903)']",[' Yes'],"[' 18314    (Eliminated', '    0 Frozen', ' 18314)']","[' 3320     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.42932'],[' 0'], ,[' 340.998'],[' 0'],[' 11.4371'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.12574e+08'],[' 1.66572e+08'],[' 0'],[' 2.09652e+10'],[' 0'],[' 0'],[' 1026 '],[' 1656 '],[' 2317 '],[' 2978 '],[' 3733 '],[' 4331 '],[' 5069 '],[' 5616 '],[' 8 '],[' 0 ']
Solving...,TA75, , ,[' 1'],[' 7109+'],[' 3563'],"[' 610.836s (Solving', ' 574.27s 1st Model', ' 74.45s Unsat', ' 0.00s)']",[' 608.703s'], ,[' 178485339'],"[' 8435876  (Analyzed', ' 8102165)']","[' 17818    (Average', ' 454.72 Last', ' 87865)']",[' 6411.1  '],"[' 3563     (Average Length', ' 1792.69 Splits', ' 0)']","[' 8102165  (Deleted', ' 7975407)']","[' 326      (Ratio', '   0.00%)']","[' 35434    (Ratio', '   0.44%)']","[' 8102165  (Average Length', '   16.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8102165  (Average', ' 20.39 Max', ' 8716 Sum', ' 165165873)']","[' 8099919  (Average', ' 19.90 Max', ' 8716 Sum', ' 161193565 Ratio', '  97.59%)']","[' 2246     (Average', ' 1768.61 Max', ' 2706 Sum', ' 3972308 Ratio', '   2.41%)']", ,[' 305369  '],[' 14150   '],[' 280070  '],[' 112240  '],"[' 275589   (Atom=Atom', ' 77013 Body=Body', ' 51150 Other', ' 147426)']",[' Yes'],"[' 18726    (Eliminated', '    0 Frozen', ' 18726)']","[' 7042     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.15917'],[' 0'], ,[' 285.655'],[' 0'],[' 13.6373'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.87074e+08'],[' 3.17861e+08'],[' 0'],[' 1.64899e+10'],[' 0'],[' 0'],[' 993 '],[' 1665 '],[' 2401 '],[' 3101 '],[' 3832 '],[' 4451 '],[' 5151 '],[' 5722 '],[' 8 '],[' 0 ']
Solving...,TA76, , ,[' 1'],[' 7261+'],[' 3639'],"[' 611.494s (Solving', ' 574.32s 1st Model', ' 57.87s Unsat', ' 0.00s)']",[' 608.984s'], ,[' 159163409'],"[' 10930478 (Analyzed', ' 10439562)']","[' 23302    (Average', ' 448.01 Last', ' 26161)']",[' 6799.5  '],"[' 3639     (Average Length', ' 1785.40 Splits', ' 0)']","[' 10439562 (Deleted', ' 10280969)']","[' 235      (Ratio', '   0.00%)']","[' 27031    (Ratio', '   0.26%)']","[' 10439562 (Average Length', '   14.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10439562 (Average', ' 13.74 Max', ' 10163 Sum', ' 143479329)']","[' 10437417 (Average', ' 13.41 Max', ' 10163 Sum', ' 139968462 Ratio', '  97.55%)']","[' 2145     (Average', ' 1636.77 Max', ' 2706 Sum', ' 3510867 Ratio', '   2.45%)']", ,[' 304743  '],[' 13949   '],[' 278985  '],[' 111655  '],"[' 273198   (Atom=Atom', ' 76417 Body=Body', ' 50621 Other', ' 146160)']",[' Yes'],"[' 18504    (Eliminated', '    0 Frozen', ' 18504)']","[' 5156     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.23111'],[' 0'], ,[' 301.109'],[' 0'],[' 12.6529'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.02066e+08'],[' 2.43726e+08'],[' 0'],[' 1.76672e+10'],[' 0'],[' 0'],[' 1016 '],[' 1661 '],[' 2324 '],[' 2961 '],[' 3590 '],[' 4304 '],[' 4969 '],[' 5571 '],[' 8 '],[' 0 ']
Solving...,TA77, , ,[' 1'],[' 6805+'],[' 3411'],"[' 611.215s (Solving', ' 575.31s 1st Model', ' 56.61s Unsat', ' 0.00s)']",[' 609.078s'], ,[' 144915537'],"[' 12123689 (Analyzed', ' 11717536)']","[' 25135    (Average', ' 466.18 Last', ' 97562)']",[' 6861.5  '],"[' 3411     (Average Length', ' 1699.20 Splits', ' 0)']","[' 11717536 (Deleted', ' 11543437)']","[' 263      (Ratio', '   0.00%)']","[' 23566    (Ratio', '   0.20%)']","[' 11717536 (Average Length', '   15.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11717536 (Average', ' 11.08 Max', ' 9439 Sum', ' 129862529)']","[' 11715305 (Average', ' 10.79 Max', ' 9439 Sum', ' 126393262 Ratio', '  97.33%)']","[' 2231     (Average', ' 1555.03 Max', ' 2557 Sum', ' 3469267 Ratio', '   2.67%)']", ,[' 304517  '],[' 13938   '],[' 278926  '],[' 111455  '],"[' 272075   (Atom=Atom', ' 76050 Body=Body', ' 50522 Other', ' 145503)']",[' Yes'],"[' 18392    (Eliminated', '    0 Frozen', ' 18392)']","[' 4633     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.89531'],[' 0'], ,[' 320.609'],[' 0'],[' 12.299'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.56175e+08'],[' 2.02927e+08'],[' 0'],[' 1.9569e+10'],[' 0'],[' 0'],[' 1147 '],[' 1735 '],[' 2308 '],[' 2962 '],[' 3688 '],[' 4404 '],[' 5224 '],[' 5691 '],[' 8 '],[' 0 ']
Solving...,TA78, , ,[' 1'],[' 6099+'],[' 3058'],"[' 609.538s (Solving', ' 578.16s 1st Model', ' 38.74s Unsat', ' 0.00s)']",[' 608.000s'], ,[' 132131242'],"[' 11711561 (Analyzed', ' 11407873)']","[' 24198    (Average', ' 471.44 Last', ' 22990)']",[' 6921.9  '],"[' 3058     (Average Length', ' 1547.75 Splits', ' 0)']","[' 11407873 (Deleted', ' 11259648)']","[' 279      (Ratio', '   0.00%)']","[' 19987    (Ratio', '   0.18%)']","[' 11407873 (Average Length', '   17.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11407873 (Average', ' 10.38 Max', ' 9762 Sum', ' 118370436)']","[' 11405396 (Average', ' 10.07 Max', ' 9762 Sum', ' 114847222 Ratio', '  97.02%)']","[' 2477     (Average', ' 1422.37 Max', ' 2241 Sum', ' 3523214 Ratio', '   2.98%)']", ,[' 304579  '],[' 14089   '],[' 278796  '],[' 111559  '],"[' 273389   (Atom=Atom', ' 76334 Body=Body', ' 51025 Other', ' 146030)']",[' Yes'],"[' 18243    (Eliminated', '    0 Frozen', ' 18243)']","[' 3975     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.18839'],[' 0'], ,[' 342.788'],[' 0'],[' 12.05'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.36375e+08'],[' 1.87442e+08'],[' 0'],[' 2.16451e+10'],[' 0'],[' 0'],[' 1123 '],[' 1714 '],[' 2407 '],[' 3140 '],[' 3817 '],[' 4493 '],[' 5142 '],[' 5740 '],[' 8 '],[' 0 ']
Solving...,TA79, , ,[' 1'],[' 6755+'],[' 3386'],"[' 611.212s (Solving', ' 575.19s 1st Model', ' 44.12s Unsat', ' 0.00s)']",[' 609.375s'], ,[' 141161861'],"[' 10740712 (Analyzed', ' 10461604)']","[' 22268    (Average', ' 469.80 Last', ' 88489)']",[' 6814.7  '],"[' 3386     (Average Length', ' 1691.14 Splits', ' 0)']","[' 10461604 (Deleted', ' 10314998)']","[' 280      (Ratio', '   0.00%)']","[' 26203    (Ratio', '   0.25%)']","[' 10461604 (Average Length', '   15.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10461604 (Average', ' 12.12 Max', ' 11313 Sum', ' 126835698)']","[' 10459174 (Average', ' 11.76 Max', ' 11313 Sum', ' 123039545 Ratio', '  97.01%)']","[' 2430     (Average', ' 1562.20 Max', ' 2572 Sum', ' 3796153 Ratio', '   2.99%)']", ,[' 305839  '],[' 14136   '],[' 280119  '],[' 112330  '],"[' 275323   (Atom=Atom', ' 76913 Body=Body', ' 51200 Other', ' 147210)']",[' Yes'],"[' 18578    (Eliminated', '    0 Frozen', ' 18578)']","[' 5231     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.98558'],[' 0'], ,[' 320.018'],[' 0'],[' 12.4021'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.76323e+08'],[' 2.21423e+08'],[' 0'],[' 1.96912e+10'],[' 0'],[' 0'],[' 954 '],[' 1704 '],[' 2266 '],[' 3009 '],[' 3643 '],[' 4398 '],[' 5038 '],[' 5590 '],[' 8 '],[' 0 ']
Solving...,TA80, , ,[' 1'],[' 6861+'],[' 3439'],"[' 611.644s (Solving', ' 573.23s 1st Model', ' 53.59s Unsat', ' 0.00s)']",[' 609.078s'], ,[' 145123656'],"[' 9102917  (Analyzed', ' 8798738)']","[' 20119    (Average', ' 437.33 Last', ' 89331)']",[' 7299.0  '],"[' 3439     (Average Length', ' 1714.54 Splits', ' 0)']","[' 8798738  (Deleted', ' 8679428)']","[' 234      (Ratio', '   0.00%)']","[' 24786    (Ratio', '   0.28%)']","[' 8798738  (Average Length', '   17.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8798738  (Average', ' 14.67 Max', ' 9042 Sum', ' 129113052)']","[' 8796228  (Average', ' 14.22 Max', ' 9042 Sum', ' 125137685 Ratio', '  96.92%)']","[' 2510     (Average', ' 1583.81 Max', ' 2515 Sum', ' 3975367 Ratio', '   3.08%)']", ,[' 304925  '],[' 14206   '],[' 279996  '],[' 111979  '],"[' 276604   (Atom=Atom', ' 77258 Body=Body', ' 51425 Other', ' 147921)']",[' Yes'],"[' 18680    (Eliminated', '    0 Frozen', ' 18680)']","[' 4988     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.39162'],[' 0'], ,[' 315.555'],[' 0'],[' 12.5893'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.83169e+08'],[' 2.28985e+08'],[' 0'],[' 1.89343e+10'],[' 0'],[' 0'],[' 932 '],[' 1833 '],[' 2544 '],[' 3075 '],[' 3711 '],[' 4355 '],[' 5047 '],[' 5564 '],[' 8 '],[' 0 ']
