Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Completion Time for Window 10 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , ,[' 1'],[' 7825+'],[' 3923'],"[' 613.607s (Solving', ' 569.26s 1st Model', ' 64.47s Unsat', ' 0.00s)']",[' 612.250s'], ,[' 148428858'],"[' 10190605 (Analyzed', ' 10010206)']","[' 22455    (Average', ' 445.79 Last', ' 23744)']",[' 7549.4  '],"[' 3923     (Average Length', ' 1900.35 Splits', ' 0)']","[' 10010206 (Deleted', ' 9856754)']","[' 576      (Ratio', '   0.01%)']","[' 25506    (Ratio', '   0.25%)']","[' 10010206 (Average Length', '   16.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10010206 (Average', ' 12.93 Max', ' 10757 Sum', ' 129453179)']","[' 10007780 (Average', ' 12.55 Max', ' 10757 Sum', ' 125652987 Ratio', '  97.06%)']","[' 2426     (Average', ' 1566.44 Max', ' 2914 Sum', ' 3800192 Ratio', '   2.94%)']", ,[' 317988  '],[' 15288   '],[' 294477  '],[' 128972  '],"[' 301339   (Atom=Atom', ' 85269 Body=Body', ' 58264 Other', ' 157806)']",[' Yes'],"[' 20014    (Eliminated', '    0 Frozen', ' 20014)']","[' 4490     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.44818'],[' 0'], ,[' 278.194'],[' 0'],[' 13.5472'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.65794e+08'],[' 2.17065e+08'],[' 0'],[' 1.46821e+10'],[' 0'],[' 0'],[' 917 '],[' 1688 '],[' 2163 '],[' 2733 '],[' 3328 '],[' 3740 '],[' 4241 '],[' 4832 '],[' 5424 '],[' 5821 '],[' 10 '],[' 0 ']
Solving...,TA72, , , ,[' 6567+'],[' 3291'],"[' 587.375s (Solving', ' 507.82s 1st Model', ' 67.52s Unsat', ' 0.00s)']",[' 580.313s'], ,[' 79936427'],"[' 8354010  (Analyzed', ' 8109319)']","[' 18359    (Average', ' 441.71 Last', ' 5301)']",[' 7495.2  '],"[' 3291     (Average Length', ' 1693.79 Splits', ' 0)']","[' 8109319  (Deleted', ' 7989347)']","[' 657      (Ratio', '   0.01%)']","[' 8872     (Ratio', '   0.11%)']","[' 8109319  (Average Length', '   14.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8109319  (Average', '  7.82 Max', ' 11653 Sum', ' 63444223)']","[' 8106851  (Average', '  7.43 Max', ' 11653 Sum', ' 60285871 Ratio', '  95.02%)']","[' 2468     (Average', ' 1279.72 Max', ' 2655 Sum', ' 3158352 Ratio', '   4.98%)']", ,[' 316728  '],[' 15185   '],[' 292871  '],[' 128010  '],"[' 297818   (Atom=Atom', ' 84249 Body=Body', ' 57964 Other', ' 155605)']",[' Yes'],"[' 19565    (Eliminated', '    0 Frozen', ' 19565)']","[' 1666     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.3331'],[' 0'], ,[' 193.219'],[' 0'],[' 9.46159'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.34057e+08'],[' 1.05364e+08'],[' 0'],[' 9.40976e+09'],[' 0'],[' 0'],[' 805 '],[' 1316 '],[' 1913 '],[' 3742 '],[' 3003 '],[' 3451 '],[' 4086 '],[' 4759 '],[' 5442 '],[' 6132 '],[' 10 '],[' 0 ']
Solving...,TA73, , ,[' 1'],[' 7099+'],[' 3558'],"[' 628.654s (Solving', ' 549.88s 1st Model', ' 86.55s Unsat', ' 0.00s)']",[' 620.203s'], ,[' 77026629'],"[' 3304361  (Analyzed', ' 3021954)']","[' 8538     (Average', ' 353.94 Last', ' 10034)']",[' 8630.1  '],"[' 3558     (Average Length', ' 1797.65 Splits', ' 0)']","[' 3021954  (Deleted', ' 2952816)']","[' 420      (Ratio', '   0.01%)']","[' 7597     (Ratio', '   0.25%)']","[' 3021954  (Average Length', '   15.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3021954  (Average', ' 18.24 Max', ' 11873 Sum', ' 55129627)']","[' 3019926  (Average', ' 17.31 Max', ' 11873 Sum', ' 52320720 Ratio', '  94.90%)']","[' 2028     (Average', ' 1385.06 Max', ' 2737 Sum', ' 2808907 Ratio', '   5.10%)']", ,[' 319869  '],[' 15514   '],[' 296069  '],[' 130781  '],"[' 299343   (Atom=Atom', ' 84688 Body=Body', ' 58093 Other', ' 156562)']",[' Yes'],"[' 19825    (Eliminated', '    0 Frozen', ' 19825)']","[' 1049     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 14.035'],[' 0'], ,[' 177.034'],[' 0'],[' 9.93375'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.15928e+08'],[' 1.00222e+08'],[' 0'],[' 5.52783e+09'],[' 0'],[' 0'],[' 1051 '],[' 1632 '],[' 2208 '],[' 2680 '],[' 3240 '],[' 3888 '],[' 4728 '],[' 4996 '],[' 5474 '],[' 5933 '],[' 10 '],[' 0 ']
Solving...,TA74, , ,[' 1'],[' 8055+'],[' 4038'],"[' 612.681s (Solving', ' 568.76s 1st Model', ' 57.47s Unsat', ' 0.00s)']",[' 610.797s'], ,[' 128921578'],"[' 12412667 (Analyzed', ' 12121780)']","[' 26291    (Average', ' 461.06 Last', ' 103194)']",[' 8041.4  '],"[' 4038     (Average Length', ' 1950.12 Splits', ' 0)']","[' 12121780 (Deleted', ' 11935657)']","[' 671      (Ratio', '   0.01%)']","[' 17171    (Ratio', '   0.14%)']","[' 12121780 (Average Length', '   14.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12121780 (Average', '  8.87 Max', ' 11133 Sum', ' 107532294)']","[' 12119151 (Average', '  8.54 Max', ' 11133 Sum', ' 103579705 Ratio', '  96.32%)']","[' 2629     (Average', ' 1503.46 Max', ' 2994 Sum', ' 3952589 Ratio', '   3.68%)']", ,[' 318673  '],[' 15194   '],[' 294801  '],[' 129584  '],"[' 299775   (Atom=Atom', ' 84906 Body=Body', ' 57892 Other', ' 156977)']",[' Yes'],"[' 20012    (Eliminated', '    0 Frozen', ' 20012)']","[' 3048     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.47138'],[' 0'], ,[' 292.897'],[' 0'],[' 11.4451'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.18453e+08'],[' 1.75065e+08'],[' 0'],[' 1.7776e+10'],[' 0'],[' 0'],[' 882 '],[' 1387 '],[' 1882 '],[' 2422 '],[' 3031 '],[' 3500 '],[' 4279 '],[' 4653 '],[' 5181 '],[' 5600 '],[' 10 '],[' 0 ']
Solving...,TA75, , ,[' 1'],[' 9441+'],[' 4731'],"[' 614.872s (Solving', ' 564.06s 1st Model', ' 101.84s Unsat', ' 0.00s)']",[' 614.094s'], ,[' 175704141'],"[' 9060675  (Analyzed', ' 8850593)']","[' 20417    (Average', ' 433.49 Last', ' 48017)']",[' 7175.4  '],"[' 4731     (Average Length', ' 2222.84 Splits', ' 0)']","[' 8850593  (Deleted', ' 8702661)']","[' 617      (Ratio', '   0.01%)']","[' 34857    (Ratio', '   0.39%)']","[' 8850593  (Average Length', '   15.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8850593  (Average', ' 17.64 Max', ' 10229 Sum', ' 156106806)']","[' 8848218  (Average', ' 17.14 Max', ' 10229 Sum', ' 151661570 Ratio', '  97.15%)']","[' 2375     (Average', ' 1871.68 Max', ' 3480 Sum', ' 4445236 Ratio', '   2.85%)']", ,[' 319489  '],[' 15418   '],[' 296733  '],[' 130621  '],"[' 304166   (Atom=Atom', ' 86191 Body=Body', ' 58355 Other', ' 159620)']",[' Yes'],"[' 20608    (Eliminated', '    0 Frozen', ' 20608)']","[' 6098     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.72326'],[' 0'], ,[' 231.185'],[' 0'],[' 12.6172'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.65204e+08'],[' 3.02944e+08'],[' 0'],[' 1.28246e+10'],[' 0'],[' 0'],[' 871 '],[' 1430 '],[' 1920 '],[' 2479 '],[' 3088 '],[' 3607 '],[' 4195 '],[' 4690 '],[' 5198 '],[' 5631 '],[' 10 '],[' 0 ']
Solving...,TA76, , ,[' 1'],[' 8965+'],[' 4493'],"[' 614.498s (Solving', ' 566.15s 1st Model', ' 57.39s Unsat', ' 0.00s)']",[' 613.109s'], ,[' 127747909'],"[' 12555506 (Analyzed', ' 12310329)']","[' 26586    (Average', ' 463.04 Last', ' 106007)']",[' 8017.2  '],"[' 4493     (Average Length', ' 2133.00 Splits', ' 0)']","[' 12310329 (Deleted', ' 12126376)']","[' 725      (Ratio', '   0.01%)']","[' 16684    (Ratio', '   0.14%)']","[' 12310329 (Average Length', '   13.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12310329 (Average', '  8.55 Max', ' 11400 Sum', ' 105237410)']","[' 12307603 (Average', '  8.17 Max', ' 11400 Sum', ' 100616130 Ratio', '  95.61%)']","[' 2726     (Average', ' 1695.26 Max', ' 8612 Sum', ' 4621280 Ratio', '   4.39%)']", ,[' 319353  '],[' 15175   '],[' 295655  '],[' 130265  '],"[' 300037   (Atom=Atom', ' 85064 Body=Body', ' 57674 Other', ' 157299)']",[' Yes'],"[' 20162    (Eliminated', '    0 Frozen', ' 20162)']","[' 3156     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.17801'],[' 0'], ,[' 279.968'],[' 0'],[' 11.0758'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.13845e+08'],[' 1.69008e+08'],[' 0'],[' 1.69462e+10'],[' 0'],[' 0'],[' 821 '],[' 1424 '],[' 1926 '],[' 2428 '],[' 2965 '],[' 3544 '],[' 4097 '],[' 4552 '],[' 5123 '],[' 5614 '],[' 10 '],[' 0 ']
Solving...,TA77, , ,[' 1'],[' 8871+'],[' 4446'],"[' 614.257s (Solving', ' 565.67s 1st Model', ' 93.16s Unsat', ' 0.00s)']",[' 612.484s'], ,[' 157417630'],"[' 11265561 (Analyzed', ' 11066893)']","[' 24357    (Average', ' 454.36 Last', ' 132988)']",[' 7791.1  '],"[' 4446     (Average Length', ' 2099.51 Splits', ' 0)']","[' 11066893 (Deleted', ' 10885033)']","[' 594      (Ratio', '   0.01%)']","[' 24784    (Ratio', '   0.22%)']","[' 11066893 (Average Length', '   14.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11066893 (Average', ' 12.18 Max', ' 11367 Sum', ' 134748650)']","[' 11064707 (Average', ' 11.88 Max', ' 11367 Sum', ' 131470687 Ratio', '  97.57%)']","[' 2186     (Average', ' 1499.53 Max', ' 3251 Sum', ' 3277963 Ratio', '   2.43%)']", ,[' 316342  '],[' 14992   '],[' 293328  '],[' 127722  '],"[' 300404   (Atom=Atom', ' 85149 Body=Body', ' 57749 Other', ' 157506)']",[' Yes'],"[' 20273    (Eliminated', '    0 Frozen', ' 20273)']","[' 4277     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.31163'],[' 0'], ,[' 254.683'],[' 0'],[' 11.4936'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.98766e+08'],[' 2.41988e+08'],[' 0'],[' 1.43598e+10'],[' 0'],[' 0'],[' 840 '],[' 1577 '],[' 1901 '],[' 2385 '],[' 2979 '],[' 3499 '],[' 4145 '],[' 4728 '],[' 5244 '],[' 5630 '],[' 10 '],[' 0 ']
Solving...,TA78, , ,[' 1'],[' 8363+'],[' 4192'],"[' 613.009s (Solving', ' 568.41s 1st Model', ' 52.09s Unsat', ' 0.00s)']",[' 611.359s'], ,[' 145002985'],"[' 11506387 (Analyzed', ' 11238488)']","[' 24919    (Average', ' 451.00 Last', ' 63402)']",[' 7666.0  '],"[' 4192     (Average Length', ' 2043.35 Splits', ' 0)']","[' 11238488 (Deleted', ' 11073035)']","[' 647      (Ratio', '   0.01%)']","[' 22700    (Ratio', '   0.20%)']","[' 11238488 (Average Length', '   16.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11238488 (Average', ' 11.09 Max', ' 10955 Sum', ' 124621953)']","[' 11235992 (Average', ' 10.74 Max', ' 10955 Sum', ' 120647460 Ratio', '  96.81%)']","[' 2496     (Average', ' 1592.34 Max', ' 3211 Sum', ' 3974493 Ratio', '   3.19%)']", ,[' 319611  '],[' 15321   '],[' 296008  '],[' 130558  '],"[' 300713   (Atom=Atom', ' 85162 Body=Body', ' 57988 Other', ' 157563)']",[' Yes'],"[' 20157    (Eliminated', '    0 Frozen', ' 20157)']","[' 3934     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.50756'],[' 0'], ,[' 281.607'],[' 0'],[' 11.9195'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.57098e+08'],[' 2.08713e+08'],[' 0'],[' 1.68953e+10'],[' 0'],[' 0'],[' 898 '],[' 1433 '],[' 2071 '],[' 2535 '],[' 3138 '],[' 3688 '],[' 4226 '],[' 4693 '],[' 5198 '],[' 5653 '],[' 10 '],[' 0 ']
Solving...,TA79, , ,[' 1'],[' 9065+'],[' 4543'],"[' 614.065s (Solving', ' 566.07s 1st Model', ' 63.20s Unsat', ' 0.00s)']",[' 612.156s'], ,[' 150912890'],"[' 10681566 (Analyzed', ' 10437390)']","[' 23163    (Average', ' 450.61 Last', ' 108405)']",[' 7413.2  '],"[' 4543     (Average Length', ' 2177.58 Splits', ' 0)']","[' 10437390 (Deleted', ' 10270999)']","[' 776      (Ratio', '   0.01%)']","[' 26939    (Ratio', '   0.26%)']","[' 10437390 (Average Length', '   15.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10437390 (Average', ' 12.54 Max', ' 11089 Sum', ' 130907785)']","[' 10434753 (Average', ' 12.11 Max', ' 11089 Sum', ' 126406253 Ratio', '  96.56%)']","[' 2637     (Average', ' 1707.07 Max', ' 3369 Sum', ' 4501532 Ratio', '   3.44%)']", ,[' 318431  '],[' 15199   '],[' 295149  '],[' 129392  '],"[' 302484   (Atom=Atom', ' 85701 Body=Body', ' 58104 Other', ' 158679)']",[' Yes'],"[' 20407    (Eliminated', '    0 Frozen', ' 20407)']","[' 4744     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.17078'],[' 0'], ,[' 264.302'],[' 0'],[' 11.909'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.81656e+08'],[' 2.30786e+08'],[' 0'],[' 1.54656e+10'],[' 0'],[' 0'],[' 837 '],[' 1358 '],[' 1855 '],[' 2400 '],[' 3049 '],[' 3633 '],[' 4032 '],[' 4615 '],[' 5129 '],[' 5581 '],[' 10 '],[' 0 ']
Solving...,TA80, , ,[' 1'],[' 8951+'],[' 4486'],"[' 613.577s (Solving', ' 564.49s 1st Model', ' 89.52s Unsat', ' 0.00s)']",[' 617.547s'], ,[' 150359803'],"[' 9765611  (Analyzed', ' 9452204)']","[' 21814    (Average', ' 433.31 Last', ' 180007)']",[' 7970.7  '],"[' 4486     (Average Length', ' 2122.80 Splits', ' 0)']","[' 9452204  (Deleted', ' 9315348)']","[' 577      (Ratio', '   0.01%)']","[' 25170    (Ratio', '   0.27%)']","[' 9452204  (Average Length', '   15.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9452204  (Average', ' 13.40 Max', ' 10333 Sum', ' 126673185)']","[' 9450051  (Average', ' 13.05 Max', ' 10333 Sum', ' 123362197 Ratio', '  97.39%)']","[' 2153     (Average', ' 1537.85 Max', ' 3228 Sum', ' 3310988 Ratio', '   2.61%)']", ,[' 320278  '],[' 15458   '],[' 296945  '],[' 131030  '],"[' 304003   (Atom=Atom', ' 86077 Body=Body', ' 58484 Other', ' 159442)']",[' Yes'],"[' 20480    (Eliminated', '    0 Frozen', ' 20480)']","[' 4300     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.424'],[' 0'], ,[' 265.997'],[' 0'],[' 11.8355'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.91062e+08'],[' 2.35459e+08'],[' 0'],[' 1.50671e+10'],[' 0'],[' 0'],[' 786 '],[' 1372 '],[' 2110 '],[' 2573 '],[' 3090 '],[' 3520 '],[' 4086 '],[' 4593 '],[' 5113 '],[' 5506 '],[' 10 '],[' 0 ']
