Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , , ,[' 1'],[' 6591+'],[' 3298'],"[' 1007.206s (Solving', ' 978.98s 1st Model', ' 756.15s Unsat', ' 0.00s)']",[' 999.344s'], ,[' 445107632'],"[' 5134016  (Analyzed', ' 1795849)']","[' 7439     (Average', ' 241.41 Last', ' 198484)']",[' 8704.1  '],"[' 3298     (Average Length', ' 1612.58 Splits', ' 0)']","[' 1795849  (Deleted', ' 1728777)']","[' 351      (Ratio', '   0.02%)']","[' 58577    (Ratio', '   3.26%)']","[' 1795849  (Average Length', '   22.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1795849  (Average', ' 233.26 Max', ' 8937 Sum', ' 418908306)']","[' 1795236  (Average', ' 232.67 Max', ' 8821 Sum', ' 417845364 Ratio', '  99.75%)']","[' 613      (Average', ' 1734.00 Max', ' 1734 Sum', ' 1062942 Ratio', '   0.25%)']", ,[' 147792  '],[' 12156   '],[' 144827  '],[' 67096   '],"[' 241612   (Atom=Atom', ' 68781 Body=Body', ' 39008 Other', ' 133823)']",[' Yes'],"[' 15268    (Eliminated', '    0 Frozen', ' 15268)']","[' 6317     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.19939'],[' 0'], ,[' 356.634'],[' 0'],[' 32.0696'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.24438e+09'],[' 1.1074e+09'],[' 0'],[' 1.09002e+10'],[' 0'],[' 0'],[' 1833 '],[' 3494 '],[' 2 '],[' 0 ']
Solving...,TA62, , , ,[' 1'],[' 5985+'],[' 2995'],"[' 1007.743s (Solving', ' 977.42s 1st Model', ' 810.42s Unsat', ' 0.00s)']",[' 1004.156s'], ,[' 446760443'],"[' 4228872  (Analyzed', ' 1545807)']","[' 6505     (Average', ' 237.63 Last', ' 203965)']",[' 8467.1  '],"[' 2995     (Average Length', ' 1471.84 Splits', ' 0)']","[' 1545807  (Deleted', ' 1478436)']","[' 255      (Ratio', '   0.02%)']","[' 61219    (Ratio', '   3.96%)']","[' 1545807  (Average Length', '   23.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1545807  (Average', ' 273.61 Max', ' 9416 Sum', ' 422946932)']","[' 1545694  (Average', ' 273.49 Max', ' 8742 Sum', ' 422757318 Ratio', '  99.96%)']","[' 113      (Average', ' 1678.00 Max', ' 1678 Sum', ' 189614 Ratio', '   0.04%)']", ,[' 148451  '],[' 12304   '],[' 145096  '],[' 67533   '],"[' 242775   (Atom=Atom', ' 68922 Body=Body', ' 39452 Other', ' 134401)']",[' Yes'],"[' 15100    (Eliminated', '    0 Frozen', ' 15100)']","[' 1101     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.39476'],[' 0'], ,[' 344.412'],[' 0'],[' 31.9188'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.31533e+09'],[' 1.18599e+09'],[' 0'],[' 9.19652e+09'],[' 0'],[' 0'],[' 1815 '],[' 3593 '],[' 2 '],[' 0 ']
Solving...,TA63, , , ,[' 1'],[' 6777+'],[' 3391'],"[' 1007.295s (Solving', ' 978.37s 1st Model', ' 801.07s Unsat', ' 0.00s)']",[' 1001.063s'], ,[' 463106407'],"[' 4895132  (Analyzed', ' 1837603)']","[' 7488     (Average', ' 245.41 Last', ' 194475)']",[' 8619.1  '],"[' 3391     (Average Length', ' 1651.99 Splits', ' 0)']","[' 1837603  (Deleted', ' 1769889)']","[' 321      (Ratio', '   0.02%)']","[' 59589    (Ratio', '   3.24%)']","[' 1837603  (Average Length', '   21.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1837603  (Average', ' 237.86 Max', ' 9372 Sum', ' 437100793)']","[' 1836957  (Average', ' 237.21 Max', ' 7765 Sum', ' 435894711 Ratio', '  99.72%)']","[' 646      (Average', ' 1867.00 Max', ' 1867 Sum', ' 1206082 Ratio', '   0.28%)']", ,[' 147495  '],[' 12096   '],[' 144577  '],[' 66889   '],"[' 241051   (Atom=Atom', ' 68694 Body=Body', ' 38828 Other', ' 133529)']",[' Yes'],"[' 15225    (Eliminated', '    0 Frozen', ' 15225)']","[' 6677     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.2738'],[' 0'], ,[' 347.356'],[' 0'],[' 31.6407'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.39883e+09'],[' 1.2517e+09'],[' 0'],[' 1.09953e+10'],[' 0'],[' 0'],[' 1677 '],[' 3263 '],[' 2 '],[' 0 ']
Solving...,TA64, , , ,[' 1'],[' 6709+'],[' 3357'],"[' 1007.083s (Solving', ' 977.99s 1st Model', ' 790.27s Unsat', ' 0.00s)']",[' 1004.891s'], ,[' 454402310'],"[' 4600853  (Analyzed', ' 1764135)']","[' 7536     (Average', ' 234.09 Last', ' 140089)']",[' 8670.2  '],"[' 3357     (Average Length', ' 1640.12 Splits', ' 0)']","[' 1764135  (Deleted', ' 1692518)']","[' 377      (Ratio', '   0.02%)']","[' 59965    (Ratio', '   3.40%)']","[' 1764135  (Average Length', '   21.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1764135  (Average', ' 242.89 Max', ' 9537 Sum', ' 428482538)']","[' 1763537  (Average', ' 242.29 Max', ' 7774 Sum', ' 427428264 Ratio', '  99.75%)']","[' 598      (Average', ' 1763.00 Max', ' 1763 Sum', ' 1054274 Ratio', '   0.25%)']", ,[' 148098  '],[' 12194   '],[' 145147  '],[' 67345   '],"[' 242321   (Atom=Atom', ' 68954 Body=Body', ' 39122 Other', ' 134245)']",[' Yes'],"[' 15339    (Eliminated', '    0 Frozen', ' 15339)']","[' 6846     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.54585'],[' 0'], ,[' 346.641'],[' 0'],[' 32.4362'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.35514e+09'],[' 1.21557e+09'],[' 0'],[' 1.02219e+10'],[' 0'],[' 0'],[' 1755 '],[' 3325 '],[' 2 '],[' 0 ']
Solving...,TA65, , , ,[' 1'],[' 6725+'],[' 3365'],"[' 1007.094s (Solving', ' 977.55s 1st Model', ' 813.53s Unsat', ' 0.00s)']",[' 1005.313s'], ,[' 463050344'],"[' 4450010  (Analyzed', ' 1608398)']","[' 6984     (Average', ' 230.30 Last', ' 114359)']",[' 8623.4  '],"[' 3365     (Average Length', ' 1635.99 Splits', ' 0)']","[' 1608398  (Deleted', ' 1532984)']","[' 267      (Ratio', '   0.02%)']","[' 63207    (Ratio', '   3.93%)']","[' 1608398  (Average Length', '   22.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1608398  (Average', ' 271.87 Max', ' 9539 Sum', ' 437278848)']","[' 1607831  (Average', ' 271.25 Max', ' 7844 Sum', ' 436271856 Ratio', '  99.77%)']","[' 567      (Average', ' 1776.00 Max', ' 1776 Sum', ' 1006992 Ratio', '   0.23%)']", ,[' 148405  '],[' 12240   '],[' 145442  '],[' 67583   '],"[' 242989   (Atom=Atom', ' 69100 Body=Body', ' 39260 Other', ' 134629)']",[' Yes'],"[' 15396    (Eliminated', '    0 Frozen', ' 15396)']","[' 6466     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.66942'],[' 0'], ,[' 338.485'],[' 0'],[' 32.6221'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.38869e+09'],[' 1.25523e+09'],[' 0'],[' 1.00747e+10'],[' 0'],[' 0'],[' 1700 '],[' 3397 '],[' 2 '],[' 0 ']
Solving...,TA66, , , ,[' 1'],[' 6255+'],[' 3130'],"[' 1006.483s (Solving', ' 980.64s 1st Model', ' 774.69s Unsat', ' 0.00s)']",[' 1004.359s'], ,[' 485349752'],"[' 4616979  (Analyzed', ' 1821716)']","[' 7538     (Average', ' 241.67 Last', ' 193974)']",[' 8746.2  '],"[' 3130     (Average Length', ' 1535.56 Splits', ' 0)']","[' 1821716  (Deleted', ' 1741782)']","[' 325      (Ratio', '   0.02%)']","[' 65641    (Ratio', '   3.60%)']","[' 1821716  (Average Length', '   22.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1821716  (Average', ' 252.68 Max', ' 9703 Sum', ' 460313233)']","[' 1821063  (Average', ' 252.17 Max', ' 8401 Sum', ' 459380096 Ratio', '  99.80%)']","[' 653      (Average', ' 1429.00 Max', ' 1429 Sum', ' 933137 Ratio', '   0.20%)']", ,[' 148625  '],[' 12310   '],[' 145454  '],[' 67698   '],"[' 243264   (Atom=Atom', ' 69075 Body=Body', ' 39470 Other', ' 134719)']",[' Yes'],"[' 15293    (Eliminated', '    0 Frozen', ' 15293)']","[' 7399     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.59096'],[' 0'], ,[' 334.905'],[' 0'],[' 31.9502'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.53436e+09'],[' 1.38616e+09'],[' 0'],[' 1.07981e+10'],[' 0'],[' 0'],[' 1720 '],[' 3552 '],[' 2 '],[' 0 ']
Solving...,TA67, , , ,[' 1'],[' 6499+'],[' 3252'],"[' 1006.941s (Solving', ' 980.01s 1st Model', ' 792.18s Unsat', ' 0.00s)']",[' 1002.234s'], ,[' 476613809'],"[' 4455377  (Analyzed', ' 1826595)']","[' 7620     (Average', ' 239.71 Last', ' 121946)']",[' 8567.5  '],"[' 3252     (Average Length', ' 1591.45 Splits', ' 0)']","[' 1826595  (Deleted', ' 1751769)']","[' 383      (Ratio', '   0.02%)']","[' 63432    (Ratio', '   3.47%)']","[' 1826595  (Average Length', '   23.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1826595  (Average', ' 247.42 Max', ' 9203 Sum', ' 451944789)']","[' 1825910  (Average', ' 246.79 Max', ' 7684 Sum', ' 450791249 Ratio', '  99.74%)']","[' 685      (Average', ' 1684.00 Max', ' 1684 Sum', ' 1153540 Ratio', '   0.26%)']", ,[' 147759  '],[' 12158   '],[' 144718  '],[' 67060   '],"[' 241502   (Atom=Atom', ' 68741 Body=Body', ' 39014 Other', ' 133747)']",[' Yes'],"[' 15195    (Eliminated', '    0 Frozen', ' 15195)']","[' 7455     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.74799'],[' 0'], ,[' 340.99'],[' 0'],[' 32.437'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.46912e+09'],[' 1.32119e+09'],[' 0'],[' 1.07195e+10'],[' 0'],[' 0'],[' 1844 '],[' 3523 '],[' 2 '],[' 0 ']
Solving...,TA68, , , ,[' 1'],[' 6193+'],[' 3099'],"[' 1005.832s (Solving', ' 981.80s 1st Model', ' 714.16s Unsat', ' 0.00s)']",[' 1002.156s'], ,[' 485283458'],"[' 4993845  (Analyzed', ' 1873340)']","[' 7322     (Average', ' 255.85 Last', ' 236893)']",[' 8482.0  '],"[' 3099     (Average Length', ' 1522.53 Splits', ' 0)']","[' 1873340  (Deleted', ' 1802129)']","[' 348      (Ratio', '   0.02%)']","[' 62799    (Ratio', '   3.35%)']","[' 1873340  (Average Length', '   21.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1873340  (Average', ' 246.22 Max', ' 9420 Sum', ' 461258499)']","[' 1872677  (Average', ' 245.65 Max', ' 8526 Sum', ' 460190653 Ratio', '  99.77%)']","[' 663      (Average', ' 1610.63 Max', ' 2605 Sum', ' 1067846 Ratio', '   0.23%)']", ,[' 148035  '],[' 12224   '],[' 144844  '],[' 67237   '],"[' 241967   (Atom=Atom', ' 68786 Body=Body', ' 39212 Other', ' 133969)']",[' Yes'],"[' 15144    (Eliminated', '    0 Frozen', ' 15144)']","[' 7077     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.41252'],[' 0'], ,[' 348.349'],[' 0'],[' 32.2316'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.4995e+09'],[' 1.35001e+09'],[' 0'],[' 1.15872e+10'],[' 0'],[' 0'],[' 1782 '],[' 3372 '],[' 2 '],[' 0 ']
Solving...,TA69, , , ,[' 1'],[' 6181+'],[' 3093'],"[' 1006.492s (Solving', ' 979.24s 1st Model', ' 791.22s Unsat', ' 0.00s)']",[' 1002.250s'], ,[' 479134232'],"[' 4853695  (Analyzed', ' 1904363)']","[' 7337     (Average', ' 259.56 Last', ' 370513)']",[' 8643.0  '],"[' 3093     (Average Length', ' 1512.55 Splits', ' 0)']","[' 1904363  (Deleted', ' 1825917)']","[' 417      (Ratio', '   0.02%)']","[' 65207    (Ratio', '   3.42%)']","[' 1904363  (Average Length', '   23.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1904363  (Average', ' 238.74 Max', ' 9540 Sum', ' 454652504)']","[' 1903649  (Average', ' 238.19 Max', ' 8056 Sum', ' 453592928 Ratio', '  99.77%)']","[' 714      (Average', ' 1484.00 Max', ' 1484 Sum', ' 1059576 Ratio', '   0.23%)']", ,[' 148406  '],[' 12282   '],[' 145219  '],[' 67521   '],"[' 242761   (Atom=Atom', ' 68954 Body=Body', ' 39386 Other', ' 134421)']",[' Yes'],"[' 15235    (Eliminated', '    0 Frozen', ' 15235)']","[' 7521     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.85164'],[' 0'], ,[' 347.753'],[' 0'],[' 31.8198'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.45356e+09'],[' 1.30958e+09'],[' 0'],[' 1.14701e+10'],[' 0'],[' 0'],[' 1977 '],[' 3661 '],[' 2 '],[' 0 ']
Solving...,TA70, , , ,[' 1'],[' 7189+'],[' 3597'],"[' 1008.748s (Solving', ' 974.02s 1st Model', ' 621.25s Unsat', ' 0.00s)']",[' 1002.563s'], ,[' 449010821'],"[' 5317894  (Analyzed', ' 1732172)']","[' 7031     (Average', ' 246.36 Last', ' 126259)']",[' 8840.3  '],"[' 3597     (Average Length', ' 1754.69 Splits', ' 0)']","[' 1732172  (Deleted', ' 1656602)']","[' 389      (Ratio', '   0.02%)']","[' 64136    (Ratio', '   3.70%)']","[' 1732172  (Average Length', '   23.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1732172  (Average', ' 242.91 Max', ' 9685 Sum', ' 420755189)']","[' 1731515  (Average', ' 242.19 Max', ' 8732 Sum', ' 419514773 Ratio', '  99.71%)']","[' 657      (Average', ' 1888.00 Max', ' 1888 Sum', ' 1240416 Ratio', '   0.29%)']", ,[' 149287  '],[' 12340   '],[' 146502  '],[' 68315   '],"[' 245085   (Atom=Atom', ' 69632 Body=Body', ' 39560 Other', ' 135893)']",[' Yes'],"[' 15724    (Eliminated', '    0 Frozen', ' 15724)']","[' 7409     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.40208'],[' 0'], ,[' 348.088'],[' 0'],[' 30.618'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.32163e+09'],[' 1.18925e+09'],[' 0'],[' 1.1176e+10'],[' 0'],[' 0'],[' 1975 '],[' 3746 '],[' 2 '],[' 0 ']
