Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , ,[' 1'],[' 8663+'],[' 4341'],"[' 616.733s (Solving', ' 559.76s 1st Model', ' 81.51s Unsat', ' 0.00s)']",[' 613.516s'], ,[' 162093011'],"[' 8122546  (Analyzed', ' 7912668)']","[' 17430    (Average', ' 453.97 Last', ' 34241)']",[' 8759.5  '],"[' 4341     (Average Length', ' 2141.78 Splits', ' 0)']","[' 7912668  (Deleted', ' 7788902)']","[' 703      (Ratio', '   0.01%)']","[' 24277    (Ratio', '   0.31%)']","[' 7912668  (Average Length', '   17.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7912668  (Average', ' 17.42 Max', ' 11608 Sum', ' 137825719)']","[' 7909707  (Average', ' 16.78 Max', ' 11608 Sum', ' 132787070 Ratio', '  96.34%)']","[' 2961     (Average', ' 1701.67 Max', ' 3103 Sum', ' 5038649 Ratio', '   3.66%)']", ,[' 335034  '],[' 17112   '],[' 309289  '],[' 141833  '],"[' 327726   (Atom=Atom', ' 92136 Body=Body', ' 63330 Other', ' 172260)']",[' Yes'],"[' 21865    (Eliminated', '    0 Frozen', ' 21865)']","[' 4230     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.5759'],[' 0'], ,[' 225.114'],[' 0'],[' 12.4143'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.67846e+08'],[' 2.2664e+08'],[' 0'],[' 1.02039e+10'],[' 0'],[' 0'],[' 972 '],[' 1494 '],[' 2232 '],[' 3140 '],[' 3529 '],[' 4073 '],[' 4695 '],[' 5232 '],[' 5855 '],[' 9 '],[' 0 ']
Solving...,TA72, , ,[' 1'],[' 8993+'],[' 4504'],"[' 620.850s (Solving', ' 554.95s 1st Model', ' 128.23s Unsat', ' 0.00s)']",[' 618.734s'], ,[' 160584689'],"[' 8139564  (Analyzed', ' 7870599)']","[' 17374    (Average', ' 453.01 Last', ' 258569)']",[' 8798.5  '],"[' 4504     (Average Length', ' 2213.80 Splits', ' 0)']","[' 7870599  (Deleted', ' 7735369)']","[' 553      (Ratio', '   0.01%)']","[' 25198    (Ratio', '   0.32%)']","[' 7870599  (Average Length', '   14.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7870599  (Average', ' 16.95 Max', ' 12323 Sum', ' 133445673)']","[' 7868500  (Average', ' 16.56 Max', ' 12323 Sum', ' 130313701 Ratio', '  97.65%)']","[' 2099     (Average', ' 1492.13 Max', ' 3338 Sum', ' 3131972 Ratio', '   2.35%)']", ,[' 331777  '],[' 16659   '],[' 306202  '],[' 138994  '],"[' 326010   (Atom=Atom', ' 91744 Body=Body', ' 62863 Other', ' 171403)']",[' Yes'],"[' 21905    (Eliminated', '    0 Frozen', ' 21905)']","[' 3398     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.7531'],[' 0'], ,[' 195.143'],[' 0'],[' 12.136'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.76705e+08'],[' 2.32731e+08'],[' 0'],[' 8.29969e+09'],[' 0'],[' 0'],[' 735 '],[' 1432 '],[' 1977 '],[' 2583 '],[' 3201 '],[' 3681 '],[' 4295 '],[' 4903 '],[' 5583 '],[' 9 '],[' 0 ']
Solving...,TA73, , , ,[' 8445+'],[' 4232'],"[' 620.616s (Solving', ' 557.58s 1st Model', ' 92.06s Unsat', ' 0.00s)']",[' 617.641s'], ,[' 141804381'],"[' 6857902  (Analyzed', ' 6646649)']","[' 14785    (Average', ' 449.55 Last', ' 69041)']",[' 9012.5  '],"[' 4233     (Average Length', ' 2120.67 Splits', ' 0)']","[' 6646649  (Deleted', ' 6526964)']","[' 586      (Ratio', '   0.01%)']","[' 20929    (Ratio', '   0.31%)']","[' 6646649  (Average Length', '   18.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6646649  (Average', ' 17.38 Max', ' 12337 Sum', ' 115545710)']","[' 6644272  (Average', ' 16.86 Max', ' 12337 Sum', ' 112077982 Ratio', '  97.00%)']","[' 2377     (Average', ' 1458.87 Max', ' 3126 Sum', ' 3467728 Ratio', '   3.00%)']", ,[' 333560  '],[' 16970   '],[' 307970  '],[' 140592  '],"[' 326377   (Atom=Atom', ' 91752 Body=Body', ' 63111 Other', ' 171514)']",[' Yes'],"[' 21831    (Eliminated', '    0 Frozen', ' 21831)']","[' 3403     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.6909'],[' 0'], ,[' 218.341'],[' 0'],[' 12.0484'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.3586e+08'],[' 1.99611e+08'],[' 0'],[' 9.22895e+09'],[' 0'],[' 0'],[' 1006 '],[' 1673 '],[' 2304 '],[' 2759 '],[' 3442 '],[' 4060 '],[' 4663 '],[' 5303 '],[' 6101 '],[' 9 '],[' 0 ']
Solving...,TA74, , ,[' 1'],[' 9343+'],[' 4681'],"[' 618.339s (Solving', ' 554.32s 1st Model', ' 115.32s Unsat', ' 0.00s)']",[' 615.516s'], ,[' 161587856'],"[' 5929695  (Analyzed', ' 5586088)']","[' 13472    (Average', ' 414.64 Last', ' 46258)']",[' 8244.5  '],"[' 4681     (Average Length', ' 2261.48 Splits', ' 0)']","[' 5586088  (Deleted', ' 5467337)']","[' 667      (Ratio', '   0.01%)']","[' 28294    (Ratio', '   0.51%)']","[' 5586088  (Average Length', '   17.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5586088  (Average', ' 24.69 Max', ' 11492 Sum', ' 137942792)']","[' 5583217  (Average', ' 23.80 Max', ' 11492 Sum', ' 132944552 Ratio', '  96.38%)']","[' 2871     (Average', ' 1740.94 Max', ' 3441 Sum', ' 4998240 Ratio', '   3.62%)']", ,[' 332213  '],[' 16644   '],[' 306660  '],[' 139157  '],"[' 326939   (Atom=Atom', ' 91994 Body=Body', ' 63014 Other', ' 171931)']",[' Yes'],"[' 22035    (Eliminated', '    0 Frozen', ' 22035)']","[' 5406     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.9922'],[' 0'], ,[' 187.506'],[' 0'],[' 12.4537'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.82151e+08'],[' 2.40564e+08'],[' 0'],[' 7.16287e+09'],[' 0'],[' 0'],[' 860 '],[' 1396 '],[' 1962 '],[' 2543 '],[' 3191 '],[' 3788 '],[' 4344 '],[' 5025 '],[' 5565 '],[' 9 '],[' 0 ']
Solving...,TA75, , , ,[' 7779+'],[' 3898'],"[' 631.984s (Solving', ' 552.37s 1st Model', ' 142.69s Unsat', ' 0.00s)']",[' 608.766s'], ,[' 141712354'],"[' 5504594  (Analyzed', ' 5197349)']","[' 12183    (Average', ' 426.61 Last', ' 54240)']",[' 7325.0  '],"[' 3899     (Average Length', ' 1982.74 Splits', ' 0)']","[' 5197349  (Deleted', ' 5085363)']","[' 651      (Ratio', '   0.01%)']","[' 29639    (Ratio', '   0.57%)']","[' 5197349  (Average Length', '   16.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5197349  (Average', ' 24.00 Max', ' 10781 Sum', ' 124751125)']","[' 5194784  (Average', ' 23.14 Max', ' 10781 Sum', ' 120290941 Ratio', '  96.42%)']","[' 2565     (Average', ' 1738.86 Max', ' 3189 Sum', ' 4460184 Ratio', '   3.58%)']", ,[' 331426  '],[' 16899   '],[' 306168  '],[' 138796  '],"[' 327040   (Atom=Atom', ' 91854 Body=Body', ' 63515 Other', ' 171671)']",[' Yes'],"[' 21722    (Eliminated', '    0 Frozen', ' 21722)']","[' 5123     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.8034'],[' 0'], ,[' 164.874'],[' 0'],[' 12.223'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.73727e+08'],[' 2.31507e+08'],[' 0'],[' 5.83027e+09'],[' 0'],[' 0'],[' 915 '],[' 1504 '],[' 2041 '],[' 2699 '],[' 3221 '],[' 3915 '],[' 4679 '],[' 6518 '],[' 6759 '],[' 9 '],[' 0 ']
Solving...,TA76, , ,[' 1'],[' 7925+'],[' 3969'],"[' 630.734s (Solving', ' 545.85s 1st Model', ' 108.26s Unsat', ' 0.00s)']",[' 580.859s'], ,[' 106499556'],"[' 2509293  (Analyzed', ' 2153117)']","[' 6306     (Average', ' 341.44 Last', ' 3249)']",[' 9475.9  '],"[' 3969     (Average Length', ' 1968.30 Splits', ' 0)']","[' 2153117  (Deleted', ' 2090439)']","[' 545      (Ratio', '   0.03%)']","[' 10268    (Ratio', '   0.48%)']","[' 2153117  (Average Length', '   15.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2153117  (Average', ' 37.13 Max', ' 12752 Sum', ' 79949906)']","[' 2150742  (Average', ' 35.42 Max', ' 12752 Sum', ' 76264200 Ratio', '  95.39%)']","[' 2375     (Average', ' 1551.88 Max', ' 2876 Sum', ' 3685706 Ratio', '   4.61%)']", ,[' 331076  '],[' 16708   '],[' 305399  '],[' 138416  '],"[' 324703   (Atom=Atom', ' 91284 Body=Body', ' 62993 Other', ' 170426)']",[' Yes'],"[' 21477    (Eliminated', '    0 Frozen', ' 21477)']","[' 1630     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 14.8871'],[' 0'], ,[' 139.47'],[' 0'],[' 10.4605'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.51497e+08'],[' 1.34725e+08'],[' 0'],[' 3.62242e+09'],[' 0'],[' 0'],[' 896 '],[' 1429 '],[' 2182 '],[' 2983 '],[' 3467 '],[' 3873 '],[' 4480 '],[' 5148 '],[' 5668 '],[' 9 '],[' 0 ']
Solving...,TA77, , , ,[' 9359+'],[' 4689'],"[' 620.446s (Solving', ' 555.83s 1st Model', ' 106.11s Unsat', ' 0.00s)']",[' 616.156s'], ,[' 149478925'],"[' 7900052  (Analyzed', ' 7572419)']","[' 17328    (Average', ' 437.00 Last', ' 13043)']",[' 8923.1  '],"[' 4690     (Average Length', ' 2270.67 Splits', ' 0)']","[' 7572419  (Deleted', ' 7442292)']","[' 622      (Ratio', '   0.01%)']","[' 22104    (Ratio', '   0.29%)']","[' 7572419  (Average Length', '   15.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7572419  (Average', ' 16.11 Max', ' 12079 Sum', ' 121975861)']","[' 7569797  (Average', ' 15.53 Max', ' 12079 Sum', ' 117617759 Ratio', '  96.43%)']","[' 2622     (Average', ' 1662.13 Max', ' 3409 Sum', ' 4358102 Ratio', '   3.57%)']", ,[' 330432  '],[' 16474   '],[' 305009  '],[' 137757  '],"[' 326638   (Atom=Atom', ' 91929 Body=Body', ' 62939 Other', ' 171770)']",[' Yes'],"[' 22007    (Eliminated', '    0 Frozen', ' 22007)']","[' 4087     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.0967'],[' 0'], ,[' 207.519'],[' 0'],[' 11.7995'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.44295e+08'],[' 2.04183e+08'],[' 0'],[' 9.13458e+09'],[' 0'],[' 0'],[' 806 '],[' 1365 '],[' 2004 '],[' 2657 '],[' 3217 '],[' 3799 '],[' 4410 '],[' 5046 '],[' 5734 '],[' 9 '],[' 0 ']
Solving...,TA78, , , ,[' 8529+'],[' 4274'],"[' 620.797s (Solving', ' 556.46s 1st Model', ' 94.45s Unsat', ' 0.00s)']",[' 611.438s'], ,[' 150358006'],"[' 7426694  (Analyzed', ' 7135445)']","[' 15904    (Average', ' 448.66 Last', ' 100125)']",[' 8902.3  '],"[' 4275     (Average Length', ' 2103.53 Splits', ' 0)']","[' 7135445  (Deleted', ' 7016923)']","[' 775      (Ratio', '   0.01%)']","[' 21510    (Ratio', '   0.30%)']","[' 7135445  (Average Length', '   19.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7135445  (Average', ' 17.53 Max', ' 11642 Sum', ' 125094912)']","[' 7132482  (Average', ' 16.91 Max', ' 11642 Sum', ' 120635657 Ratio', '  96.44%)']","[' 2963     (Average', ' 1504.98 Max', ' 3104 Sum', ' 4459255 Ratio', '   3.56%)']", ,[' 334719  '],[' 16998   '],[' 308635  '],[' 141393  '],"[' 326814   (Atom=Atom', ' 91867 Body=Body', ' 63211 Other', ' 171736)']",[' Yes'],"[' 21784    (Eliminated', '    0 Frozen', ' 21784)']","[' 4042     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.6708'],[' 0'], ,[' 212.851'],[' 0'],[' 12.1083'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.45029e+08'],[' 2.0668e+08'],[' 0'],[' 9.26812e+09'],[' 0'],[' 0'],[' 946 '],[' 1549 '],[' 2060 '],[' 2696 '],[' 3270 '],[' 3842 '],[' 4678 '],[' 5112 '],[' 5982 '],[' 9 '],[' 0 ']
Solving...,TA79, , , ,[' 9839+'],[' 4927'],"[' 629.434s (Solving', ' 546.38s 1st Model', ' 105.26s Unsat', ' 0.00s)']",[' 625.719s'], ,[' 140637690'],"[' 5080567  (Analyzed', ' 4677651)']","[' 10758    (Average', ' 434.81 Last', ' 16926)']",[' 8475.9  '],"[' 4928     (Average Length', ' 2348.69 Splits', ' 0)']","[' 4677651  (Deleted', ' 4574508)']","[' 662      (Ratio', '   0.01%)']","[' 24999    (Ratio', '   0.53%)']","[' 4677651  (Average Length', '   17.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4677651  (Average', ' 24.39 Max', ' 12119 Sum', ' 114071531)']","[' 4675136  (Average', ' 23.47 Max', ' 12119 Sum', ' 109795287 Ratio', '  96.25%)']","[' 2515     (Average', ' 1700.30 Max', ' 3629 Sum', ' 4276244 Ratio', '   3.75%)']", ,[' 334439  '],[' 16841   '],[' 308688  '],[' 141146  '],"[' 328359   (Atom=Atom', ' 92407 Body=Body', ' 63139 Other', ' 172813)']",[' Yes'],"[' 22190    (Eliminated', '    0 Frozen', ' 22190)']","[' 4600     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 14.3855'],[' 0'], ,[' 146.663'],[' 0'],[' 11.5843'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.57251e+08'],[' 2.19293e+08'],[' 0'],[' 4.74898e+09'],[' 0'],[' 0'],[' 870 '],[' 1459 '],[' 2000 '],[' 2521 '],[' 3132 '],[' 3765 '],[' 4451 '],[' 5711 '],[' 5721 '],[' 9 '],[' 0 ']
Solving...,TA80, , ,[' 1'],[' 8583+'],[' 4301'],"[' 616.983s (Solving', ' 560.40s 1st Model', ' 92.90s Unsat', ' 0.00s)']",[' 615.094s'], ,[' 175506784'],"[' 6392694  (Analyzed', ' 6124307)']","[' 14449    (Average', ' 423.86 Last', ' 35606)']",[' 8219.5  '],"[' 4301     (Average Length', ' 2128.16 Splits', ' 0)']","[' 6124307  (Deleted', ' 6002523)']","[' 649      (Ratio', '   0.01%)']","[' 34809    (Ratio', '   0.57%)']","[' 6124307  (Average Length', '   16.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6124307  (Average', ' 25.03 Max', ' 10903 Sum', ' 153315945)']","[' 6121601  (Average', ' 24.28 Max', ' 10903 Sum', ' 148686319 Ratio', '  96.98%)']","[' 2706     (Average', ' 1710.87 Max', ' 3129 Sum', ' 4629626 Ratio', '   3.02%)']", ,[' 334847  '],[' 17021   '],[' 308772  '],[' 141466  '],"[' 328500   (Atom=Atom', ' 92337 Body=Body', ' 63577 Other', ' 172586)']",[' Yes'],"[' 21969    (Eliminated', '    0 Frozen', ' 21969)']","[' 6191     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.6084'],[' 0'], ,[' 208.76'],[' 0'],[' 13.3563'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.30937e+08'],[' 2.82837e+08'],[' 0'],[' 8.60345e+09'],[' 0'],[' 0'],[' 810 '],[' 1381 '],[' 2110 '],[' 2656 '],[' 3225 '],[' 3803 '],[' 4448 '],[' 4952 '],[' 5602 '],[' 9 '],[' 0 ']
