Optimal Found Or Timeout,Instances,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Optimum Found,Completion Time for Window 1 is 1243,Completion Time for Window 2 is 2400,Completion Time for Window 3 is 3592
Calls        ,TA61,[' 291.234s'], ,[' 136502693'],"[' 2429937  (Analyzed', ' 1707576)']","[' 5408     (Average', ' 315.75 Last', ' 75396)']",[' 4839.2  '],"[' 2335     (Average Length', ' 1109.92 Splits', ' 0)']","[' 1707576  (Deleted', ' 1656544)']","[' 153      (Ratio', '   0.01%)']","[' 30177    (Ratio', '   1.77%)']","[' 1707576  (Average Length', '   17.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1707576  (Average', ' 74.74 Max', ' 4967 Sum', ' 127625529)']","[' 1706901  (Average', ' 74.26 Max', ' 4967 Sum', ' 126805621 Ratio', '  99.36%)']","[' 675      (Average', ' 1214.68 Max', ' 1926 Sum', ' 819908 Ratio', '   0.64%)']", ,[' 116212  '],[' 9098    '],[' 117313  '],[' 68230   '],"[' 204686   (Atom=Atom', ' 60130 Body=Body', ' 34548 Other', ' 110008)']",[' Yes'],"[' 11199    (Eliminated', '    0 Frozen', ' 11199)']","[' 4771     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.1763'],[' 0'], ,[' 163.277'],[' 0'],[' 7.87694'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.81046e+08'],[' 3.3112e+08'],[' 0'],[' 1.47393e+10'],[' 0'],[' 0'], ,[' '],[' '],[' ']
Calls        ,TA62,[' 601.531s'], ,[' 256166764'],"[' 3454156  (Analyzed', ' 2721318)']","[' 8327     (Average', ' 326.81 Last', ' 192862)']",[' 5052.9  '],"[' 2656     (Average Length', ' 1264.75 Splits', ' 0)']","[' 2721318  (Deleted', ' 2654828)']","[' 251      (Ratio', '   0.01%)']","[' 41583    (Ratio', '   1.53%)']","[' 2721318  (Average Length', '   16.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2721318  (Average', ' 90.34 Max', ' 4697 Sum', ' 245853397)']","[' 2720639  (Average', ' 90.05 Max', ' 4697 Sum', ' 245048443 Ratio', '  99.67%)']","[' 679      (Average', ' 1185.50 Max', ' 1566 Sum', ' 804954 Ratio', '   0.33%)']", ,[' 117694  '],[' 9261    '],[' 119088  '],[' 69472   '],"[' 208412   (Atom=Atom', ' 61209 Body=Body', ' 34711 Other', ' 112492)']",[' Yes'],"[' 11655    (Eliminated', '    0 Frozen', ' 11655)']","[' 6163     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.97892'],[' 0'], ,[' 332.345'],[' 0'],[' 15.6855'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.98089e+08'],[' 7.88572e+08'],[' 0'],[' 2.93797e+10'],[' 0'],[' 0'], ,[' '],[' '],[' ']
Calls        ,TA63,[' 387.844s'], ,[' 172921991'],"[' 3285593  (Analyzed', ' 2317311)']","[' 7129     (Average', ' 325.05 Last', ' 93340)']",[' 5102.9  '],"[' 2846     (Average Length', ' 1336.15 Splits', ' 0)']","[' 2317311  (Deleted', ' 2258284)']","[' 201      (Ratio', '   0.01%)']","[' 32553    (Ratio', '   1.40%)']","[' 2317311  (Average Length', '   15.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2317311  (Average', ' 69.80 Max', ' 4853 Sum', ' 161756062)']","[' 2316644  (Average', ' 69.41 Max', ' 4853 Sum', ' 160853067 Ratio', '  99.44%)']","[' 667      (Average', ' 1353.82 Max', ' 4663 Sum', ' 902995 Ratio', '   0.56%)']", ,[' 116777  '],[' 9094    '],[' 118302  '],[' 68687   '],"[' 206057   (Atom=Atom', ' 60591 Body=Body', ' 34544 Other', ' 110922)']",[' Yes'],"[' 11619    (Eliminated', '    0 Frozen', ' 11619)']","[' 5145     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.1186'],[' 0'], ,[' 218.087'],[' 0'],[' 10.3833'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.12632e+08'],[' 4.44518e+08'],[' 0'],[' 1.84003e+10'],[' 0'],[' 0'], ,[' '],[' '],[' ']
Calls        ,TA64,[' 700.594s'], ,[' 231564209'],"[' 4871616  (Analyzed', ' 3814524)']","[' 10672    (Average', ' 357.43 Last', ' 209464)']",[' 5277.9  '],"[' 2729     (Average Length', ' 1282.68 Splits', ' 0)']","[' 3814524  (Deleted', ' 3752121)']","[' 243      (Ratio', '   0.01%)']","[' 33052    (Ratio', '   0.87%)']","[' 3814524  (Average Length', '   16.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3814524  (Average', ' 57.68 Max', ' 5187 Sum', ' 220034040)']","[' 3813813  (Average', ' 57.45 Max', ' 5187 Sum', ' 219155585 Ratio', '  99.60%)']","[' 711      (Average', ' 1235.52 Max', ' 1628 Sum', ' 878455 Ratio', '   0.40%)']", ,[' 116809  '],[' 9120    '],[' 118218  '],[' 68796   '],"[' 206384   (Atom=Atom', ' 60674 Body=Body', ' 34570 Other', ' 111140)']",[' Yes'],"[' 11529    (Eliminated', '    0 Frozen', ' 11529)']","[' 4202     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.2893'],[' 0'], ,[' 465.705'],[' 0'],[' 15.655'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.42371e+08'],[' 6.45142e+08'],[' 0'],[' 5.08632e+10'],[' 0'],[' 0'], ,[' '],[' '],[' ']
Calls        ,TA65,[' 315.766s'], ,[' 141506872'],"[' 2983630  (Analyzed', ' 2128586)']","[' 5901     (Average', ' 360.72 Last', ' 197320)']",[' 5005.2  '],"[' 2242     (Average Length', ' 1075.18 Splits', ' 0)']","[' 2128586  (Deleted', ' 2072345)']","[' 160      (Ratio', '   0.01%)']","[' 30860    (Ratio', '   1.45%)']","[' 2128586  (Average Length', '   16.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2128586  (Average', ' 62.21 Max', ' 5086 Sum', ' 132412838)']","[' 2127829  (Average', ' 61.83 Max', ' 5086 Sum', ' 131614760 Ratio', '  99.40%)']","[' 757      (Average', ' 1054.26 Max', ' 1404 Sum', ' 798078 Ratio', '   0.60%)']", ,[' 116451  '],[' 9172    '],[' 117519  '],[' 68403   '],"[' 205205   (Atom=Atom', ' 60229 Body=Body', ' 34622 Other', ' 110354)']",[' Yes'],"[' 11240    (Eliminated', '    0 Frozen', ' 11240)']","[' 4266     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.29826'],[' 0'], ,[' 184.889'],[' 0'],[' 8.39865'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.94158e+08'],[' 3.42669e+08'],[' 0'],[' 1.70512e+10'],[' 0'],[' 0'], ,[' '],[' '],[' ']
Calls        ,TA66,[' 344.281s'], ,[' 154950906'],"[' 2815413  (Analyzed', ' 1998419)']","[' 6128     (Average', ' 326.11 Last', ' 60225)']",[' 5047.9  '],"[' 2496     (Average Length', ' 1182.54 Splits', ' 0)']","[' 1998419  (Deleted', ' 1946486)']","[' 155      (Ratio', '   0.01%)']","[' 30257    (Ratio', '   1.51%)']","[' 1998419  (Average Length', '   16.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1998419  (Average', ' 72.57 Max', ' 5099 Sum', ' 145034228)']","[' 1997798  (Average', ' 72.19 Max', ' 5099 Sum', ' 144257419 Ratio', '  99.46%)']","[' 621      (Average', ' 1250.90 Max', ' 1589 Sum', ' 776809 Ratio', '   0.54%)']", ,[' 117062  '],[' 9201    '],[' 118297  '],[' 69218   '],"[' 207650   (Atom=Atom', ' 61015 Body=Body', ' 34651 Other', ' 111984)']",[' Yes'],"[' 11436    (Eliminated', '    0 Frozen', ' 11436)']","[' 5047     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.55985'],[' 0'], ,[' 190.056'],[' 0'],[' 9.10885'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.62083e+08'],[' 4.00916e+08'],[' 0'],[' 1.61421e+10'],[' 0'],[' 0'], ,[' '],[' '],[' ']
Calls        ,TA67,[' 379.703s'], ,[' 181265337'],"[' 4215048  (Analyzed', ' 3417951)']","[' 8966     (Average', ' 381.21 Last', ' 861935)']",[' 5073.5  '],"[' 2559     (Average Length', ' 1209.10 Splits', ' 0)']","[' 3417951  (Deleted', ' 3351853)']","[' 220      (Ratio', '   0.01%)']","[' 31833    (Ratio', '   0.93%)']","[' 3417951  (Average Length', '   17.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3417951  (Average', ' 50.04 Max', ' 5111 Sum', ' 171037914)']","[' 3417279  (Average', ' 49.80 Max', ' 5111 Sum', ' 170204184 Ratio', '  99.51%)']","[' 672      (Average', ' 1240.67 Max', ' 1559 Sum', ' 833730 Ratio', '   0.49%)']", ,[' 116515  '],[' 9122    '],[' 117806  '],[' 68704   '],"[' 206108   (Atom=Atom', ' 60580 Body=Body', ' 34572 Other', ' 110956)']",[' Yes'],"[' 11413    (Eliminated', '    0 Frozen', ' 11413)']","[' 4990     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.68482'],[' 0'], ,[' 196.507'],[' 0'],[' 10.8231'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.33646e+08'],[' 4.55491e+08'],[' 0'],[' 1.47737e+10'],[' 0'],[' 0'], ,[' '],[' '],[' ']
Calls        ,TA68,[' 315.391s'], ,[' 135814879'],"[' 3543751  (Analyzed', ' 2660405)']","[' 7039     (Average', ' 377.95 Last', ' 44631)']",[' 5107.5  '],"[' 2133     (Average Length', ' 1019.08 Splits', ' 0)']","[' 2660405  (Deleted', ' 2602068)']","[' 159      (Ratio', '   0.01%)']","[' 27075    (Ratio', '   1.02%)']","[' 2660405  (Average Length', '   17.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2660405  (Average', ' 47.61 Max', ' 5386 Sum', ' 126675168)']","[' 2659662  (Average', ' 47.33 Max', ' 5386 Sum', ' 125919300 Ratio', '  99.40%)']","[' 743      (Average', ' 1017.32 Max', ' 1298 Sum', ' 755868 Ratio', '   0.60%)']", ,[' 116101  '],[' 9096    '],[' 117049  '],[' 68184   '],"[' 204548   (Atom=Atom', ' 60086 Body=Body', ' 34546 Other', ' 109916)']",[' Yes'],"[' 11044    (Eliminated', '    0 Frozen', ' 11044)']","[' 3480     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.17167'],[' 0'], ,[' 192.777'],[' 0'],[' 8.24094'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.63343e+08'],[' 3.16425e+08'],[' 0'],[' 1.72441e+10'],[' 0'],[' 0'], ,[' '],[' '],[' ']
Calls        ,TA69,[' 291.656s'], ,[' 130547180'],"[' 3042686  (Analyzed', ' 2116244)']","[' 6233     (Average', ' 339.52 Last', ' 65463)']",[' 5290.4  '],"[' 2636     (Average Length', ' 1261.83 Splits', ' 0)']","[' 2116244  (Deleted', ' 2063612)']","[' 156      (Ratio', '   0.01%)']","[' 28966    (Ratio', '   1.37%)']","[' 2116244  (Average Length', '   18.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2116244  (Average', ' 56.50 Max', ' 5031 Sum', ' 119571627)']","[' 2115528  (Average', ' 56.13 Max', ' 5031 Sum', ' 118794595 Ratio', '  99.35%)']","[' 716      (Average', ' 1085.24 Max', ' 1535 Sum', ' 777032 Ratio', '   0.65%)']", ,[' 117198  '],[' 9187    '],[' 118620  '],[' 68888   '],"[' 206660   (Atom=Atom', ' 60699 Body=Body', ' 34637 Other', ' 111324)']",[' Yes'],"[' 11609    (Eliminated', '    0 Frozen', ' 11609)']","[' 4816     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.11185'],[' 0'], ,[' 165.848'],[' 0'],[' 7.60411'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.56779e+08'],[' 3.10984e+08'],[' 0'],[' 1.42583e+10'],[' 0'],[' 0'], ,[' '],[' '],[' ']
Calls        ,TA70,[' 280.047s'], ,[' 127594630'],"[' 2376097  (Analyzed', ' 1458047)']","[' 4792     (Average', ' 304.27 Last', ' 47127)']",[' 4960.6  '],"[' 2446     (Average Length', ' 1167.03 Splits', ' 0)']","[' 1458047  (Deleted', ' 1409321)']","[' 147      (Ratio', '   0.01%)']","[' 29769    (Ratio', '   2.04%)']","[' 1458047  (Average Length', '   16.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1458047  (Average', ' 81.03 Max', ' 5205 Sum', ' 118142065)']","[' 1457331  (Average', ' 80.43 Max', ' 5205 Sum', ' 117268089 Ratio', '  99.26%)']","[' 716      (Average', ' 1220.64 Max', ' 1610 Sum', ' 873976 Ratio', '   0.74%)']", ,[' 116928  '],[' 9189    '],[' 118155  '],[' 68754   '],"[' 206258   (Atom=Atom', ' 60563 Body=Body', ' 34639 Other', ' 111056)']",[' Yes'],"[' 11416    (Eliminated', '    0 Frozen', ' 11416)']","[' 4597     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.42186'],[' 0'], ,[' 158.259'],[' 0'],[' 7.42325'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.68139e+08'],[' 3.2491e+08'],[' 0'],[' 1.41443e+10'],[' 0'],[' 0'], ,[' '],[' '],[' ']
