Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , ,[' 1'],[' 6765+'],[' 3389'],"[' 616.114s (Solving', ' 559.32s 1st Model', ' 98.83s Unsat', ' 0.00s)']",[' 600.375s'], ,[' 208983054'],"[' 4239631  (Analyzed', ' 3558189)']","[' 8859     (Average', ' 401.65 Last', ' 17629)']",[' 10915.3 '],"[' 3389     (Average Length', ' 1814.41 Splits', ' 0)']","[' 3558189  (Deleted', ' 3485522)']","[' 359      (Ratio', '   0.01%)']","[' 21752    (Ratio', '   0.61%)']","[' 3558189  (Average Length', '   28.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3558189  (Average', ' 51.25 Max', ' 14148 Sum', ' 182357179)']","[' 3554864  (Average', ' 49.79 Max', ' 14148 Sum', ' 177148684 Ratio', '  97.14%)']","[' 3325     (Average', ' 1566.46 Max', ' 2406 Sum', ' 5208495 Ratio', '   2.86%)']", ,[' 352356  '],[' 19573   '],[' 320291  '],[' 143639  '],"[' 360433   (Atom=Atom', ' 97990 Body=Body', ' 67655 Other', ' 194788)']",[' Yes'],"[' 23867    (Eliminated', '    0 Frozen', ' 23867)']","[' 3917     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.3835'],[' 0'], ,[' 232.098'],[' 0'],[' 15.9285'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.94588e+08'],[' 2.60849e+08'],[' 0'],[' 9.12802e+09'],[' 0'],[' 0'],[' 1516 '],[' 2712 '],[' 3401 '],[' 4889 '],[' 5483 '],[' 6296 '],[' 6 '],[' 0 ']
Solving...,TA72, , , ,[' 1'],[' 6973+'],[' 3493'],"[' 613.400s (Solving', ' 564.46s 1st Model', ' 80.18s Unsat', ' 0.00s)']",[' 610.609s'], ,[' 224109298'],"[' 7511338  (Analyzed', ' 6144667)']","[' 13818    (Average', ' 444.69 Last', ' 138664)']",[' 10706.4 '],"[' 3493     (Average Length', ' 1852.38 Splits', ' 0)']","[' 6144667  (Deleted', ' 6044862)']","[' 329      (Ratio', '   0.01%)']","[' 22890    (Ratio', '   0.37%)']","[' 6144667  (Average Length', '   22.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6144667  (Average', ' 32.04 Max', ' 13350 Sum', ' 196891671)']","[' 6141386  (Average', ' 31.15 Max', ' 13350 Sum', ' 191416729 Ratio', '  97.22%)']","[' 3281     (Average', ' 1668.68 Max', ' 2438 Sum', ' 5474942 Ratio', '   2.78%)']", ,[' 349204  '],[' 19171   '],[' 317631  '],[' 140906  '],"[' 356129   (Atom=Atom', ' 96908 Body=Body', ' 66694 Other', ' 192527)']",[' Yes'],"[' 23617    (Eliminated', '    0 Frozen', ' 23617)']","[' 4449     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.2308'],[' 0'], ,[' 258.73'],[' 0'],[' 15.7201'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.21775e+08'],[' 2.7911e+08'],[' 0'],[' 1.29456e+10'],[' 0'],[' 0'],[' 1283 '],[' 2270 '],[' 3510 '],[' 4220 '],[' 4897 '],[' 5998 '],[' 6 '],[' 0 ']
Solving...,TA73, , , ,[' 1'],[' 7091+'],[' 3552'],"[' 613.634s (Solving', ' 564.94s 1st Model', ' 77.52s Unsat', ' 0.00s)']",[' 609.375s'], ,[' 248064825'],"[' 6193198  (Analyzed', ' 5286100)']","[' 11669    (Average', ' 453.00 Last', ' 68360)']",[' 10505.4 '],"[' 3552     (Average Length', ' 1865.54 Splits', ' 0)']","[' 5286100  (Deleted', ' 5195095)']","[' 324      (Ratio', '   0.01%)']","[' 27526    (Ratio', '   0.52%)']","[' 5286100  (Average Length', '   26.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5286100  (Average', ' 41.95 Max', ' 13331 Sum', ' 221734766)']","[' 5282663  (Average', ' 40.87 Max', ' 13331 Sum', ' 216067037 Ratio', '  97.44%)']","[' 3437     (Average', ' 1649.03 Max', ' 2518 Sum', ' 5667729 Ratio', '   2.56%)']", ,[' 351504  '],[' 19346   '],[' 319531  '],[' 142377  '],"[' 359249   (Atom=Atom', ' 97749 Body=Body', ' 67321 Other', ' 194179)']",[' Yes'],"[' 23878    (Eliminated', '    0 Frozen', ' 23878)']","[' 5007     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.08548'],[' 0'], ,[' 254.18'],[' 0'],[' 16.744'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.62619e+08'],[' 3.1838e+08'],[' 0'],[' 1.24955e+10'],[' 0'],[' 0'],[' 1570 '],[' 2608 '],[' 3373 '],[' 4512 '],[' 5309 '],[' 6371 '],[' 6 '],[' 0 ']
Solving...,TA74, , , ,[' 1'],[' 7695+'],[' 3854'],"[' 613.729s (Solving', ' 563.97s 1st Model', ' 91.16s Unsat', ' 0.00s)']",[' 611.672s'], ,[' 243801609'],"[' 4864421  (Analyzed', ' 4197604)']","[' 10817    (Average', ' 388.06 Last', ' 13950)']",[' 9266.3  '],"[' 3854     (Average Length', ' 1997.84 Splits', ' 0)']","[' 4197604  (Deleted', ' 4104607)']","[' 301      (Ratio', '   0.01%)']","[' 38064    (Ratio', '   0.91%)']","[' 4197604  (Average Length', '   23.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4197604  (Average', ' 52.47 Max', ' 12134 Sum', ' 220266573)']","[' 4194671  (Average', ' 51.15 Max', ' 12134 Sum', ' 214718798 Ratio', '  97.48%)']","[' 2933     (Average', ' 1891.50 Max', ' 2744 Sum', ' 5547775 Ratio', '   2.52%)']", ,[' 349869  '],[' 19016   '],[' 317728  '],[' 141295  '],"[' 355214   (Atom=Atom', ' 96785 Body=Body', ' 66309 Other', ' 192120)']",[' Yes'],"[' 23728    (Eliminated', '    0 Frozen', ' 23728)']","[' 7244     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.27354'],[' 0'], ,[' 223.885'],[' 0'],[' 16.0533'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.61352e+08'],[' 4.02113e+08'],[' 0'],[' 1.04991e+10'],[' 0'],[' 0'],[' 1108 '],[' 2066 '],[' 3392 '],[' 4408 '],[' 5077 '],[' 5942 '],[' 6 '],[' 0 ']
Solving...,TA75, , , , ,[' 7493+'],[' 3753'],"[' 619.208s (Solving', ' 558.04s 1st Model', ' 96.46s Unsat', ' 0.00s)']",[' 614.234s'], ,[' 198615872'],"[' 4721365  (Analyzed', ' 3891220)']","[' 9147     (Average', ' 425.41 Last', ' 34105)']",[' 9839.2  '],"[' 3754     (Average Length', ' 1947.96 Splits', ' 0)']","[' 3891220  (Deleted', ' 3803391)']","[' 286      (Ratio', '   0.01%)']","[' 26630    (Ratio', '   0.68%)']","[' 3891220  (Average Length', '   22.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3891220  (Average', ' 44.71 Max', ' 12948 Sum', ' 173991689)']","[' 3887944  (Average', ' 43.13 Max', ' 12948 Sum', ' 167829192 Ratio', '  96.46%)']","[' 3276     (Average', ' 1881.10 Max', ' 2681 Sum', ' 6162497 Ratio', '   3.54%)']", ,[' 352942  '],[' 19515   '],[' 321079  '],[' 143501  '],"[' 362332   (Atom=Atom', ' 98604 Body=Body', ' 67733 Other', ' 195995)']",[' Yes'],"[' 24181    (Eliminated', '    0 Frozen', ' 24181)']","[' 5534     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.5198'],[' 0'], ,[' 218.518'],[' 0'],[' 15.4431'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.10536e+08'],[' 2.73337e+08'],[' 0'],[' 8.36646e+09'],[' 0'],[' 0'],[' 1261 '],[' 2290 '],[' 3224 '],[' 4179 '],[' 5258 '],[' 6405 '],[' 6 '],[' 0 ']
Solving...,TA76, , , ,[' 1'],[' 7775+'],[' 3894'],"[' 616.045s (Solving', ' 555.05s 1st Model', ' 105.59s Unsat', ' 0.00s)']",[' 608.219s'], ,[' 204253471'],"[' 4931915  (Analyzed', ' 4119465)']","[' 10173    (Average', ' 404.94 Last', ' 68939)']",[' 9904.2  '],"[' 3894     (Average Length', ' 2022.39 Splits', ' 0)']","[' 4119465  (Deleted', ' 4028179)']","[' 324      (Ratio', '   0.01%)']","[' 30041    (Ratio', '   0.73%)']","[' 4119465  (Average Length', '   21.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4119465  (Average', ' 43.28 Max', ' 12540 Sum', ' 178279428)']","[' 4116200  (Average', ' 41.84 Max', ' 12540 Sum', ' 172350150 Ratio', '  96.67%)']","[' 3265     (Average', ' 1816.01 Max', ' 2798 Sum', ' 5929278 Ratio', '   3.33%)']", ,[' 350216  '],[' 19188   '],[' 318542  '],[' 141589  '],"[' 357861   (Atom=Atom', ' 97462 Body=Body', ' 66829 Other', ' 193570)']",[' Yes'],"[' 23978    (Eliminated', '    0 Frozen', ' 23978)']","[' 6014     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.3624'],[' 0'], ,[' 207.698'],[' 0'],[' 15.0166'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.40487e+08'],[' 2.9645e+08'],[' 0'],[' 8.43535e+09'],[' 0'],[' 0'],[' 1287 '],[' 2330 '],[' 3193 '],[' 4195 '],[' 5038 '],[' 6075 '],[' 6 '],[' 0 ']
Solving...,TA77, , , , ,[' 7273+'],[' 3642'],"[' 626.045s (Solving', ' 552.69s 1st Model', ' 108.10s Unsat', ' 0.00s)']",[' 618.969s'], ,[' 187276988'],"[' 4781018  (Analyzed', ' 3660596)']","[' 8353     (Average', ' 438.24 Last', ' 7654)']",[' 10633.8 '],"[' 3643     (Average Length', ' 1902.59 Splits', ' 0)']","[' 3660596  (Deleted', ' 3586617)']","[' 324      (Ratio', '   0.01%)']","[' 19365    (Ratio', '   0.53%)']","[' 3660596  (Average Length', '   22.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3660596  (Average', ' 43.28 Max', ' 13936 Sum', ' 158437713)']","[' 3657873  (Average', ' 42.10 Max', ' 13936 Sum', ' 154102326 Ratio', '  97.26%)']","[' 2723     (Average', ' 1592.14 Max', ' 9088 Sum', ' 4335387 Ratio', '   2.74%)']", ,[' 350423  '],[' 19174   '],[' 318585  '],[' 141610  '],"[' 356343   (Atom=Atom', ' 97079 Body=Body', ' 66701 Other', ' 192563)']",[' Yes'],"[' 23772    (Eliminated', '    0 Frozen', ' 23772)']","[' 3691     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.1065'],[' 0'], ,[' 190.083'],[' 0'],[' 15.4815'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.65496e+08'],[' 2.32059e+08'],[' 0'],[' 6.09765e+09'],[' 0'],[' 0'],[' 1332 '],[' 2332 '],[' 3133 '],[' 4130 '],[' 5119 '],[' 6255 '],[' 6 '],[' 0 ']
Solving...,TA78, , , ,[' 1'],[' 6539+'],[' 3276'],"[' 613.869s (Solving', ' 564.51s 1st Model', ' 81.24s Unsat', ' 0.00s)']",[' 608.641s'], ,[' 183552619'],"[' 6853443  (Analyzed', ' 5679550)']","[' 12409    (Average', ' 457.70 Last', ' 71533)']",[' 10714.3 '],"[' 3276     (Average Length', ' 1755.47 Splits', ' 0)']","[' 5679550  (Deleted', ' 5588819)']","[' 293      (Ratio', '   0.01%)']","[' 17378    (Ratio', '   0.31%)']","[' 5679550  (Average Length', '   21.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5679550  (Average', ' 27.78 Max', ' 14109 Sum', ' 157767752)']","[' 5676274  (Average', ' 26.88 Max', ' 14109 Sum', ' 152693879 Ratio', '  96.78%)']","[' 3276     (Average', ' 1548.80 Max', ' 2301 Sum', ' 5073873 Ratio', '   3.22%)']", ,[' 350154  '],[' 19247   '],[' 318055  '],[' 141616  '],"[' 355896   (Atom=Atom', ' 96811 Body=Body', ' 66816 Other', ' 192269)']",[' Yes'],"[' 23570    (Eliminated', '    0 Frozen', ' 23570)']","[' 3342     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.14301'],[' 0'], ,[' 271.281'],[' 0'],[' 15.1942'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.55476e+08'],[' 2.21846e+08'],[' 0'],[' 1.26554e+10'],[' 0'],[' 0'],[' 1324 '],[' 2336 '],[' 3322 '],[' 4383 '],[' 5381 '],[' 6259 '],[' 6 '],[' 0 ']
Solving...,TA79, , , ,[' 1'],[' 7837+'],[' 3925'],"[' 617.507s (Solving', ' 554.68s 1st Model', ' 122.76s Unsat', ' 0.00s)']",[' 611.797s'], ,[' 211266868'],"[' 3569591  (Analyzed', ' 2921921)']","[' 7906     (Average', ' 369.58 Last', ' 8890)']",[' 9377.7  '],"[' 3925     (Average Length', ' 2025.27 Splits', ' 0)']","[' 2921921  (Deleted', ' 2838950)']","[' 338      (Ratio', '   0.01%)']","[' 33699    (Ratio', '   1.15%)']","[' 2921921  (Average Length', '   20.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2921921  (Average', ' 64.29 Max', ' 11976 Sum', ' 187838528)']","[' 2918585  (Average', ' 62.11 Max', ' 11976 Sum', ' 181486394 Ratio', '  96.62%)']","[' 3336     (Average', ' 1904.12 Max', ' 2875 Sum', ' 6352134 Ratio', '   3.38%)']", ,[' 350765  '],[' 19174   '],[' 318898  '],[' 141864  '],"[' 357519   (Atom=Atom', ' 97401 Body=Body', ' 66711 Other', ' 193407)']",[' Yes'],"[' 23982    (Eliminated', '    0 Frozen', ' 23982)']","[' 6806     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.6095'],[' 0'], ,[' 187.549'],[' 0'],[' 15.8826'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.63033e+08'],[' 3.18363e+08'],[' 0'],[' 6.2909e+09'],[' 0'],[' 0'],[' 1089 '],[' 2168 '],[' 3087 '],[' 4019 '],[' 4938 '],[' 5898 '],[' 6 '],[' 0 ']
Solving...,TA80, , , ,[' 1'],[' 7131+'],[' 3572'],"[' 616.123s (Solving', ' 558.10s 1st Model', ' 88.08s Unsat', ' 0.00s)']",[' 612.828s'], ,[' 194025585'],"[' 4384933  (Analyzed', ' 3598122)']","[' 8915     (Average', ' 403.60 Last', ' 39540)']",[' 9895.4  '],"[' 3572     (Average Length', ' 1871.84 Splits', ' 0)']","[' 3598122  (Deleted', ' 3519569)']","[' 349      (Ratio', '   0.01%)']","[' 30495    (Ratio', '   0.85%)']","[' 3598122  (Average Length', '   25.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3598122  (Average', ' 47.25 Max', ' 12715 Sum', ' 170007463)']","[' 3594665  (Average', ' 45.65 Max', ' 12715 Sum', ' 164242422 Ratio', '  96.61%)']","[' 3457     (Average', ' 1667.64 Max', ' 2478 Sum', ' 5765041 Ratio', '   3.39%)']", ,[' 349745  '],[' 19315   '],[' 318178  '],[' 141245  '],"[' 358588   (Atom=Atom', ' 97533 Body=Body', ' 67130 Other', ' 193925)']",[' Yes'],"[' 23834    (Eliminated', '    0 Frozen', ' 23834)']","[' 6543     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.5703'],[' 0'], ,[' 221.692'],[' 0'],[' 15.4674'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.19829e+08'],[' 2.79559e+08'],[' 0'],[' 8.97988e+09'],[' 0'],[' 0'],[' 1440 '],[' 2336 '],[' 3184 '],[' 4284 '],[' 5012 '],[' 5967 '],[' 6 '],[' 0 ']
