Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , , ,[' 1'],[' 5291+'],[' 2648'],"[' 605.087s (Solving', ' 586.50s 1st Model', ' 513.76s Unsat', ' 0.00s)']",[' 601.188s'], ,[' 321146305'],"[' 2122468  (Analyzed', ' 1338595)']","[' 5628     (Average', ' 237.85 Last', ' 189616)']",[' 7309.2  '],"[' 2648     (Average Length', ' 1300.15 Splits', ' 0)']","[' 1338595  (Deleted', ' 1269839)']","[' 294      (Ratio', '   0.02%)']","[' 59105    (Ratio', '   4.42%)']","[' 1338595  (Average Length', '   23.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1338595  (Average', ' 227.63 Max', ' 8382 Sum', ' 304702984)']","[' 1338174  (Average', ' 227.24 Max', ' 8143 Sum', ' 304178610 Ratio', '  99.83%)']","[' 421      (Average', ' 1245.54 Max', ' 1248 Sum', ' 524374 Ratio', '   0.17%)']", ,[' 121997  '],[' 11020   '],[' 121601  '],[' 63268   '],"[' 216856   (Atom=Atom', ' 60156 Body=Body', ' 37877 Other', ' 118823)']",[' Yes'],"[' 13524    (Eliminated', '    0 Frozen', ' 13524)']","[' 5365     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.85026'],[' 0'], ,[' 183.862'],[' 0'],[' 20.1447'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.75013e+08'],[' 8.82705e+08'],[' 0'],[' 4.60229e+09'],[' 0'],[' 0'],[' 1683 '],[' 3319 '],[' 2 '],[' 0 ']
Solving...,TA52, , , ,[' 1'],[' 4897+'],[' 2451'],"[' 604.269s (Solving', ' 586.07s 1st Model', ' 462.62s Unsat', ' 0.00s)']",[' 601.219s'], ,[' 314728765'],"[' 1819462  (Analyzed', ' 1367007)']","[' 5373     (Average', ' 254.42 Last', ' 232102)']",[' 7046.4  '],"[' 2451     (Average Length', ' 1201.03 Splits', ' 0)']","[' 1367007  (Deleted', ' 1295256)']","[' 328      (Ratio', '   0.02%)']","[' 62726    (Ratio', '   4.59%)']","[' 1367007  (Average Length', '   25.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1367007  (Average', ' 219.63 Max', ' 7454 Sum', ' 300231972)']","[' 1366546  (Average', ' 219.23 Max', ' 7390 Sum', ' 299694907 Ratio', '  99.82%)']","[' 461      (Average', ' 1165.00 Max', ' 1165 Sum', ' 537065 Ratio', '   0.18%)']", ,[' 122223  '],[' 11084   '],[' 121642  '],[' 63354   '],"[' 216816   (Atom=Atom', ' 59997 Body=Body', ' 37914 Other', ' 118905)']",[' Yes'],"[' 13428    (Eliminated', '    0 Frozen', ' 13428)']","[' 5910     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.6357'],[' 0'], ,[' 180.393'],[' 0'],[' 19.8349'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.7837e+08'],[' 8.87409e+08'],[' 0'],[' 4.43939e+09'],[' 0'],[' 0'],[' 1860 '],[' 3273 '],[' 2 '],[' 0 ']
Solving...,TA53, , , ,[' 1'],[' 4795+'],[' 2400'],"[' 604.537s (Solving', ' 587.69s 1st Model', ' 316.52s Unsat', ' 0.00s)']",[' 601.750s'], ,[' 325438667'],"[' 2146077  (Analyzed', ' 1513622)']","[' 5334     (Average', ' 283.77 Last', ' 145227)']",[' 7204.1  '],"[' 2400     (Average Length', ' 1181.15 Splits', ' 0)']","[' 1513622  (Deleted', ' 1445210)']","[' 279      (Ratio', '   0.02%)']","[' 58272    (Ratio', '   3.85%)']","[' 1513622  (Average Length', '   23.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1513622  (Average', ' 205.17 Max', ' 7621 Sum', ' 310554671)']","[' 1513172  (Average', ' 204.85 Max', ' 7621 Sum', ' 310072271 Ratio', '  99.84%)']","[' 450      (Average', ' 1072.00 Max', ' 1072 Sum', ' 482400 Ratio', '   0.16%)']", ,[' 121077  '],[' 10919   '],[' 120530  '],[' 62513   '],"[' 214546   (Atom=Atom', ' 59530 Body=Body', ' 37495 Other', ' 117521)']",[' Yes'],"[' 13237    (Eliminated', '    0 Frozen', ' 13237)']","[' 5703     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.44869'],[' 0'], ,[' 186.391'],[' 0'],[' 20.3037'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.01532e+09'],[' 9.16744e+08'],[' 0'],[' 4.73353e+09'],[' 0'],[' 0'],[' 1570 '],[' 3120 '],[' 2 '],[' 0 ']
Solving...,TA54, , , ,[' 1'],[' 5273+'],[' 2639'],"[' 604.819s (Solving', ' 587.08s 1st Model', ' 419.46s Unsat', ' 0.00s)']",[' 600.656s'], ,[' 313604608'],"[' 2212091  (Analyzed', ' 1214055)']","[' 5289     (Average', ' 229.54 Last', ' 198598)']",[' 7359.4  '],"[' 2639     (Average Length', ' 1293.48 Splits', ' 0)']","[' 1214055  (Deleted', ' 1145668)']","[' 218      (Ratio', '   0.02%)']","[' 58889    (Ratio', '   4.85%)']","[' 1214055  (Average Length', '   24.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1214055  (Average', ' 244.64 Max', ' 8007 Sum', ' 297008627)']","[' 1213499  (Average', ' 244.06 Max', ' 7602 Sum', ' 296300283 Ratio', '  99.76%)']","[' 556      (Average', ' 1274.00 Max', ' 1274 Sum', ' 708344 Ratio', '   0.24%)']", ,[' 122100  '],[' 11043   '],[' 121650  '],[' 63364   '],"[' 216959   (Atom=Atom', ' 60125 Body=Body', ' 37851 Other', ' 118983)']",[' Yes'],"[' 13542    (Eliminated', '    0 Frozen', ' 13542)']","[' 5854     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.67099'],[' 0'], ,[' 182.722'],[' 0'],[' 19.9935'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.41804e+08'],[' 8.5471e+08'],[' 0'],[' 4.44016e+09'],[' 0'],[' 0'],[' 1679 '],[' 3181 '],[' 2 '],[' 0 ']
Solving...,TA55, , , ,[' 1'],[' 5201+'],[' 2603'],"[' 605.533s (Solving', ' 584.00s 1st Model', ' 492.92s Unsat', ' 0.00s)']",[' 599.344s'], ,[' 294467898'],"[' 2085240  (Analyzed', ' 1273229)']","[' 5325     (Average', ' 239.10 Last', ' 460397)']",[' 7549.2  '],"[' 2603     (Average Length', ' 1276.71 Splits', ' 0)']","[' 1273229  (Deleted', ' 1206244)']","[' 315      (Ratio', '   0.02%)']","[' 58793    (Ratio', '   4.62%)']","[' 1273229  (Average Length', '   25.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1273229  (Average', ' 218.03 Max', ' 8237 Sum', ' 277596025)']","[' 1272716  (Average', ' 217.61 Max', ' 7710 Sum', ' 277062505 Ratio', '  99.81%)']","[' 513      (Average', ' 1040.00 Max', ' 1040 Sum', ' 533520 Ratio', '   0.19%)']", ,[' 122578  '],[' 11116   '],[' 122114  '],[' 63672   '],"[' 217946   (Atom=Atom', ' 60355 Body=Body', ' 38120 Other', ' 119471)']",[' Yes'],"[' 13598    (Eliminated', '    0 Frozen', ' 13598)']","[' 5886     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.08016'],[' 0'], ,[' 184.154'],[' 0'],[' 19.5337'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.71235e+08'],[' 7.88043e+08'],[' 0'],[' 4.37729e+09'],[' 0'],[' 0'],[' 1831 '],[' 3291 '],[' 2 '],[' 0 ']
Solving...,TA56, , , ,[' 1'],[' 4615+'],[' 2310'],"[' 604.550s (Solving', ' 586.88s 1st Model', ' 254.56s Unsat', ' 0.00s)']",[' 601.422s'], ,[' 308015739'],"[' 2420622  (Analyzed', ' 2000571)']","[' 5801     (Average', ' 344.87 Last', ' 114627)']",[' 7277.3  '],"[' 2310     (Average Length', ' 1137.91 Splits', ' 0)']","[' 2000571  (Deleted', ' 1926647)']","[' 328      (Ratio', '   0.02%)']","[' 57026    (Ratio', '   2.85%)']","[' 2000571  (Average Length', '   24.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2000571  (Average', ' 146.77 Max', ' 8000 Sum', ' 293618155)']","[' 2000107  (Average', ' 146.54 Max', ' 7512 Sum', ' 293161579 Ratio', '  99.84%)']","[' 464      (Average', ' 984.00 Max', ' 984 Sum', ' 456576 Ratio', '   0.16%)']", ,[' 121225  '],[' 10957   '],[' 120545  '],[' 62552   '],"[' 214571   (Atom=Atom', ' 59466 Body=Body', ' 37518 Other', ' 117587)']",[' Yes'],"[' 13170    (Eliminated', '    0 Frozen', ' 13170)']","[' 5785     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.45598'],[' 0'], ,[' 195.468'],[' 0'],[' 20.3359'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.86599e+08'],[' 7.97728e+08'],[' 0'],[' 4.85878e+09'],[' 0'],[' 0'],[' 1946 '],[' 3321 '],[' 2 '],[' 0 ']
Solving...,TA57, , , ,[' 1'],[' 4707+'],[' 2356'],"[' 604.118s (Solving', ' 587.42s 1st Model', ' 235.26s Unsat', ' 0.00s)']",[' 599.094s'], ,[' 301154627'],"[' 2634390  (Analyzed', ' 1365862)']","[' 4911     (Average', ' 278.12 Last', ' 88354)']",[' 7451.4  '],"[' 2356     (Average Length', ' 1156.32 Splits', ' 0)']","[' 1365862  (Deleted', ' 1293809)']","[' 316      (Ratio', '   0.02%)']","[' 57813    (Ratio', '   4.23%)']","[' 1365862  (Average Length', '   26.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1365862  (Average', ' 208.84 Max', ' 8030 Sum', ' 285247468)']","[' 1365368  (Average', ' 208.49 Max', ' 7997 Sum', ' 284774216 Ratio', '  99.83%)']","[' 494      (Average', ' 958.00 Max', ' 958 Sum', ' 473252 Ratio', '   0.17%)']", ,[' 121608  '],[' 11005   '],[' 120962  '],[' 62866   '],"[' 215489   (Atom=Atom', ' 59696 Body=Body', ' 37710 Other', ' 118083)']",[' Yes'],"[' 13251    (Eliminated', '    0 Frozen', ' 13251)']","[' 5613     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.42197'],[' 0'], ,[' 191.331'],[' 0'],[' 19.9069'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.67044e+08'],[' 7.90476e+08'],[' 0'],[' 4.9154e+09'],[' 0'],[' 0'],[' 2035 '],[' 3438 '],[' 2 '],[' 0 ']
Solving...,TA58, , , ,[' 1'],[' 4835+'],[' 2420'],"[' 606.659s (Solving', ' 571.74s 1st Model', ' 425.22s Unsat', ' 0.00s)']",[' 597.531s'], ,[' 229185786'],"[' 1626373  (Analyzed', ' 1089010)']","[' 4395     (Average', ' 247.78 Last', ' 194435)']",[' 7397.2  '],"[' 2420     (Average Length', ' 1198.54 Splits', ' 0)']","[' 1089010  (Deleted', ' 1037172)']","[' 222      (Ratio', '   0.02%)']","[' 41411    (Ratio', '   3.80%)']","[' 1089010  (Average Length', '   24.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1089010  (Average', ' 196.44 Max', ' 7895 Sum', ' 213930503)']","[' 1088543  (Average', ' 196.01 Max', ' 7522 Sum', ' 213453696 Ratio', '  99.78%)']","[' 467      (Average', ' 1021.00 Max', ' 1021 Sum', ' 476807 Ratio', '   0.22%)']", ,[' 121772  '],[' 11023   '],[' 121204  '],[' 63037   '],"[' 216054   (Atom=Atom', ' 59866 Body=Body', ' 37813 Other', ' 118375)']",[' Yes'],"[' 13373    (Eliminated', '    0 Frozen', ' 13373)']","[' 5784     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.49744'],[' 0'], ,[' 169.481'],[' 0'],[' 19.7095'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.80498e+08'],[' 6.13224e+08'],[' 0'],[' 2.93863e+09'],[' 0'],[' 0'],[' 1769 '],[' 3566 '],[' 2 '],[' 0 ']
Solving...,TA59, , , ,[' 1'],[' 5369+'],[' 2687'],"[' 607.842s (Solving', ' 563.54s 1st Model', ' 321.98s Unsat', ' 0.00s)']",[' 597.969s'], ,[' 135157510'],"[' 1722840  (Analyzed', ' 347273)']","[' 2951     (Average', ' 117.68 Last', ' 37471)']",[' 7931.1  '],"[' 2687     (Average Length', ' 1314.88 Splits', ' 0)']","[' 347273   (Deleted', ' 312909)']","[' 85       (Ratio', '   0.02%)']","[' 24575    (Ratio', '   7.08%)']","[' 347273   (Average Length', '   22.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 347273   (Average', ' 335.34 Max', ' 7909 Sum', ' 116455799)']","[' 346699   (Average', ' 333.55 Max', ' 7909 Sum', ' 115833583 Ratio', '  99.47%)']","[' 574      (Average', ' 1084.00 Max', ' 1084 Sum', ' 622216 Ratio', '   0.53%)']", ,[' 122061  '],[' 11027   '],[' 121703  '],[' 63340   '],"[' 217103   (Atom=Atom', ' 60233 Body=Body', ' 37913 Other', ' 118957)']",[' Yes'],"[' 13593    (Eliminated', '    0 Frozen', ' 13593)']","[' 3737     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.69358'],[' 0'], ,[' 178.412'],[' 0'],[' 19.9408'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.7044e+08'],[' 2.43019e+08'],[' 0'],[' 2.07418e+09'],[' 0'],[' 0'],[' 1642 '],[' 3321 '],[' 2 '],[' 0 ']
Solving...,TA60, , , ,[' 1'],[' 5625+'],[' 2815'],"[' 606.930s (Solving', ' 563.80s 1st Model', ' 372.40s Unsat', ' 0.01s)']",[' 594.500s'], ,[' 138982886'],"[' 1587731  (Analyzed', ' 345912)']","[' 2904     (Average', ' 119.12 Last', ' 131524)']",[' 7775.8  '],"[' 2815     (Average Length', ' 1377.52 Splits', ' 0)']","[' 345912   (Deleted', ' 310230)']","[' 79       (Ratio', '   0.02%)']","[' 25957    (Ratio', '   7.50%)']","[' 345912   (Average Length', '   23.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 345912   (Average', ' 347.66 Max', ' 8922 Sum', ' 120258900)']","[' 345405   (Average', ' 345.73 Max', ' 8413 Sum', ' 119593716 Ratio', '  99.45%)']","[' 507      (Average', ' 1312.00 Max', ' 1312 Sum', ' 665184 Ratio', '   0.55%)']", ,[' 122144  '],[' 11021   '],[' 121879  '],[' 63408   '],"[' 217081   (Atom=Atom', ' 60197 Body=Body', ' 37747 Other', ' 119137)']",[' Yes'],"[' 13683    (Eliminated', '    0 Frozen', ' 13683)']","[' 3570     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.78524'],[' 0'], ,[' 173.55'],[' 0'],[' 20.3669'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.70922e+08'],[' 2.43272e+08'],[' 0'],[' 1.95068e+09'],[' 0'],[' 0'],[' 1699 '],[' 3263 '],[' 2 '],[' 0 ']
