Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, ,[' 1'],[' 8505+'],[' 4259'],"[' 1019.633s (Solving', ' 938.02s 1st Model', ' 639.55s Unsat', ' 0.00s)']",[' 1015.203s'], ,[' 387237922'],"[' 5998999  (Analyzed', ' 5548262)']","[' 13481    (Average', ' 411.56 Last', ' 139188)']",[' 7769.9  '],"[' 4259     (Average Length', ' 1854.15 Splits', ' 0)']","[' 5548262  (Deleted', ' 5415213)']","[' 643      (Ratio', '   0.01%)']","[' 74694    (Ratio', '   1.35%)']","[' 5548262  (Average Length', '   19.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5548262  (Average', ' 65.85 Max', ' 9399 Sum', ' 365368262)']","[' 5546008  (Average', ' 65.07 Max', ' 9399 Sum', ' 361050873 Ratio', '  98.82%)']","[' 2254     (Average', ' 1915.43 Max', ' 3458 Sum', ' 4317389 Ratio', '   1.18%)']", ,[' 401288  '],[' 20852   '],[' 402761  '],[' 240589  '],"[' 721763   (Atom=Atom', ' 221735 Body=Body', ' 121752 Other', ' 378276)']",[' Yes'],"[' 24325    (Eliminated', '    0 Frozen', ' 24325)']","[' 13532    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 16.4851'],[' 0'], ,[' 559.259'],[' 0'],[' 25.9439'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.41009e+09'],[' 1.28643e+09'],[' 0'],[' 4.41016e+10'],[' 0'],[' 0'],[' 1358 '],[' 2449 '],[' 3426 '],[' 4383 '],[' 5351 '],[' 6166 '],[' 6 '],[' 0 ']
Solving...,TA72, ,[' 1'],[' 9129+'],[' 4571'],"[' 1020.079s (Solving', ' 935.37s 1st Model', ' 535.20s Unsat', ' 0.00s)']",[' 1014.109s'], ,[' 385621489'],"[' 5096941  (Analyzed', ' 4476720)']","[' 11892    (Average', ' 376.45 Last', ' 84822)']",[' 7654.2  '],"[' 4571     (Average Length', ' 1988.75 Splits', ' 0)']","[' 4476720  (Deleted', ' 4347102)']","[' 680      (Ratio', '   0.02%)']","[' 73818    (Ratio', '   1.65%)']","[' 4476720  (Average Length', '   16.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4476720  (Average', ' 81.17 Max', ' 8981 Sum', ' 363382643)']","[' 4474322  (Average', ' 80.08 Max', ' 8981 Sum', ' 358477438 Ratio', '  98.65%)']","[' 2398     (Average', ' 2045.54 Max', ' 3637 Sum', ' 4905205 Ratio', '   1.35%)']", ,[' 398558  '],[' 20703   '],[' 400200  '],[' 237514  '],"[' 712538   (Atom=Atom', ' 218809 Body=Body', ' 121603 Other', ' 372126)']",[' Yes'],"[' 24341    (Eliminated', '    0 Frozen', ' 24341)']","[' 13370    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 17.0299'],[' 0'], ,[' 557.919'],[' 0'],[' 25.0398'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.43061e+09'],[' 1.30061e+09'],[' 0'],[' 4.45851e+10'],[' 0'],[' 0'],[' 1122 '],[' 2057 '],[' 2946 '],[' 3871 '],[' 4767 '],[' 5596 '],[' 6 '],[' 0 ']
Solving...,TA73, ,[' 1'],[' 8611+'],[' 4312'],"[' 1020.058s (Solving', ' 935.50s 1st Model', ' 332.14s Unsat', ' 0.00s)']",[' 1015.563s'], ,[' 355574473'],"[' 6327116  (Analyzed', ' 5727145)']","[' 13275    (Average', ' 431.42 Last', ' 76015)']",[' 8052.0  '],"[' 4312     (Average Length', ' 1904.67 Splits', ' 0)']","[' 5727145  (Deleted', ' 5591257)']","[' 702      (Ratio', '   0.01%)']","[' 66717    (Ratio', '   1.16%)']","[' 5727145  (Average Length', '   18.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5727145  (Average', ' 58.05 Max', ' 9858 Sum', ' 332462211)']","[' 5724792  (Average', ' 57.27 Max', ' 9858 Sum', ' 328016759 Ratio', '  98.66%)']","[' 2353     (Average', ' 1889.27 Max', ' 3601 Sum', ' 4445452 Ratio', '   1.34%)']", ,[' 400278  '],[' 20788   '],[' 401918  '],[' 239254  '],"[' 717758   (Atom=Atom', ' 220464 Body=Body', ' 121688 Other', ' 375606)']",[' Yes'],"[' 24388    (Eliminated', '    0 Frozen', ' 24388)']","[' 11275    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 16.9626'],[' 0'], ,[' 586.425'],[' 0'],[' 24.5852'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.33487e+09'],[' 1.2247e+09'],[' 0'],[' 4.83788e+10'],[' 0'],[' 0'],[' 1399 '],[' 2384 '],[' 3288 '],[' 4350 '],[' 5406 '],[' 6184 '],[' 6 '],[' 0 ']
Solving...,TA74, ,[' 1'],[' 9335+'],[' 4674'],"[' 1020.916s (Solving', ' 928.33s 1st Model', ' 383.02s Unsat', ' 0.00s)']",[' 1016.047s'], ,[' 372907172'],"[' 5081720  (Analyzed', ' 4777058)']","[' 11844    (Average', ' 403.33 Last', ' 79169)']",[' 8086.7  '],"[' 4674     (Average Length', ' 2041.35 Splits', ' 0)']","[' 4777058  (Deleted', ' 4648792)']","[' 684      (Ratio', '   0.01%)']","[' 69447    (Ratio', '   1.45%)']","[' 4777058  (Average Length', '   17.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4777058  (Average', ' 72.98 Max', ' 9655 Sum', ' 348617727)']","[' 4774706  (Average', ' 72.00 Max', ' 9655 Sum', ' 343957971 Ratio', '  98.66%)']","[' 2352     (Average', ' 1981.19 Max', ' 3818 Sum', ' 4659756 Ratio', '   1.34%)']", ,[' 399422  '],[' 20688   '],[' 401258  '],[' 238682  '],"[' 716042   (Atom=Atom', ' 219992 Body=Body', ' 121588 Other', ' 374462)']",[' Yes'],"[' 24510    (Eliminated', '    0 Frozen', ' 24510)']","[' 12324    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 18.8556'],[' 0'], ,[' 566.434'],[' 0'],[' 24.6105'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.42049e+09'],[' 1.30425e+09'],[' 0'],[' 4.49473e+10'],[' 0'],[' 0'],[' 1224 '],[' 2151 '],[' 3085 '],[' 4017 '],[' 4953 '],[' 5779 '],[' 6 '],[' 0 ']
Solving...,TA75, ,[' 1'],[' 9325+'],[' 4669'],"[' 1021.486s (Solving', ' 927.89s 1st Model', ' 644.53s Unsat', ' 0.00s)']",[' 1017.250s'], ,[' 401352747'],"[' 3646278  (Analyzed', ' 3151432)']","[' 9755     (Average', ' 323.06 Last', ' 86121)']",[' 8243.8  '],"[' 4669     (Average Length', ' 2056.08 Splits', ' 0)']","[' 3151432  (Deleted', ' 3038126)']","[' 628      (Ratio', '   0.02%)']","[' 75122    (Ratio', '   2.38%)']","[' 3151432  (Average Length', '   18.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3151432  (Average', ' 119.27 Max', ' 9598 Sum', ' 375877858)']","[' 3149262  (Average', ' 117.91 Max', ' 9598 Sum', ' 371575614 Ratio', '  98.86%)']","[' 2170     (Average', ' 1982.60 Max', ' 3864 Sum', ' 4302244 Ratio', '   1.14%)']", ,[' 401872  '],[' 20876   '],[' 403744  '],[' 242005  '],"[' 726011   (Atom=Atom', ' 223127 Body=Body', ' 121776 Other', ' 381108)']",[' Yes'],"[' 24748    (Eliminated', '    0 Frozen', ' 24748)']","[' 13675    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 19.0641'],[' 0'], ,[' 516.745'],[' 0'],[' 26.1081'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.58605e+09'],[' 1.45156e+09'],[' 0'],[' 3.89776e+10'],[' 0'],[' 0'],[' 1246 '],[' 2211 '],[' 3135 '],[' 4136 '],[' 5051 '],[' 5854 '],[' 6 '],[' 0 ']
Solving...,TA76, ,[' 1'],[' 8945+'],[' 4479'],"[' 1020.329s (Solving', ' 932.55s 1st Model', ' 548.71s Unsat', ' 0.00s)']",[' 1013.797s'], ,[' 371021124'],"[' 5707805  (Analyzed', ' 5191850)']","[' 12948    (Average', ' 400.98 Last', ' 97785)']",[' 7980.5  '],"[' 4479     (Average Length', ' 1962.33 Splits', ' 0)']","[' 5191850  (Deleted', ' 5055482)']","[' 503      (Ratio', '   0.01%)']","[' 70662    (Ratio', '   1.36%)']","[' 5191850  (Average Length', '   16.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5191850  (Average', ' 66.87 Max', ' 9378 Sum', ' 347197118)']","[' 5189587  (Average', ' 66.07 Max', ' 9378 Sum', ' 343028318 Ratio', '  98.80%)']","[' 2263     (Average', ' 1842.16 Max', ' 3666 Sum', ' 4168800 Ratio', '   1.20%)']", ,[' 399126  '],[' 20654   '],[' 400800  '],[' 237821  '],"[' 713459   (Atom=Atom', ' 219165 Body=Body', ' 121554 Other', ' 372740)']",[' Yes'],"[' 24328    (Eliminated', '    0 Frozen', ' 24328)']","[' 12390    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 17.7406'],[' 0'], ,[' 559.476'],[' 0'],[' 25.0154'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.38755e+09'],[' 1.26593e+09'],[' 0'],[' 4.39075e+10'],[' 0'],[' 0'],[' 1144 '],[' 2162 '],[' 3088 '],[' 4019 '],[' 4943 '],[' 5818 '],[' 6 '],[' 0 ']
Solving...,TA77, ,[' 1'],[' 9183+'],[' 4598'],"[' 1020.622s (Solving', ' 933.37s 1st Model', ' 382.45s Unsat', ' 0.00s)']",[' 1015.313s'], ,[' 351824437'],"[' 8040985  (Analyzed', ' 6898266)']","[' 14374    (Average', ' 479.91 Last', ' 100890)']",[' 8398.3  '],"[' 4598     (Average Length', ' 2011.52 Splits', ' 0)']","[' 6898266  (Deleted', ' 6762642)']","[' 660      (Ratio', '   0.01%)']","[' 61618    (Ratio', '   0.89%)']","[' 6898266  (Average Length', '   19.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6898266  (Average', ' 47.17 Max', ' 9909 Sum', ' 325411152)']","[' 6895875  (Average', ' 46.49 Max', ' 9909 Sum', ' 320722011 Ratio', '  98.56%)']","[' 2391     (Average', ' 1961.16 Max', ' 3743 Sum', ' 4689141 Ratio', '   1.44%)']", ,[' 399703  '],[' 20683   '],[' 401468  '],[' 239355  '],"[' 718061   (Atom=Atom', ' 220670 Body=Body', ' 121583 Other', ' 375808)']",[' Yes'],"[' 24438    (Eliminated', '    0 Frozen', ' 24438)']","[' 10939    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 17.6159'],[' 0'], ,[' 592.989'],[' 0'],[' 24.1256'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.27163e+09'],[' 1.16395e+09'],[' 0'],[' 4.75622e+10'],[' 0'],[' 0'],[' 1374 '],[' 2263 '],[' 3204 '],[' 4255 '],[' 5236 '],[' 6036 '],[' 6 '],[' 0 ']
Solving...,TA78, ,[' 1'],[' 8561+'],[' 4287'],"[' 1019.792s (Solving', ' 935.43s 1st Model', ' 518.96s Unsat', ' 0.00s)']",[' 1015.875s'], ,[' 360537447'],"[' 6285883  (Analyzed', ' 5520240)']","[' 13310    (Average', ' 414.74 Last', ' 180588)']",[' 8164.6  '],"[' 4287     (Average Length', ' 1895.98 Splits', ' 0)']","[' 5520240  (Deleted', ' 5388396)']","[' 741      (Ratio', '   0.01%)']","[' 68139    (Ratio', '   1.23%)']","[' 5520240  (Average Length', '   20.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5520240  (Average', ' 60.99 Max', ' 10231 Sum', ' 336685875)']","[' 5517918  (Average', ' 60.21 Max', ' 10231 Sum', ' 332366272 Ratio', '  98.72%)']","[' 2322     (Average', ' 1860.29 Max', ' 3590 Sum', ' 4319603 Ratio', '   1.28%)']", ,[' 400596  '],[' 20834   '],[' 402206  '],[' 240021  '],"[' 720059   (Atom=Atom', ' 221185 Body=Body', ' 121734 Other', ' 377140)']",[' Yes'],"[' 24430    (Eliminated', '    0 Frozen', ' 24430)']","[' 11929    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 17.1701'],[' 0'], ,[' 583.134'],[' 0'],[' 24.3592'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.35117e+09'],[' 1.23821e+09'],[' 0'],[' 4.77556e+10'],[' 0'],[' 0'],[' 1306 '],[' 2228 '],[' 3178 '],[' 4255 '],[' 5161 '],[' 6006 '],[' 6 '],[' 0 ']
Solving...,TA79, ,[' 1'],[' 8709+'],[' 4361'],"[' 1020.176s (Solving', ' 933.91s 1st Model', ' 435.21s Unsat', ' 0.00s)']",[' 1015.281s'], ,[' 378376386'],"[' 4933234  (Analyzed', ' 4602864)']","[' 11261    (Average', ' 408.74 Last', ' 60389)']",[' 7944.5  '],"[' 4361     (Average Length', ' 1924.04 Splits', ' 0)']","[' 4602864  (Deleted', ' 4474733)']","[' 762      (Ratio', '   0.02%)']","[' 74026    (Ratio', '   1.61%)']","[' 4602864  (Average Length', '   19.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4602864  (Average', ' 77.20 Max', ' 9403 Sum', ' 355354686)']","[' 4600724  (Average', ' 76.33 Max', ' 9403 Sum', ' 351355961 Ratio', '  98.87%)']","[' 2140     (Average', ' 1868.56 Max', ' 3643 Sum', ' 3998725 Ratio', '   1.13%)']", ,[' 401849  '],[' 20896   '],[' 403522  '],[' 241017  '],"[' 723047   (Atom=Atom', ' 222119 Body=Body', ' 121796 Other', ' 379132)']",[' Yes'],"[' 24561    (Eliminated', '    0 Frozen', ' 24561)']","[' 12883    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 17.3129'],[' 0'], ,[' 554.326'],[' 0'],[' 25.2913'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.4719e+09'],[' 1.35057e+09'],[' 0'],[' 4.40236e+10'],[' 0'],[' 0'],[' 1217 '],[' 2084 '],[' 3094 '],[' 4054 '],[' 4988 '],[' 5834 '],[' 6 '],[' 0 ']
Solving...,TA80, ,[' 1'],[' 9171+'],[' 4592'],"[' 1020.940s (Solving', ' 930.48s 1st Model', ' 330.71s Unsat', ' 0.00s)']",[' 1015.516s'], ,[' 356249926'],"[' 4604074  (Analyzed', ' 4233383)']","[' 10484    (Average', ' 403.79 Last', ' 41744)']",[' 8586.2  '],"[' 4592     (Average Length', ' 2003.70 Splits', ' 0)']","[' 4233383  (Deleted', ' 4121189)']","[' 725      (Ratio', '   0.02%)']","[' 64855    (Ratio', '   1.53%)']","[' 4233383  (Average Length', '   20.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4233383  (Average', ' 77.77 Max', ' 10125 Sum', ' 329236169)']","[' 4231190  (Average', ' 76.83 Max', ' 10125 Sum', ' 325261500 Ratio', '  98.79%)']","[' 2193     (Average', ' 1812.43 Max', ' 4011 Sum', ' 3974669 Ratio', '   1.21%)']", ,[' 401823  '],[' 20878   '],[' 403582  '],[' 241328  '],"[' 723980   (Atom=Atom', ' 222448 Body=Body', ' 121778 Other', ' 379754)']",[' Yes'],"[' 24613    (Eliminated', '    0 Frozen', ' 24613)']","[' 10480    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 18.352'],[' 0'], ,[' 587.455'],[' 0'],[' 23.9376'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.34095e+09'],[' 1.23135e+09'],[' 0'],[' 4.67259e+10'],[' 0'],[' 0'],[' 1214 '],[' 2366 '],[' 3184 '],[' 4101 '],[' 5043 '],[' 5838 '],[' 6 '],[' 0 ']
