Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , ,[' 1021'],[' 520'],"[' 457.566s (Solving', ' 454.87s 1st Model', ' 1.72s Unsat', ' 7.15s)']",[' 456.859s'], ,[' 23510113'],"[' 15744933 (Analyzed', ' 15719392)']","[' 31850    (Average', ' 493.54 Last', ' 200624)']",[' 1833.1  '],"[' 520      (Average Length', ' 248.98 Splits', ' 0)']","[' 15719392 (Deleted', ' 15482953)']","[' 35       (Ratio', '   0.00%)']","[' 2059     (Ratio', '   0.01%)']","[' 15719392 (Average Length', '   11.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15719392 (Average', '  1.42 Max', ' 2495 Sum', ' 22269510)']","[' 15719214 (Average', '  1.42 Max', ' 2495 Sum', ' 22250407 Ratio', '  99.91%)']","[' 178      (Average', ' 107.32 Max', ' 353 Sum', '  19103 Ratio', '   0.09%)']", ,[' 75528   '],[' 3620    '],[' 75266   '],[' 48886   '],"[' 146654   (Atom=Atom', ' 46014 Body=Body', ' 22695 Other', ' 77945)']",[' Yes'],"[' 4108     (Eliminated', '    0 Frozen', ' 4108)']","[' 284      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.718705'],[' 0'], ,[' 363.811'],[' 0'],[' 7.18243'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.97185e+07'],[' 3.41052e+07'],[' 0'],[' 5.41565e+10'],[' 0'],[' 0'],[' 494 '],[' 1027 '],[' 1563 '],[' 1843 '],[' 2351 '],[' 2535 '],[' 3151 '],[' 3299 '],[' 3796 '],[' 4 '],[' 5 ']
Solving...,TA52, , ,[' 1079'],[' 549'],"[' 276.186s (Solving', ' 273.36s 1st Model', ' 2.15s Unsat', ' 47.14s)']",[' 275.750s'], ,[' 18190279'],"[' 10614744 (Analyzed', ' 10567161)']","[' 21842    (Average', ' 483.80 Last', ' 2240)']",[' 2018.9  '],"[' 549      (Average Length', ' 254.01 Splits', ' 0)']","[' 10567161 (Deleted', ' 10425613)']","[' 107      (Ratio', '   0.00%)']","[' 2264     (Ratio', '   0.02%)']","[' 10567161 (Average Length', '   12.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10567161 (Average', '  1.60 Max', ' 2949 Sum', ' 16883194)']","[' 10566932 (Average', '  1.60 Max', ' 2949 Sum', ' 16857619 Ratio', '  99.85%)']","[' 229      (Average', ' 111.68 Max', ' 424 Sum', '  25575 Ratio', '   0.15%)']", ,[' 76638   '],[' 3999    '],[' 76390   '],[' 54290   '],"[' 162866   (Atom=Atom', ' 51039 Body=Body', ' 23074 Other', ' 88753)']",[' Yes'],"[' 4501     (Eliminated', '    0 Frozen', ' 4501)']","[' 239      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.710433'],[' 0'], ,[' 213.941'],[' 0'],[' 4.67585'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.30195e+07'],[' 2.90764e+07'],[' 0'],[' 2.80606e+10'],[' 0'],[' 0'],[' 557 '],[' 1267 '],[' 1561 '],[' 1909 '],[' 2112 '],[' 2484 '],[' 2930 '],[' 3317 '],[' 3627 '],[' 2 '],[' 7 ']
Solving...,TA53, , ,[' 855'],[' 437'],"[' 234.041s (Solving', ' 231.75s 1st Model', ' 1.75s Unsat', ' 5.76s)']",[' 233.781s'], ,[' 12538417'],"[' 8166203  (Analyzed', ' 8149174)']","[' 17007    (Average', ' 479.17 Last', ' 5577)']",[' 1929.6  '],"[' 437      (Average Length', ' 209.55 Splits', ' 0)']","[' 8149174  (Deleted', ' 8028547)']","[' 82       (Ratio', '   0.00%)']","[' 1842     (Ratio', '   0.02%)']","[' 8149174  (Average Length', '   12.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8149174  (Average', '  1.42 Max', ' 2681 Sum', ' 11549523)']","[' 8149003  (Average', '  1.42 Max', ' 2681 Sum', ' 11538379 Ratio', '  99.90%)']","[' 171      (Average', ' 65.17 Max', ' 190 Sum', '  11144 Ratio', '   0.10%)']", ,[' 75893   '],[' 3747    '],[' 75558   '],[' 51888   '],"[' 155660   (Atom=Atom', ' 48889 Body=Body', ' 22822 Other', ' 83949)']",[' Yes'],"[' 4162     (Eliminated', '    0 Frozen', ' 4162)']","[' 35       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.614051'],[' 0'], ,[' 183.3'],[' 0'],[' 4.14004'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.83337e+07'],[' 1.99816e+07'],[' 0'],[' 2.53626e+10'],[' 0'],[' 0'],[' 423 '],[' 919 '],[' 1456 '],[' 1931 '],[' 2231 '],[' 2543 '],[' 2853 '],[' 3236 '],[' 3701 '],[' 2 '],[' 7 ']
Solving...,TA54, , ,[' 1057'],[' 538'],"[' 129.352s (Solving', ' 126.73s 1st Model', ' 2.36s Unsat', ' 10.45s)']",[' 128.859s'], ,[' 11934662'],"[' 7619188  (Analyzed', ' 7569826)']","[' 15254    (Average', ' 496.25 Last', ' 9152)']",[' 1988.4  '],"[' 538      (Average Length', ' 258.41 Splits', ' 0)']","[' 7569826  (Deleted', ' 7456649)']","[' 90       (Ratio', '   0.00%)']","[' 1586     (Ratio', '   0.02%)']","[' 7569826  (Average Length', '   11.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7569826  (Average', '  1.42 Max', ' 2806 Sum', ' 10765756)']","[' 7569651  (Average', '  1.42 Max', ' 2806 Sum', ' 10758859 Ratio', '  99.94%)']","[' 175      (Average', ' 39.41 Max', ' 353 Sum', '   6897 Ratio', '   0.06%)']", ,[' 76721   '],[' 3896    '],[' 76480   '],[' 53626   '],"[' 160874   (Atom=Atom', ' 50478 Body=Body', ' 22971 Other', ' 87425)']",[' Yes'],"[' 4405     (Eliminated', '    0 Frozen', ' 4405)']","[' 59       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.707811'],[' 0'], ,[' 84.9304'],[' 0'],[' 2.37681'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.60854e+07'],[' 1.91321e+07'],[' 0'],[' 8.86181e+09'],[' 0'],[' 0'],[' 485 '],[' 974 '],[' 1197 '],[' 1566 '],[' 2006 '],[' 2265 '],[' 2625 '],[' 2962 '],[' 3569 '],[' 1 '],[' 8 ']
Solving...,TA55, , ,[' 777'],[' 398'],"[' 387.769s (Solving', ' 385.72s 1st Model', ' 1.09s Unsat', ' 50.86s)']",[' 387.578s'], ,[' 23146618'],"[' 16408153 (Analyzed', ' 16396243)']","[' 31942    (Average', ' 513.31 Last', ' 2886)']",[' 1683.1  '],"[' 398      (Average Length', ' 190.96 Splits', ' 0)']","[' 16396243 (Deleted', ' 16181948)']","[' 82       (Ratio', '   0.00%)']","[' 2494     (Ratio', '   0.02%)']","[' 16396243 (Average Length', '   11.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16396243 (Average', '  1.35 Max', ' 2499 Sum', ' 22120488)']","[' 16396047 (Average', '  1.35 Max', ' 2499 Sum', ' 22088836 Ratio', '  99.86%)']","[' 196      (Average', ' 161.49 Max', ' 347 Sum', '  31652 Ratio', '   0.14%)']", ,[' 76094   '],[' 3579    '],[' 75724   '],[' 50721   '],"[' 152159   (Atom=Atom', ' 47890 Body=Body', ' 22654 Other', ' 81615)']",[' Yes'],"[' 3959     (Eliminated', '    0 Frozen', ' 3959)']","[' 263      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.51151'],[' 0'], ,[' 295.267'],[' 0'],[' 6.34052'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.4544e+07'],[' 2.7878e+07'],[' 0'],[' 4.33088e+10'],[' 0'],[' 0'],[' 682 '],[' 1022 '],[' 1473 '],[' 1915 '],[' 2203 '],[' 2465 '],[' 2969 '],[' 3559 '],[' 4021 '],[' 3 '],[' 6 ']
Solving...,TA56, ,[' 1'],[' 1063+'],[' 541'],"[' 585.801s (Solving', ' 583.09s 1st Model', ' 1.64s Unsat', ' 26.48s)']",[' 584.750s'], ,[' 33618190'],"[' 21500493 (Analyzed', ' 21473560)']","[' 41572    (Average', ' 516.54 Last', ' 55068)']",[' 1925.2  '],"[' 541      (Average Length', ' 254.53 Splits', ' 0)']","[' 21473560 (Deleted', ' 21185270)']","[' 51       (Ratio', '   0.00%)']","[' 2896     (Ratio', '   0.01%)']","[' 21473560 (Average Length', '   12.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 21473560 (Average', '  1.49 Max', ' 2857 Sum', ' 32069570)']","[' 21473414 (Average', '  1.49 Max', ' 2857 Sum', ' 32052498 Ratio', '  99.95%)']","[' 146      (Average', ' 116.93 Max', ' 422 Sum', '  17072 Ratio', '   0.05%)']", ,[' 77599   '],[' 3936    '],[' 77351   '],[' 53355   '],"[' 160061   (Atom=Atom', ' 50167 Body=Body', ' 23011 Other', ' 86883)']",[' Yes'],"[' 4438     (Eliminated', '    0 Frozen', ' 4438)']","[' 299      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.728526'],[' 0'], ,[' 460.141'],[' 0'],[' 9.26909'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.43538e+07'],[' 4.47611e+07'],[' 0'],[' 6.50003e+10'],[' 0'],[' 0'],[' 748 '],[' 1237 '],[' 2168 '],[' 2382 '],[' 2557 '],[' 2946 '],[' 3232 '],[' 3518 '],[' 3939 '],[' 5 '],[' 4 ']
Solving...,TA57, , ,[' 1007'],[' 513'],"[' 178.584s (Solving', ' 175.70s 1st Model', ' 1.55s Unsat', ' 60.80s)']",[' 178.281s'], ,[' 7273408 '],"[' 4195261  (Analyzed', ' 4150094)']","[' 9903     (Average', ' 419.07 Last', ' 1138)']",[' 1924.3  '],"[' 513      (Average Length', ' 242.99 Splits', ' 0)']","[' 4150094  (Deleted', ' 4084513)']","[' 136      (Ratio', '   0.00%)']","[' 1915     (Ratio', '   0.05%)']","[' 4150094  (Average Length', '   10.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4150094  (Average', '  1.51 Max', ' 2749 Sum', ' 6286367)']","[' 4149908  (Average', '  1.51 Max', ' 2749 Sum', ' 6273339 Ratio', '  99.79%)']","[' 186      (Average', ' 70.04 Max', ' 416 Sum', '  13028 Ratio', '   0.21%)']", ,[' 76569   '],[' 3777    '],[' 76300   '],[' 52916   '],"[' 158744   (Atom=Atom', ' 49887 Body=Body', ' 22852 Other', ' 86005)']",[' Yes'],"[' 4258     (Eliminated', '    0 Frozen', ' 4258)']","[' 25       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.653591'],[' 0'], ,[' 149.639'],[' 0'],[' 3.01679'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.47063e+07'],[' 1.50291e+07'],[' 0'],[' 2.30672e+10'],[' 0'],[' 0'],[' 522 '],[' 1111 '],[' 1455 '],[' 1886 '],[' 2188 '],[' 2427 '],[' 2744 '],[' 3362 '],[' 3891 '],[' 1 '],[' 8 ']
Solving...,TA58, , ,[' 869'],[' 444'],"[' 241.382s (Solving', ' 239.29s 1st Model', ' 1.55s Unsat', ' 14.52s)']",[' 241.156s'], ,[' 15656447'],"[' 10345334 (Analyzed', ' 10324932)']","[' 21372    (Average', ' 483.11 Last', ' 14094)']",[' 1830.5  '],"[' 444      (Average Length', ' 207.48 Splits', ' 0)']","[' 10324932 (Deleted', ' 10167604)']","[' 99       (Ratio', '   0.00%)']","[' 1869     (Ratio', '   0.02%)']","[' 10324932 (Average Length', '   11.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10324932 (Average', '  1.42 Max', ' 2777 Sum', ' 14681927)']","[' 10324715 (Average', '  1.42 Max', ' 2777 Sum', ' 14656606 Ratio', '  99.83%)']","[' 217      (Average', ' 116.69 Max', ' 321 Sum', '  25321 Ratio', '   0.17%)']", ,[' 76654   '],[' 3824    '],[' 76312   '],[' 53270   '],"[' 159806   (Atom=Atom', ' 50194 Body=Body', ' 22899 Other', ' 86713)']",[' Yes'],"[' 4232     (Eliminated', '    0 Frozen', ' 4232)']","[' 156      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.564432'],[' 0'], ,[' 180.379'],[' 0'],[' 4.45204'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.57174e+07'],[' 2.25613e+07'],[' 0'],[' 2.2988e+10'],[' 0'],[' 0'],[' 555 '],[' 1183 '],[' 1498 '],[' 1970 '],[' 2202 '],[' 2480 '],[' 2964 '],[' 3476 '],[' 3899 '],[' 2 '],[' 7 ']
Solving...,TA59, ,[' 1'],[' 881+'],[' 450'],"[' 449.351s (Solving', ' 447.19s 1st Model', ' 0.91s Unsat', ' 2.29s)']",[' 448.734s'], ,[' 12566104'],"[' 8519721  (Analyzed', ' 8469116)']","[' 18831    (Average', ' 449.74 Last', ' 862)']",[' 1493.5  '],"[' 450      (Average Length', ' 217.66 Splits', ' 0)']","[' 8469116  (Deleted', ' 8326880)']","[' 65       (Ratio', '   0.00%)']","[' 1989     (Ratio', '   0.02%)']","[' 8469116  (Average Length', '   11.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8469116  (Average', '  1.38 Max', ' 2461 Sum', ' 11700802)']","[' 8468981  (Average', '  1.38 Max', ' 2461 Sum', ' 11678452 Ratio', '  99.81%)']","[' 135      (Average', ' 165.56 Max', ' 402 Sum', '  22350 Ratio', '   0.19%)']", ,[' 75505   '],[' 3510    '],[' 75185   '],[' 49226   '],"[' 147674   (Atom=Atom', ' 46464 Body=Body', ' 22585 Other', ' 78625)']",[' Yes'],"[' 3940     (Eliminated', '    0 Frozen', ' 3940)']","[' 212      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.512563'],[' 0'], ,[' 395.94'],[' 0'],[' 7.86343'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.73065e+07'],[' 1.81405e+07'],[' 0'],[' 6.66211e+10'],[' 0'],[' 0'],[' 470 '],[' 909 '],[' 1179 '],[' 1693 '],[' 1979 '],[' 2622 '],[' 3276 '],[' 3649 '],[' 4317 '],[' 4 '],[' 5 ']
Solving...,TA60, , ,[' 973'],[' 496'],"[' 342.843s (Solving', ' 339.97s 1st Model', ' 1.44s Unsat', ' 2.96s)']",[' 341.703s'], ,[' 19497004'],"[' 12422960 (Analyzed', ' 12386409)']","[' 24954    (Average', ' 496.37 Last', ' 23834)']",[' 1997.4  '],"[' 496      (Average Length', ' 237.15 Splits', ' 0)']","[' 12386409 (Deleted', ' 12222211)']","[' 49       (Ratio', '   0.00%)']","[' 2015     (Ratio', '   0.02%)']","[' 12386409 (Average Length', '   12.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12386409 (Average', '  1.47 Max', ' 2670 Sum', ' 18204442)']","[' 12386252 (Average', '  1.47 Max', ' 2670 Sum', ' 18188312 Ratio', '  99.91%)']","[' 157      (Average', ' 102.74 Max', ' 305 Sum', '  16130 Ratio', '   0.09%)']", ,[' 75995   '],[' 3742    '],[' 75717   '],[' 52594   '],"[' 157778   (Atom=Atom', ' 49600 Body=Body', ' 22817 Other', ' 85361)']",[' Yes'],"[' 4214     (Eliminated', '    0 Frozen', ' 4214)']","[' 269      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.688675'],[' 0'], ,[' 273.928'],[' 0'],[' 6.13037'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.60118e+07'],[' 2.76241e+07'],[' 0'],[' 3.66934e+10'],[' 0'],[' 0'],[' 452 '],[' 1086 '],[' 1345 '],[' 1869 '],[' 2024 '],[' 2293 '],[' 2993 '],[' 3255 '],[' 3680 '],[' 3 '],[' 6 ']
