Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, ,[' 1'],[' 6721+'],[' 3368'],"[' 1015.906s (Solving', ' 945.51s 1st Model', ' 209.98s Unsat', ' 0.00s)']",[' 1013.438s'], ,[' 162424031'],"[' 10084965 (Analyzed', ' 9434689)']","[' 19964    (Average', ' 472.59 Last', ' 34931)']",[' 7021.9  '],"[' 3368     (Average Length', ' 1536.81 Splits', ' 0)']","[' 9434689  (Deleted', ' 9282802)']","[' 63       (Ratio', '   0.00%)']","[' 29055    (Ratio', '   0.31%)']","[' 9434689  (Average Length', '   17.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9434689  (Average', ' 15.47 Max', ' 8115 Sum', ' 145968447)']","[' 9432096  (Average', ' 15.13 Max', ' 8115 Sum', ' 142776276 Ratio', '  97.81%)']","[' 2593     (Average', ' 1231.07 Max', ' 2277 Sum', ' 3192171 Ratio', '   2.19%)']", ,[' 370268  '],[' 15705   '],[' 371287  '],[' 213368  '],"[' 640100   (Atom=Atom', ' 199661 Body=Body', ' 116605 Other', ' 323834)']",[' Yes'],"[' 18724    (Eliminated', '    0 Frozen', ' 18724)']","[' 5516     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.3453'],[' 0'], ,[' 767.216'],[' 0'],[' 16.0635'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.73819e+08'],[' 6.17488e+08'],[' 0'],[' 9.32566e+10'],[' 0'],[' 0'],[' 1093 '],[' 2047 '],[' 2950 '],[' 3738 '],[' 4591 '],[' 5458 '],[' 6309 '],[' 7 '],[' 0 ']
Solving...,TA72, ,[' 1'],[' 6129+'],[' 3072'],"[' 1013.993s (Solving', ' 955.91s 1st Model', ' 244.86s Unsat', ' 0.00s)']",[' 1012.078s'], ,[' 163594906'],"[' 10399766 (Analyzed', ' 9838204)']","[' 21050    (Average', ' 467.37 Last', ' 82174)']",[' 6821.2  '],"[' 3072     (Average Length', ' 1397.55 Splits', ' 0)']","[' 9838204  (Deleted', ' 9684750)']","[' 33       (Ratio', '   0.00%)']","[' 28874    (Ratio', '   0.29%)']","[' 9838204  (Average Length', '   15.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9838204  (Average', ' 15.10 Max', ' 8408 Sum', ' 148512064)']","[' 9836054  (Average', ' 14.83 Max', ' 8408 Sum', ' 145857104 Ratio', '  98.21%)']","[' 2150     (Average', ' 1234.87 Max', ' 2215 Sum', ' 2654960 Ratio', '   1.79%)']", ,[' 369616  '],[' 15551   '],[' 370338  '],[' 214054  '],"[' 642158   (Atom=Atom', ' 200501 Body=Body', ' 116451 Other', ' 325206)']",[' Yes'],"[' 18273    (Eliminated', '    0 Frozen', ' 18273)']","[' 5249     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.3741'],[' 0'], ,[' 778.555'],[' 0'],[' 16.4004'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.34031e+08'],[' 5.76263e+08'],[' 0'],[' 9.50681e+10'],[' 0'],[' 0'],[' 918 '],[' 1801 '],[' 2589 '],[' 3512 '],[' 4255 '],[' 4992 '],[' 5860 '],[' 7 '],[' 0 ']
Solving...,TA73, ,[' 1'],[' 5813+'],[' 2914'],"[' 1012.850s (Solving', ' 954.85s 1st Model', ' 129.79s Unsat', ' 0.00s)']",[' 1011.859s'], ,[' 148149128'],"[' 9977867  (Analyzed', ' 9467534)']","[' 19631    (Average', ' 482.27 Last', ' 40039)']",[' 7023.3  '],"[' 2914     (Average Length', ' 1320.69 Splits', ' 0)']","[' 9467534  (Deleted', ' 9320981)']","[' 56       (Ratio', '   0.00%)']","[' 24271    (Ratio', '   0.26%)']","[' 9467534  (Average Length', '   18.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9467534  (Average', ' 14.03 Max', ' 8846 Sum', ' 132872114)']","[' 9465233  (Average', ' 13.79 Max', ' 8846 Sum', ' 130521867 Ratio', '  98.23%)']","[' 2301     (Average', ' 1021.40 Max', ' 1982 Sum', ' 2350247 Ratio', '   1.77%)']", ,[' 370648  '],[' 15743   '],[' 371247  '],[' 214170  '],"[' 642506   (Atom=Atom', ' 200425 Body=Body', ' 116643 Other', ' 325438)']",[' Yes'],"[' 18342    (Eliminated', '    0 Frozen', ' 18342)']","[' 4491     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.6918'],[' 0'], ,[' 794.415'],[' 0'],[' 15.3773'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.82066e+08'],[' 5.30308e+08'],[' 0'],[' 9.88282e+10'],[' 0'],[' 0'],[' 1192 '],[' 2007 '],[' 2952 '],[' 3807 '],[' 4651 '],[' 5528 '],[' 6359 '],[' 7 '],[' 0 ']
Solving...,TA74, ,[' 1'],[' 6051+'],[' 3033'],"[' 1014.326s (Solving', ' 953.97s 1st Model', ' 246.18s Unsat', ' 0.00s)']",[' 1011.766s'], ,[' 162507499'],"[' 10035104 (Analyzed', ' 9645087)']","[' 21108    (Average', ' 456.94 Last', ' 39731)']",[' 6419.5  '],"[' 3033     (Average Length', ' 1377.14 Splits', ' 0)']","[' 9645087  (Deleted', ' 9485890)']","[' 37       (Ratio', '   0.00%)']","[' 31327    (Ratio', '   0.32%)']","[' 9645087  (Average Length', '   14.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9645087  (Average', ' 15.40 Max', ' 7896 Sum', ' 148504113)']","[' 9643002  (Average', ' 15.17 Max', ' 7896 Sum', ' 146319821 Ratio', '  98.53%)']","[' 2085     (Average', ' 1047.62 Max', ' 2175 Sum', ' 2184292 Ratio', '   1.47%)']", ,[' 369077  '],[' 15648   '],[' 369768  '],[' 212900  '],"[' 638696   (Atom=Atom', ' 199250 Body=Body', ' 116548 Other', ' 322898)']",[' Yes'],"[' 18339    (Eliminated', '    0 Frozen', ' 18339)']","[' 5339     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.8267'],[' 0'], ,[' 775.884'],[' 0'],[' 16.1184'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.61252e+08'],[' 6.04959e+08'],[' 0'],[' 9.13699e+10'],[' 0'],[' 0'],[' 1052 '],[' 1774 '],[' 2599 '],[' 3391 '],[' 4216 '],[' 5014 '],[' 5819 '],[' 7 '],[' 0 ']
Solving...,TA75, , ,[' 5627'],[' 2821'],"[' 947.398s (Solving', ' 892.80s 1st Model', ' 258.69s Unsat', ' 0.00s)']",[' 945.250s'], ,[' 188662968'],"[' 8001225  (Analyzed', ' 7650034)']","[' 16692    (Average', ' 458.31 Last', ' 109773)']",[' 5859.8  '],"[' 2821     (Average Length', ' 1283.91 Splits', ' 0)']","[' 7650034  (Deleted', ' 7522503)']","[' 167      (Ratio', '   0.00%)']","[' 43052    (Ratio', '   0.56%)']","[' 7650034  (Average Length', '   18.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7650034  (Average', ' 23.20 Max', ' 6863 Sum', ' 177483163)']","[' 7647637  (Average', ' 22.86 Max', ' 6863 Sum', ' 174860928 Ratio', '  98.52%)']","[' 2397     (Average', ' 1093.97 Max', ' 2027 Sum', ' 2622235 Ratio', '   1.48%)']", ,[' 369506  '],[' 15785   '],[' 370019  '],[' 212557  '],"[' 637667   (Atom=Atom', ' 198770 Body=Body', ' 116685 Other', ' 322212)']",[' Yes'],"[' 18298    (Eliminated', '    0 Frozen', ' 18298)']","[' 8641     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.5461'],[' 0'], ,[' 691.93'],[' 0'],[' 16.8224'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.4589e+08'],[' 6.73479e+08'],[' 0'],[' 8.06924e+10'],[' 0'],[' 0'],[' 1123 '],[' 1986 '],[' 2839 '],[' 3683 '],[' 4544 '],[' 5350 '],[' 6248 '],[' 6 '],[' 1 ']
Solving...,TA76, ,[' 1'],[' 5413+'],[' 2714'],"[' 1012.740s (Solving', ' 959.73s 1st Model', ' 165.10s Unsat', ' 0.00s)']",[' 1011.156s'], ,[' 144879937'],"[' 10922443 (Analyzed', ' 10429577)']","[' 21561    (Average', ' 483.72 Last', ' 20211)']",[' 6761.3  '],"[' 2714     (Average Length', ' 1261.06 Splits', ' 0)']","[' 10429577 (Deleted', ' 10278786)']","[' 69       (Ratio', '   0.00%)']","[' 23577    (Ratio', '   0.23%)']","[' 10429577 (Average Length', '   15.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10429577 (Average', ' 12.62 Max', ' 8485 Sum', ' 131600402)']","[' 10427126 (Average', ' 12.37 Max', ' 8485 Sum', ' 128968717 Ratio', '  98.00%)']","[' 2451     (Average', ' 1073.72 Max', ' 1944 Sum', ' 2631685 Ratio', '   2.00%)']", ,[' 368906  '],[' 15654   '],[' 369389  '],[' 212757  '],"[' 638267   (Atom=Atom', ' 199101 Body=Body', ' 116554 Other', ' 322612)']",[' Yes'],"[' 18137    (Eliminated', '    0 Frozen', ' 18137)']","[' 4375     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.4241'],[' 0'], ,[' 797.409'],[' 0'],[' 15.5391'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.71595e+08'],[' 5.19768e+08'],[' 0'],[' 9.83932e+10'],[' 0'],[' 0'],[' 1030 '],[' 1906 '],[' 2787 '],[' 3590 '],[' 4480 '],[' 5359 '],[' 6193 '],[' 7 '],[' 0 ']
Solving...,TA77, ,[' 1'],[' 5903+'],[' 2959'],"[' 1013.618s (Solving', ' 956.43s 1st Model', ' 151.29s Unsat', ' 0.00s)']",[' 1011.891s'], ,[' 140971574'],"[' 12776102 (Analyzed', ' 12174652)']","[' 25003    (Average', ' 486.93 Last', ' 37329)']",[' 7209.9  '],"[' 2959     (Average Length', ' 1352.68 Splits', ' 0)']","[' 12174652 (Deleted', ' 12011644)']","[' 37       (Ratio', '   0.00%)']","[' 19405    (Ratio', '   0.16%)']","[' 12174652 (Average Length', '   15.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12174652 (Average', ' 10.28 Max', ' 9196 Sum', ' 125194267)']","[' 12172275 (Average', ' 10.06 Max', ' 9196 Sum', ' 122494770 Ratio', '  97.84%)']","[' 2377     (Average', ' 1135.67 Max', ' 2080 Sum', ' 2699497 Ratio', '   2.16%)']", ,[' 369288  '],[' 15577   '],[' 369953  '],[' 213511  '],"[' 640529   (Atom=Atom', ' 199932 Body=Body', ' 116477 Other', ' 324120)']",[' Yes'],"[' 18242    (Eliminated', '    0 Frozen', ' 18242)']","[' 3233     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.2001'],[' 0'], ,[' 789.629'],[' 0'],[' 15.0751'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.5351e+08'],[' 5.0166e+08'],[' 0'],[' 9.69436e+10'],[' 0'],[' 0'],[' 963 '],[' 1935 '],[' 2719 '],[' 3582 '],[' 4559 '],[' 5371 '],[' 6159 '],[' 7 '],[' 0 ']
Solving...,TA78, ,[' 1'],[' 5757+'],[' 2886'],"[' 1014.531s (Solving', ' 955.79s 1st Model', ' 216.45s Unsat', ' 0.00s)']",[' 1012.359s'], ,[' 182150271'],"[' 8975767  (Analyzed', ' 8519334)']","[' 17496    (Average', ' 486.93 Last', ' 41436)']",[' 6648.4  '],"[' 2886     (Average Length', ' 1323.89 Splits', ' 0)']","[' 8519334  (Deleted', ' 8387666)']","[' 132      (Ratio', '   0.00%)']","[' 35505    (Ratio', '   0.42%)']","[' 8519334  (Average Length', '   20.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8519334  (Average', ' 19.72 Max', ' 8112 Sum', ' 168030889)']","[' 8517099  (Average', ' 19.46 Max', ' 8112 Sum', ' 165781769 Ratio', '  98.66%)']","[' 2235     (Average', ' 1006.32 Max', ' 1980 Sum', ' 2249120 Ratio', '   1.34%)']", ,[' 370720  '],[' 15775   '],[' 371338  '],[' 214260  '],"[' 642776   (Atom=Atom', ' 200483 Body=Body', ' 116675 Other', ' 325618)']",[' Yes'],"[' 18393    (Eliminated', '    0 Frozen', ' 18393)']","[' 6399     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.4689'],[' 0'], ,[' 768.671'],[' 0'],[' 16.7315'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.91578e+08'],[' 6.2745e+08'],[' 0'],[' 9.40616e+10'],[' 0'],[' 0'],[' 1157 '],[' 1875 '],[' 2696 '],[' 3460 '],[' 4361 '],[' 5192 '],[' 6027 '],[' 7 '],[' 0 ']
Solving...,TA79, ,[' 1'],[' 5889+'],[' 2952'],"[' 1013.696s (Solving', ' 955.32s 1st Model', ' 178.84s Unsat', ' 0.00s)']",[' 1011.703s'], ,[' 153355875'],"[' 9003276  (Analyzed', ' 8580732)']","[' 17771    (Average', ' 482.85 Last', ' 26591)']",[' 6391.3  '],"[' 2952     (Average Length', ' 1343.97 Splits', ' 0)']","[' 8580732  (Deleted', ' 8446157)']","[' 50       (Ratio', '   0.00%)']","[' 31377    (Ratio', '   0.37%)']","[' 8580732  (Average Length', '   16.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8580732  (Average', ' 16.36 Max', ' 7950 Sum', ' 140384181)']","[' 8578329  (Average', ' 16.03 Max', ' 7950 Sum', ' 137511092 Ratio', '  97.95%)']","[' 2403     (Average', ' 1195.63 Max', ' 2115 Sum', ' 2873089 Ratio', '   2.05%)']", ,[' 370788  '],[' 15766   '],[' 371415  '],[' 214009  '],"[' 642023   (Atom=Atom', ' 200241 Body=Body', ' 116666 Other', ' 325116)']",[' Yes'],"[' 18393    (Eliminated', '    0 Frozen', ' 18393)']","[' 5733     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.5653'],[' 0'], ,[' 786.679'],[' 0'],[' 16.2032'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.26052e+08'],[' 5.70784e+08'],[' 0'],[' 9.69033e+10'],[' 0'],[' 0'],[' 1022 '],[' 1811 '],[' 2584 '],[' 3428 '],[' 4249 '],[' 4992 '],[' 5802 '],[' 7 '],[' 0 ']
Solving...,TA80, ,[' 1'],[' 5435+'],[' 2725'],"[' 1012.366s (Solving', ' 957.43s 1st Model', ' 138.89s Unsat', ' 0.00s)']",[' 1010.281s'], ,[' 141137888'],"[' 9108685  (Analyzed', ' 8756763)']","[' 18009    (Average', ' 486.24 Last', ' 40170)']",[' 7189.7  '],"[' 2725     (Average Length', ' 1271.92 Splits', ' 0)']","[' 8756763  (Deleted', ' 8636095)']","[' 58       (Ratio', '   0.00%)']","[' 24769    (Ratio', '   0.28%)']","[' 8756763  (Average Length', '   18.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8756763  (Average', ' 14.46 Max', ' 9093 Sum', ' 126645368)']","[' 8754497  (Average', ' 14.18 Max', ' 9093 Sum', ' 124187464 Ratio', '  98.06%)']","[' 2266     (Average', ' 1084.69 Max', ' 1911 Sum', ' 2457904 Ratio', '   1.94%)']", ,[' 372008  '],[' 15815   '],[' 372514  '],[' 216019  '],"[' 648053   (Atom=Atom', ' 202202 Body=Body', ' 116715 Other', ' 329136)']",[' Yes'],"[' 18321    (Eliminated', '    0 Frozen', ' 18321)']","[' 4269     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.9716'],[' 0'], ,[' 800.116'],[' 0'],[' 14.957'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.74068e+08'],[' 5.22336e+08'],[' 0'],[' 9.91814e+10'],[' 0'],[' 0'],[' 1055 '],[' 1995 '],[' 2800 '],[' 3611 '],[' 4731 '],[' 5581 '],[' 6375 '],[' 7 '],[' 0 ']
